actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
423,PT03M44.00S,2022-11-01T04:07:08.4Z,3,REGULAR,turnover,bad pass,[],1629726,,,1610612745,66,65,2022-11-01T04:07:13Z,4180000,,,0,,G. Mathews bad pass TURNOVER (1 TO),"[1629726, 202331]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Left,,,,,,,,,,1.0,George,202331.0,,,,,,,,
424,PT03M44.00S,2022-11-01T04:07:08.4Z,3,REGULAR,steal,,[],202331,,,1610612746,66,65,2022-11-01T04:07:10Z,4190000,,,0,,P. George STEAL (5 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
425,PT03M41.00S,2022-11-01T04:07:11.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202331,30.27266754270697,23.774509803921575,1610612746,69,65,2022-11-01T04:07:26Z,4200000,131.0,232.0,1,left,P. George 26' 3PT step back (25 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.66,Made,25.0,,,,,,,,,,,,,,,,,
426,PT03M18.00S,2022-11-01T04:07:34.1Z,3,REGULAR,3pt,Jump Shot,[],1631106,79.54993429697765,92.40196078431373,1610612745,69,65,2022-11-01T04:07:39Z,4210000,212.0,140.0,1,right,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
427,PT03M13.00S,2022-11-01T04:07:39.1Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,69,65,2022-11-01T04:07:39Z,4220000,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,426.0,5.0,5.0,0.0,,,,,,,,,,,
428,PT03M08.00S,2022-11-01T04:07:45.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.145203679369246,54.411764705882355,1610612746,71,65,2022-11-01T04:08:03Z,4230000,-22.0,15.0,1,left,N. Powell driving reverse Layup (7 PTS),[1626181],1610612746.0,LAC,driving reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.65,Made,7.0,,,,,,,,,,,,,,,,,
430,PT03M08.00S,2022-11-01T04:07:53.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,71,65,2022-11-01T04:16:08Z,4250000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M08.00S,2022-11-01T04:10:26.2Z,3,REGULAR,substitution,out,[],202331,,,1610612745,71,65,2022-11-01T04:12:49Z,4285000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M08.00S,2022-11-01T04:10:26.2Z,3,REGULAR,substitution,out,[],1629645,,,1610612745,71,65,2022-11-01T04:12:49Z,4302500,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M08.00S,2022-11-01T04:10:26.2Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,71,65,2022-11-01T04:12:49Z,4311250,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M08.00S,2022-11-01T04:10:26.2Z,3,REGULAR,substitution,in,[],1629611,,,1610612745,71,65,2022-11-01T04:12:49Z,4315625,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M08.00S,2022-11-01T04:10:26.2Z,3,REGULAR,substitution,in,[],1630227,,,1610612745,71,65,2022-11-01T04:12:49Z,4317812,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M08.00S,2022-11-01T04:10:26.2Z,3,REGULAR,substitution,in,[],1630586,,,1610612745,71,65,2022-11-01T04:12:49Z,4318906,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M52.00S,2022-11-01T04:10:54.2Z,3,REGULAR,3pt,Jump Shot,[],1630231,71.27135348226018,20.09803921568627,1610612745,71,65,2022-11-01T04:11:05Z,4320000,-150.0,218.0,1,right,MISS K. Martin Jr. 26' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
438,PT02M48.00S,2022-11-01T04:10:58.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,71,65,2022-11-01T04:11:05Z,4330000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,437.0,,,,,,,,,,,,,,
440,PT02M37.00S,2022-11-01T04:11:28.0Z,3,REGULAR,2pt,Jump Shot,[],202694,14.37253613666229,34.06862745098039,1610612746,71,65,2022-11-01T04:11:33Z,4350000,80.0,83.0,1,left,MISS M. Morris Sr. 11' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Right,11.48,Missed,,,,,,,,,,,,,,,,,,
441,PT02M33.00S,2022-11-01T04:11:31.9Z,3,REGULAR,rebound,offensive,[],201587,,,1610612746,71,65,2022-11-01T04:11:31Z,4360000,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,440.0,2.0,1.0,1.0,,,,,,,,,,,
442,PT02M29.00S,2022-11-01T04:11:36.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,29.09001314060447,78.43137254901961,1610612746,71,65,2022-11-01T04:11:43Z,4370000,-142.0,221.0,1,left,MISS N. Powell 26' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
443,PT02M24.00S,2022-11-01T04:11:41.4Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,71,65,2022-11-01T04:11:43Z,4380000,,,0,,U. Garuba REBOUND (Off:1 Def:4),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,,,,,,442.0,5.0,4.0,1.0,,,,,,,,,,,
444,PT02M13.00S,2022-11-01T04:11:54.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,93.2161629434954,40.44117647058824,1610612745,71,65,2022-11-01T04:14:21Z,4390000,-48.0,11.0,1,right,MISS T. Eason Layup - blocked,"[1631106, 202694]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,Morris Sr.,202694.0,,,,,,,,,,,,,,,
445,PT02M13.00S,2022-11-01T04:11:54.6Z,3,REGULAR,block,,[],202694,,,1610612745,71,65,2022-11-01T04:11:56Z,4400000,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
446,PT02M12.00S,2022-11-01T04:11:55.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,71,65,2022-11-01T04:12:39Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,444.0,,,,,,,,,,,,,,
448,PT02M03.00S,2022-11-01T04:12:23.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,92.55913272010513,53.92156862745098,1610612745,71,67,2022-11-01T04:12:28Z,4430000,20.0,17.0,1,right,T. Eason driving Layup (2 PTS),[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,,,,,,,,,,,,,,,,,
449,PT01M41.00S,2022-11-01T04:12:44.9Z,3,REGULAR,3pt,Jump Shot,[],201587,31.980946123521676,64.95098039215686,1610612746,71,67,2022-11-01T04:12:49Z,4440000,-75.0,248.0,1,left,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,25.91,Missed,,,,,,,,,,,,,,,,,,
450,PT01M39.00S,2022-11-01T04:12:46.9Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,71,67,2022-11-01T04:12:49Z,4450000,,,0,,U. Garuba REBOUND (Off:1 Def:5),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Center,,,,,,449.0,6.0,5.0,1.0,,,,,,,,,,,
451,PT01M32.00S,2022-11-01T04:12:55.6Z,3,REGULAR,3pt,Jump Shot,[],1629726,70.48291721419186,20.34313725490196,1610612745,71,67,2022-11-01T04:13:02Z,4460000,-148.0,225.0,1,right,MISS G. Mathews 26' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,26.95,Missed,,,,,,,,,,,,,,,,,,
452,PT01M27.00S,2022-11-01T04:12:59.9Z,3,REGULAR,rebound,offensive,[],1630586,,,1610612745,71,67,2022-11-01T04:12:59Z,4470000,,,0,,U. Garuba REBOUND (Off:2 Def:5),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Left Center,,,,,,451.0,7.0,5.0,2.0,,,,,,,,,,,
453,PT01M26.00S,2022-11-01T04:13:01.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630231,93.2161629434954,49.754901960784316,1610612745,71,69,2022-11-01T04:13:06Z,4480000,-1.0,11.0,1,right,K. Martin Jr. cutting DUNK (15 PTS) (U. Garuba 1 AST),"[1630231, 1630586]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.14,Made,15.0,,,,,,,,,,,,,,,U. Garuba,1630586.0,1.0
455,PT01M03.00S,2022-11-01T04:13:23.0Z,3,REGULAR,3pt,Jump Shot,[],1628379,33.295006570302235,59.31372549019608,1610612746,71,69,2022-11-01T04:13:28Z,4500000,-47.0,260.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,26.46,Missed,,,,,,,,,,,,,,,,,,
456,PT01M00.00S,2022-11-01T04:13:26.0Z,3,REGULAR,rebound,defensive,[],1629726,,,1610612745,71,69,2022-11-01T04:13:28Z,4510000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,,455.0,2.0,2.0,0.0,,,,,,,,,,,
457,PT00M54.40S,2022-11-01T04:13:34.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,93.08475689881735,55.88235294117647,1610612745,71,71,2022-11-01T04:13:38Z,4520000,29.0,13.0,1,right,T. Eason Layup (4 PTS) (D. Nix 1 AST),"[1631106, 1630227]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.19,Made,4.0,,,,,,,,,,,,,,,D. Nix,1630227.0,1.0
459,PT00M45.60S,2022-11-01T04:13:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,11.744415243101187,54.65686274509804,1610612746,71,71,2022-11-01T04:14:02Z,4540000,-23.0,58.0,1,left,MISS N. Powell 6' driving Layup - blocked,"[1626181, 1630586]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,6.24,Missed,,Garuba,1630586.0,,,,,,,,,,,,,,,
460,PT00M45.60S,2022-11-01T04:13:53.2Z,3,REGULAR,block,,[],1630586,,,1610612746,71,71,2022-11-01T04:13:55Z,4550000,,,0,,U. Garuba BLOCK (1 BLK),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
461,PT00M45.00S,2022-11-01T04:13:53.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,71,71,2022-11-01T04:14:02Z,4560000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,459.0,,,,,,,,,,,,,,
463,PT00M45.00S,2022-11-01T04:14:03.4Z,3,REGULAR,substitution,out,[],202694,,,1610612745,71,71,2022-11-01T04:14:22Z,4580000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M45.00S,2022-11-01T04:14:03.4Z,3,REGULAR,substitution,in,[],1629599,,,1610612745,71,71,2022-11-01T04:14:22Z,4590000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M29.50S,2022-11-01T04:14:30.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,91.37647831800263,50.245098039215684,1610612745,71,73,2022-11-01T04:14:37Z,4600000,1.0,29.0,1,right,K. Martin Jr. driving finger roll Layup (17 PTS) (D. Nix 2 AST),"[1630231, 1630227]",1610612745.0,HOU,driving finger roll,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.86,Made,17.0,,,,,,,,,,,,,,,D. Nix,1630227.0,2.0
467,PT00M29.50S,2022-11-01T04:14:35.3Z,3,REGULAR,foul,personal,['1freethrow'],1629599,,,1610612745,71,73,2022-11-01T04:14:57Z,4620000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[1629599, 1630231]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,1.0,0.0,Martin Jr.,1630231.0,,,
469,PT00M29.50S,2022-11-01T04:14:54.6Z,3,REGULAR,freethrow,1 of 1,[],1630231,,,1610612745,71,74,2022-11-01T04:14:54Z,4640000,,,0,,K. Martin Jr. Free Throw 1 of 1 (18 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
470,PT00M04.60S,2022-11-01T04:15:21.0Z,3,REGULAR,turnover,lost ball,[],1628379,,,1610612746,71,74,2022-11-01T04:15:25Z,4650000,,,0,,L. Kennard lost ball TURNOVER (1 TO),"[1628379, 1631106]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1.0,Eason,1631106.0,,,,,,,,
471,PT00M04.60S,2022-11-01T04:15:21.0Z,3,REGULAR,steal,,[],1631106,,,1610612745,71,74,2022-11-01T04:15:22Z,4660000,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
472,PT00M04.40S,2022-11-01T04:15:23.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612745,71,74,2022-11-01T04:15:32Z,4670000,,,0,,A. Coffey shooting personal FOUL (2 PF) (Eason 2 FT),"[1629599, 1631106]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,2.0,0.0,Eason,1631106.0,,,
474,PT00M04.40S,2022-11-01T04:15:58.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631106,,,1610612745,71,75,2022-11-01T04:15:58Z,4690000,,,0,,T. Eason Free Throw 1 of 2 (5 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
475,PT00M04.40S,2022-11-01T04:16:10.8Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631106,,,1610612745,71,76,2022-11-01T04:16:10Z,4700000,,,0,,T. Eason Free Throw 2 of 2 (6 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
476,PT00M00.70S,2022-11-01T04:16:18.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631106,,,1610612746,71,76,2022-11-01T04:16:32Z,4710000,,,0,,T. Eason shooting personal FOUL (1 PF) (Powell 2 FT),"[1631106, 1626181]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202007.0,1.0,0.0,Powell,1626181.0,,,
478,PT00M00.70S,2022-11-01T04:16:42.7Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,72,76,2022-11-01T04:16:42Z,4730000,,,0,,N. Powell Free Throw 1 of 2 (8 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
479,PT00M00.70S,2022-11-01T04:16:59.7Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,73,76,2022-11-01T04:16:59Z,4740000,,,0,,N. Powell Free Throw 2 of 2 (9 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
480,PT00M00.00S,2022-11-01T04:17:03.4Z,3,REGULAR,period,end,[],0,,,1610612745,73,76,2022-11-01T04:17:03Z,4750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-11-01T04:19:29.6Z,4,REGULAR,substitution,out,['startperiod'],1628379,,,1610612745,73,76,2022-11-01T04:19:45Z,4760000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2022-11-01T04:19:29.6Z,4,REGULAR,substitution,out,['startperiod'],1630227,,,1610612745,73,76,2022-11-01T04:19:45Z,4770000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2022-11-01T04:19:29.6Z,4,REGULAR,substitution,in,['startperiod'],202704,,,1610612745,73,76,2022-11-01T04:19:45Z,4780000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-11-01T04:19:29.6Z,4,REGULAR,substitution,in,['startperiod'],201569,,,1610612745,73,76,2022-11-01T04:19:45Z,4790000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-11-01T04:19:40.7Z,4,REGULAR,period,start,[],0,,,1610612745,73,76,2022-11-01T04:19:45Z,4800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M37.00S,2022-11-01T04:20:03.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,92.16491458607096,44.36274509803921,1610612745,73,76,2022-11-01T04:20:07Z,4810000,-28.0,21.0,1,right,MISS T. Eason Layup,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,,,,,
487,PT11M34.00S,2022-11-01T04:20:06.3Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,73,76,2022-11-01T04:20:07Z,4820000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,486.0,1.0,1.0,0.0,,,,,,,,,,,
488,PT11M29.00S,2022-11-01T04:20:11.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,12.66425755584757,55.14705882352941,1610612746,73,76,2022-11-01T04:21:29Z,4830000,-26.0,67.0,1,left,MISS N. Powell 7' driving floating Shot,[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,,
489,PT11M27.00S,2022-11-01T04:20:13.1Z,4,REGULAR,rebound,defensive,[],1630586,,,1610612745,73,76,2022-11-01T04:20:23Z,4840000,,,0,,U. Garuba REBOUND (Off:2 Def:6),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,488.0,8.0,6.0,2.0,,,,,,,,,,,
490,PT11M15.00S,2022-11-01T04:20:27.3Z,4,REGULAR,turnover,out-of-bounds,[],1630586,,,1610612745,73,76,2022-11-01T04:20:33Z,4850000,,,0,,U. Garuba bad pass out-of-bounds TURNOVER (1 TO),[1630586],1610612745.0,HOU,bad pass,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,,,202007.0,,,,,,,
491,PT11M15.00S,2022-11-01T04:20:29.9Z,4,REGULAR,substitution,out,[],1626181,,,1610612746,73,76,2022-11-01T04:20:36Z,4860000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT11M15.00S,2022-11-01T04:20:29.9Z,4,REGULAR,substitution,in,[],202331,,,1610612746,73,76,2022-11-01T04:20:36Z,4870000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M04.00S,2022-11-01T04:20:50.7Z,4,REGULAR,turnover,bad pass,[],201587,,,1610612746,73,76,2022-11-01T04:20:54Z,4880000,,,0,,N. Batum bad pass TURNOVER (2 TO),"[201587, 1629726]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Center,,,,,,,,,,2.0,Mathews,1629726.0,,,,,,,,
494,PT11M04.00S,2022-11-01T04:20:50.7Z,4,REGULAR,steal,,[],1629726,,,1610612745,73,76,2022-11-01T04:20:52Z,4890000,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
495,PT10M56.00S,2022-11-01T04:20:58.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631106,89.14257555847568,48.774509803921575,1610612745,73,76,2022-11-01T04:21:06Z,4900000,-6.0,50.0,1,right,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
496,PT10M52.00S,2022-11-01T04:21:02.1Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,73,76,2022-11-01T04:21:06Z,4910000,,,0,,P. George REBOUND (Off:0 Def:6),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,495.0,6.0,6.0,0.0,,,,,,,,,,,
497,PT10M45.00S,2022-11-01T04:21:11.3Z,4,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612746,73,76,2022-11-01T04:21:16Z,4920000,,,0,,K. Martin Jr. shooting personal FOUL (2 PF) (Coffey 2 FT),"[1630231, 1629599]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1201.0,2.0,0.0,Coffey,1629599.0,,,
499,PT10M45.00S,2022-11-01T04:21:36.9Z,4,REGULAR,freethrow,1 of 2,[],1629599,,,1610612746,73,76,2022-11-01T04:21:36Z,4940000,,,0,,MISS A. Coffey Free Throw 1 of 2,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
500,PT10M45.00S,2022-11-01T04:21:36.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,73,76,2022-11-01T04:21:36Z,4950000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,
501,PT10M45.00S,2022-11-01T04:21:38.0Z,4,REGULAR,substitution,out,[],1630586,,,1610612746,73,76,2022-11-01T04:21:57Z,4960000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT10M45.00S,2022-11-01T04:21:38.0Z,4,REGULAR,substitution,out,[],1631106,,,1610612746,73,76,2022-11-01T04:21:57Z,4970000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M45.00S,2022-11-01T04:21:38.0Z,4,REGULAR,substitution,in,[],1630224,,,1610612746,73,76,2022-11-01T04:21:57Z,4980000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT10M45.00S,2022-11-01T04:21:38.0Z,4,REGULAR,substitution,in,[],1631095,,,1610612746,73,76,2022-11-01T04:21:57Z,4990000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT10M45.00S,2022-11-01T04:21:59.1Z,4,REGULAR,freethrow,2 of 2,[],1629599,,,1610612746,74,76,2022-11-01T04:21:59Z,5000000,,,0,,A. Coffey Free Throw 2 of 2 (1 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
506,PT10M33.00S,2022-11-01T04:22:07.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,87.30289093298292,40.44117647058824,1610612745,74,76,2022-11-01T04:22:13Z,5010000,-48.0,67.0,1,right,MISS J. Green 8' driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,8.22,Missed,,,,,,,,,,,,,,,,,,
507,PT10M31.00S,2022-11-01T04:22:09.2Z,4,REGULAR,rebound,defensive,[],201587,,,1610612746,74,76,2022-11-01T04:22:13Z,5020000,,,0,,N. Batum REBOUND (Off:1 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,506.0,3.0,2.0,1.0,,,,,,,,,,,
