actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
508,PT08M54.00S,2024-01-23T03:56:57.8Z,4,REGULAR,foul,personal,['2freethrow'],203994,,,1610612741,88,92,2024-01-23T03:57:24Z,5030000,False,,,0,,J. Nurkic shooting personal FOUL (2 PF) (DeRozan 2 FT),"[203994, 201942]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202026.0,,2.0,0.0,DeRozan,201942.0,,,,
510,PT08M54.00S,2024-01-23T03:57:25.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612741,88,93,2024-01-23T03:57:25Z,5050000,False,,,0,,D. DeRozan Free Throw 1 of 2 (16 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
511,PT08M54.00S,2024-01-23T03:57:41.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612741,88,94,2024-01-23T03:57:41Z,5060000,False,,,0,,D. DeRozan Free Throw 2 of 2 (17 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
512,PT08M33.00S,2024-01-23T03:58:04.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,90.88370565045992,47.794117647058826,1610612756,88,94,2024-01-23T03:58:10Z,5070000,False,-11.0,33.0,1,right,MISS B. Beal driving Layup - blocked,"[203078, 1630245]",1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,Dosunmu,1630245.0
513,PT08M33.00S,2024-01-23T03:58:04.1Z,4,REGULAR,block,,[],1630245,,,1610612756,88,94,2024-01-23T03:58:05Z,5080000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
514,PT08M31.00S,2024-01-23T03:58:06.1Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,88,94,2024-01-23T03:58:10Z,5090000,False,,,0,,N. Vucevic REBOUND (Off:5 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,512.0,,,,,16.0,11.0,5.0,,,,,,,,,,
515,PT08M21.00S,2024-01-23T03:58:16.6Z,4,REGULAR,turnover,bad pass,[],1630245,,,1610612741,88,94,2024-01-23T03:58:20Z,5100000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1629006]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,Okogie,1629006.0,,
516,PT08M21.00S,2024-01-23T03:58:16.6Z,4,REGULAR,steal,,[],1629006,,,1610612756,88,94,2024-01-23T03:58:18Z,5110000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
517,PT08M08.00S,2024-01-23T03:58:29.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201142,68.9388961892247,74.01960784313727,1610612756,91,94,2024-01-23T03:58:34Z,5120000,False,120.0,239.0,1,right,K. Durant 26' 3PT pullup (29 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,26.79,Made,,29.0,,,,,,,,,,,,,,,,
519,PT07M44.00S,2024-01-23T03:58:53.8Z,4,REGULAR,2pt,Jump Shot,[],201942,13.748357424441524,76.9607843137255,1610612741,91,94,2024-01-23T04:02:41Z,5140000,False,-135.0,77.0,1,left,MISS D. DeRozan 15' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,15.51,Missed,,,,,,,,,,,,,,,,,,
520,PT07M42.00S,2024-01-23T03:58:55.8Z,4,REGULAR,rebound,defensive,[],203994,,,1610612756,91,94,2024-01-23T03:59:03Z,5150000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:6),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,519.0,,,,,7.0,6.0,1.0,,,,,,,,,,
521,PT07M25.00S,2024-01-23T03:59:12.2Z,4,REGULAR,2pt,Jump Shot,[],201142,89.43823915900131,78.18627450980392,1610612756,93,94,2024-01-23T03:59:17Z,5160000,False,141.0,47.0,1,right,K. Durant 14' turnaround Jump Shot (31 PTS),[201142],1610612756.0,PHX,turnaround,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,14.85,Made,,31.0,,,,,,,,,,,,,,,,
522,PT07M25.00S,2024-01-23T03:59:17.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,93,94,2024-01-23T03:59:17Z,5170000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M25.00S,2024-01-23T04:01:19.6Z,4,REGULAR,substitution,out,[],1629006,,,1610612741,93,94,2024-01-23T04:01:41Z,5180000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M25.00S,2024-01-23T04:01:19.6Z,4,REGULAR,substitution,out,[],1628966,,,1610612741,93,94,2024-01-23T04:01:41Z,5190000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M25.00S,2024-01-23T04:01:19.6Z,4,REGULAR,substitution,out,[],201942,,,1610612741,93,94,2024-01-23T04:01:41Z,5200000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M25.00S,2024-01-23T04:01:19.6Z,4,REGULAR,substitution,in,[],1626164,,,1610612741,93,94,2024-01-23T04:01:41Z,5210000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M25.00S,2024-01-23T04:01:19.6Z,4,REGULAR,substitution,in,[],1628960,,,1610612741,93,94,2024-01-23T04:01:41Z,5220000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M25.00S,2024-01-23T04:01:19.6Z,4,REGULAR,substitution,in,[],1630172,,,1610612741,93,94,2024-01-23T04:01:41Z,5230000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M14.00S,2024-01-23T04:02:18.1Z,4,REGULAR,turnover,bad pass,[],1629632,,,1610612741,93,94,2024-01-23T04:02:21Z,5240000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1628960]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,Allen,1628960.0,,
531,PT07M14.00S,2024-01-23T04:02:18.1Z,4,REGULAR,steal,,[],1628960,,,1610612756,93,94,2024-01-23T04:02:19Z,5250000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
533,PT06M56.00S,2024-01-23T04:02:51.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201142,92.06636005256242,77.69607843137256,1610612756,95,94,2024-01-23T04:02:55Z,5270000,False,138.0,22.0,1,right,K. Durant 14' driving floating Jump Shot (33 PTS) (G. Allen 3 AST),"[201142, 1628960]",1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,14.03,Made,,33.0,G. Allen,1628960.0,3.0,,,,,,,,,,,,,
535,PT06M33.00S,2024-01-23T04:03:15.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202696,7.703679369250986,40.68627450980392,1610612741,95,96,2024-01-23T04:05:27Z,5290000,False,47.0,20.0,1,left,N. Vucevic driving Layup (17 PTS),[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,,17.0,,,,,,,,,,,,,,,,
536,PT06M16.00S,2024-01-23T04:03:31.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.5407358738502,53.67647058823529,1610612756,97,96,2024-01-23T04:03:34Z,5300000,False,18.0,27.0,1,right,J. Nurkic cutting Layup (8 PTS) (B. Beal 4 AST),"[203994, 203078]",1610612756.0,PHX,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.27,Made,,8.0,B. Beal,203078.0,4.0,,,,,,,,,,,,,
538,PT06M05.00S,2024-01-23T04:03:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.389618922470433,52.20588235294118,1610612741,97,98,2024-01-23T04:03:50Z,5320000,False,-11.0,8.0,1,left,C. White driving Layup (20 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,1.34,Made,,20.0,,,,,,,,,,,,,,,,
539,PT06M05.00S,2024-01-23T04:03:57.5Z,4,REGULAR,foul,personal,['1freethrow'],203994,,,1610612741,97,98,2024-01-23T04:04:09Z,5330000,False,,,0,,J. Nurkic shooting personal FOUL (3 PF) (White 1 FT),"[203994, 1629632]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,,3.0,0.0,White,1629632.0,,,,
541,PT06M05.00S,2024-01-23T04:04:05.7Z,4,REGULAR,substitution,out,[],203994,,,1610612741,97,98,2024-01-23T04:04:07Z,5350000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M05.00S,2024-01-23T04:04:05.7Z,4,REGULAR,substitution,in,[],1629234,,,1610612741,97,98,2024-01-23T04:04:07Z,5360000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M05.00S,2024-01-23T04:04:05.7Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,97,98,2024-01-23T04:04:32Z,5365000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M05.00S,2024-01-23T04:04:05.7Z,4,REGULAR,substitution,in,[],201942,,,1610612741,97,98,2024-01-23T04:04:32Z,5367500,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M05.00S,2024-01-23T04:04:16.6Z,4,REGULAR,freethrow,1 of 1,[],1629632,,,1610612741,97,99,2024-01-23T04:04:16Z,5370000,False,,,0,,C. White Free Throw 1 of 1 (21 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
544,PT05M54.00S,2024-01-23T04:04:30.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201142,93.24901445466492,50.245098039215684,1610612756,99,99,2024-01-23T04:06:36Z,5380000,False,1.0,11.0,1,right,K. Durant driving finger roll Layup (35 PTS) (B. Beal 5 AST),"[201142, 203078]",1610612756.0,PHX,driving finger roll,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.11,Made,,35.0,B. Beal,203078.0,5.0,,,,,,,,,,,,,
547,PT05M43.00S,2024-01-23T04:04:40.9Z,4,REGULAR,3pt,Jump Shot,[],202696,25.443495400788436,85.04901960784314,1610612741,99,99,2024-01-23T04:04:46Z,5390000,False,-175.0,187.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
548,PT05M40.00S,2024-01-23T04:04:43.9Z,4,REGULAR,rebound,defensive,[],201142,,,1610612756,99,99,2024-01-23T04:04:46Z,5400000,False,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,547.0,,,,,5.0,4.0,1.0,,,,,,,,,,
549,PT05M33.00S,2024-01-23T04:04:51.4Z,4,REGULAR,3pt,Jump Shot,[],1628960,94.56307490144546,1.9607843137254901,1610612756,102,99,2024-01-23T04:04:55Z,5410000,False,-240.0,-1.0,1,right,G. Allen 24' 3PT  (9 PTS) (D. Eubanks 3 AST),"[1628960, 1629234]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,24.02,Made,,9.0,D. Eubanks,1629234.0,3.0,,,,,,,,,,,,,
551,PT05M17.00S,2024-01-23T04:05:09.3Z,4,REGULAR,foul,personal,[],1629234,,,1610612741,102,99,2024-01-23T04:05:18Z,5430000,False,,,0,,D. Eubanks personal FOUL (3 PF),"[1629234, 202696]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628159.0,,3.0,1.0,Vucevic,202696.0,,,,
553,PT05M17.00S,2024-01-23T04:05:17.9Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,102,99,2024-01-23T04:05:25Z,5450000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M17.00S,2024-01-23T04:05:17.9Z,4,REGULAR,substitution,in,[],1627936,,,1610612741,102,99,2024-01-23T04:05:25Z,5460000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M08.00S,2024-01-23T04:05:41.1Z,4,REGULAR,3pt,Jump Shot,[],1627936,17.427726675427067,4.166666666666666,1610612741,102,99,2024-01-23T04:05:46Z,5470000,False,229.0,111.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
556,PT05M05.00S,2024-01-23T04:05:44.2Z,4,REGULAR,rebound,offensive,[],1630172,,,1610612741,102,99,2024-01-23T04:05:44Z,5480000,False,,,0,,P. Williams REBOUND (Off:1 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,555.0,,,,,4.0,3.0,1.0,,,,,,,,,,
557,PT05M03.00S,2024-01-23T04:05:46.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,26.231931668856767,86.02941176470588,1610612741,102,102,2024-01-23T04:05:49Z,5490000,False,-180.0,194.0,1,left,C. White 26' 3PT  (24 PTS) (P. Williams 2 AST),"[1629632, 1630172]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.48,Made,,24.0,P. Williams,1630172.0,2.0,,,,,,,,,,,,,
559,PT04M36.00S,2024-01-23T04:06:13.4Z,4,REGULAR,3pt,Jump Shot,[],1626164,63.6826544021025,47.30392156862745,1610612756,102,102,2024-01-23T04:06:17Z,5510000,False,-13.0,289.0,1,right,MISS D. Booker 28' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,28.92,Missed,,,,,,,,,,,,,,,,,,
560,PT04M34.00S,2024-01-23T04:06:15.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,102,102,2024-01-23T04:06:17Z,5520000,False,,,0,,N. Vucevic REBOUND (Off:5 Def:12),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,559.0,,,,,17.0,12.0,5.0,,,,,,,,,,
561,PT04M17.00S,2024-01-23T04:06:32.6Z,4,REGULAR,3pt,Jump Shot,[],1630172,11.645860709592641,3.6764705882352944,1610612741,102,105,2024-01-23T04:06:37Z,5530000,False,232.0,57.0,1,left,P. Williams 3PT  (13 PTS) (C. White 8 AST),"[1630172, 1629632]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,23.85,Made,,13.0,C. White,1629632.0,8.0,,,,,,,,,,,,,
563,PT04M01.00S,2024-01-23T04:06:47.9Z,4,REGULAR,3pt,Jump Shot,[],201142,71.82982917214193,16.911764705882355,1610612756,105,105,2024-01-23T04:06:51Z,5550000,False,-165.0,212.0,1,right,K. Durant 26' 3PT pullup (38 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,26.91,Made,,38.0,,,,,,,,,,,,,,,,
564,PT03M46.00S,2024-01-23T04:07:03.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.601182654402102,40.931372549019606,1610612741,105,107,2024-01-23T04:07:06Z,5560000,False,45.0,0.0,1,left,C. White driving Layup (26 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,4.53,Made,,26.0,,,,,,,,,,,,,,,,
565,PT03M30.00S,2024-01-23T04:07:18.6Z,4,REGULAR,3pt,Jump Shot,[],203078,82.21090670170827,4.6568627450980395,1610612756,108,107,2024-01-23T04:07:22Z,5570000,False,-227.0,115.0,1,right,B. Beal 25' 3PT  (16 PTS) (D. Eubanks 4 AST),"[203078, 1629234]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,25.41,Made,,16.0,D. Eubanks,1629234.0,4.0,,,,,,,,,,,,,
567,PT03M13.00S,2024-01-23T04:07:36.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,8.229303547963205,47.549019607843135,1610612741,108,109,2024-01-23T04:07:48Z,5590000,False,12.0,25.0,1,left,N. Vucevic floating Jump Shot (19 PTS) (C. White 9 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.78,Made,,19.0,C. White,1629632.0,9.0,,,,,,,,,,,,,
570,PT02M46.00S,2024-01-23T04:08:02.4Z,4,REGULAR,3pt,Jump Shot,[],201142,64.60249671484888,48.77450980392157,1610612756,108,109,2024-01-23T04:09:08Z,5610000,False,-6.0,280.0,1,right,MISS K. Durant 28' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,28.03,Missed,,,,,,,,,,,,,,,,,,
571,PT02M45.00S,2024-01-23T04:08:03.4Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,108,109,2024-01-23T04:08:05Z,5620000,False,,,0,,C. White REBOUND (Off:2 Def:8),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,570.0,,,,,10.0,8.0,2.0,,,,,,,,,,
572,PT02M34.00S,2024-01-23T04:08:15.0Z,4,REGULAR,3pt,Jump Shot,[],1630172,10.463206307490145,2.696078431372549,1610612741,108,109,2024-01-23T04:08:18Z,5630000,False,237.0,46.0,1,left,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,24.09,Missed,,,,,,,,,,,,,,,,,,
573,PT02M31.00S,2024-01-23T04:08:18.0Z,4,REGULAR,rebound,defensive,[],203078,,,1610612756,108,109,2024-01-23T04:08:18Z,5640000,False,,,0,,B. Beal REBOUND (Off:0 Def:4),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,572.0,,,,,4.0,4.0,0.0,,,,,,,,,,
574,PT02M17.00S,2024-01-23T04:08:31.7Z,4,REGULAR,2pt,Jump Shot,[],203078,80.23981603153744,73.2843137254902,1610612756,108,109,2024-01-23T04:09:39Z,5650000,False,116.0,133.0,1,right,MISS B. Beal 17' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,17.69,Missed,,,,,,,,,,,,,,,,,,
575,PT02M16.00S,2024-01-23T04:08:32.7Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,108,109,2024-01-23T04:08:37Z,5660000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,574.0,,,,,4.0,3.0,1.0,,,,,,,,,,
578,PT02M08.00S,2024-01-23T04:08:54.4Z,4,REGULAR,foul,offensive,[],201942,,,1610612741,108,109,2024-01-23T04:12:36Z,5675000,False,,,0,,D. DeRozan offensive FOUL (3 PF),"[201942, 1628960]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202026.0,,3.0,0.0,Allen,1628960.0,,,,
580,PT02M08.00S,2024-01-23T04:08:54.4Z,4,REGULAR,turnover,offensive foul,[],201942,,,1610612741,108,109,2024-01-23T04:08:54Z,5678750,False,,,0,,D. DeRozan offensive foul TURNOVER (2 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202026.0,2.0,,,,,,,,
577,PT02M08.00S,2024-01-23T04:09:05.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,108,109,2024-01-23T04:12:25Z,5680000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT01M49.00S,2024-01-23T04:12:19.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203078,87.46714848883047,60.049019607843135,1610612756,110,109,2024-01-23T04:14:01Z,5690000,False,50.0,65.0,1,right,B. Beal 8' driving floating Jump Shot (18 PTS),[203078],1610612756.0,PHX,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Right,8.24,Made,,18.0,,,,,,,,,,,,,,,,
582,PT01M26.00S,2024-01-23T04:12:42.9Z,4,REGULAR,3pt,Jump Shot,[],202696,31.750985545335087,40.68627450980392,1610612741,110,109,2024-01-23T04:13:13Z,5700000,False,47.0,246.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,25.04,Missed,,,,,,,,,,,,,,,,,,
583,PT01M20.00S,2024-01-23T04:12:48.0Z,4,REGULAR,rebound,defensive,[],201142,,,1610612756,110,109,2024-01-23T04:12:48Z,5710000,False,,,0,,K. Durant REBOUND (Off:1 Def:5),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,582.0,,,,,6.0,5.0,1.0,,,,,,,,,,
585,PT00M59.10S,2024-01-23T04:13:09.2Z,4,REGULAR,3pt,Jump Shot,[],201142,68.28186596583443,74.01960784313727,1610612756,110,109,2024-01-23T04:13:15Z,5720000,False,120.0,246.0,1,right,MISS K. Durant 27' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,27.35,Missed,,,,,,,,,,,,,,,,,,
586,PT00M57.90S,2024-01-23T04:13:10.4Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,110,109,2024-01-23T04:13:15Z,5730000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,585.0,,,,,5.0,4.0,1.0,,,,,,,,,,
587,PT00M49.80S,2024-01-23T04:13:20.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,16.245072273324574,62.745098039215684,1610612741,110,111,2024-01-23T04:13:28Z,5740000,False,-64.0,100.0,1,left,D. DeRozan 11' pullup Jump Shot (19 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,11.87,Made,,19.0,,,,,,,,,,,,,,,,
588,PT00M32.90S,2024-01-23T04:13:40.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,88.25558475689881,51.225490196078425,1610612756,110,111,2024-01-23T04:13:48Z,5750000,False,6.0,58.0,1,right,MISS B. Beal floating Shot,[203078],1610612756.0,PHX,floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,,,,,,,,,,
589,PT00M31.70S,2024-01-23T04:13:41.3Z,4,REGULAR,rebound,offensive,[],1629234,,,1610612756,110,111,2024-01-23T04:13:41Z,5760000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:6),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,588.0,,,,,8.0,6.0,2.0,,,,,,,,,,
590,PT00M29.50S,2024-01-23T04:13:43.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201142,65.39093298291722,54.41176470588235,1610612756,113,111,2024-01-23T04:13:52Z,5770000,False,22.0,273.0,1,right,K. Durant 27' 3PT  (41 PTS) (D. Booker 5 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,27.37,Made,,41.0,D. Booker,1626164.0,5.0,,,,,,,,,,,,,
593,PT00M29.30S,2024-01-23T04:13:56.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,113,111,2024-01-23T04:13:56Z,5800000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT00M29.30S,2024-01-23T04:15:14.9Z,4,REGULAR,substitution,out,[],1629234,,,1610612741,113,111,2024-01-23T04:15:30Z,5810000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M29.30S,2024-01-23T04:15:14.9Z,4,REGULAR,substitution,in,[],1628966,,,1610612741,113,111,2024-01-23T04:15:30Z,5820000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
