actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,jumpBallRecoverdPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
422,PT04M52.00S,2026-02-26T02:38:41.4Z,3,REGULAR,substitution,out,[],201566,,,1610612745,90,72,2026-02-26T02:38:52Z,4150000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,
423,PT04M52.00S,2026-02-26T02:38:41.4Z,3,REGULAR,substitution,in,[],1628370,,,1610612745,90,72,2026-02-26T02:38:52Z,4160000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
424,PT04M39.00S,2026-02-26T02:39:07.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,15.456636005256241,58.08823529411765,1610612745,90,72,2026-02-26T02:39:14Z,4170000,False,-40.0,93.0,1,left,MISS K. Durant 10' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.12,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
425,PT04M38.00S,2026-02-26T02:39:08.8Z,3,REGULAR,rebound,defensive,[],1642363,,,1610612758,90,72,2026-02-26T02:39:14Z,4180000,False,,,0,,N. Clifford REBOUND (Off:0 Def:1),[1642363],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Clifford,N. Clifford,,,424.0,1.0,1.0,0.0,,,,,,,,,,,,,
426,PT04M29.00S,2026-02-26T02:39:18.3Z,3,REGULAR,2pt,Jump Shot,[],1642363,77.34888304862024,53.92156862745098,1610612758,90,74,2026-02-26T02:39:25Z,4190000,False,20.0,160.0,1,right,N. Clifford 16' driving floating Jump Shot (8 PTS),[1642363],1610612758.0,SAC,driving floating,,,,,,Mid-Range,16-24 Center,16.16,Made,Clifford,N. Clifford,,,,,,,8.0,,,,,,,,,,,,
427,PT04M01.00S,2026-02-26T02:39:45.3Z,3,REGULAR,3pt,Jump Shot,[],1629006,4.5499342969776615,95.83333333333334,1610612745,93,74,2026-02-26T02:39:50Z,4200000,False,-229.0,-10.0,1,left,J. Okogie 3PT  (8 PTS) (A. Holiday 2 AST),"[1629006, 1628988]",1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,22.94,Made,Okogie,J. Okogie,,,,,,,8.0,,,A. Holiday,1628988.0,2.0,,,,,,,
429,PT03M41.00S,2026-02-26T02:40:05.7Z,3,REGULAR,3pt,Jump Shot,[],1630173,70.90998685939553,84.55882352941177,1610612758,93,74,2026-02-26T02:40:11Z,4220000,False,173.0,221.0,1,right,MISS P. Achiuwa 28' 3PT,[1630173],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,28.05,Missed,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
430,PT03M40.00S,2026-02-26T02:40:06.7Z,3,REGULAR,rebound,defensive,[],1628988,,,1610612745,93,74,2026-02-26T02:40:11Z,4230000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Holiday,A. Holiday,,,429.0,1.0,1.0,0.0,,,,,,,,,,,,,
431,PT03M25.00S,2026-02-26T02:40:21.4Z,3,REGULAR,3pt,Jump Shot,[],1629006,5.338370565045992,96.32352941176471,1610612745,96,74,2026-02-26T02:40:25Z,4240000,False,-232.0,-2.0,1,left,J. Okogie 3PT  (11 PTS) (K. Durant 4 AST),"[1629006, 201142]",1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,23.16,Made,Okogie,J. Okogie,,,,,,,11.0,,,K. Durant,201142.0,4.0,,,,,,,
433,PT03M24.00S,2026-02-26T02:40:32.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,96,74,2026-02-26T02:40:32Z,4260000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M24.00S,2026-02-26T02:42:48.7Z,3,REGULAR,substitution,out,[],1630173,,,1610612758,96,74,2026-02-26T02:43:06Z,4270000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
435,PT03M24.00S,2026-02-26T02:42:48.7Z,3,REGULAR,substitution,out,[],201942,,,1610612758,96,74,2026-02-26T02:43:06Z,4280000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
436,PT03M24.00S,2026-02-26T02:42:48.7Z,3,REGULAR,substitution,in,[],1631116,,,1610612758,96,74,2026-02-26T02:43:06Z,4290000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612758.0,SAC,,,,,,,,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,
437,PT03M24.00S,2026-02-26T02:42:48.7Z,3,REGULAR,substitution,in,[],1631342,,,1610612758,96,74,2026-02-26T02:43:06Z,4300000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,,,,,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,
438,PT03M07.00S,2026-02-26T02:43:39.4Z,3,REGULAR,2pt,Jump Shot,[],1628370,89.70105124835742,33.33333333333333,1610612758,96,74,2026-02-26T02:43:45Z,4310000,False,-83.0,44.0,1,right,MISS M. Monk 9' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,,,,Mid-Range,8-16 Left,9.43,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
439,PT03M07.00S,2026-02-26T02:43:39.4Z,3,REGULAR,rebound,defensive,[],201142,,,1610612745,96,74,2026-02-26T02:43:45Z,4320000,False,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Left,,,Durant,K. Durant,,,438.0,4.0,3.0,1.0,,,,,,,,,,,,,
440,PT02M53.00S,2026-02-26T02:43:53.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,5.995400788436268,62.99019607843137,1610612745,98,74,2026-02-26T02:43:58Z,4330000,False,-65.0,4.0,1,left,J. Smith Jr. 6' fadeaway Jump Shot (10 PTS) (K. Durant 5 AST),"[1631095, 201142]",1610612745.0,HOU,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,6.51,Made,Smith Jr.,J. Smith Jr.,,,,,,,10.0,,,K. Durant,201142.0,5.0,,,,,,,
442,PT02M40.00S,2026-02-26T02:44:05.9Z,3,REGULAR,2pt,Jump Shot,[],1642363,80.1084099868594,22.30392156862745,1610612758,98,76,2026-02-26T02:45:13Z,4350000,False,-138.0,134.0,1,right,N. Clifford 19' pullup Jump Shot (10 PTS) (M. Monk 2 AST),"[1642363, 1628370]",1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Left Center,19.31,Made,Clifford,N. Clifford,,,,,,,10.0,,,M. Monk,1628370.0,2.0,,,,,,,
444,PT02M27.00S,2026-02-26T02:44:27.6Z,3,REGULAR,foul,personal,[],1642363,,,1610612745,98,76,2026-02-26T02:44:53Z,4370000,False,,,0,,N. Clifford personal FOUL (1 PF),"[1642363, 201142]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,Clifford,N. Clifford,,,,,,,,203593.0,,,,,,,,1.0,0.0,Durant,201142.0
446,PT02M27.00S,2026-02-26T02:44:34.7Z,3,REGULAR,substitution,out,[],201142,,,1610612745,98,76,2026-02-26T02:44:43Z,4390000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
447,PT02M27.00S,2026-02-26T02:44:34.7Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,98,76,2026-02-26T02:44:43Z,4400000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
448,PT02M27.00S,2026-02-26T02:44:34.7Z,3,REGULAR,substitution,in,[],1642263,,,1610612745,98,76,2026-02-26T02:44:43Z,4410000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
449,PT02M27.00S,2026-02-26T02:44:34.7Z,3,REGULAR,substitution,in,[],1630578,,,1610612745,98,76,2026-02-26T02:44:43Z,4420000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
450,PT02M18.00S,2026-02-26T02:44:59.4Z,3,REGULAR,turnover,bad pass,[],1642263,,,1610612745,98,76,2026-02-26T02:45:04Z,4430000,False,,,0,,R. Sheppard bad pass TURNOVER (2 TO),"[1642263, 1642363]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,Sheppard,R. Sheppard,,,,,,,,,2.0,,,,,Clifford,1642363.0,,,,
451,PT02M18.00S,2026-02-26T02:44:59.4Z,3,REGULAR,steal,,[],1642363,,,1610612758,98,76,2026-02-26T02:45:02Z,4440000,False,,,0,,N. Clifford STEAL (2 STL),[1642363],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,
452,PT02M14.00S,2026-02-26T02:45:04.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631342,91.27792378449409,48.77450980392157,1610612758,98,76,2026-02-26T02:45:19Z,4450000,False,-6.0,29.0,1,right,MISS D. Plowden running alley-oop DUNK,[1631342],1610612758.0,SAC,running alley-oop,,,,,,Restricted Area,0-8 Center,3.01,Missed,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,
453,PT02M13.00S,2026-02-26T02:45:05.1Z,3,REGULAR,rebound,defensive,[],1629006,,,1610612745,98,76,2026-02-26T02:45:19Z,4460000,False,,,0,,J. Okogie REBOUND (Off:0 Def:3),[1629006],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Okogie,J. Okogie,,,452.0,3.0,3.0,0.0,,,,,,,,,,,,,
454,PT02M13.00S,2026-02-26T02:45:15.7Z,3,REGULAR,foul,personal,['1freethrow'],1631116,,,1610612745,98,76,2026-02-26T02:51:23Z,4470000,False,,,0,,P. Baldwin Jr. transition take personal FOUL (2 PF) (Okogie 1 FT),"[1631116, 1629006]",1610612758.0,SAC,transition take,,,,,,Above the Break 3,24+ Right Center,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,203593.0,,,,,,,,2.0,0.0,Okogie,1629006.0
478,PT02M13.00S,2026-02-26T02:45:16.9Z,3,REGULAR,freethrow,1 of 1,[],1642263,,,1610612745,99,76,2026-02-26T02:58:18Z,4485000,False,,,0,,R. Sheppard transition take Free Throw 1 of 1 (23 PTS),[1642263],1610612745.0,HOU,transition take,,,,,,,,,Made,Sheppard,R. Sheppard,,,,,,,23.0,,,,,,,,,,,,
456,PT02M13.00S,2026-02-26T02:45:51.2Z,3,REGULAR,substitution,out,[],1642363,,,1610612758,99,76,2026-02-26T02:49:46Z,4490000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,,,,,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,
457,PT02M13.00S,2026-02-26T02:45:51.2Z,3,REGULAR,substitution,in,[],1630165,,,1610612758,99,76,2026-02-26T02:49:46Z,4500000,False,,,0,,SUB in: K. Hayes,[1630165],1610612758.0,SAC,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
458,PT01M58.00S,2026-02-26T02:46:07.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631116,,,1610612745,99,76,2026-02-26T02:46:31Z,4510000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (3 PF) (Sengun 2 FT),"[1631116, 1630578]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,1627964.0,,,,,,,,3.0,0.0,Sengun,1630578.0
460,PT01M58.00S,2026-02-26T02:46:37.3Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,100,76,2026-02-26T02:46:37Z,4530000,False,,,0,,A. Sengun Free Throw 1 of 2 (21 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Made,Sengun,A. Sengun,,,,,,,21.0,,,,,,,,,,,,
461,PT01M58.00S,2026-02-26T02:46:52.3Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,101,76,2026-02-26T02:46:52Z,4540000,False,,,0,,A. Sengun Free Throw 2 of 2 (22 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Made,Sengun,A. Sengun,,,,,,,22.0,,,,,,,,,,,,
462,PT01M48.00S,2026-02-26T02:47:05.4Z,3,REGULAR,3pt,Jump Shot,[],1628370,64.86530880420499,65.19607843137256,1610612758,101,76,2026-02-26T02:47:09Z,4550000,False,76.0,278.0,1,right,MISS M. Monk 28' 3PT,[1628370],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,28.8,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
463,PT01M45.00S,2026-02-26T02:47:08.4Z,3,REGULAR,rebound,defensive,[],1629006,,,1610612745,101,76,2026-02-26T02:47:09Z,4560000,False,,,0,,J. Okogie REBOUND (Off:0 Def:4),[1629006],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Okogie,J. Okogie,,,462.0,4.0,4.0,0.0,,,,,,,,,,,,,
464,PT01M35.00S,2026-02-26T02:47:17.8Z,3,REGULAR,3pt,Jump Shot,[],1628988,29.25427069645204,22.30392156862745,1610612745,104,76,2026-02-26T02:47:22Z,4570000,False,138.0,222.0,1,left,A. Holiday 26' 3PT  (5 PTS) (A. Sengun 10 AST),"[1628988, 1630578]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.21,Made,Holiday,A. Holiday,,,,,,,5.0,,,A. Sengun,1630578.0,10.0,,,,,,,
466,PT01M23.00S,2026-02-26T02:47:30.2Z,3,REGULAR,3pt,Jump Shot,[],1630165,90.48948751642575,97.54901960784314,1610612758,104,76,2026-02-26T02:47:36Z,4590000,False,238.0,37.0,1,right,MISS K. Hayes 24' 3PT,[1630165],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,24.05,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
467,PT01M21.00S,2026-02-26T02:47:32.2Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,104,76,2026-02-26T02:47:36Z,4600000,False,,,0,,A. Sengun REBOUND (Off:4 Def:8),[1630578],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,Sengun,A. Sengun,,,466.0,12.0,8.0,4.0,,,,,,,,,,,,,
468,PT01M09.00S,2026-02-26T02:47:44.1Z,3,REGULAR,2pt,Hook,[],1642263,6.652431011826544,33.57843137254902,1610612745,106,76,2026-02-26T02:47:47Z,4610000,False,82.0,10.0,1,left,R. Sheppard 8' driving Hook (25 PTS),[1642263],1610612745.0,HOU,driving,,,,,,Mid-Range,8-16 Right,8.27,Made,Sheppard,R. Sheppard,,,,,,,25.0,,,,,,,,,,,,
480,PT00M54.60S,2026-02-26T02:47:52.5Z,3,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612758,106,76,2026-02-26T02:54:47Z,4615000,False,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1630165],1610612758.0,SAC,bad pass,,,,,,Above the Break 3,24+ Left Center,,,Hayes,K. Hayes,,,,,,,,202058.0,1.0,,,,,,,,,,
470,PT00M43.30S,2026-02-26T02:48:21.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,24.78646517739816,12.990196078431374,1610612745,106,76,2026-02-26T02:54:11Z,4630000,False,185.0,180.0,1,left,MISS R. Sheppard 25' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,25.85,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
471,PT00M40.50S,2026-02-26T02:48:24.6Z,3,REGULAR,rebound,offensive,[],1642263,,,1610612745,106,76,2026-02-26T04:59:14Z,4640000,False,,,0,,R. Sheppard REBOUND (Off:2 Def:1),[1642263],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Sheppard,R. Sheppard,,,470.0,3.0,1.0,2.0,,,,,,,,,,,,,
472,PT00M33.70S,2026-02-26T02:48:31.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance', 'fromturnover']",1630578,7.5722733245729295,45.588235294117645,1610612745,108,76,2026-02-26T02:50:37Z,4650000,False,22.0,19.0,1,left,A. Sengun cutting DUNK (24 PTS) (R. Sheppard 2 AST),"[1630578, 1642263]",1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,2.89,Made,Sengun,A. Sengun,,,,,,,24.0,,,R. Sheppard,1642263.0,2.0,,,,,,,
474,PT00M22.10S,2026-02-26T02:48:51.1Z,3,REGULAR,2pt,Jump Shot,[],1628370,79.188567674113,39.21568627450981,1610612758,108,76,2026-02-26T02:48:55Z,4670000,False,-54.0,143.0,1,right,MISS M. Monk 15' fadeaway Shot,[1628370],1610612758.0,SAC,fadeaway,,,,,,Mid-Range,8-16 Center,15.29,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
475,PT00M20.00S,2026-02-26T02:48:53.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612745,108,76,2026-02-26T02:48:53Z,4680000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,Capela,C. Capela,,,474.0,3.0,2.0,1.0,,,,,,,,,,,,,
476,PT00M04.30S,2026-02-26T02:49:08.8Z,3,REGULAR,3pt,Jump Shot,[],1642263,28.991458607095925,14.950980392156863,1610612745,108,76,2026-02-26T02:49:15Z,4690000,False,175.0,220.0,1,left,MISS R. Sheppard 28' 3PT,[1642263],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,28.12,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
477,PT00M01.60S,2026-02-26T02:49:11.6Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612758,108,76,2026-02-26T02:49:11Z,4700000,False,,,0,,M. Monk REBOUND (Off:0 Def:4),[1628370],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Monk,M. Monk,,,476.0,4.0,4.0,0.0,,,,,,,,,,,,,
479,PT00M00.00S,2026-02-26T02:50:00.9Z,3,REGULAR,period,end,[],0,,,1610612758,108,76,2026-02-26T02:50:00Z,4710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2026-02-26T02:51:43.9Z,4,REGULAR,substitution,out,['startperiod'],1628988,,,1610612758,108,76,2026-02-26T02:51:58Z,4720000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2026-02-26T02:51:43.9Z,4,REGULAR,substitution,out,['startperiod'],203991,,,1610612758,108,76,2026-02-26T02:51:58Z,4730000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2026-02-26T02:51:43.9Z,4,REGULAR,substitution,out,['startperiod'],1642875,,,1610612758,108,76,2026-02-26T02:51:58Z,4740000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,,,,,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2026-02-26T02:51:43.9Z,4,REGULAR,substitution,in,['startperiod'],1631095,,,1610612758,108,76,2026-02-26T02:51:58Z,4750000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2026-02-26T02:51:43.9Z,4,REGULAR,substitution,in,['startperiod'],1642384,,,1610612758,108,76,2026-02-26T02:51:58Z,4760000,False,,,0,,SUB in: I. Crawford,[1642384],1610612745.0,HOU,,,,,,,,,,,Crawford,I. Crawford,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2026-02-26T02:51:43.9Z,4,REGULAR,substitution,in,['startperiod'],1630173,,,1610612758,108,76,2026-02-26T02:51:58Z,4770000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2026-02-26T02:51:58.5Z,4,REGULAR,period,start,[],0,,,1610612758,108,76,2026-02-26T02:51:58Z,4780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M48.00S,2026-02-26T02:52:09.6Z,4,REGULAR,3pt,Jump Shot,[],1628370,66.96780551905388,27.696078431372552,1610612758,108,79,2026-02-26T02:52:15Z,4790000,False,-112.0,258.0,1,right,M. Monk 28' 3PT  (7 PTS) (P. Achiuwa 1 AST),"[1628370, 1630173]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,28.11,Made,Monk,M. Monk,,,,,,,7.0,,,P. Achiuwa,1630173.0,1.0,,,,,,,
491,PT11M26.00S,2026-02-26T02:52:31.1Z,4,REGULAR,3pt,Jump Shot,[],1642263,25.57490144546649,16.666666666666664,1610612745,108,79,2026-02-26T02:52:36Z,4810000,False,167.0,188.0,1,left,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,25.12,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,
492,PT11M25.00S,2026-02-26T02:52:32.1Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612758,108,79,2026-02-26T02:52:36Z,4820000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:4),[1630173],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Achiuwa,P. Achiuwa,,,491.0,8.0,4.0,4.0,,,,,,,,,,,,,
493,PT11M17.00S,2026-02-26T02:52:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,89.43823915900131,41.17647058823529,1610612758,108,79,2026-02-26T02:52:44Z,4830000,False,-44.0,47.0,1,right,MISS K. Hayes 6' driving Layup - blocked,"[1630165, 1630578]",1610612758.0,SAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,Hayes,K. Hayes,Sengun,1630578.0,,,,,,,,,,,,,,,,,
494,PT11M17.00S,2026-02-26T02:52:40.6Z,4,REGULAR,block,,[],1630578,,,1610612758,108,79,2026-02-26T02:52:42Z,4840000,False,,,0,,A. Sengun BLOCK (3 BLK),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
495,PT11M15.00S,2026-02-26T02:52:42.6Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,108,79,2026-02-26T02:52:44Z,4850000,False,,,0,,A. Sengun REBOUND (Off:4 Def:9),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,,,493.0,13.0,9.0,4.0,,,,,,,,,,,,,
496,PT11M09.00S,2026-02-26T02:52:49.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,4.812746386333772,42.40196078431372,1610612745,110,79,2026-02-26T02:52:54Z,4860000,False,38.0,-7.0,1,left,J. Okogie driving reverse Layup (13 PTS),[1629006],1610612745.0,HOU,driving reverse,,,,,,Restricted Area,0-8 Center,3.87,Made,Okogie,J. Okogie,,,,,,,13.0,,,,,,,,,,,,
497,PT10M50.00S,2026-02-26T02:53:07.6Z,4,REGULAR,3pt,Jump Shot,[],1628370,65.39093298291722,58.82352941176471,1610612758,110,79,2026-02-26T02:53:14Z,4870000,False,44.0,273.0,1,right,MISS M. Monk 27' step back 3PT,[1628370],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Center,27.63,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
498,PT10M45.00S,2026-02-26T02:53:12.6Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612745,110,79,2026-02-26T03:14:45Z,4880000,False,,,0,,J. Okogie REBOUND (Off:0 Def:5),[1629006],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Okogie,J. Okogie,,,497.0,5.0,5.0,0.0,,,,,,,,,,,,,
501,PT10M38.00S,2026-02-26T02:53:20.0Z,4,REGULAR,foul,personal,['2freethrow'],1631116,,,1610612745,110,79,2026-02-26T02:53:32Z,4910000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (4 PF) (Okogie 2 FT),"[1631116, 1629006]",1610612758.0,SAC,shooting,,,,,,Mid-Range,8-16 Right,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,202058.0,,,,,,,,4.0,0.0,Okogie,1629006.0
503,PT10M38.00S,2026-02-26T02:53:44.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629006,,,1610612745,110,79,2026-02-26T03:14:39Z,4930000,False,,,0,,MISS J. Okogie Free Throw 1 of 2,[1629006],1610612745.0,HOU,,,,,,,,,,Missed,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,
504,PT10M38.00S,2026-02-26T02:53:44.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,110,79,2026-02-26T02:53:44Z,4940000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,,
505,PT10M38.00S,2026-02-26T02:54:00.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629006,,,1610612745,111,79,2026-02-26T03:14:39Z,4950000,False,,,0,,J. Okogie Free Throw 2 of 2 (14 PTS),[1629006],1610612745.0,HOU,,,,,,,,,,Made,Okogie,J. Okogie,,,,,,,14.0,,,,,,,,,,,,
506,PT10M20.00S,2026-02-26T02:54:20.8Z,4,REGULAR,3pt,Jump Shot,[],1630165,91.93495400788436,98.0392156862745,1610612758,111,79,2026-02-26T02:54:26Z,4960000,False,240.0,23.0,1,right,MISS K. Hayes 24' 3PT,[1630165],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,24.13,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
507,PT10M19.00S,2026-02-26T02:54:24.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,111,79,2026-02-26T02:54:24Z,4970000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,,,,,,,506.0,,,,,,,,,,,,,,,,
