actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
417,PT05M33.00S,2023-02-25T02:13:28.0Z,3,REGULAR,3pt,Jump Shot,[],204060,74.19513797634691,9.313725490196079,1610612749,86,65,2023-02-25T02:13:34Z,4150000,False,-203.0,190.0,1,right,MISS J. Ingles 27' pullup 3PT,[204060],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Ingles,J. Ingles,,,Missed,,,,,,27.84,,,,,,,,,
418,PT05M30.00S,2023-02-25T02:13:31.0Z,3,REGULAR,rebound,defensive,[],201567,,,1610612748,86,65,2023-02-25T02:13:34Z,4160000,False,,,0,,K. Love REBOUND (Off:1 Def:7),[201567],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Love,K. Love,,,,,417.0,8.0,7.0,1.0,,,,,,,,,,
419,PT05M17.00S,2023-02-25T02:13:44.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,13.222733245729303,50.98039215686274,1610612748,86,67,2023-02-25T02:13:50Z,4170000,False,-5.0,72.0,1,left,J. Butler 7' turnaround Jump Shot (21 PTS),[202710],1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Butler,J. Butler,,,Made,21.0,,,,,7.2,,,,,,,,,
420,PT05M04.00S,2023-02-25T02:13:57.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,92.46057818659659,52.20588235294118,1610612749,86,67,2023-02-25T02:14:08Z,4180000,False,11.0,18.0,1,right,MISS G. Allen driving Layup,[1628960],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,,,,Allen,G. Allen,,,Missed,,,,,,2.14,,,,,,,,,
421,PT05M01.00S,2023-02-25T02:14:00.5Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,86,67,2023-02-25T02:14:08Z,4190000,False,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Herro,T. Herro,,,,,420.0,5.0,5.0,0.0,,,,,,,,,,
422,PT05M00.00S,2023-02-25T02:14:01.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,5.863994743758213,51.470588235294116,1610612748,86,69,2023-02-25T02:14:16Z,4200000,False,-7.0,3.0,1,left,J. Butler running Layup (23 PTS) (K. Love 4 AST),"[202710, 201567]",1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,,,,Butler,J. Butler,,,Made,23.0,,,,,0.78,K. Love,201567.0,4.0,,,,,,
424,PT04M46.00S,2023-02-25T02:14:15.4Z,3,REGULAR,3pt,Jump Shot,[],203109,68.01905387647832,70.58823529411765,1610612749,89,69,2023-02-25T02:14:20Z,4220000,False,103.0,248.0,1,right,J. Crowder 26' 3PT  (7 PTS) (G. Allen 2 AST),"[203109, 1628960]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Crowder,J. Crowder,,,Made,7.0,,,,,26.86,G. Allen,1628960.0,2.0,,,,,,
426,PT04M25.00S,2023-02-25T02:14:35.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,11.383048620236531,62.5,1610612748,89,69,2023-02-25T02:14:42Z,4240000,False,-62.0,55.0,1,left,MISS J. Butler 8' driving floating bank Shot,[202710],1610612748.0,MIA,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Left,,,,Butler,J. Butler,,,Missed,,,,,,8.29,,,,,,,,,
427,PT04M23.00S,2023-02-25T02:14:37.8Z,3,REGULAR,rebound,defensive,[],203086,,,1610612749,89,69,2023-02-25T02:14:42Z,4250000,False,,,0,,M. Leonard REBOUND (Off:1 Def:1),[203086],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Leonard,M. Leonard,,,,,426.0,2.0,1.0,1.0,,,,,,,,,,
428,PT04M19.00S,2023-02-25T02:14:42.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,70.51576872536137,21.07843137254902,1610612749,92,69,2023-02-25T02:14:48Z,4260000,False,-145.0,225.0,1,right,J. Holiday 26' 3PT running pullup (18 PTS),[201950],1610612749.0,MIL,running pullup,,,,,,Above the Break 3,24+ Left Center,,,,Holiday,J. Holiday,,,Made,18.0,,,,,26.72,,,,,,,,,
429,PT04M19.00S,2023-02-25T02:14:47.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,92,69,2023-02-25T02:14:47Z,4270000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,out,[],1628960,,,1610612748,92,69,2023-02-25T02:17:48Z,4280000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
431,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,out,[],201567,,,1610612748,92,69,2023-02-25T02:17:48Z,4290000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
432,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,out,[],1629216,,,1610612748,92,69,2023-02-25T02:17:48Z,4300000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,,,,,,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,
433,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,92,69,2023-02-25T02:17:48Z,4310000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
434,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,out,[],202710,,,1610612748,92,69,2023-02-25T02:17:48Z,4320000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
435,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,in,[],203114,,,1610612748,92,69,2023-02-25T02:17:48Z,4330000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
436,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,in,[],203506,,,1610612748,92,69,2023-02-25T02:17:48Z,4340000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,,,,,,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,
437,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,in,[],1628997,,,1610612748,92,69,2023-02-25T02:17:48Z,4350000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
438,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,92,69,2023-02-25T02:17:48Z,4360000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,
439,PT04M19.00S,2023-02-25T02:17:16.6Z,3,REGULAR,substitution,in,[],203469,,,1610612748,92,69,2023-02-25T02:17:48Z,4370000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,,,,,,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,
440,PT04M05.00S,2023-02-25T02:18:23.7Z,3,REGULAR,3pt,Jump Shot,[],1629639,32.53942181340342,31.61764705882353,1610612748,92,69,2023-02-25T02:20:17Z,4380000,False,92.0,253.0,1,left,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Herro,T. Herro,,,Missed,,,,,,26.95,,,,,,,,,
441,PT04M03.00S,2023-02-25T02:18:25.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,92,69,2023-02-25T02:18:31Z,4390000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,440.0,,,,,,,,,,,,,
443,PT03M51.00S,2023-02-25T02:18:48.2Z,3,REGULAR,2pt,Jump Shot,[],203086,76.5604467805519,57.59803921568627,1610612749,92,69,2023-02-25T02:18:53Z,4410000,False,38.0,168.0,1,right,MISS M. Leonard 17' Jump Shot,[203086],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Center,,,,Leonard,M. Leonard,,,Missed,,,,,,17.2,,,,,,,,,
444,PT03M49.00S,2023-02-25T02:18:50.2Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,92,69,2023-02-25T02:18:53Z,4420000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,,Martin,C. Martin,,,,,443.0,2.0,2.0,0.0,,,,,,,,,,
445,PT03M38.00S,2023-02-25T02:19:00.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,6.521024967148489,50.73529411764706,1610612748,92,71,2023-02-25T02:19:05Z,4430000,False,-4.0,9.0,1,left,C. Zeller DUNK (6 PTS) (M. Strus 3 AST),"[203469, 1629622]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Zeller,C. Zeller,,,Made,6.0,,,,,0.95,M. Strus,1629622.0,3.0,,,,,,
447,PT03M32.00S,2023-02-25T02:19:10.1Z,3,REGULAR,foul,offensive,[],203086,,,1610612749,92,71,2023-02-25T02:19:24Z,4450000,False,,,0,,M. Leonard offensive FOUL (2 PF),"[203086, 203506]",1610612749.0,MIL,,,,,,,Mid-Range,16-24 Center,2004.0,2.0,0.0,Leonard,M. Leonard,Oladipo,203506.0,,,,,,,,,,,,,,,,
449,PT03M32.00S,2023-02-25T02:19:10.1Z,3,REGULAR,turnover,offensive foul,[],203086,,,1610612749,92,71,2023-02-25T02:19:10Z,4470000,False,,,0,,M. Leonard offensive foul TURNOVER (1 TO),[203086],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Center,2004.0,,,Leonard,M. Leonard,,,,,,,,,,,,,,,1.0,,,
450,PT03M11.00S,2023-02-25T02:19:39.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203469,5.995400788436268,52.450980392156865,1610612748,92,71,2023-02-25T02:19:45Z,4480000,False,-12.0,4.0,1,left,MISS C. Zeller cutting Layup,[203469],1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,,,,Zeller,C. Zeller,,,Missed,,,,,,1.29,,,,,,,,,
451,PT03M08.00S,2023-02-25T02:19:42.6Z,3,REGULAR,rebound,defensive,[],203086,,,1610612749,92,71,2023-02-25T02:19:45Z,4490000,False,,,0,,M. Leonard REBOUND (Off:1 Def:2),[203086],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Leonard,M. Leonard,,,,,450.0,3.0,2.0,1.0,,,,,,,,,,
452,PT02M59.00S,2023-02-25T02:19:51.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.38042049934296,45.09803921568628,1610612749,92,71,2023-02-25T02:20:01Z,4500000,False,-25.0,10.0,1,right,MISS J. Holiday reverse Layup,[201950],1610612749.0,MIL,reverse,,,,,,Restricted Area,0-8 Center,,,,Holiday,J. Holiday,,,Missed,,,,,,2.64,,,,,,,,,
453,PT02M56.00S,2023-02-25T02:19:54.8Z,3,REGULAR,rebound,defensive,[],203469,,,1610612748,92,71,2023-02-25T02:20:01Z,4510000,False,,,0,,C. Zeller REBOUND (Off:3 Def:1),[203469],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Zeller,C. Zeller,,,,,452.0,4.0,1.0,3.0,,,,,,,,,,
454,PT02M52.00S,2023-02-25T02:19:59.1Z,3,REGULAR,3pt,Jump Shot,[],203506,31.35676741130092,27.205882352941174,1610612748,92,71,2023-02-25T02:20:09Z,4520000,False,114.0,242.0,1,left,MISS V. Oladipo 26' 3PT,[203506],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Oladipo,V. Oladipo,,,Missed,,,,,,26.78,,,,,,,,,
455,PT02M52.00S,2023-02-25T02:19:59.1Z,3,REGULAR,rebound,defensive,[],203086,,,1610612749,92,71,2023-02-25T02:20:09Z,4530000,False,,,0,,M. Leonard REBOUND (Off:1 Def:3),[203086],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Leonard,M. Leonard,,,,,454.0,4.0,3.0,1.0,,,,,,,,,,
456,PT02M37.00S,2023-02-25T02:20:14.0Z,3,REGULAR,3pt,Jump Shot,[],203114,67.88764783180025,64.2156862745098,1610612749,92,71,2023-02-25T02:22:33Z,4540000,False,71.0,249.0,1,right,MISS K. Middleton 25' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Center,,,,Middleton,K. Middleton,,,Missed,,,,,,25.93,,,,,,,,,
457,PT02M34.00S,2023-02-25T02:20:17.0Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,92,71,2023-02-25T02:20:19Z,4550000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Martin,C. Martin,,,,,456.0,3.0,3.0,0.0,,,,,,,,,,
458,PT02M26.00S,2023-02-25T02:20:24.8Z,3,REGULAR,2pt,Jump Shot,[],1629639,22.552562417871222,45.09803921568628,1610612748,92,71,2023-02-25T02:20:29Z,4560000,False,25.0,159.0,1,left,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,,,,Mid-Range,16-24 Center,,,,Herro,T. Herro,,,Missed,,,,,,16.14,,,,,,,,,
459,PT02M22.00S,2023-02-25T02:20:28.8Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,92,71,2023-02-25T02:20:29Z,4570000,False,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Center,,,,Middleton,K. Middleton,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,
460,PT02M13.00S,2023-02-25T02:20:36.9Z,3,REGULAR,3pt,Jump Shot,[],201950,68.80749014454665,26.47058823529412,1610612749,92,71,2023-02-25T02:23:16Z,4580000,False,-118.0,241.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Holiday,J. Holiday,,,Missed,,,,,,26.79,,,,,,,,,
461,PT02M10.00S,2023-02-25T02:20:39.9Z,3,REGULAR,rebound,defensive,[],203506,,,1610612748,92,71,2023-02-25T02:20:43Z,4590000,False,,,0,,V. Oladipo REBOUND (Off:0 Def:2),[203506],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Oladipo,V. Oladipo,,,,,460.0,2.0,2.0,0.0,,,,,,,,,,
462,PT01M59.00S,2023-02-25T02:20:51.6Z,3,REGULAR,turnover,bad pass,[],1629639,,,1610612748,92,71,2023-02-25T02:21:16Z,4600000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 203109]",1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right,,,,Herro,T. Herro,,,,,,,,,,,,,,,1.0,Crowder,203109.0,
463,PT01M59.00S,2023-02-25T02:20:51.6Z,3,REGULAR,steal,,[],203109,,,1610612749,92,71,2023-02-25T02:20:54Z,4610000,False,,,0,,J. Crowder STEAL (1 STL),[203109],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Right,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
464,PT01M57.00S,2023-02-25T02:21:02.0Z,3,REGULAR,foul,offensive,[],203109,,,1610612749,92,71,2023-02-25T02:21:14Z,4620000,False,,,0,,J. Crowder charge offensive FOUL (1 PF),"[203109, 203506]",1610612749.0,MIL,charge,,,,,,In The Paint (Non-RA),0-8 Center,201246.0,1.0,0.0,Crowder,J. Crowder,Oladipo,203506.0,,,,,,,,,,,,,,,,
466,PT01M57.00S,2023-02-25T02:21:02.0Z,3,REGULAR,turnover,offensive foul,[],203109,,,1610612749,92,71,2023-02-25T02:21:02Z,4640000,False,,,0,,J. Crowder offensive foul TURNOVER (1 TO),[203109],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,Crowder,J. Crowder,,,,,,,,,,,,,,,1.0,,,
467,PT01M57.00S,2023-02-25T02:21:17.8Z,3,REGULAR,substitution,out,[],201950,,,1610612748,92,71,2023-02-25T02:21:33Z,4650000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
468,PT01M57.00S,2023-02-25T02:21:17.8Z,3,REGULAR,substitution,out,[],203109,,,1610612748,92,71,2023-02-25T02:21:33Z,4660000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
469,PT01M57.00S,2023-02-25T02:21:17.8Z,3,REGULAR,substitution,out,[],1629639,,,1610612748,92,71,2023-02-25T02:21:33Z,4670000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,
470,PT01M57.00S,2023-02-25T02:21:17.8Z,3,REGULAR,substitution,in,[],1628975,,,1610612748,92,71,2023-02-25T02:21:33Z,4680000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
471,PT01M57.00S,2023-02-25T02:21:17.8Z,3,REGULAR,substitution,in,[],1626171,,,1610612748,92,71,2023-02-25T02:21:33Z,4690000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
472,PT01M57.00S,2023-02-25T02:21:17.8Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,92,71,2023-02-25T02:21:33Z,4700000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
473,PT01M41.00S,2023-02-25T02:21:42.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203506,33.196452036793694,56.127450980392155,1610612748,92,71,2023-02-25T02:21:56Z,4710000,False,-31.0,260.0,1,left,MISS V. Oladipo 26' 3PT,[203506],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Oladipo,V. Oladipo,,,Missed,,,,,,26.13,,,,,,,,,
474,PT01M37.00S,2023-02-25T02:21:46.9Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,92,71,2023-02-25T02:21:56Z,4720000,False,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Middleton,K. Middleton,,,,,473.0,3.0,3.0,0.0,,,,,,,,,,
476,PT01M25.00S,2023-02-25T02:22:04.7Z,3,REGULAR,substitution,out,[],204060,,,1610612749,92,71,2023-02-25T02:22:11Z,4740000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,,,,,,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,
477,PT01M25.00S,2023-02-25T02:22:04.7Z,3,REGULAR,substitution,in,[],1631260,,,1610612749,92,71,2023-02-25T02:22:11Z,4750000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,,,,,,,,,Green,A. Green,,,,,,,,,,,,,,,,,,
478,PT01M20.00S,2023-02-25T02:22:29.7Z,3,REGULAR,3pt,Jump Shot,[],203086,65.25952693823915,26.715686274509803,1610612749,92,71,2023-02-25T02:22:36Z,4760000,False,-116.0,274.0,1,right,MISS M. Leonard 29' 3PT,[203086],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Leonard,M. Leonard,,,Missed,,,,,,29.78,,,,,,,,,
479,PT01M20.00S,2023-02-25T02:22:33.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,92,71,2023-02-25T02:22:33Z,4770000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,478.0,,,,,,,,,,,,,
481,PT01M20.00S,2023-02-25T02:22:53.3Z,3,REGULAR,foul,personal,[],203506,,,1610612749,92,71,2023-02-25T02:23:25Z,4790000,False,,,0,,V. Oladipo personal FOUL (1 PF),"[203506, 1628975]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Center,2005.0,1.0,0.0,Oladipo,V. Oladipo,Carter,1628975.0,,,,,,,,,,,,,,,,
483,PT01M05.00S,2023-02-25T02:23:25.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612749,92,71,2023-02-25T02:23:32Z,4810000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,201246.0,,,,,,,,,,,,,,,,,,,,,,
484,PT00M47.80S,2023-02-25T02:23:53.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203469,18.610381077529567,35.294117647058826,1610612748,92,73,2023-02-25T02:23:58Z,4820000,False,74.0,122.0,1,left,C. Zeller 14' floating Jump Shot (8 PTS) (V. Oladipo 2 AST),"[203469, 203506]",1610612748.0,MIA,floating,,,,,,In The Paint (Non-RA),8-16 Right,,,,Zeller,C. Zeller,,,Made,8.0,,,,,14.28,V. Oladipo,203506.0,2.0,,,,,,
486,PT00M36.50S,2023-02-25T02:24:09.0Z,3,REGULAR,3pt,Jump Shot,[],203086,75.1149802890933,8.57843137254902,1610612749,95,73,2023-02-25T02:24:14Z,4840000,False,-207.0,181.0,1,right,M. Leonard 27' 3PT  (5 PTS) (K. Middleton 3 AST),"[203086, 203114]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Leonard,M. Leonard,,,Made,5.0,,,,,27.53,K. Middleton,203114.0,3.0,,,,,,
488,PT00M24.30S,2023-02-25T02:24:25.9Z,3,REGULAR,foul,personal,['2freethrow'],203086,,,1610612748,95,73,2023-02-25T02:28:23Z,4860000,False,,,0,,M. Leonard shooting personal FOUL (3 PF) (Martin 2 FT),"[203086, 1628997]",1610612749.0,MIL,shooting,,,,,,Restricted Area,0-8 Center,2005.0,3.0,0.0,Leonard,M. Leonard,Martin,1628997.0,,,,,,,,,,,,,,,,
492,PT00M24.30S,2023-02-25T02:25:08.6Z,3,REGULAR,substitution,out,[],203086,,,1610612748,95,73,2023-02-25T02:25:14Z,4900000,False,,,0,,SUB out: M. Leonard,[203086],1610612749.0,MIL,,,,,,,,,,,,Leonard,M. Leonard,,,,,,,,,,,,,,,,,,
493,PT00M24.30S,2023-02-25T02:25:08.6Z,3,REGULAR,substitution,in,[],1628960,,,1610612748,95,73,2023-02-25T02:25:14Z,4910000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
490,PT00M24.30S,2023-02-25T02:25:20.3Z,3,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,95,73,2023-02-25T02:29:27Z,4912500,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,Missed,,,,,,,,,,,,,,,
491,PT00M24.30S,2023-02-25T02:25:20.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,95,73,2023-02-25T02:29:27Z,4913750,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,
494,PT00M24.30S,2023-02-25T02:25:20.3Z,3,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,95,74,2023-02-25T02:29:27Z,4914375,False,,,0,,C. Martin Free Throw 2 of 2 (7 PTS),[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,Made,7.0,,,,,,,,,,,,,,
495,PT00M02.00S,2023-02-25T02:25:55.9Z,3,REGULAR,2pt,Jump Shot,[],1626171,74.72076215505913,46.81372549019608,1610612749,95,74,2023-02-25T02:28:00Z,4915000,False,-16.0,185.0,1,right,MISS B. Portis 18' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,,,,Mid-Range,16-24 Center,,,,Portis,B. Portis,,,Missed,,,,,,18.58,,,,,,,,,
496,PT00M00.60S,2023-02-25T02:25:57.3Z,3,REGULAR,rebound,defensive,[],203506,,,1610612748,95,74,2023-02-25T02:26:59Z,4917500,False,,,0,,V. Oladipo REBOUND (Off:0 Def:3),[203506],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,,Oladipo,V. Oladipo,,,,,495.0,3.0,3.0,0.0,,,,,,,,,,
497,PT00M00.00S,2023-02-25T02:26:04.9Z,3,REGULAR,period,end,[],0,,,1610612748,95,74,2023-02-25T02:28:33Z,4950000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2023-02-25T02:28:32.6Z,4,REGULAR,substitution,out,['startperiod'],203114,,,1610612748,95,74,2023-02-25T02:29:27Z,4960000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2023-02-25T02:28:32.6Z,4,REGULAR,substitution,in,['startperiod'],201572,,,1610612748,95,74,2023-02-25T02:29:27Z,4970000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2023-02-25T02:29:34.3Z,4,REGULAR,period,start,[],0,,,1610612748,95,74,2023-02-25T02:29:34Z,4980000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M44.00S,2023-02-25T02:29:50.1Z,4,REGULAR,3pt,Jump Shot,[],1629622,10.33180026281209,3.431372549019608,1610612748,95,74,2023-02-25T02:29:55Z,4990000,False,233.0,45.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,Strus,M. Strus,,,Missed,,,,,,23.7,,,,,,,,,
502,PT11M41.00S,2023-02-25T02:29:52.8Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,95,74,2023-02-25T02:29:52Z,5000000,False,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,Martin,C. Martin,,,,,501.0,4.0,3.0,1.0,,,,,,,,,,
