actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
513,PT02M23.00S,2022-10-23T01:48:50.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,93,76,2022-10-23T01:48:50Z,4970000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M23.00S,2022-10-23T01:51:10.5Z,3,REGULAR,substitution,out,[],1630224,,,1610612749,93,76,2022-10-23T01:51:34Z,4980000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M23.00S,2022-10-23T01:51:10.5Z,3,REGULAR,substitution,out,[],1630231,,,1610612749,93,76,2022-10-23T01:51:34Z,4990000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT02M23.00S,2022-10-23T01:51:10.5Z,3,REGULAR,substitution,in,[],1629726,,,1610612749,93,76,2022-10-23T01:51:34Z,5000000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT02M23.00S,2022-10-23T01:51:10.5Z,3,REGULAR,substitution,in,[],1630528,,,1610612749,93,76,2022-10-23T01:51:34Z,5010000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT02M01.00S,2022-10-23T01:52:05.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201588,75.77201051248358,12.254901960784313,1610612749,93,76,2022-10-23T01:52:11Z,5020000,-189.0,175.0,1,right,MISS G. Hill 25' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
520,PT01M58.00S,2022-10-23T01:52:08.9Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,93,76,2022-10-23T01:52:11Z,5030000,,,0,,A. Sengun REBOUND (Off:3 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,519.0,6.0,3.0,3.0,,,,,,,,,,,,,,
521,PT01M42.00S,2022-10-23T01:52:24.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,17.821944809461236,47.794117647058826,1610612745,93,76,2022-10-23T01:52:30Z,5040000,11.0,115.0,1,left,MISS A. Sengun 11' turnaround Shot,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,11.55,Missed,,,,,,,,,,,,,,,,,,
522,PT01M40.00S,2022-10-23T01:52:26.8Z,3,REGULAR,rebound,defensive,[],201588,,,1610612749,93,76,2022-10-23T01:52:30Z,5050000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,In The Paint (Non-RA),8-16 Center,,,521.0,2.0,2.0,0.0,,,,,,,,,,,,,,
523,PT01M32.00S,2022-10-23T01:52:34.2Z,3,REGULAR,turnover,lost ball,[],1629670,,,1610612749,93,76,2022-10-23T01:52:43Z,5060000,,,0,,J. Nwora lost ball TURNOVER (3 TO),"[1629670, 1631106]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Mid-Range,16-24 Center,,,,,,,3.0,Eason,1631106.0,,,,,,,,,,,
524,PT01M32.00S,2022-10-23T01:52:34.2Z,3,REGULAR,steal,,[],1631106,,,1610612745,93,76,2022-10-23T01:56:37Z,5070000,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
525,PT01M29.00S,2022-10-23T01:52:44.4Z,3,REGULAR,foul,offensive,[],1630227,,,1610612745,93,76,2022-10-23T01:52:55Z,5080000,,,0,,D. Nix offensive FOUL (2 PF),"[1630227, 1629670]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1628954.0,,,,2.0,0.0,Nwora,1629670.0,,
527,PT01M29.00S,2022-10-23T01:52:44.4Z,3,REGULAR,turnover,offensive foul,[],1630227,,,1610612745,93,76,2022-10-23T01:52:44Z,5100000,,,0,,D. Nix offensive foul TURNOVER (1 TO),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Mid-Range,16-24 Left,,,,,,,1.0,,,,1628954.0,,,,,,,,,
529,PT01M21.00S,2022-10-23T01:53:18.2Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,93,76,2022-10-23T01:53:22Z,5120000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT01M21.00S,2022-10-23T01:53:18.2Z,3,REGULAR,substitution,in,[],201586,,,1610612749,93,76,2022-10-23T01:53:22Z,5130000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT01M19.00S,2022-10-23T01:53:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,92.46057818659659,55.14705882352941,1610612749,95,76,2022-10-23T01:53:48Z,5140000,26.0,18.0,1,right,G. Antetokounmpo driving finger roll Layup (37 PTS) (G. Hill 5 AST),"[203507, 201588]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,,37.0,,G. Hill,201588.0,5.0,,,,,,
533,PT01M19.00S,2022-10-23T01:53:39.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631106,,,1610612749,95,76,2022-10-23T01:54:02Z,5160000,,,0,,T. Eason shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1631106, 203507]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,,,,2.0,0.0,Antetokounmpo,203507.0,,
536,PT01M19.00S,2022-10-23T01:54:05.5Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203507,,,1610612749,95,76,2022-10-23T01:54:20Z,5190000,,,0,,G. Antetokounmpo technical FOUL (1 Tech),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,202041.0,,,,1.0,1.0,,,,
537,PT01M19.00S,2022-10-23T01:54:21.5Z,3,REGULAR,freethrow,1 of 1,[],1629726,,,1610612749,95,77,2022-10-23T01:54:21Z,5200000,,,0,,G. Mathews technical Free Throw 1 of 1 (1 PTS),[1629726],1610612745.0,HOU,technical,,,Mathews,G. Mathews,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
538,PT01M19.00S,2022-10-23T01:54:52.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203507,,,1610612749,96,77,2022-10-23T01:54:52Z,5210000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (38 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,38.0,,,,,,,,,,
539,PT01M04.00S,2022-10-23T01:55:07.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,14.14257555847569,54.41176470588235,1610612745,96,79,2022-10-23T01:55:12Z,5220000,-22.0,80.0,1,left,J. Christopher 8' driving floating Jump Shot (2 PTS),[1630528],1610612745.0,HOU,driving floating,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),8-16 Center,8.34,Made,,,,,,,,2.0,,,,,,,,,,
540,PT00M46.10S,2022-10-23T01:55:28.0Z,3,REGULAR,2pt,Jump Shot,[],1629670,80.23981603153744,28.186274509803923,1610612749,98,79,2022-10-23T01:55:33Z,5230000,-109.0,133.0,1,right,J. Nwora 17' step back Jump Shot (7 PTS),[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,Mid-Range,16-24 Left Center,17.22,Made,,,,,,,,7.0,,,,,,,,,,
541,PT00M33.20S,2022-10-23T01:55:42.9Z,3,REGULAR,3pt,Jump Shot,[],1631106,8.886333771353483,98.0392156862745,1610612745,98,79,2022-10-23T01:55:50Z,5240000,-240.0,31.0,1,left,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,24.22,Missed,,,,,,,,,,,,,,,,,,
542,PT00M29.90S,2022-10-23T01:55:46.2Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,98,79,2022-10-23T01:55:50Z,5250000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,541.0,10.0,8.0,2.0,,,,,,,,,,,,,,
543,PT00M23.70S,2022-10-23T01:55:54.2Z,3,REGULAR,foul,offensive,['inpenalty'],203507,,,1610612749,98,79,2022-10-23T01:56:12Z,5260000,,,0,,G. Antetokounmpo offensive FOUL (2 PF),"[203507, 1630578]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628954.0,,,,2.0,1.0,Sengun,1630578.0,,
545,PT00M23.70S,2022-10-23T01:55:54.2Z,3,REGULAR,turnover,offensive foul,[],203507,,,1610612749,98,79,2022-10-23T01:55:54Z,5280000,,,0,,G. Antetokounmpo offensive foul TURNOVER (4 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,4.0,,,,1628954.0,,,,,,,,,
546,PT00M01.80S,2022-10-23T01:56:40.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630578,7.178055190538765,98.2843137254902,1610612745,98,79,2022-10-23T01:57:36Z,5290000,-241.0,15.0,1,left,MISS A. Sengun 24' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,24.19,Missed,,,,,,,,,,,,,,,,,,
547,PT00M00.60S,2022-10-23T01:56:41.3Z,3,REGULAR,rebound,offensive,[],1630528,,,1610612745,98,79,2022-10-23T01:57:36Z,5300000,,,0,,J. Christopher REBOUND (Off:1 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,Left Corner 3,24+ Left,,,546.0,2.0,1.0,1.0,,,,,,,,,,,,,,
548,PT00M00.00S,2022-10-23T01:56:54.7Z,3,REGULAR,period,end,[],0,,,1610612745,98,79,2022-10-23T01:56:54Z,5310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2022-10-23T01:59:08.5Z,4,REGULAR,substitution,out,['startperiod'],202083,,,1610612745,98,79,2022-10-23T01:59:26Z,5320000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2022-10-23T01:59:08.5Z,4,REGULAR,substitution,out,['startperiod'],1630227,,,1610612745,98,79,2022-10-23T01:59:26Z,5330000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2022-10-23T01:59:08.5Z,4,REGULAR,substitution,out,['startperiod'],1631106,,,1610612745,98,79,2022-10-23T01:59:26Z,5340000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2022-10-23T01:59:08.5Z,4,REGULAR,substitution,out,['startperiod'],1630578,,,1610612745,98,79,2022-10-23T01:59:26Z,5350000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2022-10-23T01:59:08.5Z,4,REGULAR,substitution,in,['startperiod'],201950,,,1610612745,98,79,2022-10-23T01:59:26Z,5360000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT12M00.00S,2022-10-23T01:59:08.5Z,4,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,98,79,2022-10-23T01:59:26Z,5370000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT12M00.00S,2022-10-23T01:59:08.5Z,4,REGULAR,substitution,in,['startperiod'],1629645,,,1610612745,98,79,2022-10-23T01:59:26Z,5380000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT12M00.00S,2022-10-23T01:59:08.5Z,4,REGULAR,substitution,in,['startperiod'],1630586,,,1610612745,98,79,2022-10-23T01:59:26Z,5390000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT12M00.00S,2022-10-23T01:59:30.6Z,4,REGULAR,period,start,[],0,,,1610612749,98,79,2022-10-23T01:59:30Z,5400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT11M46.00S,2022-10-23T01:59:43.2Z,4,REGULAR,3pt,Jump Shot,[],203507,72.61826544021025,77.45098039215686,1610612749,98,79,2022-10-23T01:59:50Z,5410000,137.0,205.0,1,right,MISS G. Antetokounmpo 24' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
559,PT11M43.00S,2022-10-23T01:59:46.2Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,98,79,2022-10-23T01:59:50Z,5420000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:8),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,558.0,9.0,8.0,1.0,,,,,,,,,,,,,,
560,PT11M32.00S,2022-10-23T01:59:59.5Z,4,REGULAR,foul,personal,['2freethrow'],201586,,,1610612745,98,79,2022-10-23T02:00:10Z,5430000,,,0,,S. Ibaka shooting personal FOUL (1 PF) (Christopher 2 FT),"[201586, 1630528]",1610612749.0,MIL,shooting,,,Ibaka,S. Ibaka,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628954.0,,,,1.0,0.0,Christopher,1630528.0,,
562,PT11M32.00S,2022-10-23T02:00:26.9Z,4,REGULAR,freethrow,1 of 2,[],1630528,,,1610612745,98,80,2022-10-23T02:00:26Z,5450000,,,0,,J. Christopher Free Throw 1 of 2 (3 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
563,PT11M32.00S,2022-10-23T02:00:27.9Z,4,REGULAR,substitution,out,[],1629670,,,1610612745,98,80,2022-10-23T02:00:32Z,5460000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT11M32.00S,2022-10-23T02:00:27.9Z,4,REGULAR,substitution,in,[],1628975,,,1610612745,98,80,2022-10-23T02:00:32Z,5470000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT11M32.00S,2022-10-23T02:00:46.9Z,4,REGULAR,freethrow,2 of 2,[],1630528,,,1610612745,98,80,2022-10-23T02:00:46Z,5480000,,,0,,MISS J. Christopher Free Throw 2 of 2,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
566,PT11M28.00S,2022-10-23T02:00:50.4Z,4,REGULAR,rebound,defensive,[],201586,,,1610612749,98,80,2022-10-23T02:00:50Z,5490000,,,0,,S. Ibaka REBOUND (Off:0 Def:3),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,565.0,3.0,3.0,0.0,,,,,,,,,,,,,,
567,PT11M15.00S,2022-10-23T02:01:02.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,92.59198423127464,61.76470588235294,1610612749,98,80,2022-10-23T02:01:08Z,5500000,59.0,17.0,1,right,MISS J. Holiday 6' driving floating bank Shot,[201950],1610612749.0,MIL,driving floating bank,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.12,Missed,,,,,,,,,,,,,,,,,,
568,PT11M12.00S,2022-10-23T02:01:05.6Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,98,80,2022-10-23T02:01:05Z,5510000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:9),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,567.0,10.0,9.0,1.0,,,,,,,,,,,,,,
569,PT10M56.00S,2022-10-23T02:01:21.5Z,4,REGULAR,3pt,Jump Shot,[],1631095,33.590670170827856,32.1078431372549,1610612745,98,80,2022-10-23T02:02:25Z,5520000,89.0,263.0,1,left,MISS J. Smith Jr. 27' pullup 3PT,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,,
570,PT10M54.00S,2022-10-23T02:01:23.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,98,80,2022-10-23T02:01:29Z,5530000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,569.0,,,,,,,,,,,,,,,,,
572,PT10M54.00S,2022-10-23T02:01:32.6Z,4,REGULAR,substitution,out,[],201588,,,1610612745,98,80,2022-10-23T02:01:38Z,5550000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT10M54.00S,2022-10-23T02:01:32.6Z,4,REGULAR,substitution,in,[],1628960,,,1610612745,98,80,2022-10-23T02:01:38Z,5560000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT10M51.00S,2022-10-23T02:01:48.5Z,4,REGULAR,turnover,lost ball,[],1629726,,,1610612745,98,80,2022-10-23T02:01:54Z,5570000,,,0,,G. Mathews lost ball TURNOVER (1 TO),"[1629726, 1628960]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,Allen,1628960.0,,,,,,,,,,,
575,PT10M51.00S,2022-10-23T02:01:48.5Z,4,REGULAR,steal,,[],1628960,,,1610612749,98,80,2022-10-23T02:01:51Z,5580000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
576,PT10M45.00S,2022-10-23T02:02:00.0Z,4,REGULAR,foul,offensive,[],201950,,,1610612749,98,80,2022-10-23T02:03:02Z,5590000,,,0,,J. Holiday offensive FOUL (2 PF),"[201950, 1629726]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628954.0,,,,2.0,0.0,Mathews,1629726.0,,
578,PT10M45.00S,2022-10-23T02:02:00.0Z,4,REGULAR,turnover,offensive foul,[],201950,,,1610612749,98,80,2022-10-23T02:03:02Z,5610000,,,0,,J. Holiday offensive foul TURNOVER (2 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,,,,202041.0,,,,,,,,,
579,PT10M30.00S,2022-10-23T02:02:32.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629645,25.312089356110377,50.0,1610612745,98,80,2022-10-23T02:04:25Z,5620000,0.0,185.0,1,left,MISS K. Porter Jr. 18' pullup Shot,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,18.54,Missed,,,,,,,,,,,,,,,,,,
580,PT10M28.00S,2022-10-23T02:02:34.6Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,98,80,2022-10-23T02:02:40Z,5630000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,579.0,11.0,9.0,2.0,,,,,,,,,,,,,,
581,PT10M21.00S,2022-10-23T02:02:42.4Z,4,REGULAR,2pt,Jump Shot,[],203507,74.32654402102497,56.61764705882353,1610612749,100,80,2022-10-23T02:02:48Z,5640000,33.0,189.0,1,right,G. Antetokounmpo 19' pullup Jump Shot (40 PTS) (J. Holiday 8 AST),"[203507, 201950]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,19.17,Made,,,,,,,,40.0,,J. Holiday,201950.0,8.0,,,,,,
583,PT10M01.00S,2022-10-23T02:03:01.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,10.5946123521682,40.931372549019606,1610612745,100,80,2022-10-23T02:03:06Z,5660000,45.0,47.0,1,left,MISS J. Smith Jr. 6' driving floating bank Shot,[1631095],1610612745.0,HOU,driving floating bank,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
584,PT09M59.00S,2022-10-23T02:03:03.2Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,100,80,2022-10-23T02:03:06Z,5670000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,583.0,12.0,10.0,2.0,,,,,,,,,,,,,,
585,PT09M55.00S,2022-10-23T02:03:07.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,93.24901445466492,51.9607843137255,1610612749,102,80,2022-10-23T02:03:16Z,5680000,10.0,11.0,1,right,G. Antetokounmpo running DUNK (42 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,42.0,,,,,,,,,,
586,PT09M54.00S,2022-10-23T02:03:14.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,102,80,2022-10-23T02:03:14Z,5690000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT09M54.00S,2022-10-23T02:05:37.3Z,4,REGULAR,substitution,out,[],1629726,,,1610612745,102,80,2022-10-23T02:05:54Z,5700000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT09M54.00S,2022-10-23T02:05:37.3Z,4,REGULAR,substitution,in,[],1630224,,,1610612745,102,80,2022-10-23T02:05:54Z,5710000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT09M27.00S,2022-10-23T02:06:30.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,12.565703022339028,51.71568627450981,1610612745,102,80,2022-10-23T02:07:05Z,5730000,-9.0,66.0,1,left,MISS J. Green 6' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.62,Missed,,,,,,,,,,,,,,,,,,
591,PT09M24.00S,2022-10-23T02:06:33.4Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,102,80,2022-10-23T02:07:05Z,5740000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,590.0,3.0,3.0,0.0,,,,,,,,,,,,,,
592,PT09M24.00S,2022-10-23T02:06:45.1Z,4,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612749,102,80,2022-10-23T02:07:02Z,5750000,,,0,,K. Porter Jr. shooting personal FOUL (4 PF) (Antetokounmpo 2 FT),"[1629645, 203507]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,4.0,0.0,Antetokounmpo,203507.0,,
594,PT09M24.00S,2022-10-23T02:07:21.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,103,80,2022-10-23T02:07:21Z,5770000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (43 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,43.0,,,,,,,,,,
595,PT09M24.00S,2022-10-23T02:07:24.0Z,4,REGULAR,substitution,out,[],1630586,,,1610612749,103,80,2022-10-23T02:07:29Z,5780000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT09M24.00S,2022-10-23T02:07:24.0Z,4,REGULAR,substitution,in,[],1630578,,,1610612749,103,80,2022-10-23T02:07:29Z,5790000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT09M24.00S,2022-10-23T02:07:47.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,104,80,2022-10-23T02:07:47Z,5800000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (44 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,44.0,,,,,,,,,,
598,PT09M11.00S,2022-10-23T02:08:00.6Z,4,REGULAR,3pt,Jump Shot,[],1630224,29.122864651773984,77.69607843137256,1610612745,104,80,2022-10-23T02:08:09Z,5810000,-138.0,221.0,1,left,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
599,PT09M09.00S,2022-10-23T02:08:02.9Z,4,REGULAR,rebound,offensive,[],1631095,,,1610612745,104,80,2022-10-23T02:08:02Z,5820000,,,0,,J. Smith Jr. REBOUND (Off:2 Def:9),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,598.0,11.0,9.0,2.0,,,,,,,,,,,,,,
