actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
521,PT11M29.00S,2025-04-12T02:57:47.0Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,99,73,2025-04-12T02:57:47Z,5160000,False,,,0,,R. Gobert Free Throw 1 of 2 (28 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,,28.0,,,,,,
522,PT11M29.00S,2025-04-12T02:58:05.2Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,100,73,2025-04-12T02:58:05Z,5170000,False,,,0,,R. Gobert Free Throw 2 of 2 (29 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,,29.0,,,,,,
523,PT11M10.00S,2025-04-12T02:58:28.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,6.389618922470433,52.94117647058824,1610612751,100,73,2025-04-12T03:02:15Z,5180000,False,-15.0,8.0,1,left,MISS T. Watford driving Layup,[1630570],1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
525,PT11M09.00S,2025-04-12T02:58:29.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612750,100,73,2025-04-12T02:58:45Z,5200000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,523.0,,,,,,,,,,,,,,,
527,PT11M00.00S,2025-04-12T02:58:46.9Z,4,REGULAR,foul,personal,[],1641727,,,1610612750,100,73,2025-04-12T02:59:13Z,5220000,False,,,0,,D. Whitehead personal FOUL (3 PF),"[1641727, 1630183]",1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Center,,,,,,1626300.0,3.0,0.0,McDaniels,1630183.0,,,,,,,,,,
529,PT10M46.00S,2025-04-12T02:59:10.3Z,4,REGULAR,3pt,Jump Shot,[],1629638,68.15045992115637,53.67647058823529,1610612750,100,73,2025-04-12T02:59:15Z,5240000,False,18.0,247.0,1,right,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,24.76,Missed,,,,,,,,,,,,,,,,,,
530,PT10M43.00S,2025-04-12T02:59:13.0Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,100,73,2025-04-12T02:59:13Z,5250000,False,,,0,,J. Wilson REBOUND (Off:1 Def:6),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,,529.0,,,,,,7.0,6.0,1.0,,,,,,,
531,PT10M28.00S,2025-04-12T02:59:27.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630592,12.089356110381077,48.920036764705884,1610612751,100,73,2025-04-12T03:03:07Z,5260000,False,5.0,61.0,1,left,MISS J. Wilson 6' driving floating Shot,[1630592],1610612751.0,BKN,driving floating,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,,,,,,,,,,
532,PT10M25.00S,2025-04-12T02:59:30.9Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612750,100,73,2025-04-12T02:59:33Z,5270000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,531.0,,,,,,2.0,2.0,0.0,,,,,,,
533,PT10M13.00S,2025-04-12T02:59:42.5Z,4,REGULAR,3pt,Jump Shot,[],1630162,68.28186596583443,29.901960784313726,1610612750,100,73,2025-04-12T03:03:27Z,5280000,False,-100.0,246.0,1,right,MISS A. Edwards 26' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
534,PT10M10.00S,2025-04-12T02:59:45.5Z,4,REGULAR,rebound,defensive,[],1641727,,,1610612751,100,73,2025-04-12T02:59:48Z,5290000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:1),[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Left Center,,,,,533.0,,,,,,1.0,1.0,0.0,,,,,,,
535,PT10M03.00S,2025-04-12T02:59:53.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,11.908672798948752,46.32352941176471,1610612751,100,73,2025-04-12T02:59:58Z,5300000,False,18.0,59.0,1,left,MISS T. Watford 6' turnaround Shot,[1630570],1610612751.0,BKN,turnaround,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,,,,,,
536,PT10M01.00S,2025-04-12T02:59:55.5Z,4,REGULAR,rebound,defensive,[],1630183,,,1610612750,100,73,2025-04-12T02:59:58Z,5310000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,535.0,,,,,,2.0,2.0,0.0,,,,,,,
571,PT09M53.00S,2025-04-12T03:00:02.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,89.01116951379764,45.58823529411765,1610612750,100,73,2025-04-12T03:06:53Z,5325000,False,-22.0,51.0,1,right,MISS J. McDaniels driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,,,,,,,,,
572,PT09M52.00S,2025-04-12T03:00:03.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,100,73,2025-04-12T03:06:53Z,5332500,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,571.0,,,,,,,,,,,,,,,
539,PT09M52.00S,2025-04-12T03:00:11.3Z,4,REGULAR,turnover,traveling,[],1630183,,,1610612750,100,73,2025-04-12T03:00:28Z,5340000,False,,,0,,J. McDaniels traveling TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,1626300.0,,,,,,,,,,,,1.0,,
540,PT09M40.00S,2025-04-12T03:00:31.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630592,7.30946123521682,5.147058823529411,1610612751,100,76,2025-04-12T03:00:39Z,5350000,False,224.0,16.0,1,left,J. Wilson 3PT  (14 PTS) (D. Whitehead 1 AST),"[1630592, 1641727]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,22.49,Made,,,,,,,,,,,,14.0,D. Whitehead,1641727.0,1.0,,,
542,PT09M39.00S,2025-04-12T03:00:38.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,100,76,2025-04-12T03:00:38Z,5370000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M25.00S,2025-04-12T03:03:43.5Z,4,REGULAR,turnover,lost ball,[],1630183,,,1610612750,100,76,2025-04-12T03:03:48Z,5380000,False,,,0,,J. McDaniels lost ball TURNOVER (2 TO),"[1630183, 1641736]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Beekman,1641736.0
544,PT09M25.00S,2025-04-12T03:03:43.5Z,4,REGULAR,steal,,[],1641736,,,1610612751,100,76,2025-04-12T03:03:45Z,5390000,False,,,0,,R. Beekman STEAL (1 STL),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
545,PT09M22.00S,2025-04-12T03:03:47.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641727,21.23850197109067,89.4607843137255,1610612751,100,79,2025-04-12T03:07:53Z,5400000,False,-197.0,147.0,1,left,D. Whitehead 24' 3PT running (6 PTS) (R. Beekman 3 AST),"[1641727, 1641736]",1610612751.0,BKN,running,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Left Center,24.61,Made,,,,,,,,,,,,6.0,R. Beekman,1641736.0,3.0,,,
547,PT09M02.00S,2025-04-12T03:04:07.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.46057818659659,54.166666666666664,1610612750,102,79,2025-04-12T03:04:12Z,5420000,False,21.0,18.0,1,right,R. Gobert driving Layup (31 PTS) (N. Alexander-Walker 3 AST),"[203497, 1629638]",1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.78,Made,,,,,,,,,,,,31.0,N. Alexander-Walker,1629638.0,3.0,,,
549,PT08M48.00S,2025-04-12T03:04:20.2Z,4,REGULAR,3pt,Jump Shot,[],1630570,24.392247043363994,83.82352941176471,1610612751,102,79,2025-04-12T03:08:16Z,5440000,False,-169.0,177.0,1,left,MISS T. Watford 24' pullup 3PT,[1630570],1610612751.0,BKN,pullup,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
550,PT08M45.00S,2025-04-12T03:04:23.2Z,4,REGULAR,rebound,defensive,[],1630183,,,1610612750,102,79,2025-04-12T03:04:26Z,5450000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,549.0,,,,,,3.0,3.0,0.0,,,,,,,
551,PT08M31.00S,2025-04-12T03:04:37.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,89.96386333771353,37.254901960784316,1610612750,104,79,2025-04-12T03:04:41Z,5460000,False,-64.0,42.0,1,right,N. Reid 7' turnaround bank Jump Shot (7 PTS),[1629675],1610612750.0,MIN,turnaround bank,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,7.62,Made,,,,,,,,,,,,7.0,,,,,,
552,PT08M05.00S,2025-04-12T03:05:03.1Z,4,REGULAR,3pt,Jump Shot,[],1631166,6.652431011826544,95.34313725490196,1610612751,104,82,2025-04-12T03:09:02Z,5470000,False,-227.0,10.0,1,left,D. Timme 3PT pullup (11 PTS) (T. Watford 4 AST),"[1631166, 1630570]",1610612751.0,BKN,pullup,,,Timme,D. Timme,,,,,Left Corner 3,24+ Left,22.69,Made,,,,,,,,,,,,11.0,T. Watford,1630570.0,4.0,,,
554,PT07M54.00S,2025-04-12T03:05:14.2Z,4,REGULAR,2pt,Jump Shot,[],1630183,87.72996057818659,21.323529411764707,1610612750,104,82,2025-04-12T03:05:20Z,5490000,False,-143.0,63.0,1,right,MISS J. McDaniels 15' turnaround fadeaway Shot,[1630183],1610612750.0,MIN,turnaround fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,15.65,Missed,,,,,,,,,,,,,,,,,,
555,PT07M50.00S,2025-04-12T03:05:18.2Z,4,REGULAR,rebound,defensive,[],1641727,,,1610612751,104,82,2025-04-12T03:05:20Z,5500000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:2),[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Mid-Range,8-16 Left,,,,,554.0,,,,,,2.0,2.0,0.0,,,,,,,
556,PT07M41.00S,2025-04-12T03:05:27.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,6.783837056504599,44.85294117647059,1610612751,104,82,2025-04-12T03:09:50Z,5510000,False,26.0,11.0,1,left,MISS J. Wilson driving Layup,[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
557,PT07M39.00S,2025-04-12T03:05:29.7Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,104,82,2025-04-12T03:05:35Z,5520000,False,,,0,,R. Gobert REBOUND (Off:2 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,556.0,,,,,,9.0,7.0,2.0,,,,,,,
558,PT07M29.00S,2025-04-12T03:05:41.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203497,91.14651773981603,48.77450980392157,1610612750,104,82,2025-04-12T03:10:19Z,5530000,False,-6.0,31.0,1,right,MISS R. Gobert Layup,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
559,PT07M28.00S,2025-04-12T03:05:42.6Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,104,82,2025-04-12T03:10:19Z,5540000,False,,,0,,R. Gobert REBOUND (Off:3 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,558.0,,,,,,10.0,7.0,3.0,,,,,,,
560,PT07M28.00S,2025-04-12T03:05:44.2Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612750,106,82,2025-04-12T03:10:25Z,5550000,False,0.0,0.0,1,right,R. Gobert tip DUNK (33 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,33.0,,,,,,
561,PT07M07.00S,2025-04-12T03:06:00.9Z,4,REGULAR,3pt,Jump Shot,[],1630570,31.882391590013142,43.13725490196079,1610612751,106,85,2025-04-12T03:10:44Z,5560000,False,34.0,247.0,1,left,T. Watford 24' 3PT pullup (15 PTS) (D. Timme 2 AST),"[1630570, 1631166]",1610612751.0,BKN,pullup,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,24.96,Made,,,,,,,,,,,,15.0,D. Timme,1631166.0,2.0,,,
563,PT06M47.00S,2025-04-12T03:06:22.0Z,4,REGULAR,2pt,Jump Shot,[],203497,92.90407358738501,29.446231617647058,1610612750,106,85,2025-04-12T03:11:03Z,5580000,False,-103.0,14.0,1,right,MISS R. Gobert 10' floating Shot,[203497],1610612750.0,MIN,floating,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,10.38,Missed,,,,,,,,,,,,,,,,,,
564,PT06M44.00S,2025-04-12T03:06:25.0Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612751,106,85,2025-04-12T03:06:29Z,5590000,False,,,0,,T. Watford REBOUND (Off:1 Def:6),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Mid-Range,8-16 Left,,,,,563.0,,,,,,7.0,6.0,1.0,,,,,,,
565,PT06M40.00S,2025-04-12T03:06:28.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,20.97568988173456,9.068627450980392,1610612751,106,85,2025-04-12T03:11:27Z,5600000,False,205.0,145.0,1,left,MISS J. Wilson 25' running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
566,PT06M38.00S,2025-04-12T03:06:30.5Z,4,REGULAR,rebound,offensive,[],1630570,,,1610612751,106,85,2025-04-12T03:06:58Z,5610000,False,,,0,,T. Watford REBOUND (Off:2 Def:6),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,,,565.0,,,,,,8.0,6.0,2.0,,,,,,,
567,PT06M26.00S,2025-04-12T03:06:42.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641727,28.203022339027594,77.94117647058823,1610612751,106,85,2025-04-12T03:06:47Z,5620000,False,-140.0,213.0,1,left,MISS D. Whitehead 25' 3PT,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
568,PT06M24.00S,2025-04-12T03:06:44.9Z,4,REGULAR,rebound,offensive,[],1630592,,,1610612751,106,85,2025-04-12T03:06:44Z,5630000,False,,,0,,J. Wilson REBOUND (Off:2 Def:6),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,567.0,,,,,,8.0,6.0,2.0,,,,,,,
569,PT06M21.00S,2025-04-12T03:06:50.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641736,7.178055190538765,95.83333333333334,1610612751,106,88,2025-04-12T03:06:56Z,5640000,False,-229.0,15.0,1,left,R. Beekman 3PT  (11 PTS) (J. Wilson 3 AST),"[1641736, 1630592]",1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Left Corner 3,24+ Left,22.97,Made,,,,,,,,,,,,11.0,J. Wilson,1630592.0,3.0,,,
573,PT06M21.00S,2025-04-12T03:07:01.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,106,88,2025-04-12T03:07:01Z,5660000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M21.00S,2025-04-12T03:09:12.4Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,106,88,2025-04-12T03:09:39Z,5670000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M21.00S,2025-04-12T03:09:12.4Z,4,REGULAR,substitution,out,[],1630183,,,1610612750,106,88,2025-04-12T03:09:39Z,5680000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M21.00S,2025-04-12T03:09:12.4Z,4,REGULAR,substitution,out,[],1630162,,,1610612750,106,88,2025-04-12T03:09:39Z,5690000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M21.00S,2025-04-12T03:09:12.4Z,4,REGULAR,substitution,out,[],1630570,,,1610612750,106,88,2025-04-12T03:09:39Z,5700000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M21.00S,2025-04-12T03:09:12.4Z,4,REGULAR,substitution,in,[],1628978,,,1610612750,106,88,2025-04-12T03:09:39Z,5710000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M21.00S,2025-04-12T03:09:12.4Z,4,REGULAR,substitution,in,[],1641740,,,1610612750,106,88,2025-04-12T03:09:39Z,5720000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M21.00S,2025-04-12T03:09:12.4Z,4,REGULAR,substitution,in,[],203944,,,1610612750,106,88,2025-04-12T03:09:39Z,5730000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M21.00S,2025-04-12T03:09:12.4Z,4,REGULAR,substitution,in,[],1641787,,,1610612750,106,88,2025-04-12T03:09:39Z,5740000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT05M58.00S,2025-04-12T03:10:12.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,80.76544021024968,51.71568627450981,1610612750,106,88,2025-04-12T03:10:22Z,5750000,False,9.0,128.0,1,right,MISS J. Randle 12' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,12.86,Missed,,,,,,,,,,,,,,,,,,
583,PT05M54.00S,2025-04-12T03:10:16.0Z,4,REGULAR,rebound,defensive,[],1631166,,,1610612751,106,88,2025-04-12T03:10:22Z,5760000,False,,,0,,D. Timme REBOUND (Off:3 Def:4),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,In The Paint (Non-RA),8-16 Center,,,,,582.0,,,,,,7.0,4.0,3.0,,,,,,,
584,PT05M38.00S,2025-04-12T03:10:31.2Z,4,REGULAR,3pt,Jump Shot,[],1641787,31.882391590013142,48.03921568627451,1610612751,106,88,2025-04-12T03:10:36Z,5770000,False,10.0,247.0,1,left,MISS T. Evbuomwan 24' 3PT,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Center,24.74,Missed,,,,,,,,,,,,,,,,,,
585,PT05M35.00S,2025-04-12T03:10:34.2Z,4,REGULAR,rebound,defensive,[],203944,,,1610612750,106,88,2025-04-12T03:10:36Z,5780000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,584.0,,,,,,4.0,3.0,1.0,,,,,,,
586,PT05M18.00S,2025-04-12T03:10:51.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,90.09526938239159,42.15686274509804,1610612750,106,88,2025-04-12T03:10:56Z,5790000,False,-39.0,41.0,1,right,MISS D. DiVincenzo driving Layup,[1628978],1610612750.0,MIN,driving,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,,,,,
587,PT05M16.00S,2025-04-12T03:10:53.6Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,106,88,2025-04-12T03:10:56Z,5800000,False,,,0,,J. Wilson REBOUND (Off:2 Def:7),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,586.0,,,,,,9.0,7.0,2.0,,,,,,,
588,PT05M14.00S,2025-04-12T03:10:56.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641787,22.552562417871222,12.745098039215685,1610612751,106,88,2025-04-12T03:15:52Z,5810000,False,186.0,159.0,1,left,MISS T. Evbuomwan 24' running pullup 3PT,[1641787],1610612751.0,BKN,running pullup,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,24.53,Missed,,,,,,,,,,,,,,,,,,
589,PT05M11.00S,2025-04-12T03:10:59.0Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,106,88,2025-04-12T03:11:02Z,5820000,False,,,0,,R. Gobert REBOUND (Off:3 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,588.0,,,,,,11.0,8.0,3.0,,,,,,,
590,PT04M55.00S,2025-04-12T03:11:15.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.11760840998686,48.529411764705884,1610612750,108,88,2025-04-12T03:11:20Z,5830000,False,-7.0,12.0,1,right,R. Gobert alley-oop DUNK (35 PTS) (N. Alexander-Walker 4 AST),"[203497, 1629638]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,,35.0,N. Alexander-Walker,1629638.0,4.0,,,
592,PT04M43.00S,2025-04-12T03:11:26.7Z,4,REGULAR,3pt,Jump Shot,[],1631166,26.888961892247043,22.30392156862745,1610612751,108,88,2025-04-12T03:11:31Z,5850000,False,138.0,200.0,1,left,MISS D. Timme 24' 3PT,[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Above the Break 3,24+ Right Center,24.35,Missed,,,,,,,,,,,,,,,,,,
593,PT04M40.00S,2025-04-12T03:11:29.7Z,4,REGULAR,rebound,defensive,[],1641740,,,1610612750,108,88,2025-04-12T03:11:31Z,5860000,False,,,0,,J. Clark REBOUND (Off:1 Def:1),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Right Center,,,,,592.0,,,,,,2.0,1.0,1.0,,,,,,,
594,PT04M24.00S,2025-04-12T03:11:46.1Z,4,REGULAR,turnover,lost ball,[],203944,,,1610612750,108,88,2025-04-12T03:11:53Z,5870000,False,,,0,,J. Randle lost ball TURNOVER (3 TO),"[203944, 1641736]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,3.0,Beekman,1641736.0
595,PT04M24.00S,2025-04-12T03:11:46.1Z,4,REGULAR,steal,,[],1641736,,,1610612751,108,88,2025-04-12T03:11:47Z,5880000,False,,,0,,R. Beekman STEAL (2 STL),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
596,PT04M24.00S,2025-04-12T03:11:52.7Z,4,REGULAR,violation,kicked ball,[],203944,,,1610612751,108,88,2025-04-12T03:12:07Z,5890000,False,,,0,,J. Randle kicked ball VIOLATION,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,1662.0,,,,,,,,,,,,,,
597,PT04M08.00S,2025-04-12T03:12:19.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641727,29.517082785808146,29.411764705882355,1610612751,108,88,2025-04-12T03:12:25Z,5900000,False,103.0,225.0,1,left,MISS D. Whitehead 24' 3PT,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Right Center,24.74,Missed,,,,,,,,,,,,,,,,,,
598,PT04M05.00S,2025-04-12T03:12:22.9Z,4,REGULAR,rebound,defensive,[],1641740,,,1610612750,108,88,2025-04-12T03:12:25Z,5910000,False,,,0,,J. Clark REBOUND (Off:1 Def:2),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Right Center,,,,,597.0,,,,,,3.0,2.0,1.0,,,,,,,
599,PT03M55.00S,2025-04-12T03:12:36.2Z,4,REGULAR,turnover,traveling,[],1629638,,,1610612750,108,88,2025-04-12T03:12:44Z,5920000,False,,,0,,N. Alexander-Walker traveling TURNOVER (2 TO),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1626300.0,,,,,,,,,,,,2.0,,
600,PT03M55.00S,2025-04-12T03:12:39.3Z,4,REGULAR,substitution,out,[],1630592,,,1610612751,108,88,2025-04-12T03:12:46Z,5930000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M55.00S,2025-04-12T03:12:39.3Z,4,REGULAR,substitution,in,[],1641721,,,1610612751,108,88,2025-04-12T03:12:46Z,5940000,False,,,0,,SUB in: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
