actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
510,PT11M16.00S,2025-12-07T22:23:35.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,97,2025-12-07T22:23:35Z,5040000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M16.00S,2025-12-07T22:24:45.2Z,4,REGULAR,substitution,out,[],1629014,,,1610612738,96,97,2025-12-07T22:26:16Z,5050000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M16.00S,2025-12-07T22:24:45.2Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,96,97,2025-12-07T22:26:16Z,5060000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M59.00S,2025-12-07T22:26:45.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,91.27792378449409,50.245098039215684,1610612738,96,97,2025-12-07T22:26:49Z,5070000,False,1.0,29.0,1,right,MISS N. Queta DUNK - blocked,"[1629674, 1630567]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,2.95,Missed,,,,,Barnes,1630567.0,,,,,,,,,,
514,PT10M59.00S,2025-12-07T22:26:45.3Z,4,REGULAR,block,,[],1630567,,,1610612738,96,97,2025-12-07T22:26:47Z,5080000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
515,PT10M55.00S,2025-12-07T22:26:49.3Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,96,97,2025-12-07T22:26:49Z,5090000,False,,,0,,N. Queta REBOUND (Off:6 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,513.0,8.0,2.0,6.0,,,,,,,,,,,,
516,PT10M54.00S,2025-12-07T22:26:49.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,65.91655716162943,47.794117647058826,1610612738,96,97,2025-12-07T22:26:54Z,5100000,False,-11.0,268.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,26.81,Missed,,,,,,,,,,,,,,,,
517,PT10M51.00S,2025-12-07T22:26:52.6Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,96,97,2025-12-07T22:26:52Z,5110000,False,,,0,,J. Brown REBOUND (Off:4 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,516.0,7.0,3.0,4.0,,,,,,,,,,,,
518,PT10M43.00S,2025-12-07T22:27:00.6Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,96,97,2025-12-07T22:27:06Z,5120000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1642918]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,2.0,,,,,,,,,,,,,Martin,1642918.0,,,,
519,PT10M43.00S,2025-12-07T22:27:00.6Z,4,REGULAR,steal,,[],1642918,,,1610612761,96,97,2025-12-07T22:27:02Z,5130000,False,,,0,,A. Martin STEAL (1 STL),[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
520,PT10M39.00S,2025-12-07T22:27:05.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642347,4.812746386333772,51.470588235294116,1610612761,98,97,2025-12-07T22:27:09Z,5140000,False,-7.0,-7.0,1,left,J. Shead running Layup (9 PTS) (S. Barnes 8 AST),"[1642347, 1630567]",1610612761.0,TOR,running,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,1.04,Made,,,,,,,,,,,,,9.0,S. Barnes,1630567.0,8.0
522,PT10M14.00S,2025-12-07T22:27:31.0Z,4,REGULAR,3pt,Jump Shot,[],1627759,73.66951379763469,83.33333333333334,1610612738,98,97,2025-12-07T22:27:38Z,5160000,False,167.0,195.0,1,right,MISS J. Brown 25' pullup bank 3PT,[1627759],1610612738.0,BOS,pullup bank,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,25.65,Missed,,,,,,,,,,,,,,,,
523,PT10M07.00S,2025-12-07T22:27:36.6Z,4,REGULAR,rebound,defensive,[],1630639,,,1610612761,98,97,2025-12-07T22:27:36Z,5170000,False,,,0,,A. Lawson REBOUND (Off:1 Def:3),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Right Center,,,,,522.0,4.0,3.0,1.0,,,,,,,,,,,,
524,PT09M47.00S,2025-12-07T22:27:56.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642918,5.338370565045992,50.73529411764706,1610612761,98,97,2025-12-07T22:30:53Z,5180000,False,-4.0,-2.0,1,left,MISS A. Martin cutting Layup,[1642918],1610612761.0,TOR,cutting,,,Martin,A. Martin,,,,,Restricted Area,0-8 Center,,,0.44,Missed,,,,,,,,,,,,,,,,
525,PT09M45.00S,2025-12-07T22:27:58.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,98,97,2025-12-07T22:28:00Z,5190000,False,,,0,,J. Brown REBOUND (Off:4 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,524.0,8.0,4.0,4.0,,,,,,,,,,,,
526,PT09M44.00S,2025-12-07T22:28:05.6Z,4,REGULAR,foul,personal,['2freethrow'],1630639,,,1610612738,98,97,2025-12-07T22:28:11Z,5200000,False,,,0,,A. Lawson shooting personal FOUL (4 PF) (Brown 2 FT),"[1630639, 1627759]",1610612761.0,TOR,shooting,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),0-8 Center,202053.0,,,,,,,,,,4.0,0.0,Brown,1627759.0,,,,,,
528,PT09M44.00S,2025-12-07T22:28:34.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,98,98,2025-12-07T22:28:34Z,5220000,False,,,0,,J. Brown Free Throw 1 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,23.0,,,
529,PT09M44.00S,2025-12-07T22:28:53.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,98,99,2025-12-07T22:28:53Z,5230000,False,,,0,,J. Brown Free Throw 2 of 2 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,24.0,,,
530,PT09M36.00S,2025-12-07T22:29:02.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630639,4.28712220762155,48.28431372549019,1610612761,98,99,2025-12-07T22:29:08Z,5240000,False,9.0,-12.0,1,left,MISS A. Lawson cutting Layup,[1630639],1610612761.0,TOR,cutting,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,,,1.49,Missed,,,,,,,,,,,,,,,,
531,PT09M34.00S,2025-12-07T22:29:04.7Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,98,99,2025-12-07T22:29:08Z,5250000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,530.0,4.0,3.0,1.0,,,,,,,,,,,,
532,PT09M23.00S,2025-12-07T22:29:16.5Z,4,REGULAR,3pt,Jump Shot,[],1628401,79.84559789750328,90.44117647058823,1610612738,98,99,2025-12-07T22:29:30Z,5260000,False,202.0,137.0,1,right,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,24.42,Missed,,,,,,,,,,,,,,,,
533,PT09M23.00S,2025-12-07T22:29:16.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,99,2025-12-07T22:29:30Z,5270000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,532.0,,,,,,,,,,,,,,,
534,PT09M23.00S,2025-12-07T22:29:21.2Z,4,REGULAR,foul,personal,[],1630639,,,1610612738,98,99,2025-12-07T22:29:41Z,5280000,False,,,0,,A. Lawson loose ball personal FOUL (5 PF),"[1630639, 1629674]",1610612761.0,TOR,loose ball,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,5.0,0.0,Queta,1629674.0,,,,,,
536,PT09M23.00S,2025-12-07T22:29:46.6Z,4,REGULAR,substitution,out,[],1642347,,,1610612738,98,99,2025-12-07T22:29:57Z,5300000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M23.00S,2025-12-07T22:29:46.6Z,4,REGULAR,substitution,in,[],1630193,,,1610612738,98,99,2025-12-07T22:29:57Z,5310000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M11.00S,2025-12-07T22:30:13.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,87.72996057818659,50.73529411764706,1610612738,98,99,2025-12-07T22:33:13Z,5320000,False,4.0,63.0,1,right,MISS J. Brown 6' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,6.29,Missed,,,,,,,,,,,,,,,,
539,PT09M09.00S,2025-12-07T22:30:15.2Z,4,REGULAR,rebound,defensive,[],1630572,,,1610612761,98,99,2025-12-07T22:33:13Z,5330000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:3),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,538.0,4.0,3.0,1.0,,,,,,,,,,,,
540,PT08M56.00S,2025-12-07T22:30:28.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,11.251642575558476,50.0,1610612761,100,99,2025-12-07T22:30:32Z,5340000,False,0.0,53.0,1,left,S. Barnes driving Hook (13 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,5.33,Made,,,,,,,,,,,,,13.0,,,
541,PT08M32.00S,2025-12-07T22:30:51.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,65.52233902759527,49.26470588235294,1610612738,100,99,2025-12-07T22:34:16Z,5350000,False,-4.0,272.0,1,right,MISS P. Pritchard 27' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,27.16,Missed,,,,,,,,,,,,,,,,
542,PT08M29.00S,2025-12-07T22:30:54.5Z,4,REGULAR,rebound,defensive,[],1630639,,,1610612761,100,99,2025-12-07T22:30:56Z,5360000,False,,,0,,A. Lawson REBOUND (Off:1 Def:4),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Center,,,,,541.0,5.0,4.0,1.0,,,,,,,,,,,,
543,PT08M14.00S,2025-12-07T22:31:10.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,5.075558475689881,51.9607843137255,1610612761,102,99,2025-12-07T22:31:14Z,5370000,False,-10.0,-5.0,1,left,S. Barnes driving finger roll Layup (15 PTS),[1630567],1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.09,Made,,,,,,,,,,,,,15.0,,,
544,PT07M51.00S,2025-12-07T22:31:32.4Z,4,REGULAR,3pt,Jump Shot,[],1628401,88.12417871222075,96.32352941176471,1610612738,102,102,2025-12-07T22:35:25Z,5380000,False,232.0,59.0,1,right,D. White 3PT  (22 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,23.9,Made,,,,,,,,,,,,,22.0,,,
545,PT07M36.00S,2025-12-07T22:31:47.5Z,4,REGULAR,3pt,Jump Shot,[],1630639,33.85348226018397,47.549019607843135,1610612761,102,102,2025-12-07T22:31:52Z,5390000,False,12.0,266.0,1,left,MISS A. Lawson 26' 3PT,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Center,,,26.6,Missed,,,,,,,,,,,,,,,,
546,PT07M35.00S,2025-12-07T22:31:48.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,102,102,2025-12-07T22:31:52Z,5400000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,545.0,,,,,,,,,,,,,,,
548,PT07M35.00S,2025-12-07T22:31:53.2Z,4,REGULAR,substitution,out,[],1642918,,,1610612738,102,102,2025-12-07T22:32:02Z,5420000,False,,,0,,SUB out: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT07M35.00S,2025-12-07T22:31:53.2Z,4,REGULAR,substitution,in,[],1627742,,,1610612738,102,102,2025-12-07T22:32:02Z,5430000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M15.00S,2025-12-07T22:32:34.1Z,4,REGULAR,3pt,Jump Shot,[],1630202,88.64980289093299,97.79411764705883,1610612738,102,105,2025-12-07T22:32:38Z,5440000,False,239.0,54.0,1,right,P. Pritchard 24' 3PT  (12 PTS) (D. White 4 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,24.51,Made,,,,,,,,,,,,,12.0,D. White,1628401.0,4.0
552,PT07M07.00S,2025-12-07T22:32:47.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,102,105,2025-12-07T22:32:47Z,5460000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M07.00S,2025-12-07T22:35:03.9Z,4,REGULAR,substitution,out,[],1630639,,,1610612761,102,105,2025-12-07T22:35:23Z,5470000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M07.00S,2025-12-07T22:35:03.9Z,4,REGULAR,substitution,in,[],1630534,,,1610612761,102,105,2025-12-07T22:35:23Z,5480000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M46.00S,2025-12-07T22:36:00.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,11.645860709592641,52.450980392156865,1610612761,102,105,2025-12-07T22:36:07Z,5490000,False,-12.0,57.0,1,left,MISS S. Barnes driving Hook - blocked,"[1630567, 1629674]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,5.83,Missed,,,,,Queta,1629674.0,,,,,,,,,,
560,PT06M46.00S,2025-12-07T22:36:00.5Z,4,REGULAR,block,,[],1629674,,,1610612761,102,105,2025-12-07T22:37:00Z,5495000,False,,,0,,N. Queta BLOCK (2 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
556,PT06M44.00S,2025-12-07T22:36:02.5Z,4,REGULAR,rebound,defensive,[],1641775,,,1610612738,102,105,2025-12-07T22:37:00Z,5500000,False,,,0,,J. Walsh REBOUND (Off:2 Def:4),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),0-8 Center,,,,,555.0,6.0,4.0,2.0,,,,,,,,,,,,
557,PT06M30.00S,2025-12-07T22:36:18.8Z,4,REGULAR,foul,personal,[],1630193,,,1610612738,102,105,2025-12-07T22:36:32Z,5510000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1627759]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,101284.0,,,,,,,,,,1.0,0.0,Brown,1627759.0,,,,,,
559,PT06M17.00S,2025-12-07T22:36:47.7Z,4,REGULAR,2pt,Jump Shot,[],1627759,74.45795006570303,32.1078431372549,1610612738,102,107,2025-12-07T22:36:52Z,5530000,False,-89.0,188.0,1,right,J. Brown 20' step back Jump Shot (26 PTS) (P. Pritchard 6 AST),"[1627759, 1630202]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,20.79,Made,,,,,,,,,,,,,26.0,P. Pritchard,1630202.0,6.0
561,PT06M07.00S,2025-12-07T22:36:59.2Z,4,REGULAR,foul,personal,[],1641775,,,1610612761,102,107,2025-12-07T22:37:16Z,5540000,False,,,0,,J. Walsh personal FOUL (4 PF),"[1641775, 1630567]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Mid-Range,16-24 Center,1629177.0,,,,,,,,,,4.0,0.0,Barnes,1630567.0,,,,,,
563,PT06M01.00S,2025-12-07T22:37:22.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,5.863994743758213,52.450980392156865,1610612761,102,107,2025-12-07T22:39:20Z,5560000,False,-12.0,3.0,1,left,MISS O. Agbaji reverse Layup,[1630534],1610612761.0,TOR,reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,1.26,Missed,,,,,,,,,,,,,,,,
564,PT05M59.00S,2025-12-07T22:37:24.1Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,102,107,2025-12-07T22:37:27Z,5570000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,563.0,4.0,4.0,0.0,,,,,,,,,,,,
565,PT05M44.00S,2025-12-07T22:37:39.2Z,4,REGULAR,3pt,Jump Shot,[],1641775,70.64717477003943,74.50980392156863,1610612738,102,107,2025-12-07T22:37:43Z,5580000,False,123.0,223.0,1,right,MISS J. Walsh 25' 3PT,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,,,25.48,Missed,,,,,,,,,,,,,,,,
566,PT05M41.00S,2025-12-07T22:37:42.2Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,102,107,2025-12-07T22:37:43Z,5590000,False,,,0,,S. Barnes REBOUND (Off:1 Def:9),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,565.0,10.0,9.0,1.0,,,,,,,,,,,,
567,PT05M31.00S,2025-12-07T22:37:51.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,11.251642575558476,58.57843137254902,1610612761,104,107,2025-12-07T22:37:57Z,5600000,False,-43.0,53.0,1,left,S. Barnes 6' driving floating bank Jump Shot (17 PTS),[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,6.84,Made,,,,,,,,,,,,,17.0,,,
568,PT05M15.00S,2025-12-07T22:38:10.9Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,104,107,2025-12-07T22:38:19Z,5610000,False,,,0,,J. Brown off-the-ball offensive FOUL (1 PF),"[1627759, 1630193]",1610612738.0,BOS,off-the-ball,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,101284.0,,,,,,,,,,1.0,0.0,Quickley,1630193.0,,,,,,
570,PT05M15.00S,2025-12-07T22:38:10.9Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,104,107,2025-12-07T22:38:10Z,5630000,False,,,0,,J. Brown offensive foul TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,101284.0,3.0,,,,,,,,,,,,,,,,,,
572,PT04M53.00S,2025-12-07T22:38:47.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,26.757555847568987,31.862745098039213,1610612761,104,107,2025-12-07T22:41:16Z,5640000,False,91.0,199.0,1,left,MISS B. Ingram 21' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,21.87,Missed,,,,,,,,,,,,,,,,
573,PT04M52.00S,2025-12-07T22:38:48.6Z,4,REGULAR,rebound,offensive,[],1630572,,,1610612761,104,107,2025-12-07T22:41:16Z,5650000,False,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:3),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,16-24 Right Center,,,,,572.0,5.0,3.0,2.0,,,,,,,,,,,,
582,PT04M51.00S,2025-12-07T22:38:55.7Z,4,REGULAR,turnover,lost ball,[],1630572,,,1610612761,104,107,2025-12-07T22:41:22Z,5655000,False,,,0,,S. Mamukelashvili lost ball TURNOVER (1 TO),"[1630572, 1627759]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Left,,1.0,,,,,,,,,,,,,Brown,1627759.0,,,,
583,PT04M51.00S,2025-12-07T22:38:55.7Z,4,REGULAR,steal,,[],1627759,,,1610612738,104,107,2025-12-07T22:40:25Z,5657500,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
574,PT04M35.00S,2025-12-07T22:39:03.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,77.61169513797634,48.77450980392157,1610612738,104,107,2025-12-07T22:42:01Z,5660000,False,-6.0,158.0,1,right,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,15.81,Missed,,,,,,,,,,,,,,,,
575,PT04M31.00S,2025-12-07T22:39:07.9Z,4,REGULAR,rebound,defensive,[],1630572,,,1610612761,104,107,2025-12-07T22:44:18Z,5670000,False,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:4),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Center,,,,,574.0,6.0,4.0,2.0,,,,,,,,,,,,
576,PT04M27.00S,2025-12-07T22:39:12.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,34.510512483574246,57.35294117647059,1610612761,104,107,2025-12-07T22:58:38Z,5680000,False,-37.0,272.0,1,left,MISS B. Ingram 27' running 3PT,[1627742],1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,27.44,Missed,,,,,,,,,,,,,,,,
577,PT04M24.00S,2025-12-07T22:39:15.3Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,104,107,2025-12-07T22:39:21Z,5690000,False,,,0,,N. Queta REBOUND (Off:6 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,,576.0,9.0,3.0,6.0,,,,,,,,,,,,
579,PT04M17.00S,2025-12-07T22:39:21.9Z,4,REGULAR,3pt,Jump Shot,[],1630202,70.38436268068331,76.7156862745098,1610612738,104,110,2025-12-07T22:39:27Z,5710000,False,134.0,226.0,1,right,P. Pritchard 26' 3PT  (15 PTS) (D. White 5 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,26.24,Made,,,,,,,,,,,,,15.0,D. White,1628401.0,5.0
581,PT04M17.00S,2025-12-07T22:39:29.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,104,110,2025-12-07T22:39:29Z,5730000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT04M17.00S,2025-12-07T22:40:40.6Z,4,REGULAR,substitution,out,[],1630572,,,1610612761,104,110,2025-12-07T22:41:03Z,5740000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT04M17.00S,2025-12-07T22:40:40.6Z,4,REGULAR,substitution,out,[],1630534,,,1610612761,104,110,2025-12-07T22:41:03Z,5750000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT04M17.00S,2025-12-07T22:40:40.6Z,4,REGULAR,substitution,in,[],1627751,,,1610612761,104,110,2025-12-07T22:41:03Z,5760000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT04M17.00S,2025-12-07T22:40:40.6Z,4,REGULAR,substitution,in,[],1642347,,,1610612761,104,110,2025-12-07T22:41:03Z,5770000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M52.00S,2025-12-07T22:41:34.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,11.383048620236531,37.5,1610612761,104,110,2025-12-07T22:41:42Z,5780000,False,62.0,55.0,1,left,MISS J. Poeltl 8' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,8.29,Missed,,,,,,,,,,,,,,,,
589,PT03M48.00S,2025-12-07T22:41:39.0Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,104,110,2025-12-07T22:41:39Z,5790000,False,,,0,,S. Barnes REBOUND (Off:2 Def:9),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,,,588.0,11.0,9.0,2.0,,,,,,,,,,,,
590,PT03M43.00S,2025-12-07T22:41:44.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630567,11.777266754270697,50.245098039215684,1610612761,104,110,2025-12-07T22:45:45Z,5800000,False,-1.0,58.0,1,left,MISS S. Barnes driving Hook,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,5.82,Missed,,,,,,,,,,,,,,,,
