actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
532,PT04M35.00S,2021-11-07T02:35:44.5Z,4,REGULAR,substitution,out,[],203493,,,1610612742,96,94,2021-11-07T02:37:55Z,5290000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT04M35.00S,2021-11-07T02:35:44.5Z,4,REGULAR,substitution,in,[],203501,,,1610612742,96,94,2021-11-07T02:37:55Z,5300000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT04M35.00S,2021-11-07T02:35:44.5Z,4,REGULAR,substitution,in,[],204001,,,1610612742,96,94,2021-11-07T02:37:55Z,5310000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT04M13.00S,2021-11-07T02:38:25.5Z,4,REGULAR,2pt,Jump Shot,[],203501,79.23784494086728,57.498468137254896,1610612742,98,94,2021-11-07T02:38:34Z,5320000,37.0,143.0,1,right,T. Hardaway Jr. 14' pullup Jump Shot (7 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,14.75,Made,7.0,,,,,,,,,,,,,,,,,,
536,PT04M01.00S,2021-11-07T02:38:43.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.440867279894875,43.38235294117647,1610612738,98,96,2021-11-07T02:39:17Z,5330000,33.0,17.0,1,left,D. Schroder driving Layup (19 PTS) (M. Smart 6 AST),"[203471, 203935]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,3.74,Made,19.0,,,,,,,,,,M. Smart,203935.0,6.0,,,,,,
538,PT04M01.00S,2021-11-07T02:38:45.9Z,4,REGULAR,foul,personal,['1freethrow'],204001,,,1610612738,98,96,2021-11-07T02:38:56Z,5350000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Schroder 1 FT),"[204001, 203471]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,202027.0,2.0,0.0,Schroder,203471.0,,,,,,,,,,,,,
541,PT04M01.00S,2021-11-07T02:38:52.5Z,4,REGULAR,substitution,out,[],203939,,,1610612738,98,96,2021-11-07T02:38:55Z,5370000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT04M01.00S,2021-11-07T02:38:52.5Z,4,REGULAR,substitution,in,[],1627827,,,1610612738,98,96,2021-11-07T02:38:55Z,5380000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT04M01.00S,2021-11-07T02:39:17.3Z,4,REGULAR,freethrow,1 of 1,[],203471,,,1610612738,98,97,2021-11-07T02:39:17Z,5390000,,,0,,D. Schroder Free Throw 1 of 1 (20 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
544,PT03M41.00S,2021-11-07T02:39:40.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.20433639947439,54.90196078431373,1610612742,100,97,2021-11-07T02:39:44Z,5400000,25.0,68.0,1,right,L. Doncic 7' turnaround fadeaway Jump Shot (30 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,7.21,Made,30.0,,,,,,,,,,,,,,,,,,
545,PT03M27.00S,2021-11-07T02:39:56.1Z,4,REGULAR,3pt,Jump Shot,[],203471,22.815374507227332,88.72549019607843,1610612738,100,97,2021-11-07T02:40:16Z,5410000,-194.0,162.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
546,PT03M24.00S,2021-11-07T02:39:59.1Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,100,97,2021-11-07T02:40:16Z,5420000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,545.0,10.0,9.0,1.0,,,,,,,,,
547,PT03M23.00S,2021-11-07T02:39:58.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,5.781865965834428,51.39016544117647,1610612738,100,99,2021-11-07T02:40:09Z,5430000,-7.0,2.0,1,left,J. Tatum putback DUNK (32 PTS),[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,0.72,Made,32.0,,,,,,,,,,,,,,,,,,
548,PT02M59.00S,2021-11-07T02:40:21.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204001,91.67214191852825,53.431372549019606,1610612742,102,99,2021-11-07T02:40:28Z,5440000,17.0,26.0,1,right,K. Porzingis cutting Layup (19 PTS) (T. Hardaway Jr. 3 AST),"[204001, 203501]",1610612742.0,DAL,cutting,,,Porzingis,K. Porzingis,,,,,3.1,Made,19.0,,,,,,,,,,T. Hardaway Jr.,203501.0,3.0,,,,,,
550,PT02M45.00S,2021-11-07T02:40:35.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,16.770696452036795,48.77450980392157,1610612738,102,99,2021-11-07T02:42:55Z,5460000,6.0,105.0,1,left,MISS J. Richardson 10' floating Shot,[1626196],1610612738.0,BOS,floating,,,Richardson,J. Richardson,,,,,10.53,Missed,,,,,,,,,,,,,,,,,,,
551,PT02M44.00S,2021-11-07T02:40:36.6Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,102,99,2021-11-07T02:41:24Z,5470000,,,0,,R. Williams III REBOUND (Off:4 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,550.0,8.0,4.0,4.0,,,,,,,,,
552,PT02M44.00S,2021-11-07T02:40:55.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612738,102,99,2021-11-07T02:41:30Z,5480000,,,0,,J. Brunson personal FOUL (4 PF) (Williams III 2 FT),"[1628973, 1629057]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,1628951.0,4.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,
554,PT02M44.00S,2021-11-07T02:41:19.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,102,100,2021-11-07T02:41:19Z,5500000,,,0,,R. Williams III Free Throw 1 of 2 (15 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
555,PT02M44.00S,2021-11-07T02:41:22.1Z,4,REGULAR,substitution,out,[],1627827,,,1610612738,102,100,2021-11-07T02:41:26Z,5510000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT02M44.00S,2021-11-07T02:41:22.1Z,4,REGULAR,substitution,in,[],203493,,,1610612738,102,100,2021-11-07T02:41:26Z,5520000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT02M44.00S,2021-11-07T02:41:41.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,102,101,2021-11-07T02:41:41Z,5530000,,,0,,R. Williams III Free Throw 2 of 2 (16 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
558,PT02M24.00S,2021-11-07T02:42:12.2Z,4,REGULAR,turnover,lost ball,[],1629029,,,1610612742,102,101,2021-11-07T02:42:27Z,5540000,,,0,,L. Doncic lost ball TURNOVER (6 TO),"[1629029, 1628369]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,6.0,Tatum,1628369.0,
559,PT02M24.00S,2021-11-07T02:42:12.2Z,4,REGULAR,steal,,[],1628369,,,1610612738,102,101,2021-11-07T02:42:13Z,5550000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT02M12.00S,2021-11-07T02:42:23.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203935,20.844283837056505,6.372549019607843,1610612738,102,104,2021-11-07T02:42:38Z,5560000,218.0,143.0,1,left,M. Smart 26' 3PT  (7 PTS) (J. Richardson 3 AST),"[203935, 1626196]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.1,Made,7.0,,,,,,,,,,J. Richardson,1626196.0,3.0,,,,,,
562,PT01M53.00S,2021-11-07T02:42:43.0Z,4,REGULAR,3pt,Jump Shot,[],204001,65.1281208935611,57.35294117647059,1610612742,102,104,2021-11-07T02:42:50Z,5580000,37.0,275.0,1,right,MISS K. Porzingis 27' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,27.77,Missed,,,,,,,,,,,,,,,,,,,
563,PT01M50.00S,2021-11-07T02:42:46.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,102,104,2021-11-07T02:42:50Z,5590000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,562.0,,,,,,,,,,,,
564,PT01M50.00S,2021-11-07T02:42:48.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,102,104,2021-11-07T02:42:48Z,5600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT01M40.00S,2021-11-07T02:43:16.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,85.10183968462549,97.05882352941177,1610612742,102,104,2021-11-07T02:43:25Z,5610000,235.0,88.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
566,PT01M39.00S,2021-11-07T02:43:17.1Z,4,REGULAR,rebound,offensive,[],204001,,,1610612742,102,104,2021-11-07T02:43:25Z,5620000,,,0,,K. Porzingis REBOUND (Off:4 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,565.0,7.0,3.0,4.0,,,,,,,,,
567,PT01M39.00S,2021-11-07T02:43:20.8Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612742,104,104,2021-11-07T02:43:27Z,5630000,0.0,0.0,1,right,K. Porzingis tip DUNK (21 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Made,21.0,,,,,,,,,,,,,,,,,,
568,PT01M20.00S,2021-11-07T02:43:44.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.206964520367937,57.107843137254896,1610612738,104,104,2021-11-07T02:43:56Z,5640000,-36.0,-4.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 204001]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,3.57,Missed,,,,,,,,,,,,,,Porzingis,204001.0,,,,
569,PT01M20.00S,2021-11-07T02:43:44.1Z,4,REGULAR,block,,[],204001,,,1610612738,104,104,2021-11-07T02:43:46Z,5650000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT01M17.00S,2021-11-07T02:43:47.1Z,4,REGULAR,rebound,defensive,[],203493,,,1610612742,104,104,2021-11-07T02:43:56Z,5660000,,,0,,R. Bullock REBOUND (Off:0 Def:3),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,568.0,3.0,3.0,0.0,,,,,,,,,
571,PT01M17.00S,2021-11-07T02:43:52.7Z,4,REGULAR,turnover,out-of-bounds,[],203493,,,1610612742,104,104,2021-11-07T02:44:14Z,5670000,,,0,,R. Bullock lost ball out-of-bounds TURNOVER (2 TO),[203493],1610612742.0,DAL,lost ball,,,Bullock,R. Bullock,,,,,,,,1198.0,,,,,,,,,,,,,,2.0,,,
572,PT01M05.00S,2021-11-07T02:44:23.8Z,4,REGULAR,turnover,bad pass,[],203471,,,1610612738,104,104,2021-11-07T02:44:28Z,5680000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1628973]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0,
573,PT01M05.00S,2021-11-07T02:44:23.8Z,4,REGULAR,steal,,[],1628973,,,1610612742,104,104,2021-11-07T02:44:25Z,5690000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT00M46.90S,2021-11-07T02:44:42.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203493,70.77858081471747,74.75490196078431,1610612742,104,104,2021-11-07T02:44:47Z,5700000,124.0,222.0,1,right,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
575,PT00M43.50S,2021-11-07T02:44:45.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,104,104,2021-11-07T02:44:47Z,5710000,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,574.0,11.0,10.0,1.0,,,,,,,,,
576,PT00M30.00S,2021-11-07T02:44:59.2Z,4,REGULAR,2pt,Jump Shot,[],203935,12.171484888304862,76.22549019607843,1610612738,104,104,2021-11-07T02:45:04Z,5720000,-131.0,62.0,1,left,MISS M. Smart 14' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,14.5,Missed,,,,,,,,,,,,,,,,,,,
577,PT00M28.10S,2021-11-07T02:45:01.1Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,104,104,2021-11-07T02:45:04Z,5730000,,,0,,L. Doncic REBOUND (Off:1 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,576.0,9.0,8.0,1.0,,,,,,,,,
578,PT00M16.60S,2021-11-07T02:45:15.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,104,104,2021-11-07T02:45:15Z,5740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT00M16.60S,2021-11-07T02:45:28.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,104,104,2021-11-07T02:45:28Z,5750000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT00M14.70S,2021-11-07T02:47:11.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,104,104,2021-11-07T02:47:11Z,5760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT00M11.40S,2021-11-07T02:47:40.4Z,4,REGULAR,foul,personal,[],203935,,,1610612742,104,104,2021-11-07T02:47:55Z,5770000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1629029]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,1198.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,
583,PT00M00.60S,2021-11-07T02:48:11.1Z,4,REGULAR,3pt,Jump Shot,[],1629029,79.188567674113,5.88235294117647,1610612742,107,104,2021-11-07T02:48:22Z,5790000,-221.0,143.0,1,right,L. Doncic 26' 3PT  (33 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,26.29,Made,33.0,,,,,,,,,,,,,,,,,,
584,PT00M00.00S,2021-11-07T02:48:28.9Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,107,104,2021-11-07T02:48:40Z,5800000,,,0,,,[],,,support,,,,,,,,,,,,202027.0,,,,,,,,,,,,,,,,,End Period - Good Basket
585,PT00M00.00S,2021-11-07T02:49:17.9Z,4,REGULAR,period,end,[],0,,,1610612738,107,104,2021-11-07T02:49:17Z,5810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT00M00.00S,2021-11-07T02:49:23.1Z,4,REGULAR,game,end,[],0,,,0,107,104,2021-11-07T02:49:23Z,5820000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
