actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
449,PT02M55.00S,2021-12-22T02:08:23.0Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,87,67,2021-12-22T02:09:11Z,4450000,,,0,,K. Lowry REBOUND (Off:0 Def:8),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,448.0,8.0,8.0,0.0,,,,,,,,,,,,,
450,PT02M55.00S,2021-12-22T02:08:30.6Z,3,REGULAR,foul,personal,[],1630537,,,1610612748,87,67,2021-12-22T02:10:50Z,4460000,,,0,,C. Duarte take personal FOUL (1 PF),"[1630537, 200768]",1610612754.0,IND,take,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Lowry,200768.0,,,,
452,PT02M55.00S,2021-12-22T02:08:44.4Z,3,REGULAR,substitution,out,[],1630537,,,1610612748,87,67,2021-12-22T02:08:52Z,4480000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M55.00S,2021-12-22T02:08:44.4Z,3,REGULAR,substitution,in,[],203200,,,1610612748,87,67,2021-12-22T02:08:52Z,4490000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M45.00S,2021-12-22T02:09:01.8Z,3,REGULAR,3pt,Jump Shot,[],1629639,88.12417871222075,97.79411764705883,1610612748,90,67,2021-12-22T02:09:06Z,4500000,239.0,59.0,1,right,T. Herro 24' 3PT pullup (14 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,24.62,Made,14.0,,,,,,,,,,,,,,,,,
455,PT02M24.00S,2021-12-22T02:09:22.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,8.623521681997373,53.18627450980392,1610612754,90,67,2021-12-22T02:09:27Z,4510000,-16.0,29.0,1,left,MISS D. Sabonis driving Hook,[1627734],1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,3.27,Missed,,,,,,,,,,,,,,,,,,
456,PT02M22.00S,2021-12-22T02:09:24.6Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,90,67,2021-12-22T02:09:27Z,4520000,,,0,,K. Lowry REBOUND (Off:0 Def:9),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,455.0,9.0,9.0,0.0,,,,,,,,,,,,,
457,PT02M16.00S,2021-12-22T02:09:31.0Z,3,REGULAR,3pt,Jump Shot,[],1629130,70.12155059132719,72.79411764705883,1610612748,90,67,2021-12-22T02:09:36Z,4530000,114.0,228.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
458,PT02M14.00S,2021-12-22T02:09:33.0Z,3,REGULAR,rebound,offensive,[],1630209,,,1610612748,90,67,2021-12-22T02:09:36Z,4540000,,,0,,O. Yurtseven REBOUND (Off:4 Def:4),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,457.0,8.0,4.0,4.0,,,,,,,,,,,,,
459,PT02M14.00S,2021-12-22T02:09:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629130,92.9862023653088,51.71568627450981,1610612748,92,67,2021-12-22T02:13:02Z,4550000,9.0,13.0,1,right,D. Robinson cutting Layup (26 PTS) (O. Yurtseven 1 AST),"[1629130, 1630209]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,1.59,Made,26.0,,,,,O. Yurtseven,1630209.0,1.0,,,,,,,,,,
461,PT02M14.00S,2021-12-22T02:09:46.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,92,67,2021-12-22T02:09:46Z,4570000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M56.00S,2021-12-22T02:11:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.440867279894875,54.90196078431373,1610612754,92,67,2021-12-22T02:11:29Z,4580000,-25.0,17.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 1630209]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,3.01,Missed,,,,,,,,,,,,,,,Yurtseven,1630209.0,,
464,PT01M56.00S,2021-12-22T02:11:22.2Z,3,REGULAR,block,,[],1630209,,,1610612754,92,67,2021-12-22T02:11:26Z,4590000,,,0,,O. Yurtseven BLOCK (2 BLK),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M56.00S,2021-12-22T02:11:22.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,92,67,2021-12-22T02:11:29Z,4600000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,
466,PT01M56.00S,2021-12-22T02:11:29.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,92,67,2021-12-22T02:11:29Z,4610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M51.00S,2021-12-22T02:11:45.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203087,14.668199737187912,96.07843137254902,1610612754,92,67,2021-12-22T02:14:11Z,4620000,-230.0,85.0,1,left,MISS J. Lamb 24' fadeaway 3PT,[203087],1610612754.0,IND,fadeaway,,,Lamb,J. Lamb,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,
468,PT01M50.00S,2021-12-22T02:11:46.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,92,67,2021-12-22T02:12:06Z,4630000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,467.0,,,,,,,,,,,,,,,,
469,PT01M50.00S,2021-12-22T02:11:49.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,92,67,2021-12-22T02:11:56Z,4640000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,
470,PT01M37.00S,2021-12-22T02:12:09.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,93.64323258869908,52.450980392156865,1610612748,94,67,2021-12-22T02:12:14Z,4650000,12.0,7.0,1,right,T. Herro driving finger roll Layup (16 PTS),[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,1.43,Made,16.0,,,,,,,,,,,,,,,,,
471,PT01M25.00S,2021-12-22T02:12:20.8Z,3,REGULAR,3pt,Jump Shot,[],203087,26.10052562417871,15.931372549019606,1610612754,94,67,2021-12-22T02:14:42Z,4660000,170.0,193.0,1,left,MISS J. Lamb 25' pullup 3PT,[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,
472,PT01M21.00S,2021-12-22T02:12:24.8Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,94,67,2021-12-22T02:12:27Z,4670000,,,0,,K. Lowry REBOUND (Off:0 Def:10),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,471.0,10.0,10.0,0.0,,,,,,,,,,,,,
473,PT01M12.00S,2021-12-22T02:12:34.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,94.03745072273325,50.98039215686274,1610612748,96,67,2021-12-22T02:12:43Z,4680000,5.0,4.0,1,right,O. Yurtseven alley-oop DUNK (8 PTS) (K. Lowry 12 AST),"[1630209, 200768]",1610612748.0,MIA,alley-oop,,,Yurtseven,O. Yurtseven,,,,,0.6,Made,8.0,,,,,K. Lowry,200768.0,12.0,,,,,,,,,,
475,PT00M57.60S,2021-12-22T02:12:49.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203087,5.469776609724048,48.28431372549019,1610612754,96,67,2021-12-22T02:12:56Z,4700000,9.0,-1.0,1,left,MISS J. Lamb driving Layup,[203087],1610612754.0,IND,driving,,,Lamb,J. Lamb,,,,,0.87,Missed,,,,,,,,,,,,,,,,,,
476,PT00M54.60S,2021-12-22T02:12:52.6Z,3,REGULAR,rebound,defensive,[],1629644,,,1610612748,96,67,2021-12-22T02:12:52Z,4710000,,,0,,K. Okpala REBOUND (Off:0 Def:2),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,475.0,2.0,2.0,0.0,,,,,,,,,,,,,
477,PT00M46.60S,2021-12-22T02:13:00.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.34231274638634,42.8921568627451,1610612748,96,67,2021-12-22T02:15:27Z,4720000,-36.0,113.0,1,right,MISS T. Herro 11' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,11.89,Missed,,,,,,,,,,,,,,,,,,
478,PT00M42.90S,2021-12-22T02:13:04.3Z,3,REGULAR,rebound,defensive,[],203087,,,1610612754,96,67,2021-12-22T02:13:06Z,4730000,,,0,,J. Lamb REBOUND (Off:1 Def:1),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,477.0,2.0,1.0,1.0,,,,,,,,,,,,,
479,PT00M37.30S,2021-12-22T02:13:09.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627747,6.783837056504599,46.32352941176471,1610612754,96,67,2021-12-22T02:13:15Z,4740000,18.0,11.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,
480,PT00M33.80S,2021-12-22T02:13:13.5Z,3,REGULAR,rebound,offensive,[],1629052,,,1610612754,96,67,2021-12-22T02:13:13Z,4750000,,,0,,O. Brissett REBOUND (Off:1 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,479.0,1.0,0.0,1.0,,,,,,,,,,,,,
481,PT00M32.50S,2021-12-22T02:13:15.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629052,8.886333771353483,46.32352941176471,1610612754,96,67,2021-12-22T02:13:45Z,4760000,18.0,31.0,1,left,MISS O. Brissett Layup,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,3.6,Missed,,,,,,,,,,,,,,,,,,
482,PT00M32.50S,2021-12-22T02:13:15.0Z,3,REGULAR,rebound,offensive,[],1627747,,,1610612754,96,67,2021-12-22T02:13:45Z,4770000,,,0,,C. LeVert REBOUND (Off:1 Def:3),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,481.0,4.0,3.0,1.0,,,,,,,,,,,,,
483,PT00M32.50S,2021-12-22T02:13:43.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612754,96,67,2021-12-22T02:17:10Z,4780000,,,0,,K. Lowry personal FOUL (3 PF) (LeVert 2 FT),"[200768, 1627747]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,201640.0,3.0,0.0,LeVert,1627747.0,,,,
485,PT00M32.50S,2021-12-22T02:13:52.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627747,,,1610612754,96,68,2021-12-22T02:13:52Z,4800000,,,0,,C. LeVert Free Throw 1 of 2 (16 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
486,PT00M32.50S,2021-12-22T02:13:53.6Z,3,REGULAR,substitution,out,[],1627734,,,1610612754,96,68,2021-12-22T02:14:12Z,4810000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M32.50S,2021-12-22T02:13:53.6Z,3,REGULAR,substitution,out,[],203087,,,1610612754,96,68,2021-12-22T02:14:12Z,4820000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M32.50S,2021-12-22T02:13:53.6Z,3,REGULAR,substitution,out,[],203200,,,1610612754,96,68,2021-12-22T02:14:12Z,4830000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M32.50S,2021-12-22T02:13:53.6Z,3,REGULAR,substitution,in,[],1626167,,,1610612754,96,68,2021-12-22T02:14:12Z,4840000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M32.50S,2021-12-22T02:13:53.6Z,3,REGULAR,substitution,in,[],1628470,,,1610612754,96,68,2021-12-22T02:14:12Z,4850000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M32.50S,2021-12-22T02:13:53.6Z,3,REGULAR,substitution,in,[],1629103,,,1610612754,96,68,2021-12-22T02:14:12Z,4860000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M32.50S,2021-12-22T02:14:13.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627747,,,1610612754,96,69,2021-12-22T02:14:13Z,4870000,,,0,,C. LeVert Free Throw 2 of 2 (17 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
493,PT00M10.40S,2021-12-22T02:14:34.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.21090670170827,62.5,1610612748,98,69,2021-12-22T02:14:40Z,4880000,62.0,115.0,1,right,T. Herro 13' step back Jump Shot (18 PTS),[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,13.06,Made,18.0,,,,,,,,,,,,,,,,,
494,PT00M02.60S,2021-12-22T02:14:45.8Z,3,REGULAR,3pt,Jump Shot,[],1629103,18.873193166885677,95.34313725490196,1610612754,98,69,2021-12-22T02:14:55Z,4890000,-227.0,125.0,1,left,MISS K. Martin 25' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
495,PT00M02.60S,2021-12-22T02:14:45.8Z,3,REGULAR,rebound,defensive,[],1629644,,,1610612748,98,69,2021-12-22T02:14:55Z,4900000,,,0,,K. Okpala REBOUND (Off:0 Def:3),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,494.0,3.0,3.0,0.0,,,,,,,,,,,,,
496,PT00M00.00S,2021-12-22T02:14:52.1Z,3,REGULAR,period,end,[],0,,,1610612748,98,69,2021-12-22T02:14:52Z,4910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-12-22T02:15:12.1Z,4,REGULAR,substitution,out,['startperiod'],1629130,,,1610612748,98,69,2021-12-22T02:17:52Z,4920000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-12-22T02:15:12.1Z,4,REGULAR,substitution,out,['startperiod'],1627747,,,1610612748,98,69,2021-12-22T02:17:52Z,4930000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-12-22T02:15:12.1Z,4,REGULAR,substitution,out,['startperiod'],1626167,,,1610612748,98,69,2021-12-22T02:17:52Z,4940000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-12-22T02:15:12.1Z,4,REGULAR,substitution,in,['startperiod'],1629622,,,1610612748,98,69,2021-12-22T02:17:52Z,4950000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-12-22T02:15:12.1Z,4,REGULAR,substitution,in,['startperiod'],1630543,,,1610612748,98,69,2021-12-22T02:17:52Z,4960000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-12-22T02:15:12.1Z,4,REGULAR,substitution,in,['startperiod'],202954,,,1610612748,98,69,2021-12-22T02:17:52Z,4970000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2021-12-22T02:18:27.0Z,4,REGULAR,period,start,[],0,,,1610612754,98,69,2021-12-22T02:18:27Z,4980000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M47.00S,2021-12-22T02:18:38.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202954,13.748357424441524,46.07843137254902,1610612754,98,71,2021-12-22T02:18:43Z,4990000,20.0,77.0,1,left,B. Wanamaker 7' driving floating Jump Shot (2 PTS),[202954],1610612754.0,IND,driving floating,,,Wanamaker,B. Wanamaker,,,,,7.92,Made,2.0,,,,,,,,,,,,,,,,,
505,PT11M19.00S,2021-12-22T02:19:14.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629644,92.19776609724047,53.431372549019606,1610612748,98,71,2021-12-22T02:19:44Z,5000000,17.0,21.0,1,right,MISS K. Okpala floating Shot,[1629644],1610612748.0,MIA,floating,,,Okpala,K. Okpala,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,
506,PT11M15.00S,2021-12-22T02:19:18.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,98,71,2021-12-22T02:19:30Z,5010000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,
507,PT11M15.00S,2021-12-22T02:19:18.8Z,4,REGULAR,foul,personal,[],200768,,,1610612754,98,71,2021-12-22T02:19:37Z,5020000,,,0,,K. Lowry loose ball personal FOUL (4 PF),"[200768, 1630543]",1610612748.0,MIA,loose ball,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,200832.0,4.0,0.0,Jackson,1630543.0,,,,
509,PT11M00.00S,2021-12-22T02:19:50.9Z,4,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612754,98,71,2021-12-22T02:20:24Z,5040000,,,0,,O. Yurtseven shooting personal FOUL (4 PF) (Martin 2 FT),"[1630209, 1629103]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,202007.0,4.0,0.0,Martin,1629103.0,,,,
511,PT11M00.00S,2021-12-22T02:20:14.3Z,4,REGULAR,freethrow,1 of 2,[],1629103,,,1610612754,98,72,2021-12-22T02:20:14Z,5060000,,,0,,K. Martin Free Throw 1 of 2 (1 PTS),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
512,PT11M00.00S,2021-12-22T02:20:25.6Z,4,REGULAR,freethrow,2 of 2,[],1629103,,,1610612754,98,73,2021-12-22T02:20:25Z,5070000,,,0,,K. Martin Free Throw 2 of 2 (2 PTS),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
514,PT10M38.00S,2021-12-22T02:20:48.9Z,4,REGULAR,3pt,Jump Shot,[],200768,68.41327201051249,29.411764705882355,1610612748,98,73,2021-12-22T02:20:53Z,5090000,-103.0,244.0,1,right,MISS K. Lowry 26' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,
515,PT10M36.00S,2021-12-22T02:20:50.8Z,4,REGULAR,rebound,offensive,[],1630209,,,1610612748,98,73,2021-12-22T02:20:50Z,5100000,,,0,,O. Yurtseven REBOUND (Off:5 Def:4),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,514.0,9.0,4.0,5.0,,,,,,,,,,,,,
516,PT10M30.00S,2021-12-22T02:20:56.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630209,95.0886990801577,67.15686274509804,1610612748,98,73,2021-12-22T02:21:02Z,5110000,86.0,-6.0,1,right,MISS O. Yurtseven 8' floating Shot,[1630209],1610612748.0,MIA,floating,,,Yurtseven,O. Yurtseven,,,,,8.6,Missed,,,,,,,,,,,,,,,,,,
517,PT10M27.00S,2021-12-22T02:20:59.4Z,4,REGULAR,rebound,offensive,[],1630209,,,1610612748,98,73,2021-12-22T02:21:02Z,5120000,,,0,,O. Yurtseven REBOUND (Off:6 Def:4),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,516.0,10.0,4.0,6.0,,,,,,,,,,,,,
518,PT10M26.00S,2021-12-22T02:21:00.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630209,92.19776609724047,50.73529411764706,1610612748,98,73,2021-12-22T02:21:29Z,5130000,4.0,21.0,1,right,MISS O. Yurtseven fadeaway Shot,[1630209],1610612748.0,MIA,fadeaway,,,Yurtseven,O. Yurtseven,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,
519,PT10M21.00S,2021-12-22T02:21:05.4Z,4,REGULAR,rebound,offensive,[],200768,,,1610612748,98,73,2021-12-22T02:21:06Z,5140000,,,0,,K. Lowry REBOUND (Off:1 Def:10),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,518.0,11.0,10.0,1.0,,,,,,,,,,,,,
520,PT10M20.00S,2021-12-22T02:21:06.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200768,93.64323258869908,51.470588235294116,1610612748,98,73,2021-12-22T02:21:22Z,5150000,7.0,7.0,1,right,MISS K. Lowry putback Layup,[200768],1610612748.0,MIA,putback,,,Lowry,K. Lowry,,,,,1.04,Missed,,,,,,,,,,,,,,,,,,
521,PT10M18.00S,2021-12-22T02:21:08.0Z,4,REGULAR,rebound,defensive,[],1629103,,,1610612754,98,73,2021-12-22T02:21:08Z,5160000,,,0,,K. Martin REBOUND (Off:1 Def:3),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,520.0,4.0,3.0,1.0,,,,,,,,,,,,,
522,PT10M15.00S,2021-12-22T02:21:11.6Z,4,REGULAR,3pt,Jump Shot,[],1628470,11.908672798948752,3.9215686274509802,1610612754,98,76,2021-12-22T02:21:31Z,5170000,230.0,59.0,1,left,T. Craig 3PT  (5 PTS) (O. Brissett 1 AST),"[1628470, 1629052]",1610612754.0,IND,,,,Craig,T. Craig,,,,,23.79,Made,5.0,,,,,O. Brissett,1629052.0,1.0,,,,,,,,,,
524,PT10M01.00S,2021-12-22T02:21:33.3Z,4,REGULAR,foul,personal,['2freethrow'],202954,,,1610612748,98,76,2021-12-22T02:21:44Z,5190000,,,0,,B. Wanamaker shooting personal FOUL (2 PF) (Herro 2 FT),"[202954, 1629639]",1610612754.0,IND,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Herro,1629639.0,,,,
526,PT10M01.00S,2021-12-22T02:21:53.5Z,4,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,99,76,2021-12-22T02:21:53Z,5210000,,,0,,T. Herro Free Throw 1 of 2 (19 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
527,PT10M01.00S,2021-12-22T02:21:54.6Z,4,REGULAR,substitution,out,[],200768,,,1610612748,99,76,2021-12-22T02:22:00Z,5220000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M01.00S,2021-12-22T02:21:54.6Z,4,REGULAR,substitution,in,[],1629216,,,1610612748,99,76,2021-12-22T02:22:00Z,5230000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M01.00S,2021-12-22T02:22:19.1Z,4,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,100,76,2021-12-22T02:22:19Z,5240000,,,0,,T. Herro Free Throw 2 of 2 (20 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
530,PT09M49.00S,2021-12-22T02:22:34.5Z,4,REGULAR,turnover,bad pass,[],202954,,,1610612754,100,76,2021-12-22T02:22:38Z,5250000,,,0,,B. Wanamaker bad pass TURNOVER (2 TO),"[202954, 1630209]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2.0,,,,,,,,Yurtseven,1630209.0
531,PT09M49.00S,2021-12-22T02:22:34.5Z,4,REGULAR,steal,,[],1630209,,,1610612748,100,76,2021-12-22T02:22:36Z,5260000,,,0,,O. Yurtseven STEAL (2 STL),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M33.00S,2021-12-22T02:22:51.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,67.88764783180025,60.049019607843135,1610612748,103,76,2021-12-22T02:23:03Z,5270000,50.0,249.0,1,right,T. Herro 25' 3PT step back (23 PTS) (M. Strus 2 AST),"[1629639, 1629622]",1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,25.44,Made,23.0,,,,,M. Strus,1629622.0,2.0,,,,,,,,,,
534,PT09M21.00S,2021-12-22T02:23:02.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629103,9.411957950065702,51.470588235294116,1610612754,103,76,2021-12-22T02:23:08Z,5290000,-7.0,36.0,1,left,MISS K. Martin driving floating Shot,[1629103],1610612754.0,IND,driving floating,,,Martin,K. Martin,,,,,3.68,Missed,,,,,,,,,,,,,,,,,,
535,PT09M18.00S,2021-12-22T02:23:06.1Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,103,76,2021-12-22T02:23:06Z,5300000,,,0,,M. Strus REBOUND (Off:2 Def:4),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,534.0,6.0,4.0,2.0,,,,,,,,,,,,,
536,PT09M14.00S,2021-12-22T02:23:10.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,67.49342969776609,79.90196078431373,1610612748,106,76,2021-12-22T02:23:34Z,5310000,150.0,253.0,1,right,T. Herro 29' 3PT running pullup (26 PTS),[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,29.4,Made,26.0,,,,,,,,,,,,,,,,,
