actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
595,PT05M22.00S,2023-01-01T02:04:09.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,94.69448094612353,50.98039215686274,1610612741,96,99,2023-01-01T02:18:10Z,5830000,False,5.0,-3.0,1,right,Z. LaVine running Layup (15 PTS),[203897],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,0.55,Made,15.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
596,PT05M22.00S,2023-01-01T02:04:17.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,96,99,2023-01-01T02:04:17Z,5840000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT05M22.00S,2023-01-01T02:06:40.7Z,4,REGULAR,substitution,out,[],1630172,,,1610612739,96,99,2023-01-01T02:06:54Z,5850000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
602,PT05M22.00S,2023-01-01T02:06:40.7Z,4,REGULAR,substitution,out,[],203526,,,1610612739,96,99,2023-01-01T02:06:54Z,5860000,False,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,,,,,,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,
603,PT05M22.00S,2023-01-01T02:06:40.7Z,4,REGULAR,substitution,in,[],1627936,,,1610612739,96,99,2023-01-01T02:06:54Z,5870000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
604,PT05M22.00S,2023-01-01T02:06:40.7Z,4,REGULAR,substitution,in,[],1630171,,,1610612739,96,99,2023-01-01T02:06:54Z,5880000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
605,PT04M56.00S,2023-01-01T02:07:29.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,10.726018396846255,50.0,1610612739,96,101,2023-01-01T02:07:34Z,5890000,False,0.0,48.0,1,left,I. Okoro driving floating Jump Shot (11 PTS),[1630171],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,11.0,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
607,PT04M31.00S,2023-01-01T02:07:55.8Z,4,REGULAR,3pt,Jump Shot,[],201942,68.54467805519053,26.715686274509803,1610612741,96,101,2023-01-01T02:07:59Z,5910000,False,-116.0,243.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,26.96,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
608,PT04M28.00S,2023-01-01T02:07:58.8Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,96,101,2023-01-01T02:07:59Z,5920000,False,,,0,,J. Allen REBOUND (Off:4 Def:6),[1628386],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,,Allen,J. Allen,607.0,10.0,6.0,4.0,,,,,,,,,,,,,,
609,PT04M17.00S,2023-01-01T02:08:10.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,9.674770039421814,40.44117647058824,1610612739,96,101,2023-01-01T02:08:13Z,5930000,False,48.0,38.0,1,left,MISS C. LeVert 6' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
610,PT04M15.00S,2023-01-01T02:08:12.0Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,96,101,2023-01-01T02:08:13Z,5940000,False,,,0,,N. Vucevic REBOUND (Off:2 Def:11),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Vucevic,N. Vucevic,609.0,13.0,11.0,2.0,,,,,,,,,,,,,,
611,PT03M58.00S,2023-01-01T02:08:27.8Z,4,REGULAR,2pt,Jump Shot,[],203897,76.16622864651774,25.0,1610612741,96,101,2023-01-01T02:08:38Z,5950000,False,-125.0,172.0,1,right,MISS Z. LaVine 21' step back Shot,[203897],1610612741.0,CHI,step back,,,,,,Mid-Range,16-24 Left Center,21.22,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
612,PT03M54.00S,2023-01-01T02:08:31.8Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612739,96,101,2023-01-01T02:08:38Z,5960000,False,,,0,,I. Okoro REBOUND (Off:3 Def:3),[1630171],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left Center,,,,Okoro,I. Okoro,611.0,6.0,3.0,3.0,,,,,,,,,,,,,,
613,PT03M54.00S,2023-01-01T02:08:39.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,96,101,2023-01-01T02:08:39Z,5970000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M46.00S,2023-01-01T02:10:19.1Z,4,REGULAR,turnover,bad pass,[],201567,,,1610612739,96,101,2023-01-01T02:10:26Z,5980000,False,,,0,,K. Love bad pass TURNOVER (2 TO),"[201567, 1630245]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,,,,Love,K. Love,,,,,,,,2.0,Dosunmu,1630245.0,,,,,,,,
615,PT03M46.00S,2023-01-01T02:10:19.1Z,4,REGULAR,steal,,[],1630245,,,1610612741,96,101,2023-01-01T02:20:48Z,5990000,False,,,0,,A. Dosunmu STEAL (4 STL),[1630245],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
616,PT03M36.00S,2023-01-01T02:10:39.3Z,4,REGULAR,foul,offensive,[],201942,,,1610612741,96,101,2023-01-01T02:10:50Z,6000000,False,,,0,,D. DeRozan charge offensive FOUL (5 PF),"[201942, 201567]",1610612741.0,CHI,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,201638.0,5.0,0.0,Love,201567.0,,,
618,PT03M36.00S,2023-01-01T02:10:39.3Z,4,REGULAR,turnover,offensive foul,[],201942,,,1610612741,96,101,2023-01-01T02:10:39Z,6020000,False,,,0,,D. DeRozan offensive foul TURNOVER (3 TO),[201942],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,DeRozan,D. DeRozan,,,,,,,,3.0,,,201638.0,,,,,,,
619,PT03M16.00S,2023-01-01T02:11:17.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201567,32.53942181340342,45.588235294117645,1610612739,96,101,2023-01-01T02:11:22Z,6030000,False,22.0,253.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,25.44,Missed,,Love,K. Love,,,,,,,,,,,,,,,,,,
620,PT03M16.00S,2023-01-01T02:11:17.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,96,101,2023-01-01T02:11:22Z,6040000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,,,619.0,,,,,,,,,,,,,,,,,
622,PT03M00.00S,2023-01-01T02:11:46.1Z,4,REGULAR,turnover,lost ball,[],201942,,,1610612741,96,101,2023-01-01T02:11:51Z,6060000,False,,,0,,D. DeRozan lost ball TURNOVER (4 TO),"[201942, 1627747]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,DeRozan,D. DeRozan,,,,,,,,4.0,LeVert,1627747.0,,,,,,,,
623,PT03M00.00S,2023-01-01T02:11:46.1Z,4,REGULAR,steal,,[],1627747,,,1610612739,96,101,2023-01-01T02:11:48Z,6070000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
624,PT02M42.00S,2023-01-01T02:12:04.5Z,4,REGULAR,turnover,bad pass,[],201567,,,1610612739,96,101,2023-01-01T02:12:08Z,6080000,False,,,0,,K. Love bad pass TURNOVER (3 TO),"[201567, 202696]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Love,K. Love,,,,,,,,3.0,Vucevic,202696.0,,,,,,,,
625,PT02M42.00S,2023-01-01T02:12:04.5Z,4,REGULAR,steal,,[],202696,,,1610612741,96,101,2023-01-01T02:12:06Z,6090000,False,,,0,,N. Vucevic STEAL (2 STL),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
626,PT02M26.00S,2023-01-01T02:12:20.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,92.59198423127464,53.67647058823529,1610612741,96,101,2023-01-01T02:12:25Z,6100000,False,18.0,17.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.51,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
627,PT02M22.00S,2023-01-01T02:12:24.1Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,96,101,2023-01-01T02:12:24Z,6110000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:11),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,626.0,14.0,11.0,3.0,,,,,,,,,,,,,,
628,PT02M22.00S,2023-01-01T02:12:24.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,94.40999984741211,50.0,1610612741,96,101,2023-01-01T02:12:24Z,6120000,False,0.0,0.0,1,right,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
629,PT02M21.00S,2023-01-01T02:12:25.2Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612739,96,101,2023-01-01T02:12:25Z,6130000,False,,,0,,I. Okoro REBOUND (Off:3 Def:4),[1630171],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,,Okoro,I. Okoro,628.0,7.0,4.0,3.0,,,,,,,,,,,,,,
630,PT02M03.00S,2023-01-01T02:12:43.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,7.703679369250986,52.450980392156865,1610612739,96,103,2023-01-01T02:12:50Z,6140000,False,-12.0,20.0,1,left,C. LeVert driving floating Jump Shot (23 PTS),[1627747],1610612739.0,CLE,driving floating,,,,,,Restricted Area,0-8 Center,2.34,Made,23.0,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
631,PT02M02.00S,2023-01-01T02:12:49.7Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,96,103,2023-01-01T02:12:53Z,6150000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,,,,
633,PT01M47.00S,2023-01-01T02:13:18.7Z,4,REGULAR,foul,personal,['2freethrow'],201567,,,1610612741,96,103,2023-01-01T02:13:37Z,6170000,False,,,0,,K. Love shooting personal FOUL (2 PF) (DeRozan 2 FT),"[201567, 201942]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Love,K. Love,,,,,,,,,,,201638.0,2.0,0.0,DeRozan,201942.0,,,
635,PT01M47.00S,2023-01-01T02:13:38.0Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,97,103,2023-01-01T02:13:38Z,6190000,False,,,0,,D. DeRozan Free Throw 1 of 2 (18 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,18.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
636,PT01M47.00S,2023-01-01T02:13:54.1Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,98,103,2023-01-01T02:13:54Z,6200000,False,,,0,,D. DeRozan Free Throw 2 of 2 (19 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,19.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
637,PT01M29.00S,2023-01-01T02:14:41.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,10.85742444152431,63.970588235294116,1610612739,98,103,2023-01-01T02:14:53Z,6210000,False,-70.0,50.0,1,left,MISS K. Love 8' turnaround fadeaway Shot,[201567],1610612739.0,CLE,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,8.57,Missed,,Love,K. Love,,,,,,,,,,,,,,,,,,
638,PT01M22.00S,2023-01-01T02:14:48.6Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,98,103,2023-01-01T02:14:53Z,6220000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Dosunmu,A. Dosunmu,637.0,2.0,2.0,0.0,,,,,,,,,,,,,,
639,PT01M21.00S,2023-01-01T02:14:50.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628378,,,1610612741,98,103,2023-01-01T02:15:07Z,6230000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Caruso 2 FT),"[1628378, 1627936]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,202037.0,2.0,0.0,Caruso,1627936.0,,,
641,PT01M21.00S,2023-01-01T02:15:22.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627936,,,1610612741,98,103,2023-01-01T02:15:22Z,6250000,False,,,0,,MISS A. Caruso Free Throw 1 of 2,[1627936],1610612741.0,CHI,,,,,,,,,,Missed,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
642,PT01M21.00S,2023-01-01T02:15:22.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,98,103,2023-01-01T02:15:22Z,6260000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,
643,PT01M21.00S,2023-01-01T02:15:39.6Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627936,,,1610612741,99,103,2023-01-01T02:15:39Z,6270000,False,,,0,,A. Caruso Free Throw 2 of 2 (4 PTS),[1627936],1610612741.0,CHI,,,,,,,,,,Made,4.0,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
644,PT01M02.00S,2023-01-01T02:16:03.2Z,4,REGULAR,turnover,lost ball,[],1628386,,,1610612739,99,103,2023-01-01T02:16:10Z,6280000,False,,,0,,J. Allen lost ball TURNOVER (2 TO),"[1628386, 1627936]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,,Allen,J. Allen,,,,,,,,2.0,Caruso,1627936.0,,,,,,,,
645,PT01M02.00S,2023-01-01T02:16:03.2Z,4,REGULAR,steal,,[],1627936,,,1610612741,99,103,2023-01-01T02:16:06Z,6290000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
646,PT01M01.00S,2023-01-01T02:16:08.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628378,,,1610612741,99,103,2023-01-01T02:16:20Z,6300000,False,,,0,,D. Mitchell shooting personal FOUL (3 PF) (Dosunmu 2 FT),"[1628378, 1630245]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,200834.0,3.0,0.0,Dosunmu,1630245.0,,,
648,PT01M01.00S,2023-01-01T02:16:37.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630245,,,1610612741,100,103,2023-01-01T02:16:58Z,6320000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (19 PTS),[1630245],1610612741.0,CHI,,,,,,,,,,Made,19.0,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
649,PT01M01.00S,2023-01-01T02:16:37.2Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630245,,,1610612741,100,103,2023-01-01T02:16:58Z,6330000,False,,,0,,MISS A. Dosunmu Free Throw 2 of 2,[1630245],1610612741.0,CHI,,,,,,,,,,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
650,PT00M57.70S,2023-01-01T02:16:40.5Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612739,100,103,2023-01-01T02:16:58Z,6340000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1628378],1610612739.0,CLE,,,,,,,,,,,,Mitchell,D. Mitchell,649.0,3.0,2.0,1.0,,,,,,,,,,,,,,
651,PT00M38.00S,2023-01-01T02:17:17.0Z,4,REGULAR,turnover,bad pass,[],1628378,,,1610612739,100,103,2023-01-01T02:26:21Z,6350000,False,,,0,,D. Mitchell bad pass TURNOVER (7 TO),"[1628378, 1630245]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Mitchell,D. Mitchell,,,,,,,,7.0,Dosunmu,1630245.0,,,,,,,,
652,PT00M38.00S,2023-01-01T02:17:17.0Z,4,REGULAR,steal,,[],1630245,,,1610612741,100,103,2023-01-01T02:17:19Z,6360000,False,,,0,,A. Dosunmu STEAL (5 STL),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
653,PT00M29.80S,2023-01-01T02:17:26.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,92.85479632063075,49.01960784313725,1610612741,102,103,2023-01-01T02:17:32Z,6370000,False,-5.0,15.0,1,right,D. DeRozan driving Layup (21 PTS),[201942],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.55,Made,21.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
654,PT00M29.80S,2023-01-01T02:17:32.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,102,103,2023-01-01T02:17:32Z,6380000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M29.80S,2023-01-01T02:18:50.4Z,4,REGULAR,substitution,out,[],1630171,,,1610612739,102,103,2023-01-01T02:18:57Z,6390000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
656,PT00M29.80S,2023-01-01T02:18:50.4Z,4,REGULAR,substitution,in,[],1626224,,,1610612739,102,103,2023-01-01T02:18:57Z,6400000,False,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
657,PT00M05.80S,2023-01-01T02:19:35.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,13.748357424441524,50.49019607843137,1610612739,102,103,2023-01-01T02:20:19Z,6410000,False,-2.0,77.0,1,left,MISS C. LeVert 7' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
658,PT00M05.80S,2023-01-01T02:19:35.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,102,103,2023-01-01T02:20:19Z,6420000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,657.0,,,,,,,,,,,,,,,,,
659,PT00M05.80S,2023-01-01T02:19:37.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,102,103,2023-01-01T02:19:54Z,6430000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201638.0,,,,,,,
660,PT00M05.80S,2023-01-01T02:19:52.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,102,103,2023-01-01T02:19:52Z,6440000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M05.80S,2023-01-01T02:21:01.9Z,4,REGULAR,substitution,out,[],201567,,,1610612741,102,103,2023-01-01T02:21:04Z,6450000,False,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,
662,PT00M05.80S,2023-01-01T02:21:01.9Z,4,REGULAR,substitution,in,[],1630171,,,1610612741,102,103,2023-01-01T02:21:04Z,6460000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2023-01-01T02:21:31.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201942,91.40932982917214,78.67647058823529,1610612741,102,103,2023-01-01T02:21:39Z,6470000,False,143.0,28.0,1,right,MISS D. DeRozan 14' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,14.62,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2023-01-01T02:21:36.8Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,102,103,2023-01-01T02:21:36Z,6480000,False,,,0,,C. Osman REBOUND (Off:1 Def:3),[1626224],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,,Osman,C. Osman,663.0,4.0,3.0,1.0,,,,,,,,,,,,,,
665,PT00M00.00S,2023-01-01T02:21:38.0Z,4,REGULAR,period,end,[],0,,,1610612739,102,103,2023-01-01T02:21:38Z,6490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M00.00S,2023-01-01T02:21:40.7Z,4,REGULAR,game,end,[],0,,,0,102,103,2023-01-01T02:21:40Z,6500000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
