actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,descriptor,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,value
531,PT06M48.00S,2021-11-18T05:01:25.7Z,4,REGULAR,foul,personal,['1freethrow'],203501,,,1610612756,83,86,2021-11-18T05:01:36Z,5200000,,,0,,T. Hardaway Jr. personal FOUL (4 PF) (Ayton 1 FT),"[203501, 1629028]",1610612742.0,DAL,202027.0,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,4.0,0.0,Ayton,1629028.0,,,,,,,
533,PT06M48.00S,2021-11-18T05:01:44.1Z,4,REGULAR,freethrow,1 of 1,[],1629028,,,1610612756,83,86,2021-11-18T05:01:48Z,5220000,,,0,,MISS D. Ayton Free Throw 1 of 1,[1629028],1610612756.0,PHX,,Ayton,D. Ayton,,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT06M44.00S,2021-11-18T05:01:48.1Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,83,86,2021-11-18T05:01:48Z,5230000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:5),[1627827],1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,,,533.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
536,PT06M31.00S,2021-11-18T05:02:00.5Z,4,REGULAR,foul,personal,[],203504,,,1610612742,83,86,2021-11-18T05:02:07Z,5240000,,,0,,T. Burke personal FOUL (1 PF),"[203504, 1626164]",1610612742.0,DAL,1198.0,Burke,T. Burke,,,,,,,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,,,,,,
538,PT06M31.00S,2021-11-18T05:02:00.5Z,4,REGULAR,turnover,,[],203504,,,1610612742,83,86,2021-11-18T05:02:00Z,5260000,,,0,,T. Burke TURNOVER (1 TO),[203504],1610612742.0,DAL,1198.0,Burke,T. Burke,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
539,PT06M15.00S,2021-11-18T05:02:27.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629028,90.22667542706965,52.20588235294118,1610612756,85,86,2021-11-18T05:02:34Z,5270000,11.0,39.0,1,right,D. Ayton cutting DUNK (15 PTS) (C. Johnson 2 AST),"[1629028, 1629661]",1610612756.0,PHX,,Ayton,D. Ayton,4.09,Made,,,,,cutting,15.0,C. Johnson,1629661.0,2.0,,,,,,,,,,,,,,,,
541,PT05M54.00S,2021-11-18T05:02:50.3Z,4,REGULAR,foul,personal,[],1629661,,,1610612742,85,86,2021-11-18T05:03:06Z,5290000,,,0,,C. Johnson personal FOUL (3 PF),"[1629661, 203939]",1610612756.0,PHX,1198.0,Johnson,C. Johnson,,,,,,,,,,,,,,,,,3.0,0.0,Powell,203939.0,,,,,,,
543,PT05M54.00S,2021-11-18T05:02:57.3Z,4,REGULAR,substitution,out,[],203504,,,1610612742,85,86,2021-11-18T05:03:00Z,5310000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT05M54.00S,2021-11-18T05:02:57.3Z,4,REGULAR,substitution,in,[],1628973,,,1610612742,85,86,2021-11-18T05:03:00Z,5320000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT05M44.00S,2021-11-18T05:03:22.7Z,4,REGULAR,3pt,Jump Shot,[],203501,27.414586070959263,15.686274509803921,1610612742,85,86,2021-11-18T05:03:27Z,5330000,172.0,205.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,26.75,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT05M41.00S,2021-11-18T05:03:25.7Z,4,REGULAR,rebound,defensive,[],1629661,,,1610612756,85,86,2021-11-18T05:03:27Z,5340000,,,0,,C. Johnson REBOUND (Off:1 Def:5),[1629661],1610612756.0,PHX,,Johnson,C. Johnson,,,545.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
547,PT05M32.00S,2021-11-18T05:03:33.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.06636005256242,60.5392156862745,1610612756,87,86,2021-11-18T05:03:41Z,5350000,53.0,22.0,1,right,D. Booker driving Layup (21 PTS),[1626164],1610612756.0,PHX,,Booker,D. Booker,5.71,Made,,,,,driving,21.0,,,,,,,,,,,,,,,,,,,
548,PT05M08.00S,2021-11-18T05:03:58.1Z,4,REGULAR,3pt,Jump Shot,[],1627827,11.383048620236531,4.166666666666666,1610612742,87,89,2021-11-18T05:04:02Z,5360000,229.0,55.0,1,left,D. Finney-Smith 3PT  (9 PTS) (J. Brunson 8 AST),"[1627827, 1628973]",1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,23.56,Made,,,,,,9.0,J. Brunson,1628973.0,8.0,,,,,,,,,,,,,,,,
550,PT04M55.00S,2021-11-18T05:04:11.5Z,4,REGULAR,2pt,Jump Shot,[],101108,86.81011826544021,71.32352941176471,1610612756,89,89,2021-11-18T05:04:18Z,5380000,107.0,71.0,1,right,C. Paul 12' pullup Jump Shot (5 PTS),[101108],1610612756.0,PHX,,Paul,C. Paul,12.84,Made,,,,,pullup,5.0,,,,,,,,,,,,,,,,,,,
551,PT04M33.00S,2021-11-18T05:04:33.0Z,4,REGULAR,2pt,Jump Shot,[],203501,27.54599211563732,57.107843137254896,1610612742,89,89,2021-11-18T05:04:41Z,5390000,-36.0,206.0,1,left,MISS T. Hardaway Jr. 20' pullup Shot,[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,20.94,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,,
552,PT04M31.00S,2021-11-18T05:04:35.0Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612756,89,89,2021-11-18T05:04:38Z,5400000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628969],1610612756.0,PHX,,Bridges,M. Bridges,,,551.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
553,PT04M18.00S,2021-11-18T05:04:47.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,88.51839684625493,51.9607843137255,1610612756,91,89,2021-11-18T05:04:52Z,5410000,10.0,55.0,1,right,D. Ayton turnaround Jump Shot (17 PTS) (C. Paul 11 AST),"[1629028, 101108]",1610612756.0,PHX,,Ayton,D. Ayton,5.63,Made,,,,,turnaround,17.0,C. Paul,101108.0,11.0,,,,,,,,,,,,,,,,
555,PT04M18.00S,2021-11-18T05:04:53.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,91,89,2021-11-18T05:04:53Z,5430000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT04M18.00S,2021-11-18T05:07:30.5Z,4,REGULAR,substitution,out,[],1629661,,,1610612742,91,89,2021-11-18T05:07:43Z,5440000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT04M18.00S,2021-11-18T05:07:30.5Z,4,REGULAR,substitution,out,[],203939,,,1610612742,91,89,2021-11-18T05:07:43Z,5450000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT04M18.00S,2021-11-18T05:07:30.5Z,4,REGULAR,substitution,in,[],203109,,,1610612742,91,89,2021-11-18T05:07:43Z,5460000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT04M18.00S,2021-11-18T05:07:30.5Z,4,REGULAR,substitution,in,[],204001,,,1610612742,91,89,2021-11-18T05:07:43Z,5470000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT03M59.00S,2021-11-18T05:08:37.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,12.171484888304862,47.05882352941176,1610612742,91,91,2021-11-18T05:08:48Z,5480000,15.0,62.0,1,left,T. Hardaway Jr. 6' floating Jump Shot (21 PTS) (K. Porzingis 7 AST),"[203501, 204001]",1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,6.36,Made,,,,,floating,21.0,K. Porzingis,204001.0,7.0,,,,,,,,,,,,,,,,
562,PT03M59.00S,2021-11-18T05:08:42.4Z,4,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612742,91,91,2021-11-18T05:09:03Z,5500000,,,0,,D. Ayton personal FOUL (2 PF) (Hardaway Jr. 1 FT),"[1629028, 203501]",1610612756.0,PHX,1198.0,Ayton,D. Ayton,,,,,,,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,
564,PT03M59.00S,2021-11-18T05:09:06.5Z,4,REGULAR,freethrow,1 of 1,[],203501,,,1610612742,91,92,2021-11-18T05:09:06Z,5520000,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (22 PTS),[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,,Made,,,,,,22.0,,,,,,,,,,,,,,,,,,,
565,PT03M44.00S,2021-11-18T05:09:26.6Z,4,REGULAR,2pt,Jump Shot,[],1628969,83.26215505913272,10.294117647058822,1610612756,93,92,2021-11-18T05:09:31Z,5530000,-199.0,105.0,1,right,M. Bridges 22' Jump Shot (10 PTS) (C. Paul 12 AST),"[1628969, 101108]",1610612756.0,PHX,,Bridges,M. Bridges,22.45,Made,,,,,,10.0,C. Paul,101108.0,12.0,,,,,,,,,,,,,,,,
567,PT03M27.00S,2021-11-18T05:09:44.1Z,4,REGULAR,2pt,Jump Shot,[],204001,26.62614980289093,47.05882352941176,1610612742,93,94,2021-11-18T05:09:48Z,5550000,15.0,198.0,1,left,K. Porzingis 19' Jump Shot (21 PTS) (J. Brunson 9 AST),"[204001, 1628973]",1610612742.0,DAL,,Porzingis,K. Porzingis,19.83,Made,,,,,,21.0,J. Brunson,1628973.0,9.0,,,,,,,,,,,,,,,,
569,PT03M07.00S,2021-11-18T05:10:03.7Z,4,REGULAR,3pt,Jump Shot,[],203109,90.48948751642575,2.941176470588235,1610612756,96,94,2021-11-18T05:10:06Z,5570000,-235.0,37.0,1,right,J. Crowder 3PT  (12 PTS) (M. Bridges 2 AST),"[203109, 1628969]",1610612756.0,PHX,,Crowder,J. Crowder,23.82,Made,,,,,,12.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,,,,,,
571,PT02M42.00S,2021-11-18T05:10:28.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,9.674770039421814,48.28431372549019,1610612742,96,96,2021-11-18T05:10:33Z,5590000,9.0,38.0,1,left,J. Brunson driving Layup (16 PTS),[1628973],1610612742.0,DAL,,Brunson,J. Brunson,3.94,Made,,,,,driving,16.0,,,,,,,,,,,,,,,,,,,
572,PT02M34.00S,2021-11-18T05:10:39.8Z,4,REGULAR,foul,personal,['2freethrow'],204001,,,1610612756,96,96,2021-11-18T05:10:46Z,5600000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Crowder 2 FT),"[204001, 203109]",1610612742.0,DAL,1198.0,Porzingis,K. Porzingis,,,,,,,shooting,,,,,,,,,,2.0,0.0,Crowder,203109.0,,,,,,,
574,PT02M34.00S,2021-11-18T05:11:14.9Z,4,REGULAR,freethrow,1 of 2,[],203109,,,1610612756,97,96,2021-11-18T05:11:14Z,5620000,,,0,,J. Crowder Free Throw 1 of 2 (13 PTS),[203109],1610612756.0,PHX,,Crowder,J. Crowder,,Made,,,,,,13.0,,,,,,,,,,,,,,,,,,,
575,PT02M34.00S,2021-11-18T05:11:35.1Z,4,REGULAR,freethrow,2 of 2,[],203109,,,1610612756,98,96,2021-11-18T05:11:35Z,5630000,,,0,,J. Crowder Free Throw 2 of 2 (14 PTS),[203109],1610612756.0,PHX,,Crowder,J. Crowder,,Made,,,,,,14.0,,,,,,,,,,,,,,,,,,,
576,PT02M14.00S,2021-11-18T05:11:57.0Z,4,REGULAR,3pt,Jump Shot,[],203501,8.754927726675426,3.6764705882352944,1610612742,98,96,2021-11-18T05:12:01Z,5640000,232.0,30.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,23.35,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT02M14.00S,2021-11-18T05:11:57.0Z,4,REGULAR,rebound,offensive,[],204001,,,1610612742,98,96,2021-11-18T05:15:08Z,5650000,,,0,,K. Porzingis REBOUND (Off:2 Def:6),[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,,576.0,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,
585,PT02M14.00S,2021-11-18T05:12:07.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,6.8823915900131425,45.58823529411765,1610612742,98,96,2021-11-18T05:14:54Z,5655000,22.0,12.0,1,left,MISS K. Porzingis tip Layup,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,2.52,Missed,,,,,tip,,,,,,,,,,,,,,,,,,,,
586,PT02M13.00S,2021-11-18T05:12:08.1Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,98,96,2021-11-18T05:14:40Z,5657500,,,0,,D. Ayton REBOUND (Off:3 Def:10),[1629028],1610612756.0,PHX,,Ayton,D. Ayton,,,585.0,13.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,
578,PT01M53.00S,2021-11-18T05:12:17.3Z,4,REGULAR,3pt,Jump Shot,[],203109,91.93495400788436,3.431372549019608,1610612756,98,96,2021-11-18T05:12:21Z,5660000,-233.0,23.0,1,right,MISS J. Crowder 3PT,[203109],1610612756.0,PHX,,Crowder,J. Crowder,23.4,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT01M50.00S,2021-11-18T05:12:20.3Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,98,96,2021-11-18T05:12:24Z,5670000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:6),[1627827],1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,,,578.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,
580,PT01M34.00S,2021-11-18T05:12:36.7Z,4,REGULAR,turnover,bad pass,[],1627827,,,1610612742,98,96,2021-11-18T05:12:41Z,5680000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1628969]",1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,,,,,,,,,
581,PT01M34.00S,2021-11-18T05:12:36.7Z,4,REGULAR,steal,,[],1628969,,,1610612756,98,96,2021-11-18T05:12:38Z,5690000,,,0,,M. Bridges STEAL (2 STL),[1628969],1610612756.0,PHX,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT01M27.00S,2021-11-18T05:12:44.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629028,91.01511169513797,52.94117647058824,1610612756,100,96,2021-11-18T05:13:32Z,5700000,15.0,32.0,1,right,D. Ayton DUNK (19 PTS) (C. Paul 13 AST),"[1629028, 101108]",1610612756.0,PHX,,Ayton,D. Ayton,3.52,Made,,,,,,19.0,C. Paul,101108.0,13.0,,,,,,,,,,,,,,,,
584,PT01M27.00S,2021-11-18T05:12:55.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,100,96,2021-11-18T05:12:55Z,5720000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT01M14.00S,2021-11-18T05:14:52.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203493,5.995400788436268,46.32352941176471,1610612742,100,96,2021-11-18T05:17:25Z,5730000,18.0,4.0,1,left,MISS R. Bullock reverse Layup,[203493],1610612742.0,DAL,,Bullock,R. Bullock,1.88,Missed,,,,,reverse,,,,,,,,,,,,,,,,,,,,
588,PT01M12.00S,2021-11-18T05:14:54.1Z,4,REGULAR,rebound,defensive,[],101108,,,1610612756,100,96,2021-11-18T05:14:58Z,5740000,,,0,,C. Paul REBOUND (Off:0 Def:4),[101108],1610612756.0,PHX,,Paul,C. Paul,,,587.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,
589,PT00M50.20S,2021-11-18T05:15:16.3Z,4,REGULAR,3pt,Jump Shot,[],1626164,65.39093298291722,46.81372549019608,1610612756,103,96,2021-11-18T05:15:23Z,5750000,-16.0,273.0,1,right,D. Booker 27' 3PT  (24 PTS) (C. Paul 14 AST),"[1626164, 101108]",1610612756.0,PHX,,Booker,D. Booker,27.33,Made,,,,,,24.0,C. Paul,101108.0,14.0,,,,,,,,,,,,,,,,
592,PT00M40.30S,2021-11-18T05:15:42.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628973,6.652431011826544,53.18627450980392,1610612742,103,98,2021-11-18T05:17:11Z,5780000,-16.0,10.0,1,left,J. Brunson Layup (18 PTS),[1628973],1610612742.0,DAL,,Brunson,J. Brunson,1.88,Made,,,,,,18.0,,,,,,,,,,,,,,,,,,,
599,PT00M40.30S,2021-11-18T05:15:53.8Z,4,REGULAR,violation,defensive goaltending,[],1626164,,,1610612742,103,98,2021-11-18T05:16:54Z,5790000,,,0,,D. Booker defensive goaltending VIOLATION,[1626164],1610612756.0,PHX,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT00M19.80S,2021-11-18T05:16:05.4Z,4,REGULAR,2pt,Jump Shot,[],101108,86.15308804204993,72.05882352941177,1610612756,103,98,2021-11-18T05:16:24Z,5800000,110.0,78.0,1,right,MISS C. Paul 13' Jump Shot,[101108],1610612756.0,PHX,,Paul,C. Paul,13.49,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M19.80S,2021-11-18T05:16:15.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,103,98,2021-11-18T05:16:15Z,5810000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,594.0,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M19.80S,2021-11-18T05:16:16.1Z,4,REGULAR,foul,personal,['2freethrow'],203493,,,1610612756,103,98,2021-11-18T05:16:26Z,5820000,,,0,,R. Bullock shooting personal FOUL (3 PF) (Paul 2 FT),"[203493, 101108]",1610612742.0,DAL,1198.0,Bullock,R. Bullock,,,,,,,shooting,,,,,,,,,,3.0,0.0,Paul,101108.0,,,,,,,
598,PT00M19.80S,2021-11-18T05:16:45.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],101108,,,1610612756,104,98,2021-11-18T05:16:45Z,5840000,,,0,,C. Paul Free Throw 1 of 2 (6 PTS),[101108],1610612756.0,PHX,,Paul,C. Paul,,Made,,,,,,6.0,,,,,,,,,,,,,,,,,,,
600,PT00M19.80S,2021-11-18T05:16:49.8Z,4,REGULAR,substitution,out,[],1629028,,,1610612756,104,98,2021-11-18T05:16:55Z,5850000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT00M19.80S,2021-11-18T05:16:49.8Z,4,REGULAR,substitution,in,[],1629661,,,1610612756,104,98,2021-11-18T05:16:55Z,5860000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M19.80S,2021-11-18T05:17:05.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],101108,,,1610612756,105,98,2021-11-18T05:17:05Z,5870000,,,0,,C. Paul Free Throw 2 of 2 (7 PTS),[101108],1610612756.0,PHX,,Paul,C. Paul,,Made,,,,,,7.0,,,,,,,,,,,,,,,,,,,
603,PT00M19.80S,2021-11-18T05:17:11.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,105,98,2021-11-18T05:17:11Z,5880000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M19.80S,2021-11-18T05:18:22.0Z,4,REGULAR,substitution,out,[],1627827,,,1610612742,105,98,2021-11-18T05:18:40Z,5890000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT00M19.80S,2021-11-18T05:18:22.0Z,4,REGULAR,substitution,in,[],203939,,,1610612742,105,98,2021-11-18T05:18:40Z,5900000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M13.60S,2021-11-18T05:18:57.1Z,4,REGULAR,turnover,bad pass,[],203493,,,1610612742,105,98,2021-11-18T05:19:03Z,5910000,,,0,,R. Bullock bad pass TURNOVER (2 TO),"[203493, 1628969]",1610612742.0,DAL,,Bullock,R. Bullock,,,,,,,,,,,,2.0,Bridges,1628969.0,,,,,,,,,,,,,
607,PT00M13.60S,2021-11-18T05:18:57.1Z,4,REGULAR,steal,,[],1628969,,,1610612756,105,98,2021-11-18T05:18:59Z,5920000,,,0,,M. Bridges STEAL (3 STL),[1628969],1610612756.0,PHX,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT00M00.00S,2021-11-18T05:19:16.4Z,4,REGULAR,period,end,[],0,,,1610612756,105,98,2021-11-18T05:19:16Z,5930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M00.00S,2021-11-18T05:19:22.3Z,4,REGULAR,game,end,[],0,,,0,105,98,2021-11-18T05:19:22Z,5940000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
