actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
430,PT04M21.00S,2026-01-21T02:35:36.6Z,3,REGULAR,foul,personal,['1freethrow'],1628381,,,1610612741,86,77,2026-01-21T02:35:43Z,4250000,False,,,0,,J. Collins shooting personal FOUL (3 PF) (Smith 1 FT),"[1628381, 1630188]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Collins,J. Collins,,,,,,1830.0,,,,,3.0,0.0,Smith,1630188.0,,,,
432,PT04M21.00S,2026-01-21T02:36:03.9Z,3,REGULAR,freethrow,1 of 1,[],1630188,,,1610612741,86,77,2026-01-21T02:36:06Z,4270000,False,,,0,,MISS J. Smith Free Throw 1 of 1,[1630188],1610612741.0,CHI,,,,,,,,,,Missed,Smith,J. Smith,,,,,,,,,,,,,,,,,,
433,PT04M19.00S,2026-01-21T02:36:05.9Z,3,REGULAR,rebound,defensive,[],201935,,,1610612746,86,77,2026-01-21T02:36:06Z,4280000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,432.0,5.0,5.0,0.0,,,,,,,,,,,,,,
434,PT04M07.00S,2026-01-21T02:36:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.77463863337714,49.01960784313725,1610612746,86,77,2026-01-21T02:36:23Z,4290000,False,-5.0,6.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 1630188]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,0.77,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,Smith,1630188.0
435,PT04M07.00S,2026-01-21T02:36:16.8Z,3,REGULAR,block,,[],1630188,,,1610612746,86,77,2026-01-21T02:36:18Z,4300000,False,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
436,PT04M04.00S,2026-01-21T02:36:19.8Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612741,86,77,2026-01-21T02:36:23Z,4310000,False,,,0,,T. Jones REBOUND (Off:2 Def:5),[1630200],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Jones,T. Jones,434.0,7.0,5.0,2.0,,,,,,,,,,,,,,
437,PT03M56.00S,2026-01-21T02:36:27.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,5.601182654402102,48.529411764705884,1610612741,88,77,2026-01-21T02:36:33Z,4320000,False,7.0,0.0,1,left,T. Jones driving finger roll Layup (11 PTS) (K. Huerter 4 AST),"[1630200, 1628989]",1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,0.74,Made,Jones,T. Jones,,,,,11.0,,,K. Huerter,1628989.0,4.0,,,,,,,,
440,PT03M37.00S,2026-01-21T02:36:47.2Z,3,REGULAR,3pt,Jump Shot,[],1642920,96.00854139290408,97.79411764705883,1610612746,88,77,2026-01-21T02:36:53Z,4350000,False,239.0,-15.0,1,right,MISS K. Sanders 3PT,[1642920],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,23.95,Missed,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,
441,PT03M34.00S,2026-01-21T02:36:50.8Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612741,88,77,2026-01-21T02:36:50Z,4360000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,Huerter,K. Huerter,440.0,3.0,3.0,0.0,,,,,,,,,,,,,,
442,PT03M28.00S,2026-01-21T02:36:56.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,7.30946123521682,49.26470588235294,1610612741,90,77,2026-01-21T02:37:06Z,4370000,False,4.0,16.0,1,left,M. Buzelis driving DUNK (18 PTS) (K. Huerter 5 AST),"[1641824, 1628989]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.66,Made,Buzelis,M. Buzelis,,,,,18.0,,,K. Huerter,1628989.0,5.0,,,,,,,,
446,PT03M05.00S,2026-01-21T02:37:26.9Z,3,REGULAR,turnover,3-second-violation,[],201572,,,1610612746,90,77,2026-01-21T02:37:48Z,4390000,False,,,0,,B. Lopez 3-second-violation TURNOVER (2 TO),[201572],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Lopez,B. Lopez,,,,,,201638.0,2.0,,,,,,,,,,,
447,PT03M05.00S,2026-01-21T02:37:30.2Z,3,REGULAR,substitution,out,[],1628381,,,1610612741,90,77,2026-01-21T02:37:44Z,4400000,False,,,0,,SUB out: J. Collins,[1628381],1610612746.0,LAC,,,,,,,,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,
448,PT03M05.00S,2026-01-21T02:37:30.2Z,3,REGULAR,substitution,in,[],201587,,,1610612741,90,77,2026-01-21T02:37:44Z,4410000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
449,PT02M49.00S,2026-01-21T02:37:56.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,6.521024967148489,47.30392156862745,1610612741,92,77,2026-01-21T02:38:27Z,4420000,False,13.0,9.0,1,left,A. Dosunmu driving Layup (13 PTS) (K. Huerter 6 AST),"[1630245, 1628989]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.61,Made,Dosunmu,A. Dosunmu,,,,,13.0,,,K. Huerter,1628989.0,6.0,,,,,,,,
451,PT02M31.00S,2026-01-21T02:38:14.6Z,3,REGULAR,3pt,Jump Shot,[],201935,78.13731931668858,88.48039215686273,1610612746,92,77,2026-01-21T02:39:05Z,4440000,False,192.0,153.0,1,right,MISS J. Harden 24' 3PT,[201935],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,24.58,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
452,PT02M29.00S,2026-01-21T02:38:16.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,92,77,2026-01-21T02:38:27Z,4450000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,,451.0,,,,,,,,,,,,,,,,,
454,PT02M19.00S,2026-01-21T02:38:42.8Z,3,REGULAR,3pt,Jump Shot,[],1641824,25.706307490144546,83.82352941176471,1610612741,95,77,2026-01-21T02:38:46Z,4470000,False,-169.0,189.0,1,left,M. Buzelis 25' 3PT  (21 PTS) (T. Jones 5 AST),"[1641824, 1630200]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.37,Made,Buzelis,M. Buzelis,,,,,21.0,,,T. Jones,1630200.0,5.0,,,,,,,,
456,PT02M07.00S,2026-01-21T02:38:55.3Z,3,REGULAR,3pt,Jump Shot,[],1641757,72.35545335085413,19.852941176470587,1610612746,95,77,2026-01-21T02:39:02Z,4490000,False,-151.0,207.0,1,right,MISS J. Miller 25' 3PT,[1641757],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,25.64,Missed,Miller,J. Miller,,,,,,,,,,,,,,,,,,
457,PT02M03.00S,2026-01-21T02:38:59.3Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,95,77,2026-01-21T02:39:02Z,4500000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Dosunmu,A. Dosunmu,456.0,3.0,3.0,0.0,,,,,,,,,,,,,,
458,PT02M01.00S,2026-01-21T02:39:01.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628989,5.469776609724048,49.754901960784316,1610612741,97,77,2026-01-21T02:39:06Z,4510000,False,1.0,-1.0,1,left,K. Huerter running finger roll Layup (11 PTS) (A. Dosunmu 4 AST),"[1628989, 1630245]",1610612741.0,CHI,running finger roll,,,,,,Restricted Area,0-8 Center,0.16,Made,Huerter,K. Huerter,,,,,11.0,,,A. Dosunmu,1630245.0,4.0,,,,,,,,
460,PT02M01.00S,2026-01-21T02:39:05.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612746,97,77,2026-01-21T02:39:05Z,4530000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M01.00S,2026-01-21T02:40:46.3Z,3,REGULAR,substitution,out,[],1642920,,,1610612746,97,77,2026-01-21T02:40:56Z,4540000,False,,,0,,SUB out: K. Sanders,[1642920],1610612746.0,LAC,,,,,,,,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,
462,PT02M01.00S,2026-01-21T02:40:46.3Z,3,REGULAR,substitution,in,[],1642353,,,1610612746,97,77,2026-01-21T02:40:56Z,4550000,False,,,0,,SUB in: C. Christie,[1642353],1610612746.0,LAC,,,,,,,,,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,
463,PT01M50.00S,2026-01-21T02:41:00.3Z,3,REGULAR,turnover,traveling,[],201572,,,1610612746,97,77,2026-01-21T02:41:06Z,4560000,False,,,0,,B. Lopez traveling TURNOVER (3 TO),[201572],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Lopez,B. Lopez,,,,,,1830.0,3.0,,,,,,,,,,,
464,PT01M37.00S,2026-01-21T02:41:30.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,29.25427069645204,71.81372549019608,1610612741,97,77,2026-01-21T02:41:35Z,4570000,False,-109.0,222.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,24.78,Missed,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
465,PT01M33.00S,2026-01-21T02:41:34.1Z,3,REGULAR,rebound,defensive,[],1642353,,,1610612746,97,77,2026-01-21T02:41:35Z,4580000,False,,,0,,C. Christie REBOUND (Off:0 Def:3),[1642353],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Christie,C. Christie,464.0,3.0,3.0,0.0,,,,,,,,,,,,,,
466,PT01M24.00S,2026-01-21T02:41:42.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,88.64980289093299,43.38235294117647,1610612746,97,77,2026-01-21T02:41:48Z,4590000,False,-33.0,54.0,1,right,MISS J. Harden 6' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,
467,PT01M23.00S,2026-01-21T02:41:43.7Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612741,97,77,2026-01-21T02:41:43Z,4600000,False,,,0,,T. Jones REBOUND (Off:2 Def:6),[1630200],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,T. Jones,466.0,8.0,6.0,2.0,,,,,,,,,,,,,,
468,PT01M15.00S,2026-01-21T02:41:51.4Z,3,REGULAR,3pt,Jump Shot,[],1630188,31.09395532194481,30.637254901960787,1610612741,97,77,2026-01-21T02:41:56Z,4610000,False,97.0,240.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.86,Missed,Smith,J. Smith,,,,,,,,,,,,,,,,,,
469,PT01M12.00S,2026-01-21T02:41:54.4Z,3,REGULAR,rebound,defensive,[],201572,,,1610612746,97,77,2026-01-21T02:41:56Z,4620000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,Lopez,B. Lopez,468.0,1.0,1.0,0.0,,,,,,,,,,,,,,
470,PT01M03.00S,2026-01-21T02:42:03.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641757,87.72996057818659,50.49019607843137,1610612746,97,79,2026-01-21T02:42:07Z,4630000,False,2.0,63.0,1,right,J. Miller 6' driving floating Jump Shot (10 PTS) (N. Batum 1 AST),"[1641757, 201587]",1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,Miller,J. Miller,,,,,10.0,,,N. Batum,201587.0,1.0,,,,,,,,
471,PT01M01.00S,2026-01-21T02:42:10.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,97,79,2026-01-21T02:42:13Z,4640000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M44.10S,2026-01-21T02:43:58.1Z,3,REGULAR,3pt,Jump Shot,[],1628989,27.808804204993432,77.45098039215686,1610612741,100,79,2026-01-21T02:44:02Z,4650000,False,-137.0,209.0,1,left,K. Huerter 25' 3PT  (14 PTS) (T. Jones 6 AST),"[1628989, 1630200]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.0,Made,Huerter,K. Huerter,,,,,14.0,,,T. Jones,1630200.0,6.0,,,,,,,,
474,PT00M28.10S,2026-01-21T02:44:18.6Z,3,REGULAR,2pt,Jump Shot,[],201935,94.56307490144546,75.0,1610612746,100,81,2026-01-21T02:44:22Z,4670000,False,125.0,-1.0,1,right,J. Harden 12' step back Jump Shot (22 PTS),[201935],1610612746.0,LAC,step back,,,,,,Mid-Range,8-16 Right,12.5,Made,Harden,J. Harden,,,,,22.0,,,,,,,,,,,,,
475,PT00M13.10S,2026-01-21T02:44:36.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.258212877792378,53.92156862745098,1610612741,102,81,2026-01-21T02:44:42Z,4680000,False,-20.0,6.0,1,left,T. Jones driving reverse Layup (13 PTS),[1630200],1610612741.0,CHI,driving reverse,,,,,,Restricted Area,0-8 Center,2.06,Made,Jones,T. Jones,,,,,13.0,,,,,,,,,,,,,
476,PT00M09.10S,2026-01-21T02:44:44.1Z,3,REGULAR,foul,personal,[],1628989,,,1610612746,102,81,2026-01-21T02:44:55Z,4690000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1642353]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Huerter,K. Huerter,,,,,,201638.0,,,,,1.0,0.0,Christie,1642353.0,,,,
478,PT00M02.40S,2026-01-21T02:45:07.3Z,3,REGULAR,2pt,Jump Shot,[],201935,79.84559789750328,27.941176470588236,1610612746,102,83,2026-01-21T02:45:12Z,4710000,False,-110.0,137.0,1,right,J. Harden 17' step back Jump Shot (24 PTS),[201935],1610612746.0,LAC,step back,,,,,,Mid-Range,16-24 Left Center,17.59,Made,Harden,J. Harden,,,,,24.0,,,,,,,,,,,,,
479,PT00M00.00S,2026-01-21T02:45:17.8Z,3,REGULAR,heave,,[],0,,,1610612741,102,83,2026-01-21T02:49:22Z,4720000,False,,,0,,CHI Heave,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,50.21,,,,,,,,,,,,,,,,,,,,,
480,PT00M00.00S,2026-01-21T02:45:17.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,102,83,2026-01-21T02:46:09Z,4730000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,,479.0,,,,,,,,,,,,,,,,,
481,PT00M00.00S,2026-01-21T02:45:22.7Z,3,REGULAR,period,end,[],0,,,1610612741,102,83,2026-01-21T02:45:31Z,4740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,out,['startperiod'],1630188,,,1610612741,102,83,2026-01-21T02:47:57Z,4750000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,out,['startperiod'],1630200,,,1610612741,102,83,2026-01-21T02:47:57Z,4760000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,out,['startperiod'],201935,,,1610612741,102,83,2026-01-21T02:47:57Z,4770000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,out,['startperiod'],201572,,,1610612741,102,83,2026-01-21T02:47:57Z,4780000,False,,,0,,SUB out: B. Lopez,[201572],1610612746.0,LAC,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,out,['startperiod'],201587,,,1610612741,102,83,2026-01-21T02:47:57Z,4790000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,in,['startperiod'],202696,,,1610612741,102,83,2026-01-21T02:47:57Z,4800000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,in,['startperiod'],1629632,,,1610612741,102,83,2026-01-21T02:47:57Z,4810000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,in,['startperiod'],1642949,,,1610612741,102,83,2026-01-21T02:47:57Z,4820000,False,,,0,,SUB in: Y. Niederhäuser,[1642949],1610612746.0,LAC,,,,,,,,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,in,['startperiod'],1641738,,,1610612741,102,83,2026-01-21T02:47:57Z,4830000,False,,,0,,SUB in: K. Brown,[1641738],1610612746.0,LAC,,,,,,,,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2026-01-21T02:47:36.1Z,4,REGULAR,substitution,in,['startperiod'],1631102,,,1610612741,102,83,2026-01-21T02:47:57Z,4840000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612746.0,LAC,,,,,,,,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2026-01-21T02:47:54.1Z,4,REGULAR,period,start,[],0,,,1610612741,102,83,2026-01-21T02:47:58Z,4850000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT11M45.00S,2026-01-21T02:48:08.2Z,4,REGULAR,3pt,Jump Shot,[],1630245,30.436925098554536,26.715686274509803,1610612741,105,83,2026-01-21T02:48:12Z,4860000,False,116.0,234.0,1,left,A. Dosunmu 26' 3PT  (16 PTS) (N. Vučević 4 AST),"[1630245, 202696]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,26.1,Made,Dosunmu,A. Dosunmu,,,,,16.0,,,N. Vučević,202696.0,4.0,,,,,,,,
496,PT11M22.00S,2026-01-21T02:48:31.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641738,91.80354796320631,50.49019607843137,1610612746,105,83,2026-01-21T02:49:59Z,4880000,False,2.0,25.0,1,right,MISS K. Brown driving floating Shot,[1641738],1610612746.0,LAC,driving floating,,,,,,Restricted Area,0-8 Center,2.46,Missed,Brown,K. Brown,,,,,,,,,,,,,,,,,,
497,PT11M19.00S,2026-01-21T02:48:34.4Z,4,REGULAR,rebound,offensive,[],1641738,,,1610612746,105,83,2026-01-21T02:49:59Z,4890000,False,,,0,,K. Brown REBOUND (Off:1 Def:0),[1641738],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Brown,K. Brown,496.0,1.0,0.0,1.0,,,,,,,,,,,,,,
498,PT11M19.00S,2026-01-21T02:48:34.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641738,94.40999984741211,50.0,1610612746,105,85,2026-01-21T02:50:14Z,4900000,False,0.0,0.0,1,right,K. Brown tip Layup (2 PTS),[1641738],1610612746.0,LAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Brown,K. Brown,,,,,2.0,,,,,,,,,,,,,
499,PT11M00.00S,2026-01-21T02:48:52.8Z,4,REGULAR,turnover,lost ball,[],1628989,,,1610612741,105,85,2026-01-21T02:48:56Z,4910000,False,,,0,,K. Huerter lost ball TURNOVER (2 TO),"[1628989, 1642353]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,Huerter,K. Huerter,,,,,,,2.0,,,,,,,,Christie,1642353.0,,
500,PT11M00.00S,2026-01-21T02:48:52.8Z,4,REGULAR,steal,,[],1642353,,,1610612746,105,85,2026-01-21T02:48:54Z,4920000,False,,,0,,C. Christie STEAL (2 STL),[1642353],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,
501,PT10M54.00S,2026-01-21T02:49:01.8Z,4,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612746,105,85,2026-01-21T02:49:12Z,4930000,False,,,0,,M. Buzelis shooting personal FOUL (2 PF) (Miller 2 FT),"[1641824, 1641757]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,Buzelis,M. Buzelis,,,,,,1628480.0,,,,,2.0,0.0,Miller,1641757.0,,,,
503,PT10M54.00S,2026-01-21T02:49:23.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1641757,,,1610612746,105,86,2026-01-21T02:49:23Z,4950000,False,,,0,,J. Miller Free Throw 1 of 2 (11 PTS),[1641757],1610612746.0,LAC,,,,,,,,,,Made,Miller,J. Miller,,,,,11.0,,,,,,,,,,,,,
504,PT10M54.00S,2026-01-21T02:49:43.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1641757,,,1610612746,105,87,2026-01-21T02:49:43Z,4960000,False,,,0,,J. Miller Free Throw 2 of 2 (12 PTS),[1641757],1610612746.0,LAC,,,,,,,,,,Made,Miller,J. Miller,,,,,12.0,,,,,,,,,,,,,
505,PT10M40.00S,2026-01-21T02:49:59.1Z,4,REGULAR,2pt,Jump Shot,[],202696,7.046649145860711,32.35294117647059,1610612741,105,87,2026-01-21T02:50:03Z,4970000,False,88.0,14.0,1,left,MISS N. Vučević 8' driving floating Shot,[202696],1610612741.0,CHI,driving floating,,,,,,Mid-Range,8-16 Right,8.93,Missed,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
506,PT10M38.00S,2026-01-21T02:50:01.1Z,4,REGULAR,rebound,defensive,[],1642949,,,1610612746,105,87,2026-01-21T02:50:03Z,4980000,False,,,0,,Y. Niederhäuser REBOUND (Off:0 Def:1),[1642949],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,Niederhäuser,Y. Niederhäuser,505.0,1.0,1.0,0.0,,,,,,,,,,,,,,
507,PT10M28.00S,2026-01-21T02:50:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641738,92.72339027595268,49.01960784313725,1610612746,105,87,2026-01-21T02:52:36Z,4990000,False,-5.0,16.0,1,right,MISS K. Brown driving Layup - blocked,"[1641738, 1628989]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,1.66,Missed,Brown,K. Brown,,,,,,,,,,,,,,,,,Huerter,1628989.0
508,PT10M28.00S,2026-01-21T02:50:10.3Z,4,REGULAR,block,,[],1628989,,,1610612746,105,87,2026-01-21T02:50:12Z,5000000,False,,,0,,K. Huerter BLOCK (2 BLK),[1628989],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
509,PT10M25.00S,2026-01-21T02:50:13.3Z,4,REGULAR,rebound,offensive,[],1641738,,,1610612746,105,87,2026-01-21T02:50:16Z,5010000,False,,,0,,K. Brown REBOUND (Off:2 Def:0),[1641738],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Brown,K. Brown,507.0,2.0,0.0,2.0,,,,,,,,,,,,,,
510,PT10M24.00S,2026-01-21T02:50:14.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641757,69.20170827858082,32.1078431372549,1610612746,105,87,2026-01-21T02:50:18Z,5020000,False,-89.0,237.0,1,right,MISS J. Miller 25' 3PT,[1641757],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,25.33,Missed,Miller,J. Miller,,,,,,,,,,,,,,,,,,
511,PT10M24.00S,2026-01-21T02:50:14.0Z,4,REGULAR,rebound,offensive,[],1641738,,,1610612746,105,87,2026-01-21T02:50:18Z,5030000,False,,,0,,K. Brown REBOUND (Off:3 Def:0),[1641738],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Brown,K. Brown,510.0,3.0,0.0,3.0,,,,,,,,,,,,,,
512,PT10M11.00S,2026-01-21T02:50:26.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642949,93.38042049934296,49.50980392156863,1610612746,105,89,2026-01-21T02:50:34Z,5040000,False,-2.0,10.0,1,right,Y. Niederhäuser alley-oop DUNK (2 PTS) (C. Christie 1 AST),"[1642949, 1642353]",1610612746.0,LAC,alley-oop,,,,,,Restricted Area,0-8 Center,1.0,Made,Niederhäuser,Y. Niederhäuser,,,,,2.0,,,C. Christie,1642353.0,1.0,,,,,,,,
514,PT10M01.00S,2026-01-21T02:50:49.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.389618922470433,47.794117647058826,1610612741,105,89,2026-01-21T02:51:01Z,5060000,False,11.0,8.0,1,left,MISS C. White driving finger roll Layup - blocked,"[1629632, 1642949]",1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.34,Missed,White,C. White,,,,,,,,,,,,,,,,,Niederhäuser,1642949.0
515,PT10M01.00S,2026-01-21T02:50:49.2Z,4,REGULAR,block,,[],1642949,,,1610612741,105,89,2026-01-21T02:50:51Z,5070000,False,,,0,,Y. Niederhäuser BLOCK (1 BLK),[1642949],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,
516,PT10M00.00S,2026-01-21T02:50:50.2Z,4,REGULAR,rebound,defensive,[],1642353,,,1610612746,105,89,2026-01-21T02:51:01Z,5080000,False,,,0,,C. Christie REBOUND (Off:0 Def:4),[1642353],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Christie,C. Christie,514.0,4.0,4.0,0.0,,,,,,,,,,,,,,
