actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
502,PT09M27.00S,2025-03-16T01:50:32.4Z,4,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612748,101,71,2025-03-16T01:50:46Z,4960000,False,,,0,,J. Jackson Jr. shooting personal FOUL (3 PF) (Ware 1 FT),"[1628991, 1642276]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,2004.0,3.0,1.0,Ware,1642276.0,,,,,
504,PT09M27.00S,2025-03-16T01:51:12.2Z,4,REGULAR,freethrow,1 of 1,[],1642276,,,1610612748,101,72,2025-03-16T01:51:12Z,4980000,False,,,0,,K. Ware Free Throw 1 of 1 (12 PTS),[1642276],1610612748.0,MIA,,,,,,,,,,Made,12.0,Ware,K. Ware,,,,,,,,,,,,,,,,,
505,PT09M13.00S,2025-03-16T01:51:29.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,81.8166885676741,60.78431372549019,1610612763,103,72,2025-03-16T01:51:33Z,4990000,False,54.0,118.0,1,right,S. Pippen Jr. 13' driving floating Jump Shot (11 PTS),[1630590],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,13.01,Made,11.0,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
506,PT08M55.00S,2025-03-16T01:51:48.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.565703022339028,37.5,1610612748,103,74,2025-03-16T01:51:53Z,5000000,False,62.0,66.0,1,left,K. Anderson 9' driving floating bank Jump Shot (11 PTS) (J. Jaquez Jr. 3 AST),"[203937, 1631170]",1610612748.0,MIA,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Right,9.06,Made,11.0,Anderson,K. Anderson,J. Jaquez Jr.,1631170.0,3.0,,,,,,,,,,,,,,
508,PT08M42.00S,2025-03-16T01:52:00.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,84.44480946123521,48.03921568627451,1610612763,103,74,2025-03-16T01:52:06Z,5020000,False,-10.0,94.0,1,right,MISS S. Pippen Jr. 9' driving floating Shot,[1630590],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.42,Missed,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
509,PT08M37.00S,2025-03-16T01:52:05.8Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,103,74,2025-03-16T01:52:06Z,5030000,False,,,0,,K. Ware REBOUND (Off:2 Def:7),[1642276],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Ware,K. Ware,,,,508.0,9.0,7.0,2.0,,,,,,,,,,
510,PT08M27.00S,2025-03-16T01:52:16.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642276,12.434296977660972,54.41176470588235,1610612748,103,74,2025-03-16T01:52:19Z,5040000,False,-22.0,64.0,1,left,MISS K. Ware 6' turnaround Hook,[1642276],1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,Ware,K. Ware,,,,,,,,,,,,,,,,,
511,PT08M24.00S,2025-03-16T01:52:19.3Z,4,REGULAR,rebound,offensive,[],203937,,,1610612748,103,74,2025-03-16T01:52:19Z,5050000,False,,,0,,K. Anderson REBOUND (Off:1 Def:5),[203937],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anderson,K. Anderson,,,,510.0,6.0,5.0,1.0,,,,,,,,,,
512,PT08M24.00S,2025-03-16T01:52:19.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,5.590000152587891,50.0,1610612748,103,76,2025-03-16T01:52:19Z,5060000,False,0.0,0.0,1,left,K. Anderson tip Layup (13 PTS),[203937],1610612748.0,MIA,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,13.0,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
513,PT08M06.00S,2025-03-16T01:52:37.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,85.89027595269383,52.20588235294118,1610612763,103,76,2025-03-16T01:52:43Z,5070000,False,11.0,80.0,1,right,MISS J. Jackson Jr. 8' driving Hook,[1628991],1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),8-16 Center,8.09,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
514,PT08M03.00S,2025-03-16T01:52:40.4Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,103,76,2025-03-16T01:52:43Z,5080000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Rozier,T. Rozier,,,,513.0,3.0,3.0,0.0,,,,,,,,,,
515,PT07M47.00S,2025-03-16T01:52:56.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,17.0335085413929,54.90196078431373,1610612748,103,76,2025-03-16T01:52:59Z,5090000,False,-25.0,108.0,1,left,MISS P. Larsson 11' driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.04,Missed,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
516,PT07M46.00S,2025-03-16T01:52:57.3Z,4,REGULAR,rebound,offensive,[],1641796,,,1610612748,103,76,2025-03-16T01:52:57Z,5100000,False,,,0,,P. Larsson REBOUND (Off:1 Def:0),[1641796],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Larsson,P. Larsson,,,,515.0,1.0,0.0,1.0,,,,,,,,,,
517,PT07M45.00S,2025-03-16T01:52:58.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641796,5.995400788436268,49.754901960784316,1610612748,103,78,2025-03-16T01:53:10Z,5110000,False,1.0,4.0,1,left,P. Larsson putback Layup (2 PTS),[1641796],1610612748.0,MIA,putback,,,,,,Restricted Area,0-8 Center,0.41,Made,2.0,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
518,PT07M45.00S,2025-03-16T01:53:01.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,103,78,2025-03-16T01:53:01Z,5120000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M45.00S,2025-03-16T01:55:02.1Z,4,REGULAR,substitution,out,[],1630205,,,1610612763,103,78,2025-03-16T01:55:30Z,5130000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
520,PT07M45.00S,2025-03-16T01:55:02.1Z,4,REGULAR,substitution,out,[],1642285,,,1610612763,103,78,2025-03-16T01:55:30Z,5140000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,,,,,,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,
521,PT07M45.00S,2025-03-16T01:55:02.1Z,4,REGULAR,substitution,in,[],1642377,,,1610612763,103,78,2025-03-16T01:55:30Z,5150000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,
522,PT07M45.00S,2025-03-16T01:55:02.1Z,4,REGULAR,substitution,in,[],1641744,,,1610612763,103,78,2025-03-16T01:55:30Z,5160000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,
523,PT07M22.00S,2025-03-16T01:56:16.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1641744,81.8166885676741,37.745098039215684,1610612763,105,78,2025-03-16T01:56:20Z,5170000,False,-61.0,118.0,1,right,Z. Edey 13' turnaround Hook (12 PTS),[1641744],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,13.33,Made,12.0,Edey,Z. Edey,,,,,,,,,,,,,,,,,
524,PT07M13.00S,2025-03-16T01:56:29.3Z,4,REGULAR,violation,kicked ball,[],1628991,,,1610612748,105,78,2025-03-16T01:56:33Z,5180000,False,,,0,,J. Jackson Jr. kicked ball VIOLATION,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,2004.0,,,,,,,,,
525,PT07M00.00S,2025-03-16T01:56:59.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,13.354139290407357,57.84313725490197,1610612748,105,80,2025-03-16T01:57:02Z,5190000,False,-39.0,73.0,1,left,P. Larsson 8' driving floating Jump Shot (4 PTS),[1641796],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,4.0,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
527,PT06M46.00S,2025-03-16T01:57:31.5Z,4,REGULAR,3pt,Jump Shot,[],1628379,78.9257555847569,10.049019607843137,1610612763,105,80,2025-03-16T01:57:34Z,5210000,False,-200.0,146.0,1,right,MISS L. Kennard 24' 3PT,[1628379],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
528,PT06M42.00S,2025-03-16T01:57:35.5Z,4,REGULAR,rebound,defensive,[],1641796,,,1610612748,105,80,2025-03-16T01:57:34Z,5220000,False,,,0,,P. Larsson REBOUND (Off:1 Def:1),[1641796],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Larsson,P. Larsson,,,,527.0,2.0,1.0,1.0,,,,,,,,,,
529,PT06M35.00S,2025-03-16T01:57:45.5Z,4,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612748,105,80,2025-03-16T01:57:50Z,5230000,False,,,0,,L. Kennard shooting personal FOUL (2 PF) (Jaquez Jr. 2 FT),"[1628379, 1631170]",1610612763.0,MEM,shooting,,,,,,Mid-Range,8-16 Left,,,,Kennard,L. Kennard,,,,,,,,201246.0,2.0,0.0,Jaquez Jr.,1631170.0,,,,,
531,PT06M35.00S,2025-03-16T01:58:09.2Z,4,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,105,81,2025-03-16T01:58:09Z,5250000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (10 PTS),[1631170],1610612748.0,MIA,,,,,,,,,,Made,10.0,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,
532,PT06M35.00S,2025-03-16T01:58:25.7Z,4,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,105,82,2025-03-16T01:58:25Z,5260000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (11 PTS),[1631170],1610612748.0,MIA,,,,,,,,,,Made,11.0,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,
533,PT06M21.00S,2025-03-16T01:58:42.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,82.07950065703022,50.49019607843137,1610612763,107,82,2025-03-16T01:58:48Z,5270000,False,2.0,116.0,1,right,J. Jackson Jr. 11' driving floating Jump Shot (31 PTS) (J. Wells 2 AST),"[1628991, 1642377]",1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.6,Made,31.0,Jackson Jr.,J. Jackson Jr.,J. Wells,1642377.0,2.0,,,,,,,,,,,,,,
535,PT05M58.00S,2025-03-16T01:59:06.4Z,4,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612748,107,82,2025-03-16T01:59:18Z,5290000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1642377, 1631170]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wells,J. Wells,,,,,,,,2004.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,
537,PT05M58.00S,2025-03-16T01:59:32.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,107,82,2025-03-16T01:59:32Z,5310000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT05M58.00S,2025-03-16T02:01:38.0Z,4,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,107,83,2025-03-16T02:01:38Z,5330000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (12 PTS),[1631170],1610612748.0,MIA,,,,,,,,,,Made,12.0,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,
540,PT05M58.00S,2025-03-16T02:01:52.9Z,4,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,107,84,2025-03-16T02:01:52Z,5340000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (13 PTS),[1631170],1610612748.0,MIA,,,,,,,,,,Made,13.0,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,
541,PT05M36.00S,2025-03-16T02:02:20.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,83.52496714848883,36.27450980392157,1610612763,109,84,2025-03-16T02:02:25Z,5350000,False,-69.0,102.0,1,right,L. Kennard 12' fadeaway Jump Shot (9 PTS) (S. Pippen Jr. 10 AST),"[1628379, 1630590]",1610612763.0,MEM,fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,12.33,Made,9.0,Kennard,L. Kennard,S. Pippen Jr.,1630590.0,10.0,,,,,,,,,,,,,,
543,PT05M16.00S,2025-03-16T02:02:40.2Z,4,REGULAR,3pt,Jump Shot,[],1626179,24.917871222076215,83.57843137254902,1610612748,109,84,2025-03-16T02:02:44Z,5370000,False,-168.0,182.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,24.74,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,
544,PT05M13.00S,2025-03-16T02:02:43.2Z,4,REGULAR,rebound,defensive,[],1642377,,,1610612763,109,84,2025-03-16T02:02:44Z,5380000,False,,,0,,J. Wells REBOUND (Off:0 Def:2),[1642377],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Wells,J. Wells,,,,543.0,2.0,2.0,0.0,,,,,,,,,,
545,PT05M00.00S,2025-03-16T02:02:56.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,87.07293035479631,50.0,1610612763,109,84,2025-03-16T02:03:00Z,5390000,False,0.0,69.0,1,right,MISS J. Wells 6' driving floating Shot,[1642377],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,Wells,J. Wells,,,,,,,,,,,,,,,,,
546,PT05M00.00S,2025-03-16T02:02:56.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,109,84,2025-03-16T02:03:00Z,5400000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,545.0,,,,,,,,,,,,,
547,PT05M00.00S,2025-03-16T02:03:00.7Z,4,REGULAR,foul,personal,[],1641744,,,1610612748,109,84,2025-03-16T02:03:05Z,5410000,False,,,0,,Z. Edey loose ball personal FOUL (2 PF),"[1641744, 1642276]",1610612763.0,MEM,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,201246.0,2.0,0.0,Ware,1642276.0,,,,,
549,PT04M48.00S,2025-03-16T02:03:31.4Z,4,REGULAR,3pt,Jump Shot,[],203937,28.203022339027594,20.34313725490196,1610612748,109,84,2025-03-16T02:03:36Z,5430000,False,148.0,213.0,1,left,MISS K. Anderson 25' 3PT,[203937],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
550,PT04M45.00S,2025-03-16T02:03:34.4Z,4,REGULAR,rebound,defensive,[],1642377,,,1610612763,109,84,2025-03-16T02:03:36Z,5440000,False,,,0,,J. Wells REBOUND (Off:0 Def:3),[1642377],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Wells,J. Wells,,,,549.0,3.0,3.0,0.0,,,,,,,,,,
551,PT04M34.00S,2025-03-16T02:03:45.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,82.07950065703022,58.08823529411765,1610612763,109,84,2025-03-16T02:03:51Z,5450000,False,40.0,116.0,1,right,MISS S. Pippen Jr. 12' turnaround fadeaway Shot,[1630590],1610612763.0,MEM,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,12.28,Missed,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
552,PT04M33.00S,2025-03-16T02:03:46.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,109,84,2025-03-16T02:03:51Z,5460000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,551.0,,,,,,,,,,,,,
553,PT04M33.00S,2025-03-16T02:03:50.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641744,,,1610612748,109,84,2025-03-16T02:04:14Z,5470000,False,,,0,,Z. Edey loose ball personal FOUL (3 PF) (Ware 2 FT),"[1641744, 1642276]",1610612763.0,MEM,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,2004.0,3.0,0.0,Ware,1642276.0,,,,,
555,PT04M33.00S,2025-03-16T02:03:59.1Z,4,REGULAR,substitution,out,[],1628991,,,1610612748,109,84,2025-03-16T02:04:02Z,5490000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
556,PT04M33.00S,2025-03-16T02:03:59.1Z,4,REGULAR,substitution,in,[],1630205,,,1610612748,109,84,2025-03-16T02:04:02Z,5500000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
557,PT04M33.00S,2025-03-16T02:04:23.6Z,4,REGULAR,freethrow,1 of 2,[],1642276,,,1610612748,109,84,2025-03-16T02:04:23Z,5510000,False,,,0,,MISS K. Ware Free Throw 1 of 2,[1642276],1610612748.0,MIA,,,,,,,,,,Missed,,Ware,K. Ware,,,,,,,,,,,,,,,,,
558,PT04M33.00S,2025-03-16T02:04:23.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,109,84,2025-03-16T02:04:23Z,5520000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,557.0,,,,,,,,,,,,,
559,PT04M33.00S,2025-03-16T02:04:43.3Z,4,REGULAR,freethrow,2 of 2,[],1642276,,,1610612748,109,84,2025-03-16T02:04:43Z,5530000,False,,,0,,MISS K. Ware Free Throw 2 of 2,[1642276],1610612748.0,MIA,,,,,,,,,,Missed,,Ware,K. Ware,,,,,,,,,,,,,,,,,
560,PT04M30.00S,2025-03-16T02:04:44.3Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612763,109,84,2025-03-16T02:04:44Z,5540000,False,,,0,,L. Stevens REBOUND (Off:1 Def:3),[1630205],1610612763.0,MEM,,,,,,,,,,,,Stevens,L. Stevens,,,,559.0,4.0,3.0,1.0,,,,,,,,,,
561,PT04M13.00S,2025-03-16T02:05:01.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,80.50262812089356,54.166666666666664,1610612763,111,84,2025-03-16T02:10:48Z,5550000,False,21.0,131.0,1,right,L. Kennard 13' step back Jump Shot (11 PTS),[1628379],1610612763.0,MEM,step back,,,,,,In The Paint (Non-RA),8-16 Center,13.24,Made,11.0,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
562,PT04M03.00S,2025-03-16T02:05:11.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,6.783837056504599,45.09803921568628,1610612748,111,84,2025-03-16T02:05:14Z,5560000,False,25.0,11.0,1,left,MISS J. Jaquez Jr. cutting finger roll Layup,[1631170],1610612748.0,MIA,cutting finger roll,,,,,,Restricted Area,0-8 Center,2.7,Missed,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,
563,PT04M01.00S,2025-03-16T02:05:13.3Z,4,REGULAR,rebound,defensive,[],1641744,,,1610612763,111,84,2025-03-16T02:05:14Z,5570000,False,,,0,,Z. Edey REBOUND (Off:4 Def:3),[1641744],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Edey,Z. Edey,,,,562.0,7.0,3.0,4.0,,,,,,,,,,
564,PT03M58.00S,2025-03-16T02:05:19.7Z,4,REGULAR,foul,personal,[],1641796,,,1610612763,111,84,2025-03-16T02:05:25Z,5580000,False,,,0,,P. Larsson personal FOUL (1 PF),"[1641796, 1628379]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Larsson,P. Larsson,,,,,,,,1628159.0,1.0,0.0,Kennard,1628379.0,,,,,
566,PT03M58.00S,2025-03-16T02:05:27.8Z,4,REGULAR,substitution,out,[],1628379,,,1610612763,111,84,2025-03-16T02:05:31Z,5600000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
567,PT03M58.00S,2025-03-16T02:05:27.8Z,4,REGULAR,substitution,in,[],1642285,,,1610612763,111,84,2025-03-16T02:05:31Z,5610000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,,,,,,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,
569,PT03M52.00S,2025-03-16T02:05:56.3Z,4,REGULAR,foul,offensive,['inpenalty'],1641744,,,1610612763,111,84,2025-03-16T02:06:00Z,5620000,False,,,0,,Z. Edey offensive FOUL (4 PF),"[1641744, 1641796]",1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,,,,Edey,Z. Edey,,,,,,,,1628159.0,4.0,0.0,Larsson,1641796.0,,,,,
571,PT03M52.00S,2025-03-16T02:05:56.3Z,4,REGULAR,turnover,offensive foul,[],1641744,,,1610612763,111,84,2025-03-16T02:05:56Z,5640000,False,,,0,,Z. Edey offensive foul TURNOVER (2 TO),[1641744],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Center,,,,Edey,Z. Edey,,,,,,,,1628159.0,,,,,2.0,,,,
572,PT03M47.00S,2025-03-16T02:06:02.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642276,6.783837056504599,49.754901960784316,1610612748,111,86,2025-03-16T02:06:07Z,5650000,False,1.0,11.0,1,left,K. Ware driving DUNK (14 PTS) (K. Anderson 4 AST),"[1642276, 203937]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,1.14,Made,14.0,Ware,K. Ware,K. Anderson,203937.0,4.0,,,,,,,,,,,,,,
574,PT03M33.00S,2025-03-16T02:06:16.6Z,4,REGULAR,3pt,Jump Shot,[],1642377,70.64717477003943,74.01960784313727,1610612763,111,86,2025-03-16T02:06:19Z,5670000,False,120.0,223.0,1,right,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,Wells,J. Wells,,,,,,,,,,,,,,,,,
575,PT03M32.00S,2025-03-16T02:06:17.6Z,4,REGULAR,rebound,offensive,[],1642285,,,1610612763,111,86,2025-03-16T02:06:19Z,5680000,False,,,0,,C. Spencer REBOUND (Off:1 Def:1),[1642285],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Spencer,C. Spencer,,,,574.0,2.0,1.0,1.0,,,,,,,,,,
576,PT03M29.00S,2025-03-16T02:06:20.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1642285,81.15965834428384,68.38235294117648,1610612763,111,86,2025-03-16T02:06:27Z,5690000,False,92.0,125.0,1,right,MISS C. Spencer 15' fadeaway Shot,[1642285],1610612763.0,MEM,fadeaway,,,,,,Mid-Range,8-16 Right,15.48,Missed,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,
577,PT03M26.00S,2025-03-16T02:06:23.5Z,4,REGULAR,rebound,offensive,[],1641744,,,1610612763,111,86,2025-03-16T02:06:27Z,5700000,False,,,0,,Z. Edey REBOUND (Off:5 Def:3),[1641744],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Edey,Z. Edey,,,,576.0,8.0,3.0,5.0,,,,,,,,,,
578,PT03M26.00S,2025-03-16T02:06:24.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641744,93.64323258869908,52.69607843137255,1610612763,111,86,2025-03-16T02:06:29Z,5710000,False,13.0,7.0,1,right,MISS Z. Edey putback Layup,[1641744],1610612763.0,MEM,putback,,,,,,Restricted Area,0-8 Center,1.53,Missed,,Edey,Z. Edey,,,,,,,,,,,,,,,,,
579,PT03M26.00S,2025-03-16T02:06:24.7Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,111,86,2025-03-16T02:06:29Z,5720000,False,,,0,,K. Ware REBOUND (Off:2 Def:8),[1642276],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,578.0,10.0,8.0,2.0,,,,,,,,,,
580,PT03M18.00S,2025-03-16T02:06:32.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642276,6.258212877792378,49.50980392156863,1610612748,111,88,2025-03-16T02:06:36Z,5730000,False,2.0,6.0,1,left,K. Ware running alley-oop Layup (16 PTS) (K. Anderson 5 AST),"[1642276, 203937]",1610612748.0,MIA,running alley-oop,,,,,,Restricted Area,0-8 Center,0.68,Made,16.0,Ware,K. Ware,K. Anderson,203937.0,5.0,,,,,,,,,,,,,,
582,PT03M04.00S,2025-03-16T02:06:48.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642377,93.51182654402102,51.225490196078425,1610612763,113,88,2025-03-16T02:06:52Z,5750000,False,6.0,8.0,1,right,J. Wells driving Layup (7 PTS) (S. Pippen Jr. 11 AST),"[1642377, 1630590]",1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,1.05,Made,7.0,Wells,J. Wells,S. Pippen Jr.,1630590.0,11.0,,,,,,,,,,,,,,
584,PT03M04.00S,2025-03-16T02:06:50.6Z,4,REGULAR,foul,personal,['1freethrow'],1642276,,,1610612763,113,88,2025-03-16T02:06:56Z,5770000,False,,,0,,K. Ware shooting personal FOUL (4 PF) (Wells 1 FT),"[1642276, 1642377]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,,,,,201246.0,4.0,0.0,Wells,1642377.0,,,,,
586,PT03M04.00S,2025-03-16T02:07:14.8Z,4,REGULAR,freethrow,1 of 1,[],1642377,,,1610612763,114,88,2025-03-16T02:07:14Z,5790000,False,,,0,,J. Wells Free Throw 1 of 1 (8 PTS),[1642377],1610612763.0,MEM,,,,,,,,,,Made,8.0,Wells,J. Wells,,,,,,,,,,,,,,,,,
