actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
431,PT05M08.00S,2023-03-01T04:39:18.7Z,3,REGULAR,foul,personal,[],203081,,,1610612744,70,74,2023-03-01T04:39:25Z,4220000,False,,,0,,D. Lillard personal FOUL (4 PF),"[203081, 1629673]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1179.0,4.0,0.0,Poole,1629673.0,,,
433,PT05M08.00S,2023-03-01T04:39:42.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,70,74,2023-03-01T04:39:42Z,4240000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M08.00S,2023-03-01T04:42:22.5Z,3,REGULAR,substitution,out,[],1628978,,,1610612744,70,74,2023-03-01T04:42:42Z,4260000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M08.00S,2023-03-01T04:42:22.5Z,3,REGULAR,substitution,in,[],1630237,,,1610612744,70,74,2023-03-01T04:42:42Z,4280000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M08.00S,2023-03-01T04:42:22.5Z,3,REGULAR,substitution,in,[],1630228,,,1610612744,70,74,2023-03-01T04:42:42Z,4290000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M08.00S,2023-03-01T04:42:22.5Z,3,REGULAR,substitution,out,[],203110,,,1610612744,70,74,2023-03-01T04:43:09Z,4300000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M59.00S,2023-03-01T04:43:24.0Z,3,REGULAR,2pt,Jump Shot,[],202691,4.681340341655716,69.11764705882352,1610612744,72,74,2023-03-01T04:43:30Z,4310000,False,-96.0,-8.0,1,left,K. Thompson 9' step back Jump Shot (11 PTS),[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,9.6,Made,,,,,,,,,,11.0,,,,,,,,
441,PT04M35.00S,2023-03-01T04:43:47.5Z,3,REGULAR,3pt,Jump Shot,[],1629642,68.54467805519053,23.03921568627451,1610612757,72,74,2023-03-01T04:44:27Z,4320000,False,-135.0,243.0,1,right,MISS N. Little 27' pullup 3PT,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,27.81,Missed,,,,,,,,,,,,,,,,,,
442,PT04M31.00S,2023-03-01T04:43:51.5Z,3,REGULAR,rebound,offensive,[],203081,,,1610612757,72,74,2023-03-01T04:44:05Z,4330000,False,,,0,,D. Lillard REBOUND (Off:3 Def:0),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,441.0,3.0,0.0,3.0,,,,,,,,,,,,
443,PT04M27.00S,2023-03-01T04:43:55.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203081,94.30026281208936,2.696078431372549,1610612757,72,74,2023-03-01T04:44:09Z,4340000,False,-237.0,1.0,1,right,MISS D. Lillard 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
444,PT04M26.00S,2023-03-01T04:43:58.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,72,74,2023-03-01T04:43:58Z,4350000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Left Corner 3,24+ Left,,,,,443.0,,,,,,,,,,,,,,,
446,PT04M04.00S,2023-03-01T04:44:26.3Z,3,REGULAR,3pt,Jump Shot,[],1630237,4.28712220762155,95.58823529411765,1610612744,72,74,2023-03-01T04:44:30Z,4370000,False,-228.0,-12.0,1,left,MISS A. Lamb 3PT,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
447,PT04M02.00S,2023-03-01T04:44:28.3Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,72,74,2023-03-01T04:44:30Z,4380000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Left Corner 3,24+ Left,,,,,446.0,1.0,1.0,0.0,,,,,,,,,,,,
448,PT03M58.00S,2023-03-01T04:44:33.3Z,3,REGULAR,turnover,lost ball,[],203081,,,1610612757,72,74,2023-03-01T04:44:37Z,4390000,False,,,0,,D. Lillard lost ball TURNOVER (2 TO),"[203081, 1630228]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2.0,Kuminga,1630228.0,,,,,,,,,
449,PT03M58.00S,2023-03-01T04:44:33.3Z,3,REGULAR,steal,,[],1630228,,,1610612744,72,74,2023-03-01T04:44:35Z,4400000,False,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
450,PT03M52.00S,2023-03-01T04:44:41.8Z,3,REGULAR,turnover,traveling,[],202691,,,1610612744,72,74,2023-03-01T04:44:46Z,4410000,False,,,0,,K. Thompson traveling TURNOVER (5 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,5.0,,,,1628159.0,,,,,,,
451,PT03M42.00S,2023-03-01T04:45:06.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,91.01511169513797,48.28431372549019,1610612757,72,76,2023-03-01T04:45:10Z,4420000,False,-9.0,32.0,1,right,D. Lillard driving finger roll Layup (23 PTS),[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,,,,,23.0,,,,,,,,
452,PT03M27.00S,2023-03-01T04:45:21.3Z,3,REGULAR,2pt,Jump Shot,[],1629673,10.11826544021025,69.140625,1610612744,72,76,2023-03-01T04:45:27Z,4430000,False,-96.0,43.0,1,left,MISS J. Poole 10' driving floating bank Shot,[1629673],1610612744.0,GSW,driving floating bank,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,10.48,Missed,,,,,,,,,,,,,,,,,,
453,PT03M24.00S,2023-03-01T04:45:24.3Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612757,72,76,2023-03-01T04:45:27Z,4440000,False,,,0,,T. Watford REBOUND (Off:1 Def:5),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,8-16 Left,,,,,452.0,6.0,5.0,1.0,,,,,,,,,,,,
454,PT03M17.00S,2023-03-01T04:45:31.5Z,3,REGULAR,3pt,Jump Shot,[],1630570,68.67608409986859,21.568627450980394,1610612757,72,76,2023-03-01T04:45:38Z,4450000,False,-142.0,242.0,1,right,MISS T. Watford 28' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,28.06,Missed,,,,,,,,,,,,,,,,,,
455,PT03M15.00S,2023-03-01T04:45:36.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,72,76,2023-03-01T04:45:36Z,4460000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,454.0,,,,,,,,,,,,,,,
456,PT03M15.00S,2023-03-01T04:45:38.8Z,3,REGULAR,foul,personal,[],1626172,,,1610612757,72,76,2023-03-01T04:45:48Z,4470000,False,,,0,,K. Looney loose ball personal FOUL (2 PF),"[1626172, 1629642]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627962.0,2.0,0.0,Little,1629642.0,,,
458,PT03M15.00S,2023-03-01T04:45:45.1Z,3,REGULAR,substitution,out,[],1629673,,,1610612757,72,76,2023-03-01T04:45:54Z,4490000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M15.00S,2023-03-01T04:45:45.1Z,3,REGULAR,substitution,out,[],203081,,,1610612757,72,76,2023-03-01T04:45:54Z,4500000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M15.00S,2023-03-01T04:45:45.1Z,3,REGULAR,substitution,out,[],1629680,,,1610612757,72,76,2023-03-01T04:45:54Z,4510000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M15.00S,2023-03-01T04:45:45.1Z,3,REGULAR,substitution,in,[],1629660,,,1610612757,72,76,2023-03-01T04:45:54Z,4520000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M15.00S,2023-03-01T04:45:45.1Z,3,REGULAR,substitution,in,[],203924,,,1610612757,72,76,2023-03-01T04:45:54Z,4530000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M15.00S,2023-03-01T04:45:45.1Z,3,REGULAR,substitution,in,[],1630553,,,1610612757,72,76,2023-03-01T04:45:54Z,4540000,False,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M09.00S,2023-03-01T04:46:12.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629642,85.49605781865965,40.44117647058824,1610612757,72,76,2023-03-01T04:46:17Z,4550000,False,-48.0,84.0,1,right,MISS N. Little 9' driving floating Shot,[1629642],1610612757.0,POR,driving floating,,,Little,N. Little,,,,,In The Paint (Non-RA),8-16 Center,9.65,Missed,,,,,,,,,,,,,,,,,,
465,PT03M06.00S,2023-03-01T04:46:15.6Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,72,76,2023-03-01T04:46:17Z,4560000,False,,,0,,K. Looney REBOUND (Off:3 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,464.0,6.0,3.0,3.0,,,,,,,,,,,,
466,PT02M54.00S,2023-03-01T04:46:27.7Z,3,REGULAR,3pt,Jump Shot,[],202691,24.78646517739816,84.80392156862744,1610612744,72,76,2023-03-01T04:46:33Z,4570000,False,-174.0,180.0,1,left,MISS K. Thompson 25' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.07,Missed,,,,,,,,,,,,,,,,,,
467,PT02M51.00S,2023-03-01T04:46:30.7Z,3,REGULAR,rebound,offensive,[],1629660,,,1610612744,72,76,2023-03-01T04:46:33Z,4580000,False,,,0,,T. Jerome REBOUND (Off:1 Def:0),[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,466.0,1.0,0.0,1.0,,,,,,,,,,,,
468,PT02M45.00S,2023-03-01T04:46:36.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630228,13.403416557161629,47.61412377450981,1610612744,74,76,2023-03-01T04:46:51Z,4590000,False,12.0,73.0,1,left,J. Kuminga 7' driving DUNK (4 PTS) (T. Jerome 2 AST),"[1630228, 1629660]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,,,,,,,,,,4.0,,,,,,T. Jerome,1629660.0,2.0
470,PT02M28.00S,2023-03-01T04:46:53.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,87.86136662286465,40.44117647058824,1610612757,74,78,2023-03-01T04:46:57Z,4610000,False,-48.0,62.0,1,right,S. Sharpe 7' driving floating Jump Shot (8 PTS) (K. Johnson 2 AST),"[1631101, 1630553]",1610612757.0,POR,driving floating,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,,,,,,,,,,8.0,,,,,,K. Johnson,1630553.0,2.0
472,PT02M11.00S,2023-03-01T04:47:10.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202691,6.258212877792378,42.40196078431372,1610612744,76,78,2023-03-01T04:47:14Z,4630000,False,38.0,6.0,1,left,K. Thompson Layup (13 PTS) (K. Looney 2 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,,,,,,13.0,,,,,,K. Looney,1626172.0,2.0
474,PT01M57.00S,2023-03-01T04:47:23.7Z,3,REGULAR,3pt,Jump Shot,[],1630553,71.04139290407359,22.058823529411764,1610612757,76,78,2023-03-01T04:47:28Z,4650000,False,-140.0,220.0,1,right,MISS K. Johnson 26' 3PT,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
475,PT01M54.00S,2023-03-01T04:47:26.7Z,3,REGULAR,rebound,defensive,[],1629660,,,1610612744,76,78,2023-03-01T04:47:28Z,4660000,False,,,0,,T. Jerome REBOUND (Off:1 Def:1),[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,474.0,2.0,1.0,1.0,,,,,,,,,,,,
476,PT01M46.00S,2023-03-01T04:47:35.0Z,3,REGULAR,3pt,Jump Shot,[],202691,16.507884362680684,4.166666666666666,1610612744,79,78,2023-03-01T04:47:39Z,4670000,False,229.0,103.0,1,left,K. Thompson 25' 3PT  (16 PTS) (T. Jerome 3 AST),"[202691, 1629660]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.12,Made,,,,,,,,,,16.0,,,,,,T. Jerome,1629660.0,3.0
478,PT01M33.00S,2023-03-01T04:47:50.4Z,3,REGULAR,turnover,traveling,[],203924,,,1610612757,79,78,2023-03-01T04:47:56Z,4690000,False,,,0,,J. Grant traveling TURNOVER (1 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,1179.0,,,,,,,
479,PT01M33.00S,2023-03-01T04:48:02.1Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,79,78,2023-03-01T04:48:04Z,4700000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M33.00S,2023-03-01T04:48:02.1Z,3,REGULAR,substitution,in,[],203110,,,1610612744,79,78,2023-03-01T04:48:04Z,4710000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M15.00S,2023-03-01T04:48:30.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630228,6.915243101182654,46.32352941176471,1610612744,81,78,2023-03-01T04:48:35Z,4720000,False,18.0,13.0,1,left,J. Kuminga driving DUNK (6 PTS) (D. Green 4 AST),"[1630228, 203110]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,,,,,6.0,,,,,,D. Green,203110.0,4.0
483,PT00M49.90S,2023-03-01T04:48:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,85.89027595269383,46.81372549019608,1610612757,81,80,2023-03-01T04:48:59Z,4740000,False,-16.0,80.0,1,right,T. Watford 8' driving floating Jump Shot (2 PTS) (J. Grant 2 AST),"[1630570, 203924]",1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,8.17,Made,,,,,,,,,,2.0,,,,,,J. Grant,203924.0,2.0
485,PT00M38.30S,2023-03-01T04:49:12.1Z,3,REGULAR,3pt,Jump Shot,[],202691,23.47240473061761,8.088235294117647,1610612744,84,80,2023-03-01T04:49:17Z,4760000,False,210.0,168.0,1,left,K. Thompson 26' 3PT  (19 PTS) (D. Green 5 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.87,Made,,,,,,,,,,19.0,,,,,,D. Green,203110.0,5.0
488,PT00M33.60S,2023-03-01T04:49:33.5Z,3,REGULAR,foul,personal,['3freethrow'],203110,,,1610612757,84,80,2023-03-01T04:49:39Z,4790000,False,,,0,,D. Green shooting personal FOUL (3 PF) (Grant 3 FT),"[203110, 203924]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1179.0,3.0,0.0,Grant,203924.0,,,
490,PT00M33.60S,2023-03-01T04:49:58.6Z,3,REGULAR,freethrow,1 of 3,[],203924,,,1610612757,84,80,2023-03-01T04:49:58Z,4810000,False,,,0,,MISS J. Grant Free Throw 1 of 3,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT00M33.60S,2023-03-01T04:49:58.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,84,80,2023-03-01T04:49:58Z,4820000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,
492,PT00M33.60S,2023-03-01T04:50:12.2Z,3,REGULAR,freethrow,2 of 3,[],203924,,,1610612757,84,81,2023-03-01T04:50:12Z,4830000,False,,,0,,J. Grant Free Throw 2 of 3 (17 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,17.0,,,,,,,,
493,PT00M33.60S,2023-03-01T04:50:29.9Z,3,REGULAR,freethrow,3 of 3,[],203924,,,1610612757,84,82,2023-03-01T04:50:29Z,4840000,False,,,0,,J. Grant Free Throw 3 of 3 (18 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
494,PT00M23.70S,2023-03-01T04:50:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.652431011826544,39.950980392156865,1610612744,86,82,2023-03-01T04:50:51Z,4850000,False,50.0,10.0,1,left,D. Green cutting Layup (9 PTS) (T. Jerome 4 AST),"[203110, 1629660]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,,,,,,,,,9.0,,,,,,T. Jerome,1629660.0,4.0
496,PT00M15.40S,2023-03-01T04:50:58.8Z,3,REGULAR,foul,offensive,[],1630553,,,1610612757,86,82,2023-03-01T04:51:08Z,4870000,False,,,0,,K. Johnson offensive FOUL (4 PF),"[1630553, 1629660]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1179.0,4.0,0.0,Jerome,1629660.0,,,
498,PT00M15.40S,2023-03-01T04:50:58.8Z,3,REGULAR,turnover,offensive foul,[],1630553,,,1610612757,86,82,2023-03-01T04:50:58Z,4890000,False,,,0,,K. Johnson offensive foul TURNOVER (2 TO),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,,,,1179.0,,,,,,,
499,PT00M15.40S,2023-03-01T04:51:12.3Z,3,REGULAR,substitution,out,[],1630228,,,1610612744,86,82,2023-03-01T04:51:14Z,4900000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M15.40S,2023-03-01T04:51:12.3Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,86,82,2023-03-01T04:51:14Z,4910000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M00.30S,2023-03-01T04:51:44.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631101,,,1610612744,86,82,2023-03-01T04:53:21Z,4920000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Green 2 FT),"[1631101, 203110]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1179.0,1.0,0.0,Green,203110.0,,,
504,PT00M00.30S,2023-03-01T04:53:27.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203110,,,1610612744,86,82,2023-03-01T04:54:14Z,4950000,False,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
505,PT00M00.30S,2023-03-01T04:53:27.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,86,82,2023-03-01T04:54:14Z,4960000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,,
506,PT00M00.30S,2023-03-01T04:53:27.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203110,,,1610612744,87,82,2023-03-01T04:54:14Z,4970000,False,,,0,,D. Green Free Throw 2 of 2 (10 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
507,PT00M00.00S,2023-03-01T04:53:45.2Z,3,REGULAR,period,end,[],0,,,1610612757,87,82,2023-03-01T04:53:45Z,4980000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2023-03-01T04:56:10.6Z,4,REGULAR,substitution,out,['startperiod'],1629660,,,1610612757,87,82,2023-03-01T04:56:30Z,4990000,False,,,0,,SUB out: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2023-03-01T04:56:10.6Z,4,REGULAR,substitution,out,['startperiod'],202691,,,1610612757,87,82,2023-03-01T04:56:30Z,5000000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2023-03-01T04:56:10.6Z,4,REGULAR,substitution,out,['startperiod'],1629642,,,1610612757,87,82,2023-03-01T04:56:30Z,5010000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2023-03-01T04:56:10.6Z,4,REGULAR,substitution,in,['startperiod'],1628978,,,1610612757,87,82,2023-03-01T04:56:30Z,5020000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2023-03-01T04:56:10.6Z,4,REGULAR,substitution,in,['startperiod'],1630228,,,1610612757,87,82,2023-03-01T04:56:30Z,5030000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2023-03-01T04:56:10.6Z,4,REGULAR,substitution,in,['startperiod'],1629629,,,1610612757,87,82,2023-03-01T04:56:30Z,5040000,False,,,0,,SUB in: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2023-03-01T04:56:23.4Z,4,REGULAR,period,start,[],0,,,1610612744,87,82,2023-03-01T04:56:31Z,5050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M44.00S,2023-03-01T04:56:38.3Z,4,REGULAR,turnover,bad pass,[],1630237,,,1610612744,87,82,2023-03-01T04:56:43Z,5060000,False,,,0,,A. Lamb bad pass TURNOVER (1 TO),"[1630237, 1630570]",1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,Watford,1630570.0,,,,,,,,,
517,PT11M44.00S,2023-03-01T04:56:38.3Z,4,REGULAR,steal,,[],1630570,,,1610612757,87,82,2023-03-01T04:56:41Z,5070000,False,,,0,,T. Watford STEAL (2 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
518,PT11M36.00S,2023-03-01T04:56:46.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631101,93.9060446780552,41.911764705882355,1610612757,87,82,2023-03-01T04:56:50Z,5080000,False,-40.0,5.0,1,right,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,,
519,PT11M34.00S,2023-03-01T04:56:48.5Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,87,82,2023-03-01T04:56:50Z,5090000,False,,,0,,D. Green REBOUND (Off:0 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,518.0,8.0,8.0,0.0,,,,,,,,,,,,
521,PT11M24.00S,2023-03-01T04:57:10.8Z,4,REGULAR,3pt,Jump Shot,[],1629673,28.33442838370565,82.35294117647058,1610612744,90,82,2023-03-01T04:57:15Z,5110000,False,-162.0,214.0,1,left,J. Poole 26' 3PT  (27 PTS) (A. Lamb 2 AST),"[1629673, 1630237]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.81,Made,,,,,,,,,,27.0,,,,,,A. Lamb,1630237.0,2.0
523,PT11M04.00S,2023-03-01T04:57:30.7Z,4,REGULAR,turnover,lost ball,[],203924,,,1610612757,90,82,2023-03-01T04:57:36Z,5130000,False,,,0,,J. Grant lost ball TURNOVER (2 TO),"[203924, 203110]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,Green,203110.0,,,,,,,,,
524,PT11M04.00S,2023-03-01T04:57:30.7Z,4,REGULAR,steal,,[],203110,,,1610612744,90,82,2023-03-01T05:07:20Z,5140000,False,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
