actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
515,PT08M55.00S,2023-02-05T03:29:12.4Z,4,REGULAR,foul,personal,['1freethrow'],1629660,,,1610612742,104,93,2023-02-05T03:29:28Z,5080000,False,,,0,,T. Jerome shooting personal FOUL (2 PF) (Green 1 FT),"[1629660, 1630182]",1610612744.0,GSW,shooting,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,,,2.0,0.0,Green,1630182.0,,
517,PT08M55.00S,2023-02-05T03:29:20.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,104,93,2023-02-05T03:29:21Z,5100000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT08M55.00S,2023-02-05T03:32:57.4Z,4,REGULAR,freethrow,1 of 1,[],1630182,,,1610612742,104,93,2023-02-05T03:32:57Z,5110000,False,,,0,,MISS J. Green Free Throw 1 of 1,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
519,PT08M53.00S,2023-02-05T03:32:59.4Z,4,REGULAR,rebound,defensive,[],1630228,,,1610612744,104,93,2023-02-05T03:33:00Z,5120000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,518.0,2.0,2.0,0.0,,,,,,,,,,,,,,
520,PT08M36.00S,2023-02-05T03:33:15.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,8.623521681997373,49.754901960784316,1610612744,106,93,2023-02-05T03:33:18Z,5130000,False,1.0,29.0,1,left,J. Kuminga Layup (13 PTS) (D. Green 7 AST),"[1630228, 203110]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,13.0,,,D. Green,203110.0,7.0,,,,,,,,
522,PT08M20.00S,2023-02-05T03:33:31.5Z,4,REGULAR,2pt,Jump Shot,[],1630593,86.41590013140605,69.36274509803921,1610612742,106,93,2023-02-05T03:33:37Z,5150000,False,97.0,75.0,1,right,MISS M. Wright IV 12' driving floating Shot,[1630593],1610612742.0,DAL,driving floating,,,Wright IV,M. Wright IV,,,,,Mid-Range,8-16 Right,12.26,Missed,,,,,,,,,,,,,,,,,,
523,PT08M18.00S,2023-02-05T03:33:33.5Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,106,93,2023-02-05T03:33:37Z,5160000,False,,,0,,D. Green REBOUND (Off:0 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,522.0,7.0,7.0,0.0,,,,,,,,,,,,,,
524,PT07M59.00S,2023-02-05T03:33:52.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628978,8.09789750328515,50.49019607843137,1610612744,108,93,2023-02-05T03:33:57Z,5170000,False,-2.0,24.0,1,left,D. DiVincenzo cutting DUNK (13 PTS) (D. Green 8 AST),"[1628978, 203110]",1610612744.0,GSW,cutting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,13.0,,,D. Green,203110.0,8.0,,,,,,,,
526,PT07M47.00S,2023-02-05T03:34:05.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,91.85282522996057,38.46890318627451,1610612742,108,95,2023-02-05T03:34:38Z,5190000,False,-58.0,24.0,1,right,J. Green 6' driving Layup (11 PTS) (M. Wright IV 5 AST),"[1630182, 1630593]",1610612742.0,DAL,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.25,Made,,,,,11.0,,,M. Wright IV,1630593.0,5.0,,,,,,,,
528,PT07M47.00S,2023-02-05T03:34:10.9Z,4,REGULAR,foul,personal,['1freethrow'],1630228,,,1610612742,108,95,2023-02-05T03:34:43Z,5210000,False,,,0,,J. Kuminga shooting personal FOUL (3 PF) (Green 1 FT),"[1630228, 1630182]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,,,,,,,3.0,0.0,Green,1630182.0,,
530,PT07M47.00S,2023-02-05T03:34:30.1Z,4,REGULAR,freethrow,1 of 1,[],1630182,,,1610612742,108,96,2023-02-05T03:34:30Z,5230000,False,,,0,,J. Green Free Throw 1 of 1 (12 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
531,PT07M33.00S,2023-02-05T03:34:46.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203110,5.995400788436268,53.431372549019606,1610612744,110,96,2023-02-05T03:34:50Z,5240000,False,-17.0,4.0,1,left,D. Green cutting Layup (15 PTS) (T. Jerome 6 AST),"[203110, 1629660]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,15.0,,,T. Jerome,1629660.0,6.0,,,,,,,,
533,PT07M28.00S,2023-02-05T03:34:51.4Z,4,REGULAR,3pt,Jump Shot,[],1630639,94.1688567674113,4.411764705882353,1610612742,110,96,2023-02-05T03:43:23Z,5260000,False,-228.0,2.0,1,right,MISS A. Lawson 3PT,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
534,PT07M26.00S,2023-02-05T03:34:53.4Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612744,110,96,2023-02-05T03:35:19Z,5270000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,533.0,2.0,2.0,0.0,,,,,,,,,,,,,,
535,PT07M24.00S,2023-02-05T03:35:00.4Z,4,REGULAR,violation,kicked ball,[],1630182,,,1610612744,110,96,2023-02-05T03:35:08Z,5280000,False,,,0,,J. Green kicked ball VIOLATION,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,202035.0,,,,,,,,,,,,
536,PT07M24.00S,2023-02-05T03:35:09.7Z,4,REGULAR,substitution,out,[],203493,,,1610612744,110,96,2023-02-05T03:35:14Z,5290000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M24.00S,2023-02-05T03:35:09.7Z,4,REGULAR,substitution,out,[],1630593,,,1610612744,110,96,2023-02-05T03:35:14Z,5300000,False,,,0,,SUB out: M. Wright IV,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M24.00S,2023-02-05T03:35:09.7Z,4,REGULAR,substitution,in,[],203915,,,1610612744,110,96,2023-02-05T03:35:14Z,5310000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M24.00S,2023-02-05T03:35:09.7Z,4,REGULAR,substitution,in,[],203501,,,1610612744,110,96,2023-02-05T03:35:14Z,5320000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M14.00S,2023-02-05T03:35:34.6Z,4,REGULAR,foul,offensive,[],1629673,,,1610612744,110,96,2023-02-05T03:35:49Z,5330000,False,,,0,,J. Poole offensive FOUL (3 PF),"[1629673, 1630182]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,,,202035.0,,,,,,,3.0,0.0,Green,1630182.0,,
542,PT07M14.00S,2023-02-05T03:35:34.6Z,4,REGULAR,turnover,offensive foul,[],1629673,,,1610612744,110,96,2023-02-05T03:35:34Z,5350000,False,,,0,,J. Poole offensive foul TURNOVER (3 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,,,202035.0,3.0,,,,,,,,,,,
543,PT07M14.00S,2023-02-05T03:35:43.0Z,4,REGULAR,substitution,out,[],1628978,,,1610612742,110,96,2023-02-05T03:35:52Z,5360000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M14.00S,2023-02-05T03:35:43.0Z,4,REGULAR,substitution,out,[],1630228,,,1610612742,110,96,2023-02-05T03:35:52Z,5370000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M14.00S,2023-02-05T03:35:43.0Z,4,REGULAR,substitution,in,[],203952,,,1610612742,110,96,2023-02-05T03:35:52Z,5380000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M14.00S,2023-02-05T03:35:43.0Z,4,REGULAR,substitution,in,[],202691,,,1610612742,110,96,2023-02-05T03:35:52Z,5390000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M07.00S,2023-02-05T03:36:10.8Z,4,REGULAR,foul,offensive,[],1630182,,,1610612742,110,96,2023-02-05T03:36:19Z,5400000,False,,,0,,J. Green charge offensive FOUL (4 PF),"[1630182, 1629660]",1610612742.0,DAL,charge,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,,,,4.0,0.0,Jerome,1629660.0,,
549,PT07M07.00S,2023-02-05T03:36:10.8Z,4,REGULAR,turnover,offensive foul,[],1630182,,,1610612742,110,96,2023-02-05T03:36:10Z,5420000,False,,,0,,J. Green offensive foul TURNOVER (1 TO),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,1.0,,,,,,,,,,,
550,PT06M47.00S,2023-02-05T03:36:54.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,6.652431011826544,56.127450980392155,1610612744,112,96,2023-02-05T03:36:58Z,5430000,False,-31.0,10.0,1,left,D. Green cutting Layup (17 PTS) (J. Poole 1 AST),"[203110, 1629673]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,3.22,Made,,,,,17.0,,,J. Poole,1629673.0,1.0,,,,,,,,
552,PT06M31.00S,2023-02-05T03:37:10.7Z,4,REGULAR,2pt,Jump Shot,[],203915,82.34231274638634,21.568627450980394,1610612742,112,98,2023-02-05T03:37:56Z,5450000,False,-142.0,113.0,1,right,S. Dinwiddie 18' step back Jump Shot (21 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Left Center,18.19,Made,,,,,21.0,,,,,,,,,,,,,
555,PT06M04.00S,2023-02-05T03:37:36.5Z,4,REGULAR,3pt,Jump Shot,[],202691,23.866622864651774,87.25490196078431,1610612744,115,98,2023-02-05T03:37:42Z,5480000,False,-186.0,172.0,1,left,K. Thompson 25' 3PT  (12 PTS) (D. Green 9 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.34,Made,,,,,12.0,,,D. Green,203110.0,9.0,,,,,,,,
557,PT05M50.00S,2023-02-05T03:37:50.9Z,4,REGULAR,3pt,Jump Shot,[],1630182,95.48291721419186,3.6764705882352944,1610612742,115,98,2023-02-05T03:38:12Z,5500000,False,-232.0,-10.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
558,PT05M47.00S,2023-02-05T03:37:56.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,115,98,2023-02-05T03:37:56Z,5510000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Left Corner 3,24+ Left,,,557.0,,,,,,,,,,,,,,,,,
560,PT05M47.00S,2023-02-05T03:38:02.5Z,4,REGULAR,substitution,out,[],203110,,,1610612744,115,98,2023-02-05T03:38:15Z,5530000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M47.00S,2023-02-05T03:38:02.5Z,4,REGULAR,substitution,in,[],1626172,,,1610612744,115,98,2023-02-05T03:38:15Z,5550000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M47.00S,2023-02-05T03:38:02.5Z,4,REGULAR,substitution,out,[],1630639,,,1610612744,115,98,2023-02-05T03:39:01Z,5565000,False,,,0,,SUB out: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M47.00S,2023-02-05T03:38:02.5Z,4,REGULAR,substitution,in,[],1627827,,,1610612744,115,98,2023-02-05T03:39:01Z,5572500,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT05M28.00S,2023-02-05T03:38:43.9Z,4,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612744,115,98,2023-02-05T03:38:54Z,5580000,False,,,0,,J. Green shooting personal FOUL (5 PF) (Wiggins 2 FT),"[1630182, 203952]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202035.0,,,,,,,5.0,0.0,Wiggins,203952.0,,
569,PT05M28.00S,2023-02-05T03:39:11.0Z,4,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,116,98,2023-02-05T03:39:32Z,5600000,False,,,0,,A. Wiggins Free Throw 1 of 2 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
570,PT05M28.00S,2023-02-05T03:39:13.5Z,4,REGULAR,substitution,out,[],1630182,,,1610612744,116,98,2023-02-05T03:39:17Z,5610000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M28.00S,2023-02-05T03:39:13.5Z,4,REGULAR,substitution,in,[],203493,,,1610612744,116,98,2023-02-05T03:39:17Z,5620000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M28.00S,2023-02-05T03:39:11.0Z,4,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,116,98,2023-02-05T03:39:32Z,5630000,False,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
573,PT05M26.00S,2023-02-05T03:39:13.0Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612742,116,98,2023-02-05T03:39:32Z,5640000,False,,,0,,D. Finney-Smith REBOUND (Off:4 Def:5),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,572.0,9.0,5.0,4.0,,,,,,,,,,,,,,
574,PT05M09.00S,2023-02-05T03:39:46.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,91.5407358738502,50.98039215686274,1610612742,116,100,2023-02-05T03:39:50Z,5650000,False,5.0,27.0,1,right,D. Powell DUNK (5 PTS) (T. Hardaway Jr. 2 AST),"[203939, 203501]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,5.0,,,T. Hardaway Jr.,203501.0,2.0,,,,,,,,
576,PT04M46.00S,2023-02-05T03:40:09.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,11.383048620236531,52.69607843137255,1610612744,116,100,2023-02-05T03:40:14Z,5670000,False,-13.0,55.0,1,left,MISS T. Jerome driving floating Shot,[1629660],1610612744.0,GSW,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
577,PT04M46.00S,2023-02-05T03:40:09.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,116,100,2023-02-05T03:40:14Z,5680000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,576.0,,,,,,,,,,,,,,,,,
578,PT04M46.00S,2023-02-05T03:40:14.5Z,4,REGULAR,foul,personal,[],1626172,,,1610612742,116,100,2023-02-05T03:40:43Z,5690000,False,,,0,,K. Looney loose ball personal FOUL (4 PF),"[1626172, 203939]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,,,,4.0,0.0,Powell,203939.0,,
580,PT04M46.00S,2023-02-05T03:40:29.9Z,4,REGULAR,substitution,out,[],1629660,,,1610612742,116,100,2023-02-05T03:40:33Z,5710000,False,,,0,,SUB out: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M46.00S,2023-02-05T03:40:29.9Z,4,REGULAR,substitution,in,[],1628978,,,1610612742,116,100,2023-02-05T03:40:33Z,5720000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M29.00S,2023-02-05T03:40:49.0Z,4,REGULAR,foul,personal,[],1628978,,,1610612742,116,100,2023-02-05T03:40:58Z,5730000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 203915]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,1148.0,,,,,,,1.0,0.0,Dinwiddie,203915.0,,
584,PT04M24.00S,2023-02-05T03:41:10.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,88.51839684625493,59.068627450980394,1610612742,116,102,2023-02-05T03:41:15Z,5750000,False,45.0,55.0,1,right,S. Dinwiddie 7' driving finger roll Layup (23 PTS),[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,,,23.0,,,,,,,,,,,,,
585,PT04M11.00S,2023-02-05T03:41:25.1Z,4,REGULAR,foul,personal,[],203939,,,1610612744,116,102,2023-02-05T03:41:30Z,5760000,False,,,0,,D. Powell personal FOUL (2 PF),"[203939, 1629673]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1148.0,,,,,,,2.0,0.0,Poole,1629673.0,,
587,PT04M04.00S,2023-02-05T03:41:49.6Z,4,REGULAR,turnover,lost ball,[],1628978,,,1610612744,116,102,2023-02-05T03:41:53Z,5780000,False,,,0,,D. DiVincenzo lost ball TURNOVER (2 TO),"[1628978, 1627827]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,,,,,,,,,,Finney-Smith,1627827.0
588,PT04M04.00S,2023-02-05T03:41:49.6Z,4,REGULAR,steal,,[],1627827,,,1610612742,116,102,2023-02-05T03:53:14Z,5790000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
589,PT04M00.00S,2023-02-05T03:41:54.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203939,88.38699080157687,48.529411764705884,1610612742,116,104,2023-02-05T03:42:01Z,5800000,False,-7.0,57.0,1,right,D. Powell running finger roll Layup (7 PTS) (D. Finney-Smith 2 AST),"[203939, 1627827]",1610612742.0,DAL,running finger roll,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.72,Made,,,,,7.0,,,D. Finney-Smith,1627827.0,2.0,,,,,,,,
591,PT04M00.00S,2023-02-05T03:42:01.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628978,,,1610612742,116,104,2023-02-05T03:42:13Z,5820000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Powell 1 FT),"[1628978, 203939]",1610612744.0,GSW,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1148.0,,,,,,,2.0,0.0,Powell,203939.0,,
593,PT04M00.00S,2023-02-05T03:42:25.5Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203939,,,1610612742,116,105,2023-02-05T03:42:25Z,5840000,False,,,0,,D. Powell Free Throw 1 of 1 (8 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
594,PT03M48.00S,2023-02-05T03:42:42.3Z,4,REGULAR,turnover,bad pass,[],202691,,,1610612744,116,105,2023-02-05T03:42:53Z,5850000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,,,,,,,,
595,PT03M48.00S,2023-02-05T03:42:50.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612742,116,105,2023-02-05T03:42:59Z,5860000,False,,,0,,K. Looney loose ball personal FOUL (5 PF) (Finney-Smith 2 FT),"[1626172, 1627827]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,,,,,1148.0,,,,,,,5.0,0.0,Finney-Smith,1627827.0,,
597,PT03M48.00S,2023-02-05T03:43:14.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627827,,,1610612742,116,106,2023-02-05T03:43:14Z,5880000,False,,,0,,D. Finney-Smith Free Throw 1 of 2 (18 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
598,PT03M48.00S,2023-02-05T03:43:15.6Z,4,REGULAR,substitution,out,[],1628978,,,1610612742,116,106,2023-02-05T03:43:19Z,5890000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M48.00S,2023-02-05T03:43:15.6Z,4,REGULAR,substitution,in,[],203110,,,1610612742,116,106,2023-02-05T03:43:19Z,5900000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT03M48.00S,2023-02-05T03:43:14.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627827,,,1610612742,116,106,2023-02-05T03:43:38Z,5910000,False,,,0,,MISS D. Finney-Smith Free Throw 2 of 2,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
601,PT03M46.00S,2023-02-05T03:43:16.1Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,116,106,2023-02-05T03:43:38Z,5920000,False,,,0,,D. Green REBOUND (Off:0 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,600.0,8.0,8.0,0.0,,,,,,,,,,,,,,
602,PT03M27.00S,2023-02-05T03:43:55.9Z,4,REGULAR,turnover,bad pass,[],203952,,,1610612744,116,106,2023-02-05T03:43:59Z,5930000,False,,,0,,A. Wiggins bad pass TURNOVER (2 TO),"[203952, 203939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,,,,,,,,,,Powell,203939.0
603,PT03M27.00S,2023-02-05T03:43:55.9Z,4,REGULAR,steal,,[],203939,,,1610612742,116,106,2023-02-05T03:43:59Z,5940000,False,,,0,,D. Powell STEAL (3 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
626,PT03M21.00S,2023-02-05T03:44:05.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203501,87.91064388961892,40.096507352941174,1610612742,116,106,2023-02-05T03:52:57Z,5955000,False,-50.0,61.0,1,right,MISS T. Hardaway Jr. 7' driving Layup,[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,,,,,,,,,,,,,,,,,
628,PT03M21.00S,2023-02-05T03:44:05.4Z,4,REGULAR,rebound,defensive,[],1626172,,,1610612744,116,106,2023-02-05T03:52:57Z,5966250,False,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,626.0,5.0,3.0,2.0,,,,,,,,,,,,,,
606,PT03M11.00S,2023-02-05T03:44:14.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,116,106,2023-02-05T03:52:57Z,5970000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M01.00S,2023-02-05T03:47:51.0Z,4,REGULAR,3pt,Jump Shot,[],1629673,28.728646517739815,83.33333333333334,1610612744,116,106,2023-02-05T03:52:24Z,5980000,False,-167.0,218.0,1,left,MISS J. Poole 27' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,27.4,Missed,,,,,,,,,,,,,,,,,,
608,PT02M58.00S,2023-02-05T03:47:54.0Z,4,REGULAR,rebound,defensive,[],203501,,,1610612742,116,106,2023-02-05T03:47:56Z,5990000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,607.0,3.0,3.0,0.0,,,,,,,,,,,,,,
609,PT02M46.00S,2023-02-05T03:48:08.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612742,116,106,2023-02-05T03:48:15Z,6000000,False,,,0,,A. Wiggins personal FOUL (2 PF) (Dinwiddie 2 FT),"[203952, 203915]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,,,,2.0,0.0,Dinwiddie,203915.0,,
