actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
502,PT00M12.40S,2024-01-14T02:19:06.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612764,71,97,2024-01-14T02:19:29Z,4960000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Avdija 2 FT),"[1629726, 1630166]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627529.0,,,,,,,,1.0,0.0,Avdija,1630166.0,,
504,PT00M12.40S,2024-01-14T02:19:29.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630166,,,1610612764,71,98,2024-01-14T02:19:29Z,4980000,False,,,0,,D. Avdija Free Throw 1 of 2 (12 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
505,PT00M12.40S,2024-01-14T02:19:43.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630166,,,1610612764,71,99,2024-01-14T02:19:43Z,4990000,False,,,0,,D. Avdija Free Throw 2 of 2 (13 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,,
506,PT00M01.90S,2024-01-14T02:19:56.3Z,3,REGULAR,3pt,Jump Shot,[],1629726,65.25952693823915,44.36274509803921,1610612737,71,99,2024-01-14T02:20:02Z,5000000,False,-28.0,274.0,1,right,MISS G. Mathews 27' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,27.55,Missed,,,,,,,,,,,,,,,,,,
507,PT00M01.90S,2024-01-14T02:19:56.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,71,99,2024-01-14T02:20:02Z,5010000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,506.0,,,,,,,,,,,,,,,,,
508,PT00M00.00S,2024-01-14T02:20:01.7Z,3,REGULAR,period,end,[],0,,,1610612737,71,99,2024-01-14T02:20:01Z,5020000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2024-01-14T02:22:42.3Z,4,REGULAR,period,start,[],0,,,1610612764,71,99,2024-01-14T02:22:42Z,5030000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT11M47.00S,2024-01-14T02:22:56.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,7.5722733245729295,46.07843137254902,1610612764,71,99,2024-01-14T02:23:06Z,5040000,False,20.0,19.0,1,left,MISS C. Kispert driving Layup - blocked,"[1630557, 1630168]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,Okongwu,1630168.0,,,,,,
511,PT11M47.00S,2024-01-14T02:22:56.4Z,4,REGULAR,block,,[],1630168,,,1610612764,71,99,2024-01-14T02:22:58Z,5050000,False,,,0,,O. Okongwu BLOCK (3 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
512,PT11M46.00S,2024-01-14T02:22:57.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,71,99,2024-01-14T02:23:06Z,5060000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,510.0,,,,,,,,,,,,,,,,,
514,PT11M40.00S,2024-01-14T02:23:15.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,30.56833114323259,70.58823529411765,1610612764,71,99,2024-01-14T02:23:21Z,5080000,False,-103.0,235.0,1,left,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
515,PT11M36.00S,2024-01-14T02:23:19.7Z,4,REGULAR,rebound,defensive,[],1629726,,,1610612737,71,99,2024-01-14T02:23:21Z,5090000,False,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,,,514.0,2.0,2.0,0.0,,,,,,,,,,,,,,
516,PT11M15.00S,2024-01-14T02:23:43.5Z,4,REGULAR,3pt,Jump Shot,[],1629027,93.24901445466492,95.09803921568627,1610612737,71,99,2024-01-14T02:23:57Z,5100000,False,225.0,11.0,1,right,MISS T. Young pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Right Corner 3,24+ Right,22.58,Missed,,,,,,,,,,,,,,,,,,
517,PT11M14.00S,2024-01-14T02:23:44.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,71,99,2024-01-14T02:23:57Z,5110000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,516.0,,,,,,,,,,,,,,,,,
518,PT11M14.00S,2024-01-14T02:23:46.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612737,71,99,2024-01-14T02:23:57Z,5120000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,,,,,,
519,PT10M56.00S,2024-01-14T02:24:11.7Z,4,REGULAR,turnover,bad pass,[],1631116,,,1610612764,71,99,2024-01-14T02:24:18Z,5130000,False,,,0,,P. Baldwin Jr. bad pass TURNOVER (1 TO),"[1631116, 203992]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,,,,,,,Bogdanovic,203992.0
520,PT10M56.00S,2024-01-14T02:24:11.7Z,4,REGULAR,steal,,[],203992,,,1610612737,71,99,2024-01-14T02:24:13Z,5140000,False,,,0,,B. Bogdanovic STEAL (3 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
521,PT10M53.00S,2024-01-14T02:24:15.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203992,71.43561103810775,16.42156862745098,1610612737,74,99,2024-01-14T02:24:24Z,5150000,False,-168.0,216.0,1,right,B. Bogdanovic 27' 3PT running (8 PTS) (T. Young 8 AST),"[203992, 1629027]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,27.36,Made,,,,,,8.0,T. Young,1629027.0,8.0,,,,,,,,,
523,PT10M34.00S,2024-01-14T02:24:33.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631116,8.623521681997373,46.32352941176471,1610612764,74,99,2024-01-14T02:24:39Z,5170000,False,18.0,29.0,1,left,MISS P. Baldwin Jr. Hook,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
524,PT10M31.00S,2024-01-14T02:24:36.5Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,74,99,2024-01-14T02:24:39Z,5180000,False,,,0,,O. Okongwu REBOUND (Off:6 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,523.0,9.0,3.0,6.0,,,,,,,,,,,,,,
525,PT10M20.00S,2024-01-14T02:24:50.9Z,4,REGULAR,foul,personal,['2freethrow'],1631116,,,1610612737,74,99,2024-01-14T02:25:09Z,5190000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (4 PF) (Mathews 2 FT),"[1631116, 1629726]",1610612764.0,WAS,shooting,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,,,,4.0,0.0,Mathews,1629726.0,,
527,PT10M20.00S,2024-01-14T02:25:13.6Z,4,REGULAR,freethrow,1 of 2,[],1629726,,,1610612737,74,99,2024-01-14T02:25:13Z,5210000,False,,,0,,MISS G. Mathews Free Throw 1 of 2,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
528,PT10M20.00S,2024-01-14T02:25:13.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,74,99,2024-01-14T02:25:13Z,5220000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,,,
529,PT10M20.00S,2024-01-14T02:25:13.6Z,4,REGULAR,freethrow,2 of 2,[],1629726,,,1610612737,74,99,2024-01-14T02:25:33Z,5230000,False,,,0,,MISS G. Mathews Free Throw 2 of 2,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
530,PT10M18.00S,2024-01-14T02:25:15.6Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,74,99,2024-01-14T02:25:33Z,5240000,False,,,0,,D. Avdija REBOUND (Off:0 Def:11),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,529.0,11.0,11.0,0.0,,,,,,,,,,,,,,
531,PT10M02.00S,2024-01-14T02:25:47.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,11.514454664914586,53.18627450980392,1610612764,74,99,2024-01-14T02:25:52Z,5250000,False,-16.0,56.0,1,left,MISS B. Coulibaly driving floating Shot,[1641731],1610612764.0,WAS,driving floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,5.79,Missed,,,,,,,,,,,,,,,,,,
532,PT09M59.00S,2024-01-14T02:25:50.4Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,74,99,2024-01-14T02:25:52Z,5260000,False,,,0,,O. Okongwu REBOUND (Off:6 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,531.0,10.0,4.0,6.0,,,,,,,,,,,,,,
533,PT09M51.00S,2024-01-14T02:25:58.0Z,4,REGULAR,3pt,Jump Shot,[],1629726,70.12155059132719,24.019607843137255,1610612737,74,99,2024-01-14T02:26:03Z,5270000,False,-130.0,228.0,1,right,MISS G. Mathews 26' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
534,PT09M48.00S,2024-01-14T02:26:01.0Z,4,REGULAR,rebound,defensive,[],1631116,,,1610612764,74,99,2024-01-14T02:26:03Z,5280000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:2),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,,,533.0,2.0,2.0,0.0,,,,,,,,,,,,,,
535,PT09M44.00S,2024-01-14T02:26:07.9Z,4,REGULAR,foul,personal,[],1630552,,,1610612764,74,99,2024-01-14T02:26:19Z,5290000,False,,,0,,J. Johnson personal FOUL (3 PF),"[1630552, 1630166]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Center,,,,,,,1193.0,,,,,,,,3.0,0.0,Avdija,1630166.0,,
537,PT09M44.00S,2024-01-14T02:26:20.3Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,74,99,2024-01-14T02:26:30Z,5310000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,1193.0,,,,,,,,,,,,,
538,PT09M44.00S,2024-01-14T02:26:24.4Z,4,REGULAR,substitution,out,[],1629726,,,1610612764,74,99,2024-01-14T02:26:27Z,5320000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M44.00S,2024-01-14T02:26:24.4Z,4,REGULAR,substitution,in,[],1627749,,,1610612764,74,99,2024-01-14T02:26:27Z,5330000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M37.00S,2024-01-14T02:26:45.1Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612764,74,99,2024-01-14T02:27:06Z,5340000,False,,,0,,O. Okongwu shooting personal FOUL (4 PF) (Coulibaly 2 FT),"[1630168, 1641731]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,4.0,0.0,Coulibaly,1641731.0,,
542,PT09M37.00S,2024-01-14T02:27:17.5Z,4,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,74,100,2024-01-14T02:27:17Z,5360000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (6 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
543,PT09M37.00S,2024-01-14T02:27:34.1Z,4,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,74,101,2024-01-14T02:27:34Z,5370000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (7 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
544,PT09M25.00S,2024-01-14T02:27:47.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,90.48948751642575,56.127450980392155,1610612737,76,101,2024-01-14T02:27:53Z,5380000,False,31.0,37.0,1,right,O. Okongwu Hook (9 PTS) (T. Young 9 AST),"[1630168, 1629027]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,,,,,,9.0,T. Young,1629027.0,9.0,,,,,,,,,
546,PT09M11.00S,2024-01-14T02:28:01.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,15.193823915900131,44.11764705882353,1610612764,76,101,2024-01-14T02:28:07Z,5400000,False,29.0,90.0,1,left,MISS B. Coulibaly 9' driving floating Shot,[1641731],1610612764.0,WAS,driving floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,9.5,Missed,,,,,,,,,,,,,,,,,,
547,PT09M09.00S,2024-01-14T02:28:03.4Z,4,REGULAR,rebound,offensive,[],1631116,,,1610612764,76,101,2024-01-14T02:28:07Z,5410000,False,,,0,,P. Baldwin Jr. REBOUND (Off:1 Def:2),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,546.0,3.0,2.0,1.0,,,,,,,,,,,,,,
548,PT09M07.00S,2024-01-14T02:28:06.2Z,4,REGULAR,turnover,lost ball,[],1631116,,,1610612764,76,101,2024-01-14T02:28:11Z,5420000,False,,,0,,P. Baldwin Jr. lost ball TURNOVER (2 TO),"[1631116, 1629027]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,,,,,Young,1629027.0
549,PT09M07.00S,2024-01-14T02:28:06.2Z,4,REGULAR,steal,,[],1629027,,,1610612737,76,101,2024-01-14T02:32:20Z,5430000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
550,PT08M58.00S,2024-01-14T02:28:17.0Z,4,REGULAR,foul,personal,[],1630557,,,1610612737,76,101,2024-01-14T02:28:24Z,5440000,False,,,0,,C. Kispert personal FOUL (1 PF),"[1630557, 1629027]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,,,,,,,1627529.0,,,,,,,,1.0,0.0,Young,1629027.0,,
552,PT08M57.00S,2024-01-14T02:28:42.1Z,4,REGULAR,foul,personal,[],1630557,,,1610612737,76,101,2024-01-14T02:28:49Z,5460000,False,,,0,,C. Kispert personal FOUL (2 PF),"[1630557, 203992]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Right,,,,,,,1193.0,,,,,,,,2.0,0.0,Bogdanovic,203992.0,,
554,PT08M51.00S,2024-01-14T02:29:10.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203992,92.85479632063075,57.59803921568627,1610612737,78,101,2024-01-14T02:29:17Z,5480000,False,38.0,15.0,1,right,B. Bogdanovic driving floating Jump Shot (10 PTS) (O. Okongwu 1 AST),"[203992, 1630168]",1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,4.07,Made,,,,,,10.0,O. Okongwu,1630168.0,1.0,,,,,,,,,
556,PT08M51.00S,2024-01-14T02:29:16.0Z,4,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612737,78,101,2024-01-14T02:29:43Z,5500000,False,,,0,,D. Avdija shooting personal FOUL (4 PF) (Bogdanovic 1 FT),"[1630166, 203992]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,,,,4.0,0.0,Bogdanovic,203992.0,,
558,PT08M51.00S,2024-01-14T02:29:44.4Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],203992,,,1610612737,79,101,2024-01-14T02:29:44Z,5520000,False,,,0,,B. Bogdanovic Free Throw 1 of 1 (11 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
559,PT08M37.00S,2024-01-14T02:29:59.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630557,6.652431011826544,49.01960784313725,1610612764,79,103,2024-01-14T02:30:04Z,5530000,False,5.0,10.0,1,left,C. Kispert driving DUNK (11 PTS) (D. Wright 4 AST),"[1630557, 1626153]",1610612764.0,WAS,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,11.0,D. Wright,1626153.0,4.0,,,,,,,,,
561,PT08M25.00S,2024-01-14T02:30:14.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626153,,,1610612737,79,103,2024-01-14T02:30:35Z,5550000,False,,,0,,D. Wright shooting personal FOUL (1 PF) (Young 2 FT),"[1626153, 1629027]",1610612764.0,WAS,shooting,,,Wright,D. Wright,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Young,1629027.0,,
563,PT08M25.00S,2024-01-14T02:30:36.6Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,80,103,2024-01-14T02:30:52Z,5570000,False,,,0,,T. Young Free Throw 1 of 2 (18 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,18.0,,,,,,,,,,,,
564,PT08M25.00S,2024-01-14T02:30:36.6Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,80,103,2024-01-14T02:30:52Z,5580000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
565,PT08M21.00S,2024-01-14T02:30:40.6Z,4,REGULAR,rebound,defensive,[],1631116,,,1610612764,80,103,2024-01-14T02:30:52Z,5590000,False,,,0,,P. Baldwin Jr. REBOUND (Off:1 Def:3),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,564.0,4.0,3.0,1.0,,,,,,,,,,,,,,
566,PT08M06.00S,2024-01-14T02:31:07.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,6.258212877792378,50.49019607843137,1610612764,80,103,2024-01-14T02:31:15Z,5600000,False,-2.0,6.0,1,left,MISS B. Coulibaly cutting Layup - blocked,"[1641731, 1629027]",1610612764.0,WAS,cutting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.68,Missed,,,,,,,,,,,Young,1629027.0,,,,,,
567,PT08M06.00S,2024-01-14T02:31:07.0Z,4,REGULAR,block,,[],1629027,,,1610612764,80,103,2024-01-14T02:31:09Z,5610000,False,,,0,,T. Young BLOCK (1 BLK),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
568,PT08M06.00S,2024-01-14T02:31:07.0Z,4,REGULAR,rebound,offensive,[],1631116,,,1610612764,80,103,2024-01-14T02:31:15Z,5620000,False,,,0,,P. Baldwin Jr. REBOUND (Off:2 Def:3),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,566.0,5.0,3.0,2.0,,,,,,,,,,,,,,
569,PT08M06.00S,2024-01-14T02:31:12.1Z,4,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612764,80,103,2024-01-14T02:31:28Z,5630000,False,,,0,,T. Young shooting personal FOUL (4 PF) (Baldwin Jr. 2 FT),"[1629027, 1631116]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,,,,4.0,0.0,Baldwin Jr.,1631116.0,,
571,PT08M06.00S,2024-01-14T02:31:32.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631116,,,1610612764,80,104,2024-01-14T02:31:32Z,5650000,False,,,0,,P. Baldwin Jr. Free Throw 1 of 2 (3 PTS),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
572,PT08M06.00S,2024-01-14T02:31:46.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631116,,,1610612764,80,105,2024-01-14T02:31:46Z,5660000,False,,,0,,P. Baldwin Jr. Free Throw 2 of 2 (4 PTS),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
573,PT07M58.00S,2024-01-14T02:31:56.1Z,4,REGULAR,turnover,bad pass,[],1630552,,,1610612737,80,105,2024-01-14T02:32:01Z,5670000,False,,,0,,J. Johnson bad pass TURNOVER (4 TO),"[1630552, 1641731]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,4.0,,,,,,,Coulibaly,1641731.0
574,PT07M58.00S,2024-01-14T02:31:56.1Z,4,REGULAR,steal,,[],1641731,,,1610612764,80,105,2024-01-14T02:31:58Z,5680000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
575,PT07M55.00S,2024-01-14T02:32:00.8Z,4,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612764,80,105,2024-01-14T02:32:23Z,5690000,False,,,0,,T. Young shooting personal FOUL (5 PF) (Avdija 2 FT),"[1629027, 1630166]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,5.0,0.0,Avdija,1630166.0,,
577,PT07M55.00S,2024-01-14T02:32:24.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630166,,,1610612764,80,105,2024-01-14T02:32:24Z,5710000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
578,PT07M55.00S,2024-01-14T02:32:24.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,80,105,2024-01-14T02:32:24Z,5720000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,577.0,,,,,,,,,,,,,,,,,
579,PT07M55.00S,2024-01-14T02:32:36.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630166,,,1610612764,80,106,2024-01-14T02:32:36Z,5730000,False,,,0,,D. Avdija Free Throw 2 of 2 (14 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,14.0,,,,,,,,,,,,
580,PT07M46.00S,2024-01-14T02:32:47.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,93.24901445466492,49.754901960784316,1610612737,80,106,2024-01-14T02:32:54Z,5740000,False,-1.0,11.0,1,right,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
581,PT07M44.00S,2024-01-14T02:32:49.5Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,80,106,2024-01-14T02:32:54Z,5750000,False,,,0,,D. Avdija REBOUND (Off:0 Def:12),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,580.0,12.0,12.0,0.0,,,,,,,,,,,,,,
582,PT07M41.00S,2024-01-14T02:32:53.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641731,6.1268068331143235,49.26470588235294,1610612764,80,108,2024-01-14T02:32:59Z,5760000,False,4.0,5.0,1,left,B. Coulibaly running Layup (9 PTS) (D. Avdija 7 AST),"[1641731, 1630166]",1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,9.0,D. Avdija,1630166.0,7.0,,,,,,,,,
584,PT07M24.00S,2024-01-14T02:33:12.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612737,80,108,2024-01-14T02:33:43Z,5780000,False,,,0,,D. Avdija personal FOUL (5 PF) (Murray 2 FT),"[1630166, 1627749]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200834.0,,,,,,,,5.0,0.0,Murray,1627749.0,,
586,PT07M24.00S,2024-01-14T02:33:44.5Z,4,REGULAR,freethrow,1 of 2,[],1627749,,,1610612737,81,108,2024-01-14T02:33:44Z,5800000,False,,,0,,D. Murray Free Throw 1 of 2 (12 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
587,PT07M24.00S,2024-01-14T02:33:45.5Z,4,REGULAR,substitution,out,[],1630168,,,1610612737,81,108,2024-01-14T02:33:52Z,5810000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
