actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
508,PT00M27.60S,2026-03-06T02:20:36.6Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641796,,,1610612748,95,83,2026-03-06T02:20:36Z,5000000,False,,,0,,P. Larsson Free Throw 2 of 2 (9 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
509,PT00M15.00S,2026-03-06T02:20:53.8Z,3,REGULAR,turnover,lost ball,[],1642879,,,1610612751,95,83,2026-03-06T02:21:01Z,5010000,False,,,0,,B. Saraf lost ball TURNOVER (1 TO),"[1642879, 1630696]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,,,Smith,1630696.0
510,PT00M15.00S,2026-03-06T02:20:53.8Z,3,REGULAR,steal,,[],1630696,,,1610612748,95,83,2026-03-06T02:20:55Z,5020000,False,,,0,,D. Smith STEAL (1 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
511,PT00M00.50S,2026-03-06T02:21:08.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641796,92.32917214191852,50.98039215686274,1610612748,95,83,2026-03-06T02:21:13Z,5030000,False,5.0,20.0,1,right,MISS P. Larsson driving Layup,[1641796],1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,2.02,,,,,,,,,,,
512,PT00M00.50S,2026-03-06T02:21:08.3Z,3,REGULAR,rebound,defensive,[],1642874,,,1610612751,95,83,2026-03-06T02:21:13Z,5040000,False,,,0,,D. Wolf REBOUND (Off:0 Def:3),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,511.0,3.0,3.0,0.0,,,,
513,PT00M00.00S,2026-03-06T02:21:16.7Z,3,REGULAR,period,end,[],0,,,1610612751,95,83,2026-03-06T02:21:16Z,5050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2026-03-06T02:23:27.9Z,4,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,95,83,2026-03-06T02:23:55Z,5060000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2026-03-06T02:23:27.9Z,4,REGULAR,substitution,out,['startperiod'],1630534,,,1610612751,95,83,2026-03-06T02:23:55Z,5070000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2026-03-06T02:23:27.9Z,4,REGULAR,substitution,out,['startperiod'],1642879,,,1610612751,95,83,2026-03-06T02:23:55Z,5080000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2026-03-06T02:23:27.9Z,4,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,95,83,2026-03-06T02:23:55Z,5090000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2026-03-06T02:23:27.9Z,4,REGULAR,substitution,in,['startperiod'],1642849,,,1610612751,95,83,2026-03-06T02:23:55Z,5100000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2026-03-06T02:23:27.9Z,4,REGULAR,substitution,in,['startperiod'],1641730,,,1610612751,95,83,2026-03-06T02:23:55Z,5110000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2026-03-06T02:24:02.0Z,4,REGULAR,period,start,[],0,,,1610612751,95,83,2026-03-06T02:24:02Z,5120000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M45.00S,2026-03-06T02:24:16.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,16.507884362680684,49.50980392156863,1610612751,95,85,2026-03-06T02:24:21Z,5130000,False,2.0,103.0,1,left,N. Claxton 10' floating Jump Shot (16 PTS) (N. Clowney 3 AST),"[1629651, 1641730]",1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,16.0,10.27,N. Clowney,1641730.0,3.0,,,,,,,,
525,PT11M28.00S,2026-03-06T02:24:32.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642276,92.9862023653088,42.64705882352941,1610612748,97,85,2026-03-06T02:24:43Z,5150000,False,-37.0,13.0,1,right,K. Ware alley-oop Layup (11 PTS) (P. Larsson 2 AST),"[1642276, 1641796]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,Made,11.0,3.92,P. Larsson,1641796.0,2.0,,,,,,,,
527,PT11M14.00S,2026-03-06T02:24:46.9Z,4,REGULAR,3pt,Jump Shot,[],1630533,6.258212877792378,3.431372549019608,1610612751,97,88,2026-03-06T02:24:52Z,5170000,False,233.0,6.0,1,left,Z. Williams 3PT  (7 PTS) (D. Wolf 2 AST),"[1630533, 1642874]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,,,,,Made,7.0,23.29,D. Wolf,1642874.0,2.0,,,,,,,,
530,PT11M08.00S,2026-03-06T02:24:53.4Z,4,REGULAR,turnover,bad pass,[],1642857,,,1610612748,97,88,2026-03-06T02:30:35Z,5200000,False,,,0,,K. Jakučionis bad pass TURNOVER (3 TO),"[1642857, 1630533]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,,,Williams,1630533.0
531,PT11M08.00S,2026-03-06T02:24:53.4Z,4,REGULAR,steal,,[],1630533,,,1610612751,97,88,2026-03-06T02:24:56Z,5210000,False,,,0,,Z. Williams STEAL (2 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
532,PT11M00.00S,2026-03-06T02:25:01.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642849,14.668199737187912,57.107843137254896,1610612751,97,88,2026-03-06T02:25:08Z,5220000,False,-36.0,85.0,1,left,MISS N. Traore 9' driving floating Shot,[1642849],1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,9.25,,,,,,,,,,,
533,PT10M55.00S,2026-03-06T02:25:05.3Z,4,REGULAR,rebound,offensive,[],1642849,,,1610612751,97,88,2026-03-06T02:25:05Z,5230000,False,,,0,,N. Traore REBOUND (Off:2 Def:1),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,532.0,3.0,1.0,2.0,,,,
534,PT10M54.00S,2026-03-06T02:25:09.9Z,4,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612751,97,88,2026-03-06T02:25:32Z,5240000,False,,,0,,K. Ware shooting personal FOUL (2 PF) (Claxton 2 FT),"[1642276, 1629651]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,2.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,
536,PT10M54.00S,2026-03-06T02:25:36.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629651,,,1610612751,97,88,2026-03-06T02:25:54Z,5260000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
537,PT10M54.00S,2026-03-06T02:25:36.7Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,97,88,2026-03-06T02:25:54Z,5270000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,536.0,,,,,,,
538,PT10M54.00S,2026-03-06T02:25:36.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629651,,,1610612751,97,88,2026-03-06T02:25:54Z,5280000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
539,PT10M50.00S,2026-03-06T02:25:40.7Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,97,88,2026-03-06T02:25:54Z,5290000,False,,,0,,K. Ware REBOUND (Off:3 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,538.0,7.0,4.0,3.0,,,,
540,PT10M47.00S,2026-03-06T02:25:58.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,93.11760840998686,49.26470588235294,1610612748,99,88,2026-03-06T02:26:08Z,5300000,False,-4.0,12.0,1,right,J. Jaquez Jr. running Layup (11 PTS),[1631170],1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,Made,11.0,1.27,,,,,,,,,,,
541,PT10M47.00S,2026-03-06T02:26:01.8Z,4,REGULAR,foul,personal,['1freethrow'],1630533,,,1610612748,99,88,2026-03-06T02:26:15Z,5310000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Jaquez Jr. 1 FT),"[1630533, 1631170]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,1627519.0,,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,,,,,,
543,PT10M47.00S,2026-03-06T02:26:24.5Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1631170,,,1610612748,100,88,2026-03-06T02:26:24Z,5330000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 1 (12 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
544,PT10M34.00S,2026-03-06T02:26:39.2Z,4,REGULAR,foul,personal,['2freethrow'],1630696,,,1610612751,100,88,2026-03-06T02:26:54Z,5340000,False,,,0,,D. Smith shooting personal FOUL (1 PF) (Williams 2 FT),"[1630696, 1630533]",1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,101284.0,,1.0,0.0,Williams,1630533.0,,,,,,,,,,,,,,
546,PT10M34.00S,2026-03-06T02:27:09.7Z,4,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,100,89,2026-03-06T02:27:09Z,5360000,False,,,0,,Z. Williams Free Throw 1 of 2 (8 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
547,PT10M34.00S,2026-03-06T02:27:28.3Z,4,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,100,90,2026-03-06T02:27:28Z,5370000,False,,,0,,Z. Williams Free Throw 2 of 2 (9 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
548,PT10M21.00S,2026-03-06T02:27:45.7Z,4,REGULAR,foul,personal,[],1630533,,,1610612748,100,90,2026-03-06T02:27:53Z,5380000,False,,,0,,Z. Williams personal FOUL (2 PF),"[1630533, 1641796]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Right Center,101284.0,,2.0,0.0,Larsson,1641796.0,,,,,,,,,,,,,,
550,PT10M15.00S,2026-03-06T02:28:07.1Z,4,REGULAR,3pt,Jump Shot,[],1641796,71.04139290407359,21.813725490196077,1610612748,103,90,2026-03-06T02:28:11Z,5400000,False,-141.0,220.0,1,right,P. Larsson 26' 3PT  (12 PTS) (J. Jaquez Jr. 6 AST),"[1641796, 1631170]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,12.0,26.1,J. Jaquez Jr.,1631170.0,6.0,,,,,,,,
552,PT09M56.00S,2026-03-06T02:28:25.6Z,4,REGULAR,turnover,bad pass,[],1642849,,,1610612751,103,90,2026-03-06T02:28:29Z,5420000,False,,,0,,N. Traore bad pass TURNOVER (2 TO),"[1642849, 1642276]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Right,,2.0,,,,,,,,,,,,,,,,,Ware,1642276.0
553,PT09M56.00S,2026-03-06T02:28:25.6Z,4,REGULAR,steal,,[],1642276,,,1610612748,103,90,2026-03-06T02:28:27Z,5430000,False,,,0,,K. Ware STEAL (5 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
554,PT09M52.00S,2026-03-06T02:28:29.7Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642857,68.01905387647832,69.85294117647058,1610612748,103,90,2026-03-06T02:29:07Z,5440000,False,99.0,248.0,1,right,MISS K. Jakučionis 26' running 3PT,[1642857],1610612748.0,MIA,running,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,26.72,,,,,,,,,,,
555,PT09M49.00S,2026-03-06T02:28:32.7Z,4,REGULAR,rebound,offensive,[],1642276,,,1610612748,103,90,2026-03-06T02:29:07Z,5450000,False,,,0,,K. Ware REBOUND (Off:4 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,554.0,8.0,4.0,4.0,,,,
556,PT09M49.00S,2026-03-06T02:28:35.5Z,4,REGULAR,foul,personal,['2freethrow'],1642874,,,1610612748,103,90,2026-03-06T02:28:48Z,5460000,False,,,0,,D. Wolf shooting personal FOUL (4 PF) (Ware 2 FT),"[1642874, 1642276]",1610612751.0,BKN,shooting,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,1627519.0,,4.0,0.0,Ware,1642276.0,,,,,,,,,,,,,,
558,PT09M49.00S,2026-03-06T02:29:04.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1642276,,,1610612748,104,90,2026-03-06T02:29:29Z,5480000,False,,,0,,K. Ware Free Throw 1 of 2 (12 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
559,PT09M49.00S,2026-03-06T02:29:06.1Z,4,REGULAR,substitution,out,[],1630533,,,1610612748,104,90,2026-03-06T02:29:14Z,5490000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M49.00S,2026-03-06T02:29:06.1Z,4,REGULAR,substitution,out,[],1642874,,,1610612748,104,90,2026-03-06T02:29:14Z,5500000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT09M49.00S,2026-03-06T02:29:06.1Z,4,REGULAR,substitution,in,[],1629611,,,1610612748,104,90,2026-03-06T02:29:14Z,5510000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M49.00S,2026-03-06T02:29:06.1Z,4,REGULAR,substitution,in,[],1629008,,,1610612748,104,90,2026-03-06T02:29:14Z,5520000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M49.00S,2026-03-06T02:29:04.6Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1642276,,,1610612748,104,90,2026-03-06T02:29:29Z,5530000,False,,,0,,MISS K. Ware Free Throw 2 of 2,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
564,PT09M46.00S,2026-03-06T02:29:07.6Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,104,90,2026-03-06T02:29:29Z,5540000,False,,,0,,N. Claxton REBOUND (Off:3 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,563.0,7.0,4.0,3.0,,,,
565,PT09M39.00S,2026-03-06T02:29:35.9Z,4,REGULAR,3pt,Jump Shot,[],1629008,31.882391590013142,50.98039215686274,1610612751,104,90,2026-03-06T02:29:41Z,5550000,False,-5.0,247.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,24.72,,,,,,,,,,,
566,PT09M35.00S,2026-03-06T02:29:39.9Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,104,90,2026-03-06T02:29:41Z,5560000,False,,,0,,K. Ware REBOUND (Off:4 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,565.0,9.0,5.0,4.0,,,,
567,PT09M28.00S,2026-03-06T02:29:46.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,87.59855453350855,50.98039215686274,1610612748,106,90,2026-03-06T02:34:05Z,5570000,False,5.0,64.0,1,right,J. Jaquez Jr. 6' driving floating Jump Shot (14 PTS),[1631170],1610612748.0,MIA,driving floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,14.0,6.43,,,,,,,,,,,
568,PT09M08.00S,2026-03-06T02:30:05.9Z,4,REGULAR,3pt,Jump Shot,[],1642849,28.597240473061763,83.57843137254902,1610612751,106,90,2026-03-06T02:30:11Z,5580000,False,-168.0,216.0,1,left,MISS N. Traore 27' 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,27.38,,,,,,,,,,,
569,PT09M03.00S,2026-03-06T02:30:10.9Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,106,90,2026-03-06T02:30:11Z,5590000,False,,,0,,K. Ware REBOUND (Off:4 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,568.0,10.0,6.0,4.0,,,,
570,PT09M02.00S,2026-03-06T02:30:13.4Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642276,93.51182654402102,51.9607843137255,1610612748,108,90,2026-03-06T02:32:13Z,5600000,False,10.0,8.0,1,right,K. Ware running alley-oop DUNK (14 PTS) (P. Larsson 3 AST),"[1642276, 1641796]",1610612748.0,MIA,running alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,Made,14.0,1.3,P. Larsson,1641796.0,3.0,,,,,,,,
572,PT09M02.00S,2026-03-06T02:30:27.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,108,90,2026-03-06T02:30:27Z,5620000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M44.00S,2026-03-06T02:33:33.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,7.046649145860711,57.35294117647059,1610612751,108,90,2026-03-06T02:33:38Z,5630000,False,-37.0,14.0,1,left,MISS N. Claxton Hook - blocked,"[1629651, 1642276]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,3.93,,,,,,,,Ware,1642276.0,,
574,PT08M44.00S,2026-03-06T02:33:33.0Z,4,REGULAR,block,,[],1642276,,,1610612751,108,90,2026-03-06T02:33:35Z,5640000,False,,,0,,K. Ware BLOCK (7 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
575,PT08M40.00S,2026-03-06T02:33:37.0Z,4,REGULAR,rebound,defensive,[],1642857,,,1610612748,108,90,2026-03-06T02:33:38Z,5650000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:5),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,573.0,6.0,5.0,1.0,,,,
576,PT08M38.00S,2026-03-06T02:33:38.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630696,93.51182654402102,52.94117647058824,1610612748,110,90,2026-03-06T02:33:44Z,5660000,False,15.0,8.0,1,right,D. Smith running Layup (7 PTS) (P. Larsson 4 AST),"[1630696, 1641796]",1610612748.0,MIA,running,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,Made,7.0,1.7,P. Larsson,1641796.0,4.0,,,,,,,,
577,PT08M25.00S,2026-03-06T02:33:50.7Z,4,REGULAR,turnover,lost ball,[],1642849,,,1610612751,110,90,2026-03-06T02:33:55Z,5670000,False,,,0,,N. Traore lost ball TURNOVER (3 TO),"[1642849, 1642857]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Mid-Range,16-24 Right Center,,3.0,,,,,,,,,,,,,,,,,Jakučionis,1642857.0
578,PT08M25.00S,2026-03-06T02:33:50.7Z,4,REGULAR,steal,,[],1642857,,,1610612748,110,90,2026-03-06T04:03:56Z,5680000,False,,,0,,K. Jakučionis STEAL (1 STL),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
579,PT08M21.00S,2026-03-06T02:33:54.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641796,93.77463863337714,50.49019607843137,1610612748,112,90,2026-03-06T02:34:00Z,5690000,False,2.0,6.0,1,right,P. Larsson running DUNK (14 PTS) (K. Jakučionis 2 AST),"[1641796, 1642857]",1610612748.0,MIA,running,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,Made,14.0,0.65,K. Jakučionis,1642857.0,2.0,,,,,,,,
581,PT08M02.00S,2026-03-06T02:34:14.1Z,4,REGULAR,3pt,Jump Shot,[],1641730,5.206964520367937,94.6078431372549,1610612751,112,90,2026-03-06T02:34:20Z,5710000,False,-223.0,-4.0,1,left,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,22.3,,,,,,,,,,,
582,PT07M56.00S,2026-03-06T02:34:20.1Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,112,90,2026-03-06T02:34:20Z,5720000,False,,,0,,N. Claxton REBOUND (Off:4 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,581.0,8.0,4.0,4.0,,,,
583,PT07M56.00S,2026-03-06T02:34:19.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,5.590000152587891,50.0,1610612751,112,90,2026-03-06T02:34:24Z,5730000,False,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,0.0,,,,,,,,,,,
584,PT07M56.00S,2026-03-06T02:34:19.7Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,112,90,2026-03-06T02:34:24Z,5740000,False,,,0,,K. Ware REBOUND (Off:4 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,583.0,11.0,7.0,4.0,,,,
585,PT07M53.00S,2026-03-06T02:34:25.8Z,4,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612748,112,90,2026-03-06T02:34:40Z,5750000,False,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (Jaquez Jr. 2 FT),"[1629008, 1631170]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,1628953.0,,3.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,,,,,,
587,PT07M53.00S,2026-03-06T02:34:54.0Z,4,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,113,90,2026-03-06T02:34:54Z,5770000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (15 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,
588,PT07M53.00S,2026-03-06T02:34:55.5Z,4,REGULAR,substitution,out,[],1629651,,,1610612748,113,90,2026-03-06T02:35:08Z,5780000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M53.00S,2026-03-06T02:34:55.5Z,4,REGULAR,substitution,out,[],1642849,,,1610612748,113,90,2026-03-06T02:35:08Z,5790000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M53.00S,2026-03-06T02:34:55.5Z,4,REGULAR,substitution,in,[],1630533,,,1610612748,113,90,2026-03-06T02:35:08Z,5800000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M53.00S,2026-03-06T02:34:55.5Z,4,REGULAR,substitution,in,[],1630549,,,1610612748,113,90,2026-03-06T02:35:08Z,5810000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M53.00S,2026-03-06T02:35:13.6Z,4,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,114,90,2026-03-06T02:35:13Z,5820000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (16 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,
