actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
431,PT06M13.00S,2023-11-04T03:53:06.6Z,3,REGULAR,rebound,offensive,[],1630182,,,1610612742,85,66,2023-11-04T03:54:16Z,4230000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,Green,J. Green,,,,,,,,,430.0,2.0,1.0,1.0,,,,,,,
432,PT06M08.00S,2023-11-04T03:53:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,93.38042049934296,44.6078431372549,1610612742,85,68,2023-11-04T03:53:14Z,4240000,False,-27.0,10.0,1,right,G. Williams Layup (10 PTS) (T. Hardaway Jr. 2 AST),"[1629684, 203501]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,Williams,G. Williams,,,2.87,Made,10.0,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,,,
434,PT05M47.00S,2023-11-04T03:53:33.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,5.995400788436268,44.6078431372549,1610612743,87,68,2023-11-04T03:53:46Z,4260000,False,27.0,4.0,1,left,A. Gordon reverse Layup (12 PTS) (N. Jokic 6 AST),"[203932, 203999]",1610612743.0,DEN,reverse,,,,,,Restricted Area,0-8 Center,,Gordon,A. Gordon,,,2.73,Made,12.0,N. Jokic,203999.0,6.0,,,,,,,,,,,
436,PT05M38.00S,2023-11-04T03:53:41.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.59198423127464,44.6078431372549,1610612742,87,70,2023-11-04T03:53:50Z,4280000,False,-27.0,17.0,1,right,L. Doncic driving reverse Layup (21 PTS),[1629029],1610612742.0,DAL,driving reverse,,,,,,Restricted Area,0-8 Center,,Doncic,L. Doncic,,,3.2,Made,21.0,,,,,,,,,,,,,,
437,PT05M19.00S,2023-11-04T03:54:00.5Z,3,REGULAR,3pt,Jump Shot,[],203932,26.49474375821288,79.90196078431373,1610612743,87,70,2023-11-04T03:54:03Z,4290000,False,-150.0,197.0,1,left,MISS A. Gordon 24' 3PT,[203932],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,Gordon,A. Gordon,,,24.7,Missed,,,,,,,,,,,,,,,
438,PT05M17.00S,2023-11-04T03:54:02.5Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,87,70,2023-11-04T03:54:03Z,4300000,False,,,0,,L. Doncic REBOUND (Off:2 Def:5),[1629029],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,Doncic,L. Doncic,,,,,,,,,437.0,7.0,5.0,2.0,,,,,,,
439,PT05M09.00S,2023-11-04T03:54:10.9Z,3,REGULAR,2pt,Jump Shot,[],1629029,78.40013140604468,63.23529411764706,1610612742,87,70,2023-11-04T03:54:19Z,4310000,False,66.0,151.0,1,right,MISS L. Doncic 16' Jump Shot,[1629029],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right Center,,Doncic,L. Doncic,,,16.44,Missed,,,,,,,,,,,,,,,
440,PT05M09.00S,2023-11-04T03:54:10.9Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,87,70,2023-11-04T03:56:50Z,4320000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right Center,,Powell,D. Powell,,,,,,,,,439.0,1.0,0.0,1.0,,,,,,,
453,PT05M09.00S,2023-11-04T03:54:15.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,93.38042049934296,48.28431372549019,1610612742,87,70,2023-11-04T03:56:13Z,4325000,False,-9.0,10.0,1,right,MISS D. Powell tip Layup - blocked,"[203939, 203932]",1610612742.0,DAL,tip,,,,,,Restricted Area,0-8 Center,,Powell,D. Powell,,,1.3,Missed,,,,,,,,,,,,,,Gordon,203932.0
454,PT05M09.00S,2023-11-04T03:54:15.0Z,3,REGULAR,block,,[],203932,,,1610612742,87,70,2023-11-04T03:56:00Z,4327500,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
455,PT05M09.00S,2023-11-04T03:54:15.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,87,70,2023-11-04T03:56:00Z,4328750,False,,,0,,N. Jokic REBOUND (Off:7 Def:4),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,Jokic,N. Jokic,,,,,,,,,453.0,11.0,4.0,7.0,,,,,,,
441,PT05M00.00S,2023-11-04T03:54:19.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,5.206964520367937,94.36274509803921,1610612743,90,70,2023-11-04T04:01:03Z,4330000,False,-222.0,-4.0,1,left,M. Porter Jr. 3PT running pullup (19 PTS) (J. Murray 9 AST),"[1629008, 1627750]",1610612743.0,DEN,running pullup,,,,,,Left Corner 3,24+ Left,,Porter Jr.,M. Porter Jr.,,,22.18,Made,19.0,J. Murray,1627750.0,9.0,,,,,,,,,,,
443,PT04M45.00S,2023-11-04T03:54:34.3Z,3,REGULAR,3pt,Jump Shot,[],1629684,72.7496714848883,80.63725490196079,1610612742,90,73,2023-11-04T03:54:38Z,4350000,False,153.0,204.0,1,right,G. Williams 25' 3PT  (13 PTS) (L. Doncic 6 AST),"[1629684, 1629029]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,Williams,G. Williams,,,25.49,Made,13.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,
445,PT04M28.00S,2023-11-04T03:54:51.5Z,3,REGULAR,3pt,Jump Shot,[],1627750,27.677398160315374,80.63725490196079,1610612743,93,73,2023-11-04T03:54:56Z,4370000,False,-153.0,208.0,1,left,J. Murray 25' 3PT pullup (16 PTS),[1627750],1610612743.0,DEN,pullup,,,,,,Above the Break 3,24+ Left Center,,Murray,J. Murray,,,25.81,Made,16.0,,,,,,,,,,,,,,
446,PT04M12.00S,2023-11-04T03:55:08.1Z,3,REGULAR,3pt,Jump Shot,[],1629029,93.11760840998686,4.166666666666666,1610612742,93,73,2023-11-04T03:55:16Z,4380000,False,-229.0,12.0,1,right,MISS L. Doncic step back 3PT,[1629029],1610612742.0,DAL,step back,,,,,,Left Corner 3,24+ Left,,Doncic,L. Doncic,,,22.95,Missed,,,,,,,,,,,,,,,
447,PT04M08.00S,2023-11-04T03:55:12.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,93,73,2023-11-04T03:55:16Z,4390000,False,,,0,,N. Jokic REBOUND (Off:7 Def:5),[203999],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,Jokic,N. Jokic,,,,,,,,,446.0,12.0,5.0,7.0,,,,,,,
448,PT04M05.00S,2023-11-04T03:55:14.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,27.677398160315374,79.41176470588235,1610612743,93,73,2023-11-04T03:55:20Z,4400000,False,-147.0,208.0,1,left,MISS K. Caldwell-Pope 25' running pullup 3PT,[203484],1610612743.0,DEN,running pullup,,,,,,Above the Break 3,24+ Left Center,,Caldwell-Pope,K. Caldwell-Pope,,,25.45,Missed,,,,,,,,,,,,,,,
449,PT04M05.00S,2023-11-04T03:55:14.5Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612742,93,73,2023-11-04T03:55:20Z,4410000,False,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,Williams,G. Williams,,,,,,,,,448.0,4.0,3.0,1.0,,,,,,,
450,PT03M55.00S,2023-11-04T03:55:25.0Z,3,REGULAR,3pt,Jump Shot,[],1630182,92.46057818659659,4.411764705882353,1610612742,93,76,2023-11-04T03:55:30Z,4420000,False,-228.0,18.0,1,right,J. Green 3PT  (8 PTS) (L. Doncic 7 AST),"[1630182, 1629029]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Green,J. Green,,,22.86,Made,8.0,L. Doncic,1629029.0,7.0,,,,,,,,,,,
452,PT03M53.00S,2023-11-04T03:55:30.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,93,76,2023-11-04T03:55:30Z,4440000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M53.00S,2023-11-04T03:57:51.5Z,3,REGULAR,substitution,out,[],1627750,,,1610612743,93,76,2023-11-04T03:58:44Z,4450000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
457,PT03M53.00S,2023-11-04T03:57:51.5Z,3,REGULAR,substitution,out,[],1629029,,,1610612743,93,76,2023-11-04T03:58:44Z,4460000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,
458,PT03M53.00S,2023-11-04T03:57:51.5Z,3,REGULAR,substitution,in,[],202704,,,1610612743,93,76,2023-11-04T03:58:44Z,4470000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
459,PT03M53.00S,2023-11-04T03:57:51.5Z,3,REGULAR,substitution,in,[],202681,,,1610612743,93,76,2023-11-04T03:58:44Z,4480000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
460,PT03M37.00S,2023-11-04T03:59:14.7Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612743,93,76,2023-11-04T03:59:27Z,4490000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Jokic 2 FT),"[203939, 203999]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Powell,D. Powell,,,,,,,,,,,,,2530.0,1.0,0.0,Jokic,203999.0,,
462,PT03M37.00S,2023-11-04T03:59:42.5Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,94,76,2023-11-04T03:59:42Z,4510000,False,,,0,,N. Jokic Free Throw 1 of 2 (25 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,Made,25.0,,,,,,,,,,,,,,
463,PT03M37.00S,2023-11-04T03:59:43.2Z,3,REGULAR,substitution,out,[],203932,,,1610612743,94,76,2023-11-04T04:00:07Z,4520000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
464,PT03M37.00S,2023-11-04T03:59:43.2Z,3,REGULAR,substitution,out,[],1629684,,,1610612743,94,76,2023-11-04T04:00:07Z,4530000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
465,PT03M37.00S,2023-11-04T03:59:43.2Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,94,76,2023-11-04T04:00:07Z,4540000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
466,PT03M37.00S,2023-11-04T03:59:43.2Z,3,REGULAR,substitution,in,[],1630702,,,1610612743,94,76,2023-11-04T04:00:07Z,4550000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
467,PT03M37.00S,2023-11-04T04:00:10.1Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,94,76,2023-11-04T04:00:10Z,4560000,False,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,Missed,,,,,,,,,,,,,,,
468,PT03M34.00S,2023-11-04T04:00:11.0Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612742,94,76,2023-11-04T04:00:11Z,4570000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630182],1610612742.0,DAL,,,,,,,,,,Green,J. Green,,,,,,,,,467.0,3.0,2.0,1.0,,,,,,,
469,PT03M15.00S,2023-11-04T04:00:30.9Z,3,REGULAR,3pt,Jump Shot,[],1630182,91.40932982917214,3.6764705882352944,1610612742,94,79,2023-11-04T04:00:36Z,4580000,False,-232.0,28.0,1,right,J. Green 3PT  (11 PTS) (K. Irving 4 AST),"[1630182, 202681]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Green,J. Green,,,23.33,Made,11.0,K. Irving,202681.0,4.0,,,,,,,,,,,
471,PT02M59.00S,2023-11-04T04:00:50.4Z,3,REGULAR,foul,offensive,[],203999,,,1610612743,94,79,2023-11-04T04:01:16Z,4600000,False,,,0,,N. Jokic offensive FOUL (3 PF),"[203999, 1630182]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,Jokic,N. Jokic,,,,,,,,,,,,,204058.0,3.0,1.0,Green,1630182.0,,
473,PT02M59.00S,2023-11-04T04:00:50.4Z,3,REGULAR,turnover,offensive foul,[],203999,,,1610612743,94,79,2023-11-04T04:00:50Z,4620000,False,,,0,,N. Jokic offensive foul TURNOVER (4 TO),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,4.0,Jokic,N. Jokic,,,,,,,,,,,,,204058.0,,,,,,
474,PT02M59.00S,2023-11-04T04:00:58.2Z,3,REGULAR,substitution,out,[],1629008,,,1610612742,94,79,2023-11-04T04:01:05Z,4630000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,
475,PT02M59.00S,2023-11-04T04:00:58.2Z,3,REGULAR,substitution,in,[],1631128,,,1610612742,94,79,2023-11-04T04:01:05Z,4640000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,
476,PT02M41.00S,2023-11-04T04:01:28.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202681,80.3712220762155,62.5,1610612742,94,81,2023-11-04T04:01:35Z,4650000,False,62.0,132.0,1,right,K. Irving 14' pullup Jump Shot (14 PTS) (D. Powell 1 AST),"[202681, 203939]",1610612742.0,DAL,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,Irving,K. Irving,,,14.6,Made,14.0,D. Powell,203939.0,1.0,,,,,,,,,,,
478,PT02M24.00S,2023-11-04T04:01:45.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,11.908672798948752,53.92156862745098,1610612743,96,81,2023-11-04T04:01:49Z,4670000,False,-20.0,59.0,1,left,N. Jokic 6' Jump Shot (27 PTS) (P. Watson 1 AST),"[203999, 1631212]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,Jokic,N. Jokic,,,6.26,Made,27.0,P. Watson,1631212.0,1.0,,,,,,,,,,,
480,PT02M11.00S,2023-11-04T04:01:58.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202681,92.19776609724047,54.90196078431373,1610612742,96,81,2023-11-04T04:02:11Z,4690000,False,25.0,21.0,1,right,MISS K. Irving driving Layup,[202681],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,Irving,K. Irving,,,3.21,Missed,,,,,,,,,,,,,,,
481,PT02M09.00S,2023-11-04T04:02:00.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,96,81,2023-11-04T04:02:11Z,4700000,False,,,0,,N. Jokic REBOUND (Off:7 Def:6),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,Jokic,N. Jokic,,,,,,,,,480.0,13.0,6.0,7.0,,,,,,,
482,PT02M05.00S,2023-11-04T04:02:05.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631212,6.1268068331143235,48.03921568627451,1610612743,98,81,2023-11-04T04:02:15Z,4710000,False,10.0,5.0,1,left,P. Watson running DUNK (3 PTS) (N. Jokic 7 AST),"[1631212, 203999]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,,Watson,P. Watson,,,1.1,Made,3.0,N. Jokic,203999.0,7.0,,,,,,,,,,,
484,PT01M49.00S,2023-11-04T04:02:19.7Z,3,REGULAR,2pt,Jump Shot,[],1630702,80.50262812089356,68.87254901960785,1610612742,98,81,2023-11-04T04:02:27Z,4730000,False,94.0,131.0,1,right,MISS J. Hardy 16' pullup Shot,[1630702],1610612742.0,DAL,pullup,,,,,,Mid-Range,16-24 Right Center,,Hardy,J. Hardy,,,16.13,Missed,,,,,,,,,,,,,,,
485,PT01M46.00S,2023-11-04T04:02:22.7Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,98,81,2023-11-04T04:02:27Z,4740000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right Center,,Braun,C. Braun,,,,,,,,,484.0,3.0,3.0,0.0,,,,,,,
486,PT01M41.00S,2023-11-04T04:02:31.5Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612743,98,81,2023-11-04T04:02:45Z,4750000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Jackson 2 FT),"[203939, 202704]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Powell,D. Powell,,,,,,,,,,,,,1198.0,2.0,0.0,Jackson,202704.0,,
488,PT01M41.00S,2023-11-04T04:03:12.1Z,3,REGULAR,freethrow,1 of 2,[],202704,,,1610612743,99,81,2023-11-04T04:03:41Z,4770000,False,,,0,,R. Jackson Free Throw 1 of 2 (6 PTS),[202704],1610612743.0,DEN,,,,,,,,,,Jackson,R. Jackson,,,,Made,6.0,,,,,,,,,,,,,,
489,PT01M41.00S,2023-11-04T04:03:16.0Z,3,REGULAR,substitution,out,[],203484,,,1610612743,99,81,2023-11-04T04:03:37Z,4780000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,
490,PT01M41.00S,2023-11-04T04:03:16.0Z,3,REGULAR,substitution,out,[],203999,,,1610612743,99,81,2023-11-04T04:03:37Z,4790000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
491,PT01M41.00S,2023-11-04T04:03:16.0Z,3,REGULAR,substitution,out,[],203501,,,1610612743,99,81,2023-11-04T04:03:37Z,4800000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
492,PT01M41.00S,2023-11-04T04:03:16.0Z,3,REGULAR,substitution,in,[],1627750,,,1610612743,99,81,2023-11-04T04:03:37Z,4810000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
493,PT01M41.00S,2023-11-04T04:03:16.0Z,3,REGULAR,substitution,in,[],1630192,,,1610612743,99,81,2023-11-04T04:03:37Z,4820000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,
494,PT01M41.00S,2023-11-04T04:03:16.0Z,3,REGULAR,substitution,in,[],1629029,,,1610612743,99,81,2023-11-04T04:03:37Z,4830000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,
495,PT01M41.00S,2023-11-04T04:03:12.1Z,3,REGULAR,freethrow,2 of 2,[],202704,,,1610612743,99,81,2023-11-04T04:03:41Z,4840000,False,,,0,,MISS R. Jackson Free Throw 2 of 2,[202704],1610612743.0,DEN,,,,,,,,,,Jackson,R. Jackson,,,,Missed,,,,,,,,,,,,,,,
496,PT01M35.00S,2023-11-04T04:03:18.1Z,3,REGULAR,rebound,offensive,[],1631212,,,1610612743,99,81,2023-11-04T04:03:41Z,4850000,False,,,0,,P. Watson REBOUND (Off:2 Def:1),[1631212],1610612743.0,DEN,,,,,,,,,,Watson,P. Watson,,,,,,,,,495.0,3.0,1.0,2.0,,,,,,,
497,PT01M34.00S,2023-11-04T04:03:40.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,7.046649145860711,44.6078431372549,1610612743,99,81,2023-11-04T04:03:45Z,4860000,False,27.0,14.0,1,left,MISS P. Watson Layup - blocked,"[1631212, 202681]",1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,Watson,P. Watson,,,3.03,Missed,,,,,,,,,,,,,,Irving,202681.0
498,PT01M34.00S,2023-11-04T04:03:40.7Z,3,REGULAR,block,,[],202681,,,1610612743,99,81,2023-11-04T04:03:44Z,4870000,False,,,0,,K. Irving BLOCK (2 BLK),[202681],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
499,PT01M30.00S,2023-11-04T04:03:44.7Z,3,REGULAR,rebound,defensive,[],1630702,,,1610612742,99,81,2023-11-04T04:09:16Z,4880000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,Hardy,J. Hardy,,,,,,,,,497.0,1.0,1.0,0.0,,,,,,,
500,PT01M18.00S,2023-11-04T04:03:56.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,92.59198423127464,49.754901960784316,1610612742,99,83,2023-11-04T04:04:02Z,4890000,False,-1.0,17.0,1,right,D. Powell cutting DUNK (6 PTS) (K. Irving 5 AST),"[203939, 202681]",1610612742.0,DAL,cutting,,,,,,Restricted Area,0-8 Center,,Powell,D. Powell,,,1.71,Made,6.0,K. Irving,202681.0,5.0,,,,,,,,,,,
502,PT01M02.00S,2023-11-04T04:04:14.3Z,3,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,99,83,2023-11-04T04:04:24Z,4910000,False,,,0,,J. Murray bad pass out-of-bounds TURNOVER (2 TO),[1627750],1610612743.0,DEN,bad pass,,,,,,Mid-Range,16-24 Right,2.0,Murray,J. Murray,,,,,,,,,,,,,204058.0,,,,,,
503,PT00M40.50S,2023-11-04T04:04:42.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630702,92.72339027595268,3.1862745098039214,1610612742,99,86,2023-11-04T04:04:46Z,4920000,False,-234.0,16.0,1,right,J. Hardy 3PT  (3 PTS) (K. Irving 6 AST),"[1630702, 202681]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Hardy,J. Hardy,,,23.46,Made,3.0,K. Irving,202681.0,6.0,,,,,,,,,,,
505,PT00M32.20S,2023-11-04T04:04:54.1Z,3,REGULAR,3pt,Jump Shot,[],1627750,32.53942181340342,38.970588235294116,1610612743,99,86,2023-11-04T04:04:59Z,4940000,False,55.0,253.0,1,left,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Center,,Murray,J. Murray,,,25.93,Missed,,,,,,,,,,,,,,,
506,PT00M29.40S,2023-11-04T04:04:56.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,99,86,2023-11-04T04:04:59Z,4950000,False,,,0,,L. Doncic REBOUND (Off:2 Def:6),[1629029],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,Doncic,L. Doncic,,,,,,,,,505.0,8.0,6.0,2.0,,,,,,,
507,PT00M16.30S,2023-11-04T04:05:10.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.9862023653088,56.372549019607845,1610612742,99,86,2023-11-04T04:05:15Z,4960000,False,32.0,13.0,1,right,MISS L. Doncic driving Layup,[1629029],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,Doncic,L. Doncic,,,3.46,Missed,,,,,,,,,,,,,,,
508,PT00M15.50S,2023-11-04T04:05:10.8Z,3,REGULAR,rebound,offensive,[],1629029,,,1610612742,99,86,2023-11-04T04:05:15Z,4970000,False,,,0,,L. Doncic REBOUND (Off:3 Def:6),[1629029],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,Doncic,L. Doncic,,,,,,,,,507.0,9.0,6.0,3.0,,,,,,,
509,PT00M15.50S,2023-11-04T04:05:13.5Z,3,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612742,99,86,2023-11-04T04:05:23Z,4980000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Doncic 2 FT),"[1631212, 1629029]",1610612743.0,DEN,shooting,,,,,,Restricted Area,0-8 Center,,Watson,P. Watson,,,,,,,,,,,,,204058.0,1.0,0.0,Doncic,1629029.0,,
511,PT00M15.50S,2023-11-04T04:05:43.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,99,86,2023-11-04T04:05:43Z,5000000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,,,,,,,Doncic,L. Doncic,,,,Missed,,,,,,,,,,,,,,,
512,PT00M15.50S,2023-11-04T04:05:43.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,99,86,2023-11-04T04:05:43Z,5010000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,511.0,,,,,,,,,,
513,PT00M15.50S,2023-11-04T04:05:43.8Z,3,REGULAR,substitution,out,[],1631212,,,1610612742,99,86,2023-11-04T04:05:54Z,5020000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
514,PT00M15.50S,2023-11-04T04:05:43.8Z,3,REGULAR,substitution,out,[],1630702,,,1610612742,99,86,2023-11-04T04:05:54Z,5030000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
515,PT00M15.50S,2023-11-04T04:05:43.8Z,3,REGULAR,substitution,in,[],1629008,,,1610612742,99,86,2023-11-04T04:05:54Z,5040000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,
516,PT00M15.50S,2023-11-04T04:05:43.8Z,3,REGULAR,substitution,in,[],1627884,,,1610612742,99,86,2023-11-04T04:05:54Z,5050000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,
