actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
527,PT08M12.00S,2024-03-31T21:28:53.3Z,4,REGULAR,substitution,out,[],1630596,,,1610612739,108,85,2024-03-31T21:29:02Z,5130000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M12.00S,2024-03-31T21:28:53.3Z,4,REGULAR,substitution,out,[],1628378,,,1610612739,108,85,2024-03-31T21:29:02Z,5140000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M12.00S,2024-03-31T21:28:53.3Z,4,REGULAR,substitution,in,[],1629622,,,1610612739,108,85,2024-03-31T21:29:02Z,5150000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M12.00S,2024-03-31T21:28:53.3Z,4,REGULAR,substitution,in,[],1628386,,,1610612739,108,85,2024-03-31T21:29:02Z,5160000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M03.00S,2024-03-31T21:29:20.8Z,4,REGULAR,3pt,Jump Shot,[],1629622,83.919185282523,95.09803921568627,1610612739,108,88,2024-03-31T21:29:26Z,5170000,False,225.0,99.0,1,right,M. Strus 24' 3PT  (7 PTS) (S. Merrill 1 AST),"[1629622, 1630241]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,24.62,Made,7.0,,,,,,,S. Merrill,1630241.0,1.0,,,,,,,,
533,PT08M00.00S,2024-03-31T21:29:28.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,108,88,2024-03-31T21:29:28Z,5190000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M00.00S,2024-03-31T21:31:54.8Z,4,REGULAR,substitution,out,[],202704,,,1610612743,108,88,2024-03-31T21:32:11Z,5200000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M00.00S,2024-03-31T21:31:54.8Z,4,REGULAR,substitution,out,[],203932,,,1610612743,108,88,2024-03-31T21:32:11Z,5210000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M00.00S,2024-03-31T21:31:54.8Z,4,REGULAR,substitution,in,[],203484,,,1610612743,108,88,2024-03-31T21:32:11Z,5220000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M00.00S,2024-03-31T21:31:54.8Z,4,REGULAR,substitution,in,[],203999,,,1610612743,108,88,2024-03-31T21:32:11Z,5230000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M46.00S,2024-03-31T21:32:36.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,5.601182654402102,47.549019607843135,1610612743,110,88,2024-03-31T21:32:45Z,5240000,False,12.0,0.0,1,left,P. Watson cutting DUNK (9 PTS) (N. Jokic 14 AST),"[1631212, 203999]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.23,Made,9.0,,,,,,,N. Jokic,203999.0,14.0,,,,,,,,
540,PT07M25.00S,2024-03-31T21:32:57.5Z,4,REGULAR,3pt,Jump Shot,[],1629636,73.53810775295663,16.42156862745098,1610612739,110,88,2024-03-31T21:33:08Z,5260000,False,-168.0,196.0,1,right,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
541,PT07M21.00S,2024-03-31T21:33:01.5Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,110,88,2024-03-31T21:33:08Z,5270000,False,,,0,,C. Braun REBOUND (Off:1 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,540.0,,,,5.0,4.0,1.0,,,,,
542,PT06M59.00S,2024-03-31T21:33:23.6Z,4,REGULAR,3pt,Jump Shot,[],1631128,28.465834428383708,74.26470588235294,1610612743,110,88,2024-03-31T21:33:28Z,5280000,False,-121.0,215.0,1,left,MISS C. Braun 24' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
543,PT06M56.00S,2024-03-31T21:33:26.6Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,110,88,2024-03-31T21:33:28Z,5290000,False,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,542.0,,,,4.0,4.0,0.0,,,,,
544,PT06M44.00S,2024-03-31T21:33:39.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.11760840998686,48.77450980392157,1610612739,110,90,2024-03-31T21:33:45Z,5300000,False,-6.0,12.0,1,right,J. Allen reverse Layup (19 PTS) (D. Garland 7 AST),"[1628386, 1629636]",1610612739.0,CLE,reverse,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.36,Made,19.0,,,,,,,D. Garland,1629636.0,7.0,,,,,,,,
546,PT06M19.00S,2024-03-31T21:34:03.8Z,4,REGULAR,3pt,Jump Shot,[],203200,30.699737187910642,36.51960784313725,1610612743,110,90,2024-03-31T21:34:08Z,5320000,False,67.0,236.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,24.55,Missed,,,,,,,,,,,,,,,,,,
547,PT06M15.00S,2024-03-31T21:34:07.8Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,110,90,2024-03-31T21:34:08Z,5330000,False,,,0,,C. LeVert REBOUND (Off:0 Def:5),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,,,546.0,,,,5.0,5.0,0.0,,,,,
548,PT06M08.00S,2024-03-31T21:34:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.38042049934296,57.59803921568627,1610612739,110,90,2024-03-31T21:34:20Z,5340000,False,38.0,10.0,1,right,MISS C. LeVert driving Layup - blocked,"[1627747, 203200]",1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,Holiday,203200.0
549,PT06M08.00S,2024-03-31T21:34:14.7Z,4,REGULAR,block,,[],203200,,,1610612739,110,90,2024-03-31T21:34:17Z,5350000,False,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
550,PT06M05.00S,2024-03-31T21:34:17.7Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,110,90,2024-03-31T21:34:20Z,5360000,False,,,0,,C. Braun REBOUND (Off:1 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,548.0,,,,6.0,5.0,1.0,,,,,
551,PT05M53.00S,2024-03-31T21:34:29.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,10.5946123521682,56.372549019607845,1610612743,110,90,2024-03-31T21:34:33Z,5370000,False,-32.0,47.0,1,left,MISS P. Watson turnaround fadeaway Shot,[1631212],1610612743.0,DEN,turnaround fadeaway,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,,,,,,,,,,,,,
552,PT05M51.00S,2024-03-31T21:34:31.6Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,110,90,2024-03-31T21:34:33Z,5380000,False,,,0,,C. LeVert REBOUND (Off:0 Def:6),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,551.0,,,,6.0,6.0,0.0,,,,,
553,PT05M49.00S,2024-03-31T21:34:35.2Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203484,,,1610612739,110,90,2024-03-31T21:34:42Z,5390000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (3 PF) (Strus 3 FT),"[203484, 1629622]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,1162.0,3.0,1.0,Strus,1629622.0,,,,,,,,,,,,
555,PT05M49.00S,2024-03-31T21:35:01.4Z,4,REGULAR,freethrow,1 of 3,['fastbreak'],1629622,,,1610612739,110,91,2024-03-31T21:35:41Z,5410000,False,,,0,,M. Strus Free Throw 1 of 3 (8 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
556,PT05M49.00S,2024-03-31T21:35:01.4Z,4,REGULAR,freethrow,2 of 3,['fastbreak'],1629622,,,1610612739,110,92,2024-03-31T21:35:41Z,5420000,False,,,0,,M. Strus Free Throw 2 of 3 (9 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
557,PT05M49.00S,2024-03-31T21:35:19.7Z,4,REGULAR,substitution,out,[],203200,,,1610612739,110,92,2024-03-31T21:35:26Z,5430000,False,,,0,,SUB out: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M49.00S,2024-03-31T21:35:19.7Z,4,REGULAR,substitution,out,[],1627747,,,1610612739,110,92,2024-03-31T21:35:26Z,5440000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M49.00S,2024-03-31T21:35:19.7Z,4,REGULAR,substitution,in,[],1629008,,,1610612739,110,92,2024-03-31T21:35:26Z,5450000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M49.00S,2024-03-31T21:35:19.7Z,4,REGULAR,substitution,in,[],202694,,,1610612739,110,92,2024-03-31T21:35:26Z,5460000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612739.0,CLE,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M49.00S,2024-03-31T21:35:01.4Z,4,REGULAR,freethrow,3 of 3,['fastbreak'],1629622,,,1610612739,110,92,2024-03-31T21:35:41Z,5470000,False,,,0,,MISS M. Strus Free Throw 3 of 3,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
562,PT05M47.00S,2024-03-31T21:35:03.4Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,110,92,2024-03-31T21:35:41Z,5480000,False,,,0,,N. Jokic REBOUND (Off:4 Def:11),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,561.0,,,,15.0,11.0,4.0,,,,,
563,PT05M31.00S,2024-03-31T21:35:54.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,6.783837056504599,41.66666666666667,1610612743,112,92,2024-03-31T21:35:58Z,5490000,False,42.0,11.0,1,left,N. Jokic Hook (26 PTS) (K. Caldwell-Pope 4 AST),"[203999, 203484]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.32,Made,26.0,,,,,,,K. Caldwell-Pope,203484.0,4.0,,,,,,,,
565,PT05M20.00S,2024-03-31T21:36:06.1Z,4,REGULAR,2pt,Jump Shot,[],1629636,84.70762155059133,75.0,1610612739,112,92,2024-03-31T21:36:11Z,5510000,False,125.0,91.0,1,right,MISS D. Garland 15' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,15.47,Missed,,,,,,,,,,,,,,,,,,
566,PT05M17.00S,2024-03-31T21:36:09.1Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,112,92,2024-03-31T21:36:11Z,5520000,False,,,0,,N. Jokic REBOUND (Off:4 Def:12),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,,,,,,,,,565.0,,,,16.0,12.0,4.0,,,,,
567,PT05M01.00S,2024-03-31T21:36:25.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203484,6.652431011826544,46.81372549019608,1610612743,114,92,2024-03-31T21:36:39Z,5530000,False,16.0,10.0,1,left,K. Caldwell-Pope cutting DUNK (19 PTS) (N. Jokic 15 AST),"[203484, 203999]",1610612743.0,DEN,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,1.88,Made,19.0,,,,,,,N. Jokic,203999.0,15.0,,,,,,,,
569,PT05M01.00S,2024-03-31T21:36:30.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,114,92,2024-03-31T21:36:30Z,5550000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M01.00S,2024-03-31T21:38:37.3Z,4,REGULAR,substitution,out,[],1629622,,,1610612739,114,92,2024-03-31T21:39:12Z,5560000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M01.00S,2024-03-31T21:38:37.3Z,4,REGULAR,substitution,out,[],1630241,,,1610612739,114,92,2024-03-31T21:39:12Z,5570000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M01.00S,2024-03-31T21:38:37.3Z,4,REGULAR,substitution,out,[],1629636,,,1610612739,114,92,2024-03-31T21:39:12Z,5580000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M01.00S,2024-03-31T21:38:37.3Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,114,92,2024-03-31T21:39:12Z,5590000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M01.00S,2024-03-31T21:38:37.3Z,4,REGULAR,substitution,in,[],1627747,,,1610612739,114,92,2024-03-31T21:39:12Z,5600000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M01.00S,2024-03-31T21:38:37.3Z,4,REGULAR,substitution,in,[],1627777,,,1610612739,114,92,2024-03-31T21:39:12Z,5610000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M01.00S,2024-03-31T21:38:37.3Z,4,REGULAR,substitution,in,[],202684,,,1610612739,114,92,2024-03-31T21:39:12Z,5620000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M01.00S,2024-03-31T21:38:37.3Z,4,REGULAR,substitution,in,[],1627745,,,1610612739,114,92,2024-03-31T21:39:12Z,5630000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M49.00S,2024-03-31T21:39:27.1Z,4,REGULAR,2pt,Jump Shot,[],202694,83.52496714848883,32.35294117647059,1610612739,114,92,2024-03-31T21:39:53Z,5640000,False,-88.0,102.0,1,right,MISS M. Morris Sr. 13' fadeaway Shot,[202694],1610612739.0,CLE,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,13.51,Missed,,,,,,,,,,,,,,,,,,
579,PT04M47.00S,2024-03-31T21:39:29.1Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,114,92,2024-03-31T21:39:32Z,5650000,False,,,0,,N. Jokic REBOUND (Off:4 Def:13),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,,,,,,578.0,,,,17.0,13.0,4.0,,,,,
580,PT04M26.00S,2024-03-31T21:39:50.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631128,10.5946123521682,46.07843137254902,1610612743,114,92,2024-03-31T21:39:59Z,5660000,False,20.0,47.0,1,left,MISS C. Braun driving Hook,[1631128],1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,,,,,,,,,,,,,,
581,PT04M24.00S,2024-03-31T21:39:52.6Z,4,REGULAR,rebound,defensive,[],202684,,,1610612739,114,92,2024-03-31T21:39:59Z,5670000,False,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,580.0,,,,3.0,1.0,2.0,,,,,
582,PT04M16.00S,2024-03-31T21:40:00.8Z,4,REGULAR,3pt,Jump Shot,[],1627777,77.34888304862024,87.74509803921569,1610612739,114,92,2024-03-31T21:40:08Z,5680000,False,189.0,160.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,24.77,Missed,,,,,,,,,,,,,,,,,,
583,PT04M11.00S,2024-03-31T21:40:05.8Z,4,REGULAR,rebound,defensive,[],203484,,,1610612743,114,92,2024-03-31T21:40:08Z,5690000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,582.0,,,,3.0,3.0,0.0,,,,,
584,PT03M57.00S,2024-03-31T21:40:18.9Z,4,REGULAR,3pt,Jump Shot,[],1631128,32.40801576872536,55.88235294117647,1610612743,117,92,2024-03-31T21:40:24Z,5700000,False,-29.0,252.0,1,left,C. Braun 25' 3PT  (10 PTS) (N. Jokic 16 AST),"[1631128, 203999]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,25.38,Made,10.0,,,,,,,N. Jokic,203999.0,16.0,,,,,,,,
586,PT03M33.00S,2024-03-31T21:40:42.5Z,4,REGULAR,3pt,Jump Shot,[],1627745,88.12417871222075,96.32352941176471,1610612739,117,92,2024-03-31T21:40:49Z,5720000,False,232.0,59.0,1,right,MISS D. Jones 3PT,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Right Corner 3,24+ Right,23.9,Missed,,,,,,,,,,,,,,,,,,
587,PT03M31.00S,2024-03-31T21:40:44.5Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,117,92,2024-03-31T21:40:49Z,5730000,False,,,0,,N. Jokic REBOUND (Off:4 Def:14),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Right Corner 3,24+ Right,,,,,,,,,586.0,,,,18.0,14.0,4.0,,,,,
588,PT03M31.00S,2024-03-31T21:40:48.9Z,4,REGULAR,foul,personal,[],1627745,,,1610612743,117,92,2024-03-31T21:41:10Z,5740000,False,,,0,,D. Jones personal FOUL (1 PF),"[1627745, 203999]",1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Center,,,,200833.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,,,
590,PT03M31.00S,2024-03-31T21:41:18.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,117,92,2024-03-31T21:41:18Z,5760000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT03M31.00S,2024-03-31T21:42:28.5Z,4,REGULAR,substitution,out,[],1629008,,,1610612743,117,92,2024-03-31T21:42:42Z,5770000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT03M31.00S,2024-03-31T21:42:28.5Z,4,REGULAR,substitution,out,[],1631212,,,1610612743,117,92,2024-03-31T21:42:42Z,5780000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M31.00S,2024-03-31T21:42:28.5Z,4,REGULAR,substitution,out,[],203999,,,1610612743,117,92,2024-03-31T21:42:42Z,5790000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M31.00S,2024-03-31T21:42:28.5Z,4,REGULAR,substitution,in,[],1630643,,,1610612743,117,92,2024-03-31T21:42:42Z,5800000,False,,,0,,SUB in: J. Huff,[1630643],1610612743.0,DEN,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT03M31.00S,2024-03-31T21:42:28.5Z,4,REGULAR,substitution,in,[],1641816,,,1610612743,117,92,2024-03-31T21:42:42Z,5810000,False,,,0,,SUB in: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT03M31.00S,2024-03-31T21:42:28.5Z,4,REGULAR,substitution,in,[],1631124,,,1610612743,117,92,2024-03-31T21:42:42Z,5820000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M11.00S,2024-03-31T21:43:05.5Z,4,REGULAR,3pt,Jump Shot,[],203484,32.53942181340342,52.69607843137255,1610612743,120,92,2024-03-31T21:43:10Z,5830000,False,-13.0,253.0,1,left,K. Caldwell-Pope 25' 3PT pullup (22 PTS),[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,25.38,Made,22.0,,,,,,,,,,,,,,,,,
598,PT02M59.00S,2024-03-31T21:43:19.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630643,,,1610612739,120,92,2024-03-31T21:43:32Z,5840000,False,,,0,,J. Huff take personal FOUL (1 PF) (LeVert 2 FT),"[1630643, 1627747]",1610612743.0,DEN,take,,,Huff,J. Huff,,,,,Mid-Range,16-24 Right,,,,200833.0,1.0,0.0,LeVert,1627747.0,,,,,,,,,,,,
600,PT02M59.00S,2024-03-31T21:43:51.6Z,4,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,120,93,2024-03-31T21:43:51Z,5860000,False,,,0,,C. LeVert Free Throw 1 of 2 (14 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
601,PT02M59.00S,2024-03-31T21:43:52.2Z,4,REGULAR,substitution,out,[],1631128,,,1610612739,120,93,2024-03-31T21:44:00Z,5870000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M59.00S,2024-03-31T21:43:52.2Z,4,REGULAR,substitution,out,[],203484,,,1610612739,120,93,2024-03-31T21:44:00Z,5880000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M59.00S,2024-03-31T21:43:52.2Z,4,REGULAR,substitution,in,[],1631221,,,1610612739,120,93,2024-03-31T21:44:00Z,5890000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612743.0,DEN,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT02M59.00S,2024-03-31T21:43:52.2Z,4,REGULAR,substitution,in,[],1629618,,,1610612739,120,93,2024-03-31T21:44:00Z,5900000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT02M59.00S,2024-03-31T21:44:09.0Z,4,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,120,94,2024-03-31T21:44:09Z,5910000,False,,,0,,C. LeVert Free Throw 2 of 2 (15 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
606,PT02M48.00S,2024-03-31T21:44:22.8Z,4,REGULAR,3pt,Jump Shot,[],1641816,26.757555847568987,79.16666666666666,1610612743,123,94,2024-03-31T21:44:28Z,5920000,False,-146.0,199.0,1,left,H. Tyson 24' 3PT  (3 PTS) (J. Pickett 1 AST),"[1641816, 1629618]",1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Above the Break 3,24+ Left Center,24.67,Made,3.0,,,,,,,J. Pickett,1629618.0,1.0,,,,,,,,
608,PT02M32.00S,2024-03-31T21:44:38.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,85.62746386333771,55.392156862745104,1610612739,123,96,2024-03-31T21:44:49Z,5940000,False,27.0,83.0,1,right,M. Morris Sr. 8' fadeaway Jump Shot (5 PTS),[202694],1610612739.0,CLE,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,8.69,Made,5.0,,,,,,,,,,,,,,,,,
610,PT02M13.00S,2024-03-31T21:44:56.9Z,4,REGULAR,2pt,Jump Shot,[],1631124,6.258212877792378,77.94117647058823,1610612743,123,96,2024-03-31T21:45:01Z,5960000,False,-140.0,6.0,1,left,MISS J. Strawther 13' driving floating Shot,[1631124],1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,Mid-Range,8-16 Left,13.98,Missed,,,,,,,,,,,,,,,,,,
611,PT02M09.00S,2024-03-31T21:45:00.9Z,4,REGULAR,rebound,defensive,[],202684,,,1610612739,123,96,2024-03-31T21:45:01Z,5970000,False,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,610.0,,,,4.0,2.0,2.0,,,,,
