actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
427,PT02M11.00S,2023-03-07T03:37:25.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,8.886333771353483,53.92156862745098,1610612743,77,82,2023-03-07T03:38:38Z,4160000,False,-20.0,31.0,1,left,MISS N. Jokic turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,
428,PT02M08.00S,2023-03-07T03:37:28.4Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,77,82,2023-03-07T03:37:30Z,4170000,False,,,0,,N. Jokic REBOUND (Off:3 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,,,,,427.0,9.0,6.0,3.0,,,,,,,,,,,
429,PT02M08.00S,2023-03-07T03:37:27.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.590000152587891,50.0,1610612743,79,82,2023-03-07T03:37:27Z,4180000,False,0.0,0.0,1,left,N. Jokic tip Layup (11 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,11.0,,,,,,,,,,
430,PT01M54.00S,2023-03-07T03:37:42.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,83.26215505913272,59.55882352941176,1610612761,79,84,2023-03-07T03:37:46Z,4190000,False,48.0,105.0,1,right,F. VanVleet 11' pullup Jump Shot (17 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,In The Paint (Non-RA),8-16 Center,11.52,Made,,,,,,,17.0,,,,,,,,,,
431,PT01M45.00S,2023-03-07T03:37:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.652431011826544,45.09803921568628,1610612743,81,84,2023-03-07T03:38:01Z,4200000,False,25.0,10.0,1,left,J. Green cutting finger roll Layup (6 PTS) (R. Jackson 5 AST),"[201145, 202704]",1610612743.0,DEN,cutting finger roll,,,Green,J. Green,,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,,,6.0,R. Jackson,202704.0,5.0,,,,,,,
433,PT01M34.00S,2023-03-07T03:38:05.4Z,3,REGULAR,foul,personal,['2freethrow'],202704,,,1610612761,81,84,2023-03-07T03:38:15Z,4220000,False,,,0,,R. Jackson shooting personal FOUL (1 PF) (VanVleet 2 FT),"[202704, 1627832]",1610612743.0,DEN,shooting,,,Jackson,R. Jackson,,,,,1628480.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,,
435,PT01M34.00S,2023-03-07T03:38:31.2Z,3,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,81,85,2023-03-07T03:38:31Z,4240000,False,,,0,,F. VanVleet Free Throw 1 of 2 (18 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,
436,PT01M34.00S,2023-03-07T03:38:33.2Z,3,REGULAR,substitution,out,[],203999,,,1610612761,81,85,2023-03-07T03:38:39Z,4250000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M34.00S,2023-03-07T03:38:33.2Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,81,85,2023-03-07T03:38:39Z,4260000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M34.00S,2023-03-07T03:38:33.2Z,3,REGULAR,substitution,in,[],1628418,,,1610612761,81,85,2023-03-07T03:38:39Z,4270000,False,,,0,,SUB in: T. Bryant,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M34.00S,2023-03-07T03:38:33.2Z,3,REGULAR,substitution,in,[],1630567,,,1610612761,81,85,2023-03-07T03:38:39Z,4280000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M34.00S,2023-03-07T03:38:54.2Z,3,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,81,86,2023-03-07T03:38:54Z,4290000,False,,,0,,F. VanVleet Free Throw 2 of 2 (19 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,
441,PT01M21.00S,2023-03-07T03:39:09.7Z,3,REGULAR,3pt,Jump Shot,[],203484,25.04927726675427,14.460784313725492,1610612743,81,86,2023-03-07T03:39:16Z,4300000,False,178.0,183.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,
442,PT01M18.00S,2023-03-07T03:39:13.2Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,81,86,2023-03-07T03:39:13Z,4310000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Above the Break 3,24+ Right Center,,,,,441.0,4.0,4.0,0.0,,,,,,,,,,,
443,PT01M06.00S,2023-03-07T03:39:25.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,92.72339027595268,49.50980392156863,1610612761,81,88,2023-03-07T03:40:03Z,4320000,False,-2.0,16.0,1,right,S. Barnes driving DUNK (10 PTS) (F. VanVleet 12 AST),"[1630567, 1627832]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,10.0,F. VanVleet,1627832.0,12.0,,,,,,,
445,PT00M43.40S,2023-03-07T03:39:48.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,12.565703022339028,35.53921568627451,1610612743,81,88,2023-03-07T03:40:24Z,4340000,False,72.0,66.0,1,left,MISS B. Brown 9' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,,In The Paint (Non-RA),8-16 Right,9.76,Missed,,,,,,,,,,,,,,,,,
446,PT00M41.20S,2023-03-07T03:39:50.7Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,81,88,2023-03-07T03:39:53Z,4350000,False,,,0,,C. Boucher REBOUND (Off:1 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,In The Paint (Non-RA),8-16 Right,,,,,445.0,6.0,5.0,1.0,,,,,,,,,,,
447,PT00M34.30S,2023-03-07T03:39:57.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,91.80354796320631,95.58823529411765,1610612761,81,88,2023-03-07T03:40:51Z,4360000,False,228.0,25.0,1,right,MISS F. VanVleet pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,
448,PT00M32.80S,2023-03-07T03:39:59.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,81,88,2023-03-07T03:40:02Z,4370000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,Right Corner 3,24+ Right,,,,,447.0,,,,,,,,,,,,,,
450,PT00M32.80S,2023-03-07T03:40:14.1Z,3,REGULAR,substitution,out,[],1627832,,,1610612743,81,88,2023-03-07T03:40:19Z,4390000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT00M32.80S,2023-03-07T03:40:14.1Z,3,REGULAR,substitution,in,[],203115,,,1610612743,81,88,2023-03-07T03:40:19Z,4400000,False,,,0,,SUB in: W. Barton,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT00M13.60S,2023-03-07T03:40:45.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,6.258212877792378,49.754901960784316,1610612743,83,88,2023-03-07T03:40:48Z,4410000,False,1.0,6.0,1,left,T. Bryant DUNK (4 PTS) (K. Caldwell-Pope 3 AST),"[1628418, 203484]",1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,4.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,
454,PT00M00.20S,2023-03-07T03:41:02.3Z,3,REGULAR,3pt,Jump Shot,[],203115,66.5735873850197,29.166666666666668,1610612761,83,88,2023-03-07T03:41:07Z,4430000,False,-104.0,262.0,1,right,MISS W. Barton 28' pullup 3PT,[203115],1610612761.0,TOR,pullup,,,Barton,W. Barton,,,,,,Above the Break 3,24+ Left Center,28.17,Missed,,,,,,,,,,,,,,,,,
455,PT00M00.20S,2023-03-07T03:41:02.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,83,88,2023-03-07T03:41:07Z,4440000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,454.0,,,,,,,,,,,,,,
456,PT00M00.00S,2023-03-07T03:41:13.8Z,3,REGULAR,period,end,[],0,,,1610612761,83,88,2023-03-07T03:41:13Z,4450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2023-03-07T03:43:45.2Z,4,REGULAR,period,start,[],0,,,1610612761,83,88,2023-03-07T03:43:45Z,4460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT11M49.00S,2023-03-07T03:43:56.1Z,4,REGULAR,2pt,Jump Shot,[],1628449,91.5407358738502,75.24509803921569,1610612761,83,88,2023-03-07T03:44:03Z,4470000,False,126.0,27.0,1,right,MISS C. Boucher 12' Jump Shot,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Mid-Range,8-16 Right,12.91,Missed,,,,,,,,,,,,,,,,,
459,PT11M46.00S,2023-03-07T03:43:59.1Z,4,REGULAR,rebound,defensive,[],203484,,,1610612743,83,88,2023-03-07T03:44:05Z,4480000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Mid-Range,8-16 Right,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,,
460,PT11M37.00S,2023-03-07T03:44:09.3Z,4,REGULAR,foul,personal,[],203115,,,1610612743,83,88,2023-03-07T03:44:30Z,4490000,False,,,0,,W. Barton personal FOUL (2 PF),"[203115, 203484]",1610612761.0,TOR,,,,Barton,W. Barton,,,,,202007.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,0.0,Caldwell-Pope,203484.0,,,
462,PT11M27.00S,2023-03-07T03:44:43.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,14.273981603153747,41.911764705882355,1610612743,85,88,2023-03-07T03:44:57Z,4510000,False,40.0,82.0,1,left,R. Jackson 9' driving floating Jump Shot (7 PTS),[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,,In The Paint (Non-RA),8-16 Center,9.11,Made,,,,,,,7.0,,,,,,,,,,
463,PT11M12.00S,2023-03-07T03:45:01.0Z,4,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612761,85,88,2023-03-07T03:45:15Z,4520000,False,,,0,,B. Brown shooting personal FOUL (2 PF) (Achiuwa 2 FT),"[1628971, 1630173]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,1628480.0,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,0.0,Achiuwa,1630173.0,,,
465,PT11M12.00S,2023-03-07T03:45:32.3Z,4,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,85,89,2023-03-07T03:45:32Z,4540000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (6 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
466,PT11M12.00S,2023-03-07T03:45:45.1Z,4,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,85,90,2023-03-07T03:45:45Z,4550000,False,,,0,,P. Achiuwa Free Throw 2 of 2 (7 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
577,PT10M52.00S,2023-03-07T03:45:52.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,15.292378449408673,60.294117647058826,1610612743,85,90,2023-03-07T04:08:25Z,4555000,False,-51.0,91.0,1,left,MISS R. Jackson 10' pullup Shot,[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,,In The Paint (Non-RA),8-16 Center,10.47,Missed,,,,,,,,,,,,,,,,,
578,PT10M49.00S,2023-03-07T03:45:55.6Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612743,85,90,2023-03-07T04:08:25Z,4557500,False,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,In The Paint (Non-RA),8-16 Center,,,,,577.0,4.0,2.0,2.0,,,,,,,,,,,
467,PT10M46.00S,2023-03-07T03:46:13.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,9.543363994743759,36.27450980392157,1610612743,85,90,2023-03-07T04:07:58Z,4560000,False,69.0,37.0,1,left,MISS B. Brown 7' floating Shot,[1628971],1610612743.0,DEN,floating,,,Brown,B. Brown,,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,
468,PT10M42.00S,2023-03-07T03:46:17.0Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,85,90,2023-03-07T03:47:57Z,4570000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,In The Paint (Non-RA),0-8 Center,,,,,467.0,5.0,5.0,0.0,,,,,,,,,,,
469,PT10M39.00S,2023-03-07T03:46:21.7Z,4,REGULAR,foul,personal,[],202704,,,1610612761,85,90,2023-03-07T03:46:34Z,4580000,False,,,0,,R. Jackson personal FOUL (2 PF),"[202704, 1628449]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,1628480.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,0.0,Boucher,1628449.0,,,
471,PT10M24.00S,2023-03-07T03:46:49.7Z,4,REGULAR,2pt,Jump Shot,[],1629018,73.01248357424441,25.98039215686275,1610612761,85,92,2023-03-07T03:46:53Z,4600000,False,-120.0,201.0,1,right,G. Trent Jr. 23' step back Jump Shot (11 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,,Mid-Range,16-24 Left Center,23.43,Made,,,,,,,11.0,,,,,,,,,,
472,PT10M07.00S,2023-03-07T03:47:06.7Z,4,REGULAR,3pt,Jump Shot,[],202704,29.6484888304862,75.98039215686273,1610612743,88,92,2023-03-07T03:47:10Z,4610000,False,-130.0,226.0,1,left,R. Jackson 26' 3PT  (10 PTS) (K. Caldwell-Pope 4 AST),"[202704, 203484]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,Above the Break 3,24+ Left Center,26.08,Made,,,,,,,10.0,K. Caldwell-Pope,203484.0,4.0,,,,,,,
474,PT09M47.00S,2023-03-07T03:47:26.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,80.3712220762155,50.98039215686274,1610612761,88,92,2023-03-07T03:47:30Z,4630000,False,5.0,132.0,1,right,MISS G. Trent Jr. 13' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,In The Paint (Non-RA),8-16 Center,13.21,Missed,,,,,,,,,,,,,,,,,
475,PT09M45.00S,2023-03-07T03:47:28.4Z,4,REGULAR,rebound,defensive,[],202704,,,1610612743,88,92,2023-03-07T03:47:30Z,4640000,False,,,0,,R. Jackson REBOUND (Off:1 Def:2),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,In The Paint (Non-RA),8-16 Center,,,,,474.0,3.0,2.0,1.0,,,,,,,,,,,
476,PT09M38.00S,2023-03-07T03:47:36.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,12.302890932982917,49.26470588235294,1610612743,90,92,2023-03-07T03:47:42Z,4650000,False,4.0,63.0,1,left,B. Brown 6' turnaround Jump Shot (8 PTS),[1628971],1610612743.0,DEN,turnaround,,,Brown,B. Brown,,,,,,In The Paint (Non-RA),0-8 Center,6.32,Made,,,,,,,8.0,,,,,,,,,,
477,PT09M38.00S,2023-03-07T03:47:40.4Z,4,REGULAR,foul,personal,['1freethrow'],203115,,,1610612743,90,92,2023-03-07T03:47:47Z,4660000,False,,,0,,W. Barton shooting personal FOUL (3 PF) (Brown 1 FT),"[203115, 1628971]",1610612761.0,TOR,shooting,,,Barton,W. Barton,,,,,202007.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,0.0,Brown,1628971.0,,,
479,PT09M38.00S,2023-03-07T03:48:01.4Z,4,REGULAR,freethrow,1 of 1,[],1628971,,,1610612743,91,92,2023-03-07T03:48:01Z,4680000,False,,,0,,B. Brown Free Throw 1 of 1 (9 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
480,PT09M22.00S,2023-03-07T03:48:20.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.41590013140605,41.66666666666667,1610612761,91,92,2023-03-07T03:48:24Z,4690000,False,-42.0,75.0,1,right,MISS S. Barnes 8' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,,In The Paint (Non-RA),8-16 Center,8.6,Missed,,,,,,,,,,,,,,,,,
481,PT09M20.00S,2023-03-07T03:48:22.2Z,4,REGULAR,rebound,defensive,[],1628418,,,1610612743,91,92,2023-03-07T03:48:24Z,4700000,False,,,0,,T. Bryant REBOUND (Off:0 Def:4),[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,In The Paint (Non-RA),8-16 Center,,,,,480.0,4.0,4.0,0.0,,,,,,,,,,,
482,PT09M12.00S,2023-03-07T03:49:01.8Z,4,REGULAR,jumpball,recovered,[],1630567,,,1610612743,91,92,2023-03-07T03:49:01Z,4710000,False,,,0,,Jump Ball P. Achiuwa vs. B. Brown: Tip to S. Barnes,"[1630567, 1630173, 1628971]",1610612761.0,TOR,heldball,S. Barnes,1630567.0,Barnes,S. Barnes,Achiuwa,1630173.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,,,,,
485,PT09M12.00S,2023-03-07T03:49:01.8Z,4,REGULAR,turnover,lost ball,[],1628971,,,1610612743,91,92,2023-03-07T03:49:01Z,4740000,False,,,0,,B. Brown lost ball TURNOVER (2 TO),"[1628971, 1630173]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,2.0,Achiuwa,1630173.0
486,PT09M12.00S,2023-03-07T03:49:01.8Z,4,REGULAR,steal,,[],1630173,,,1610612761,91,92,2023-03-07T03:49:01Z,4750000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT09M03.00S,2023-03-07T03:49:10.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203115,75.24638633377135,13.23529411764706,1610612761,91,95,2023-03-07T03:49:14Z,4760000,False,-184.0,180.0,1,right,W. Barton 25' 3PT  (5 PTS) (P. Achiuwa 3 AST),"[203115, 1630173]",1610612761.0,TOR,,,,Barton,W. Barton,,,,,,Above the Break 3,24+ Left Center,25.74,Made,,,,,,,5.0,P. Achiuwa,1630173.0,3.0,,,,,,,
489,PT08M52.00S,2023-03-07T03:49:22.7Z,4,REGULAR,turnover,bad pass,[],202704,,,1610612743,91,95,2023-03-07T03:49:25Z,4780000,False,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 1628449]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,2.0,Boucher,1628449.0
490,PT08M52.00S,2023-03-07T03:49:22.7Z,4,REGULAR,steal,,[],1628449,,,1610612761,91,95,2023-03-07T03:49:24Z,4790000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
491,PT08M40.00S,2023-03-07T03:49:34.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,89.83245729303549,77.20588235294117,1610612761,91,97,2023-03-07T03:49:40Z,4800000,False,136.0,43.0,1,right,G. Trent Jr. 14' step back Jump Shot (13 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,,Mid-Range,8-16 Right,14.27,Made,,,,,,,13.0,,,,,,,,,,
492,PT08M39.00S,2023-03-07T03:49:40.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,91,97,2023-03-07T03:49:40Z,4810000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT08M39.00S,2023-03-07T03:51:54.5Z,4,REGULAR,substitution,out,[],203484,,,1610612743,91,97,2023-03-07T03:52:32Z,4820000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT08M39.00S,2023-03-07T03:51:54.5Z,4,REGULAR,substitution,out,[],1628418,,,1610612743,91,97,2023-03-07T03:52:32Z,4830000,False,,,0,,SUB out: T. Bryant,[1628418],1610612743.0,DEN,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT08M39.00S,2023-03-07T03:51:54.5Z,4,REGULAR,substitution,out,[],1628449,,,1610612743,91,97,2023-03-07T03:52:32Z,4840000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M39.00S,2023-03-07T03:51:54.5Z,4,REGULAR,substitution,in,[],1627750,,,1610612743,91,97,2023-03-07T03:52:32Z,4850000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M39.00S,2023-03-07T03:51:54.5Z,4,REGULAR,substitution,in,[],203999,,,1610612743,91,97,2023-03-07T03:52:32Z,4860000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT08M39.00S,2023-03-07T03:51:54.5Z,4,REGULAR,substitution,in,[],1627783,,,1610612743,91,97,2023-03-07T03:52:32Z,4870000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT08M25.00S,2023-03-07T03:52:45.2Z,4,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,91,97,2023-03-07T03:53:07Z,4880000,False,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (3 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,3.0,,
500,PT08M25.00S,2023-03-07T03:52:47.2Z,4,REGULAR,substitution,out,[],203115,,,1610612761,91,97,2023-03-07T03:52:56Z,4890000,False,,,0,,SUB out: W. Barton,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT08M25.00S,2023-03-07T03:52:47.2Z,4,REGULAR,substitution,in,[],1628384,,,1610612761,91,97,2023-03-07T03:52:56Z,4900000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT08M11.00S,2023-03-07T03:53:20.6Z,4,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612761,91,97,2023-03-07T03:53:29Z,4910000,False,,,0,,B. Brown shooting personal FOUL (3 PF) (Barnes 2 FT),"[1628971, 1630567]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,1628480.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,0.0,Barnes,1630567.0,,,
504,PT08M11.00S,2023-03-07T03:53:40.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630567,,,1610612761,91,98,2023-03-07T03:53:40Z,4930000,False,,,0,,S. Barnes Free Throw 1 of 2 (11 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,
505,PT08M11.00S,2023-03-07T03:53:54.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630567,,,1610612761,91,99,2023-03-07T03:53:54Z,4940000,False,,,0,,S. Barnes Free Throw 2 of 2 (12 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,
506,PT07M58.00S,2023-03-07T03:54:08.8Z,4,REGULAR,3pt,Jump Shot,[],1628971,6.521024967148489,96.56862745098039,1610612743,91,99,2023-03-07T03:54:12Z,4950000,False,-233.0,9.0,1,left,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,
507,PT07M55.00S,2023-03-07T03:54:11.8Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,91,99,2023-03-07T03:54:12Z,4960000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,Left Corner 3,24+ Left,,,,,506.0,1.0,1.0,0.0,,,,,,,,,,,
508,PT07M39.00S,2023-03-07T03:54:27.8Z,4,REGULAR,turnover,lost ball,[],1627783,,,1610612761,91,99,2023-03-07T03:54:32Z,4970000,False,,,0,,P. Siakam lost ball TURNOVER (3 TO),"[1627783, 1628971]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,3.0,Brown,1628971.0
