actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
518,PT10M52.00S,2023-02-08T03:54:31.6Z,4,REGULAR,freethrow,2 of 2,[],1630233,,,1610612750,112,78,2023-02-08T03:54:48Z,5160000,False,,,0,,MISS N. Knight Free Throw 2 of 2,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
519,PT10M50.00S,2023-02-08T03:54:33.6Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,112,78,2023-02-08T03:54:48Z,5170000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,518.0,,,,,,,,,,,,,,,2.0,2.0,0.0
520,PT10M33.00S,2023-02-08T03:55:05.8Z,4,REGULAR,turnover,out-of-bounds,[],202397,,,1610612743,112,78,2023-02-08T03:55:23Z,5180000,False,,,0,,I. Smith bad pass out-of-bounds TURNOVER (3 TO),[202397],1610612743.0,DEN,bad pass,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,3.0,,,,,,,202027.0,,,,,,,,,
521,PT10M33.00S,2023-02-08T03:55:13.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,112,78,2023-02-08T03:55:13Z,5190000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT10M19.00S,2023-02-08T03:58:42.6Z,4,REGULAR,foul,personal,['2freethrow'],202397,,,1610612750,112,78,2023-02-08T03:58:57Z,5200000,False,,,0,,I. Smith shooting personal FOUL (5 PF) (Forbes 2 FT),"[202397, 1627854]",1610612743.0,DEN,shooting,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,5.0,0.0,Forbes,1627854.0,,,,,
524,PT10M19.00S,2023-02-08T03:59:05.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627854,,,1610612750,112,79,2023-02-08T03:59:05Z,5220000,False,,,0,,B. Forbes Free Throw 1 of 2 (6 PTS),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
525,PT10M19.00S,2023-02-08T03:59:17.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627854,,,1610612750,112,80,2023-02-08T03:59:17Z,5230000,False,,,0,,B. Forbes Free Throw 2 of 2 (7 PTS),[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
526,PT10M04.00S,2023-02-08T03:59:36.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.783837056504599,44.36274509803921,1610612743,112,80,2023-02-08T03:59:42Z,5240000,False,28.0,11.0,1,left,MISS J. Green Layup - blocked,"[201145, 1631111]",1610612743.0,DEN,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,Moore Jr.,1631111.0,,,
527,PT10M04.00S,2023-02-08T03:59:36.5Z,4,REGULAR,block,,[],1631111,,,1610612743,112,80,2023-02-08T03:59:40Z,5250000,False,,,0,,W. Moore Jr. BLOCK (1 BLK),[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
528,PT10M04.00S,2023-02-08T03:59:36.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,112,80,2023-02-08T03:59:42Z,5260000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,526.0,,,,,,,,,,,,,,,,,
530,PT10M02.00S,2023-02-08T03:59:52.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628432,9.017739816031538,3.9215686274509802,1610612743,115,80,2023-02-08T03:59:58Z,5280000,False,230.0,32.0,1,left,D. Reed 3PT  (3 PTS) (I. Smith 4 AST),"[1628432, 202397]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,Right Corner 3,24+ Right,23.27,Made,,,,,3.0,I. Smith,202397.0,4.0,,,,,,,,,,
532,PT09M44.00S,2023-02-08T04:00:14.6Z,4,REGULAR,turnover,out-of-bounds,[],1627854,,,1610612750,115,80,2023-02-08T04:00:24Z,5300000,False,,,0,,B. Forbes bad pass out-of-bounds TURNOVER (1 TO),[1627854],1610612750.0,MIN,bad pass,,,Forbes,B. Forbes,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,,,,,1830.0,,,,,,,,,
534,PT09M29.00S,2023-02-08T04:00:35.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201145,31.35676741130092,27.450980392156865,1610612743,118,80,2023-02-08T04:00:42Z,5320000,False,113.0,242.0,1,left,J. Green 26' 3PT  (7 PTS) (C. Braun 2 AST),"[201145, 1631128]",1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.72,Made,,,,,7.0,C. Braun,1631128.0,2.0,,,,,,,,,,
536,PT09M11.00S,2023-02-08T04:00:53.8Z,4,REGULAR,turnover,bad pass,[],1631111,,,1610612750,118,80,2023-02-08T04:00:57Z,5340000,False,,,0,,W. Moore Jr. bad pass TURNOVER (1 TO),"[1631111, 1628432]",1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,Reed,1628432.0,,,,,,,,,,,,,,
537,PT09M11.00S,2023-02-08T04:00:53.8Z,4,REGULAR,steal,,[],1628432,,,1610612743,118,80,2023-02-08T04:00:55Z,5350000,False,,,0,,D. Reed STEAL (1 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
538,PT09M06.00S,2023-02-08T04:00:57.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628427,7.046649145860711,54.41176470588235,1610612743,120,80,2023-02-08T04:01:06Z,5360000,False,-22.0,14.0,1,left,V. Cancar running Layup (6 PTS) (D. Reed 1 AST),"[1628427, 1628432]",1610612743.0,DEN,running,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,6.0,D. Reed,1628432.0,1.0,,,,,,,,,,
540,PT08M52.00S,2023-02-08T04:01:11.9Z,4,REGULAR,3pt,Jump Shot,[],1630346,93.38042049934296,4.166666666666666,1610612750,120,83,2023-02-08T04:02:52Z,5380000,False,-229.0,10.0,1,right,M. Ryan 3PT  (5 PTS) (N. Knight 2 AST),"[1630346, 1630233]",1610612750.0,MIN,,,,Ryan,M. Ryan,,,,,Left Corner 3,24+ Left,22.94,Made,,,,,5.0,N. Knight,1630233.0,2.0,,,,,,,,,,
542,PT08M34.00S,2023-02-08T04:01:29.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628432,12.828515111695138,38.23529411764706,1610612743,120,83,2023-02-08T04:01:34Z,5400000,False,59.0,68.0,1,left,MISS D. Reed 9' driving floating Shot,[1628432],1610612743.0,DEN,driving floating,,,Reed,D. Reed,,,,,In The Paint (Non-RA),8-16 Right,9.0,Missed,,,,,,,,,,,,,,,,,,
543,PT08M32.00S,2023-02-08T04:01:31.2Z,4,REGULAR,rebound,defensive,[],1630346,,,1610612750,120,83,2023-02-08T04:01:34Z,5410000,False,,,0,,M. Ryan REBOUND (Off:0 Def:1),[1630346],1610612750.0,MIN,,,,Ryan,M. Ryan,,,,,In The Paint (Non-RA),8-16 Right,,,542.0,,,,,,,,,,,,,,,1.0,1.0,0.0
544,PT08M26.00S,2023-02-08T04:01:38.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,91.93495400788436,45.83333333333333,1610612750,120,85,2023-02-08T04:01:46Z,5420000,False,-21.0,23.0,1,right,J. Minott driving reverse Layup (4 PTS) (M. Ryan 2 AST),"[1631169, 1630346]",1610612750.0,MIN,driving reverse,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,4.0,M. Ryan,1630346.0,2.0,,,,,,,,,,
546,PT08M09.00S,2023-02-08T04:01:55.4Z,4,REGULAR,turnover,lost ball,[],202397,,,1610612743,120,85,2023-02-08T04:02:01Z,5440000,False,,,0,,I. Smith lost ball TURNOVER (4 TO),"[202397, 1631169]",1610612743.0,DEN,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,4.0,Minott,1631169.0,,,,,,,,,,,,,,
547,PT08M09.00S,2023-02-08T04:01:55.4Z,4,REGULAR,steal,,[],1631169,,,1610612750,120,85,2023-02-08T04:01:56Z,5450000,False,,,0,,J. Minott STEAL (1 STL),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
548,PT08M03.00S,2023-02-08T04:02:00.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631169,91.93495400788436,42.8921568627451,1610612750,120,85,2023-02-08T04:03:50Z,5460000,False,-36.0,23.0,1,right,MISS J. Minott running Layup,[1631169],1610612750.0,MIN,running,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,4.25,Missed,,,,,,,,,,,,,,,,,,
549,PT08M02.00S,2023-02-08T04:02:01.5Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,120,85,2023-02-08T04:02:09Z,5470000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,548.0,,,,,,,,,,,,,,,3.0,3.0,0.0
550,PT07M56.00S,2023-02-08T04:02:07.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,7.5722733245729295,43.872549019607845,1610612743,122,85,2023-02-08T04:02:18Z,5480000,False,31.0,19.0,1,left,C. Braun driving reverse Layup (8 PTS),[1631128],1610612743.0,DEN,driving reverse,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.59,Made,,,,,8.0,,,,,,,,,,,,,
551,PT07M49.00S,2023-02-08T04:02:18.8Z,4,REGULAR,foul,personal,[],1631128,,,1610612750,122,85,2023-02-08T04:02:30Z,5490000,False,,,0,,C. Braun take personal FOUL (2 PF),"[1631128, 1627854]",1610612743.0,DEN,take,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1830.0,2.0,0.0,Forbes,1627854.0,,,,,
553,PT07M49.00S,2023-02-08T04:02:27.6Z,4,REGULAR,substitution,out,[],1631128,,,1610612750,122,85,2023-02-08T04:02:44Z,5510000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M49.00S,2023-02-08T04:02:27.6Z,4,REGULAR,substitution,out,[],1627854,,,1610612750,122,85,2023-02-08T04:02:44Z,5520000,False,,,0,,SUB out: B. Forbes,[1627854],1610612750.0,MIN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M49.00S,2023-02-08T04:02:27.6Z,4,REGULAR,substitution,in,[],1631212,,,1610612750,122,85,2023-02-08T04:02:44Z,5530000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M49.00S,2023-02-08T04:02:27.6Z,4,REGULAR,substitution,in,[],1630568,,,1610612750,122,85,2023-02-08T04:02:44Z,5540000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M38.00S,2023-02-08T04:02:54.2Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612750,122,85,2023-02-08T04:03:06Z,5550000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Minott 2 FT),"[1631212, 1631169]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202027.0,1.0,0.0,Minott,1631169.0,,,,,
559,PT07M38.00S,2023-02-08T04:03:21.7Z,4,REGULAR,freethrow,1 of 2,[],1631169,,,1610612750,122,86,2023-02-08T04:03:21Z,5570000,False,,,0,,J. Minott Free Throw 1 of 2 (5 PTS),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
560,PT07M38.00S,2023-02-08T04:03:35.0Z,4,REGULAR,freethrow,2 of 2,[],1631169,,,1610612750,122,87,2023-02-08T04:03:35Z,5580000,False,,,0,,J. Minott Free Throw 2 of 2 (6 PTS),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
561,PT07M20.00S,2023-02-08T04:03:56.5Z,4,REGULAR,3pt,Jump Shot,[],1628427,33.065045992115635,58.57843137254902,1610612743,122,87,2023-02-08T04:04:02Z,5590000,False,-43.0,258.0,1,left,MISS V. Cancar 26' 3PT,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
562,PT07M17.00S,2023-02-08T04:03:59.5Z,4,REGULAR,rebound,defensive,[],1630233,,,1610612750,122,87,2023-02-08T04:04:02Z,5600000,False,,,0,,N. Knight REBOUND (Off:0 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Above the Break 3,24+ Center,,,561.0,,,,,,,,,,,,,,,1.0,1.0,0.0
563,PT07M07.00S,2023-02-08T04:04:10.1Z,4,REGULAR,3pt,Jump Shot,[],1631111,80.3712220762155,5.392156862745098,1610612750,122,87,2023-02-08T04:04:15Z,5610000,False,-223.0,132.0,1,right,MISS W. Moore Jr. 25' 3PT,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,,
564,PT07M04.00S,2023-02-08T04:04:13.1Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,122,87,2023-02-08T04:04:15Z,5620000,False,,,0,,V. Cancar REBOUND (Off:0 Def:5),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Left Center,,,563.0,,,,,,,,,,,,,,,5.0,5.0,0.0
565,PT06M45.00S,2023-02-08T04:04:31.4Z,4,REGULAR,2pt,Jump Shot,[],201145,7.046649145860711,23.284313725490197,1610612743,122,87,2023-02-08T04:04:38Z,5630000,False,134.0,14.0,1,left,MISS J. Green 13' turnaround fadeaway Shot,[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,Mid-Range,8-16 Right,13.43,Missed,,,,,,,,,,,,,,,,,,
566,PT06M44.00S,2023-02-08T04:04:32.4Z,4,REGULAR,rebound,offensive,[],1628432,,,1610612743,122,87,2023-02-08T04:09:12Z,5640000,False,,,0,,D. Reed REBOUND (Off:1 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Mid-Range,8-16 Right,,,565.0,,,,,,,,,,,,,,,2.0,1.0,1.0
601,PT06M44.00S,2023-02-08T04:04:34.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628432,7.276609724047319,52.205882352941174,1610612743,122,87,2023-02-08T04:10:05Z,5645000,False,-11.0,16.0,1,left,MISS D. Reed tip Layup,[1628432],1610612743.0,DEN,tip,,,Reed,D. Reed,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
602,PT06M41.00S,2023-02-08T04:04:37.0Z,4,REGULAR,rebound,defensive,[],1630346,,,1610612750,122,87,2023-02-08T04:10:05Z,5647500,False,,,0,,M. Ryan REBOUND (Off:0 Def:2),[1630346],1610612750.0,MIN,,,,Ryan,M. Ryan,,,,,Restricted Area,0-8 Center,,,601.0,,,,,,,,,,,,,,,2.0,2.0,0.0
567,PT06M40.00S,2023-02-08T04:04:36.6Z,4,REGULAR,turnover,lost ball,[],1630346,,,1610612750,122,87,2023-02-08T04:04:42Z,5650000,False,,,0,,M. Ryan lost ball TURNOVER (1 TO),"[1630346, 1628432]",1610612750.0,MIN,,,,Ryan,M. Ryan,,,,,Mid-Range,8-16 Left,,,,1.0,Reed,1628432.0,,,,,,,,,,,,,,
568,PT06M40.00S,2023-02-08T04:04:36.6Z,4,REGULAR,steal,,[],1628432,,,1610612743,122,87,2023-02-08T04:04:40Z,5660000,False,,,0,,D. Reed STEAL (2 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
569,PT06M38.00S,2023-02-08T04:04:40.8Z,4,REGULAR,foul,personal,['2freethrow'],1630233,,,1610612743,122,87,2023-02-08T04:04:53Z,5670000,False,,,0,,N. Knight shooting personal FOUL (1 PF) (Watson 2 FT),"[1630233, 1631212]",1610612750.0,MIN,shooting,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,1.0,0.0,Watson,1631212.0,,,,,
571,PT06M38.00S,2023-02-08T04:05:09.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631212,,,1610612743,122,87,2023-02-08T04:05:35Z,5690000,False,,,0,,MISS P. Watson Free Throw 1 of 2,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
572,PT06M38.00S,2023-02-08T04:05:09.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,122,87,2023-02-08T04:05:35Z,5700000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,
573,PT06M38.00S,2023-02-08T04:05:09.7Z,4,REGULAR,substitution,out,[],201145,,,1610612743,122,87,2023-02-08T04:05:21Z,5710000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M38.00S,2023-02-08T04:05:09.7Z,4,REGULAR,substitution,in,[],1631298,,,1610612743,122,87,2023-02-08T04:05:21Z,5720000,False,,,0,,SUB in: J. White,[1631298],1610612743.0,DEN,,,,White,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M38.00S,2023-02-08T04:05:09.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631212,,,1610612743,122,87,2023-02-08T04:05:35Z,5730000,False,,,0,,MISS P. Watson Free Throw 2 of 2,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
576,PT06M35.00S,2023-02-08T04:05:12.1Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612750,122,87,2023-02-08T04:05:35Z,5740000,False,,,0,,L. Garza REBOUND (Off:4 Def:3),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,575.0,,,,,,,,,,,,,,,7.0,3.0,4.0
577,PT06M26.00S,2023-02-08T04:05:43.2Z,4,REGULAR,3pt,Jump Shot,[],1631169,73.53810775295663,83.57843137254902,1610612750,122,90,2023-02-08T04:05:48Z,5750000,False,168.0,196.0,1,right,J. Minott 25' 3PT  (9 PTS) (N. Knight 3 AST),"[1631169, 1630233]",1610612750.0,MIN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Right Center,25.82,Made,,,,,9.0,N. Knight,1630233.0,3.0,,,,,,,,,,
579,PT06M11.00S,2023-02-08T04:05:58.8Z,4,REGULAR,2pt,Jump Shot,[],202397,19.004599211563733,26.715686274509803,1610612743,124,90,2023-02-08T04:06:03Z,5770000,False,116.0,126.0,1,left,I. Smith 17' pullup Jump Shot (6 PTS),[202397],1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,Mid-Range,16-24 Right Center,17.16,Made,,,,,6.0,,,,,,,,,,,,,
580,PT05M56.00S,2023-02-08T04:06:15.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628427,,,1610612750,124,90,2023-02-08T04:06:23Z,5780000,False,,,0,,V. Cancar shooting personal FOUL (2 PF) (Garza 2 FT),"[1628427, 1630568]",1610612743.0,DEN,shooting,,,Cancar,V. Cancar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,2.0,0.0,Garza,1630568.0,,,,,
582,PT05M56.00S,2023-02-08T04:06:40.4Z,4,REGULAR,freethrow,1 of 2,[],1630568,,,1610612750,124,91,2023-02-08T04:06:40Z,5800000,False,,,0,,L. Garza Free Throw 1 of 2 (14 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
583,PT05M56.00S,2023-02-08T04:06:54.4Z,4,REGULAR,freethrow,2 of 2,[],1630568,,,1610612750,124,92,2023-02-08T04:06:54Z,5810000,False,,,0,,L. Garza Free Throw 2 of 2 (15 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
584,PT05M42.00S,2023-02-08T04:07:08.4Z,4,REGULAR,2pt,Jump Shot,[],1628432,20.18725361366623,24.754901960784316,1610612743,126,92,2023-02-08T04:07:13Z,5820000,False,126.0,137.0,1,left,D. Reed 18' pullup Jump Shot (5 PTS),[1628432],1610612743.0,DEN,pullup,,,Reed,D. Reed,,,,,Mid-Range,16-24 Right Center,18.65,Made,,,,,5.0,,,,,,,,,,,,,
585,PT05M26.00S,2023-02-08T04:07:24.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630233,92.59198423127464,57.107843137254896,1610612750,126,94,2023-02-08T04:07:29Z,5830000,False,36.0,17.0,1,right,N. Knight Layup (3 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,3.0,,,,,,,,,,,,,
586,PT05M04.00S,2023-02-08T04:07:46.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,8.360709592641262,41.17647058823529,1610612743,128,94,2023-02-08T04:07:53Z,5840000,False,44.0,26.0,1,left,P. Watson driving Layup (2 PTS) (V. Cancar 3 AST),"[1631212, 1628427]",1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,,,,2.0,V. Cancar,1628427.0,3.0,,,,,,,,,,
588,PT04M56.00S,2023-02-08T04:07:54.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,92.72339027595268,45.83333333333333,1610612750,128,96,2023-02-08T04:11:52Z,5860000,False,-21.0,16.0,1,right,J. Minott driving reverse Layup (11 PTS) (W. Moore Jr. 2 AST),"[1631169, 1631111]",1610612750.0,MIN,driving reverse,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,11.0,W. Moore Jr.,1631111.0,2.0,,,,,,,,,,
590,PT04M46.00S,2023-02-08T04:08:03.9Z,4,REGULAR,3pt,Jump Shot,[],1628427,27.808804204993432,80.88235294117648,1610612743,131,96,2023-02-08T04:08:10Z,5880000,False,-154.0,209.0,1,left,V. Cancar 25' 3PT  (9 PTS) (I. Smith 5 AST),"[1628427, 202397]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Left Center,25.98,Made,,,,,9.0,I. Smith,202397.0,5.0,,,,,,,,,,
592,PT04M28.00S,2023-02-08T04:08:22.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,93.64323258869908,54.65686274509803,1610612750,131,98,2023-02-08T04:13:42Z,5900000,False,23.0,7.0,1,right,L. Garza cutting Layup (17 PTS) (M. Ryan 3 AST),"[1630568, 1630346]",1610612750.0,MIN,cutting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,17.0,M. Ryan,1630346.0,3.0,,,,,,,,,,
594,PT04M06.00S,2023-02-08T04:08:43.9Z,4,REGULAR,3pt,Jump Shot,[],1628427,31.750985545335087,31.372549019607842,1610612743,134,98,2023-02-08T04:08:50Z,5920000,False,93.0,246.0,1,left,V. Cancar 26' 3PT  (12 PTS) (D. Reed 2 AST),"[1628427, 1628432]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Right Center,26.3,Made,,,,,12.0,D. Reed,1628432.0,2.0,,,,,,,,,,
596,PT03M45.00S,2023-02-08T04:09:04.2Z,4,REGULAR,3pt,Jump Shot,[],1630346,84.44480946123521,94.6078431372549,1610612750,134,101,2023-02-08T04:09:10Z,5940000,False,223.0,94.0,1,right,M. Ryan 24' 3PT step back (8 PTS) (L. Garza 2 AST),"[1630346, 1630568]",1610612750.0,MIN,step back,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Right,24.19,Made,,,,,8.0,L. Garza,1630568.0,2.0,,,,,,,,,,
598,PT03M34.00S,2023-02-08T04:09:15.4Z,4,REGULAR,3pt,Jump Shot,[],1631212,31.750985545335087,55.63725490196079,1610612743,137,101,2023-02-08T04:09:21Z,5960000,False,-28.0,246.0,1,left,P. Watson 24' 3PT  (5 PTS) (I. Smith 6 AST),"[1631212, 202397]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,24.76,Made,,,,,5.0,I. Smith,202397.0,6.0,,,,,,,,,,
600,PT03M32.00S,2023-02-08T04:09:24.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,137,101,2023-02-08T04:09:24Z,5980000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M11.00S,2023-02-08T04:12:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630233,93.38042049934296,55.14705882352941,1610612750,137,103,2023-02-08T04:12:44Z,5990000,False,26.0,10.0,1,right,N. Knight driving finger roll Layup (5 PTS) (W. Moore Jr. 3 AST),"[1630233, 1631111]",1610612750.0,MIN,driving finger roll,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,5.0,W. Moore Jr.,1631111.0,3.0,,,,,,,,,,
605,PT02M53.00S,2023-02-08T04:13:15.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631298,8.754927726675426,43.13725490196079,1610612743,139,103,2023-02-08T04:13:27Z,6010000,False,34.0,30.0,1,left,J. White driving Layup (2 PTS),[1631298],1610612743.0,DEN,driving,,,White,J. White,,,,,In The Paint (Non-RA),0-8 Center,4.54,Made,,,,,2.0,,,,,,,,,,,,,
606,PT02M53.00S,2023-02-08T04:13:20.1Z,4,REGULAR,foul,personal,['1freethrow'],1631111,,,1610612743,139,103,2023-02-08T04:13:38Z,6020000,False,,,0,,W. Moore Jr. shooting personal FOUL (1 PF) (White 1 FT),"[1631111, 1631298]",1610612750.0,MIN,shooting,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,1.0,0.0,White,1631298.0,,,,,
