actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
534,PT01M48.00S,2023-01-19T05:05:32.7Z,3,REGULAR,3pt,Jump Shot,[],1630192,29.77989487516426,69.6078431372549,1610612743,85,90,2023-01-19T05:05:36Z,5240000,False,-98.0,227.0,1,left,Z. Nnaji 24' 3PT  (7 PTS) (B. Hyland 2 AST),"[1630192, 1630538]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,24.76,Made,,,,,,,,7.0,,,,B. Hyland,1630538.0,2.0,,,,
536,PT01M30.00S,2023-01-19T05:05:50.9Z,3,REGULAR,3pt,Jump Shot,[],1630568,66.70499342969777,49.01960784313725,1610612750,85,93,2023-01-19T05:05:55Z,5260000,False,-5.0,260.0,1,right,L. Garza 26' 3PT  (11 PTS) (D. Russell 5 AST),"[1630568, 1626156]",1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,26.05,Made,,,,,,,,11.0,,,,D. Russell,1626156.0,5.0,,,,
538,PT01M13.00S,2023-01-19T05:06:09.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612743,85,93,2023-01-19T05:06:18Z,5280000,False,,,0,,J. Nowell shooting personal FOUL (4 PF) (Murray 2 FT),"[1629669, 1627750]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,,,,4.0,0.0,Murray,1627750.0
540,PT01M13.00S,2023-01-19T05:06:38.1Z,3,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,86,93,2023-01-19T05:06:38Z,5300000,False,,,0,,J. Murray Free Throw 1 of 2 (20 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,20.0,,,,,,,,,,
541,PT01M13.00S,2023-01-19T05:06:57.3Z,3,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,87,93,2023-01-19T05:06:57Z,5310000,False,,,0,,J. Murray Free Throw 2 of 2 (21 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,21.0,,,,,,,,,,
542,PT00M53.90S,2023-01-19T05:07:24.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630568,91.93495400788436,63.23529411764706,1610612750,87,93,2023-01-19T05:08:26Z,5320000,False,66.0,23.0,1,right,MISS L. Garza 7' turnaround Hook,[1630568],1610612750.0,MIN,turnaround,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
543,PT00M53.20S,2023-01-19T05:07:27.6Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,87,93,2023-01-19T05:07:27Z,5330000,False,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,542.0,4.0,4.0,0.0,,,,,,,,,,,,
544,PT00M53.20S,2023-01-19T05:07:28.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612743,87,93,2023-01-19T05:07:36Z,5340000,False,,,0,,J. Nowell personal FOUL (5 PF) (Brown 2 FT),"[1629669, 1628971]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,,,,5.0,0.0,Brown,1628971.0
546,PT00M53.20S,2023-01-19T05:08:27.1Z,3,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,87,93,2023-01-19T05:08:27Z,5360000,False,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
547,PT00M53.20S,2023-01-19T05:08:27.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,87,93,2023-01-19T05:08:27Z,5370000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,546.0,,,,,,,,,,,,,,,
548,PT00M53.20S,2023-01-19T05:08:27.8Z,3,REGULAR,substitution,out,[],1629669,,,1610612743,87,93,2023-01-19T05:08:32Z,5380000,False,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT00M53.20S,2023-01-19T05:08:27.8Z,3,REGULAR,substitution,in,[],1631111,,,1610612743,87,93,2023-01-19T05:08:32Z,5390000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT00M53.20S,2023-01-19T05:08:27.1Z,3,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,87,93,2023-01-19T05:08:50Z,5400000,False,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
551,PT00M51.40S,2023-01-19T05:08:28.9Z,3,REGULAR,rebound,defensive,[],1630568,,,1610612750,87,93,2023-01-19T05:08:50Z,5410000,False,,,0,,L. Garza REBOUND (Off:2 Def:1),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,550.0,3.0,1.0,2.0,,,,,,,,,,,,
552,PT00M36.70S,2023-01-19T05:09:07.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612750,87,93,2023-01-19T05:09:13Z,5420000,False,,,0,,B. Brown personal FOUL (3 PF) (Russell 2 FT),"[1628971, 1626156]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,202901.0,,,,,,,,3.0,0.0,Russell,1626156.0
554,PT00M36.70S,2023-01-19T05:09:35.0Z,3,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,87,94,2023-01-19T05:09:35Z,5440000,False,,,0,,D. Russell Free Throw 1 of 2 (9 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
555,PT00M36.70S,2023-01-19T05:09:56.6Z,3,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,87,95,2023-01-19T05:09:56Z,5450000,False,,,0,,D. Russell Free Throw 2 of 2 (10 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
556,PT00M30.90S,2023-01-19T05:10:05.5Z,3,REGULAR,3pt,Jump Shot,[],1630538,29.77989487516426,30.88235294117647,1610612743,87,95,2023-01-19T05:10:16Z,5460000,False,96.0,227.0,1,left,MISS B. Hyland 24' pullup 3PT,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,24.67,Missed,,,,,,,,,,,,,,,,,,
557,PT00M29.30S,2023-01-19T05:10:09.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,87,95,2023-01-19T05:10:09Z,5470000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,556.0,,,,,,,,,,,,,,,
558,PT00M29.30S,2023-01-19T05:10:10.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612743,87,95,2023-01-19T05:10:19Z,5480000,False,,,0,,D. Russell loose ball personal FOUL (1 PF) (Brown 2 FT),"[1626156, 1628971]",1610612750.0,MIN,loose ball,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202901.0,,,,,,,,1.0,0.0,Brown,1628971.0
560,PT00M29.30S,2023-01-19T05:10:43.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628971,,,1610612743,87,95,2023-01-19T05:10:43Z,5500000,False,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
561,PT00M29.30S,2023-01-19T05:10:43.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,87,95,2023-01-19T05:10:43Z,5510000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,
562,PT00M29.30S,2023-01-19T05:11:02.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628971,,,1610612743,88,95,2023-01-19T05:11:02Z,5520000,False,,,0,,B. Brown Free Throw 2 of 2 (11 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
563,PT00M19.40S,2023-01-19T05:11:16.0Z,3,REGULAR,turnover,bad pass,[],1626156,,,1610612750,88,95,2023-01-19T05:11:20Z,5530000,False,,,0,,D. Russell bad pass TURNOVER (4 TO),"[1626156, 1627750]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,4.0,Murray,1627750.0,,,,,,,
564,PT00M19.40S,2023-01-19T05:11:16.0Z,3,REGULAR,steal,,[],1627750,,,1610612743,88,95,2023-01-19T05:11:17Z,5540000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
565,PT00M00.80S,2023-01-19T05:11:34.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628427,8.492115637319317,56.86274509803921,1610612743,88,95,2023-01-19T05:11:45Z,5550000,False,-34.0,27.0,1,left,MISS V. Cancar driving floating bank Shot,[1628427],1610612743.0,DEN,driving floating bank,,,Cancar,V. Cancar,,,,,In The Paint (Non-RA),0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
566,PT00M00.80S,2023-01-19T05:11:34.6Z,3,REGULAR,rebound,defensive,[],1631111,,,1610612750,88,95,2023-01-19T05:11:45Z,5560000,False,,,0,,W. Moore Jr. REBOUND (Off:0 Def:1),[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,565.0,1.0,1.0,0.0,,,,,,,,,,,,
567,PT00M00.00S,2023-01-19T05:11:54.5Z,3,REGULAR,period,end,[],0,,,1610612750,88,95,2023-01-19T05:11:54Z,5570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT12M00.00S,2023-01-19T05:12:34.3Z,4,REGULAR,substitution,out,['startperiod'],1630192,,,1610612750,88,95,2023-01-19T05:15:17Z,5580000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT12M00.00S,2023-01-19T05:12:34.3Z,4,REGULAR,substitution,out,['startperiod'],1627750,,,1610612750,88,95,2023-01-19T05:15:17Z,5590000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT12M00.00S,2023-01-19T05:12:34.3Z,4,REGULAR,substitution,out,['startperiod'],1628427,,,1610612750,88,95,2023-01-19T05:15:17Z,5600000,False,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT12M00.00S,2023-01-19T05:12:34.3Z,4,REGULAR,substitution,out,['startperiod'],1630183,,,1610612750,88,95,2023-01-19T05:15:17Z,5610000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT12M00.00S,2023-01-19T05:12:34.3Z,4,REGULAR,substitution,in,['startperiod'],203484,,,1610612750,88,95,2023-01-19T05:15:17Z,5620000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT12M00.00S,2023-01-19T05:12:34.3Z,4,REGULAR,substitution,in,['startperiod'],203999,,,1610612750,88,95,2023-01-19T05:15:17Z,5630000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT12M00.00S,2023-01-19T05:12:34.3Z,4,REGULAR,substitution,in,['startperiod'],203932,,,1610612750,88,95,2023-01-19T05:15:17Z,5640000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT12M00.00S,2023-01-19T05:12:34.3Z,4,REGULAR,substitution,in,['startperiod'],203937,,,1610612750,88,95,2023-01-19T05:15:17Z,5650000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT12M00.00S,2023-01-19T05:15:18.2Z,4,REGULAR,period,start,[],0,,,1610612743,88,95,2023-01-19T05:15:18Z,5660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT11M39.00S,2023-01-19T05:15:38.6Z,4,REGULAR,3pt,Jump Shot,[],1630538,4.944152431011826,97.30392156862744,1610612743,91,95,2023-01-19T05:15:42Z,5670000,False,-237.0,-6.0,1,left,B. Hyland 3PT  (9 PTS) (B. Brown 4 AST),"[1630538, 1628971]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Left Corner 3,24+ Left,23.66,Made,,,,,,,,9.0,,,,B. Brown,1628971.0,4.0,,,,
579,PT11M18.00S,2023-01-19T05:15:58.7Z,4,REGULAR,3pt,Jump Shot,[],1627752,92.19776609724047,96.07843137254902,1610612750,91,98,2023-01-19T05:16:03Z,5690000,False,230.0,21.0,1,right,T. Prince 3PT  (12 PTS) (K. Anderson 7 AST),"[1627752, 203937]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.13,Made,,,,,,,,12.0,,,,K. Anderson,203937.0,7.0,,,,
581,PT10M58.00S,2023-01-19T05:16:18.5Z,4,REGULAR,2pt,Jump Shot,[],203484,18.134034165571617,11.787683823529411,1610612743,91,98,2023-01-19T05:16:24Z,5710000,False,191.0,118.0,1,left,MISS K. Caldwell-Pope 22' Jump Shot,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right,22.46,Missed,,,,,,,,,,,,,,,,,,
582,PT10M57.00S,2023-01-19T05:16:19.5Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,91,98,2023-01-19T05:16:24Z,5720000,False,,,0,,K. Anderson REBOUND (Off:1 Def:7),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Right,,,,,581.0,8.0,7.0,1.0,,,,,,,,,,,,
583,PT10M46.00S,2023-01-19T05:16:33.2Z,4,REGULAR,turnover,traveling,[],203937,,,1610612750,91,98,2023-01-19T05:16:39Z,5730000,False,,,0,,K. Anderson traveling TURNOVER (2 TO),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2004.0,,2.0,,,,,,,,,
584,PT10M43.00S,2023-01-19T05:16:41.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203932,26.888961892247043,19.362745098039216,1610612743,94,98,2023-01-19T05:18:04Z,5740000,False,153.0,200.0,1,left,A. Gordon 25' 3PT pullup (5 PTS) (N. Jokic 8 AST),"[203932, 203999]",1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,25.22,Made,,,,,,,,5.0,,,,N. Jokic,203999.0,8.0,,,,
586,PT10M16.00S,2023-01-19T05:17:08.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,83.52496714848883,53.92156862745098,1610612750,94,100,2023-01-19T05:17:12Z,5760000,False,20.0,102.0,1,right,T. Prince 10' pullup Jump Shot (14 PTS) (D. Russell 6 AST),"[1627752, 1626156]",1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,10.43,Made,,,,,,,,14.0,,,,D. Russell,1626156.0,6.0,,,,
588,PT09M55.00S,2023-01-19T05:17:28.9Z,4,REGULAR,turnover,bad pass,[],203484,,,1610612743,94,100,2023-01-19T05:17:32Z,5780000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1627752]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Prince,1627752.0,,,,,,,
589,PT09M55.00S,2023-01-19T05:17:28.9Z,4,REGULAR,steal,,[],1627752,,,1610612750,94,100,2023-01-19T05:17:30Z,5790000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
590,PT09M48.00S,2023-01-19T05:17:36.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630568,89.04402102496715,54.90196078431373,1610612750,94,100,2023-01-19T05:18:42Z,5800000,False,25.0,50.0,1,right,MISS L. Garza turnaround Hook,[1630568],1610612750.0,MIN,turnaround,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
591,PT09M46.00S,2023-01-19T05:17:38.5Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,94,100,2023-01-19T05:17:43Z,5810000,False,,,0,,N. Jokic REBOUND (Off:3 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,590.0,7.0,4.0,3.0,,,,,,,,,,,,
592,PT09M42.00S,2023-01-19T05:17:42.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628971,7.703679369250986,45.34313725490196,1610612743,96,100,2023-01-19T05:17:49Z,5820000,False,23.0,20.0,1,left,B. Brown running Layup (13 PTS) (N. Jokic 9 AST),"[1628971, 203999]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,,13.0,,,,N. Jokic,203999.0,9.0,,,,
594,PT09M29.00S,2023-01-19T05:17:55.6Z,4,REGULAR,3pt,Jump Shot,[],1630568,66.83639947437582,74.01960784313727,1610612750,96,100,2023-01-19T05:18:00Z,5840000,False,120.0,259.0,1,right,MISS L. Garza 28' 3PT,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Right Center,28.57,Missed,,,,,,,,,,,,,,,,,,
595,PT09M27.00S,2023-01-19T05:17:57.6Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,96,100,2023-01-19T05:18:00Z,5850000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,594.0,2.0,1.0,1.0,,,,,,,,,,,,
596,PT09M23.00S,2023-01-19T05:18:04.9Z,4,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,96,100,2023-01-19T05:18:21Z,5860000,False,,,0,,A. Gordon bad pass out-of-bounds TURNOVER (2 TO),[203932],1610612743.0,DEN,bad pass,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,2.0,,,,,,,,,
597,PT09M23.00S,2023-01-19T05:18:06.9Z,4,REGULAR,substitution,out,[],1630568,,,1610612750,96,100,2023-01-19T05:18:10Z,5870000,False,,,0,,SUB out: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT09M23.00S,2023-01-19T05:18:06.9Z,4,REGULAR,substitution,in,[],1629675,,,1610612750,96,100,2023-01-19T05:18:10Z,5880000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT09M11.00S,2023-01-19T05:18:30.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,92.06636005256242,53.92156862745098,1610612750,96,102,2023-01-19T05:18:35Z,5890000,False,20.0,22.0,1,right,N. Reid driving Layup (15 PTS) (D. Russell 7 AST),"[1629675, 1626156]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,,,15.0,,,,D. Russell,1626156.0,7.0,,,,
601,PT08M57.00S,2023-01-19T05:18:44.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.703679369250986,41.17647058823529,1610612743,96,102,2023-01-19T05:20:37Z,5910000,False,44.0,20.0,1,left,MISS N. Jokic Layup - blocked,"[203999, 1629675]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,Reid,1629675.0,,,,,,,,,,,,,,,,
602,PT08M57.00S,2023-01-19T05:18:44.3Z,4,REGULAR,block,,[],1629675,,,1610612743,96,102,2023-01-19T05:18:46Z,5920000,False,,,0,,N. Reid BLOCK (3 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
603,PT08M54.00S,2023-01-19T05:18:47.3Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612743,96,102,2023-01-19T05:18:47Z,5930000,False,,,0,,B. Brown REBOUND (Off:1 Def:4),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,601.0,5.0,4.0,1.0,,,,,,,,,,,,
604,PT08M50.00S,2023-01-19T05:18:51.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630538,4.812746386333772,24.754901960784316,1610612743,96,102,2023-01-19T05:21:14Z,5940000,False,126.0,-7.0,1,left,MISS B. Hyland 12' step back Shot,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Right,12.64,Missed,,,,,,,,,,,,,,,,,,
605,PT08M46.00S,2023-01-19T05:18:55.5Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,96,102,2023-01-19T05:18:56Z,5950000,False,,,0,,K. Anderson REBOUND (Off:1 Def:8),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,,,,604.0,9.0,8.0,1.0,,,,,,,,,,,,
606,PT08M43.00S,2023-01-19T05:19:05.3Z,4,REGULAR,foul,personal,[],1628971,,,1610612750,96,102,2023-01-19T05:19:17Z,5960000,False,,,0,,B. Brown personal FOUL (4 PF),"[1628971, 1627752]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1151.0,,,,,,,,4.0,0.0,Prince,1627752.0
608,PT08M43.00S,2023-01-19T05:19:11.7Z,4,REGULAR,substitution,out,[],1626156,,,1610612750,96,102,2023-01-19T05:19:15Z,5980000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT08M43.00S,2023-01-19T05:19:11.7Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,96,102,2023-01-19T05:19:15Z,5990000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT08M33.00S,2023-01-19T05:19:38.2Z,4,REGULAR,3pt,Jump Shot,[],1629675,64.99671484888306,45.588235294117645,1610612750,96,102,2023-01-19T05:19:47Z,6000000,False,-22.0,277.0,1,right,MISS N. Reid 27' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,27.74,Missed,,,,,,,,,,,,,,,,,,
611,PT08M31.00S,2023-01-19T05:19:40.2Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,96,102,2023-01-19T05:19:47Z,6010000,False,,,0,,N. Jokic REBOUND (Off:3 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,610.0,8.0,5.0,3.0,,,,,,,,,,,,
612,PT08M29.00S,2023-01-19T05:19:47.8Z,4,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612743,96,102,2023-01-19T05:19:58Z,6020000,False,,,0,,N. Reid shooting personal FOUL (5 PF) (Gordon 2 FT),"[1629675, 203932]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,1151.0,,,,,,,,5.0,0.0,Gordon,203932.0
614,PT08M29.00S,2023-01-19T05:20:12.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203932,,,1610612743,97,102,2023-01-19T05:20:12Z,6040000,False,,,0,,A. Gordon Free Throw 1 of 2 (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
615,PT08M29.00S,2023-01-19T05:20:27.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203932,,,1610612743,97,102,2023-01-19T05:20:27Z,6050000,False,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
616,PT08M27.00S,2023-01-19T05:20:28.0Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,97,102,2023-01-19T05:20:28Z,6060000,False,,,0,,K. Anderson REBOUND (Off:1 Def:9),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,615.0,10.0,9.0,1.0,,,,,,,,,,,,
617,PT08M12.00S,2023-01-19T05:20:42.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,88.25558475689881,55.63725490196079,1610612750,97,104,2023-01-19T05:21:16Z,6070000,False,28.0,58.0,1,right,K. Anderson 6' driving floating Jump Shot (13 PTS) (W. Moore Jr. 1 AST),"[203937, 1631111]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,6.44,Made,,,,,,,,13.0,,,,W. Moore Jr.,1631111.0,1.0,,,,
619,PT07M51.00S,2023-01-19T05:21:03.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.251642575558476,46.81372549019608,1610612743,99,104,2023-01-19T05:21:09Z,6090000,False,16.0,53.0,1,left,N. Jokic turnaround Hook (27 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,,,,,,27.0,,,,,,,,,,
