actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
545,PT08M15.00S,2021-10-30T04:29:28.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,90,88,2021-10-30T04:29:35Z,5430000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,
546,PT08M15.00S,2021-10-30T04:29:33.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612747,90,88,2021-10-30T04:29:38Z,5440000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,1627541.0,,,,,,,,,,,,,,,,,,,,
547,PT08M15.00S,2021-10-30T04:29:40.3Z,4,REGULAR,substitution,out,[],201566,,,1610612739,90,88,2021-10-30T04:29:48Z,5450000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M15.00S,2021-10-30T04:29:40.3Z,4,REGULAR,substitution,out,[],201937,,,1610612739,90,88,2021-10-30T04:29:48Z,5460000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M15.00S,2021-10-30T04:29:40.3Z,4,REGULAR,substitution,in,[],203145,,,1610612739,90,88,2021-10-30T04:29:48Z,5470000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M15.00S,2021-10-30T04:29:40.3Z,4,REGULAR,substitution,in,[],1629012,,,1610612739,90,88,2021-10-30T04:29:48Z,5480000,,,0,,SUB in: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M51.00S,2021-10-30T04:30:15.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,65.62089356110381,51.22549019607843,1610612739,90,91,2021-10-30T04:30:20Z,5490000,6.0,271.0,1,right,D. Garland 27' 3PT pullup (16 PTS) (C. Sexton 3 AST),"[1629636, 1629012]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,27.08,Made,16.0,C. Sexton,1629012.0,3.0,,,,,,,,,,,,,
553,PT07M23.00S,2021-10-30T04:30:43.1Z,4,REGULAR,3pt,Jump Shot,[],2546,5.962549277266746,5.882352941176478,1610612747,93,91,2021-10-30T04:30:47Z,5510000,221.0,4.0,1,left,C. Anthony 3PT  (18 PTS) (L. James 5 AST),"[2546, 2544]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,22.06,Made,18.0,L. James,2544.0,5.0,,,,,,,,,,,,,
555,PT07M10.00S,2021-10-30T04:30:56.3Z,4,REGULAR,3pt,Jump Shot,[],1629012,67.32917214191853,56.61764705882353,1610612739,93,91,2021-10-30T04:31:06Z,5530000,33.0,255.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,25.67,Missed,,,,,,,,,,,,,,,,,
556,PT07M08.00S,2021-10-30T04:30:59.3Z,4,REGULAR,rebound,defensive,[],203145,,,1610612747,93,91,2021-10-30T04:30:59Z,5540000,,,0,,K. Bazemore REBOUND (Off:0 Def:2),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,555.0,2.0,2.0,0.0,,,,,,,,,
557,PT06M58.00S,2021-10-30T04:31:08.8Z,4,REGULAR,turnover,lost ball,[],2544,,,1610612747,93,91,2021-10-30T04:31:14Z,5550000,,,0,,L. James lost ball TURNOVER (6 TO),"[2544, 1630596]",1610612747.0,LAL,,,,James,L. James,,,,,,6.0,,,,,,,,,,,Mobley,1630596.0,,,,,,,
558,PT06M58.00S,2021-10-30T04:31:08.8Z,4,REGULAR,steal,,[],1630596,,,1610612739,93,91,2021-10-30T04:31:11Z,5560000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M53.00S,2021-10-30T04:31:16.2Z,4,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,93,91,2021-10-30T04:31:22Z,5570000,,,0,,D. Garland bad pass out-of-bounds TURNOVER (6 TO),[1629636],1610612739.0,CLE,bad pass,,,Garland,D. Garland,,,,,1627541.0,6.0,,,,,,,,,,,,,,,,,,,
560,PT06M53.00S,2021-10-30T04:31:25.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,93,91,2021-10-30T04:31:25Z,5580000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M53.00S,2021-10-30T04:33:51.2Z,4,REGULAR,substitution,out,[],1630559,,,1610612747,93,91,2021-10-30T04:34:11Z,5590000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M53.00S,2021-10-30T04:33:51.2Z,4,REGULAR,substitution,out,[],2730,,,1610612747,93,91,2021-10-30T04:34:11Z,5600000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M53.00S,2021-10-30T04:33:51.2Z,4,REGULAR,substitution,in,[],203076,,,1610612747,93,91,2021-10-30T04:34:11Z,5610000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M53.00S,2021-10-30T04:33:51.2Z,4,REGULAR,substitution,in,[],202340,,,1610612747,93,91,2021-10-30T04:34:11Z,5620000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M37.00S,2021-10-30T04:34:28.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,6.093955321944804,52.205882352941174,1610612747,95,91,2021-10-30T04:34:33Z,5630000,-11.0,5.0,1,left,A. Davis cutting Layup (15 PTS) (L. James 6 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,,,1.2,Made,15.0,L. James,2544.0,6.0,,,,,,,,,,,,,
567,PT06M13.00S,2021-10-30T04:34:51.7Z,4,REGULAR,3pt,Jump Shot,[],1629636,65.3580814717477,73.0392156862745,1610612739,95,91,2021-10-30T04:34:56Z,5650000,115.0,273.0,1,right,MISS D. Garland 29' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,29.64,Missed,,,,,,,,,,,,,,,,,
568,PT06M10.00S,2021-10-30T04:34:54.7Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,95,91,2021-10-30T04:34:56Z,5660000,,,0,,A. Davis REBOUND (Off:1 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,567.0,7.0,6.0,1.0,,,,,,,,,
569,PT05M53.00S,2021-10-30T04:35:12.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.356767411300922,51.96078431372549,1610612747,97,91,2021-10-30T04:35:16Z,5670000,-10.0,7.0,1,left,L. James driving Layup (22 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,,,1.22,Made,22.0,,,,,,,,,,,,,,,,
570,PT05M39.00S,2021-10-30T04:35:28.5Z,4,REGULAR,foul,personal,[],202340,,,1610612739,97,91,2021-10-30T04:35:34Z,5680000,,,0,,A. Bradley personal FOUL (2 PF),"[202340, 1630596]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,2715.0,,,,,,,,,,,,,,,,2.0,0.0,Mobley,1630596.0,
572,PT05M39.00S,2021-10-30T04:35:33.1Z,4,REGULAR,substitution,out,[],1630205,,,1610612739,97,91,2021-10-30T04:35:41Z,5700000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M39.00S,2021-10-30T04:35:33.1Z,4,REGULAR,substitution,out,[],1629636,,,1610612739,97,91,2021-10-30T04:35:41Z,5710000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M39.00S,2021-10-30T04:35:33.1Z,4,REGULAR,substitution,in,[],201937,,,1610612739,97,91,2021-10-30T04:35:41Z,5720000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M39.00S,2021-10-30T04:35:33.1Z,4,REGULAR,substitution,in,[],1628386,,,1610612739,97,91,2021-10-30T04:35:41Z,5730000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M27.00S,2021-10-30T04:36:01.1Z,4,REGULAR,turnover,bad pass,[],1628386,,,1610612739,97,91,2021-10-30T04:36:06Z,5740000,,,0,,J. Allen bad pass TURNOVER (2 TO),"[1628386, 203145]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,2.0,,,,,,,,,,,Bazemore,203145.0,,,,,,,
577,PT05M27.00S,2021-10-30T04:36:01.1Z,4,REGULAR,steal,,[],203145,,,1610612747,97,91,2021-10-30T04:36:03Z,5750000,,,0,,K. Bazemore STEAL (3 STL),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M09.00S,2021-10-30T04:36:18.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],2544,39.602496714848876,50.0,1610612747,97,91,2021-10-30T04:36:24Z,5760000,0.0,320.0,1,left,MISS L. James 31' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,,,31.98,Missed,,,,,,,,,,,,,,,,,
579,PT05M06.00S,2021-10-30T04:36:21.7Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,97,91,2021-10-30T04:36:24Z,5770000,,,0,,A. Davis REBOUND (Off:2 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,578.0,8.0,6.0,2.0,,,,,,,,,
580,PT04M56.00S,2021-10-30T04:36:33.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202340,28.038764783180028,76.9607843137255,1610612747,100,91,2021-10-30T04:36:38Z,5780000,-135.0,211.0,1,left,A. Bradley 25' 3PT  (7 PTS) (K. Bazemore 2 AST),"[202340, 203145]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,25.05,Made,7.0,K. Bazemore,203145.0,2.0,,,,,,,,,,,,,
582,PT04M54.00S,2021-10-30T04:36:42.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,100,91,2021-10-30T04:36:42Z,5800000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M29.00S,2021-10-30T04:39:53.1Z,4,REGULAR,2pt,Jump Shot,[],1629012,93.87319316688567,20.588235294117652,1610612739,100,91,2021-10-30T04:39:58Z,5810000,-147.0,5.0,1,right,MISS C. Sexton 14' fadeaway Shot,[1629012],1610612739.0,CLE,fadeaway,,,Sexton,C. Sexton,,,,,,,14.72,Missed,,,,,,,,,,,,,,,,,
584,PT04M25.00S,2021-10-30T04:39:56.8Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,100,91,2021-10-30T04:39:56Z,5820000,,,0,,J. Allen REBOUND (Off:6 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,583.0,9.0,3.0,6.0,,,,,,,,,
585,PT04M22.00S,2021-10-30T04:40:02.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2544,,,1610612739,100,91,2021-10-30T04:40:14Z,5830000,,,0,,L. James personal FOUL (1 PF) (Mobley 2 FT),"[2544, 1630596]",1610612747.0,LAL,,,,James,L. James,,,,,1627541.0,,,,,,,,,,,,,,,,1.0,0.0,Mobley,1630596.0,
587,PT04M22.00S,2021-10-30T04:40:31.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,100,91,2021-10-30T04:40:31Z,5850000,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,
588,PT04M22.00S,2021-10-30T04:40:31.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,100,91,2021-10-30T04:40:31Z,5860000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,
589,PT04M22.00S,2021-10-30T04:40:51.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,100,92,2021-10-30T04:40:51Z,5870000,,,0,,E. Mobley Free Throw 2 of 2 (23 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,
590,PT03M59.00S,2021-10-30T04:41:15.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.225361366622863,51.470588235294116,1610612747,102,92,2021-10-30T04:41:22Z,5880000,-7.0,6.0,1,left,L. James driving Layup (24 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,,,0.95,Made,24.0,,,,,,,,,,,,,,,,
591,PT03M47.00S,2021-10-30T04:41:27.8Z,4,REGULAR,3pt,Jump Shot,[],201937,91.37647831800263,5.392156862745097,1610612739,102,92,2021-10-30T04:41:39Z,5890000,-223.0,29.0,1,right,MISS R. Rubio fadeaway 3PT,[201937],1610612739.0,CLE,fadeaway,,,Rubio,R. Rubio,,,,,,,22.48,Missed,,,,,,,,,,,,,,,,,
592,PT03M46.00S,2021-10-30T04:41:28.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,102,92,2021-10-30T04:41:39Z,5900000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,591.0,,,,,,,,,,,,
593,PT03M46.00S,2021-10-30T04:41:36.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203145,,,1610612739,102,92,2021-10-30T04:41:42Z,5910000,,,0,,K. Bazemore loose ball personal FOUL (2 PF) (Allen 2 FT),"[203145, 1628386]",1610612747.0,LAL,loose ball,,,Bazemore,K. Bazemore,,,,,1628951.0,,,,,,,,,,,,,,,,2.0,0.0,Allen,1628386.0,
595,PT03M46.00S,2021-10-30T04:41:55.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,102,92,2021-10-30T04:41:55Z,5930000,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,
596,PT03M46.00S,2021-10-30T04:41:55.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,102,92,2021-10-30T04:41:55Z,5940000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,,
597,PT03M46.00S,2021-10-30T04:41:56.8Z,4,REGULAR,substitution,out,[],203145,,,1610612739,102,92,2021-10-30T04:42:01Z,5950000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT03M46.00S,2021-10-30T04:41:56.8Z,4,REGULAR,substitution,in,[],201566,,,1610612739,102,92,2021-10-30T04:42:01Z,5960000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M46.00S,2021-10-30T04:41:56.8Z,4,REGULAR,substitution,out,[],1629012,,,1610612739,102,92,2021-10-30T04:43:57Z,5965000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M46.00S,2021-10-30T04:41:56.8Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,102,92,2021-10-30T04:43:57Z,5967500,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M46.00S,2021-10-30T04:41:55.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628386,,,1610612739,102,93,2021-10-30T04:43:09Z,5970000,,,0,,J. Allen Free Throw 2 of 2 (6 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
600,PT03M27.00S,2021-10-30T04:42:33.7Z,4,REGULAR,3pt,Jump Shot,[],2546,28.038764783180028,24.019607843137265,1610612747,105,93,2021-10-30T04:42:38Z,5980000,130.0,211.0,1,left,C. Anthony 24' 3PT  (21 PTS) (L. James 7 AST),"[2546, 2544]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,24.79,Made,21.0,L. James,2544.0,7.0,,,,,,,,,,,,,
602,PT03M16.00S,2021-10-30T04:42:47.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202340,,,1610612739,105,93,2021-10-30T04:43:19Z,6000000,,,0,,A. Bradley personal FOUL (3 PF) (Garland 2 FT),"[202340, 1629636]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,1628951.0,,,,,,,,,,,,,,,,3.0,0.0,Garland,1629636.0,
604,PT03M16.00S,2021-10-30T04:43:20.3Z,4,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,105,94,2021-10-30T04:43:20Z,6020000,,,0,,D. Garland Free Throw 1 of 2 (17 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,
605,PT03M16.00S,2021-10-30T04:43:34.4Z,4,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,105,95,2021-10-30T04:43:34Z,6030000,,,0,,D. Garland Free Throw 2 of 2 (18 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,
608,PT02M56.00S,2021-10-30T04:43:58.9Z,4,REGULAR,turnover,lost ball,[],2544,,,1610612747,105,95,2021-10-30T04:44:02Z,6040000,,,0,,L. James lost ball TURNOVER (7 TO),"[2544, 1630596]",1610612747.0,LAL,,,,James,L. James,,,,,,7.0,,,,,,,,,,,Mobley,1630596.0,,,,,,,
609,PT02M56.00S,2021-10-30T04:43:58.9Z,4,REGULAR,steal,,[],1630596,,,1610612739,105,95,2021-10-30T04:44:00Z,6050000,,,0,,E. Mobley STEAL (2 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT02M52.00S,2021-10-30T04:44:02.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629636,67.85479632063075,42.892156862745104,1610612739,105,95,2021-10-30T04:44:08Z,6060000,-36.0,250.0,1,right,MISS D. Garland 25' running pullup 3PT,[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,,,25.22,Missed,,,,,,,,,,,,,,,,,
611,PT02M47.00S,2021-10-30T04:44:07.6Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,105,95,2021-10-30T04:44:08Z,6070000,,,0,,R. Westbrook REBOUND (Off:1 Def:5),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,610.0,6.0,5.0,1.0,,,,,,,,,
612,PT02M47.00S,2021-10-30T04:44:08.3Z,4,REGULAR,turnover,bad pass,[],201566,,,1610612747,105,95,2021-10-30T04:44:13Z,6080000,,,0,,R. Westbrook bad pass TURNOVER (4 TO),"[201566, 1629636]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,4.0,,,,,,,,,,,Garland,1629636.0,,,,,,,
613,PT02M47.00S,2021-10-30T04:44:08.3Z,4,REGULAR,steal,,[],1629636,,,1610612739,105,95,2021-10-30T04:44:10Z,6090000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT02M38.00S,2021-10-30T04:44:16.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628374,92.95335085413929,47.05882352941176,1610612739,105,95,2021-10-30T04:44:23Z,6100000,-15.0,14.0,1,right,MISS L. Markkanen Layup - blocked,"[1628374, 203076]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,2.01,Missed,,,,,,,,,,,Davis,203076.0,,,,,
615,PT02M38.00S,2021-10-30T04:44:16.8Z,4,REGULAR,block,,[],203076,,,1610612739,105,95,2021-10-30T04:44:19Z,6110000,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M34.00S,2021-10-30T04:44:20.8Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,105,95,2021-10-30T04:44:23Z,6120000,,,0,,A. Davis REBOUND (Off:2 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,614.0,9.0,7.0,2.0,,,,,,,,,
617,PT02M15.00S,2021-10-30T04:44:39.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,5.962549277266746,48.0392156862745,1610612747,107,95,2021-10-30T04:44:44Z,6130000,10.0,4.0,1,left,L. James driving Layup (26 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,,,1.04,Made,26.0,,,,,,,,,,,,,,,,
618,PT02M14.00S,2021-10-30T04:44:46.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,107,95,2021-10-30T04:44:46Z,6140000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,out,[],1630596,,,1610612739,107,95,2021-10-30T04:46:27Z,6150000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,out,[],1628374,,,1610612739,107,95,2021-10-30T04:46:27Z,6160000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,out,[],201937,,,1610612739,107,95,2021-10-30T04:46:27Z,6170000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,out,[],1629636,,,1610612739,107,95,2021-10-30T04:46:27Z,6180000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,in,[],1630205,,,1610612739,107,95,2021-10-30T04:46:27Z,6190000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,in,[],1627756,,,1610612739,107,95,2021-10-30T04:46:27Z,6200000,,,0,,SUB in: D. Valentine,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,in,[],1629731,,,1610612739,107,95,2021-10-30T04:46:27Z,6210000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,in,[],1629685,,,1610612739,107,95,2021-10-30T04:46:27Z,6220000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,107,95,2021-10-30T04:47:54Z,6225000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M14.00S,2021-10-30T04:46:00.6Z,4,REGULAR,substitution,in,[],202334,,,1610612739,107,95,2021-10-30T04:47:54Z,6227500,,,0,,SUB in: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M58.00S,2021-10-30T04:46:28.4Z,4,REGULAR,3pt,Jump Shot,[],1627756,67.59198423127464,51.96078431372549,1610612739,107,98,2021-10-30T04:46:33Z,6230000,10.0,252.0,1,right,D. Valentine 25' 3PT pullup (3 PTS),[1627756],1610612739.0,CLE,pullup,,,Valentine,D. Valentine,,,,,,,25.23,Made,3.0,,,,,,,,,,,,,,,,
628,PT01M41.00S,2021-10-30T04:46:45.6Z,4,REGULAR,3pt,Jump Shot,[],2546,28.695795006570307,17.64705882352942,1610612747,110,98,2021-10-30T04:46:53Z,6240000,162.0,217.0,1,left,C. Anthony 27' 3PT  (24 PTS) (L. James 8 AST),"[2546, 2544]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,27.08,Made,24.0,L. James,2544.0,8.0,,,,,,,,,,,,,
630,PT01M25.00S,2021-10-30T04:47:03.5Z,4,REGULAR,2pt,Jump Shot,[],1630205,94.53022339027595,76.47058823529412,1610612739,110,98,2021-10-30T04:47:17Z,6260000,132.0,-1.0,1,right,MISS L. Stevens 13' Jump Shot,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,13.24,Missed,,,,,,,,,,,,,,,,,
631,PT01M21.00S,2021-10-30T04:47:07.8Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,110,98,2021-10-30T04:47:07Z,6270000,,,0,,C. Anthony REBOUND (Off:0 Def:5),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,630.0,5.0,5.0,0.0,,,,,,,,,
632,PT01M13.00S,2021-10-30T04:47:43.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,110,98,2021-10-30T04:47:43Z,6280000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
