actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
545,PT08M17.00S,2022-01-06T02:38:20.1Z,4,REGULAR,rebound,offensive,[],1627761,,,1610612751,106,102,2022-01-06T02:38:22Z,5410000,,,0,,D. Bembry REBOUND (Off:1 Def:3),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,543.0,,,,,,,,4.0,3.0,1.0,,,,,,,,
546,PT08M17.00S,2022-01-06T02:38:19.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627761,94.40999984741211,50.0,1610612751,106,104,2022-01-06T02:38:19Z,5420000,0.0,0.0,1,right,D. Bembry tip Layup (8 PTS),[1627761],1610612751.0,BKN,tip,,,Bembry,D. Bembry,,,,,0.0,Made,,8.0,,,,,,,,,,,,,,,,,
547,PT08M08.00S,2022-01-06T02:38:28.6Z,4,REGULAR,3pt,Jump Shot,[],202362,31.882391590013142,42.64705882352941,1610612754,106,104,2022-01-06T02:38:35Z,5430000,37.0,247.0,1,left,MISS L. Stephenson 24' pullup 3PT,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
548,PT08M05.00S,2022-01-06T02:38:31.6Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,106,104,2022-01-06T02:38:54Z,5440000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,547.0,,,,,,,,3.0,3.0,0.0,,,,,,,,
549,PT08M00.00S,2022-01-06T02:38:36.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202681,64.33968462549278,46.81372549019608,1610612751,106,104,2022-01-06T02:38:58Z,5450000,-16.0,283.0,1,right,MISS K. Irving 28' running 3PT,[202681],1610612751.0,BKN,running,,,Irving,K. Irving,,,,,28.31,Missed,,,,,,,,,,,,,,,,,,,
550,PT07M59.00S,2022-01-06T02:38:37.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,106,104,2022-01-06T02:38:49Z,5460000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,549.0,,,,,,,,,,,,,,,,,,
551,PT07M59.00S,2022-01-06T02:38:43.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,106,104,2022-01-06T02:38:43Z,5470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M40.00S,2022-01-06T02:39:04.2Z,4,REGULAR,3pt,Jump Shot,[],203200,32.14520367936925,52.20588235294118,1610612754,106,104,2022-01-06T02:39:10Z,5480000,-11.0,250.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
553,PT07M37.00S,2022-01-06T02:39:07.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,106,104,2022-01-06T02:39:10Z,5490000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,,
554,PT07M37.00S,2022-01-06T02:39:10.9Z,4,REGULAR,foul,personal,[],1627734,,,1610612751,106,104,2022-01-06T02:39:17Z,5500000,,,0,,D. Sabonis loose ball personal FOUL (4 PF),"[1627734, 201142]",1610612754.0,IND,loose ball,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,202058.0,4.0,0.0,Durant,201142.0,,,
556,PT07M23.00S,2022-01-06T02:39:41.1Z,4,REGULAR,3pt,Jump Shot,[],201988,94.82588699080158,3.9215686274509802,1610612751,106,107,2022-01-06T02:39:45Z,5520000,-230.0,-4.0,1,right,P. Mills 3PT  (6 PTS) (K. Durant 6 AST),"[201988, 201142]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.04,Made,,6.0,K. Durant,201142.0,6.0,,,,,,,,,,,,,,
558,PT07M02.00S,2022-01-06T02:40:02.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202362,6.521024967148489,44.36274509803921,1610612754,106,107,2022-01-06T02:40:06Z,5540000,28.0,9.0,1,left,MISS L. Stephenson driving finger roll Layup,[202362],1610612754.0,IND,driving finger roll,,,Stephenson,L. Stephenson,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
559,PT06M59.00S,2022-01-06T02:40:05.1Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612754,106,107,2022-01-06T02:40:06Z,5550000,,,0,,D. Sabonis REBOUND (Off:2 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,558.0,,,,,,,,12.0,10.0,2.0,,,,,,,,
560,PT06M58.00S,2022-01-06T02:40:09.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,106,107,2022-01-06T02:40:09Z,5560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M58.00S,2022-01-06T02:40:38.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,106,107,2022-01-06T02:40:38Z,5570000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M58.00S,2022-01-06T02:42:43.2Z,4,REGULAR,substitution,out,[],1626167,,,1610612754,106,107,2022-01-06T02:43:17Z,5580000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M58.00S,2022-01-06T02:42:43.2Z,4,REGULAR,substitution,in,[],1629052,,,1610612754,106,107,2022-01-06T02:43:17Z,5590000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M57.00S,2022-01-06T02:43:39.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203200,11.645860709592641,94.6078431372549,1610612754,106,107,2022-01-06T02:43:43Z,5600000,-223.0,57.0,1,left,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.02,Missed,,,,,,,,,,,,,,,,,,,
565,PT06M54.00S,2022-01-06T02:43:42.0Z,4,REGULAR,rebound,defensive,[],1627761,,,1610612751,106,107,2022-01-06T02:43:43Z,5610000,,,0,,D. Bembry REBOUND (Off:1 Def:4),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,564.0,,,,,,,,5.0,4.0,1.0,,,,,,,,
566,PT06M33.00S,2022-01-06T02:44:01.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,83.39356110381078,59.80392156862745,1610612751,106,109,2022-01-06T02:44:06Z,5620000,49.0,104.0,1,right,K. Irving 11' pullup Jump Shot (14 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,11.46,Made,,14.0,,,,,,,,,,,,,,,,,
567,PT06M17.00S,2022-01-06T02:44:18.6Z,4,REGULAR,turnover,bad pass,[],202362,,,1610612754,106,109,2022-01-06T02:44:21Z,5630000,,,0,,L. Stephenson bad pass TURNOVER (3 TO),"[202362, 202681]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,3.0,Irving,202681.0,,,,,,,,,,,
568,PT06M17.00S,2022-01-06T02:44:18.6Z,4,REGULAR,steal,,[],202681,,,1610612751,106,109,2022-01-06T02:44:19Z,5640000,,,0,,K. Irving STEAL (3 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M14.00S,2022-01-06T02:44:22.1Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",202681,77.4802890932983,49.50980392156863,1610612751,106,111,2022-01-06T02:44:27Z,5650000,-2.0,159.0,1,right,K. Irving 15' running pullup Jump Shot (16 PTS),[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,15.92,Made,,16.0,,,,,,,,,,,,,,,,,
570,PT06M11.00S,2022-01-06T02:44:27.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,106,111,2022-01-06T02:44:27Z,5660000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M11.00S,2022-01-06T02:45:26.0Z,4,REGULAR,substitution,out,[],203200,,,1610612754,106,111,2022-01-06T02:45:48Z,5670000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M11.00S,2022-01-06T02:45:26.0Z,4,REGULAR,substitution,in,[],1630613,,,1610612754,106,111,2022-01-06T02:45:48Z,5680000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M52.00S,2022-01-06T02:46:18.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202362,5.863994743758213,49.26470588235294,1610612754,108,111,2022-01-06T02:46:27Z,5690000,4.0,3.0,1,left,L. Stephenson cutting DUNK (30 PTS) (D. Sabonis 10 AST),"[202362, 1627734]",1610612754.0,IND,cutting,,,Stephenson,L. Stephenson,,,,,0.45,Made,,30.0,D. Sabonis,1627734.0,10.0,,,,,,,,,,,,,,
576,PT05M50.00S,2022-01-06T02:46:35.2Z,4,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612751,108,111,2022-01-06T02:46:44Z,5720000,,,0,,TEAM foul technical,[],1610612754.0,IND,delay,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,
577,PT05M50.00S,2022-01-06T02:46:50.9Z,4,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,108,112,2022-01-06T02:46:50Z,5730000,,,0,,K. Irving technical Free Throw 1 of 1 (17 PTS),[202681],1610612751.0,BKN,technical,,,Irving,K. Irving,,,,,,Made,,17.0,,,,,,,,,,,,,,,,,
578,PT05M39.00S,2022-01-06T02:47:21.6Z,4,REGULAR,foul,personal,['2freethrow'],202362,,,1610612751,108,112,2022-01-06T02:47:32Z,5740000,,,0,,L. Stephenson shooting personal FOUL (2 PF) (Harden 2 FT),"[202362, 201935]",1610612754.0,IND,shooting,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,203800.0,2.0,0.0,Harden,201935.0,,,
580,PT05M39.00S,2022-01-06T02:47:51.6Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,108,113,2022-01-06T02:47:51Z,5760000,,,0,,J. Harden Free Throw 1 of 2 (17 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,17.0,,,,,,,,,,,,,,,,,
581,PT05M39.00S,2022-01-06T02:48:14.0Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,108,114,2022-01-06T02:48:14Z,5770000,,,0,,J. Harden Free Throw 2 of 2 (18 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,18.0,,,,,,,,,,,,,,,,,
582,PT05M15.00S,2022-01-06T02:48:41.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,108,114,2022-01-06T02:48:48Z,5780000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT05M07.00S,2022-01-06T02:49:07.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202681,73.9323258869908,9.558823529411764,1610612751,108,114,2022-01-06T02:49:12Z,5790000,-202.0,193.0,1,right,MISS K. Irving 27' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,,
584,PT05M04.00S,2022-01-06T02:49:10.6Z,4,REGULAR,rebound,defensive,[],1630613,,,1610612754,108,114,2022-01-06T02:49:12Z,5800000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:3),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,583.0,,,,,,,,3.0,3.0,0.0,,,,,,,,
585,PT04M50.00S,2022-01-06T02:49:24.2Z,4,REGULAR,3pt,Jump Shot,[],202362,30.962549277266753,67.8921568627451,1610612754,108,114,2022-01-06T02:49:28Z,5810000,-89.0,239.0,1,left,MISS L. Stephenson 25' 3PT,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
586,PT04M47.00S,2022-01-06T02:49:27.2Z,4,REGULAR,rebound,offensive,[],1629052,,,1610612754,108,114,2022-01-06T02:49:28Z,5820000,,,0,,O. Brissett REBOUND (Off:4 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,585.0,,,,,,,,8.0,4.0,4.0,,,,,,,,
587,PT04M45.00S,2022-01-06T02:49:29.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630613,27.020367936925098,23.284313725490197,1610612754,108,114,2022-01-06T02:49:32Z,5830000,134.0,201.0,1,left,MISS D. Washington Jr. 24' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,,
588,PT04M43.00S,2022-01-06T02:49:31.0Z,4,REGULAR,rebound,offensive,[],202362,,,1610612754,108,114,2022-01-06T02:49:32Z,5840000,,,0,,L. Stephenson REBOUND (Off:1 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,587.0,,,,,,,,2.0,1.0,1.0,,,,,,,,
589,PT04M41.00S,2022-01-06T02:49:32.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630613,32.933639947437584,30.14705882352941,1610612754,108,114,2022-01-06T02:50:44Z,5850000,99.0,257.0,1,left,MISS D. Washington Jr. 27' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,,
590,PT04M40.00S,2022-01-06T02:49:33.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,108,114,2022-01-06T02:49:45Z,5860000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,589.0,,,,,,,,,,,,,,,,,,
592,PT04M40.00S,2022-01-06T02:49:51.5Z,4,REGULAR,foul,personal,[],201935,,,1610612754,108,114,2022-01-06T02:50:01Z,5880000,,,0,,J. Harden loose ball personal FOUL (2 PF),"[201935, 1627734]",1610612751.0,BKN,loose ball,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Sabonis,1627734.0,,,
594,PT04M31.00S,2022-01-06T02:50:14.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.783837056504599,48.529411764705884,1610612754,110,114,2022-01-06T02:50:24Z,5900000,7.0,11.0,1,left,D. Sabonis finger roll Layup (27 PTS) (K. Sykes 5 AST),"[1627734, 1626208]",1610612754.0,IND,finger roll,,,Sabonis,D. Sabonis,,,,,1.35,Made,,27.0,K. Sykes,1626208.0,5.0,,,,,,,,,,,,,,
596,PT04M12.00S,2022-01-06T02:50:33.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,92.85479632063075,46.568627450980394,1610612751,110,116,2022-01-06T02:50:39Z,5920000,-17.0,15.0,1,right,D. Bembry reverse Layup (10 PTS) (K. Durant 7 AST),"[1627761, 201142]",1610612751.0,BKN,reverse,,,Bembry,D. Bembry,,,,,2.26,Made,,10.0,K. Durant,201142.0,7.0,,,,,,,,,,,,,,
598,PT03M54.00S,2022-01-06T02:50:54.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.886333771353483,56.86274509803921,1610612754,112,116,2022-01-06T02:51:02Z,5940000,-34.0,31.0,1,left,D. Sabonis finger roll Layup (29 PTS),[1627734],1610612754.0,IND,finger roll,,,Sabonis,D. Sabonis,,,,,4.62,Made,,29.0,,,,,,,,,,,,,,,,,
599,PT03M54.00S,2022-01-06T02:50:57.6Z,4,REGULAR,foul,personal,['1freethrow'],1627761,,,1610612754,112,116,2022-01-06T02:51:04Z,5950000,,,0,,D. Bembry shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1627761, 1627734]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,204059.0,1.0,1.0,Sabonis,1627734.0,,,
601,PT03M54.00S,2022-01-06T02:51:42.1Z,4,REGULAR,freethrow,1 of 1,[],1627734,,,1610612754,113,116,2022-01-06T02:51:42Z,5970000,,,0,,D. Sabonis Free Throw 1 of 1 (30 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,30.0,,,,,,,,,,,,,,,,,
602,PT03M39.00S,2022-01-06T02:52:03.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.553876478318,53.67647058823529,1610612751,113,118,2022-01-06T02:52:08Z,5980000,18.0,121.0,1,right,K. Durant 12' pullup Jump Shot (35 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,12.23,Made,,35.0,,,,,,,,,,,,,,,,,
603,PT03M21.00S,2022-01-06T02:52:19.6Z,4,REGULAR,turnover,lost ball,[],1627734,,,1610612754,113,118,2022-01-06T02:52:23Z,5990000,,,0,,D. Sabonis lost ball TURNOVER (5 TO),"[1627734, 201935]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,5.0,Harden,201935.0,,,,,,,,,,,
604,PT03M21.00S,2022-01-06T02:52:19.6Z,4,REGULAR,steal,,[],201935,,,1610612751,113,118,2022-01-06T02:54:01Z,6000000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT03M17.00S,2022-01-06T02:52:24.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,91.67214191852825,43.627450980392155,1610612751,113,120,2022-01-06T02:52:35Z,6010000,-32.0,26.0,1,right,K. Irving running Jump Shot (19 PTS),[202681],1610612751.0,BKN,running,,,Irving,K. Irving,,,,,4.1,Made,,19.0,,,,,,,,,,,,,,,,,
606,PT03M15.00S,2022-01-06T02:52:36.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,113,120,2022-01-06T02:52:36Z,6020000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M03.00S,2022-01-06T02:54:09.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,11.777266754270697,49.754901960784316,1610612754,113,120,2022-01-06T02:54:13Z,6030000,1.0,58.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 201988]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,5.82,Missed,,,,,,,,,,,,,,,,,Mills,201988.0,
608,PT03M03.00S,2022-01-06T02:54:09.4Z,4,REGULAR,block,,[],201988,,,1610612754,113,120,2022-01-06T02:54:11Z,6040000,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M00.00S,2022-01-06T02:54:12.4Z,4,REGULAR,rebound,defensive,[],201988,,,1610612751,113,120,2022-01-06T02:54:13Z,6050000,,,0,,P. Mills REBOUND (Off:0 Def:3),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,607.0,,,,,,,,3.0,3.0,0.0,,,,,,,,
610,PT02M47.00S,2022-01-06T02:54:24.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,87.33574244415243,44.11764705882353,1610612751,113,122,2022-01-06T02:54:30Z,6060000,-29.0,67.0,1,right,K. Irving 7' driving floating bank Jump Shot (21 PTS),[202681],1610612751.0,BKN,driving floating bank,,,Irving,K. Irving,,,,,7.27,Made,,21.0,,,,,,,,,,,,,,,,,
611,PT02M27.00S,2022-01-06T02:54:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,7.966491458607096,40.68627450980392,1610612754,113,122,2022-01-06T02:54:50Z,6070000,47.0,22.0,1,left,MISS D. Washington Jr. driving finger roll Layup - blocked,"[1630613, 1627761]",1610612754.0,IND,driving finger roll,,,Washington Jr.,D. Washington Jr.,,,,,5.17,Missed,,,,,,,,,,,,,,,,,Bembry,1627761.0,
612,PT02M27.00S,2022-01-06T02:54:45.5Z,4,REGULAR,block,,[],1627761,,,1610612754,113,122,2022-01-06T02:54:47Z,6080000,,,0,,D. Bembry BLOCK (2 BLK),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT02M24.00S,2022-01-06T02:54:48.5Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,113,122,2022-01-06T02:54:50Z,6090000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,611.0,,,,,,,,4.0,4.0,0.0,,,,,,,,
614,PT02M17.00S,2022-01-06T02:55:00.4Z,4,REGULAR,foul,technical,['1freethrow'],1320,,,1610612751,113,122,2022-01-06T02:55:22Z,6100000,,,0,,TEAM foul technical,[1320],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,
615,PT02M17.00S,2022-01-06T02:55:34.4Z,4,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,113,123,2022-01-06T02:55:34Z,6110000,,,0,,K. Irving technical Free Throw 1 of 1 (22 PTS),[202681],1610612751.0,BKN,technical,,,Irving,K. Irving,,,,,,Made,,22.0,,,,,,,,,,,,,,,,,
616,PT02M02.00S,2022-01-06T02:56:00.9Z,4,REGULAR,2pt,Jump Shot,[],202681,75.90341655716163,30.392156862745097,1610612751,113,123,2022-01-06T02:56:06Z,6120000,-98.0,174.0,1,right,MISS K. Irving 19' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,19.97,Missed,,,,,,,,,,,,,,,,,,,
617,PT01M57.00S,2022-01-06T02:56:04.4Z,4,REGULAR,rebound,defensive,[],202362,,,1610612754,113,123,2022-01-06T02:56:04Z,6130000,,,0,,L. Stephenson REBOUND (Off:1 Def:2),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,616.0,,,,,,,,3.0,2.0,1.0,,,,,,,,
618,PT01M53.00S,2022-01-06T02:56:11.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612754,113,123,2022-01-06T02:56:18Z,6140000,,,0,,J. Harden personal FOUL (3 PF) (Sabonis 2 FT),"[201935, 1627734]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Sabonis,1627734.0,,,
620,PT01M53.00S,2022-01-06T02:56:51.4Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,114,123,2022-01-06T02:56:51Z,6160000,,,0,,D. Sabonis Free Throw 1 of 2 (31 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,31.0,,,,,,,,,,,,,,,,,
621,PT01M53.00S,2022-01-06T02:57:14.0Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,115,123,2022-01-06T02:57:14Z,6170000,,,0,,D. Sabonis Free Throw 2 of 2 (32 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,32.0,,,,,,,,,,,,,,,,,
622,PT01M35.00S,2022-01-06T02:57:42.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627761,93.77463863337714,50.245098039215684,1610612751,115,125,2022-01-06T02:57:46Z,6180000,1.0,6.0,1,right,D. Bembry cutting DUNK (12 PTS) (J. Harden 6 AST),"[1627761, 201935]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,0.61,Made,,12.0,J. Harden,201935.0,6.0,,,,,,,,,,,,,,
624,PT01M19.00S,2022-01-06T02:58:03.0Z,4,REGULAR,3pt,Jump Shot,[],1629052,30.305519053876477,24.754901960784316,1610612754,115,125,2022-01-06T02:58:07Z,6200000,126.0,232.0,1,left,MISS O. Brissett 26' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
625,PT01M15.00S,2022-01-06T02:58:07.0Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,115,125,2022-01-06T02:58:07Z,6210000,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,624.0,,,,,,,,5.0,5.0,0.0,,,,,,,,
626,PT01M09.00S,2022-01-06T02:58:15.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202362,,,1610612751,115,125,2022-01-06T02:58:22Z,6220000,,,0,,L. Stephenson personal FOUL (3 PF) (Durant 2 FT),"[202362, 201142]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,203800.0,3.0,0.0,Durant,201142.0,,,
628,PT01M09.00S,2022-01-06T02:58:47.0Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,115,126,2022-01-06T02:58:47Z,6240000,,,0,,K. Durant Free Throw 1 of 2 (36 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,36.0,,,,,,,,,,,,,,,,,
629,PT01M09.00S,2022-01-06T02:59:12.8Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,115,127,2022-01-06T02:59:12Z,6250000,,,0,,K. Durant Free Throw 2 of 2 (37 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,37.0,,,,,,,,,,,,,,,,,
630,PT01M03.00S,2022-01-06T02:59:21.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612754,115,127,2022-01-06T02:59:27Z,6260000,,,0,,K. Irving shooting personal FOUL (3 PF) (Washington Jr. 2 FT),"[202681, 1630613]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,203800.0,3.0,0.0,Washington Jr.,1630613.0,,,
632,PT01M03.00S,2022-01-06T02:59:45.7Z,4,REGULAR,freethrow,1 of 2,[],1630613,,,1610612754,116,127,2022-01-06T02:59:45Z,6280000,,,0,,D. Washington Jr. Free Throw 1 of 2 (9 PTS),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,Made,,9.0,,,,,,,,,,,,,,,,,
633,PT01M03.00S,2022-01-06T02:59:53.8Z,4,REGULAR,substitution,out,[],202681,,,1610612754,116,127,2022-01-06T02:59:58Z,6290000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
