actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
452,PT03M09.00S,2022-04-06T00:41:42.9Z,3,REGULAR,foul,personal,['1freethrow'],1630543,,,1610612755,88,103,2022-04-06T00:41:47Z,4500000,,,0,,I. Jackson shooting personal FOUL (3 PF) (Embiid 1 FT),"[1630543, 203954]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,,,,,,,204059.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,
454,PT03M09.00S,2022-04-06T00:41:48.5Z,3,REGULAR,substitution,out,[],1630169,,,1610612755,88,103,2022-04-06T00:42:16Z,4520000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M09.00S,2022-04-06T00:41:48.5Z,3,REGULAR,substitution,out,[],1630543,,,1610612755,88,103,2022-04-06T00:42:16Z,4530000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M09.00S,2022-04-06T00:41:48.5Z,3,REGULAR,substitution,in,[],204456,,,1610612755,88,103,2022-04-06T00:42:16Z,4540000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M09.00S,2022-04-06T00:41:48.5Z,3,REGULAR,substitution,in,[],1630188,,,1610612755,88,103,2022-04-06T00:42:16Z,4550000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M09.00S,2022-04-06T00:42:21.1Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,88,103,2022-04-06T00:42:21Z,4560000,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
459,PT03M08.00S,2022-04-06T00:42:22.1Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,88,103,2022-04-06T00:42:22Z,4570000,,,0,,O. Brissett REBOUND (Off:2 Def:5),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,458.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
460,PT02M50.00S,2022-04-06T00:42:41.5Z,3,REGULAR,foul,offensive,[],1629052,,,1610612754,88,103,2022-04-06T00:42:47Z,4580000,,,0,,O. Brissett offensive FOUL (1 PF),"[1629052, 1629003]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,201245.0,1.0,0.0,Milton,1629003.0,,,,,,,,,,
462,PT02M50.00S,2022-04-06T00:42:41.5Z,3,REGULAR,turnover,offensive foul,[],1629052,,,1610612754,88,103,2022-04-06T00:42:41Z,4600000,,,0,,O. Brissett offensive foul TURNOVER (2 TO),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,201245.0,,,,,,,,,,,2.0,,,
463,PT02M42.00S,2022-04-06T00:43:00.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,93.11760840998686,56.61764705882353,1610612755,88,105,2022-04-06T00:46:37Z,4610000,33.0,12.0,1,right,T. Maxey driving Layup (23 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,3.53,Made,,,,,,,,,,,,23.0,,,,,,,
464,PT02M25.00S,2022-04-06T00:43:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,6.915243101182654,53.18627450980392,1610612754,88,105,2022-04-06T00:43:21Z,4620000,-16.0,13.0,1,left,MISS O. Brissett driving finger roll Layup,[1629052],1610612754.0,IND,driving finger roll,,,Brissett,O. Brissett,,,,,2.02,Missed,,,,,,,,,,,,,,,,,,,
465,PT02M22.00S,2022-04-06T00:43:20.1Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,88,105,2022-04-06T00:43:21Z,4630000,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,464.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
466,PT02M17.00S,2022-04-06T00:43:28.6Z,3,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,88,105,2022-04-06T00:43:32Z,4640000,,,0,,J. Embiid lost ball out-of-bounds TURNOVER (3 TO),[203954],1610612755.0,PHI,lost ball,,,Embiid,J. Embiid,,,,,,,,,,,201245.0,,,,,,,,,,,3.0,,,
467,PT02M09.00S,2022-04-06T00:43:38.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630678,6.1268068331143235,54.90196078431373,1610612754,90,105,2022-04-06T00:43:42Z,4650000,-25.0,5.0,1,left,T. Taylor driving reverse Layup (11 PTS) (T. McConnell 2 AST),"[1630678, 204456]",1610612754.0,IND,driving reverse,,,Taylor,T. Taylor,,,,,2.5,Made,,,,,,,,,,,,11.0,T. McConnell,204456.0,2.0,,,,
469,PT01M52.00S,2022-04-06T00:43:57.5Z,3,REGULAR,foul,personal,['2freethrow'],1630678,,,1610612755,90,105,2022-04-06T00:44:05Z,4670000,,,0,,T. Taylor shooting personal FOUL (2 PF) (Maxey 2 FT),"[1630678, 1630178]",1610612754.0,IND,shooting,,,Taylor,T. Taylor,,,,,,,,,,,2715.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,
471,PT01M52.00S,2022-04-06T00:44:22.8Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,90,106,2022-04-06T00:44:22Z,4690000,,,0,,T. Maxey Free Throw 1 of 2 (24 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,,,24.0,,,,,,,
472,PT01M52.00S,2022-04-06T00:44:23.4Z,3,REGULAR,substitution,out,[],203954,,,1610612755,90,106,2022-04-06T00:44:27Z,4700000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M52.00S,2022-04-06T00:44:23.4Z,3,REGULAR,substitution,in,[],201599,,,1610612755,90,106,2022-04-06T00:44:27Z,4710000,,,0,,SUB in: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT01M52.00S,2022-04-06T00:44:36.4Z,3,REGULAR,substitution,out,[],1629052,,,1610612755,90,106,2022-04-06T00:44:48Z,4720000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M52.00S,2022-04-06T00:44:36.4Z,3,REGULAR,substitution,in,[],1630613,,,1610612755,90,106,2022-04-06T00:44:48Z,4730000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M52.00S,2022-04-06T00:44:58.7Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,90,107,2022-04-06T00:44:58Z,4740000,,,0,,T. Maxey Free Throw 2 of 2 (25 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,,,25.0,,,,,,,
477,PT01M34.00S,2022-04-06T00:45:19.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630678,16.63929040735874,44.6078431372549,1610612754,92,107,2022-04-06T00:45:26Z,4750000,27.0,104.0,1,left,T. Taylor 10' floating Jump Shot (13 PTS) (J. Smith 2 AST),"[1630678, 1630188]",1610612754.0,IND,floating,,,Taylor,T. Taylor,,,,,10.74,Made,,,,,,,,,,,,13.0,J. Smith,1630188.0,2.0,,,,
479,PT01M20.00S,2022-04-06T00:45:33.2Z,3,REGULAR,3pt,Jump Shot,[],201980,94.82588699080158,95.58823529411765,1610612755,92,107,2022-04-06T00:45:37Z,4770000,228.0,-4.0,1,right,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
480,PT01M16.00S,2022-04-06T00:45:37.2Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,92,107,2022-04-06T00:45:37Z,4780000,,,0,,T. McConnell REBOUND (Off:1 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,479.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
481,PT01M09.00S,2022-04-06T00:45:43.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,7.046649145860711,44.36274509803921,1610612754,94,107,2022-04-06T00:45:47Z,4790000,28.0,14.0,1,left,B. Hield driving finger roll Layup (23 PTS) (T. McConnell 3 AST),"[1627741, 204456]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,3.14,Made,,,,,,,,,,,,23.0,T. McConnell,204456.0,3.0,,,,
483,PT00M49.50S,2022-04-06T00:46:05.8Z,3,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612755,94,107,2022-04-06T00:46:11Z,4810000,,,0,,G. Niang bad pass out-of-bounds TURNOVER (1 TO),[1627777],1610612755.0,PHI,bad pass,,,Niang,G. Niang,,,,,,,,,,,2715.0,,,,,,,,,,,1.0,,,
484,PT00M49.50S,2022-04-06T00:46:08.2Z,3,REGULAR,substitution,out,[],1630178,,,1610612754,94,107,2022-04-06T00:46:14Z,4820000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M49.50S,2022-04-06T00:46:08.2Z,3,REGULAR,substitution,in,[],201935,,,1610612754,94,107,2022-04-06T00:46:14Z,4830000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M33.20S,2022-04-06T00:46:41.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612754,94,107,2022-04-06T00:46:45Z,4840000,,,0,,G. Niang shooting personal FOUL (5 PF) (McConnell 2 FT),"[1627777, 204456]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,201245.0,5.0,0.0,McConnell,204456.0,,,,,,,,,,
488,PT00M33.20S,2022-04-06T00:47:07.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],204456,,,1610612754,95,107,2022-04-06T00:47:07Z,4860000,,,0,,T. McConnell Free Throw 1 of 2 (1 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,Made,,,,,,,,,,,,1.0,,,,,,,
489,PT00M33.20S,2022-04-06T00:47:08.2Z,3,REGULAR,substitution,out,[],1627777,,,1610612754,95,107,2022-04-06T00:47:14Z,4870000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M33.20S,2022-04-06T00:47:08.2Z,3,REGULAR,substitution,in,[],202699,,,1610612754,95,107,2022-04-06T00:47:14Z,4880000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M33.20S,2022-04-06T00:47:31.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],204456,,,1610612754,96,107,2022-04-06T00:47:31Z,4890000,,,0,,T. McConnell Free Throw 2 of 2 (2 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,Made,,,,,,,,,,,,2.0,,,,,,,
492,PT00M12.20S,2022-04-06T00:47:56.3Z,3,REGULAR,3pt,Jump Shot,[],201935,67.88764783180025,64.95098039215686,1610612755,96,107,2022-04-06T00:48:01Z,4900000,75.0,249.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
493,PT00M08.30S,2022-04-06T00:48:00.2Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,96,107,2022-04-06T00:48:01Z,4910000,,,0,,T. McConnell REBOUND (Off:1 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,492.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
494,PT00M04.70S,2022-04-06T00:48:03.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,22.552562417871222,92.15686274509804,1610612754,96,107,2022-04-06T00:48:20Z,4920000,-211.0,159.0,1,left,MISS B. Hield 26' running 3PT - blocked,"[1627741, 201980]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,26.43,Missed,,,,,,,,,,Green,201980.0,,,,,,,,
495,PT00M04.70S,2022-04-06T00:48:03.8Z,3,REGULAR,block,,[],201980,,,1610612754,96,107,2022-04-06T00:48:06Z,4930000,,,0,,D. Green BLOCK (1 BLK),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M04.00S,2022-04-06T00:48:04.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,96,107,2022-04-06T00:48:11Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,
497,PT00M04.00S,2022-04-06T00:48:08.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,96,107,2022-04-06T00:48:08Z,4950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M02.10S,2022-04-06T00:48:26.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630188,9.937582128777924,50.98039215686274,1610612754,98,107,2022-04-06T00:48:32Z,4960000,-5.0,41.0,1,left,J. Smith turnaround Hook (15 PTS) (T. McConnell 4 AST),"[1630188, 204456]",1610612754.0,IND,turnaround,,,Smith,J. Smith,,,,,4.12,Made,,,,,,,,,,,,15.0,T. McConnell,204456.0,4.0,,,,
500,PT00M02.10S,2022-04-06T00:48:31.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202699,,,1610612754,98,107,2022-04-06T00:48:51Z,4980000,,,0,,T. Harris shooting personal FOUL (2 PF) (Smith 1 FT),"[202699, 1630188]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,2715.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,
502,PT00M02.10S,2022-04-06T00:48:37.7Z,3,REGULAR,substitution,out,[],1630613,,,1610612754,98,107,2022-04-06T00:48:51Z,5000000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M02.10S,2022-04-06T00:48:37.7Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,98,107,2022-04-06T00:48:51Z,5010000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M02.10S,2022-04-06T00:48:37.7Z,3,REGULAR,substitution,in,[],1626147,,,1610612754,98,107,2022-04-06T00:48:51Z,5020000,,,0,,SUB in: J. Anderson,[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M02.10S,2022-04-06T00:48:37.7Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,98,107,2022-04-06T00:48:51Z,5030000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M02.10S,2022-04-06T00:49:05.6Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630188,,,1610612754,99,107,2022-04-06T00:49:05Z,5040000,,,0,,J. Smith Free Throw 1 of 1 (16 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,Made,,,,,,,,,,,,16.0,,,,,,,
507,PT00M00.00S,2022-04-06T00:49:16.7Z,3,REGULAR,period,end,[],0,,,1610612755,99,107,2022-04-06T00:49:16Z,5050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-04-06T00:51:16.3Z,4,REGULAR,substitution,out,['startperiod'],1630678,,,1610612755,99,107,2022-04-06T00:51:38Z,5060000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-04-06T00:51:16.3Z,4,REGULAR,substitution,out,['startperiod'],1626147,,,1610612755,99,107,2022-04-06T00:51:38Z,5070000,,,0,,SUB out: J. Anderson,[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-04-06T00:51:16.3Z,4,REGULAR,substitution,in,['startperiod'],1630613,,,1610612755,99,107,2022-04-06T00:51:38Z,5080000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-04-06T00:51:16.3Z,4,REGULAR,substitution,in,['startperiod'],1630169,,,1610612755,99,107,2022-04-06T00:51:38Z,5090000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-04-06T00:51:53.7Z,4,REGULAR,period,start,[],0,,,1610612754,99,107,2022-04-06T00:51:53Z,5100000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M47.00S,2022-04-06T00:52:06.8Z,4,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,99,107,2022-04-06T00:52:12Z,5110000,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (3 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,,,,,,,201245.0,,,,,,,,,,,3.0,,,
514,PT11M33.00S,2022-04-06T00:52:31.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201599,92.9862023653088,44.6078431372549,1610612755,99,109,2022-04-06T00:52:35Z,5120000,-27.0,13.0,1,right,D. Jordan alley-oop DUNK (6 PTS) (J. Harden 12 AST),"[201599, 201935]",1610612755.0,PHI,alley-oop,,,Jordan,D. Jordan,,,,,3.01,Made,,,,,,,,,,,,6.0,J. Harden,201935.0,12.0,,,,
516,PT11M23.00S,2022-04-06T00:52:40.7Z,4,REGULAR,3pt,Jump Shot,[],1630188,30.17411300919842,70.34313725490196,1610612754,99,109,2022-04-06T01:29:55Z,5140000,-102.0,231.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
517,PT11M20.00S,2022-04-06T00:52:43.7Z,4,REGULAR,rebound,defensive,[],201599,,,1610612755,99,109,2022-04-06T00:52:45Z,5150000,,,0,,D. Jordan REBOUND (Off:2 Def:3),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,516.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
518,PT11M10.00S,2022-04-06T00:52:53.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.19776609724047,58.333333333333336,1610612755,99,109,2022-04-06T00:52:57Z,5160000,42.0,21.0,1,right,MISS T. Harris driving Layup - blocked,"[202699, 1630188]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,4.66,Missed,,,,,,,,,,Smith,1630188.0,,,,,,,,
519,PT11M10.00S,2022-04-06T00:52:53.8Z,4,REGULAR,block,,[],1630188,,,1610612755,99,109,2022-04-06T00:52:55Z,5170000,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M08.00S,2022-04-06T00:52:55.8Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,99,109,2022-04-06T00:52:57Z,5180000,,,0,,T. McConnell REBOUND (Off:1 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,518.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
521,PT11M03.00S,2022-04-06T00:53:01.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630613,10.988830486202366,3.6764705882352944,1610612754,102,109,2022-04-06T00:53:06Z,5190000,232.0,51.0,1,left,D. Washington Jr. 3PT running pullup (6 PTS) (T. Haliburton 5 AST),"[1630613, 1630169]",1610612754.0,IND,running pullup,,,Washington Jr.,D. Washington Jr.,,,,,23.71,Made,,,,,,,,,,,,6.0,T. Haliburton,1630169.0,5.0,,,,
523,PT10M40.00S,2022-04-06T00:53:28.0Z,4,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612755,102,109,2022-04-06T00:53:35Z,5210000,,,0,,J. Smith shooting personal FOUL (2 PF) (Harris 2 FT),"[1630188, 202699]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,,,,,,,201245.0,2.0,0.0,Harris,202699.0,,,,,,,,,,
525,PT10M40.00S,2022-04-06T00:53:54.7Z,4,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,102,110,2022-04-06T00:53:54Z,5230000,,,0,,T. Harris Free Throw 1 of 2 (13 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,,,,,,,,13.0,,,,,,,
526,PT10M40.00S,2022-04-06T00:54:13.2Z,4,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,102,111,2022-04-06T00:54:13Z,5240000,,,0,,T. Harris Free Throw 2 of 2 (14 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,,,,,,,,,,,,14.0,,,,,,,
527,PT10M24.00S,2022-04-06T00:54:31.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,13.61695137976347,49.26470588235294,1610612754,102,111,2022-04-06T00:56:18Z,5250000,4.0,75.0,1,left,MISS T. McConnell 7' turnaround fadeaway Shot,[204456],1610612754.0,IND,turnaround fadeaway,,,McConnell,T. McConnell,,,,,7.56,Missed,,,,,,,,,,,,,,,,,,,
529,PT10M21.00S,2022-04-06T00:54:34.6Z,4,REGULAR,rebound,defensive,[],201599,,,1610612755,102,111,2022-04-06T00:54:37Z,5270000,,,0,,D. Jordan REBOUND (Off:2 Def:4),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,527.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
530,PT10M21.00S,2022-04-06T00:54:37.2Z,4,REGULAR,turnover,traveling,[],201599,,,1610612755,102,111,2022-04-06T00:54:42Z,5280000,,,0,,D. Jordan traveling TURNOVER (1 TO),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,201245.0,,,,,,,,,,,1.0,,,
531,PT10M16.00S,2022-04-06T00:55:02.6Z,4,REGULAR,foul,offensive,[],1630169,,,1610612754,102,111,2022-04-06T00:55:09Z,5290000,,,0,,T. Haliburton charge offensive FOUL (2 PF),"[1630169, 1629003]",1610612754.0,IND,charge,,,Haliburton,T. Haliburton,,,,,,,,,,,201245.0,2.0,0.0,Milton,1629003.0,,,,,,,,,,
533,PT10M16.00S,2022-04-06T00:55:02.6Z,4,REGULAR,turnover,offensive foul,[],1630169,,,1610612754,102,111,2022-04-06T00:55:02Z,5310000,,,0,,T. Haliburton offensive foul TURNOVER (4 TO),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,201245.0,,,,,,,,,,,4.0,,,
534,PT09M52.00S,2022-04-06T00:55:38.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629003,89.83245729303549,29.166666666666668,1610612755,102,111,2022-04-06T00:55:48Z,5320000,-104.0,43.0,1,right,MISS S. Milton 11' fadeaway Shot,[1629003],1610612755.0,PHI,fadeaway,,,Milton,S. Milton,,,,,11.28,Missed,,,,,,,,,,,,,,,,,,,
535,PT09M52.00S,2022-04-06T00:55:38.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,102,111,2022-04-06T00:55:56Z,5330000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,534.0,,,,,,,,,,,,,,,,,,
536,PT09M52.00S,2022-04-06T00:55:44.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,102,111,2022-04-06T00:55:52Z,5340000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,,
537,PT09M40.00S,2022-04-06T00:56:03.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,30.699737187910642,66.42156862745098,1610612754,105,111,2022-04-06T00:56:07Z,5350000,-82.0,236.0,1,left,J. Smith 25' 3PT  (19 PTS) (O. Brissett 4 AST),"[1630188, 1629052]",1610612754.0,IND,,,,Smith,J. Smith,,,,,25.0,Made,,,,,,,,,,,,19.0,O. Brissett,1629052.0,4.0,,,,
539,PT09M23.00S,2022-04-06T00:56:23.4Z,4,REGULAR,foul,personal,[],204456,,,1610612755,105,111,2022-04-06T00:56:33Z,5370000,,,0,,T. McConnell personal FOUL (2 PF),"[204456, 201935]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,204059.0,2.0,0.0,Harden,201935.0,,,,,,,,,,
541,PT09M20.00S,2022-04-06T00:56:57.9Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612755,105,111,2022-04-06T00:57:03Z,5390000,,,0,,J. Harden bad pass TURNOVER (4 TO),"[201935, 1630188]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,4.0,Smith,1630188.0,
542,PT09M20.00S,2022-04-06T00:56:57.9Z,4,REGULAR,steal,,[],1630188,,,1610612754,105,111,2022-04-06T00:56:59Z,5400000,,,0,,J. Smith STEAL (1 STL),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M19.00S,2022-04-06T00:57:05.8Z,4,REGULAR,foul,personal,['2freethrow'],201599,,,1610612754,105,111,2022-04-06T01:00:22Z,5410000,,,0,,D. Jordan flagrant-type-2 personal FOUL (2 PF) (Washington Jr. 2 FT),"[201599, 1630613]",1610612755.0,PHI,flagrant-type-2,,,Jordan,D. Jordan,,,,,,,,,,,2715.0,2.0,0.0,Washington Jr.,1630613.0,,,,,,,,,,
545,PT09M19.00S,2022-04-06T00:57:50.5Z,4,REGULAR,instantreplay,request,[],0,,,1610612754,105,111,2022-04-06T00:59:57Z,5430000,,,0,,,[],,,support,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,Common Foul to Flagrant 2
