actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
545,PT04M46.00S,2021-12-22T03:00:55.3Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,97,91,2021-12-22T03:00:57Z,5390000,,,0,,B. Ingram REBOUND (Off:1 Def:6),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,544.0,7.0,6.0,1.0,,,,,,,,,,
546,PT04M31.00S,2021-12-22T03:01:09.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,11.383048620236531,52.94117647058824,1610612740,99,91,2021-12-22T03:06:11Z,5400000,-15.0,55.0,1,left,J. Hart driving Layup (18 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,,,,Made,18.0,,,,,5.64,,,,,,,,,
547,PT04M09.00S,2021-12-22T03:01:31.4Z,4,REGULAR,2pt,Jump Shot,[],203081,76.69185282522996,72.30392156862744,1610612757,99,91,2021-12-22T03:01:36Z,5410000,112.0,167.0,1,right,MISS D. Lillard 20' pullup Shot,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,20.05,,,,,,,,,
548,PT04M07.00S,2021-12-22T03:01:33.4Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,99,91,2021-12-22T03:01:36Z,5420000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,547.0,5.0,4.0,1.0,,,,,,,,,,
549,PT03M56.00S,2021-12-22T03:01:45.4Z,4,REGULAR,turnover,bad pass,[],1627742,,,1610612740,99,91,2021-12-22T03:01:49Z,5430000,,,0,,B. Ingram bad pass TURNOVER (3 TO),"[1627742, 1626204]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,3.0,Nance Jr.,1626204.0,,,,,,
550,PT03M56.00S,2021-12-22T03:01:45.4Z,4,REGULAR,steal,,[],1626204,,,1610612757,99,91,2021-12-22T03:02:04Z,5440000,,,0,,L. Nance Jr. STEAL (4 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT03M54.00S,2021-12-22T03:01:53.6Z,4,REGULAR,foul,personal,[],1629638,,,1610612757,99,91,2021-12-22T05:11:20Z,5450000,,,0,,N. Alexander-Walker take personal FOUL (1 PF),"[1629638, 203081]",1610612740.0,NOP,take,,,Alexander-Walker,N. Alexander-Walker,,,,,1179.0,1.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
553,PT03M54.00S,2021-12-22T03:02:10.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,99,91,2021-12-22T03:02:10Z,5470000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT03M54.00S,2021-12-22T03:04:38.2Z,4,REGULAR,substitution,out,[],203463,,,1610612757,99,91,2021-12-22T03:05:02Z,5480000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M54.00S,2021-12-22T03:04:38.2Z,4,REGULAR,substitution,in,[],1629014,,,1610612757,99,91,2021-12-22T03:05:02Z,5490000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT03M48.00S,2021-12-22T03:05:11.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626204,94.30026281208936,49.01960784313725,1610612757,99,93,2021-12-22T03:05:20Z,5500000,-5.0,1.0,1,right,L. Nance Jr. cutting DUNK (10 PTS) (D. Lillard 7 AST),"[1626204, 203081]",1610612757.0,POR,cutting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,Made,10.0,,,,,0.5,,,,,,D. Lillard,203081.0,7.0,
558,PT03M28.00S,2021-12-22T03:05:38.7Z,4,REGULAR,3pt,Jump Shot,[],1629638,23.47240473061761,10.294117647058822,1610612740,102,93,2021-12-22T03:05:43Z,5520000,199.0,168.0,1,left,N. Alexander-Walker 26' 3PT  (26 PTS) (J. Hart 5 AST),"[1629638, 1628404]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,26.0,,,,,26.01,,,,,,J. Hart,1628404.0,5.0,
560,PT03M12.00S,2021-12-22T03:05:54.4Z,4,REGULAR,2pt,Jump Shot,[],1629014,91.40932982917214,73.52941176470588,1610612757,102,95,2021-12-22T03:05:58Z,5540000,118.0,28.0,1,right,A. Simons 12' pullup Jump Shot (2 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,,,Made,2.0,,,,,12.1,,,,,,,,,
561,PT02M52.00S,2021-12-22T03:06:16.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,102,95,2021-12-22T03:06:16Z,5550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT02M47.00S,2021-12-22T03:06:39.1Z,4,REGULAR,3pt,Jump Shot,[],1627742,19.004599211563733,94.11764705882352,1610612740,102,95,2021-12-22T03:06:44Z,5560000,-221.0,126.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,25.41,,,,,,,,,
563,PT02M43.00S,2021-12-22T03:06:43.1Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,102,95,2021-12-22T03:06:44Z,5570000,,,0,,J. Valanciunas REBOUND (Off:3 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,562.0,13.0,10.0,3.0,,,,,,,,,,
564,PT02M42.00S,2021-12-22T03:06:43.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,7.703679369250986,51.470588235294116,1610612740,104,95,2021-12-22T03:06:50Z,5580000,-7.0,20.0,1,left,J. Valanciunas putback Layup (8 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,8.0,,,,,2.12,,,,,,,,,
565,PT02M33.00S,2021-12-22T03:06:57.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,104,95,2021-12-22T03:06:57Z,5590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT02M17.00S,2021-12-22T03:07:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.64323258869908,45.09803921568628,1610612757,104,95,2021-12-22T03:07:29Z,5600000,-25.0,7.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 1628404]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,2.56,,,,Hart,1628404.0,,,,
567,PT02M17.00S,2021-12-22T03:07:24.0Z,4,REGULAR,block,,[],1628404,,,1610612757,104,95,2021-12-22T03:07:27Z,5610000,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT02M13.00S,2021-12-22T03:07:28.0Z,4,REGULAR,rebound,defensive,[],1630529,,,1610612740,104,95,2021-12-22T03:07:29Z,5620000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,566.0,1.0,1.0,0.0,,,,,,,,,,
569,PT02M12.00S,2021-12-22T03:07:34.6Z,4,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612740,104,95,2021-12-22T03:07:57Z,5630000,,,0,,L. Nance Jr. shooting personal FOUL (4 PF) (Hart 2 FT),"[1626204, 1628404]",1610612757.0,POR,shooting,,,Nance Jr.,L. Nance Jr.,,,,,1627519.0,4.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
571,PT02M12.00S,2021-12-22T03:08:02.5Z,4,REGULAR,foul,technical,['1freethrow'],203081,,,1610612740,104,95,2021-12-22T03:08:08Z,5650000,,,0,,D. Lillard technical FOUL (1 Tech),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,1627519.0,0.0,1.0,,,,,,,,,,,,,,,,,,
572,PT02M12.00S,2021-12-22T03:08:15.4Z,4,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,104,95,2021-12-22T03:08:15Z,5660000,,,0,,MISS B. Ingram technical Free Throw 1 of 1,[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,,,,,,,,,,
573,PT02M12.00S,2021-12-22T03:08:15.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,104,95,2021-12-22T03:08:15Z,5670000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,
574,PT02M12.00S,2021-12-22T03:08:46.9Z,4,REGULAR,freethrow,1 of 2,[],1628404,,,1610612740,105,95,2021-12-22T03:08:46Z,5680000,,,0,,J. Hart Free Throw 1 of 2 (19 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
575,PT02M12.00S,2021-12-22T03:08:54.6Z,4,REGULAR,substitution,out,[],1626204,,,1610612740,105,95,2021-12-22T03:09:00Z,5690000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT02M12.00S,2021-12-22T03:08:54.6Z,4,REGULAR,substitution,in,[],203994,,,1610612740,105,95,2021-12-22T03:09:00Z,5700000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT02M12.00S,2021-12-22T03:09:04.8Z,4,REGULAR,freethrow,2 of 2,[],1628404,,,1610612740,106,95,2021-12-22T03:09:04Z,5710000,,,0,,J. Hart Free Throw 2 of 2 (20 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
578,PT02M01.00S,2021-12-22T03:09:22.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,106,95,2021-12-22T03:09:22Z,5720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT01M59.00S,2021-12-22T03:09:36.2Z,4,REGULAR,3pt,Jump Shot,[],1626181,87.99277266754271,96.07843137254902,1610612757,106,95,2021-12-22T03:09:41Z,5730000,230.0,60.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,Missed,,,,,,23.82,,,,,,,,,
580,PT01M55.00S,2021-12-22T03:09:40.2Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,106,95,2021-12-22T03:09:41Z,5740000,,,0,,B. Ingram REBOUND (Off:1 Def:7),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,579.0,8.0,7.0,1.0,,,,,,,,,,
581,PT01M37.00S,2021-12-22T03:09:57.6Z,4,REGULAR,3pt,Jump Shot,[],1628404,28.203022339027594,76.7156862745098,1610612740,106,95,2021-12-22T03:10:10Z,5750000,-134.0,213.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,Missed,,,,,,25.11,,,,,,,,,
582,PT01M36.00S,2021-12-22T03:09:58.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,106,95,2021-12-22T03:10:10Z,5760000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,581.0,,,,,,,,,,,,,
583,PT01M36.00S,2021-12-22T03:10:08.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,106,95,2021-12-22T03:10:08Z,5770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT01M28.00S,2021-12-22T03:10:56.8Z,4,REGULAR,violation,kicked ball,[],203994,,,1610612740,106,95,2021-12-22T03:11:28Z,5780000,,,0,,J. Nurkic kicked ball VIOLATION,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,201246.0,,,,,,,,,,,,,,,,,,,,
585,PT01M26.00S,2021-12-22T03:11:12.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,4.944152431011826,13.23529411764706,1610612740,108,95,2021-12-22T03:11:17Z,5790000,184.0,-6.0,1,left,B. Ingram 18' turnaround Jump Shot (28 PTS) (N. Alexander-Walker 4 AST),"[1627742, 1629638]",1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,,,,Made,28.0,,,,,18.39,,,,,,N. Alexander-Walker,1629638.0,4.0,
587,PT01M20.00S,2021-12-22T03:11:40.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612757,108,95,2021-12-22T03:11:59Z,5810000,,,0,,H. Jones shooting personal FOUL (5 PF) (Lillard 2 FT),"[1630529, 203081]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,1627519.0,5.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
589,PT01M20.00S,2021-12-22T03:11:57.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,108,95,2021-12-22T03:11:57Z,5830000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT01M20.00S,2021-12-22T03:12:02.3Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612757,108,95,2021-12-22T03:12:46Z,5840000,,,0,,,[],1610612740.0,NOP,stands,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,,
591,PT01M20.00S,2021-12-22T03:13:44.9Z,4,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,108,96,2021-12-22T03:13:44Z,5850000,,,0,,D. Lillard Free Throw 1 of 2 (38 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,38.0,,,,,,,,,,,,,,
592,PT01M20.00S,2021-12-22T03:14:00.8Z,4,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,108,97,2021-12-22T03:14:00Z,5860000,,,0,,D. Lillard Free Throw 2 of 2 (39 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,39.0,,,,,,,,,,,,,,
593,PT00M58.50S,2021-12-22T03:14:24.4Z,4,REGULAR,turnover,lost ball,[],1629638,,,1610612740,108,97,2021-12-22T03:14:29Z,5870000,,,0,,N. Alexander-Walker lost ball TURNOVER (4 TO),"[1629638, 203496]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,4.0,Covington,203496.0,,,,,,
594,PT00M58.50S,2021-12-22T03:14:24.4Z,4,REGULAR,steal,,[],203496,,,1610612757,108,97,2021-12-22T03:14:26Z,5880000,,,0,,R. Covington STEAL (2 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M51.80S,2021-12-22T03:14:31.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,93.77463863337714,46.07843137254902,1610612757,108,97,2021-12-22T03:14:36Z,5890000,-20.0,6.0,1,right,MISS D. Lillard driving reverse Layup,[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,2.05,,,,,,,,,
596,PT00M49.70S,2021-12-22T03:14:33.3Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,108,97,2021-12-22T03:14:36Z,5900000,,,0,,J. Valanciunas REBOUND (Off:3 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,595.0,14.0,11.0,3.0,,,,,,,,,,
597,PT00M35.60S,2021-12-22T03:14:47.4Z,4,REGULAR,3pt,Jump Shot,[],1629638,19.398817345597898,93.87254901960785,1610612740,108,97,2021-12-22T03:14:51Z,5910000,-219.0,130.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Missed,,,,,,25.49,,,,,,,,,
598,PT00M33.20S,2021-12-22T03:14:49.8Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,108,97,2021-12-22T03:14:51Z,5920000,,,0,,J. Valanciunas REBOUND (Off:4 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,597.0,15.0,11.0,4.0,,,,,,,,,,
599,PT00M32.50S,2021-12-22T03:14:51.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.338370565045992,53.431372549019606,1610612740,110,97,2021-12-22T03:16:55Z,5930000,-17.0,-2.0,1,left,J. Valanciunas putback Layup (10 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,10.0,,,,,1.74,,,,,,,,,
600,PT00M25.80S,2021-12-22T03:15:00.5Z,4,REGULAR,2pt,Jump Shot,[],1626181,77.68150459921156,41.44454656862745,1610612757,110,97,2021-12-22T03:15:07Z,5940000,-43.0,157.0,1,right,MISS N. Powell 16' Jump Shot,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,Missed,,,,,,16.3,,,,,,,,,
601,PT00M22.20S,2021-12-22T03:15:04.1Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,110,97,2021-12-22T03:15:07Z,5950000,,,0,,J. Valanciunas REBOUND (Off:4 Def:12),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,600.0,16.0,12.0,4.0,,,,,,,,,,
602,PT00M01.20S,2021-12-22T03:15:28.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,110,97,2021-12-22T03:16:29Z,5960000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,1627519.0,,,,,,,,,,,,,,,,,,,,
603,PT00M01.20S,2021-12-22T03:15:51.8Z,4,REGULAR,foul,technical,['1freethrow'],203081,,,1610612757,110,97,2021-12-22T03:16:00Z,5970000,,,0,,D. Lillard technical FOUL (2 Tech),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,1627519.0,0.0,2.0,,,,,,,,,,,,,,,,,,
609,PT00M01.20S,2021-12-22T06:15:41.8Z,4,REGULAR,ejection,other,[],203081,,,1610612757,110,97,2021-12-22T03:21:09Z,5972500,,,0,,Ejection D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,1627519.0,,,,,,,,,,,,,,,,,,,,
605,PT00M01.20S,2021-12-22T09:15:31.8Z,4,REGULAR,substitution,out,[],203081,,,1610612757,110,97,2021-12-22T03:18:12Z,5975000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M01.20S,2021-12-22T09:15:31.8Z,4,REGULAR,substitution,in,[],1626204,,,1610612757,110,97,2021-12-22T03:18:12Z,5977500,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M01.20S,2021-12-22T09:15:31.8Z,4,REGULAR,freethrow,1 of 1,[],1629638,,,1610612757,111,97,2021-12-22T03:19:37Z,5980000,,,0,,N. Alexander-Walker technical Free Throw 1 of 1 (27 PTS),[1629638],1610612740.0,NOP,technical,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,27.0,,,,,,,,,,,,,,
607,PT00M00.00S,2021-12-22T03:18:29.0Z,4,REGULAR,period,end,[],0,,,1610612757,111,97,2021-12-22T03:18:29Z,6010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT00M00.00S,2021-12-22T03:18:31.3Z,4,REGULAR,game,end,[],0,,,0,111,97,2021-12-22T03:18:31Z,6020000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
