actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
643,PT02M00.00S,2021-12-09T03:26:13.9Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1629638,6.258212877792378,96.81372549019608,1610612740,109,114,2021-12-09T03:26:27Z,6330000,-234.0,6.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
644,PT02M00.00S,2021-12-09T03:26:13.9Z,5,OVERTIME,rebound,defensive,[],203999,,,1610612743,109,114,2021-12-09T03:26:27Z,6340000,,,0,,N. Jokic REBOUND (Off:1 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,643.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
645,PT01M38.00S,2021-12-09T03:26:38.4Z,5,OVERTIME,foul,personal,[],202685,,,1610612743,109,114,2021-12-09T03:26:49Z,6350000,,,0,,J. Valanciunas personal FOUL (4 PF),"[202685, 203999]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,101283.0,,,,,,,,4.0,0.0,Jokic,203999.0,,,
647,PT01M27.00S,2021-12-09T03:27:06.1Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203999,93.51182654402102,42.40196078431372,1610612743,109,114,2021-12-09T03:27:32Z,6370000,-38.0,8.0,1,right,MISS N. Jokic driving Layup - blocked,"[203999, 202685]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,3.89,Missed,,,,,,,,,,,,,,,,,Valanciunas,202685.0,
648,PT01M27.00S,2021-12-09T03:27:06.1Z,5,OVERTIME,block,,[],202685,,,1610612743,109,114,2021-12-09T03:27:08Z,6380000,,,0,,J. Valanciunas BLOCK (3 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M22.00S,2021-12-09T03:27:11.1Z,5,OVERTIME,rebound,defensive,[],1627742,,,1610612740,109,114,2021-12-09T03:27:12Z,6390000,,,0,,B. Ingram REBOUND (Off:0 Def:8),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,647.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
650,PT01M20.00S,2021-12-09T03:27:17.0Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628404,4.944152431011826,45.09803921568628,1610612740,111,114,2021-12-09T03:29:33Z,6400000,25.0,-6.0,1,left,J. Hart driving Layup (11 PTS) (D. Graham 5 AST),"[1628404, 1628984]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,2.52,Made,,,,,,11.0,D. Graham,1628984.0,5.0,,,,,,,,,,
653,PT01M20.00S,2021-12-09T03:27:34.5Z,5,OVERTIME,foul,personal,['1freethrow'],203932,,,1610612740,111,114,2021-12-09T03:27:56Z,6430000,,,0,,A. Gordon shooting personal FOUL (3 PF) (Hart 1 FT),"[203932, 1628404]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,,,,,,,101283.0,,,,,,,,3.0,0.0,Hart,1628404.0,,,
655,PT01M20.00S,2021-12-09T03:27:58.1Z,5,OVERTIME,freethrow,1 of 1,[],1628404,,,1610612740,112,114,2021-12-09T03:27:58Z,6450000,,,0,,J. Hart Free Throw 1 of 1 (12 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,,,,,,12.0,,,,,,,,,,,,,
664,PT01M20.00S,2021-12-09T03:28:09.5Z,5,OVERTIME,substitution,out,[],1629638,,,1610612743,112,114,2021-12-09T03:29:41Z,6455000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M20.00S,2021-12-09T03:28:09.5Z,5,OVERTIME,substitution,in,[],1630529,,,1610612743,112,114,2021-12-09T03:29:41Z,6457500,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M00.00S,2021-12-09T03:28:21.0Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],203999,90.09526938239159,47.05882352941176,1610612743,112,116,2021-12-09T03:29:56Z,6460000,-15.0,41.0,1,right,N. Jokic driving floating Jump Shot (39 PTS),[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,4.32,Made,,,,,,39.0,,,,,,,,,,,,,
658,PT00M40.30S,2021-12-09T03:28:46.0Z,5,OVERTIME,2pt,Jump Shot,[],1630529,13.748357424441524,11.519607843137255,1610612740,112,116,2021-12-09T03:28:50Z,6480000,192.0,77.0,1,left,MISS H. Jones 20' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,20.71,Missed,,,,,,,,,,,,,,,,,,,
659,PT00M40.30S,2021-12-09T03:28:48.4Z,5,OVERTIME,rebound,defensive,[],203999,,,1610612743,112,116,2021-12-09T03:28:48Z,6490000,,,0,,N. Jokic REBOUND (Off:1 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,658.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
660,PT00M40.30S,2021-12-09T03:28:53.7Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612743,112,116,2021-12-09T03:29:03Z,6500000,,,0,,J. Hart personal FOUL (6 PF) (Jokic 2 FT),"[1628404, 203999]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,101283.0,,,,,,,,6.0,0.0,Jokic,203999.0,,,
666,PT00M40.30S,2021-12-09T03:29:34.9Z,5,OVERTIME,substitution,out,[],1628404,,,1610612743,112,116,2021-12-09T03:29:49Z,6520000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M40.30S,2021-12-09T03:29:34.9Z,5,OVERTIME,substitution,in,[],1629638,,,1610612743,112,116,2021-12-09T03:29:49Z,6530000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M40.30S,2021-12-09T03:29:53.5Z,5,OVERTIME,freethrow,1 of 2,[],203999,,,1610612743,112,116,2021-12-09T03:29:53Z,6540000,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
669,PT00M40.30S,2021-12-09T03:29:53.5Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612743,112,116,2021-12-09T03:29:53Z,6550000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,
670,PT00M40.30S,2021-12-09T03:29:53.5Z,5,OVERTIME,freethrow,2 of 2,[],203999,,,1610612743,112,116,2021-12-09T03:30:14Z,6560000,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
671,PT00M37.40S,2021-12-09T03:29:56.4Z,5,OVERTIME,rebound,defensive,[],1629638,,,1610612740,112,116,2021-12-09T03:30:14Z,6570000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,670.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
672,PT00M30.10S,2021-12-09T03:30:20.6Z,5,OVERTIME,3pt,Jump Shot,[],1628984,31.09395532194481,61.76470588235294,1610612740,112,116,2021-12-09T03:30:27Z,6580000,-59.0,240.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
673,PT00M26.70S,2021-12-09T03:30:24.0Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612743,112,116,2021-12-09T03:30:27Z,6590000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,672.0,,,,,,,,,,,,,,,,,,
674,PT00M26.70S,2021-12-09T03:30:28.2Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612743,112,116,2021-12-09T03:30:28Z,6600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M21.30S,2021-12-09T03:30:39.7Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612743,112,116,2021-12-09T03:30:46Z,6610000,,,0,,N. Alexander-Walker personal FOUL (3 PF) (Gordon 2 FT),"[1629638, 203932]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,203177.0,,,,,,,,3.0,0.0,Gordon,203932.0,,,
677,PT00M21.30S,2021-12-09T03:31:04.8Z,5,OVERTIME,freethrow,1 of 2,[],203932,,,1610612743,112,117,2021-12-09T03:31:04Z,6630000,,,0,,A. Gordon Free Throw 1 of 2 (9 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,9.0,,,,,,,,,,,,,
678,PT00M21.30S,2021-12-09T03:31:17.9Z,5,OVERTIME,freethrow,2 of 2,[],203932,,,1610612743,112,118,2021-12-09T03:31:17Z,6640000,,,0,,A. Gordon Free Throw 2 of 2 (10 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,10.0,,,,,,,,,,,,,
679,PT00M21.30S,2021-12-09T03:31:22.4Z,5,OVERTIME,timeout,full,['team'],0,,,1610612740,112,118,2021-12-09T03:31:22Z,6650000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M18.90S,2021-12-09T03:33:07.8Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629638,6.521024967148489,54.65686274509803,1610612740,112,118,2021-12-09T03:36:24Z,6660000,-23.0,9.0,1,left,MISS N. Alexander-Walker Layup,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,2.49,Missed,,,,,,,,,,,,,,,,,,,
681,PT00M18.60S,2021-12-09T03:33:08.1Z,5,OVERTIME,rebound,offensive,[],1629638,,,1610612740,112,118,2021-12-09T03:36:24Z,6670000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,680.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
682,PT00M16.60S,2021-12-09T03:33:16.0Z,5,OVERTIME,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629638,5.590000152587891,50.0,1610612740,114,118,2021-12-09T03:36:29Z,6680000,0.0,0.0,1,left,N. Alexander-Walker putback Layup (15 PTS),[1629638],1610612740.0,NOP,putback,,,Alexander-Walker,N. Alexander-Walker,,,,,0.0,Made,,,,,,15.0,,,,,,,,,,,,,
683,PT00M15.60S,2021-12-09T03:33:19.9Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612743,114,118,2021-12-09T03:37:04Z,6697500,,,0,,N. Alexander-Walker take personal FOUL (4 PF) (Barton 2 FT),"[1629638, 203115]",1610612740.0,NOP,take,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,2534.0,,,,,,,,4.0,0.0,Barton,203115.0,,,
685,PT00M15.60S,2021-12-09T03:33:41.5Z,5,OVERTIME,freethrow,1 of 2,[],203115,,,1610612743,114,119,2021-12-09T03:36:26Z,6715000,,,0,,W. Barton Free Throw 1 of 2 (19 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,,,,,,19.0,,,,,,,,,,,,,
686,PT00M15.60S,2021-12-09T03:33:41.5Z,5,OVERTIME,freethrow,2 of 2,[],203115,,,1610612743,114,120,2021-12-09T03:36:26Z,6722500,,,0,,W. Barton Free Throw 2 of 2 (20 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,,,,,,20.0,,,,,,,,,,,,,
687,PT00M07.60S,2021-12-09T03:34:06.9Z,5,OVERTIME,3pt,Jump Shot,[],1627742,30.831143232588698,30.14705882352941,1610612740,114,120,2021-12-09T03:34:14Z,6730000,99.0,237.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
688,PT00M04.30S,2021-12-09T03:34:10.3Z,5,OVERTIME,rebound,defensive,[],1628420,,,1610612743,114,120,2021-12-09T03:34:10Z,6740000,,,0,,M. Morris REBOUND (Off:0 Def:4),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,687.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
689,PT00M00.00S,2021-12-09T03:34:19.4Z,5,OVERTIME,period,end,[],0,,,1610612743,114,120,2021-12-09T03:34:19Z,6750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M00.00S,2021-12-09T03:34:23.9Z,5,OVERTIME,game,end,[],0,,,0,114,120,2021-12-09T03:34:23Z,6760000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
