actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
506,PT00M02.70S,2023-10-31T01:49:54.6Z,3,REGULAR,turnover,out-of-bounds,[],203501,,,1610612742,86,97,2023-10-31T01:49:58Z,5060000,False,,,0,,T. Hardaway Jr. lost ball out-of-bounds TURNOVER (1 TO),[203501],1610612742.0,DAL,lost ball,,,Hardaway Jr.,T. Hardaway Jr.,,,,,200833.0,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,,,,,,,
507,PT00M00.00S,2023-10-31T01:50:25.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,46.73127463863337,31.372549019607842,1610612763,86,97,2023-10-31T01:50:30Z,5070000,False,-93.0,448.0,1,right,MISS J. Jackson Jr. 45' pullup 3PT,[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Center,45.78,Missed,,,,,,,,,,,,,,,,,
508,PT00M00.00S,2023-10-31T01:50:28.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,86,97,2023-10-31T01:50:28Z,5080000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Center,,,507.0,,,,,,,,,,,,,,,,
509,PT00M00.00S,2023-10-31T01:50:31.9Z,3,REGULAR,period,end,[],0,,,1610612763,86,97,2023-10-31T01:50:31Z,5090000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2023-10-31T01:52:36.7Z,4,REGULAR,substitution,out,['startperiod'],1628991,,,1610612763,86,97,2023-10-31T01:53:08Z,5100000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2023-10-31T01:52:36.7Z,4,REGULAR,substitution,out,['startperiod'],1629723,,,1610612763,86,97,2023-10-31T01:53:08Z,5110000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2023-10-31T01:52:36.7Z,4,REGULAR,substitution,out,['startperiod'],1630702,,,1610612763,86,97,2023-10-31T01:53:08Z,5120000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2023-10-31T01:52:36.7Z,4,REGULAR,substitution,in,['startperiod'],1630214,,,1610612763,86,97,2023-10-31T01:53:08Z,5130000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2023-10-31T01:52:36.7Z,4,REGULAR,substitution,in,['startperiod'],1630217,,,1610612763,86,97,2023-10-31T01:53:08Z,5140000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2023-10-31T01:52:36.7Z,4,REGULAR,substitution,in,['startperiod'],1629029,,,1610612763,86,97,2023-10-31T01:53:08Z,5150000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2023-10-31T01:53:18.4Z,4,REGULAR,period,start,[],0,,,1610612763,86,97,2023-10-31T01:53:18Z,5160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M44.00S,2023-10-31T01:53:33.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,94.03745072273325,51.225490196078425,1610612763,88,97,2023-10-31T01:53:36Z,5170000,False,6.0,4.0,1,right,D. Roddy driving finger roll Layup (9 PTS),[1631223],1610612763.0,MEM,driving finger roll,,,Roddy,D. Roddy,,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,9.0,,,,,,,,
518,PT11M30.00S,2023-10-31T01:53:47.0Z,4,REGULAR,turnover,bad pass,[],1628467,,,1610612742,88,97,2023-10-31T01:53:50Z,5180000,False,,,0,,M. Kleber bad pass TURNOVER (2 TO),"[1628467, 1630214]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,2.0,,,,,,Tillman,1630214.0
519,PT11M30.00S,2023-10-31T01:53:47.0Z,4,REGULAR,steal,,[],1630214,,,1610612763,88,97,2023-10-31T01:53:48Z,5190000,False,,,0,,X. Tillman STEAL (2 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
520,PT11M24.00S,2023-10-31T01:53:54.8Z,4,REGULAR,foul,offensive,[],1630217,,,1610612763,88,97,2023-10-31T01:54:02Z,5200000,False,,,0,,D. Bane charge offensive FOUL (3 PF),"[1630217, 203501]",1610612763.0,MEM,charge,,,Bane,D. Bane,,,,,1627961.0,Restricted Area,0-8 Center,,,,,,,3.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
522,PT11M24.00S,2023-10-31T01:53:54.8Z,4,REGULAR,turnover,offensive foul,[],1630217,,,1610612763,88,97,2023-10-31T01:53:54Z,5220000,False,,,0,,D. Bane offensive foul TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,1627961.0,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,,,
523,PT11M24.00S,2023-10-31T01:54:15.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,88,97,2023-10-31T01:54:15Z,5230000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT11M11.00S,2023-10-31T01:57:18.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628467,5.995400788436268,50.73529411764706,1610612742,88,99,2023-10-31T01:57:21Z,5250000,False,-4.0,4.0,1,left,M. Kleber alley-oop DUNK (5 PTS) (L. Doncic 10 AST),"[1628467, 1629029]",1610612742.0,DAL,alley-oop,,,Kleber,M. Kleber,,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,5.0,,L. Doncic,1629029.0,10.0,,,,
527,PT10M59.00S,2023-10-31T01:57:34.2Z,4,REGULAR,foul,personal,[],203552,,,1610612763,88,99,2023-10-31T01:57:37Z,5270000,False,,,0,,S. Curry personal FOUL (2 PF),"[203552, 201565]",1610612742.0,DAL,,,,Curry,S. Curry,,,,,203591.0,Mid-Range,8-16 Left,,,,,,,2.0,0.0,Rose,201565.0,,,,,,,,,
529,PT10M49.00S,2023-10-31T01:57:57.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,91.67214191852825,45.09803921568628,1610612763,88,99,2023-10-31T01:58:01Z,5290000,False,-25.0,26.0,1,right,MISS D. Roddy driving finger roll Layup,[1631223],1610612763.0,MEM,driving finger roll,,,Roddy,D. Roddy,,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,
530,PT10M48.00S,2023-10-31T01:57:58.8Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,88,99,2023-10-31T01:58:01Z,5300000,False,,,0,,L. Doncic REBOUND (Off:0 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,,,529.0,8.0,8.0,0.0,,,,,,,,,,,,,
531,PT10M35.00S,2023-10-31T01:58:12.0Z,4,REGULAR,3pt,Jump Shot,[],203501,30.042706964520367,29.411764705882355,1610612742,88,102,2023-10-31T01:58:15Z,5310000,False,103.0,230.0,1,left,T. Hardaway Jr. 25' 3PT  (21 PTS) (L. Doncic 11 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Above the Break 3,24+ Right Center,25.19,Made,,,,,,,,,21.0,,L. Doncic,1629029.0,11.0,,,,
533,PT10M34.00S,2023-10-31T01:58:18.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,88,102,2023-10-31T01:58:18Z,5330000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT10M22.00S,2023-10-31T02:01:20.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,92.9862023653088,50.98039215686274,1610612763,88,102,2023-10-31T02:01:24Z,5340000,False,5.0,13.0,1,right,MISS X. Tillman driving Layup,[1630214],1610612763.0,MEM,driving,,,Tillman,X. Tillman,,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,
535,PT10M20.00S,2023-10-31T02:01:22.1Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,88,102,2023-10-31T02:01:24Z,5350000,False,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Restricted Area,0-8 Center,,,534.0,2.0,2.0,0.0,,,,,,,,,,,,,
536,PT10M02.00S,2023-10-31T02:01:40.3Z,4,REGULAR,3pt,Jump Shot,[],203552,29.38567674113009,28.431372549019606,1610612742,88,102,2023-10-31T02:01:43Z,5360000,False,108.0,224.0,1,left,MISS S. Curry 24' 3PT,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,
537,PT09M59.00S,2023-10-31T02:01:43.3Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612763,88,102,2023-10-31T02:01:43Z,5370000,False,,,0,,X. Tillman REBOUND (Off:2 Def:5),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Above the Break 3,24+ Right Center,,,536.0,7.0,5.0,2.0,,,,,,,,,,,,,
538,PT09M52.00S,2023-10-31T02:01:50.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,92.59198423127464,49.50980392156863,1610612763,90,102,2023-10-31T02:01:53Z,5380000,False,-2.0,17.0,1,right,Z. Williams alley-oop DUNK (5 PTS) (X. Tillman 1 AST),"[1630533, 1630214]",1610612763.0,MEM,alley-oop,,,Williams,Z. Williams,,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,5.0,,X. Tillman,1630214.0,1.0,,,,
540,PT09M35.00S,2023-10-31T02:02:07.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,5.863994743758213,52.94117647058824,1610612742,90,102,2023-10-31T02:02:19Z,5400000,False,-15.0,3.0,1,left,MISS J. Green driving Layup,[1630182],1610612742.0,DAL,driving,,,Green,J. Green,,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,
541,PT09M33.00S,2023-10-31T02:02:09.1Z,4,REGULAR,rebound,offensive,[],1628467,,,1610612742,90,102,2023-10-31T02:02:09Z,5410000,False,,,0,,M. Kleber REBOUND (Off:1 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Restricted Area,0-8 Center,,,540.0,3.0,2.0,1.0,,,,,,,,,,,,,
542,PT09M28.00S,2023-10-31T02:02:13.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628467,28.991458607095925,73.0392156862745,1610612742,90,102,2023-10-31T02:02:21Z,5420000,False,-115.0,220.0,1,left,MISS M. Kleber 24' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Above the Break 3,24+ Left Center,24.83,Missed,,,,,,,,,,,,,,,,,
543,PT09M26.00S,2023-10-31T02:02:15.4Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612763,90,102,2023-10-31T02:02:21Z,5430000,False,,,0,,Z. Williams REBOUND (Off:1 Def:3),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Above the Break 3,24+ Left Center,,,542.0,4.0,3.0,1.0,,,,,,,,,,,,,
544,PT09M24.00S,2023-10-31T02:02:17.6Z,4,REGULAR,turnover,lost ball,[],1630533,,,1610612763,90,102,2023-10-31T02:02:27Z,5440000,False,,,0,,Z. Williams lost ball TURNOVER (3 TO),"[1630533, 1630182]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,,,,,,Green,1630182.0
545,PT09M24.00S,2023-10-31T02:02:17.6Z,4,REGULAR,steal,,[],1630182,,,1610612742,90,102,2023-10-31T02:02:20Z,5450000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
546,PT09M20.00S,2023-10-31T02:02:21.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630182,6.258212877792378,49.26470588235294,1610612742,90,104,2023-10-31T02:02:29Z,5460000,False,4.0,6.0,1,left,J. Green Layup (7 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,7.0,,,,,,,,
547,PT09M18.00S,2023-10-31T02:02:33.0Z,4,REGULAR,foul,personal,[],1629029,,,1610612763,90,104,2023-10-31T02:02:36Z,5470000,False,,,0,,L. Doncic personal FOUL (2 PF),"[1629029, 201565]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,203591.0,Mid-Range,16-24 Center,,,,,,,2.0,0.0,Rose,201565.0,,,,,,,,,
549,PT09M10.00S,2023-10-31T02:02:54.7Z,4,REGULAR,3pt,Jump Shot,[],201565,70.25295663600527,25.735294117647058,1610612763,90,104,2023-10-31T02:02:58Z,5490000,False,-121.0,227.0,1,right,MISS D. Rose 25' 3PT,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,
550,PT09M08.00S,2023-10-31T02:02:56.7Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,90,104,2023-10-31T02:02:58Z,5500000,False,,,0,,L. Doncic REBOUND (Off:0 Def:9),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,,,549.0,9.0,9.0,0.0,,,,,,,,,,,,,
551,PT08M56.00S,2023-10-31T02:03:08.2Z,4,REGULAR,3pt,Jump Shot,[],1629029,28.991458607095925,26.47058823529412,1610612742,90,107,2023-10-31T02:03:11Z,5510000,False,118.0,220.0,1,left,L. Doncic 24' 3PT  (27 PTS) (M. Kleber 2 AST),"[1629029, 1628467]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Right Center,24.95,Made,,,,,,,,,27.0,,M. Kleber,1628467.0,2.0,,,,
553,PT08M36.00S,2023-10-31T02:03:28.0Z,4,REGULAR,3pt,Jump Shot,[],1631223,70.77858081471747,71.81372549019608,1610612763,90,107,2023-10-31T02:03:36Z,5530000,False,109.0,222.0,1,right,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,
554,PT08M33.00S,2023-10-31T02:03:31.0Z,4,REGULAR,rebound,offensive,[],1630217,,,1610612763,90,107,2023-10-31T02:03:36Z,5540000,False,,,0,,D. Bane REBOUND (Off:1 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Right Center,,,553.0,4.0,3.0,1.0,,,,,,,,,,,,,
555,PT08M30.00S,2023-10-31T02:03:34.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,88.91261498028909,3.9215686274509802,1610612763,90,107,2023-10-31T02:03:38Z,5550000,False,-230.0,52.0,1,right,MISS D. Bane step back 3PT - blocked,"[1630217, 1629029]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,,Left Corner 3,24+ Left,23.61,Missed,,,,,,,,,,,,,,Doncic,1629029.0,,
556,PT08M30.00S,2023-10-31T02:03:34.2Z,4,REGULAR,block,,[],1629029,,,1610612763,90,107,2023-10-31T02:03:36Z,5560000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,
557,PT08M30.00S,2023-10-31T02:03:34.2Z,4,REGULAR,rebound,offensive,[],1630217,,,1610612763,90,107,2023-10-31T02:03:38Z,5570000,False,,,0,,D. Bane REBOUND (Off:2 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Left Corner 3,24+ Left,,,555.0,5.0,3.0,2.0,,,,,,,,,,,,,
558,PT08M25.00S,2023-10-31T02:03:39.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,68.28186596583443,33.57843137254902,1610612763,93,107,2023-10-31T02:03:44Z,5580000,False,-82.0,246.0,1,right,Z. Williams 25' 3PT  (8 PTS) (D. Bane 3 AST),"[1630533, 1630217]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Above the Break 3,24+ Left Center,25.91,Made,,,,,,,,,8.0,,D. Bane,1630217.0,3.0,,,,
560,PT08M12.00S,2023-10-31T02:03:51.7Z,4,REGULAR,2pt,Jump Shot,[],203501,20.844283837056505,68.62745098039215,1610612742,93,107,2023-10-31T02:03:56Z,5600000,False,-93.0,143.0,1,left,MISS T. Hardaway Jr. 17' driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Mid-Range,16-24 Left Center,17.1,Missed,,,,,,,,,,,,,,,,,
561,PT08M10.00S,2023-10-31T02:03:53.7Z,4,REGULAR,rebound,defensive,[],1630217,,,1610612763,93,107,2023-10-31T02:03:56Z,5610000,False,,,0,,D. Bane REBOUND (Off:2 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Mid-Range,16-24 Left Center,,,560.0,6.0,4.0,2.0,,,,,,,,,,,,,
562,PT08M03.00S,2023-10-31T02:04:02.0Z,4,REGULAR,3pt,Jump Shot,[],1630214,67.23061760840999,35.049019607843135,1610612763,93,107,2023-10-31T02:04:05Z,5620000,False,-75.0,256.0,1,right,MISS X. Tillman 26' 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Above the Break 3,24+ Center,26.62,Missed,,,,,,,,,,,,,,,,,
563,PT07M59.00S,2023-10-31T02:04:06.0Z,4,REGULAR,rebound,defensive,[],1630182,,,1610612742,93,107,2023-10-31T02:04:05Z,5630000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Above the Break 3,24+ Center,,,562.0,2.0,1.0,1.0,,,,,,,,,,,,,
564,PT07M51.00S,2023-10-31T02:04:13.4Z,4,REGULAR,3pt,Jump Shot,[],1629029,37.27003942181341,47.549019607843135,1610612742,93,107,2023-10-31T02:04:16Z,5640000,False,12.0,298.0,1,left,MISS L. Doncic 29' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Center,29.81,Missed,,,,,,,,,,,,,,,,,
565,PT07M48.00S,2023-10-31T02:04:16.4Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612763,93,107,2023-10-31T02:04:16Z,5650000,False,,,0,,Z. Williams REBOUND (Off:1 Def:4),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Above the Break 3,24+ Center,,,564.0,5.0,4.0,1.0,,,,,,,,,,,,,
566,PT07M37.00S,2023-10-31T02:04:31.7Z,4,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,93,107,2023-10-31T02:04:37Z,5660000,False,,,0,,D. Bane bad pass out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,bad pass,,,Bane,D. Bane,,,,,200833.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,2.0,,,,,,,
567,PT07M37.00S,2023-10-31T02:04:33.8Z,4,REGULAR,substitution,out,[],201565,,,1610612742,93,107,2023-10-31T02:04:58Z,5670000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M37.00S,2023-10-31T02:04:33.8Z,4,REGULAR,substitution,out,[],1630214,,,1610612742,93,107,2023-10-31T02:04:58Z,5680000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M37.00S,2023-10-31T02:04:33.8Z,4,REGULAR,substitution,out,[],203552,,,1610612742,93,107,2023-10-31T02:04:58Z,5690000,False,,,0,,SUB out: S. Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M37.00S,2023-10-31T02:04:33.8Z,4,REGULAR,substitution,out,[],1628467,,,1610612742,93,107,2023-10-31T02:04:58Z,5700000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M37.00S,2023-10-31T02:04:33.8Z,4,REGULAR,substitution,in,[],203935,,,1610612742,93,107,2023-10-31T02:04:58Z,5710000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M37.00S,2023-10-31T02:04:33.8Z,4,REGULAR,substitution,in,[],1628991,,,1610612742,93,107,2023-10-31T02:04:58Z,5720000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M37.00S,2023-10-31T02:04:33.8Z,4,REGULAR,substitution,in,[],1627884,,,1610612742,93,107,2023-10-31T02:04:58Z,5730000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M37.00S,2023-10-31T02:04:33.8Z,4,REGULAR,substitution,in,[],1641726,,,1610612742,93,107,2023-10-31T02:04:58Z,5740000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M28.00S,2023-10-31T02:04:48.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630182,10.85742444152431,45.09803921568628,1610612742,93,107,2023-10-31T02:08:07Z,5745000,False,25.0,50.0,1,left,MISS J. Green driving Layup - blocked,"[1630182, 1631223]",1610612742.0,DAL,driving,,,Green,J. Green,,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,Roddy,1631223.0,,
590,PT07M28.00S,2023-10-31T02:04:48.6Z,4,REGULAR,block,,[],1631223,,,1610612742,93,107,2023-10-31T02:08:07Z,5747500,False,,,0,,D. Roddy BLOCK (1 BLK),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
591,PT07M28.00S,2023-10-31T02:04:48.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,93,107,2023-10-31T02:08:07Z,5748750,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,589.0,,,,,,,,,,,,,,,,
576,PT07M18.00S,2023-10-31T02:05:33.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627884,4.944152431011826,3.1862745098039214,1610612742,93,107,2023-10-31T02:08:07Z,5760000,False,234.0,-6.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,
577,PT07M16.00S,2023-10-31T02:05:35.2Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612763,93,107,2023-10-31T02:05:36Z,5770000,False,,,0,,Z. Williams REBOUND (Off:1 Def:5),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Right Corner 3,24+ Right,,,576.0,6.0,5.0,1.0,,,,,,,,,,,,,
578,PT07M14.00S,2023-10-31T02:05:42.5Z,4,REGULAR,foul,personal,[],1629029,,,1610612763,93,107,2023-10-31T02:05:47Z,5780000,False,,,0,,L. Doncic personal FOUL (3 PF),"[1629029, 1630217]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,1627961.0,Above the Break 3,24+ Right Center,,,,,,,3.0,0.0,Bane,1630217.0,,,,,,,,,
580,PT07M01.00S,2023-10-31T02:06:13.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,86.41590013140605,65.19607843137256,1610612763,95,107,2023-10-31T02:06:16Z,5800000,False,76.0,75.0,1,right,D. Bane 10' fadeaway Jump Shot (25 PTS),[1630217],1610612763.0,MEM,fadeaway,,,Bane,D. Bane,,,,,,In The Paint (Non-RA),8-16 Right,10.69,Made,,,,,,,,,25.0,,,,,,,,
581,PT06M42.00S,2023-10-31T02:06:31.6Z,4,REGULAR,3pt,Jump Shot,[],1630182,30.56833114323259,28.186274509803923,1610612742,95,110,2023-10-31T02:06:35Z,5810000,False,109.0,235.0,1,left,J. Green 25' 3PT  (10 PTS) (L. Doncic 12 AST),"[1630182, 1629029]",1610612742.0,DAL,,,,Green,J. Green,,,,,,Above the Break 3,24+ Right Center,25.89,Made,,,,,,,,,10.0,,L. Doncic,1629029.0,12.0,,,,
583,PT06M26.00S,2023-10-31T02:06:48.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.72339027595268,46.568627450980394,1610612763,97,110,2023-10-31T02:07:03Z,5830000,False,-17.0,16.0,1,right,J. Jackson Jr. driving finger roll Layup (25 PTS),[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,,,25.0,,,,,,,,
584,PT06M19.00S,2023-10-31T02:06:55.6Z,4,REGULAR,turnover,bad pass,[],1629029,,,1610612742,97,110,2023-10-31T02:07:05Z,5840000,False,,,0,,L. Doncic bad pass TURNOVER (6 TO),"[1629029, 1630217]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,6.0,,,,,,Bane,1630217.0
585,PT06M19.00S,2023-10-31T02:06:55.6Z,4,REGULAR,steal,,[],1630217,,,1610612763,97,110,2023-10-31T02:24:51Z,5850000,False,,,0,,D. Bane STEAL (3 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
