actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
560,PT09M55.00S,2022-01-16T20:05:47.5Z,4,REGULAR,block,,[],1630188,,,1610612765,86,110,2022-01-16T20:05:51Z,5450000,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,
561,PT09M50.00S,2022-01-16T20:05:52.5Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612756,86,110,2022-01-16T20:05:52Z,5460000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,,,559.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
562,PT09M49.00S,2022-01-16T20:05:53.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,31.09395532194481,26.225490196078432,1610612756,86,110,2022-01-16T20:05:58Z,5470000,119.0,240.0,1,left,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,26.77,Missed,,,,,,,,,,,,,,,,,,,
563,PT09M48.00S,2022-01-16T20:05:54.7Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,86,110,2022-01-16T20:05:58Z,5480000,,,0,,I. Stewart REBOUND (Off:3 Def:3),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,562.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
564,PT09M48.00S,2022-01-16T20:06:04.5Z,4,REGULAR,foul,personal,[],1630188,,,1610612765,86,110,2022-01-16T20:06:20Z,5490000,,,0,,J. Smith loose ball personal FOUL (5 PF),"[1630188, 1630191]",1610612756.0,PHX,loose ball,,,,,,204058.0,Smith,J. Smith,,,,,,,,,,,5.0,0.0,Stewart,1630191.0,,,,,,,
566,PT09M48.00S,2022-01-16T20:06:15.7Z,4,REGULAR,foul,technical,['1freethrow'],1630188,,,1610612765,86,110,2022-01-16T20:06:29Z,5510000,,,0,,J. Smith technical FOUL (1 Tech),[1630188],1610612756.0,PHX,,,,,,,204058.0,Smith,J. Smith,,,,,,,,,,,5.0,1.0,,,,,,,,,
567,PT09M48.00S,2022-01-16T20:06:31.8Z,4,REGULAR,freethrow,1 of 1,[],202709,,,1610612765,87,110,2022-01-16T20:06:31Z,5520000,,,0,,C. Joseph technical Free Throw 1 of 1 (12 PTS),[202709],1610612765.0,DET,technical,,,,,,,Joseph,C. Joseph,,Made,,,,,12.0,,,,,,,,,,,,,,
568,PT09M48.00S,2022-01-16T20:06:32.7Z,4,REGULAR,substitution,out,[],1630188,,,1610612765,87,110,2022-01-16T20:06:48Z,5530000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,
569,PT09M48.00S,2022-01-16T20:06:32.7Z,4,REGULAR,substitution,in,[],201580,,,1610612765,87,110,2022-01-16T20:06:48Z,5540000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
570,PT09M41.00S,2022-01-16T20:06:54.3Z,4,REGULAR,foul,personal,[],1629013,,,1610612765,87,110,2022-01-16T20:07:01Z,5550000,,,0,,L. Shamet personal FOUL (3 PF),"[1629013, 1628367]",1610612756.0,PHX,,,,,,,204058.0,Shamet,L. Shamet,,,,,,,,,,,3.0,0.0,Jackson,1628367.0,,,,,,,
572,PT09M34.00S,2022-01-16T20:07:17.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630199,87.59855453350855,50.245098039215684,1610612765,89,110,2022-01-16T20:07:26Z,5570000,1.0,64.0,1,right,C. Stanley 6' driving floating Jump Shot (8 PTS) (I. Stewart 2 AST),"[1630199, 1630191]",1610612765.0,DET,driving floating,,,,,,,Stanley,C. Stanley,6.41,Made,,,,,8.0,I. Stewart,1630191.0,2.0,,,,,,,,,,,
574,PT09M16.00S,2022-01-16T20:07:34.5Z,4,REGULAR,2pt,Jump Shot,[],101108,18.347568988173457,28.431372549019606,1610612756,89,112,2022-01-16T20:07:39Z,5590000,108.0,120.0,1,left,C. Paul 16' pullup Jump Shot (10 PTS),[101108],1610612756.0,PHX,pullup,,,,,,,Paul,C. Paul,16.13,Made,,,,,10.0,,,,,,,,,,,,,,
575,PT09M00.00S,2022-01-16T20:07:56.9Z,4,REGULAR,foul,offensive,[],1630191,,,1610612765,89,112,2022-01-16T20:08:04Z,5600000,,,0,,I. Stewart offensive FOUL (2 PF),"[1630191, 1629013]",1610612765.0,DET,,,,,,,1628172.0,Stewart,I. Stewart,,,,,,,,,,,2.0,0.0,Shamet,1629013.0,,,,,,,
577,PT09M00.00S,2022-01-16T20:07:56.9Z,4,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,89,112,2022-01-16T20:07:56Z,5620000,,,0,,I. Stewart offensive foul TURNOVER (2 TO),[1630191],1610612765.0,DET,,,,,,,1628172.0,Stewart,I. Stewart,,,,,,,,,,,,,,,2.0,,,,,,
578,PT09M00.00S,2022-01-16T20:08:04.8Z,4,REGULAR,substitution,out,[],1630688,,,1610612756,89,112,2022-01-16T20:08:08Z,5630000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,
579,PT09M00.00S,2022-01-16T20:08:04.8Z,4,REGULAR,substitution,in,[],1628969,,,1610612756,89,112,2022-01-16T20:08:08Z,5640000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,
580,PT08M47.00S,2022-01-16T20:08:22.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],101108,22.026938239159,30.637254901960787,1610612756,89,112,2022-01-16T20:08:28Z,5650000,97.0,155.0,1,left,MISS C. Paul 18' fadeaway Shot,[101108],1610612756.0,PHX,fadeaway,,,,,,,Paul,C. Paul,18.24,Missed,,,,,,,,,,,,,,,,,,,
581,PT08M43.00S,2022-01-16T20:08:26.1Z,4,REGULAR,rebound,defensive,[],1630240,,,1610612765,89,112,2022-01-16T20:08:28Z,5660000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,,,,,Lee,S. Lee,,,580.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
582,PT08M39.00S,2022-01-16T20:08:29.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202709,92.46057818659659,43.13725490196079,1610612765,89,112,2022-01-16T20:08:41Z,5670000,-34.0,18.0,1,right,MISS C. Joseph running Layup,[202709],1610612765.0,DET,running,,,,,,,Joseph,C. Joseph,3.89,Missed,,,,,,,,,,,,,,,,,,,
583,PT08M36.00S,2022-01-16T20:08:32.7Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612756,89,112,2022-01-16T20:08:41Z,5680000,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,,,582.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
584,PT08M32.00S,2022-01-16T20:08:37.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,6.258212877792378,57.35294117647059,1610612756,89,114,2022-01-16T20:09:41Z,5690000,-37.0,6.0,1,left,M. Bridges running Layup (10 PTS) (C. Payne 3 AST),"[1628969, 1626166]",1610612756.0,PHX,running,,,,,,,Bridges,M. Bridges,3.73,Made,,,,,10.0,C. Payne,1626166.0,3.0,,,,,,,,,,,
586,PT08M32.00S,2022-01-16T20:08:47.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,89,114,2022-01-16T20:08:52Z,5710000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT08M12.00S,2022-01-16T20:12:01.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,81.07752956636006,63.748468137254896,1610612765,89,114,2022-01-16T20:12:06Z,5720000,69.0,125.0,1,right,MISS I. Stewart 14' Jump Shot,[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,14.3,Missed,,,,,,,,,,,,,,,,,,,
588,PT08M09.00S,2022-01-16T20:12:04.2Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612756,89,114,2022-01-16T20:12:06Z,5730000,,,0,,C. Payne REBOUND (Off:0 Def:4),[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,,,587.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
589,PT07M54.00S,2022-01-16T20:12:24.5Z,4,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612756,89,114,2022-01-16T20:12:39Z,5740000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (2 TO),[1628969],1610612756.0,PHX,bad pass,,,,,,204058.0,Bridges,M. Bridges,,,,,,,,,,,,,,,2.0,,,,,,
590,PT07M40.00S,2022-01-16T20:12:52.2Z,4,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612765,89,114,2022-01-16T20:13:03Z,5750000,,,0,,L. Shamet shooting personal FOUL (4 PF) (Jackson 2 FT),"[1629013, 1628367]",1610612756.0,PHX,shooting,,,,,,201246.0,Shamet,L. Shamet,,,,,,,,,,,4.0,0.0,Jackson,1628367.0,,,,,,,
592,PT07M40.00S,2022-01-16T20:13:20.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628367,,,1610612765,90,114,2022-01-16T20:13:20Z,5770000,,,0,,J. Jackson Free Throw 1 of 2 (1 PTS),[1628367],1610612765.0,DET,,,,,,,,Jackson,J. Jackson,,Made,,,,,1.0,,,,,,,,,,,,,,
593,PT07M40.00S,2022-01-16T20:13:36.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628367,,,1610612765,90,114,2022-01-16T20:13:36Z,5780000,,,0,,MISS J. Jackson Free Throw 2 of 2,[1628367],1610612765.0,DET,,,,,,,,Jackson,J. Jackson,,Missed,,,,,,,,,,,,,,,,,,,
594,PT07M37.00S,2022-01-16T20:13:38.9Z,4,REGULAR,rebound,defensive,[],201580,,,1610612756,90,114,2022-01-16T20:13:38Z,5790000,,,0,,J. McGee REBOUND (Off:3 Def:3),[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,593.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
595,PT07M21.00S,2022-01-16T20:13:54.6Z,4,REGULAR,turnover,lost ball,[],1628969,,,1610612756,90,114,2022-01-16T20:13:59Z,5800000,,,0,,M. Bridges lost ball TURNOVER (3 TO),"[1628969, 1630199]",1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,3.0,Stanley,1630199.0,,,,
596,PT07M21.00S,2022-01-16T20:13:54.6Z,4,REGULAR,steal,,[],1630199,,,1610612765,90,114,2022-01-16T20:13:56Z,5810000,,,0,,C. Stanley STEAL (2 STL),[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,,,,,,,
597,PT07M10.00S,2022-01-16T20:14:05.4Z,4,REGULAR,turnover,bad pass,[],1630199,,,1610612765,90,114,2022-01-16T20:14:10Z,5820000,,,0,,C. Stanley bad pass TURNOVER (1 TO),"[1630199, 101108]",1610612765.0,DET,,,,,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,1.0,Paul,101108.0,,,,
598,PT07M10.00S,2022-01-16T20:14:05.4Z,4,REGULAR,steal,,[],101108,,,1610612756,90,114,2022-01-16T20:14:07Z,5830000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
599,PT07M06.00S,2022-01-16T20:14:12.1Z,4,REGULAR,foul,personal,[],202709,,,1610612756,90,114,2022-01-16T20:14:54Z,5840000,,,0,,C. Joseph take personal FOUL (3 PF),"[202709, 101108]",1610612765.0,DET,take,,,,,,204058.0,Joseph,C. Joseph,,,,,,,,,,,3.0,0.0,Paul,101108.0,,,,,,,
601,PT07M01.00S,2022-01-16T20:14:40.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201580,8.886333771353483,51.9607843137255,1610612756,90,116,2022-01-16T20:14:47Z,5860000,-10.0,31.0,1,left,J. McGee alley-oop DUNK (20 PTS) (C. Paul 6 AST),"[201580, 101108]",1610612756.0,PHX,alley-oop,,,,,,,McGee,J. McGee,3.25,Made,,,,,20.0,C. Paul,101108.0,6.0,,,,,,,,,,,
603,PT06M47.00S,2022-01-16T20:14:57.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201580,,,1610612765,90,116,2022-01-16T20:15:10Z,5880000,,,0,,J. McGee shooting personal FOUL (5 PF) (Joseph 2 FT),"[201580, 202709]",1610612756.0,PHX,shooting,,,,,,204058.0,McGee,J. McGee,,,,,,,,,,,5.0,1.0,Joseph,202709.0,,,,,,,
605,PT06M47.00S,2022-01-16T20:15:23.9Z,4,REGULAR,freethrow,1 of 2,[],202709,,,1610612765,91,116,2022-01-16T20:15:23Z,5900000,,,0,,C. Joseph Free Throw 1 of 2 (13 PTS),[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,Made,,,,,13.0,,,,,,,,,,,,,,
606,PT06M47.00S,2022-01-16T20:15:24.9Z,4,REGULAR,substitution,out,[],1630191,,,1610612765,91,116,2022-01-16T20:15:36Z,5910000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,
607,PT06M47.00S,2022-01-16T20:15:24.9Z,4,REGULAR,substitution,out,[],201580,,,1610612765,91,116,2022-01-16T20:15:36Z,5920000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,
608,PT06M47.00S,2022-01-16T20:15:24.9Z,4,REGULAR,substitution,out,[],101108,,,1610612765,91,116,2022-01-16T20:15:36Z,5930000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
609,PT06M47.00S,2022-01-16T20:15:24.9Z,4,REGULAR,substitution,in,[],1630568,,,1610612765,91,116,2022-01-16T20:15:36Z,5940000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,,,,,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,
610,PT06M47.00S,2022-01-16T20:15:24.9Z,4,REGULAR,substitution,in,[],203901,,,1610612765,91,116,2022-01-16T20:15:36Z,5950000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,
611,PT06M47.00S,2022-01-16T20:15:24.9Z,4,REGULAR,substitution,in,[],202687,,,1610612765,91,116,2022-01-16T20:15:36Z,5960000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,
612,PT06M47.00S,2022-01-16T20:15:56.8Z,4,REGULAR,freethrow,2 of 2,[],202709,,,1610612765,91,116,2022-01-16T20:15:56Z,5970000,,,0,,MISS C. Joseph Free Throw 2 of 2,[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,Missed,,,,,,,,,,,,,,,,,,,
613,PT06M44.00S,2022-01-16T20:15:58.0Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612756,91,116,2022-01-16T20:15:58Z,5980000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,,,612.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
614,PT06M26.00S,2022-01-16T20:16:16.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,14.4053876478318,39.21568627450981,1610612756,91,118,2022-01-16T20:16:22Z,5990000,54.0,83.0,1,left,C. Payne 9' driving floating Jump Shot (16 PTS),[1626166],1610612756.0,PHX,driving floating,,,,,,,Payne,C. Payne,9.89,Made,,,,,16.0,,,,,,,,,,,,,,
615,PT06M13.00S,2022-01-16T20:16:28.7Z,4,REGULAR,3pt,Jump Shot,[],1630568,72.88107752956637,15.686274509803921,1610612765,94,118,2022-01-16T20:16:34Z,6000000,-172.0,202.0,1,right,L. Garza 26' 3PT  (3 PTS) (C. Joseph 5 AST),"[1630568, 202709]",1610612765.0,DET,,,,,,,,Garza,L. Garza,26.54,Made,,,,,3.0,C. Joseph,202709.0,5.0,,,,,,,,,,,
617,PT05M51.00S,2022-01-16T20:16:50.4Z,4,REGULAR,3pt,Jump Shot,[],1629013,34.37910643889619,56.127450980392155,1610612756,94,118,2022-01-16T20:16:57Z,6020000,-31.0,271.0,1,left,MISS L. Shamet 27' 3PT,[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,27.24,Missed,,,,,,,,,,,,,,,,,,,
618,PT05M46.00S,2022-01-16T20:16:55.4Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612765,94,118,2022-01-16T20:16:57Z,6030000,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612765.0,DET,,,,,,,,Garza,L. Garza,,,617.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
619,PT05M40.00S,2022-01-16T20:17:01.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,92.19776609724047,49.26470588235294,1610612765,96,118,2022-01-16T20:17:32Z,6040000,-4.0,21.0,1,right,S. Lee driving Layup (2 PTS) (C. Joseph 6 AST),"[1630240, 202709]",1610612765.0,DET,driving,,,,,,,Lee,S. Lee,2.11,Made,,,,,2.0,C. Joseph,202709.0,6.0,,,,,,,,,,,
621,PT05M21.00S,2022-01-16T20:17:20.1Z,4,REGULAR,3pt,Jump Shot,[],1626166,36.74441524310118,45.588235294117645,1610612756,96,121,2022-01-16T20:17:34Z,6060000,22.0,293.0,1,left,C. Payne 29' 3PT  (19 PTS) (L. Shamet 4 AST),"[1626166, 1629013]",1610612756.0,PHX,,,,,,,,Payne,C. Payne,29.37,Made,,,,,19.0,L. Shamet,1629013.0,4.0,,,,,,,,,,,
623,PT04M58.00S,2022-01-16T20:17:43.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202709,93.64323258869908,47.05882352941176,1610612765,98,121,2022-01-16T20:17:59Z,6080000,-15.0,7.0,1,right,C. Joseph reverse Layup (15 PTS) (S. Lee 3 AST),"[202709, 1630240]",1610612765.0,DET,reverse,,,,,,,Joseph,C. Joseph,1.64,Made,,,,,15.0,S. Lee,1630240.0,3.0,,,,,,,,,,,
625,PT04M58.00S,2022-01-16T20:17:50.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,98,121,2022-01-16T20:17:50Z,6100000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT04M58.00S,2022-01-16T20:18:45.3Z,4,REGULAR,substitution,out,[],1628969,,,1610612756,98,121,2022-01-16T20:20:15Z,6110000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,
627,PT04M58.00S,2022-01-16T20:18:45.3Z,4,REGULAR,substitution,in,[],1630688,,,1610612756,98,121,2022-01-16T20:20:15Z,6120000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,
628,PT04M43.00S,2022-01-16T20:20:53.4Z,4,REGULAR,turnover,traveling,[],203901,,,1610612756,98,121,2022-01-16T20:20:58Z,6130000,,,0,,E. Payton traveling TURNOVER (1 TO),[203901],1610612756.0,PHX,,,,,,,201246.0,Payton,E. Payton,,,,,,,,,,,,,,,1.0,,,,,,
629,PT04M19.00S,2022-01-16T20:21:27.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630199,90.48948751642575,62.745098039215684,1610612765,98,121,2022-01-16T20:21:33Z,6140000,64.0,37.0,1,right,MISS C. Stanley 7' cutting Layup,[1630199],1610612765.0,DET,cutting,,,,,,,Stanley,C. Stanley,7.36,Missed,,,,,,,,,,,,,,,,,,,
630,PT04M17.00S,2022-01-16T20:21:29.9Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612756,98,121,2022-01-16T20:21:33Z,6150000,,,0,,C. Payne REBOUND (Off:0 Def:5),[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,,,629.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
631,PT04M12.00S,2022-01-16T20:21:34.6Z,4,REGULAR,3pt,Jump Shot,[],1629013,4.944152431011826,95.83333333333334,1610612756,98,121,2022-01-16T20:21:47Z,6160000,-229.0,-6.0,1,left,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,22.93,Missed,,,,,,,,,,,,,,,,,,,
632,PT04M08.00S,2022-01-16T20:21:38.6Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612765,98,121,2022-01-16T20:21:40Z,6170000,,,0,,L. Garza REBOUND (Off:0 Def:2),[1630568],1610612765.0,DET,,,,,,,,Garza,L. Garza,,,631.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
633,PT04M02.00S,2022-01-16T20:21:48.7Z,4,REGULAR,turnover,traveling,[],1630240,,,1610612765,98,121,2022-01-16T20:21:54Z,6180000,,,0,,S. Lee traveling TURNOVER (1 TO),[1630240],1610612765.0,DET,,,,,,,201246.0,Lee,S. Lee,,,,,,,,,,,,,,,1.0,,,,,,
634,PT03M50.00S,2022-01-16T20:22:13.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203901,9.411957950065702,47.794117647058826,1610612756,98,123,2022-01-16T20:22:19Z,6190000,11.0,36.0,1,left,E. Payton driving Layup (2 PTS),[203901],1610612756.0,PHX,driving,,,,,,,Payton,E. Payton,3.76,Made,,,,,2.0,,,,,,,,,,,,,,
635,PT03M34.00S,2022-01-16T20:22:28.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630568,91.5407358738502,51.470588235294116,1610612765,100,123,2022-01-16T20:22:36Z,6200000,7.0,27.0,1,right,L. Garza cutting DUNK (5 PTS) (C. Joseph 7 AST),"[1630568, 202709]",1610612765.0,DET,cutting,,,,,,,Garza,L. Garza,2.8,Made,,,,,5.0,C. Joseph,202709.0,7.0,,,,,,,,,,,
637,PT03M21.00S,2022-01-16T20:22:41.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202687,5.732588699080158,55.14705882352941,1610612756,100,125,2022-01-16T20:22:47Z,6220000,-26.0,1.0,1,left,B. Biyombo Layup (3 PTS) (L. Shamet 5 AST),"[202687, 1629013]",1610612756.0,PHX,,,,,,,,Biyombo,B. Biyombo,2.57,Made,,,,,3.0,L. Shamet,1629013.0,5.0,,,,,,,,,,,
639,PT03M13.00S,2022-01-16T20:22:48.9Z,4,REGULAR,3pt,Jump Shot,[],1630199,74.72076215505913,16.42156862745098,1610612765,100,125,2022-01-16T20:22:59Z,6240000,-168.0,185.0,1,right,MISS C. Stanley 24' 3PT,[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,24.99,Missed,,,,,,,,,,,,,,,,,,,
640,PT03M09.00S,2022-01-16T20:22:52.9Z,4,REGULAR,rebound,defensive,[],202687,,,1610612756,100,125,2022-01-16T20:22:59Z,6250000,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612756.0,PHX,,,,,,,,Biyombo,B. Biyombo,,,639.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
641,PT02M54.00S,2022-01-16T20:23:09.7Z,4,REGULAR,foul,personal,['2freethrow'],1630199,,,1610612756,100,125,2022-01-16T20:23:20Z,6260000,,,0,,C. Stanley shooting personal FOUL (1 PF) (Shamet 2 FT),"[1630199, 1629013]",1610612765.0,DET,shooting,,,,,,1628172.0,Stanley,C. Stanley,,,,,,,,,,,1.0,0.0,Shamet,1629013.0,,,,,,,
643,PT02M54.00S,2022-01-16T20:23:41.9Z,4,REGULAR,freethrow,1 of 2,[],1629013,,,1610612756,100,126,2022-01-16T20:23:41Z,6280000,,,0,,L. Shamet Free Throw 1 of 2 (10 PTS),[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,,Made,,,,,10.0,,,,,,,,,,,,,,
644,PT02M54.00S,2022-01-16T20:23:55.6Z,4,REGULAR,freethrow,2 of 2,[],1629013,,,1610612756,100,127,2022-01-16T20:23:55Z,6290000,,,0,,L. Shamet Free Throw 2 of 2 (11 PTS),[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,,Made,,,,,11.0,,,,,,,,,,,,,,
645,PT02M43.00S,2022-01-16T20:24:07.3Z,4,REGULAR,3pt,Jump Shot,[],202709,66.5735873850197,42.64705882352941,1610612765,103,127,2022-01-16T20:24:13Z,6300000,-37.0,262.0,1,right,C. Joseph 26' 3PT  (18 PTS),[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,26.43,Made,,,,,18.0,,,,,,,,,,,,,,
646,PT02M21.00S,2022-01-16T20:24:32.6Z,4,REGULAR,turnover,traveling,[],202687,,,1610612756,103,127,2022-01-16T20:24:37Z,6310000,,,0,,B. Biyombo traveling TURNOVER (1 TO),[202687],1610612756.0,PHX,,,,,,,201246.0,Biyombo,B. Biyombo,,,,,,,,,,,,,,,1.0,,,,,,
647,PT02M10.00S,2022-01-16T20:25:00.8Z,4,REGULAR,foul,offensive,[],1630568,,,1610612765,103,127,2022-01-16T20:25:09Z,6320000,,,0,,L. Garza offensive FOUL (1 PF),"[1630568, 1626166]",1610612765.0,DET,,,,,,,204058.0,Garza,L. Garza,,,,,,,,,,,1.0,0.0,Payne,1626166.0,,,,,,,
649,PT02M10.00S,2022-01-16T20:25:00.8Z,4,REGULAR,turnover,offensive foul,[],1630568,,,1610612765,103,127,2022-01-16T20:25:00Z,6340000,,,0,,L. Garza offensive foul TURNOVER (1 TO),[1630568],1610612765.0,DET,,,,,,,204058.0,Garza,L. Garza,,,,,,,,,,,,,,,1.0,,,,,,
650,PT01M53.00S,2022-01-16T20:25:29.2Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202687,11.514454664914586,47.549019607843135,1610612756,103,127,2022-01-16T20:25:34Z,6350000,12.0,56.0,1,left,MISS B. Biyombo Hook,[202687],1610612756.0,PHX,,,,,,,,Biyombo,B. Biyombo,5.7,Missed,,,,,,,,,,,,,,,,,,,
651,PT01M50.00S,2022-01-16T20:25:32.2Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612765,103,127,2022-01-16T20:25:34Z,6360000,,,0,,L. Garza REBOUND (Off:0 Def:3),[1630568],1610612765.0,DET,,,,,,,,Garza,L. Garza,,,650.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
