actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
443,PT04M23.00S,2021-11-03T00:34:43.9Z,3,REGULAR,foul,personal,[],1626171,,,1610612765,53,76,2021-11-03T00:35:35Z,4320000,,,0,,B. Portis personal FOUL (3 PF),"[1626171, 203482]",1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,201245.0,3.0,0.0,Olynyk,203482.0,
445,PT04M23.00S,2021-11-03T00:34:49.6Z,3,REGULAR,substitution,out,[],1628960,,,1610612765,53,76,2021-11-03T00:34:53Z,4340000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M23.00S,2021-11-03T00:34:49.6Z,3,REGULAR,substitution,in,[],203918,,,1610612765,53,76,2021-11-03T00:34:53Z,4350000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M13.00S,2021-11-03T00:35:10.7Z,3,REGULAR,foul,personal,[],1628400,,,1610612765,53,76,2021-11-03T00:35:22Z,4360000,,,0,,S. Ojeleye personal FOUL (1 PF),"[1628400, 203924]",1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Grant,203924.0,
449,PT04M01.00S,2021-11-03T00:35:36.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,6.750985545335084,54.16666666666667,1610612765,55,76,2021-11-03T00:35:43Z,4380000,-21.0,11.0,1,left,S. Bey bank Jump Shot (2 PTS) (C. Joseph 3 AST),"[1630180, 202709]",1610612765.0,DET,Bey,S. Bey,bank,,,,,,,,,2.35,Made,2.0,C. Joseph,202709.0,3.0,,,,,,,,,,,,
451,PT03M50.00S,2021-11-03T00:35:48.6Z,3,REGULAR,3pt,Jump Shot,[],1629670,72.58541392904074,81.86274509803921,1610612749,55,76,2021-11-03T00:35:56Z,4400000,159.0,205.0,1,right,MISS J. Nwora 25' 3PT,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,25.98,Missed,,,,,,,,,,,,,,,,
452,PT03M48.00S,2021-11-03T00:35:50.9Z,3,REGULAR,rebound,offensive,[],203918,,,1610612749,55,76,2021-11-03T00:35:50Z,4410000,,,0,,R. Hood REBOUND (Off:1 Def:1),[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,,,,,,,,,451.0,2.0,1.0,1.0,,,,,,
453,PT03M34.00S,2021-11-03T00:36:04.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629620,72.9796320630749,19.362745098039213,1610612749,55,79,2021-11-03T00:36:53Z,4420000,-153.0,201.0,1,right,J. Robinson 25' 3PT  (9 PTS) (R. Hood 1 AST),"[1629620, 203918]",1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,25.31,Made,9.0,R. Hood,203918.0,1.0,,,,,,,,,,,,
455,PT03M24.00S,2021-11-03T00:36:17.0Z,3,REGULAR,foul,offensive,['inpenalty'],203482,,,1610612765,55,79,2021-11-03T00:36:24Z,4440000,,,0,,K. Olynyk offensive FOUL (3 PF),"[203482, 1629620]",1610612765.0,DET,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,Robinson,1629620.0,
457,PT03M24.00S,2021-11-03T00:36:17.0Z,3,REGULAR,turnover,offensive foul,[],203482,,,1610612765,55,79,2021-11-03T00:36:17Z,4460000,,,0,,K. Olynyk offensive foul TURNOVER (2 TO),[203482],1610612765.0,DET,Olynyk,K. Olynyk,,,,,,,2.0,,,,,,,,,,,,,,,1628951.0,,,,,
458,PT03M24.00S,2021-11-03T00:36:31.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,55,79,2021-11-03T00:36:31Z,4470000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M24.00S,2021-11-03T00:36:32.1Z,3,REGULAR,substitution,out,[],203924,,,1610612749,55,79,2021-11-03T00:38:55Z,4480000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M24.00S,2021-11-03T00:36:32.1Z,3,REGULAR,substitution,in,[],1626168,,,1610612749,55,79,2021-11-03T00:38:55Z,4490000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M03.00S,2021-11-03T00:39:32.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629670,75.34494086727989,86.76470588235294,1610612749,55,79,2021-11-03T00:48:46Z,4500000,184.0,179.0,1,right,MISS J. Nwora 25' step back 3PT,[1629670],1610612749.0,MIL,Nwora,J. Nwora,step back,,,,,,,,,25.68,Missed,,,,,,,,,,,,,,,,
464,PT03M02.00S,2021-11-03T00:39:34.6Z,3,REGULAR,rebound,offensive,[],1628400,,,1610612749,55,79,2021-11-03T00:39:34Z,4510000,,,0,,S. Ojeleye REBOUND (Off:1 Def:3),[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,463.0,4.0,3.0,1.0,,,,,,
465,PT03M02.00S,2021-11-03T00:39:43.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612749,55,79,2021-11-03T00:39:54Z,4520000,,,0,,C. Joseph personal FOUL (1 PF) (Ojeleye 2 FT),"[202709, 1628400]",1610612765.0,DET,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Ojeleye,1628400.0,
467,PT03M02.00S,2021-11-03T00:40:16.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612749,55,79,2021-11-03T00:41:54Z,4540000,,,0,,,[],,,,,stands,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,Common Foul Upheld
468,PT03M02.00S,2021-11-03T00:42:04.3Z,3,REGULAR,foul,technical,['1freethrow'],1628400,,,1610612749,55,79,2021-11-03T00:42:12Z,4550000,,,0,,S. Ojeleye technical FOUL (1 Tech),[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,101283.0,1.0,1.0,,,
469,PT03M02.00S,2021-11-03T00:42:16.5Z,3,REGULAR,freethrow,1 of 1,[],203482,,,1610612749,56,79,2021-11-03T00:42:16Z,4560000,,,0,,K. Olynyk technical Free Throw 1 of 1 (5 PTS),[203482],1610612765.0,DET,Olynyk,K. Olynyk,technical,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
470,PT03M02.00S,2021-11-03T00:42:42.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628400,,,1610612749,56,80,2021-11-03T00:42:42Z,4570000,,,0,,S. Ojeleye Free Throw 1 of 2 (3 PTS),[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
471,PT03M02.00S,2021-11-03T00:42:55.4Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628400,,,1610612749,56,81,2021-11-03T00:42:55Z,4580000,,,0,,S. Ojeleye Free Throw 2 of 2 (4 PTS),[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
472,PT02M48.00S,2021-11-03T00:43:09.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202709,8.459264126149804,50.49019607843137,1610612765,56,81,2021-11-03T00:43:15Z,4590000,-2.0,27.0,1,left,MISS C. Joseph turnaround Hook,[202709],1610612765.0,DET,Joseph,C. Joseph,turnaround,,,,,,,,,2.71,Missed,,,,,,,,,,,,,,,,
473,PT02M45.00S,2021-11-03T00:43:11.5Z,3,REGULAR,rebound,defensive,[],203918,,,1610612749,56,81,2021-11-03T00:43:11Z,4600000,,,0,,R. Hood REBOUND (Off:1 Def:2),[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,,,,,,,,,472.0,3.0,2.0,1.0,,,,,,
474,PT02M37.00S,2021-11-03T00:43:23.3Z,3,REGULAR,violation,kicked ball,[],1630180,,,1610612749,56,81,2021-11-03T00:43:37Z,4610000,,,0,,S. Bey kicked ball VIOLATION,[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,
475,PT02M22.00S,2021-11-03T00:43:47.8Z,3,REGULAR,2pt,Jump Shot,[],203918,77.84165571616295,70.83333333333333,1610612749,56,81,2021-11-03T00:43:52Z,4620000,104.0,156.0,1,right,MISS R. Hood 18' Jump Shot,[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,18.74,Missed,,,,,,,,,,,,,,,,
476,PT02M20.00S,2021-11-03T00:43:49.8Z,3,REGULAR,rebound,defensive,[],203482,,,1610612765,56,81,2021-11-03T00:43:52Z,4630000,,,0,,K. Olynyk REBOUND (Off:1 Def:3),[203482],1610612765.0,DET,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,475.0,4.0,3.0,1.0,,,,,,
477,PT02M17.00S,2021-11-03T00:43:54.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202709,6.356767411300922,46.81372549019608,1610612765,58,81,2021-11-03T00:44:00Z,4640000,16.0,7.0,1,left,C. Joseph driving Layup (6 PTS) (K. Olynyk 2 AST),"[202709, 203482]",1610612765.0,DET,Joseph,C. Joseph,driving,,,,,,,,,1.75,Made,6.0,K. Olynyk,203482.0,2.0,,,,,,,,,,,,
479,PT02M17.00S,2021-11-03T00:43:57.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626171,,,1610612765,58,81,2021-11-03T00:44:07Z,4660000,,,0,,B. Portis shooting personal FOUL (4 PF) (Joseph 1 FT),"[1626171, 202709]",1610612749.0,MIL,Portis,B. Portis,shooting,,,,,,,,,,,,,,,,,,,,,101283.0,4.0,0.0,Joseph,202709.0,
481,PT02M17.00S,2021-11-03T00:44:08.4Z,3,REGULAR,substitution,out,[],1626171,,,1610612765,58,81,2021-11-03T00:45:16Z,4680000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M17.00S,2021-11-03T00:44:08.4Z,3,REGULAR,substitution,in,[],203507,,,1610612765,58,81,2021-11-03T00:45:16Z,4690000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M17.00S,2021-11-03T00:44:26.0Z,3,REGULAR,freethrow,1 of 1,[],202709,,,1610612765,59,81,2021-11-03T00:44:26Z,4700000,,,0,,C. Joseph Free Throw 1 of 1 (7 PTS),[202709],1610612765.0,DET,Joseph,C. Joseph,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
484,PT01M58.00S,2021-11-03T00:44:47.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,91.37647831800263,49.01960784313726,1610612749,59,83,2021-11-03T00:44:52Z,4710000,-5.0,29.0,1,right,J. Nwora driving Layup (9 PTS) (G. Antetokounmpo 8 AST),"[1629670, 203507]",1610612749.0,MIL,Nwora,J. Nwora,driving,,,,,,,,,2.9,Made,9.0,G. Antetokounmpo,203507.0,8.0,,,,,,,,,,,,
486,PT01M45.00S,2021-11-03T00:45:01.1Z,3,REGULAR,3pt,Jump Shot,[],1626168,7.539421813403408,4.411764705882348,1610612765,59,83,2021-11-03T00:45:27Z,4730000,228.0,18.0,1,left,MISS T. Lyles 3PT,[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,22.86,Missed,,,,,,,,,,,,,,,,
487,PT01M45.00S,2021-11-03T00:45:01.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,59,83,2021-11-03T00:45:27Z,4740000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,
488,PT01M45.00S,2021-11-03T00:45:18.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612749,59,83,2021-11-03T00:45:27Z,4750000,,,0,,S. Bey personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630180, 203507]",1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Antetokounmpo,203507.0,
490,PT01M45.00S,2021-11-03T00:45:40.2Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,59,84,2021-11-03T00:45:40Z,4770000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (20 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
491,PT01M45.00S,2021-11-03T00:46:00.7Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,59,85,2021-11-03T00:46:00Z,4780000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (21 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
492,PT01M24.00S,2021-11-03T00:46:26.1Z,3,REGULAR,3pt,Jump Shot,[],1628367,34.477660972404735,52.69607843137255,1610612765,59,85,2021-11-03T00:46:30Z,4790000,-13.0,272.0,1,left,MISS J. Jackson 27' 3PT,[1628367],1610612765.0,DET,Jackson,J. Jackson,,,,,,,,,,27.19,Missed,,,,,,,,,,,,,,,,
493,PT01M20.00S,2021-11-03T00:46:29.6Z,3,REGULAR,rebound,defensive,[],203918,,,1610612749,59,85,2021-11-03T00:46:29Z,4800000,,,0,,R. Hood REBOUND (Off:1 Def:3),[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,,,,,,,,,492.0,4.0,3.0,1.0,,,,,,
494,PT01M17.00S,2021-11-03T00:46:33.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203918,66.01511169513799,26.225490196078425,1610612749,59,88,2021-11-03T00:46:43Z,4810000,-119.0,267.0,1,right,R. Hood 29' 3PT  (4 PTS) (G. Antetokounmpo 9 AST),"[203918, 203507]",1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,29.23,Made,4.0,G. Antetokounmpo,203507.0,9.0,,,,,,,,,,,,
496,PT01M08.00S,2021-11-03T00:46:43.2Z,3,REGULAR,3pt,Jump Shot,[],203482,26.067674113009204,15.686274509803923,1610612765,59,88,2021-11-03T00:46:47Z,4830000,172.0,193.0,1,left,MISS K. Olynyk 25' 3PT,[203482],1610612765.0,DET,Olynyk,K. Olynyk,,,,,,,,,,25.79,Missed,,,,,,,,,,,,,,,,
497,PT01M06.00S,2021-11-03T00:46:45.2Z,3,REGULAR,rebound,offensive,[],1626168,,,1610612765,59,88,2021-11-03T00:46:45Z,4840000,,,0,,T. Lyles REBOUND (Off:2 Def:2),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,496.0,4.0,2.0,2.0,,,,,,
498,PT01M03.00S,2021-11-03T00:46:48.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,27.38173455978975,85.29411764705883,1610612765,59,88,2021-11-03T00:46:54Z,4850000,-176.0,205.0,1,left,MISS S. Bey 27' 3PT,[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,27.04,Missed,,,,,,,,,,,,,,,,
499,PT01M02.00S,2021-11-03T00:46:49.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,59,88,2021-11-03T00:46:54Z,4860000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,498.0,,,,,,,,,
500,PT01M02.00S,2021-11-03T00:46:53.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,59,88,2021-11-03T00:46:53Z,4870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M57.10S,2021-11-03T00:47:20.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,6.750985545335084,45.09803921568627,1610612765,61,88,2021-11-03T00:47:25Z,4880000,25.0,11.0,1,left,S. Bey driving Layup (4 PTS) (K. Olynyk 3 AST),"[1630180, 203482]",1610612765.0,DET,Bey,S. Bey,driving,,,,,,,,,2.69,Made,4.0,K. Olynyk,203482.0,3.0,,,,,,,,,,,,
503,PT00M57.10S,2021-11-03T00:47:23.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628400,,,1610612765,61,88,2021-11-03T00:47:30Z,4900000,,,0,,S. Ojeleye shooting personal FOUL (2 PF) (Bey 1 FT),"[1628400, 1630180]",1610612749.0,MIL,Ojeleye,S. Ojeleye,shooting,,,,,,,,,,,,,,,,,,,,,201245.0,2.0,1.0,Bey,1630180.0,
505,PT00M57.10S,2021-11-03T00:47:44.5Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630180,,,1610612765,61,88,2021-11-03T00:47:44Z,4920000,,,0,,MISS S. Bey Free Throw 1 of 1,[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
506,PT00M54.10S,2021-11-03T00:47:45.5Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,61,88,2021-11-03T00:47:45Z,4930000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,505.0,6.0,6.0,0.0,,,,,,
507,PT00M41.50S,2021-11-03T00:47:58.1Z,3,REGULAR,3pt,Jump Shot,[],203918,92.55913272010513,3.1862745098039227,1610612749,61,88,2021-11-03T00:48:02Z,4940000,-234.0,17.0,1,right,MISS R. Hood 3PT,[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,23.47,Missed,,,,,,,,,,,,,,,,
508,PT00M38.90S,2021-11-03T00:48:00.7Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,61,88,2021-11-03T00:48:02Z,4950000,,,0,,T. Lyles REBOUND (Off:2 Def:3),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,507.0,5.0,3.0,2.0,,,,,,
509,PT00M34.90S,2021-11-03T00:48:06.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612765,61,88,2021-11-03T00:48:18Z,4960000,,,0,,S. Ojeleye shooting personal FOUL (3 PF) (Lyles 2 FT),"[1628400, 1626168]",1610612749.0,MIL,Ojeleye,S. Ojeleye,shooting,,,,,,,,,,,,,,,,,,,,,1628951.0,3.0,1.0,Lyles,1626168.0,
511,PT00M34.90S,2021-11-03T00:48:36.0Z,3,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,61,88,2021-11-03T00:58:00Z,4972500,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
512,PT00M34.90S,2021-11-03T00:48:36.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,61,88,2021-11-03T00:58:00Z,4973750,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,511.0,,,,,,,,,
515,PT00M34.90S,2021-11-03T00:48:36.0Z,3,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,62,88,2021-11-03T00:58:00Z,4974375,,,0,,T. Lyles Free Throw 2 of 2 (7 PTS),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
516,PT00M34.90S,2021-11-03T00:49:02.2Z,3,REGULAR,substitution,out,[],1628400,,,1610612749,62,88,2021-11-03T00:58:00Z,4975000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT00M34.90S,2021-11-03T00:49:02.2Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,62,88,2021-11-03T00:58:00Z,4977500,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M24.00S,2021-11-03T00:49:13.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,92.29632063074901,50.49019607843137,1610612749,62,90,2021-11-03T00:49:23Z,5050000,2.0,20.0,1,right,J. Nwora Layup (11 PTS) (J. Robinson 3 AST),"[1629670, 1629620]",1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,2.01,Made,11.0,J. Robinson,1629620.0,3.0,,,,,,,,,,,,
519,PT00M05.30S,2021-11-03T00:49:32.7Z,3,REGULAR,2pt,Jump Shot,[],202709,11.48160315374507,77.69607843137254,1610612765,62,90,2021-11-03T00:49:42Z,5060000,-138.0,55.0,1,left,MISS C. Joseph 14' Jump Shot,[202709],1610612765.0,DET,Joseph,C. Joseph,,,,,,,,,,14.92,Missed,,,,,,,,,,,,,,,,
520,PT00M04.90S,2021-11-03T00:49:33.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,62,90,2021-11-03T00:49:42Z,5070000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,519.0,,,,,,,,,
521,PT00M04.90S,2021-11-03T00:49:36.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,62,90,2021-11-03T00:49:36Z,5080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT00M04.90S,2021-11-03T00:49:49.2Z,3,REGULAR,substitution,out,[],1629620,,,1610612765,62,90,2021-11-03T00:58:28Z,5095000,,,0,,SUB out: J. Robinson,[1629620],1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT00M04.90S,2021-11-03T00:49:49.2Z,3,REGULAR,substitution,in,[],203648,,,1610612765,62,90,2021-11-03T00:58:28Z,5102500,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT00M00.70S,2021-11-03T00:50:01.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,32.37516425755584,62.00980392156863,1610612765,62,90,2021-11-03T01:03:51Z,5110000,-60.0,252.0,1,left,MISS T. Lyles 25' step back 3PT,[1626168],1610612765.0,DET,Lyles,T. Lyles,step back,,,,,,,,,25.88,Missed,,,,,,,,,,,,,,,,
525,PT00M00.70S,2021-11-03T00:50:01.7Z,3,REGULAR,rebound,defensive,[],203648,,,1610612749,62,90,2021-11-03T00:50:07Z,5120000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:5),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,524.0,5.0,5.0,0.0,,,,,,
526,PT00M00.00S,2021-11-03T00:50:07.4Z,3,REGULAR,period,end,[],0,,,1610612749,62,90,2021-11-03T00:50:07Z,5130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,out,['startperiod'],203482,,,1610612749,62,90,2021-11-03T00:52:31Z,5140000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,out,['startperiod'],202709,,,1610612749,62,90,2021-11-03T00:52:31Z,5150000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,out,['startperiod'],1630180,,,1610612749,62,90,2021-11-03T00:52:31Z,5160000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,out,['startperiod'],1629670,,,1610612749,62,90,2021-11-03T00:52:31Z,5170000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,in,['startperiod'],1630568,,,1610612749,62,90,2021-11-03T00:52:31Z,5190000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,in,['startperiod'],1628402,,,1610612749,62,90,2021-11-03T00:52:31Z,5200000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,in,['startperiod'],1630595,,,1610612749,62,90,2021-11-03T00:52:31Z,5210000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,in,['startperiod'],1626171,,,1610612749,62,90,2021-11-03T00:52:31Z,5220000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,out,['startperiod'],203648,,,1610612749,62,90,2021-11-03T01:00:01Z,5230000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT12M00.00S,2021-11-03T00:52:06.9Z,4,REGULAR,substitution,in,['startperiod'],1629620,,,1610612749,62,90,2021-11-03T01:00:01Z,5235000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2021-11-03T00:52:42.8Z,4,REGULAR,period,start,[],0,,,1610612765,62,90,2021-11-03T00:52:42Z,5240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT11M33.00S,2021-11-03T00:53:09.1Z,4,REGULAR,3pt,Jump Shot,[],1626168,34.346254927726676,67.8921568627451,1610612765,62,90,2021-11-03T00:53:13Z,5250000,-89.0,270.0,1,left,MISS T. Lyles 28' 3PT,[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,28.48,Missed,,,,,,,,,,,,,,,,
