actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
526,PT11M30.00S,2022-11-08T04:59:57.0Z,4,REGULAR,foul,offensive,[],203903,,,1610612762,115,99,2022-11-08T05:00:10Z,5170000,,,0,,J. Clarkson charge offensive FOUL (3 PF),"[203903, 1630559]",1610612762.0,UTA,charge,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,3.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
528,PT11M30.00S,2022-11-08T04:59:57.0Z,4,REGULAR,turnover,offensive foul,[],203903,,,1610612762,115,99,2022-11-08T04:59:57Z,5190000,,,0,,J. Clarkson offensive foul TURNOVER (2 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,,,,,,,,,,,,,,,2.0,,,,
529,PT11M20.00S,2022-11-08T05:00:21.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630346,30.56833114323259,32.35294117647059,1610612747,115,99,2022-11-08T05:00:26Z,5200000,88.0,235.0,1,left,MISS M. Ryan 25' 3PT,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Right Center,,,,,,25.08,Missed,,,,,,,,,,,,,
530,PT11M17.00S,2022-11-08T05:00:24.0Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,115,99,2022-11-08T05:00:26Z,5210000,,,0,,W. Kessler REBOUND (Off:3 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,529.0,8.0,5.0,3.0,,,,,
531,PT11M01.00S,2022-11-08T05:00:40.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,85.49605781865965,34.80392156862745,1610612762,117,99,2022-11-08T05:00:48Z,5220000,-76.0,84.0,1,right,R. Gay 11' turnaround fadeaway Jump Shot (8 PTS),[200752],1610612762.0,UTA,turnaround fadeaway,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Left,,,,,,11.31,Made,8.0,,,,,,,,,,,,
532,PT10M49.00S,2022-11-08T05:00:52.6Z,4,REGULAR,3pt,Jump Shot,[],203076,28.991458607095925,25.735294117647058,1610612747,117,102,2022-11-08T05:00:57Z,5230000,121.0,220.0,1,left,A. Davis 25' 3PT  (29 PTS) (R. Westbrook 5 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,25.12,Made,29.0,R. Westbrook,201566.0,5.0,,,,,,,,,
534,PT10M36.00S,2022-11-08T05:01:04.6Z,4,REGULAR,3pt,Jump Shot,[],200752,68.28186596583443,39.950980392156865,1610612762,117,102,2022-11-08T05:01:10Z,5250000,-50.0,246.0,1,right,MISS R. Gay 25' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Center,,,,,,25.08,Missed,,,,,,,,,,,,,
535,PT10M34.00S,2022-11-08T05:01:06.6Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,117,102,2022-11-08T05:01:13Z,5260000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,534.0,3.0,2.0,1.0,,,,,
536,PT10M29.00S,2022-11-08T05:01:15.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",201566,6.258212877792378,45.34313725490196,1610612747,117,104,2022-11-08T05:05:00Z,5270000,23.0,6.0,1,left,R. Westbrook running Layup (22 PTS),[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,2.41,Made,22.0,,,,,,,,,,,,
537,PT10M29.00S,2022-11-08T05:01:19.9Z,4,REGULAR,violation,defensive goaltending,[],1631117,,,1610612747,117,104,2022-11-08T05:01:39Z,5280000,,,0,,W. Kessler defensive goaltending VIOLATION,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,1628480.0,,,,,,,,,,,,,,,,,,,
538,PT10M13.00S,2022-11-08T05:01:43.2Z,4,REGULAR,3pt,Jump Shot,[],203903,69.33311432325887,69.6078431372549,1610612762,120,104,2022-11-08T05:01:48Z,5290000,98.0,236.0,1,right,J. Clarkson 25' 3PT pullup (20 PTS) (C. Sexton 2 AST),"[203903, 1629012]",1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,25.54,Made,20.0,C. Sexton,1629012.0,2.0,,,,,,,,,
539,PT09M50.00S,2022-11-08T05:02:06.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,8.09789750328515,47.549019607843135,1610612747,120,106,2022-11-08T05:02:13Z,5300000,12.0,24.0,1,left,M. Christie cutting Layup (8 PTS) (A. Davis 2 AST),"[1631108, 203076]",1610612747.0,LAL,cutting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,2.66,Made,8.0,A. Davis,203076.0,2.0,,,,,,,,,
541,PT09M40.00S,2022-11-08T05:02:17.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,93.11760840998686,44.36274509803921,1610612762,122,106,2022-11-08T05:02:24Z,5320000,-28.0,12.0,1,right,W. Kessler reverse Layup (8 PTS) (T. Horton-Tucker 3 AST),"[1631117, 1629659]",1610612762.0,UTA,reverse,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,3.07,Made,8.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,,,
543,PT09M17.00S,2022-11-08T05:02:39.3Z,4,REGULAR,turnover,bad pass,[],203076,,,1610612747,122,106,2022-11-08T05:02:47Z,5340000,,,0,,A. Davis bad pass TURNOVER (2 TO),"[203076, 203903]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,,,Clarkson,203903.0
544,PT09M17.00S,2022-11-08T05:02:39.3Z,4,REGULAR,steal,,[],203903,,,1610612762,122,106,2022-11-08T05:02:40Z,5350000,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
545,PT09M11.00S,2022-11-08T05:02:45.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200752,73.53810775295663,82.35294117647058,1610612762,122,106,2022-11-08T05:02:52Z,5360000,162.0,196.0,1,right,MISS R. Gay 25' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Right Center,,,,,,25.43,Missed,,,,,,,,,,,,,
546,PT09M09.00S,2022-11-08T05:02:48.2Z,4,REGULAR,rebound,offensive,[],203903,,,1610612762,122,106,2022-11-08T05:02:48Z,5370000,,,0,,J. Clarkson REBOUND (Off:2 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,545.0,4.0,2.0,2.0,,,,,
547,PT09M08.00S,2022-11-08T05:02:51.3Z,4,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,122,106,2022-11-08T05:03:07Z,5380000,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (3 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,,,3.0,,,,
548,PT09M08.00S,2022-11-08T05:02:54.3Z,4,REGULAR,substitution,out,[],1631117,,,1610612747,122,106,2022-11-08T05:03:01Z,5390000,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M08.00S,2022-11-08T05:02:54.3Z,4,REGULAR,substitution,out,[],1630346,,,1610612747,122,106,2022-11-08T05:03:01Z,5400000,,,0,,SUB out: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M08.00S,2022-11-08T05:02:54.3Z,4,REGULAR,substitution,in,[],1628374,,,1610612747,122,106,2022-11-08T05:03:01Z,5410000,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M08.00S,2022-11-08T05:02:54.3Z,4,REGULAR,substitution,in,[],1629134,,,1610612747,122,106,2022-11-08T05:03:01Z,5420000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M44.00S,2022-11-08T05:03:32.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201566,14.273981603153747,56.372549019607845,1610612747,122,106,2022-11-08T05:03:39Z,5430000,-32.0,82.0,1,left,MISS R. Westbrook 8' pullup bank Shot - blocked,"[201566, 1628374]",1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.77,Missed,,,,,,,,,,Markkanen,1628374.0,,
557,PT08M44.00S,2022-11-08T05:03:32.0Z,4,REGULAR,block,,[],1628374,,,1610612747,122,106,2022-11-08T05:05:13Z,5435000,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
553,PT08M42.00S,2022-11-08T05:03:34.0Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,122,106,2022-11-08T05:03:39Z,5440000,,,0,,R. Gay REBOUND (Off:1 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,552.0,5.0,4.0,1.0,,,,,
554,PT08M38.00S,2022-11-08T05:03:37.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628374,93.38042049934296,53.92156862745098,1610612762,124,106,2022-11-08T05:10:49Z,5450000,20.0,10.0,1,right,L. Markkanen running Layup (22 PTS) (C. Sexton 3 AST),"[1628374, 1629012]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,2.19,Made,22.0,C. Sexton,1629012.0,3.0,,,,,,,,,
556,PT08M38.00S,2022-11-08T05:03:44.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,124,106,2022-11-08T05:03:44Z,5470000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M38.00S,2022-11-08T05:06:14.0Z,4,REGULAR,substitution,out,[],1631108,,,1610612747,124,106,2022-11-08T05:06:38Z,5480000,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M38.00S,2022-11-08T05:06:14.0Z,4,REGULAR,substitution,in,[],1629117,,,1610612747,124,106,2022-11-08T05:06:38Z,5490000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M22.00S,2022-11-08T05:06:56.1Z,4,REGULAR,3pt,Jump Shot,[],1630559,30.831143232588698,65.19607843137256,1610612747,124,106,2022-11-08T05:07:01Z,5500000,-76.0,237.0,1,left,MISS A. Reaves 24' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,24.92,Missed,,,,,,,,,,,,,
561,PT08M19.00S,2022-11-08T05:06:59.1Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612762,124,106,2022-11-08T05:07:01Z,5510000,,,0,,C. Sexton REBOUND (Off:0 Def:5),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,560.0,5.0,5.0,0.0,,,,,
562,PT08M09.00S,2022-11-08T05:07:08.7Z,4,REGULAR,3pt,Jump Shot,[],1629012,69.72733245729303,16.911764705882355,1610612762,124,106,2022-11-08T05:07:14Z,5520000,-165.0,232.0,1,right,MISS C. Sexton 28' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,,,28.5,Missed,,,,,,,,,,,,,
563,PT08M06.00S,2022-11-08T05:07:11.7Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,124,106,2022-11-08T05:07:14Z,5530000,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,562.0,4.0,3.0,1.0,,,,,
564,PT07M59.00S,2022-11-08T05:07:19.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.149145860709593,46.568627450980394,1610612747,124,106,2022-11-08T05:07:24Z,5540000,17.0,34.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,3.77,Missed,,,,,,,,,,,,,
565,PT07M58.00S,2022-11-08T05:07:20.5Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,124,106,2022-11-08T05:07:24Z,5550000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,564.0,2.0,2.0,0.0,,,,,
566,PT07M43.00S,2022-11-08T05:07:35.9Z,4,REGULAR,3pt,Jump Shot,[],1629012,66.3107752956636,57.59803921568627,1610612762,124,106,2022-11-08T05:07:41Z,5560000,38.0,264.0,1,right,MISS C. Sexton 26' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,26.69,Missed,,,,,,,,,,,,,
567,PT07M40.00S,2022-11-08T05:07:39.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,124,106,2022-11-08T05:07:39Z,5570000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,566.0,,,,,,,,
569,PT07M29.00S,2022-11-08T05:07:55.9Z,4,REGULAR,foul,offensive,[],1629117,,,1610612747,124,106,2022-11-08T05:15:52Z,5590000,,,0,,W. Gabriel offensive FOUL (3 PF),"[1629117, 1629012]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Mid-Range,16-24 Center,1151.0,3.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
571,PT07M29.00S,2022-11-08T05:07:55.9Z,4,REGULAR,turnover,offensive foul,[],1629117,,,1610612747,124,106,2022-11-08T05:15:52Z,5610000,,,0,,W. Gabriel offensive foul TURNOVER (2 TO),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Mid-Range,16-24 Center,1628480.0,,,,,,,,,,,,,,,2.0,,,,
572,PT07M10.00S,2022-11-08T05:08:35.1Z,4,REGULAR,foul,personal,['2freethrow'],201566,,,1610612762,124,106,2022-11-08T05:08:42Z,5620000,,,0,,R. Westbrook shooting personal FOUL (5 PF) (Markkanen 2 FT),"[201566, 1628374]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,202049.0,5.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
574,PT07M10.00S,2022-11-08T05:09:00.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612762,125,106,2022-11-08T05:09:35Z,5640000,,,0,,L. Markkanen Free Throw 1 of 2 (23 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,Made,23.0,,,,,,,,,,,,
575,PT07M10.00S,2022-11-08T05:09:03.6Z,4,REGULAR,substitution,out,[],201566,,,1610612762,125,106,2022-11-08T05:09:11Z,5650000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M10.00S,2022-11-08T05:09:03.6Z,4,REGULAR,substitution,out,[],203076,,,1610612762,125,106,2022-11-08T05:09:11Z,5660000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M10.00S,2022-11-08T05:09:03.6Z,4,REGULAR,substitution,in,[],1631108,,,1610612762,125,106,2022-11-08T05:09:11Z,5670000,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M10.00S,2022-11-08T05:09:03.6Z,4,REGULAR,substitution,in,[],1627745,,,1610612762,125,106,2022-11-08T05:09:11Z,5680000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M10.00S,2022-11-08T05:09:00.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612762,125,106,2022-11-08T05:09:35Z,5690000,,,0,,MISS L. Markkanen Free Throw 2 of 2,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
580,PT07M09.00S,2022-11-08T05:09:01.9Z,4,REGULAR,rebound,defensive,[],1627745,,,1610612747,125,106,2022-11-08T05:09:35Z,5700000,,,0,,D. Jones REBOUND (Off:2 Def:2),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,579.0,4.0,2.0,2.0,,,,,
581,PT06M48.00S,2022-11-08T05:09:53.9Z,4,REGULAR,turnover,lost ball,[],1629134,,,1610612747,125,106,2022-11-08T05:09:58Z,5710000,,,0,,K. Nunn lost ball TURNOVER (2 TO),"[1629134, 1629659]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Horton-Tucker,1629659.0
582,PT06M48.00S,2022-11-08T05:09:53.9Z,4,REGULAR,steal,,[],1629659,,,1610612762,125,106,2022-11-08T05:09:56Z,5720000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
583,PT06M44.00S,2022-11-08T05:09:58.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203903,91.14651773981603,58.08823529411765,1610612762,127,106,2022-11-08T05:17:33Z,5730000,40.0,31.0,1,right,J. Clarkson running Layup (22 PTS),[203903],1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.07,Made,22.0,,,,,,,,,,,,
584,PT06M33.00S,2022-11-08T05:10:09.7Z,4,REGULAR,turnover,lost ball,[],1629134,,,1610612747,127,106,2022-11-08T05:10:16Z,5740000,,,0,,K. Nunn lost ball TURNOVER (3 TO),"[1629134, 1629659]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,3.0,,,Horton-Tucker,1629659.0
585,PT06M33.00S,2022-11-08T05:10:09.7Z,4,REGULAR,steal,,[],1629659,,,1610612762,127,106,2022-11-08T05:10:11Z,5750000,,,0,,T. Horton-Tucker STEAL (3 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
586,PT06M29.00S,2022-11-08T05:10:13.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629659,91.14651773981603,49.50980392156863,1610612762,129,106,2022-11-08T05:10:24Z,5760000,-2.0,31.0,1,right,T. Horton-Tucker running DUNK (13 PTS),[1629659],1610612762.0,UTA,running,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,3.08,Made,13.0,,,,,,,,,,,,
587,PT06M29.00S,2022-11-08T05:10:21.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,129,106,2022-11-08T05:10:21Z,5770000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,out,[],200752,,,1610612747,129,106,2022-11-08T05:13:00Z,5790000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,out,[],1628374,,,1610612747,129,106,2022-11-08T05:13:00Z,5800000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,out,[],1629134,,,1610612747,129,106,2022-11-08T05:13:00Z,5810000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,out,[],1630559,,,1610612747,129,106,2022-11-08T05:13:00Z,5820000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,out,[],1629117,,,1610612747,129,106,2022-11-08T05:13:00Z,5830000,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,in,[],1630534,,,1610612747,129,106,2022-11-08T05:13:00Z,5840000,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,in,[],1631117,,,1610612747,129,106,2022-11-08T05:13:00Z,5850000,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,in,[],1629638,,,1610612747,129,106,2022-11-08T05:13:00Z,5860000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,in,[],1630346,,,1610612747,129,106,2022-11-08T05:13:00Z,5870000,,,0,,SUB in: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,in,[],1630590,,,1610612747,129,106,2022-11-08T05:13:00Z,5880000,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612747.0,LAL,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,in,[],1629308,,,1610612747,129,106,2022-11-08T05:13:00Z,5890000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M29.00S,2022-11-08T05:12:23.9Z,4,REGULAR,substitution,out,[],203903,,,1610612747,129,106,2022-11-08T05:13:15Z,5900000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M14.00S,2022-11-08T05:13:29.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,7.046649145860711,53.431372549019606,1610612747,129,106,2022-11-08T05:13:33Z,5910000,-17.0,14.0,1,left,MISS M. Christie driving Layup - blocked,"[1631108, 1631117]",1610612747.0,LAL,driving,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,2.2,Missed,,,,,,,,,,Kessler,1631117.0,,
604,PT06M14.00S,2022-11-08T05:13:29.2Z,4,REGULAR,block,,[],1631117,,,1610612747,129,106,2022-11-08T05:13:31Z,5920000,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
605,PT06M12.00S,2022-11-08T05:13:31.2Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,129,106,2022-11-08T05:13:33Z,5930000,,,0,,W. Kessler REBOUND (Off:3 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,603.0,9.0,6.0,3.0,,,,,
606,PT05M59.00S,2022-11-08T05:13:49.0Z,4,REGULAR,foul,personal,[],1630590,,,1610612762,129,106,2022-11-08T05:13:53Z,5940000,,,0,,S. Pippen Jr. personal FOUL (1 PF),"[1630590, 1629012]",1610612747.0,LAL,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
713,PT05M47.00S,2022-11-08T05:14:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,90.62089356110381,50.0,1610612762,129,106,2022-11-08T05:43:15Z,5955000,0.0,36.0,1,right,MISS W. Kessler Layup - blocked,"[1631117, 1629308]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,3.57,Missed,,,,,,,,,,Toscano-Anderson,1629308.0,,
714,PT05M47.00S,2022-11-08T05:14:13.6Z,4,REGULAR,block,,[],1629308,,,1610612762,129,106,2022-11-08T05:43:15Z,5957500,,,0,,J. Toscano-Anderson BLOCK (1 BLK),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
715,PT05M47.00S,2022-11-08T05:14:13.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,129,106,2022-11-08T05:43:25Z,5958750,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,713.0,,,,,,,,
