actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
543,PT09M26.00S,2021-12-09T03:02:29.1Z,4,REGULAR,rebound,offensive,[],200794,,,1610612751,95,81,2021-12-09T03:02:34Z,5430000,,,0,,P. Millsap REBOUND (Off:2 Def:2),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,542.0,4.0,2.0,2.0,,,,,,,,,,,,,,
544,PT09M23.00S,2021-12-09T03:02:32.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200794,92.9862023653088,47.549019607843135,1610612751,95,83,2021-12-09T03:02:42Z,5440000,-12.0,13.0,1,right,P. Millsap putback Layup (6 PTS),[200794],1610612751.0,BKN,putback,,,Millsap,P. Millsap,,,,,1.82,Made,6.0,,,,,,,,,,,,,,,,,,
545,PT09M11.00S,2021-12-09T03:02:44.4Z,4,REGULAR,3pt,Jump Shot,[],1630231,10.5946123521682,4.6568627450980395,1610612745,95,83,2021-12-09T03:02:57Z,5450000,227.0,47.0,1,left,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
546,PT09M09.00S,2021-12-09T03:02:57.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,95,83,2021-12-09T03:02:57Z,5460000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,,
547,PT09M09.00S,2021-12-09T03:02:58.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,95,83,2021-12-09T03:02:58Z,5470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M09.00S,2021-12-09T03:03:09.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,95,83,2021-12-09T03:03:09Z,5480000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M59.00S,2021-12-09T03:06:14.2Z,4,REGULAR,foul,personal,['2freethrow'],1630561,,,1610612745,95,83,2021-12-09T03:06:22Z,5490000,,,0,,D. Duke Jr. shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1630561, 1630231]",1610612751.0,BKN,shooting,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Martin Jr.,1630231.0,,,,
551,PT08M59.00S,2021-12-09T03:06:39.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630231,,,1610612745,95,83,2021-12-09T03:06:54Z,5510000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
552,PT08M59.00S,2021-12-09T03:06:39.3Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,95,83,2021-12-09T03:06:54Z,5520000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,
553,PT08M59.00S,2021-12-09T03:06:39.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630231,,,1610612745,95,83,2021-12-09T03:06:54Z,5530000,,,0,,MISS K. Martin Jr. Free Throw 2 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
554,PT08M59.00S,2021-12-09T03:06:39.3Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,95,83,2021-12-09T03:06:54Z,5540000,,,0,,J. Harden REBOUND (Off:0 Def:9),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,553.0,9.0,9.0,0.0,,,,,,,,,,,,,,
555,PT08M47.00S,2021-12-09T03:07:01.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],200794,89.96386333771353,43.38235294117647,1610612751,95,83,2021-12-09T03:07:07Z,5550000,-33.0,42.0,1,right,MISS P. Millsap turnaround Hook,[200794],1610612751.0,BKN,turnaround,,,Millsap,P. Millsap,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
556,PT08M46.00S,2021-12-09T03:07:02.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,95,83,2021-12-09T03:07:07Z,5560000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,555.0,,,,,,,,,,,,,,,,,
557,PT08M46.00S,2021-12-09T03:07:06.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,95,83,2021-12-09T03:07:06Z,5570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M37.00S,2021-12-09T03:07:27.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630561,92.46057818659659,54.90196078431373,1610612751,95,85,2021-12-09T03:07:33Z,5580000,25.0,18.0,1,right,D. Duke Jr. turnaround bank Jump Shot (5 PTS) (J. Harden 7 AST),"[1630561, 201935]",1610612751.0,BKN,turnaround bank,,,Duke Jr.,D. Duke Jr.,,,,,3.06,Made,5.0,,,,,,,,,,,,,,,J. Harden,201935.0,7.0,
560,PT08M20.00S,2021-12-09T03:07:42.9Z,4,REGULAR,3pt,Jump Shot,[],1629726,6.1268068331143235,96.81372549019608,1610612745,95,85,2021-12-09T03:07:48Z,5600000,-234.0,5.0,1,left,MISS G. Mathews 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
561,PT08M19.00S,2021-12-09T03:07:43.9Z,4,REGULAR,rebound,defensive,[],200794,,,1610612751,95,85,2021-12-09T03:07:48Z,5610000,,,0,,P. Millsap REBOUND (Off:2 Def:3),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,560.0,5.0,3.0,2.0,,,,,,,,,,,,,,
562,PT08M05.00S,2021-12-09T03:07:58.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630561,93.11760840998686,52.94117647058824,1610612751,95,87,2021-12-09T03:08:02Z,5620000,15.0,12.0,1,right,D. Duke Jr. cutting DUNK (7 PTS) (P. Mills 1 AST),"[1630561, 201988]",1610612751.0,BKN,cutting,,,Duke Jr.,D. Duke Jr.,,,,,1.91,Made,7.0,,,,,,,,,,,,,,,P. Mills,201988.0,1.0,
564,PT07M50.00S,2021-12-09T03:08:14.4Z,4,REGULAR,foul,personal,[],1630561,,,1610612745,95,87,2021-12-09T03:08:22Z,5640000,,,0,,D. Duke Jr. personal FOUL (2 PF),"[1630561, 201569]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Gordon,201569.0,,,,
566,PT07M50.00S,2021-12-09T03:08:19.6Z,4,REGULAR,substitution,out,[],1630231,,,1610612745,95,87,2021-12-09T03:08:29Z,5660000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M50.00S,2021-12-09T03:08:19.6Z,4,REGULAR,substitution,out,[],1630578,,,1610612745,95,87,2021-12-09T03:08:29Z,5670000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M50.00S,2021-12-09T03:08:19.6Z,4,REGULAR,substitution,in,[],1626174,,,1610612745,95,87,2021-12-09T03:08:29Z,5680000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M50.00S,2021-12-09T03:08:19.6Z,4,REGULAR,substitution,in,[],1630256,,,1610612745,95,87,2021-12-09T03:08:29Z,5690000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M37.00S,2021-12-09T03:08:48.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,8.360709592641262,41.17647058823529,1610612745,95,87,2021-12-09T03:08:57Z,5700000,44.0,26.0,1,left,MISS E. Gordon driving bank Shot,[201569],1610612745.0,HOU,driving bank,,,Gordon,E. Gordon,,,,,5.12,Missed,,,,,,,,,,,,,,,,,,,
571,PT07M36.00S,2021-12-09T03:08:49.1Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,95,87,2021-12-09T03:08:57Z,5710000,,,0,,J. Harden REBOUND (Off:0 Def:10),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,570.0,10.0,10.0,0.0,,,,,,,,,,,,,,
572,PT07M31.00S,2021-12-09T03:08:54.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,91.40932982917214,40.44117647058824,1610612751,95,87,2021-12-09T03:13:29Z,5720000,-48.0,28.0,1,right,MISS J. Harden running Layup - blocked,"[201935, 1629726]",1610612751.0,BKN,running,,,Harden,J. Harden,,,,,5.55,Missed,,,,,,,,,Mathews,1629726.0,,,,,,,,,
573,PT07M31.00S,2021-12-09T03:08:54.2Z,4,REGULAR,block,,[],1629726,,,1610612751,95,87,2021-12-09T03:08:58Z,5730000,,,0,,G. Mathews BLOCK (1 BLK),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M31.00S,2021-12-09T03:08:54.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,95,87,2021-12-09T03:09:11Z,5740000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,,
575,PT07M31.00S,2021-12-09T03:09:00.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,95,87,2021-12-09T03:09:00Z,5750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M21.00S,2021-12-09T03:09:19.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201935,70.51576872536137,78.92156862745098,1610612751,95,90,2021-12-09T03:09:27Z,5760000,145.0,225.0,1,right,J. Harden 26' 3PT step back (22 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,26.72,Made,22.0,,,,,,,,,,,,,,,,,,
577,PT07M21.00S,2021-12-09T03:09:23.6Z,4,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612751,95,90,2021-12-09T03:09:28Z,5770000,,,0,,G. Mathews shooting personal FOUL (3 PF) (Harden 1 FT),"[1629726, 201935]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Harden,201935.0,,,,
579,PT07M21.00S,2021-12-09T03:09:55.5Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],201935,,,1610612751,95,91,2021-12-09T03:09:55Z,5790000,,,0,,J. Harden Free Throw 1 of 1 (23 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
580,PT06M58.00S,2021-12-09T03:10:24.4Z,4,REGULAR,3pt,Jump Shot,[],1630528,24.392247043363994,11.519607843137255,1610612745,98,91,2021-12-09T03:10:28Z,5800000,192.0,177.0,1,left,J. Christopher 26' 3PT  (16 PTS) (C. Wood 2 AST),"[1630528, 1626174]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,26.13,Made,16.0,,,,,,,,,,,,,,,C. Wood,1626174.0,2.0,
582,PT06M44.00S,2021-12-09T03:10:37.7Z,4,REGULAR,3pt,Jump Shot,[],1630561,92.32917214191852,96.56862745098039,1610612751,98,91,2021-12-09T03:10:44Z,5820000,233.0,20.0,1,right,MISS D. Duke Jr. 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,23.36,Missed,,,,,,,,,,,,,,,,,,,
583,PT06M43.00S,2021-12-09T03:10:38.7Z,4,REGULAR,rebound,offensive,[],200794,,,1610612751,98,91,2021-12-09T03:10:44Z,5830000,,,0,,P. Millsap REBOUND (Off:3 Def:3),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,582.0,6.0,3.0,3.0,,,,,,,,,,,,,,
584,PT06M41.00S,2021-12-09T03:10:40.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200794,93.24901445466492,48.28431372549019,1610612751,98,93,2021-12-09T03:10:49Z,5840000,-9.0,11.0,1,right,P. Millsap putback Layup (8 PTS),[200794],1610612751.0,BKN,putback,,,Millsap,P. Millsap,,,,,1.4,Made,8.0,,,,,,,,,,,,,,,,,,
585,PT06M17.00S,2021-12-09T03:11:07.4Z,4,REGULAR,turnover,out-of-bounds,[],201569,,,1610612745,98,93,2021-12-09T03:12:04Z,5850000,,,0,,E. Gordon lost ball out-of-bounds TURNOVER (4 TO),[201569],1610612745.0,HOU,lost ball,,,Gordon,E. Gordon,,,,,,,,,,,,4.0,,,,,1628171.0,,,,,,,,
586,PT06M17.00S,2021-12-09T03:11:22.4Z,4,REGULAR,foul,technical,['1freethrow'],201569,,,1610612751,98,93,2021-12-09T03:12:11Z,5860000,,,0,,E. Gordon technical FOUL (2 Tech),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,204059.0,2.0,2.0,,,,,,
587,PT06M17.00S,2021-12-09T03:12:09.0Z,4,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,98,94,2021-12-09T03:12:16Z,5870000,,,0,,J. Harden technical Free Throw 1 of 1 (24 PTS),[201935],1610612751.0,BKN,technical,,,Harden,J. Harden,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
599,PT06M17.00S,2021-12-09T03:12:12.6Z,4,REGULAR,ejection,other,[],201569,,,1610612751,98,94,2021-12-09T03:14:20Z,5875000,,,0,,Ejection E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,204059.0,,,,,,,,
588,PT06M17.00S,2021-12-09T03:12:16.3Z,4,REGULAR,substitution,out,[],201569,,,1610612751,98,94,2021-12-09T03:12:29Z,5880000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M17.00S,2021-12-09T03:12:16.3Z,4,REGULAR,substitution,in,[],201571,,,1610612751,98,94,2021-12-09T03:12:29Z,5890000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M07.00S,2021-12-09T03:12:40.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201935,71.30420499342969,78.43137254901961,1610612751,98,94,2021-12-09T03:12:46Z,5900000,142.0,217.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
591,PT06M05.00S,2021-12-09T03:12:42.0Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612745,98,94,2021-12-09T03:12:46Z,5910000,,,0,,C. Wood REBOUND (Off:3 Def:11),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,590.0,14.0,11.0,3.0,,,,,,,,,,,,,,
592,PT05M59.00S,2021-12-09T03:12:49.1Z,4,REGULAR,foul,personal,['2freethrow'],201935,,,1610612745,98,94,2021-12-09T03:12:58Z,5920000,,,0,,J. Harden shooting personal FOUL (2 PF) (Mathews 2 FT),"[201935, 1629726]",1610612751.0,BKN,shooting,,,Harden,J. Harden,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Mathews,1629726.0,,,,
594,PT05M59.00S,2021-12-09T03:13:20.6Z,4,REGULAR,freethrow,1 of 2,[],1629726,,,1610612745,99,94,2021-12-09T03:13:20Z,5940000,,,0,,G. Mathews Free Throw 1 of 2 (11 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
595,PT05M59.00S,2021-12-09T03:13:38.0Z,4,REGULAR,freethrow,2 of 2,[],1629726,,,1610612745,100,94,2021-12-09T03:13:38Z,5950000,,,0,,G. Mathews Free Throw 2 of 2 (12 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
596,PT05M47.00S,2021-12-09T03:13:53.8Z,4,REGULAR,foul,offensive,[],200794,,,1610612751,100,94,2021-12-09T03:14:02Z,5960000,,,0,,P. Millsap charge offensive FOUL (2 PF),"[200794, 1630256]",1610612751.0,BKN,charge,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Tate,1630256.0,,,,
598,PT05M47.00S,2021-12-09T03:13:53.8Z,4,REGULAR,turnover,offensive foul,[],200794,,,1610612751,100,94,2021-12-09T03:13:53Z,5980000,,,0,,P. Millsap offensive foul TURNOVER (1 TO),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,1.0,,,,,204059.0,,,,,,,,
600,PT05M33.00S,2021-12-09T03:14:21.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,6.521024967148489,48.28431372549019,1610612745,100,94,2021-12-09T03:21:28Z,5990000,9.0,9.0,1,left,MISS C. Wood driving Layup,[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,,
602,PT05M31.00S,2021-12-09T03:14:23.2Z,4,REGULAR,rebound,offensive,[],1630256,,,1610612745,100,94,2021-12-09T03:14:28Z,6010000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,600.0,2.0,1.0,1.0,,,,,,,,,,,,,,
629,PT05M31.00S,2021-12-09T03:14:23.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630256,6.438896189224705,53.05606617647059,1610612745,100,94,2021-12-09T03:20:39Z,6015000,-15.0,8.0,1,left,MISS J. Tate putback Layup - blocked,"[1630256, 201988]",1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,1.73,Missed,,,,,,,,,Mills,201988.0,,,,,,,,,
630,PT05M31.00S,2021-12-09T03:14:23.9Z,4,REGULAR,block,,[],201988,,,1610612745,100,94,2021-12-09T03:20:39Z,6017500,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT05M31.00S,2021-12-09T03:14:23.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,100,94,2021-12-09T03:20:39Z,6018750,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,,,
604,PT05M31.00S,2021-12-09T03:14:33.0Z,4,REGULAR,foul,technical,['1freethrow'],1630256,,,1610612751,100,94,2021-12-09T03:14:49Z,6030000,,,0,,J. Tate technical FOUL (1 Tech),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,201639.0,5.0,1.0,,,,,,
605,PT05M31.00S,2021-12-09T03:15:03.4Z,4,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,100,95,2021-12-09T03:15:03Z,6040000,,,0,,J. Harden technical Free Throw 1 of 1 (25 PTS),[201935],1610612751.0,BKN,technical,,,Harden,J. Harden,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
606,PT05M14.00S,2021-12-09T03:15:33.8Z,4,REGULAR,3pt,Jump Shot,[],1630561,95.0886990801577,3.431372549019608,1610612751,100,95,2021-12-09T03:20:46Z,6050000,-233.0,-6.0,1,right,MISS D. Duke Jr. 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
607,PT05M11.00S,2021-12-09T03:15:36.8Z,4,REGULAR,rebound,defensive,[],201571,,,1610612745,100,95,2021-12-09T03:15:41Z,6060000,,,0,,D. Augustin REBOUND (Off:0 Def:3),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,606.0,3.0,3.0,0.0,,,,,,,,,,,,,,
608,PT04M58.00S,2021-12-09T03:15:50.7Z,4,REGULAR,3pt,Jump Shot,[],1629726,19.398817345597898,5.392156862745098,1610612745,103,95,2021-12-09T03:15:54Z,6070000,223.0,130.0,1,left,G. Mathews 25' 3PT  (15 PTS) (J. Tate 5 AST),"[1629726, 1630256]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,25.8,Made,15.0,,,,,,,,,,,,,,,J. Tate,1630256.0,5.0,
610,PT04M45.00S,2021-12-09T03:16:03.1Z,4,REGULAR,3pt,Jump Shot,[],201935,69.59592641261499,77.45098039215686,1610612751,103,95,2021-12-09T03:16:09Z,6090000,137.0,233.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
611,PT04M44.00S,2021-12-09T03:16:04.1Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612745,103,95,2021-12-09T03:16:09Z,6100000,,,0,,C. Wood REBOUND (Off:3 Def:12),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,610.0,15.0,12.0,3.0,,,,,,,,,,,,,,
612,PT04M25.00S,2021-12-09T03:16:24.8Z,4,REGULAR,foul,personal,['2freethrow'],1630561,,,1610612745,103,95,2021-12-09T03:16:39Z,6110000,,,0,,D. Duke Jr. shooting personal FOUL (3 PF) (Tate 2 FT),"[1630561, 1630256]",1610612751.0,BKN,shooting,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Tate,1630256.0,,,,
614,PT04M25.00S,2021-12-09T03:17:00.1Z,4,REGULAR,freethrow,1 of 2,[],1630256,,,1610612745,104,95,2021-12-09T03:17:20Z,6130000,,,0,,J. Tate Free Throw 1 of 2 (9 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
615,PT04M25.00S,2021-12-09T03:17:00.1Z,4,REGULAR,freethrow,2 of 2,[],1630256,,,1610612745,104,95,2021-12-09T03:17:20Z,6140000,,,0,,MISS J. Tate Free Throw 2 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Missed,,,,,,,,,,,,,,,,,,,
616,PT04M25.00S,2021-12-09T03:17:00.1Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,104,95,2021-12-09T03:17:20Z,6150000,,,0,,J. Harden REBOUND (Off:0 Def:11),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,615.0,11.0,11.0,0.0,,,,,,,,,,,,,,
617,PT04M12.00S,2021-12-09T03:17:28.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630561,92.9862023653088,48.529411764705884,1610612751,104,97,2021-12-09T03:17:32Z,6160000,-7.0,13.0,1,right,D. Duke Jr. cutting DUNK (9 PTS) (P. Millsap 3 AST),"[1630561, 200794]",1610612751.0,BKN,cutting,,,Duke Jr.,D. Duke Jr.,,,,,1.53,Made,9.0,,,,,,,,,,,,,,,P. Millsap,200794.0,3.0,
619,PT03M43.00S,2021-12-09T03:17:58.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200794,,,1610612745,104,97,2021-12-09T03:18:05Z,6180000,,,0,,P. Millsap shooting personal FOUL (3 PF) (Tate 2 FT),"[200794, 1630256]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,1628171.0,3.0,0.0,Tate,1630256.0,,,,
621,PT03M43.00S,2021-12-09T03:18:27.1Z,4,REGULAR,freethrow,1 of 2,[],1630256,,,1610612745,104,97,2021-12-09T03:18:27Z,6200000,,,0,,MISS J. Tate Free Throw 1 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Missed,,,,,,,,,,,,,,,,,,,
622,PT03M43.00S,2021-12-09T03:18:27.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,104,97,2021-12-09T03:18:27Z,6210000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,,,
623,PT03M43.00S,2021-12-09T03:18:41.2Z,4,REGULAR,freethrow,2 of 2,[],1630256,,,1610612745,105,97,2021-12-09T03:18:41Z,6220000,,,0,,J. Tate Free Throw 2 of 2 (10 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
624,PT03M32.00S,2021-12-09T03:18:55.5Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612751,105,97,2021-12-09T03:19:01Z,6230000,,,0,,J. Harden bad pass TURNOVER (7 TO),"[201935, 1629726]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,7.0,Mathews,1629726.0,,,,,,,,,,,
625,PT03M32.00S,2021-12-09T03:18:55.5Z,4,REGULAR,steal,,[],1629726,,,1610612745,105,97,2021-12-09T03:18:57Z,6240000,,,0,,G. Mathews STEAL (2 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M29.00S,2021-12-09T03:18:58.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629726,6.389618922470433,49.50980392156863,1610612745,107,97,2021-12-09T03:19:14Z,6250000,2.0,8.0,1,left,G. Mathews running DUNK (17 PTS) (C. Wood 3 AST),"[1629726, 1626174]",1610612745.0,HOU,running,,,Mathews,G. Mathews,,,,,0.8,Made,17.0,,,,,,,,,,,,,,,C. Wood,1626174.0,3.0,
627,PT03M28.00S,2021-12-09T03:19:10.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,107,97,2021-12-09T03:19:10Z,6260000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M24.00S,2021-12-09T03:21:59.5Z,4,REGULAR,turnover,lost ball,[],201935,,,1610612751,107,97,2021-12-09T03:22:07Z,6270000,,,0,,J. Harden lost ball TURNOVER (8 TO),"[201935, 1629726]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,8.0,Mathews,1629726.0,,,,,,,,,,,
633,PT03M24.00S,2021-12-09T03:21:59.5Z,4,REGULAR,steal,,[],1629726,,,1610612745,107,97,2021-12-09T03:22:03Z,6280000,,,0,,G. Mathews STEAL (3 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
