actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
528,PT08M52.00S,2022-11-05T22:58:47.5Z,4,REGULAR,3pt,Jump Shot,[],1628370,30.831143232588698,29.166666666666668,1610612758,84,92,2022-11-05T22:58:55Z,5200000,104.0,237.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
529,PT08M52.00S,2022-11-05T22:58:47.5Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,84,92,2022-11-05T22:58:55Z,5210000,,,0,,P. Banchero REBOUND (Off:1 Def:11),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,528.0,12.0,11.0,1.0,,,,,,,,,,,,,,
531,PT08M40.00S,2022-11-05T22:59:05.6Z,4,REGULAR,substitution,out,[],1629002,,,1610612753,84,92,2022-11-05T22:59:30Z,5230000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M40.00S,2022-11-05T22:59:05.6Z,4,REGULAR,substitution,out,[],1630558,,,1610612753,84,92,2022-11-05T22:59:30Z,5240000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M40.00S,2022-11-05T22:59:05.6Z,4,REGULAR,substitution,in,[],1628368,,,1610612753,84,92,2022-11-05T22:59:30Z,5250000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M40.00S,2022-11-05T22:59:05.6Z,4,REGULAR,substitution,in,[],1627734,,,1610612753,84,92,2022-11-05T22:59:30Z,5260000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M24.00S,2022-11-05T22:59:37.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,81.94809461235218,59.068627450980394,1610612753,86,92,2022-11-05T22:59:45Z,5270000,45.0,117.0,1,right,B. Bol 12' floating Jump Shot (14 PTS) (F. Wagner 5 AST),"[1629626, 1630532]",1610612753.0,ORL,floating,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,12.57,Made,,,,,14.0,,,,F. Wagner,1630532.0,5.0,,,,,,,
537,PT08M10.00S,2022-11-05T22:59:52.0Z,4,REGULAR,turnover,lost ball,[],1628368,,,1610612758,86,92,2022-11-05T23:00:00Z,5290000,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 1630532]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,Wagner,1630532.0,,,,,,,,,,
538,PT08M10.00S,2022-11-05T22:59:52.0Z,4,REGULAR,steal,,[],1630532,,,1610612753,86,92,2022-11-05T22:59:54Z,5300000,,,0,,F. Wagner STEAL (2 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
539,PT08M03.00S,2022-11-05T23:00:00.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629626,90.75229960578186,50.73529411764706,1610612753,88,92,2022-11-05T23:00:24Z,5310000,4.0,34.0,1,right,B. Bol driving Layup (16 PTS) (J. Suggs 5 AST),"[1629626, 1630591]",1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,16.0,,,,J. Suggs,1630591.0,5.0,,,,,,,
541,PT08M03.00S,2022-11-05T23:00:06.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,88,92,2022-11-05T23:00:06Z,5330000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M03.00S,2022-11-05T23:02:23.5Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,88,92,2022-11-05T23:02:42Z,5340000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M03.00S,2022-11-05T23:02:23.5Z,4,REGULAR,substitution,in,[],1626168,,,1610612758,88,92,2022-11-05T23:02:42Z,5350000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M48.00S,2022-11-05T23:03:09.1Z,4,REGULAR,turnover,bad pass,[],1627734,,,1610612758,88,92,2022-11-05T23:03:16Z,5360000,,,0,,D. Sabonis bad pass TURNOVER (2 TO),"[1627734, 1630591]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,Suggs,1630591.0,,,,,,,,,,
545,PT07M48.00S,2022-11-05T23:03:09.1Z,4,REGULAR,steal,,[],1630591,,,1610612753,88,92,2022-11-05T23:03:11Z,5370000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
546,PT07M44.00S,2022-11-05T23:03:13.4Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631094,93.11760840998686,50.73529411764706,1610612753,90,92,2022-11-05T23:20:49Z,5380000,4.0,12.0,1,right,P. Banchero running DUNK (27 PTS) (J. Suggs 6 AST),"[1631094, 1630591]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,27.0,,,,J. Suggs,1630591.0,6.0,,,,,,,
548,PT07M43.00S,2022-11-05T23:03:20.7Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,90,92,2022-11-05T23:03:31Z,5400000,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,203177.0,,,,,,
549,PT07M32.00S,2022-11-05T23:03:37.9Z,4,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612758,90,92,2022-11-05T23:03:47Z,5410000,,,0,,J. Suggs shooting personal FOUL (5 PF) (Sabonis 2 FT),"[1630591, 1627734]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1201.0,5.0,0.0,Sabonis,1627734.0,,
551,PT07M32.00S,2022-11-05T23:04:23.5Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,90,92,2022-11-05T23:04:48Z,5430000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
552,PT07M32.00S,2022-11-05T23:04:23.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,90,92,2022-11-05T23:04:48Z,5440000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,
553,PT07M32.00S,2022-11-05T23:04:23.5Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,90,92,2022-11-05T23:04:48Z,5450000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
554,PT07M28.00S,2022-11-05T23:04:27.5Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,90,92,2022-11-05T23:04:48Z,5460000,,,0,,P. Banchero REBOUND (Off:1 Def:12),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,553.0,13.0,12.0,1.0,,,,,,,,,,,,,,
555,PT07M17.00S,2022-11-05T23:04:58.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.59198423127464,55.14705882352941,1610612753,90,92,2022-11-05T23:05:05Z,5470000,26.0,17.0,1,right,MISS F. Wagner driving finger roll Layup,[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,,
556,PT07M14.00S,2022-11-05T23:05:01.5Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612758,90,92,2022-11-05T23:05:05Z,5480000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,555.0,2.0,2.0,0.0,,,,,,,,,,,,,,
557,PT07M03.00S,2022-11-05T23:05:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,10.5946123521682,54.41176470588235,1610612758,90,92,2022-11-05T23:05:30Z,5490000,-22.0,47.0,1,left,MISS T. Lyles Layup - blocked,"[1626168, 1630591]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,Suggs,1630591.0
583,PT07M03.00S,2022-11-05T23:05:12.4Z,4,REGULAR,block,,[],1630591,,,1610612758,90,92,2022-11-05T23:09:09Z,5495000,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
558,PT07M01.00S,2022-11-05T23:05:14.4Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,90,92,2022-11-05T23:05:30Z,5500000,,,0,,B. Bol REBOUND (Off:1 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,557.0,5.0,4.0,1.0,,,,,,,,,,,,,,
559,PT06M40.00S,2022-11-05T23:05:36.1Z,4,REGULAR,2pt,Jump Shot,[],1631094,87.20433639947439,21.323529411764707,1610612753,92,92,2022-11-05T23:05:42Z,5510000,-143.0,68.0,1,right,P. Banchero 15' turnaround Jump Shot (29 PTS) (F. Wagner 6 AST),"[1631094, 1630532]",1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,15.86,Made,,,,,29.0,,,,F. Wagner,1630532.0,6.0,,,,,,,
561,PT06M22.00S,2022-11-05T23:05:53.4Z,4,REGULAR,3pt,Jump Shot,[],1628368,33.98488830486202,48.28431372549019,1610612758,92,92,2022-11-05T23:06:00Z,5530000,9.0,267.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,26.71,Missed,,,,,,,,,,,,,,,,,,
562,PT06M17.00S,2022-11-05T23:05:58.4Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,92,92,2022-11-05T23:06:00Z,5540000,,,0,,P. Banchero REBOUND (Off:1 Def:13),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,561.0,14.0,13.0,1.0,,,,,,,,,,,,,,
563,PT06M09.00S,2022-11-05T23:06:06.8Z,4,REGULAR,2pt,Jump Shot,[],1629626,94.1688567674113,71.07843137254902,1610612753,94,92,2022-11-05T23:06:17Z,5550000,105.0,2.0,1,right,B. Bol 10' turnaround Jump Shot (18 PTS),[1629626],1610612753.0,ORL,turnaround,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,10.54,Made,,,,,18.0,,,,,,,,,,,,,
565,PT05M49.00S,2022-11-05T23:06:27.1Z,4,REGULAR,3pt,Jump Shot,[],1626168,5.732588699080158,96.56862745098039,1610612758,94,95,2022-11-05T23:06:33Z,5570000,-233.0,1.0,1,left,T. Lyles 3PT  (15 PTS) (D. Sabonis 5 AST),"[1626168, 1627734]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,15.0,,,,D. Sabonis,1627734.0,5.0,,,,,,,
567,PT05M23.00S,2022-11-05T23:06:52.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.59198423127464,56.127450980392155,1610612753,96,95,2022-11-05T23:06:59Z,5590000,31.0,17.0,1,right,F. Wagner driving finger roll Layup (21 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,21.0,,,,,,,,,,,,,
568,PT05M07.00S,2022-11-05T23:07:08.2Z,4,REGULAR,3pt,Jump Shot,[],203084,20.71287779237845,90.93137254901961,1610612758,96,95,2022-11-05T23:07:13Z,5600000,-205.0,142.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
569,PT05M05.00S,2022-11-05T23:07:10.2Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,96,95,2022-11-05T23:07:13Z,5610000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:9),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,568.0,9.0,9.0,0.0,,,,,,,,,,,,,,
570,PT04M46.00S,2022-11-05T23:07:29.9Z,4,REGULAR,3pt,Jump Shot,[],1630532,69.07030223390277,71.81372549019608,1610612753,96,95,2022-11-05T23:07:36Z,5620000,109.0,238.0,1,right,MISS F. Wagner 26' step back 3PT,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
571,PT04M41.00S,2022-11-05T23:07:34.9Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,96,95,2022-11-05T23:07:36Z,5630000,,,0,,D. Fox REBOUND (Off:0 Def:5),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,570.0,5.0,5.0,0.0,,,,,,,,,,,,,,
572,PT04M35.00S,2022-11-05T23:07:40.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.296320630749015,56.61764705882353,1610612758,96,95,2022-11-05T23:07:47Z,5640000,-33.0,110.0,1,left,MISS D. Fox 11' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,11.5,Missed,,,,,,,,,,,,,,,,,,
573,PT04M31.00S,2022-11-05T23:07:44.5Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,96,95,2022-11-05T23:53:25Z,5650000,,,0,,P. Banchero REBOUND (Off:1 Def:14),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,572.0,15.0,14.0,1.0,,,,,,,,,,,,,,
574,PT04M14.00S,2022-11-05T23:08:02.0Z,4,REGULAR,3pt,Jump Shot,[],1630532,75.3777923784494,87.99019607843137,1610612753,96,95,2022-11-05T23:08:06Z,5660000,190.0,179.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
575,PT04M10.00S,2022-11-05T23:08:06.0Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,96,95,2022-11-05T23:08:06Z,5670000,,,0,,H. Barnes REBOUND (Off:2 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,574.0,4.0,2.0,2.0,,,,,,,,,,,,,,
577,PT04M02.00S,2022-11-05T23:08:28.9Z,4,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612758,96,95,2022-11-05T23:08:35Z,5690000,,,0,,W. Carter Jr. shooting personal FOUL (3 PF) (Sabonis 2 FT),"[1628976, 1627734]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,3.0,1.0,Sabonis,1627734.0,,
579,PT04M02.00S,2022-11-05T23:08:57.2Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,96,95,2022-11-05T23:08:57Z,5710000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
580,PT04M02.00S,2022-11-05T23:08:57.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,96,95,2022-11-05T23:08:57Z,5720000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,,,,,
581,PT04M02.00S,2022-11-05T23:08:58.8Z,4,REGULAR,substitution,out,[],1626168,,,1610612758,96,95,2022-11-05T23:09:06Z,5730000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M02.00S,2022-11-05T23:08:58.8Z,4,REGULAR,substitution,in,[],1628370,,,1610612758,96,95,2022-11-05T23:09:06Z,5740000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT04M02.00S,2022-11-05T23:09:24.8Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,96,96,2022-11-05T23:09:24Z,5750000,,,0,,D. Sabonis Free Throw 2 of 2 (22 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
585,PT03M50.00S,2022-11-05T23:09:41.8Z,4,REGULAR,foul,personal,[],1628989,,,1610612753,96,96,2022-11-05T23:09:48Z,5760000,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 1631094]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1201.0,2.0,0.0,Banchero,1631094.0,,
587,PT03M50.00S,2022-11-05T23:09:48.1Z,4,REGULAR,substitution,out,[],1627734,,,1610612753,96,96,2022-11-05T23:09:51Z,5780000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M50.00S,2022-11-05T23:09:48.1Z,4,REGULAR,substitution,in,[],1629002,,,1610612753,96,96,2022-11-05T23:09:51Z,5790000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT03M39.00S,2022-11-05T23:10:07.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,89.17542706964521,47.794117647058826,1610612753,96,96,2022-11-05T23:13:49Z,5800000,-11.0,49.0,1,right,MISS P. Banchero driving Layup - blocked,"[1631094, 1628989]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,Huerter,1628989.0
599,PT03M39.00S,2022-11-05T23:10:07.9Z,4,REGULAR,block,,[],1628989,,,1610612753,96,96,2022-11-05T23:13:29Z,5805000,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
600,PT03M39.00S,2022-11-05T23:10:07.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,96,96,2022-11-05T23:13:29Z,5807500,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,598.0,,,,,,,,,,,,,,,,,
591,PT03M26.00S,2022-11-05T23:10:42.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,8.09789750328515,52.450980392156865,1610612758,96,98,2022-11-05T23:13:32Z,5820000,-12.0,24.0,1,left,M. Monk cutting Layup (10 PTS) (C. Metu 1 AST),"[1628370, 1629002]",1610612758.0,SAC,cutting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.66,Made,,,,,10.0,,,,C. Metu,1629002.0,1.0,,,,,,,
593,PT03M08.00S,2022-11-05T23:11:02.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612753,96,98,2022-11-05T23:11:24Z,5840000,,,0,,D. Fox personal FOUL (2 PF) (Banchero 2 FT),"[1628368, 1631094]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2714.0,2.0,0.0,Banchero,1631094.0,,
595,PT03M08.00S,2022-11-05T23:11:34.2Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,97,98,2022-11-05T23:11:34Z,5860000,,,0,,P. Banchero Free Throw 1 of 2 (30 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
596,PT03M08.00S,2022-11-05T23:11:53.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,97,98,2022-11-05T23:11:53Z,5870000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M08.00S,2022-11-05T23:14:44.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,97,98,2022-11-05T23:14:44Z,5890000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT03M08.00S,2022-11-05T23:16:22.3Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,98,98,2022-11-05T23:16:22Z,5900000,,,0,,P. Banchero Free Throw 2 of 2 (31 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,31.0,,,,,,,,,,,,,
604,PT02M55.00S,2022-11-05T23:16:38.1Z,4,REGULAR,2pt,Jump Shot,[],1628368,21.76412614980289,30.637254901960787,1610612758,98,98,2022-11-05T23:16:47Z,5910000,97.0,152.0,1,left,MISS D. Fox 18' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,18.03,Missed,,,,,,,,,,,,,,,,,,
605,PT02M51.00S,2022-11-05T23:16:42.1Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,98,98,2022-11-05T23:16:47Z,5920000,,,0,,B. Bol REBOUND (Off:1 Def:5),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Right Center,,,604.0,6.0,5.0,1.0,,,,,,,,,,,,,,
606,PT02M35.00S,2022-11-05T23:16:58.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,93.38042049934296,50.49019607843137,1610612753,100,98,2022-11-05T23:17:11Z,5930000,2.0,10.0,1,right,W. Carter Jr. cutting DUNK (15 PTS) (P. Banchero 2 AST),"[1628976, 1631094]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,15.0,,,,P. Banchero,1631094.0,2.0,,,,,,,
608,PT02M21.00S,2022-11-05T23:17:12.7Z,4,REGULAR,3pt,Jump Shot,[],1628989,33.327858081471746,28.921568627450984,1610612758,100,98,2022-11-05T23:17:18Z,5950000,105.0,261.0,1,left,MISS K. Huerter 28' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,28.13,Missed,,,,,,,,,,,,,,,,,,
609,PT02M17.00S,2022-11-05T23:17:16.7Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,100,98,2022-11-05T23:17:18Z,5960000,,,0,,P. Banchero REBOUND (Off:1 Def:15),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,608.0,16.0,15.0,1.0,,,,,,,,,,,,,,
610,PT01M57.00S,2022-11-05T23:17:36.0Z,4,REGULAR,2pt,Jump Shot,[],1629626,83.26215505913272,20.833333333333336,1610612753,102,98,2022-11-05T23:17:43Z,5970000,-146.0,105.0,1,right,B. Bol 17' Jump Shot (20 PTS) (P. Banchero 3 AST),"[1629626, 1631094]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Left,17.96,Made,,,,,20.0,,,,P. Banchero,1631094.0,3.0,,,,,,,
612,PT01M41.00S,2022-11-05T23:17:58.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,5.863994743758213,50.0,1610612758,102,100,2022-11-05T23:18:04Z,5990000,0.0,3.0,1,left,C. Metu cutting DUNK (6 PTS) (H. Barnes 1 AST),"[1629002, 203084]",1610612758.0,SAC,cutting,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,6.0,,,,H. Barnes,203084.0,1.0,,,,,,,
614,PT01M21.00S,2022-11-05T23:18:22.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,89.30683311432325,50.98039215686274,1610612753,104,100,2022-11-05T23:18:27Z,6010000,5.0,48.0,1,right,P. Banchero driving floating bank Jump Shot (33 PTS),[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,4.82,Made,,,,,33.0,,,,,,,,,,,,,
615,PT01M20.00S,2022-11-05T23:18:32.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,104,100,2022-11-05T23:18:32Z,6020000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M20.00S,2022-11-05T23:19:32.4Z,4,REGULAR,substitution,out,[],1629002,,,1610612758,104,100,2022-11-05T23:20:28Z,6040000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M20.00S,2022-11-05T23:19:32.4Z,4,REGULAR,substitution,in,[],1627734,,,1610612758,104,100,2022-11-05T23:20:28Z,6050000,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M15.00S,2022-11-05T23:20:29.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,13.354139290407357,50.49019607843137,1610612758,104,102,2022-11-05T23:20:36Z,6060000,-2.0,73.0,1,left,D. Fox 7' turnaround fadeaway Jump Shot (24 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,24.0,,,,,,,,,,,,,
