actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId
583,PT06M27.00S,2023-03-10T02:12:33.3Z,4,REGULAR,foul,personal,[],203482,,,1610612753,103,112,2023-03-10T02:13:05Z,5740000,False,,,0,,K. Olynyk personal FOUL (2 PF),"[203482, 203914]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203593.0,2.0,0.0,,,,,,Harris,203914.0
585,PT06M23.00S,2023-03-10T02:12:56.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631094,31.225361366622867,73.0392156862745,1610612753,106,112,2023-03-10T02:13:02Z,5760000,False,-115.0,241.0,1,left,P. Banchero 26' 3PT pullup (17 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,26.71,Made,17.0,,,,,,,,,,,,,,,,,
586,PT06M08.00S,2023-03-10T02:13:12.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627739,90.09526938239159,41.42156862745098,1610612762,106,112,2023-03-10T02:13:18Z,5770000,False,-43.0,41.0,1,right,MISS K. Dunn DUNK - blocked,"[1627739, 1629048]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,Bitadze,1629048.0,,,,,
587,PT06M08.00S,2023-03-10T02:13:12.4Z,4,REGULAR,block,,[],1629048,,,1610612762,106,112,2023-03-10T02:13:14Z,5780000,False,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
588,PT06M04.00S,2023-03-10T02:13:16.4Z,4,REGULAR,rebound,offensive,[],1631323,,,1610612762,106,112,2023-03-10T02:13:18Z,5790000,False,,,0,,S. Fontecchio REBOUND (Off:2 Def:0),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,586.0,2.0,0.0,2.0,,,,,,,,,,
589,PT06M01.00S,2023-03-10T02:13:18.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,92.72339027595268,55.88235294117647,1610612762,106,114,2023-03-10T02:13:26Z,5800000,False,29.0,16.0,1,right,L. Markkanen driving Layup (26 PTS) (S. Fontecchio 2 AST),"[1628374, 1631323]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.34,Made,26.0,S. Fontecchio,1631323.0,2.0,,,,,,,,,,,,,,
591,PT05M40.00S,2023-03-10T02:13:39.2Z,4,REGULAR,3pt,Jump Shot,[],1631094,8.360709592641262,3.431372549019608,1610612753,109,114,2023-03-10T02:13:43Z,5820000,False,233.0,26.0,1,left,P. Banchero 3PT  (20 PTS) (J. Suggs 5 AST),"[1631094, 1630591]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,23.43,Made,20.0,J. Suggs,1630591.0,5.0,,,,,,,,,,,,,,
593,PT05M20.00S,2023-03-10T02:13:58.8Z,4,REGULAR,3pt,Jump Shot,[],1627739,66.17936925098554,55.63725490196079,1610612762,109,114,2023-03-10T02:14:09Z,5840000,False,28.0,265.0,1,right,MISS K. Dunn 26' 3PT,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
594,PT05M17.00S,2023-03-10T02:14:01.8Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,109,114,2023-03-10T02:14:09Z,5850000,False,,,0,,P. Banchero REBOUND (Off:1 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,593.0,6.0,5.0,1.0,,,,,,,,,,
595,PT05M08.00S,2023-03-10T02:14:11.7Z,4,REGULAR,3pt,Jump Shot,[],203914,23.209592641261498,91.42156862745098,1610612753,112,114,2023-03-10T02:14:16Z,5860000,False,-207.0,166.0,1,left,G. Harris 26' 3PT  (12 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,26.52,Made,12.0,,,,,,,,,,,,,,,,,
596,PT05M08.00S,2023-03-10T02:14:19.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,112,114,2023-03-10T02:14:19Z,5870000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M08.00S,2023-03-10T02:14:20.6Z,4,REGULAR,substitution,out,[],1631323,,,1610612762,112,114,2023-03-10T02:16:52Z,5880000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M08.00S,2023-03-10T02:14:20.6Z,4,REGULAR,substitution,out,[],203482,,,1610612762,112,114,2023-03-10T02:16:52Z,5890000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT05M08.00S,2023-03-10T02:14:20.6Z,4,REGULAR,substitution,in,[],1630534,,,1610612762,112,114,2023-03-10T02:16:52Z,5900000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT05M08.00S,2023-03-10T02:14:20.6Z,4,REGULAR,substitution,in,[],1629659,,,1610612762,112,114,2023-03-10T02:16:52Z,5910000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M58.00S,2023-03-10T02:17:54.3Z,4,REGULAR,foul,technical,['1freethrow'],1629048,,,1610612762,112,114,2023-03-10T02:17:59Z,5940000,False,,,0,,G. Bitadze defensive-3-second technical FOUL (1 Tech),[1629048],1610612753.0,ORL,defensive-3-second,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,1627963.0,1.0,1.0,,,,,,,
604,PT04M58.00S,2023-03-10T02:18:07.5Z,4,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,112,115,2023-03-10T02:18:07Z,5950000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (27 PTS),[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
605,PT04M52.00S,2023-03-10T02:18:25.9Z,4,REGULAR,3pt,Jump Shot,[],1629659,70.90998685939553,81.86274509803921,1610612762,112,118,2023-03-10T02:18:33Z,5960000,False,159.0,221.0,1,right,T. Horton-Tucker 27' 3PT  (23 PTS) (L. Markkanen 2 AST),"[1629659, 1628374]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,27.23,Made,23.0,L. Markkanen,1628374.0,2.0,,,,,,,,,,,,,,
607,PT04M30.00S,2023-03-10T02:18:47.3Z,4,REGULAR,3pt,Jump Shot,[],1628365,5.863994743758213,98.0392156862745,1610612753,112,118,2023-03-10T02:18:52Z,5980000,False,-240.0,3.0,1,left,MISS M. Fultz 24' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
608,PT04M27.00S,2023-03-10T02:18:50.3Z,4,REGULAR,rebound,defensive,[],1627739,,,1610612762,112,118,2023-03-10T02:18:52Z,5990000,False,,,0,,K. Dunn REBOUND (Off:1 Def:7),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,,,,,,,607.0,8.0,7.0,1.0,,,,,,,,,,
609,PT04M24.00S,2023-03-10T02:18:53.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,69.07030223390277,18.627450980392158,1610612762,112,118,2023-03-10T02:19:01Z,6000000,False,-157.0,238.0,1,right,MISS L. Markkanen 28' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,28.52,Missed,,,,,,,,,,,,,,,,,,
610,PT04M20.00S,2023-03-10T02:18:57.8Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,112,118,2023-03-10T02:19:01Z,6010000,False,,,0,,P. Banchero REBOUND (Off:1 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,609.0,7.0,6.0,1.0,,,,,,,,,,
611,PT04M10.00S,2023-03-10T02:19:07.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,10.068988173455978,36.029411764705884,1610612753,112,118,2023-03-10T02:19:15Z,6020000,False,70.0,42.0,1,left,MISS P. Banchero 8' driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,8.16,Missed,,,,,,,,,,,,,,,,,,
612,PT04M06.00S,2023-03-10T02:19:11.5Z,4,REGULAR,rebound,offensive,[],1628365,,,1610612753,112,118,2023-03-10T02:19:15Z,6030000,False,,,0,,M. Fultz REBOUND (Off:3 Def:0),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,611.0,3.0,0.0,3.0,,,,,,,,,,
613,PT04M06.00S,2023-03-10T02:19:11.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628365,5.590000152587891,50.0,1610612753,114,118,2023-03-10T02:19:11Z,6040000,False,0.0,0.0,1,left,M. Fultz tip DUNK (25 PTS),[1628365],1610612753.0,ORL,tip,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,0.0,Made,25.0,,,,,,,,,,,,,,,,,
614,PT03M45.00S,2023-03-10T02:19:32.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,92.32917214191852,60.29411764705882,1610612762,114,120,2023-03-10T02:19:37Z,6050000,False,51.0,20.0,1,right,K. Dunn driving Layup (10 PTS),[1627739],1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,10.0,,,,,,,,,,,,,,,,,
615,PT03M26.00S,2023-03-10T02:19:51.5Z,4,REGULAR,3pt,Jump Shot,[],1630591,31.225361366622867,30.14705882352941,1610612753,114,120,2023-03-10T02:20:01Z,6060000,False,99.0,241.0,1,left,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
616,PT03M21.00S,2023-03-10T02:19:56.5Z,4,REGULAR,rebound,offensive,[],1629048,,,1610612753,114,120,2023-03-10T02:20:01Z,6070000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,,,,,615.0,5.0,2.0,3.0,,,,,,,,,,
617,PT03M21.00S,2023-03-10T02:19:56.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,5.590000152587891,50.0,1610612753,114,120,2023-03-10T02:19:56Z,6080000,False,0.0,0.0,1,left,MISS G. Bitadze tip Layup,[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
618,PT03M18.00S,2023-03-10T02:19:59.2Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,114,120,2023-03-10T02:19:59Z,6090000,False,,,0,,P. Banchero REBOUND (Off:2 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,617.0,8.0,6.0,2.0,,,,,,,,,,
619,PT03M18.00S,2023-03-10T02:19:59.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,5.590000152587891,50.0,1610612753,116,120,2023-03-10T02:19:59Z,6100000,False,0.0,0.0,1,left,P. Banchero tip Layup (22 PTS),[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,0.0,Made,22.0,,,,,,,,,,,,,,,,,
620,PT03M01.00S,2023-03-10T02:20:16.5Z,4,REGULAR,turnover,lost ball,[],1629659,,,1610612762,116,120,2023-03-10T02:20:31Z,6110000,False,,,0,,T. Horton-Tucker lost ball TURNOVER (2 TO),"[1629659, 1630591]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Suggs,1630591.0,,
621,PT03M01.00S,2023-03-10T02:20:16.5Z,4,REGULAR,steal,,[],1630591,,,1610612753,116,120,2023-03-10T02:23:04Z,6120000,False,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
622,PT02M58.00S,2023-03-10T02:20:24.2Z,4,REGULAR,foul,personal,[],1627739,,,1610612753,116,120,2023-03-10T02:20:38Z,6130000,False,,,0,,K. Dunn personal FOUL (3 PF),"[1627739, 1628365]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1146.0,3.0,0.0,,,,,,Fultz,1628365.0
624,PT02M58.00S,2023-03-10T02:20:44.8Z,4,REGULAR,substitution,out,[],1629048,,,1610612753,116,120,2023-03-10T02:20:53Z,6150000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M58.00S,2023-03-10T02:20:44.8Z,4,REGULAR,substitution,in,[],1630532,,,1610612753,116,120,2023-03-10T02:20:53Z,6160000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M45.00S,2023-03-10T02:21:37.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,7.966491458607096,60.29411764705882,1610612753,116,120,2023-03-10T02:21:43Z,6170000,False,-51.0,22.0,1,left,MISS F. Wagner cutting Layup - blocked,"[1630532, 1628374]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,Markkanen,1628374.0,,,,,
627,PT02M45.00S,2023-03-10T02:21:37.2Z,4,REGULAR,block,,[],1628374,,,1610612753,116,120,2023-03-10T02:21:40Z,6180000,False,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
628,PT02M45.00S,2023-03-10T02:21:37.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,116,120,2023-03-10T02:21:43Z,6190000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,626.0,,,,,,,,,,,,,
629,PT02M41.00S,2023-03-10T02:22:05.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630532,8.623521681997373,47.794117647058826,1610612753,118,120,2023-03-10T02:22:10Z,6200000,False,11.0,29.0,1,left,F. Wagner cutting Layup (24 PTS) (J. Suggs 6 AST),"[1630532, 1630591]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.06,Made,24.0,J. Suggs,1630591.0,6.0,,,,,,,,,,,,,,
631,PT02M24.00S,2023-03-10T02:22:23.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,90.88370565045992,61.76470588235294,1610612762,118,120,2023-03-10T02:22:30Z,6220000,False,59.0,33.0,1,right,MISS L. Markkanen 6' driving Layup - blocked,"[1628374, 1631094]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,Banchero,1631094.0,,,,,
632,PT02M24.00S,2023-03-10T02:22:23.8Z,4,REGULAR,block,,[],1631094,,,1610612762,118,120,2023-03-10T02:22:26Z,6230000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
633,PT02M17.00S,2023-03-10T02:22:30.8Z,4,REGULAR,rebound,offensive,[],1631117,,,1610612762,118,120,2023-03-10T02:22:30Z,6240000,False,,,0,,W. Kessler REBOUND (Off:3 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,631.0,9.0,6.0,3.0,,,,,,,,,,
634,PT02M17.00S,2023-03-10T02:22:30.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631117,92.19776609724047,57.107843137254896,1610612762,118,122,2023-03-10T02:22:36Z,6250000,False,36.0,21.0,1,right,W. Kessler putback DUNK (10 PTS),[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,4.11,Made,10.0,,,,,,,,,,,,,,,,,
635,PT02M07.00S,2023-03-10T02:22:40.4Z,4,REGULAR,2pt,Jump Shot,[],1628365,10.33180026281209,80.63725490196079,1610612753,118,122,2023-03-10T02:24:38Z,6260000,False,-153.0,45.0,1,left,MISS M. Fultz 15' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,15.96,Missed,,,,,,,,,,,,,,,,,,
636,PT02M02.00S,2023-03-10T02:22:45.4Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612762,118,122,2023-03-10T02:22:46Z,6270000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:2),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,,,,,,,635.0,2.0,2.0,0.0,,,,,,,,,,
637,PT01M51.00S,2023-03-10T02:23:00.2Z,4,REGULAR,foul,personal,[],203914,,,1610612762,118,122,2023-03-10T02:23:28Z,6280000,False,,,0,,G. Harris personal FOUL (2 PF),"[203914, 1628374]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203593.0,2.0,0.0,,,,,,Markkanen,1628374.0
639,PT01M42.00S,2023-03-10T02:23:32.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,82.7365308804205,38.72549019607843,1610612762,118,124,2023-03-10T02:23:37Z,6300000,False,-56.0,110.0,1,right,K. Dunn 12' driving floating Jump Shot (12 PTS),[1627739],1610612762.0,UTA,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,12.34,Made,12.0,,,,,,,,,,,,,,,,,
640,PT01M28.00S,2023-03-10T02:23:49.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,10.988830486202366,45.09803921568628,1610612753,120,124,2023-03-10T02:23:53Z,6310000,False,25.0,51.0,1,left,J. Suggs driving Layup (17 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,17.0,,,,,,,,,,,,,,,,,
641,PT01M15.00S,2023-03-10T02:24:08.5Z,4,REGULAR,foul,offensive,[],1628374,,,1610612762,120,124,2023-03-10T02:24:45Z,6320000,False,,,0,,L. Markkanen off-the-ball offensive FOUL (2 PF),"[1628374, 1630532]",1610612762.0,UTA,off-the-ball,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1146.0,2.0,0.0,,,,,,Wagner,1630532.0
643,PT01M15.00S,2023-03-10T02:24:08.5Z,4,REGULAR,turnover,offensive foul,[],1628374,,,1610612762,120,124,2023-03-10T02:24:08Z,6340000,False,,,0,,L. Markkanen offensive foul TURNOVER (2 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1146.0,,,,,2.0,,,,
644,PT01M06.00S,2023-03-10T02:24:37.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,30.17411300919842,31.61764705882353,1610612753,120,124,2023-03-10T02:24:48Z,6350000,False,92.0,231.0,1,left,MISS J. Suggs 24' step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,24.87,Missed,,,,,,,,,,,,,,,,,,
645,PT01M03.00S,2023-03-10T02:24:44.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,120,124,2023-03-10T02:24:45Z,6360000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,644.0,,,,,,,,,,,,,
647,PT00M52.50S,2023-03-10T02:25:18.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631094,20.844283837056505,7.8431372549019605,1610612753,123,124,2023-03-10T02:25:23Z,6380000,False,211.0,143.0,1,left,P. Banchero 25' 3PT  (25 PTS) (M. Fultz 6 AST),"[1631094, 1628365]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,25.5,Made,25.0,M. Fultz,1628365.0,6.0,,,,,,,,,,,,,,
649,PT00M37.50S,2023-03-10T02:25:38.5Z,4,REGULAR,3pt,Jump Shot,[],1630534,67.23061760840999,31.372549019607842,1610612762,123,124,2023-03-10T02:25:45Z,6400000,False,-93.0,256.0,1,right,MISS O. Agbaji 27' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
650,PT00M35.30S,2023-03-10T02:25:40.7Z,4,REGULAR,rebound,offensive,[],1631117,,,1610612762,123,124,2023-03-10T02:25:45Z,6410000,False,,,0,,W. Kessler REBOUND (Off:4 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,649.0,10.0,6.0,4.0,,,,,,,,,,
651,PT00M35.30S,2023-03-10T02:25:44.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,123,126,2023-03-10T02:25:44Z,6420000,False,0.0,0.0,1,right,W. Kessler putback Layup (12 PTS),[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,12.0,,,,,,,,,,,,,,,,,
652,PT00M35.30S,2023-03-10T02:25:45.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203914,,,1610612762,123,126,2023-03-10T02:25:55Z,6430000,False,,,0,,G. Harris shooting personal FOUL (3 PF) (Kessler 1 FT),"[203914, 1631117]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1146.0,3.0,0.0,,,,,,Kessler,1631117.0
654,PT00M35.30S,2023-03-10T02:26:43.6Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1631117,,,1610612762,123,127,2023-03-10T02:26:43Z,6450000,False,,,0,,W. Kessler Free Throw 1 of 1 (13 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
655,PT00M35.30S,2023-03-10T02:26:49.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,123,127,2023-03-10T02:26:49Z,6460000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M32.10S,2023-03-10T02:28:30.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627739,,,1610612753,123,127,2023-03-10T02:29:05Z,6470000,False,,,0,,K. Dunn shooting personal FOUL (4 PF) (Banchero 2 FT),"[1627739, 1631094]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,4.0,0.0,,,,,,Banchero,1631094.0
658,PT00M32.10S,2023-03-10T02:29:17.8Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,123,127,2023-03-10T02:29:17Z,6490000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
659,PT00M32.10S,2023-03-10T02:29:17.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,123,127,2023-03-10T02:29:17Z,6500000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,658.0,,,,,,,,,,,,,
660,PT00M32.10S,2023-03-10T02:29:42.6Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,124,127,2023-03-10T02:29:42Z,6510000,False,,,0,,P. Banchero Free Throw 2 of 2 (26 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
661,PT00M10.80S,2023-03-10T02:30:09.4Z,4,REGULAR,2pt,Jump Shot,[],1628374,87.46714848883047,66.91176470588235,1610612762,124,129,2023-03-10T02:30:16Z,6520000,False,85.0,65.0,1,right,L. Markkanen 10' driving floating Jump Shot (29 PTS) (T. Horton-Tucker 8 AST),"[1628374, 1629659]",1610612762.0,UTA,driving floating,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,10.69,Made,29.0,T. Horton-Tucker,1629659.0,8.0,,,,,,,,,,,,,,
663,PT00M10.80S,2023-03-10T02:30:16.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,124,129,2023-03-10T02:30:16Z,6540000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M08.40S,2023-03-10T02:31:43.8Z,4,REGULAR,3pt,Jump Shot,[],1630532,34.11629434954008,50.245098039215684,1610612753,124,129,2023-03-10T02:31:52Z,6550000,False,-1.0,268.0,1,left,MISS F. Wagner 26' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
665,PT00M04.60S,2023-03-10T02:31:47.6Z,4,REGULAR,rebound,defensive,[],1627739,,,1610612762,124,129,2023-03-10T02:31:47Z,6560000,False,,,0,,K. Dunn REBOUND (Off:1 Def:8),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,664.0,9.0,8.0,1.0,,,,,,,,,,
