actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
529,PT07M13.00S,2022-11-28T01:03:09.8Z,4,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612753,84,111,2022-11-28T01:03:17Z,5200000,False,,,0,,G. Niang shooting personal FOUL (4 PF) (Banchero 2 FT),"[1627777, 1631094]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Center,1155.0,,,,,,,,,,,,,4.0,0.0,Banchero,1631094.0,,,
531,PT07M13.00S,2022-11-28T01:03:40.1Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,84,111,2022-11-28T01:03:40Z,5220000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
532,PT07M13.00S,2022-11-28T01:03:40.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,84,111,2022-11-28T01:03:40Z,5230000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,
533,PT07M13.00S,2022-11-28T01:03:40.8Z,4,REGULAR,substitution,out,[],203914,,,1610612753,84,111,2022-11-28T01:04:06Z,5240000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M13.00S,2022-11-28T01:03:40.8Z,4,REGULAR,substitution,out,[],1627788,,,1610612753,84,111,2022-11-28T01:04:06Z,5250000,False,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M13.00S,2022-11-28T01:03:40.8Z,4,REGULAR,substitution,in,[],1629021,,,1610612753,84,111,2022-11-28T01:04:06Z,5260000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M13.00S,2022-11-28T01:03:40.8Z,4,REGULAR,substitution,in,[],1629001,,,1610612753,84,111,2022-11-28T01:04:06Z,5270000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT07M13.00S,2022-11-28T01:04:08.5Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,85,111,2022-11-28T01:04:08Z,5280000,False,,,0,,P. Banchero Free Throw 2 of 2 (18 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,
538,PT07M03.00S,2022-11-28T01:04:13.0Z,4,REGULAR,3pt,Jump Shot,[],1627777,32.14355949973308,46.568627450980394,1610612755,85,111,2022-11-28T01:04:17Z,5290000,False,17.0,250.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,25.02,Missed,,,,,,,,,,,,,,,,,
539,PT07M01.00S,2022-11-28T01:04:15.0Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,85,111,2022-11-28T01:04:17Z,5300000,False,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,538.0,3.0,3.0,0.0,,,,,,,,,,,
540,PT06M55.00S,2022-11-28T01:04:20.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631216,92.98455818567264,96.32352941176471,1610612753,88,111,2022-11-28T01:04:29Z,5310000,False,232.0,13.0,1,right,C. Houstan 3PT running (9 PTS) (B. Bol 3 AST),"[1631216, 1629626]",1610612753.0,ORL,running,,,Houstan,C. Houstan,,,,,Right Corner 3,24+ Right,,23.2,Made,,,,,,,9.0,B. Bol,1629626.0,3.0,,,,,,,
542,PT06M55.00S,2022-11-28T01:04:26.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,88,111,2022-11-28T01:04:35Z,5330000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M44.00S,2022-11-28T01:07:26.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,5.599538474765933,48.28431372549019,1610612755,88,113,2022-11-28T01:07:33Z,5340000,False,9.0,0.0,1,left,P. Reed alley-oop Layup (10 PTS) (S. Milton 7 AST),"[1630194, 1629003]",1610612755.0,PHI,alley-oop,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,0.86,Made,,,,,,,10.0,S. Milton,1629003.0,7.0,,,,,,,
545,PT06M25.00S,2022-11-28T01:07:45.0Z,4,REGULAR,3pt,Jump Shot,[],1630181,68.93725200958853,26.715686274509803,1610612753,88,113,2022-11-28T01:07:53Z,5360000,False,-116.0,239.0,1,right,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Left Center,,26.63,Missed,,,,,,,,,,,,,,,,,
546,PT06M18.00S,2022-11-28T01:07:52.0Z,4,REGULAR,rebound,offensive,[],1629021,,,1610612753,88,113,2022-11-28T01:07:53Z,5370000,False,,,0,,M. Wagner REBOUND (Off:3 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,545.0,6.0,3.0,3.0,,,,,,,,,,,
547,PT06M18.00S,2022-11-28T01:07:51.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,94.40999984741211,50.0,1610612753,90,113,2022-11-28T01:07:51Z,5380000,False,0.0,0.0,1,right,M. Wagner tip Layup (12 PTS),[1629021],1610612753.0,ORL,tip,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,,0.0,Made,,,,,,,12.0,,,,,,,,,,
548,PT06M01.00S,2022-11-28T01:08:09.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,6.438896189224705,40.02757352941176,1610612755,90,113,2022-11-28T01:14:59Z,5390000,False,50.0,8.0,1,left,MISS D. Melton floating Shot,[1629001],1610612755.0,PHI,floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,5.05,Missed,,,,,,,,,,,,,,,,,
549,PT05M58.00S,2022-11-28T01:08:12.8Z,4,REGULAR,rebound,offensive,[],1629001,,,1610612755,90,113,2022-11-28T01:08:17Z,5400000,False,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,548.0,3.0,2.0,1.0,,,,,,,,,,,
550,PT05M56.00S,2022-11-28T01:08:13.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629003,11.381404440600361,34.80392156862745,1610612755,90,115,2022-11-28T01:08:23Z,5410000,False,76.0,54.0,1,left,S. Milton 9' floating Jump Shot (29 PTS),[1629003],1610612755.0,PHI,floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Right,,9.35,Made,,,,,,,29.0,,,,,,,,,,
551,PT05M40.00S,2022-11-28T01:08:29.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,89.96221915807736,54.166666666666664,1610612753,90,115,2022-11-28T01:08:34Z,5420000,False,21.0,42.0,1,right,MISS P. Banchero driving Layup - blocked,"[1631094, 1630194]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,4.68,Missed,Reed,1630194.0,,,,,,,,,,,,,,,
552,PT05M40.00S,2022-11-28T01:08:29.7Z,4,REGULAR,block,,[],1630194,,,1610612753,90,115,2022-11-28T01:08:32Z,5430000,False,,,0,,P. Reed BLOCK (2 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
553,PT05M38.00S,2022-11-28T01:08:31.7Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,90,115,2022-11-28T01:08:34Z,5440000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,551.0,5.0,5.0,0.0,,,,,,,,,,,
554,PT05M36.00S,2022-11-28T01:08:34.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202699,6.125162653478154,48.77450980392157,1610612755,90,117,2022-11-28T01:08:42Z,5450000,False,6.0,5.0,1,left,T. Harris running DUNK (23 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,0.8,Made,,,,,,,23.0,,,,,,,,,,
555,PT05M22.00S,2022-11-28T01:08:48.3Z,4,REGULAR,turnover,lost ball,[],1629021,,,1610612753,90,117,2022-11-28T01:08:54Z,5460000,False,,,0,,M. Wagner lost ball TURNOVER (4 TO),"[1629021, 1629001]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,4.0,Melton,1629001.0
556,PT05M22.00S,2022-11-28T01:08:48.3Z,4,REGULAR,steal,,[],1629001,,,1610612755,90,117,2022-11-28T01:08:51Z,5470000,False,,,0,,D. Melton STEAL (3 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
557,PT05M17.00S,2022-11-28T01:08:53.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,5.862350564122043,47.794117647058826,1610612755,90,119,2022-11-28T01:09:01Z,5480000,False,11.0,3.0,1,left,T. Harris alley-oop Layup (25 PTS) (G. Niang 5 AST),"[202699, 1627777]",1610612755.0,PHI,alley-oop,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,1.13,Made,,,,,,,25.0,G. Niang,1627777.0,5.0,,,,,,,
559,PT05M17.00S,2022-11-28T01:09:00.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,90,119,2022-11-28T01:09:00Z,5500000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M17.00S,2022-11-28T01:10:56.0Z,4,REGULAR,substitution,out,[],1631094,,,1610612753,90,119,2022-11-28T01:11:42Z,5510000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M17.00S,2022-11-28T01:10:56.0Z,4,REGULAR,substitution,out,[],202699,,,1610612753,90,119,2022-11-28T01:11:42Z,5520000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M17.00S,2022-11-28T01:10:56.0Z,4,REGULAR,substitution,out,[],1627777,,,1610612753,90,119,2022-11-28T01:11:42Z,5530000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT05M17.00S,2022-11-28T01:10:56.0Z,4,REGULAR,substitution,in,[],1629678,,,1610612753,90,119,2022-11-28T01:11:42Z,5540000,False,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M17.00S,2022-11-28T01:10:56.0Z,4,REGULAR,substitution,in,[],1627863,,,1610612753,90,119,2022-11-28T01:11:42Z,5550000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT05M17.00S,2022-11-28T01:10:56.0Z,4,REGULAR,substitution,in,[],1630577,,,1610612753,90,119,2022-11-28T01:11:42Z,5560000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612755.0,PHI,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M11.00S,2022-11-28T01:11:55.1Z,4,REGULAR,3pt,Jump Shot,[],1631216,70.11990641169103,80.88235294117648,1610612753,90,119,2022-11-28T01:12:01Z,5570000,False,154.0,228.0,1,right,MISS C. Houstan 27' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,,27.57,Missed,,,,,,,,,,,,,,,,,
567,PT05M07.00S,2022-11-28T01:11:59.1Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,90,119,2022-11-28T01:12:01Z,5580000,False,,,0,,P. Reed REBOUND (Off:2 Def:9),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,566.0,11.0,9.0,2.0,,,,,,,,,,,
568,PT04M53.00S,2022-11-28T01:12:13.1Z,4,REGULAR,3pt,Jump Shot,[],1630577,10.724374217210086,4.6568627450980395,1610612755,90,119,2022-11-28T01:12:18Z,5590000,False,227.0,48.0,1,left,MISS J. Champagnie 3PT,[1630577],1610612755.0,PHI,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,23.18,Missed,,,,,,,,,,,,,,,,,
569,PT04M50.00S,2022-11-28T01:12:16.1Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,90,119,2022-11-28T01:12:18Z,5600000,False,,,0,,B. Bol REBOUND (Off:0 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Right Corner 3,24+ Right,,,,,,568.0,4.0,4.0,0.0,,,,,,,,,,,
570,PT04M40.00S,2022-11-28T01:12:25.5Z,4,REGULAR,2pt,Jump Shot,[],1629626,76.29599051155964,54.166666666666664,1610612753,90,119,2022-11-28T01:12:35Z,5610000,False,21.0,170.0,1,right,MISS B. Bol 17' pullup Shot,[1629626],1610612753.0,ORL,pullup,,,Bol,B. Bol,,,,,Mid-Range,16-24 Center,,17.16,Missed,,,,,,,,,,,,,,,,,
571,PT04M36.00S,2022-11-28T01:12:29.5Z,4,REGULAR,rebound,offensive,[],1629678,,,1610612753,90,119,2022-11-28T01:12:30Z,5620000,False,,,0,,A. Schofield REBOUND (Off:3 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Mid-Range,16-24 Center,,,,,,570.0,4.0,1.0,3.0,,,,,,,,,,,
572,PT04M30.00S,2022-11-28T01:12:35.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629678,82.86629274546239,96.81372549019608,1610612753,93,119,2022-11-28T01:12:40Z,5630000,False,234.0,109.0,1,right,A. Schofield 25' 3PT  (3 PTS) (C. Houstan 3 AST),"[1629678, 1631216]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Above the Break 3,24+ Right Center,,25.81,Made,,,,,,,3.0,C. Houstan,1631216.0,3.0,,,,,,,
574,PT04M12.00S,2022-11-28T01:12:53.8Z,4,REGULAR,3pt,Jump Shot,[],1627863,20.579827568064225,91.17647058823529,1610612755,93,119,2022-11-28T01:12:59Z,5650000,False,-206.0,141.0,1,left,MISS D. House Jr. 24' 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,,24.96,Missed,,,,,,,,,,,,,,,,,
575,PT04M06.00S,2022-11-28T01:12:59.8Z,4,REGULAR,rebound,offensive,[],1629003,,,1610612755,93,119,2022-11-28T01:12:59Z,5660000,False,,,0,,S. Milton REBOUND (Off:1 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,574.0,4.0,3.0,1.0,,,,,,,,,,,
576,PT04M01.00S,2022-11-28T01:13:04.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,32.80058972312336,34.80392156862745,1610612755,93,119,2022-11-28T01:13:10Z,5670000,False,76.0,256.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,26.69,Missed,,,,,,,,,,,,,,,,,
577,PT03M56.00S,2022-11-28T01:13:09.7Z,4,REGULAR,rebound,offensive,[],1629003,,,1610612755,93,119,2022-11-28T01:13:10Z,5680000,False,,,0,,S. Milton REBOUND (Off:2 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,,,,,,576.0,5.0,3.0,2.0,,,,,,,,,,,
604,PT03M49.00S,2022-11-28T01:13:16.5Z,4,REGULAR,violation,kicked ball,[],1631216,,,1610612755,93,119,2022-11-28T01:17:44Z,5695000,False,,,0,,C. Houstan kicked ball VIOLATION,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M49.00S,2022-11-28T01:13:28.4Z,4,REGULAR,substitution,out,[],1629001,,,1610612755,93,119,2022-11-28T01:13:38Z,5710000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M49.00S,2022-11-28T01:13:28.4Z,4,REGULAR,substitution,out,[],1629003,,,1610612755,93,119,2022-11-28T01:13:38Z,5720000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M49.00S,2022-11-28T01:13:28.4Z,4,REGULAR,substitution,in,[],1630240,,,1610612755,93,119,2022-11-28T01:13:38Z,5730000,False,,,0,,SUB in: S. Lee,[1630240],1610612755.0,PHI,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M49.00S,2022-11-28T01:13:28.4Z,4,REGULAR,substitution,in,[],1627788,,,1610612755,93,119,2022-11-28T01:13:38Z,5740000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT03M42.00S,2022-11-28T01:14:05.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630240,7.176411010902594,47.794117647058826,1610612755,93,121,2022-11-28T01:14:39Z,5750000,False,11.0,15.0,1,left,S. Lee driving Layup (2 PTS),[1630240],1610612755.0,PHI,driving,,,Lee,S. Lee,,,,,Restricted Area,0-8 Center,,1.86,Made,,,,,,,2.0,,,,,,,,,,
585,PT03M21.00S,2022-11-28T01:14:25.6Z,4,REGULAR,2pt,Jump Shot,[],1630181,85.23160154966737,14.950980392156863,1610612753,95,121,2022-11-28T01:14:33Z,5760000,False,-175.0,86.0,1,right,R. Hampton 19' step back Jump Shot (9 PTS),[1630181],1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,Mid-Range,16-24 Left,,19.53,Made,,,,,,,9.0,,,,,,,,,,
586,PT03M04.00S,2022-11-28T01:14:48.8Z,4,REGULAR,turnover,bad pass,[],1630240,,,1610612755,95,121,2022-11-28T01:19:13Z,5770000,False,,,0,,S. Lee bad pass TURNOVER (1 TO),[1630240],1610612755.0,PHI,,,,Lee,S. Lee,,,,,Mid-Range,16-24 Center,202041.0,,,,,,,,,,,,,,,,,1.0,,
587,PT02M46.00S,2022-11-28T01:15:19.9Z,4,REGULAR,turnover,bad pass,[],1629626,,,1610612753,95,121,2022-11-28T01:21:05Z,5780000,False,,,0,,B. Bol bad pass TURNOVER (3 TO),"[1629626, 1630240]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,3.0,Lee,1630240.0
588,PT02M46.00S,2022-11-28T01:15:19.9Z,4,REGULAR,steal,,[],1630240,,,1610612755,95,121,2022-11-28T01:23:37Z,5790000,False,,,0,,S. Lee STEAL (1 STL),[1630240],1610612755.0,PHI,,,,Lee,S. Lee,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
589,PT02M42.00S,2022-11-28T01:15:24.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627863,6.519380787512318,47.794117647058826,1610612755,95,123,2022-11-28T01:15:35Z,5800000,False,11.0,9.0,1,left,D. House Jr. running DUNK (17 PTS) (S. Lee 1 AST),"[1627863, 1630240]",1610612755.0,PHI,running,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,1.41,Made,,,,,,,17.0,S. Lee,1630240.0,1.0,,,,,,,
591,PT02M21.00S,2022-11-28T01:15:44.6Z,4,REGULAR,3pt,Jump Shot,[],1631216,68.80584596491049,76.7156862745098,1610612753,95,123,2022-11-28T01:15:50Z,5820000,False,134.0,241.0,1,right,MISS C. Houstan 27' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,,27.53,Missed,,,,,,,,,,,,,,,,,
592,PT02M17.00S,2022-11-28T01:15:48.6Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,95,123,2022-11-28T01:15:50Z,5830000,False,,,0,,P. Reed REBOUND (Off:2 Def:10),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,591.0,12.0,10.0,2.0,,,,,,,,,,,
593,PT01M58.00S,2022-11-28T01:16:08.3Z,4,REGULAR,3pt,Jump Shot,[],1627788,3.8912598939512155,4.166666666666666,1610612755,95,126,2022-11-28T01:16:14Z,5840000,False,229.0,-16.0,1,left,F. Korkmaz 3PT step back (14 PTS) (P. Reed 3 AST),"[1627788, 1630194]",1610612755.0,PHI,step back,,,Korkmaz,F. Korkmaz,,,,,Right Corner 3,24+ Right,,22.98,Made,,,,,,,14.0,P. Reed,1630194.0,3.0,,,,,,,
595,PT01M41.00S,2022-11-28T01:16:27.7Z,4,REGULAR,turnover,bad pass,[],1629626,,,1610612753,95,126,2022-11-28T01:16:32Z,5860000,False,,,0,,B. Bol bad pass TURNOVER (4 TO),"[1629626, 1630577]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,4.0,Champagnie,1630577.0
596,PT01M41.00S,2022-11-28T01:16:27.7Z,4,REGULAR,steal,,[],1630577,,,1610612755,95,126,2022-11-28T01:32:47Z,5870000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612755.0,PHI,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
597,PT01M35.00S,2022-11-28T01:16:34.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627788,8.096253323648982,39.46078431372549,1610612755,95,126,2022-11-28T01:16:45Z,5880000,False,53.0,24.0,1,left,MISS F. Korkmaz driving Layup,[1627788],1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),0-8 Center,,5.77,Missed,,,,,,,,,,,,,,,,,
598,PT01M35.00S,2022-11-28T01:16:34.6Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,95,126,2022-11-28T01:16:57Z,5890000,False,,,0,,P. Reed REBOUND (Off:3 Def:10),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,597.0,13.0,10.0,3.0,,,,,,,,,,,
599,PT01M34.00S,2022-11-28T01:16:38.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630194,5.730944519443988,48.529411764705884,1610612755,95,128,2022-11-28T01:16:51Z,5900000,False,7.0,1.0,1,left,P. Reed tip Layup (12 PTS),[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,0.75,Made,,,,,,,12.0,,,,,,,,,,
600,PT01M22.00S,2022-11-28T01:16:50.6Z,4,REGULAR,foul,personal,['2freethrow'],1630240,,,1610612753,95,128,2022-11-28T01:17:02Z,5910000,False,,,0,,S. Lee shooting personal FOUL (1 PF) (Hampton 2 FT),"[1630240, 1630181]",1610612755.0,PHI,shooting,,,Lee,S. Lee,,,,,Mid-Range,16-24 Center,1628487.0,,,,,,,,,,,,,1.0,0.0,Hampton,1630181.0,,,
602,PT01M22.00S,2022-11-28T01:17:13.6Z,4,REGULAR,freethrow,1 of 2,[],1630181,,,1610612753,96,128,2022-11-28T01:17:13Z,5930000,False,,,0,,R. Hampton Free Throw 1 of 2 (10 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,
603,PT01M22.00S,2022-11-28T01:17:27.8Z,4,REGULAR,freethrow,2 of 2,[],1630181,,,1610612753,97,128,2022-11-28T01:17:27Z,5940000,False,,,0,,R. Hampton Free Throw 2 of 2 (11 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,
605,PT01M07.00S,2022-11-28T01:17:48.9Z,4,REGULAR,foul,personal,['2freethrow'],1631216,,,1610612755,97,128,2022-11-28T01:18:17Z,5950000,False,,,0,,C. Houstan shooting personal FOUL (2 PF) (House Jr. 2 FT),"[1631216, 1627863]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,1628487.0,,,,,,,,,,,,,2.0,0.0,House Jr.,1627863.0,,,
607,PT01M07.00S,2022-11-28T01:18:18.7Z,4,REGULAR,freethrow,1 of 2,[],1627863,,,1610612755,97,129,2022-11-28T01:18:18Z,5970000,False,,,0,,D. House Jr. Free Throw 1 of 2 (18 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,
608,PT01M07.00S,2022-11-28T01:18:27.8Z,4,REGULAR,freethrow,2 of 2,[],1627863,,,1610612755,97,130,2022-11-28T01:18:27Z,5980000,False,,,0,,D. House Jr. Free Throw 2 of 2 (19 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,
609,PT00M54.90S,2022-11-28T01:18:44.5Z,4,REGULAR,violation,kicked ball,[],1630194,,,1610612753,97,130,2022-11-28T01:28:00Z,5990000,False,,,0,,P. Reed kicked ball VIOLATION,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,1155.0,,,,,,,,,,,,,,,,,,,
610,PT00M50.70S,2022-11-28T01:18:58.0Z,4,REGULAR,3pt,Jump Shot,[],1629678,89.30518893468708,96.56862745098039,1610612753,100,130,2022-11-28T01:19:22Z,6000000,False,233.0,48.0,1,right,A. Schofield 3PT  (6 PTS) (R. Hampton 3 AST),"[1629678, 1630181]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Right Corner 3,24+ Right,,23.77,Made,,,,,,,6.0,R. Hampton,1630181.0,3.0,,,,,,,
