actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
443,PT01M52.00S,2022-03-23T00:43:39.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,9.806176084099869,49.26470588235294,1610612744,63,72,2022-03-23T00:43:44Z,4400000,4.0,40.0,1,left,D. Green cutting Layup (2 PTS) (K. Thompson 2 AST),"[203110, 202691]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,3.99,Made,,,,,,,,,,2.0,K. Thompson,202691.0,2.0,,,,,,
445,PT01M34.00S,2022-03-23T00:44:01.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202691,,,1610612753,63,72,2022-03-23T00:44:18Z,4420000,,,0,,K. Thompson personal FOUL (2 PF) (Carter Jr. 2 FT),"[202691, 1628976]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Carter Jr.,1628976.0,
448,PT01M34.00S,2022-03-23T00:44:26.7Z,3,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,64,72,2022-03-23T00:44:26Z,4440000,,,0,,W. Carter Jr. Free Throw 1 of 2 (16 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,,,,,,16.0,,,,,,,,,
449,PT01M34.00S,2022-03-23T00:44:28.4Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,64,72,2022-03-23T00:44:34Z,4450000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M34.00S,2022-03-23T00:44:28.4Z,3,REGULAR,substitution,in,[],1629678,,,1610612753,64,72,2022-03-23T00:44:34Z,4460000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT01M34.00S,2022-03-23T00:44:47.5Z,3,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,65,72,2022-03-23T00:44:47Z,4470000,,,0,,W. Carter Jr. Free Throw 2 of 2 (17 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
452,PT01M25.00S,2022-03-23T00:45:01.6Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612744,65,72,2022-03-23T00:45:27Z,4480000,,,0,,W. Carter Jr. shooting personal FOUL (4 PF) (Kuminga 2 FT),"[1628976, 1630228]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,1146.0,4.0,0.0,Kuminga,1630228.0,
454,PT01M25.00S,2022-03-23T00:45:29.4Z,3,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,65,73,2022-03-23T00:45:49Z,4500000,,,0,,J. Kuminga Free Throw 1 of 2 (13 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
455,PT01M25.00S,2022-03-23T00:45:29.4Z,3,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,65,73,2022-03-23T00:45:49Z,4510000,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Missed,,,,,,,,,,,,,,,,,,,
456,PT01M22.00S,2022-03-23T00:45:32.4Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,65,73,2022-03-23T00:45:49Z,4520000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,455.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
457,PT01M12.00S,2022-03-23T00:45:57.6Z,3,REGULAR,3pt,Jump Shot,[],1629643,70.38436268068331,78.92156862745098,1610612753,65,73,2022-03-23T00:46:02Z,4530000,145.0,226.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
458,PT01M09.00S,2022-03-23T00:46:00.6Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,65,73,2022-03-23T00:46:02Z,4540000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,457.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
459,PT00M59.70S,2022-03-23T00:46:15.5Z,3,REGULAR,turnover,out-of-bounds,[],1630541,,,1610612744,65,73,2022-03-23T00:46:28Z,4550000,,,0,,M. Moody bad pass out-of-bounds TURNOVER (1 TO),[1630541],1610612744.0,GSW,bad pass,,,Moody,M. Moody,,,,,,,,,,,1.0,,,,,,,,,1627962.0,,,,,
460,PT00M47.10S,2022-03-23T00:46:34.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628365,89.43823915900131,43.872549019607845,1610612753,65,73,2022-03-23T00:46:38Z,4560000,-31.0,47.0,1,right,MISS M. Fultz turnaround Hook,[1628365],1610612753.0,ORL,turnaround,,,Fultz,M. Fultz,,,,,5.59,Missed,,,,,,,,,,,,,,,,,,,
461,PT00M44.90S,2022-03-23T00:46:36.2Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,65,73,2022-03-23T00:46:36Z,4570000,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,460.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
462,PT00M40.40S,2022-03-23T00:46:40.7Z,3,REGULAR,turnover,lost ball,[],1630228,,,1610612744,65,73,2022-03-23T00:46:46Z,4580000,,,0,,J. Kuminga lost ball TURNOVER (2 TO),"[1630228, 203914]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,2.0,Harris,203914.0,,,,,,,,,,,,
463,PT00M40.40S,2022-03-23T00:46:40.7Z,3,REGULAR,steal,,[],203914,,,1610612753,65,73,2022-03-23T00:46:43Z,4590000,,,0,,G. Harris STEAL (3 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M31.30S,2022-03-23T00:46:49.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203914,66.5735873850197,71.07843137254902,1610612753,65,73,2022-03-23T00:46:55Z,4600000,105.0,262.0,1,right,MISS G. Harris 28' pullup bank 3PT,[203914],1610612753.0,ORL,pullup bank,,,Harris,G. Harris,,,,,28.21,Missed,,,,,,,,,,,,,,,,,,,
465,PT00M27.30S,2022-03-23T00:46:53.8Z,3,REGULAR,rebound,defensive,[],1630228,,,1610612744,65,73,2022-03-23T00:46:55Z,4610000,,,0,,J. Kuminga REBOUND (Off:0 Def:5),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,464.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
466,PT00M13.80S,2022-03-23T00:47:11.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629678,,,1610612744,65,73,2022-03-23T00:47:28Z,4620000,,,0,,A. Schofield shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1629678, 1630228]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Kuminga,1630228.0,
468,PT00M13.80S,2022-03-23T00:47:35.2Z,3,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,65,73,2022-03-23T00:47:35Z,4640000,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Missed,,,,,,,,,,,,,,,,,,,
469,PT00M13.80S,2022-03-23T00:47:35.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,65,73,2022-03-23T00:47:35Z,4650000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,,
470,PT00M13.80S,2022-03-23T00:47:51.6Z,3,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,65,74,2022-03-23T00:47:51Z,4660000,,,0,,J. Kuminga Free Throw 2 of 2 (14 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
471,PT00M06.10S,2022-03-23T00:48:08.5Z,3,REGULAR,3pt,Jump Shot,[],1629643,71.30420499342969,11.27450980392157,1610612753,65,74,2022-03-23T00:48:17Z,4670000,-194.0,217.0,1,right,MISS C. Okeke 29' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,29.1,Missed,,,,,,,,,,,,,,,,,,,
472,PT00M04.50S,2022-03-23T00:48:15.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,65,74,2022-03-23T00:48:15Z,4680000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,
473,PT00M04.50S,2022-03-23T00:48:16.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,65,74,2022-03-23T00:48:16Z,4690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT00M04.50S,2022-03-23T00:48:20.7Z,3,REGULAR,substitution,out,[],203110,,,1610612744,65,74,2022-03-23T00:48:28Z,4700000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M04.50S,2022-03-23T00:48:20.7Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,65,74,2022-03-23T00:48:28Z,4710000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M00.00S,2022-03-23T00:48:36.7Z,3,REGULAR,3pt,Jump Shot,[],1629673,47.12549277266754,49.50980392156863,1610612744,65,74,2022-03-23T00:48:46Z,4720000,2.0,390.0,1,left,MISS J. Poole 39' running 3PT,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,39.05,Missed,,,,,,,,,,,,,,,,,,,
477,PT00M00.00S,2022-03-23T00:48:36.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,65,74,2022-03-23T00:48:46Z,4730000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,,,,
478,PT00M00.00S,2022-03-23T00:48:42.1Z,3,REGULAR,period,end,[],0,,,1610612744,65,74,2022-03-23T00:48:42Z,4740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2022-03-23T00:50:45.7Z,4,REGULAR,substitution,out,['startperiod'],1628976,,,1610612744,65,74,2022-03-23T00:51:21Z,4750000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2022-03-23T00:50:45.7Z,4,REGULAR,substitution,out,['startperiod'],202691,,,1610612744,65,74,2022-03-23T00:51:21Z,4760000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-03-23T00:50:45.7Z,4,REGULAR,substitution,in,['startperiod'],1629021,,,1610612744,65,74,2022-03-23T00:51:21Z,4770000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2022-03-23T00:50:45.7Z,4,REGULAR,substitution,in,['startperiod'],202357,,,1610612744,65,74,2022-03-23T00:51:21Z,4780000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2022-03-23T00:51:31.5Z,4,REGULAR,period,start,[],0,,,1610612744,65,74,2022-03-23T00:51:31Z,4790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT11M39.00S,2022-03-23T00:52:01.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,65,74,2022-03-23T00:52:01Z,4810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M34.00S,2022-03-23T00:52:16.6Z,4,REGULAR,3pt,Jump Shot,[],1629673,20.71287779237845,90.93137254901961,1610612744,65,77,2022-03-23T00:52:24Z,4820000,-205.0,142.0,1,left,J. Poole 24' 3PT pullup bank (20 PTS) (N. Bjelica 1 AST),"[1629673, 202357]",1610612744.0,GSW,pullup bank,,,Poole,J. Poole,,,,,24.92,Made,,,,,,,,,,20.0,N. Bjelica,202357.0,1.0,,,,,,
488,PT11M07.00S,2022-03-23T00:52:47.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612753,65,77,2022-03-23T00:52:54Z,4840000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,1204.0,,,,,
489,PT10M56.00S,2022-03-23T00:53:07.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,7.178055190538765,57.59803921568627,1610612744,65,79,2022-03-23T00:53:15Z,4850000,-38.0,15.0,1,left,J. Poole driving finger roll Layup (22 PTS),[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,4.09,Made,,,,,,,,,,22.0,,,,,,,,,
490,PT10M46.00S,2022-03-23T00:53:16.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,91.5407358738502,45.83333333333333,1610612753,67,79,2022-03-23T00:53:22Z,4860000,-21.0,27.0,1,right,M. Fultz driving reverse Layup (4 PTS),[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,3.41,Made,,,,,,,,,,4.0,,,,,,,,,
491,PT10M34.00S,2022-03-23T00:53:31.7Z,4,REGULAR,foul,offensive,[],1629673,,,1610612744,67,79,2022-03-23T00:53:42Z,4870000,,,0,,J. Poole charge offensive FOUL (2 PF),"[1629673, 1629021]",1610612744.0,GSW,charge,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Wagner,1629021.0,
493,PT10M34.00S,2022-03-23T00:53:31.7Z,4,REGULAR,turnover,offensive foul,[],1629673,,,1610612744,67,79,2022-03-23T00:53:31Z,4890000,,,0,,J. Poole offensive foul TURNOVER (2 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,2.0,,,,,,,,,1204.0,,,,,
494,PT10M24.00S,2022-03-23T00:53:51.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203914,92.85479632063075,96.32352941176471,1610612753,67,79,2022-03-23T00:53:55Z,4900000,232.0,15.0,1,right,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
495,PT10M21.00S,2022-03-23T00:53:53.8Z,4,REGULAR,rebound,offensive,[],1629643,,,1610612753,67,79,2022-03-23T00:53:53Z,4910000,,,0,,C. Okeke REBOUND (Off:1 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,494.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
496,PT10M17.00S,2022-03-23T00:53:58.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629643,68.9388961892247,70.58823529411765,1610612753,70,79,2022-03-23T00:54:02Z,4920000,103.0,239.0,1,right,C. Okeke 26' 3PT  (6 PTS) (M. Fultz 1 AST),"[1629643, 1628365]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.07,Made,,,,,,,,,,6.0,M. Fultz,1628365.0,1.0,,,,,,
498,PT09M58.00S,2022-03-23T00:54:22.9Z,4,REGULAR,foul,offensive,[],202357,,,1610612744,70,79,2022-03-23T00:54:34Z,4940000,,,0,,N. Bjelica off-the-ball offensive FOUL (2 PF),"[202357, 203914]",1610612744.0,GSW,off-the-ball,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Harris,203914.0,
500,PT09M58.00S,2022-03-23T00:54:22.9Z,4,REGULAR,turnover,offensive foul,[],202357,,,1610612744,70,79,2022-03-23T00:54:22Z,4960000,,,0,,N. Bjelica offensive foul TURNOVER (3 TO),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,3.0,,,,,,,,,1204.0,,,,,
501,PT09M47.00S,2022-03-23T00:54:56.6Z,4,REGULAR,turnover,traveling,[],1629678,,,1610612753,70,79,2022-03-23T00:55:02Z,4970000,,,0,,A. Schofield traveling TURNOVER (1 TO),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,1.0,,,,,,,,,1204.0,,,,,
502,PT09M30.00S,2022-03-23T00:55:20.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630228,9.149145860709593,47.30392156862745,1610612744,70,79,2022-03-23T00:55:31Z,4980000,13.0,34.0,1,left,MISS J. Kuminga turnaround Shot - blocked,"[1630228, 1629021]",1610612744.0,GSW,turnaround,,,Kuminga,J. Kuminga,,,,,3.61,Missed,,,,,,,,Wagner,1629021.0,,,,,,,,,,
503,PT09M30.00S,2022-03-23T00:55:20.2Z,4,REGULAR,block,,[],1629021,,,1610612744,70,79,2022-03-23T00:55:22Z,4990000,,,0,,M. Wagner BLOCK (1 BLK),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M28.00S,2022-03-23T00:55:22.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,70,79,2022-03-23T00:55:31Z,5000000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,,,,
505,PT09M28.00S,2022-03-23T00:55:31.2Z,4,REGULAR,foul,personal,[],1630228,,,1610612753,70,79,2022-03-23T00:56:57Z,5010000,,,0,,J. Kuminga loose ball personal FOUL (5 PF),"[1630228, 1628365]",1610612744.0,GSW,loose ball,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,1204.0,5.0,0.0,Fultz,1628365.0,
507,PT09M21.00S,2022-03-23T00:55:40.5Z,4,REGULAR,3pt,Jump Shot,[],1629021,66.17936925098554,45.83333333333333,1610612753,73,79,2022-03-23T00:56:02Z,5030000,-21.0,265.0,1,right,M. Wagner 26' 3PT  (7 PTS) (M. Fultz 2 AST),"[1629021, 1628365]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.62,Made,,,,,,,,,,7.0,M. Fultz,1628365.0,2.0,,,,,,
509,PT09M21.00S,2022-03-23T00:55:53.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,73,79,2022-03-23T00:55:53Z,5050000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT09M21.00S,2022-03-23T00:57:30.8Z,4,REGULAR,substitution,out,[],1630228,,,1610612744,73,79,2022-03-23T00:58:16Z,5060000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT09M21.00S,2022-03-23T00:57:30.8Z,4,REGULAR,substitution,out,[],1630541,,,1610612744,73,79,2022-03-23T00:58:16Z,5070000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M21.00S,2022-03-23T00:57:30.8Z,4,REGULAR,substitution,out,[],202357,,,1610612744,73,79,2022-03-23T00:58:16Z,5080000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M21.00S,2022-03-23T00:57:30.8Z,4,REGULAR,substitution,in,[],203490,,,1610612744,73,79,2022-03-23T00:58:16Z,5090000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT09M21.00S,2022-03-23T00:57:30.8Z,4,REGULAR,substitution,in,[],203110,,,1610612744,73,79,2022-03-23T00:58:16Z,5100000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M21.00S,2022-03-23T00:57:30.8Z,4,REGULAR,substitution,in,[],203952,,,1610612744,73,79,2022-03-23T00:58:16Z,5110000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M06.00S,2022-03-23T00:58:52.5Z,4,REGULAR,3pt,Jump Shot,[],1627814,9.937582128777924,2.941176470588235,1610612744,73,79,2022-03-23T00:59:06Z,5120000,235.0,41.0,1,left,MISS D. Lee 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
517,PT09M05.00S,2022-03-23T00:58:53.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,73,79,2022-03-23T00:59:06Z,5130000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,516.0,,,,,,,,,,,,,,,,,,
518,PT09M05.00S,2022-03-23T00:58:58.5Z,4,REGULAR,foul,personal,[],203110,,,1610612753,73,79,2022-03-23T00:59:17Z,5140000,,,0,,D. Green loose ball personal FOUL (2 PF),"[203110, 1628365]",1610612744.0,GSW,loose ball,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Fultz,1628365.0,
520,PT08M51.00S,2022-03-23T00:59:21.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,92.06636005256242,45.34313725490196,1610612753,75,79,2022-03-23T00:59:58Z,5160000,-23.0,22.0,1,right,M. Fultz driving reverse Layup (6 PTS),[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,3.21,Made,,,,,,,,,,6.0,,,,,,,,,
521,PT08M44.00S,2022-03-23T00:59:32.6Z,4,REGULAR,turnover,discontinued dribble,[],1629673,,,1610612744,75,79,2022-03-23T01:00:14Z,5170000,,,0,,J. Poole discontinued dribble TURNOVER (3 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,3.0,,,,,,,,,1627962.0,,,,,
522,PT08M32.00S,2022-03-23T01:00:11.6Z,4,REGULAR,turnover,out-of-bounds,[],1629643,,,1610612753,75,79,2022-03-23T01:00:45Z,5180000,,,0,,C. Okeke bad pass out-of-bounds TURNOVER (2 TO),[1629643],1610612753.0,ORL,bad pass,,,Okeke,C. Okeke,,,,,,,,,,,2.0,,,,,,,,,1627962.0,,,,,
523,PT08M32.00S,2022-03-23T01:00:16.0Z,4,REGULAR,substitution,out,[],1627814,,,1610612744,75,79,2022-03-23T01:00:32Z,5190000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M32.00S,2022-03-23T01:00:16.0Z,4,REGULAR,substitution,in,[],1627780,,,1610612744,75,79,2022-03-23T01:00:32Z,5200000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M17.00S,2022-03-23T01:00:41.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203952,6.225361366622863,51.22549019607843,1610612744,75,79,2022-03-23T01:10:51Z,5215000,-6.0,6.0,1,left,MISS A. Wiggins driving Layup - blocked,"[203952, 1629643]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,0.86,Missed,,,,,,,,Okeke,1629643.0,,,,,,,,,,
566,PT08M17.00S,2022-03-23T01:00:41.6Z,4,REGULAR,block,,[],1629643,,,1610612744,75,79,2022-03-23T01:10:25Z,5222500,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M16.00S,2022-03-23T01:00:42.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,75,79,2022-03-23T01:10:51Z,5226250,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,,,,
527,PT08M16.00S,2022-03-23T01:01:07.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,75,79,2022-03-23T01:11:30Z,5230000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M16.00S,2022-03-23T01:01:27.0Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612753,75,79,2022-03-23T01:11:47Z,5240000,,,0,,,[],1610612753.0,ORL,overturned,,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,No Foul on C. Okeke
532,PT08M16.00S,2022-03-23T01:04:53.6Z,4,REGULAR,foul,personal,[],203110,,,1610612753,75,79,2022-03-23T01:10:25Z,5280000,,,0,,D. Green loose ball personal FOUL (3 PF),"[203110, 1629021]",1610612744.0,GSW,loose ball,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1146.0,3.0,0.0,Wagner,1629021.0,
529,PT08M16.00S,2022-03-23T01:04:54.7Z,4,REGULAR,jumpball,recovered,[],0,,,1610612753,75,79,2022-03-23T01:04:50Z,5295000,,,0,,Jump Ball M. Wagner vs. D. Green: Tip to Team (ORL),"[1629021, 203110]",1610612753.0,ORL,challenge,Team (ORL),,,,Wagner,1629021.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,
534,PT08M02.00S,2022-03-23T01:05:18.5Z,4,REGULAR,3pt,Jump Shot,[],1629678,93.77463863337714,2.2058823529411766,1610612753,75,79,2022-03-23T01:11:20Z,5300000,-239.0,6.0,1,right,MISS A. Schofield 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,23.91,Missed,,,,,,,,,,,,,,,,,,,
535,PT07M57.00S,2022-03-23T01:05:23.5Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,75,79,2022-03-23T01:05:23Z,5310000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:7),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,534.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
