actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
425,PT06M51.00S,2022-11-08T01:25:27.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,94.40999984741211,50.0,1610612766,60,59,2022-11-08T01:25:27Z,4080000,0.0,0.0,1,right,MISS P. Washington tip Layup,[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
426,PT06M50.00S,2022-11-08T01:25:29.0Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,60,59,2022-11-08T01:25:29Z,4090000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,,425.0,3.0,3.0,0.0,,,,,,,,,,
427,PT06M48.00S,2022-11-08T01:25:31.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630166,6.258212877792378,50.0,1610612764,60,61,2022-11-08T01:25:36Z,4100000,0.0,6.0,1,left,D. Avdija running DUNK (3 PTS),[1630166],1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.63,Made,3.0,,,,,,,,,,,,,,,,,
428,PT06M34.00S,2022-11-08T01:25:44.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628372,93.51182654402102,50.49019607843137,1610612766,62,61,2022-11-08T01:25:51Z,4110000,2.0,8.0,1,right,D. Smith Jr. reverse DUNK (2 PTS) (M. Plumlee 5 AST),"[1628372, 203486]",1610612766.0,CHA,reverse,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,M. Plumlee,203486.0,5.0,,,,,,,,,,,,,,
430,PT06M23.00S,2022-11-08T01:25:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204001,7.440867279894875,49.754901960784316,1610612764,62,63,2022-11-08T01:26:01Z,4130000,1.0,17.0,1,left,K. Porzingis driving Layup (16 PTS) (M. Morris 1 AST),"[204001, 1628420]",1610612764.0,WAS,driving,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.74,Made,16.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,
432,PT06M16.00S,2022-11-08T01:26:07.9Z,3,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612766,62,63,2022-11-08T01:26:13Z,4150000,,,0,,T. Rozier lost ball out-of-bounds TURNOVER (2 TO),[1626179],1610612766.0,CHA,lost ball,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,,,203054.0,,,,
433,PT05M52.00S,2022-11-08T01:26:42.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628420,23.340998685939553,30.88235294117647,1610612764,62,63,2022-11-08T01:26:45Z,4160000,96.0,167.0,1,left,MISS M. Morris 19' pullup Shot,[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Right Center,19.23,Missed,,,,,,,,,,,,,,,,,,
434,PT05M49.00S,2022-11-08T01:26:44.6Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,62,63,2022-11-08T01:26:44Z,4170000,,,0,,M. Plumlee REBOUND (Off:7 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,433.0,10.0,3.0,7.0,,,,,,,,,,
435,PT05M43.00S,2022-11-08T01:26:51.1Z,3,REGULAR,3pt,Jump Shot,[],1626179,94.03745072273325,3.1862745098039214,1610612766,62,63,2022-11-08T01:27:18Z,4180000,-234.0,4.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
436,PT05M40.00S,2022-11-08T01:26:54.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,62,63,2022-11-08T01:26:58Z,4190000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Left Corner 3,24+ Left,,,,,,,435.0,6.0,5.0,1.0,,,,,,,,,,
437,PT05M35.00S,2022-11-08T01:26:58.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,5.075558475689881,52.94117647058824,1610612764,62,65,2022-11-08T01:27:06Z,4200000,-15.0,-5.0,1,left,K. Kuzma running Layup (11 PTS),[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.55,Made,11.0,,,,,,,,,,,,,,,,,
438,PT05M14.00S,2022-11-08T01:27:19.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,93.38042049934296,51.71568627450981,1610612766,64,65,2022-11-08T01:27:24Z,4210000,9.0,10.0,1,right,P. Washington driving DUNK (13 PTS) (D. Smith Jr. 7 AST),"[1629023, 1628372]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.3,Made,13.0,D. Smith Jr.,1628372.0,7.0,,,,,,,,,,,,,,
440,PT04M53.00S,2022-11-08T01:27:41.1Z,3,REGULAR,2pt,Jump Shot,[],203115,16.245072273324574,10.784313725490197,1610612764,64,67,2022-11-08T01:27:46Z,4230000,196.0,100.0,1,left,W. Barton 22' Jump Shot (4 PTS) (D. Avdija 2 AST),"[203115, 1630166]",1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Right,22.02,Made,4.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,,
442,PT04M42.00S,2022-11-08T01:27:52.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,93.11760840998686,50.49019607843137,1610612766,64,67,2022-11-08T01:27:56Z,4250000,2.0,12.0,1,right,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
443,PT04M39.00S,2022-11-08T01:27:54.8Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,64,67,2022-11-08T01:27:54Z,4260000,,,0,,K. Porzingis REBOUND (Off:1 Def:6),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,442.0,7.0,6.0,1.0,,,,,,,,,,
444,PT04M24.00S,2022-11-08T01:28:18.4Z,3,REGULAR,foul,personal,[],1628372,,,1610612764,64,67,2022-11-08T01:28:35Z,4270000,,,0,,D. Smith Jr. personal FOUL (1 PF),"[1628372, 204001]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Porzingis,204001.0
446,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,out,[],1626179,,,1610612764,64,67,2022-11-08T01:28:49Z,4290000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,out,[],203486,,,1610612764,64,67,2022-11-08T01:28:49Z,4300000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,out,[],1629023,,,1610612764,64,67,2022-11-08T01:28:49Z,4310000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,out,[],1630166,,,1610612764,64,67,2022-11-08T01:28:49Z,4320000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,out,[],1628398,,,1610612764,64,67,2022-11-08T01:28:49Z,4330000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,in,[],1630208,,,1610612764,64,67,2022-11-08T01:28:49Z,4340000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,in,[],1629667,,,1610612764,64,67,2022-11-08T01:28:49Z,4350000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,in,[],1630547,,,1610612764,64,67,2022-11-08T01:28:49Z,4360000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,in,[],1630264,,,1610612764,64,67,2022-11-08T01:28:49Z,4370000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M24.00S,2022-11-08T01:28:36.3Z,3,REGULAR,substitution,in,[],1629060,,,1610612764,64,67,2022-11-08T01:28:49Z,4380000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M09.00S,2022-11-08T01:29:05.4Z,3,REGULAR,2pt,Jump Shot,[],1629060,20.97568988173456,22.794117647058822,1610612764,64,67,2022-11-08T01:29:12Z,4390000,136.0,145.0,1,left,MISS R. Hachimura 19' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,19.86,Missed,,,,,,,,,,,,,,,,,,
457,PT04M07.00S,2022-11-08T01:29:07.4Z,3,REGULAR,rebound,offensive,[],203115,,,1610612764,64,67,2022-11-08T01:29:36Z,4400000,,,0,,W. Barton REBOUND (Off:1 Def:3),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Right Center,,,,,,,456.0,4.0,3.0,1.0,,,,,,,,,,
458,PT04M07.00S,2022-11-08T01:29:11.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203115,5.469776609724048,24.754901960784316,1610612764,64,67,2022-11-08T01:29:37Z,4410000,126.0,-1.0,1,left,MISS W. Barton 12' pullup Shot,[203115],1610612764.0,WAS,pullup,,,Barton,W. Barton,,,,,Mid-Range,8-16 Right,12.62,Missed,,,,,,,,,,,,,,,,,,
459,PT04M07.00S,2022-11-08T01:29:13.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,64,67,2022-11-08T01:29:13Z,4420000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,458.0,,,,,,,,,,,,,
460,PT04M07.00S,2022-11-08T01:29:16.0Z,3,REGULAR,foul,personal,[],1630547,,,1610612764,64,67,2022-11-08T01:29:20Z,4430000,,,0,,J. Bouknight loose ball personal FOUL (2 PF),"[1630547, 1630264]",1610612766.0,CHA,loose ball,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Gill,1630264.0
462,PT04M01.00S,2022-11-08T01:29:37.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204001,18.2161629434954,40.19607843137255,1610612764,64,67,2022-11-08T01:30:41Z,4450000,49.0,119.0,1,left,MISS K. Porzingis 12' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,12.84,Missed,,,,,,,,,,,,,,,,,,
463,PT03M57.00S,2022-11-08T01:29:41.3Z,3,REGULAR,rebound,defensive,[],1630547,,,1610612766,64,67,2022-11-08T01:29:43Z,4460000,,,0,,J. Bouknight REBOUND (Off:0 Def:4),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,462.0,4.0,4.0,0.0,,,,,,,,,,
464,PT03M53.00S,2022-11-08T01:29:44.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626162,92.59198423127464,50.73529411764706,1610612766,66,67,2022-11-08T01:31:14Z,4470000,4.0,17.0,1,right,K. Oubre Jr. running DUNK (18 PTS) (J. Bouknight 1 AST),"[1626162, 1630547]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.75,Made,18.0,J. Bouknight,1630547.0,1.0,,,,,,,,,,,,,,
466,PT03M25.00S,2022-11-08T01:30:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,8.754927726675426,45.34313725490196,1610612764,66,67,2022-11-08T01:32:04Z,4490000,23.0,30.0,1,left,MISS R. Hachimura driving Layup - blocked,"[1629060, 1630208]",1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,Richards,1630208.0,,,,,
467,PT03M25.00S,2022-11-08T01:30:12.1Z,3,REGULAR,block,,[],1630208,,,1610612764,66,67,2022-11-08T01:30:14Z,4500000,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
468,PT03M23.00S,2022-11-08T01:30:14.1Z,3,REGULAR,rebound,defensive,[],1630547,,,1610612766,66,67,2022-11-08T01:30:16Z,4510000,,,0,,J. Bouknight REBOUND (Off:0 Def:5),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,466.0,5.0,5.0,0.0,,,,,,,,,,
469,PT03M21.00S,2022-11-08T01:30:20.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629667,93.38042049934296,52.20588235294118,1610612766,68,67,2022-11-08T01:32:21Z,4520000,11.0,10.0,1,right,J. McDaniels running Layup (7 PTS) (J. Bouknight 2 AST),"[1629667, 1630547]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.47,Made,7.0,J. Bouknight,1630547.0,2.0,,,,,,,,,,,,,,
471,PT03M21.00S,2022-11-08T01:30:27.1Z,3,REGULAR,foul,personal,['1freethrow'],204001,,,1610612766,68,67,2022-11-08T01:30:38Z,4540000,,,0,,K. Porzingis shooting personal FOUL (3 PF) (McDaniels 1 FT),"[204001, 1629667]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203054.0,3.0,0.0,McDaniels,1629667.0
473,PT03M21.00S,2022-11-08T01:30:39.2Z,3,REGULAR,substitution,out,[],1626162,,,1610612766,68,67,2022-11-08T01:30:53Z,4560000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M21.00S,2022-11-08T01:30:39.2Z,3,REGULAR,substitution,out,[],204001,,,1610612766,68,67,2022-11-08T01:30:53Z,4570000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M21.00S,2022-11-08T01:30:39.2Z,3,REGULAR,substitution,out,[],1628420,,,1610612766,68,67,2022-11-08T01:30:53Z,4580000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M21.00S,2022-11-08T01:30:39.2Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,68,67,2022-11-08T01:30:53Z,4590000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M21.00S,2022-11-08T01:30:39.2Z,3,REGULAR,substitution,in,[],1630692,,,1610612766,68,67,2022-11-08T01:30:53Z,4600000,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M21.00S,2022-11-08T01:30:39.2Z,3,REGULAR,substitution,in,[],1629655,,,1610612766,68,67,2022-11-08T01:30:53Z,4610000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M21.00S,2022-11-08T01:31:03.9Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629667,,,1610612766,68,67,2022-11-08T01:31:03Z,4620000,,,0,,MISS J. McDaniels Free Throw 1 of 1,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
480,PT03M17.00S,2022-11-08T01:31:07.9Z,3,REGULAR,rebound,offensive,[],1629667,,,1610612766,68,67,2022-11-08T01:31:07Z,4630000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,479.0,3.0,2.0,1.0,,,,,,,,,,
481,PT03M17.00S,2022-11-08T01:31:07.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629667,94.40999984741211,50.0,1610612766,68,67,2022-11-08T01:31:07Z,4640000,0.0,0.0,1,right,MISS J. McDaniels tip Layup,[1629667],1610612766.0,CHA,tip,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
482,PT03M16.00S,2022-11-08T01:31:08.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,68,67,2022-11-08T01:31:08Z,4650000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,481.0,,,,,,,,,,,,,
484,PT03M07.00S,2022-11-08T01:31:23.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.229303547963205,48.03921568627451,1610612764,68,69,2022-11-08T01:31:35Z,4670000,10.0,25.0,1,left,D. Gafford Layup (4 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.68,Made,4.0,,,,,,,,,,,,,,,,,
485,PT03M07.00S,2022-11-08T01:31:31.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629667,,,1610612764,68,69,2022-11-08T01:31:53Z,4680000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Gafford 1 FT),"[1629667, 1629655]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Gafford,1629655.0
487,PT03M07.00S,2022-11-08T01:31:58.2Z,3,REGULAR,freethrow,1 of 1,[],1629655,,,1610612764,68,70,2022-11-08T01:31:58Z,4700000,,,0,,D. Gafford Free Throw 1 of 1 (5 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
488,PT02M47.00S,2022-11-08T01:32:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,91.01511169513797,46.568627450980394,1610612766,68,70,2022-11-08T01:32:12Z,4710000,-17.0,32.0,1,right,MISS N. Richards Layup,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
489,PT02M46.00S,2022-11-08T01:32:10.1Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,68,70,2022-11-08T01:32:12Z,4720000,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,488.0,3.0,2.0,1.0,,,,,,,,,,
490,PT02M40.00S,2022-11-08T01:32:19.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612764,68,70,2022-11-08T01:32:36Z,4730000,,,0,,N. Richards shooting personal FOUL (2 PF) (Hachimura 2 FT),"[1630208, 1629060]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Hachimura,1629060.0
492,PT02M40.00S,2022-11-08T01:32:47.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,68,70,2022-11-08T01:32:47Z,4750000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M40.00S,2022-11-08T01:32:57.7Z,3,REGULAR,substitution,out,[],1628372,,,1610612764,68,70,2022-11-08T01:34:40Z,4760000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M40.00S,2022-11-08T01:32:57.7Z,3,REGULAR,substitution,in,[],1626179,,,1610612764,68,70,2022-11-08T01:34:40Z,4770000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M40.00S,2022-11-08T01:35:22.5Z,3,REGULAR,freethrow,1 of 2,[],1629060,,,1610612764,68,71,2022-11-08T01:35:40Z,4780000,,,0,,R. Hachimura Free Throw 1 of 2 (6 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
496,PT02M40.00S,2022-11-08T01:35:22.5Z,3,REGULAR,freethrow,2 of 2,[],1629060,,,1610612764,68,71,2022-11-08T01:35:40Z,4790000,,,0,,MISS R. Hachimura Free Throw 2 of 2,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
497,PT02M37.00S,2022-11-08T01:35:25.5Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,68,71,2022-11-08T01:35:40Z,4800000,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,496.0,4.0,3.0,1.0,,,,,,,,,,
498,PT02M21.00S,2022-11-08T01:35:54.4Z,3,REGULAR,2pt,Jump Shot,[],1629023,76.82325886990802,68.87254901960785,1610612766,68,71,2022-11-08T01:36:00Z,4810000,94.0,165.0,1,right,MISS P. Washington 19' Jump Shot,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,19.04,Missed,,,,,,,,,,,,,,,,,,
499,PT02M19.00S,2022-11-08T01:35:56.4Z,3,REGULAR,rebound,defensive,[],203115,,,1610612764,68,71,2022-11-08T01:36:00Z,4820000,,,0,,W. Barton REBOUND (Off:1 Def:4),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Right Center,,,,,,,498.0,5.0,4.0,1.0,,,,,,,,,,
500,PT02M05.00S,2022-11-08T01:36:10.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,9.806176084099869,50.49019607843137,1610612764,68,71,2022-11-08T01:36:16Z,4830000,-2.0,40.0,1,left,MISS A. Gill cutting Layup,[1630264],1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,,
501,PT02M00.00S,2022-11-08T01:36:14.5Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,68,71,2022-11-08T01:36:14Z,4840000,,,0,,J. McDaniels REBOUND (Off:1 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,500.0,5.0,4.0,1.0,,,,,,,,,,
502,PT01M52.00S,2022-11-08T01:36:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,92.32917214191852,48.77450980392157,1610612766,70,71,2022-11-08T01:36:26Z,4850000,-6.0,20.0,1,right,J. Bouknight driving Layup (5 PTS) (T. Rozier 4 AST),"[1630547, 1626179]",1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,2.05,Made,5.0,T. Rozier,1626179.0,4.0,,,,,,,,,,,,,,
504,PT01M38.00S,2022-11-08T01:36:39.9Z,3,REGULAR,turnover,out-of-bounds,[],203115,,,1610612764,70,71,2022-11-08T01:36:45Z,4870000,,,0,,W. Barton bad pass out-of-bounds TURNOVER (2 TO),[203115],1610612764.0,WAS,bad pass,,,Barton,W. Barton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,,,1628953.0,,,,
505,PT01M20.00S,2022-11-08T01:37:00.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630547,75.24638633377135,11.27450980392157,1610612766,70,71,2022-11-08T01:37:05Z,4880000,-194.0,180.0,1,right,MISS J. Bouknight 26' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
506,PT01M17.00S,2022-11-08T01:37:03.4Z,3,REGULAR,rebound,defensive,[],203115,,,1610612764,70,71,2022-11-08T01:37:05Z,4890000,,,0,,W. Barton REBOUND (Off:1 Def:5),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,,,,,,,505.0,6.0,5.0,1.0,,,,,,,,,,
507,PT01M10.00S,2022-11-08T01:37:15.4Z,3,REGULAR,turnover,out-of-bounds,[],203115,,,1610612764,70,71,2022-11-08T01:37:21Z,4900000,,,0,,W. Barton step out-of-bounds TURNOVER (3 TO),[203115],1610612764.0,WAS,step,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,3.0,,,,,2714.0,,,,
508,PT00M49.50S,2022-11-08T01:37:45.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626179,87.72996057818659,46.07843137254902,1610612766,70,71,2022-11-08T01:37:52Z,4910000,-20.0,63.0,1,right,MISS T. Rozier 6' driving Layup - blocked,"[1626179, 1630692]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,Goodwin,1630692.0,,,,,
