actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
505,PT08M50.00S,2023-12-17T21:55:46.0Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,92,84,2023-12-17T21:55:48Z,4880000,False,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,504.0,5.0,4.0,1.0,,,,,,,,,,,,,,
506,PT08M43.00S,2023-12-17T21:55:53.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,32.802233902759525,36.27450980392157,1610612738,95,84,2023-12-17T21:55:58Z,4890000,False,69.0,256.0,1,left,J. Brown 26' 3PT pullup (24 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.48,Made,,,,,,,24.0,,,,,,,,,,,
507,PT08M41.00S,2023-12-17T21:56:05.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,95,84,2023-12-17T21:56:05Z,4900000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M41.00S,2023-12-17T21:58:28.6Z,4,REGULAR,substitution,out,[],1630573,,,1610612753,95,84,2023-12-17T21:58:45Z,4910000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M41.00S,2023-12-17T21:58:28.6Z,4,REGULAR,substitution,out,[],1629021,,,1610612753,95,84,2023-12-17T21:58:45Z,4920000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M41.00S,2023-12-17T21:58:28.6Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,95,84,2023-12-17T21:58:45Z,4930000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M41.00S,2023-12-17T21:58:28.6Z,4,REGULAR,substitution,in,[],1628369,,,1610612753,95,84,2023-12-17T21:58:45Z,4940000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT08M41.00S,2023-12-17T21:58:28.6Z,4,REGULAR,substitution,in,[],1631094,,,1610612753,95,84,2023-12-17T21:58:45Z,4950000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M41.00S,2023-12-17T21:58:28.6Z,4,REGULAR,substitution,in,[],1630591,,,1610612753,95,84,2023-12-17T21:58:45Z,4960000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M31.00S,2023-12-17T21:59:08.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.77463863337714,51.9607843137255,1610612753,95,84,2023-12-17T21:59:13Z,4970000,False,10.0,6.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
515,PT08M29.00S,2023-12-17T21:59:10.5Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,95,84,2023-12-17T21:59:13Z,4980000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,514.0,5.0,4.0,1.0,,,,,,,,,,,,,,
516,PT08M14.00S,2023-12-17T21:59:26.1Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,95,84,2023-12-17T21:59:30Z,4990000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1628371]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2.0,Isaac,1628371.0,,,,,,,
517,PT08M14.00S,2023-12-17T21:59:26.1Z,4,REGULAR,steal,,[],1628371,,,1610612753,95,84,2023-12-17T21:59:27Z,5000000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
518,PT08M04.00S,2023-12-17T21:59:35.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1631094,90.09526938239159,70.09803921568627,1610612753,95,84,2023-12-17T22:01:18Z,5010000,False,100.0,41.0,1,right,MISS P. Banchero 10' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,10.84,Missed,,,,,,,,,,,,,,,,,,
519,PT08M02.00S,2023-12-17T21:59:37.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,95,84,2023-12-17T21:59:41Z,5020000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,518.0,6.0,5.0,1.0,,,,,,,,,,,,,,
520,PT07M52.00S,2023-12-17T21:59:47.0Z,4,REGULAR,2pt,Jump Shot,[],201143,12.171484888304862,19.11764705882353,1610612738,95,84,2023-12-17T21:59:53Z,5030000,False,154.0,62.0,1,left,MISS A. Horford 16' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right,16.63,Missed,,,,,,,,,,,,,,,,,,
521,PT07M49.00S,2023-12-17T21:59:50.0Z,4,REGULAR,rebound,defensive,[],1630591,,,1610612753,95,84,2023-12-17T21:59:53Z,5040000,False,,,0,,J. Suggs REBOUND (Off:0 Def:5),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right,,,520.0,5.0,5.0,0.0,,,,,,,,,,,,,,
522,PT07M44.00S,2023-12-17T21:59:57.6Z,4,REGULAR,foul,personal,[],1630202,,,1610612753,95,84,2023-12-17T22:00:03Z,5050000,False,,,0,,P. Pritchard personal FOUL (3 PF),"[1630202, 1631094]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,201639.0,,,,,,,3.0,0.0,Banchero,1631094.0
524,PT07M44.00S,2023-12-17T22:00:05.2Z,4,REGULAR,substitution,out,[],1630202,,,1610612753,95,84,2023-12-17T22:00:12Z,5070000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M44.00S,2023-12-17T22:00:05.2Z,4,REGULAR,substitution,out,[],1629674,,,1610612753,95,84,2023-12-17T22:00:12Z,5080000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M44.00S,2023-12-17T22:00:05.2Z,4,REGULAR,substitution,in,[],201950,,,1610612753,95,84,2023-12-17T22:00:12Z,5090000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M44.00S,2023-12-17T22:00:05.2Z,4,REGULAR,substitution,in,[],1628401,,,1610612753,95,84,2023-12-17T22:00:12Z,5100000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M32.00S,2023-12-17T22:00:33.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,92.72339027595268,38.23529411764706,1610612753,95,86,2023-12-17T22:00:39Z,5110000,False,-59.0,16.0,1,right,P. Banchero 6' driving Layup (33 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,,,,,,,33.0,,,,,,,,,,,
529,PT07M10.00S,2023-12-17T22:00:56.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,29.911300919842315,76.7156862745098,1610612738,98,86,2023-12-17T22:01:06Z,5120000,False,-134.0,229.0,1,left,J. Tatum 26' 3PT pullup (20 PTS) (J. Brown 6 AST),"[1628369, 1627759]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.49,Made,,,,,,,20.0,,,,,J. Brown,1627759.0,6.0,,,,
530,PT06M53.00S,2023-12-17T22:01:12.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628371,91.14651773981603,48.28431372549019,1610612753,98,86,2023-12-17T22:01:22Z,5130000,False,-9.0,31.0,1,right,MISS J. Isaac Layup - blocked,"[1628371, 201950]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,Holiday,201950.0,,,,,,,,,,,,
531,PT06M53.00S,2023-12-17T22:01:12.1Z,4,REGULAR,block,,[],201950,,,1610612753,98,86,2023-12-17T22:01:14Z,5140000,False,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
532,PT06M52.00S,2023-12-17T22:01:13.1Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,98,86,2023-12-17T22:01:22Z,5150000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,530.0,4.0,4.0,0.0,,,,,,,,,,,,,,
533,PT06M48.00S,2023-12-17T22:01:18.3Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1627759,15.111695137976348,8.356311274509803,1610612738,100,86,2023-12-17T22:06:04Z,5160000,False,208.0,90.0,1,left,J. Brown 22' running Jump Shot (26 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right,22.66,Made,,,,,,,26.0,,,,,A. Horford,201143.0,2.0,,,,
535,PT06M32.00S,2023-12-17T22:01:33.3Z,4,REGULAR,3pt,Jump Shot,[],1631094,68.28186596583443,67.40196078431373,1610612753,100,86,2023-12-17T22:06:48Z,5180000,False,87.0,246.0,1,right,MISS P. Banchero 26' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
536,PT06M30.00S,2023-12-17T22:01:35.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,100,86,2023-12-17T22:01:39Z,5190000,False,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,535.0,6.0,4.0,2.0,,,,,,,,,,,,,,
537,PT06M25.00S,2023-12-17T22:01:40.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,32.013797634691194,76.22549019607843,1610612738,103,86,2023-12-17T22:08:57Z,5200000,False,-131.0,248.0,1,left,J. Brown 28' 3PT running (29 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.09,Made,,,,,,,29.0,,,,,,,,,,,
538,PT06M24.00S,2023-12-17T22:01:47.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,103,86,2023-12-17T22:01:47Z,5210000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M24.00S,2023-12-17T22:03:48.1Z,4,REGULAR,substitution,out,[],203914,,,1610612753,103,86,2023-12-17T22:04:25Z,5220000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M24.00S,2023-12-17T22:03:48.1Z,4,REGULAR,substitution,in,[],1631216,,,1610612753,103,86,2023-12-17T22:04:25Z,5230000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M05.00S,2023-12-17T22:04:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,89.17542706964521,54.166666666666664,1610612753,103,86,2023-12-17T22:05:04Z,5240000,False,21.0,49.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.35,Missed,,,,,,,,,,,,,,,,,,
543,PT06M03.00S,2023-12-17T22:05:00.6Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,103,86,2023-12-17T22:05:00Z,5250000,False,,,0,,P. Banchero REBOUND (Off:1 Def:8),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,542.0,9.0,8.0,1.0,,,,,,,,,,,,,,
544,PT06M03.00S,2023-12-17T22:05:02.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,92.32917214191852,44.85294117647059,1610612753,103,86,2023-12-17T22:05:12Z,5260000,False,-26.0,20.0,1,right,MISS P. Banchero Layup,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
546,PT06M02.00S,2023-12-17T22:05:03.0Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,103,86,2023-12-17T22:05:18Z,5280000,False,,,0,,P. Banchero REBOUND (Off:2 Def:8),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,544.0,10.0,8.0,2.0,,,,,,,,,,,,,,
547,PT06M00.00S,2023-12-17T22:05:07.8Z,4,REGULAR,foul,personal,['2freethrow'],201143,,,1610612753,103,86,2023-12-17T22:05:29Z,5290000,False,,,0,,A. Horford shooting personal FOUL (2 PF) (Banchero 2 FT),"[201143, 1631094]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202027.0,,,,,,,2.0,0.0,Banchero,1631094.0
549,PT06M00.00S,2023-12-17T22:05:33.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631094,,,1610612753,103,87,2023-12-17T22:05:57Z,5310000,False,,,0,,P. Banchero Free Throw 1 of 2 (34 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,34.0,,,,,,,,,,,
550,PT06M00.00S,2023-12-17T22:05:33.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631094,,,1610612753,103,87,2023-12-17T22:05:57Z,5320000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
551,PT05M58.00S,2023-12-17T22:05:35.9Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,103,87,2023-12-17T22:05:57Z,5330000,False,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,550.0,7.0,6.0,1.0,,,,,,,,,,,,,,
552,PT05M42.00S,2023-12-17T22:06:11.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.360709592641262,47.05882352941176,1610612738,103,87,2023-12-17T22:06:15Z,5340000,False,15.0,26.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
553,PT05M40.00S,2023-12-17T22:06:13.4Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,103,87,2023-12-17T22:06:15Z,5350000,False,,,0,,F. Wagner REBOUND (Off:2 Def:5),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,552.0,7.0,5.0,2.0,,,,,,,,,,,,,,
554,PT05M36.00S,2023-12-17T22:06:17.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631216,89.96386333771353,3.1862745098039214,1610612753,103,87,2023-12-17T22:13:47Z,5360000,False,-234.0,42.0,1,right,MISS C. Houstan running 3PT,[1631216],1610612753.0,ORL,running,,,Houstan,C. Houstan,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
555,PT05M32.00S,2023-12-17T22:06:21.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,103,87,2023-12-17T22:06:23Z,5370000,False,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,554.0,8.0,7.0,1.0,,,,,,,,,,,,,,
557,PT05M30.00S,2023-12-17T22:06:29.9Z,4,REGULAR,turnover,lost ball,[],1628401,,,1610612738,103,87,2023-12-17T22:06:44Z,5390000,False,,,0,,D. White lost ball TURNOVER (2 TO),"[1628401, 1631094]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,Banchero,1631094.0,,,,,,,
558,PT05M30.00S,2023-12-17T22:06:29.9Z,4,REGULAR,steal,,[],1631094,,,1610612753,103,87,2023-12-17T22:06:32Z,5400000,False,,,0,,P. Banchero STEAL (2 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
560,PT05M26.00S,2023-12-17T22:06:46.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628371,72.61826544021025,78.67647058823529,1610612753,103,87,2023-12-17T22:06:51Z,5420000,False,143.0,205.0,1,right,MISS J. Isaac 25' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
561,PT05M22.00S,2023-12-17T22:06:50.1Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,103,87,2023-12-17T22:06:51Z,5430000,False,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,560.0,5.0,5.0,0.0,,,,,,,,,,,,,,
564,PT05M08.00S,2023-12-17T22:07:30.2Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,103,87,2023-12-17T22:11:26Z,5460000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M08.00S,2023-12-17T22:07:30.7Z,4,REGULAR,substitution,out,[],201143,,,1610612738,103,87,2023-12-17T22:13:03Z,5462500,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M08.00S,2023-12-17T22:07:30.7Z,4,REGULAR,substitution,out,[],1628371,,,1610612738,103,87,2023-12-17T22:13:03Z,5463750,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M08.00S,2023-12-17T22:07:30.7Z,4,REGULAR,substitution,in,[],204001,,,1610612738,103,87,2023-12-17T22:13:03Z,5464375,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M08.00S,2023-12-17T22:07:30.7Z,4,REGULAR,substitution,in,[],1629021,,,1610612738,103,87,2023-12-17T22:13:03Z,5464687,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M08.00S,2023-12-17T22:07:31.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,4.02431011826544,64.4607843137255,1610612738,103,87,2023-12-17T22:13:20Z,5465000,False,-72.0,-15.0,1,left,MISS J. Tatum 7' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
572,PT05M08.00S,2023-12-17T22:07:31.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,103,87,2023-12-17T22:13:20Z,5467500,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,571.0,,,,,,,,,,,,,,,,,
566,PT05M01.00S,2023-12-17T22:11:43.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,32.40801576872536,72.54901960784314,1610612738,106,87,2023-12-17T22:16:14Z,5480000,False,-113.0,252.0,1,left,J. Tatum 27' 3PT step back (23 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.61,Made,,,,,,,23.0,,,,,,,,,,,
567,PT04M43.00S,2023-12-17T22:12:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,93.11760840998686,52.450980392156865,1610612753,106,87,2023-12-17T22:13:45Z,5490000,False,12.0,12.0,1,right,MISS P. Banchero Layup - blocked,"[1631094, 1628369]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
568,PT04M43.00S,2023-12-17T22:12:01.3Z,4,REGULAR,block,,[],1628369,,,1610612753,106,87,2023-12-17T22:12:03Z,5500000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
569,PT04M43.00S,2023-12-17T22:12:01.3Z,4,REGULAR,rebound,defensive,[],204001,,,1610612738,106,87,2023-12-17T22:13:45Z,5510000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:8),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,567.0,9.0,8.0,1.0,,,,,,,,,,,,,,
570,PT04M29.00S,2023-12-17T22:12:15.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,8.754927726675426,49.01960784313725,1610612738,108,87,2023-12-17T22:13:49Z,5520000,False,5.0,30.0,1,left,D. White driving Layup (10 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,,,10.0,,,,,,,,,,,
573,PT04M14.00S,2023-12-17T22:12:32.2Z,4,REGULAR,foul,personal,[],1627759,,,1610612753,108,87,2023-12-17T22:12:53Z,5530000,False,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 1630532]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201639.0,,,,,,,4.0,0.0,Wagner,1630532.0
579,PT04M14.00S,2023-12-17T22:13:04.7Z,4,REGULAR,substitution,out,[],1631216,,,1610612753,108,87,2023-12-17T22:13:10Z,5550000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M14.00S,2023-12-17T22:13:04.7Z,4,REGULAR,substitution,in,[],1630175,,,1610612753,108,87,2023-12-17T22:13:10Z,5560000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M08.00S,2023-12-17T22:13:16.1Z,4,REGULAR,3pt,Jump Shot,[],1630175,67.49342969776609,63.725490196078425,1610612753,108,87,2023-12-17T22:18:59Z,5570000,False,69.0,253.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
582,PT04M08.00S,2023-12-17T22:13:16.1Z,4,REGULAR,rebound,defensive,[],204001,,,1610612738,108,87,2023-12-17T22:13:52Z,5580000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:9),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,581.0,10.0,9.0,1.0,,,,,,,,,,,,,,
583,PT03M50.00S,2023-12-17T22:13:33.3Z,4,REGULAR,2pt,Jump Shot,[],1627759,23.866622864651774,26.225490196078432,1610612738,110,87,2023-12-17T22:21:20Z,5590000,False,119.0,172.0,1,left,J. Brown 20' step back Jump Shot (31 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,20.89,Made,,,,,,,31.0,,,,,,,,,,,
584,PT03M33.00S,2023-12-17T22:13:50.8Z,4,REGULAR,2pt,Jump Shot,[],1631094,80.3712220762155,25.735294117647058,1610612753,110,87,2023-12-17T22:14:04Z,5600000,False,-121.0,132.0,1,right,MISS P. Banchero 17' turnaround Shot,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,17.93,Missed,,,,,,,,,,,,,,,,,,
585,PT03M33.00S,2023-12-17T22:13:50.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,110,87,2023-12-17T22:14:04Z,5610000,False,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,584.0,7.0,5.0,2.0,,,,,,,,,,,,,,
586,PT03M14.00S,2023-12-17T22:14:09.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,13.485545335085414,44.6078431372549,1610612738,110,87,2023-12-17T22:14:19Z,5620000,False,27.0,74.0,1,left,MISS J. Holiday 7' floating Shot,[201950],1610612738.0,BOS,floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
587,PT03M12.00S,2023-12-17T22:14:11.4Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,110,87,2023-12-17T22:14:19Z,5630000,False,,,0,,J. Tatum REBOUND (Off:3 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,586.0,8.0,5.0,3.0,,,,,,,,,,,,,,
588,PT03M12.00S,2023-12-17T22:14:13.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,5.590000152587891,50.0,1610612738,110,87,2023-12-17T22:14:13Z,5640000,False,0.0,0.0,1,left,MISS J. Tatum tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
