actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
343,PT00M00.00S,2023-12-02T01:41:15.1Z,2,REGULAR,period,end,[],0,,,1610612738,69,72,2023-12-02T01:41:15Z,3340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-12-02T01:55:58.4Z,3,REGULAR,substitution,out,['startperiod'],1630573,,,1610612738,69,72,2023-12-02T01:56:23Z,3350000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-12-02T01:55:58.4Z,3,REGULAR,substitution,out,['startperiod'],203496,,,1610612738,69,72,2023-12-02T01:56:23Z,3360000,False,,,0,,SUB out: R. Covington,[203496],1610612755.0,PHI,,,,,,,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-12-02T01:55:58.4Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,69,72,2023-12-02T01:56:23Z,3370000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-12-02T01:55:58.4Z,3,REGULAR,substitution,in,['startperiod'],1630194,,,1610612738,69,72,2023-12-02T01:56:23Z,3380000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-12-02T01:56:34.8Z,3,REGULAR,period,start,[],0,,,1610612738,69,72,2023-12-02T01:56:34Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M45.00S,2023-12-02T01:56:49.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.176084099868594,44.93719362745098,1610612738,69,72,2023-12-02T01:56:56Z,3400000,False,25.0,6.0,1,left,MISS D. White driving Layup - blocked,"[1628401, 1630194]",1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,White,D. White,,,2.59,Missed,,,,,,,,,Reed,1630194.0,,,,,
358,PT11M45.00S,2023-12-02T01:56:49.0Z,3,REGULAR,block,,[],1630194,,,1610612738,69,72,2023-12-02T01:57:35Z,3405000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,
350,PT11M44.00S,2023-12-02T01:56:50.0Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,69,72,2023-12-02T01:56:56Z,3410000,False,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,Horford,A. Horford,,,,,,,,,349.0,4.0,2.0,2.0,,,,,,,
353,PT11M44.00S,2023-12-02T01:56:58.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,6.521024967148489,48.529411764705884,1610612738,71,72,2023-12-02T01:57:22Z,3415000,False,7.0,9.0,1,left,A. Horford tip Layup (14 PTS),[201143],1610612738.0,BOS,tip,,,,,,Restricted Area,0-8 Center,,Horford,A. Horford,,,1.15,Made,14.0,,,,,,,,,,,,,,
351,PT11M24.00S,2023-12-02T01:57:08.9Z,3,REGULAR,3pt,Jump Shot,[],202699,65.91655716162943,63.48039215686274,1610612755,71,75,2023-12-02T01:57:29Z,3420000,False,67.0,268.0,1,right,T. Harris 27' 3PT  (14 PTS) (P. Reed 1 AST),"[202699, 1630194]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,Harris,T. Harris,,,27.62,Made,14.0,P. Reed,1630194.0,1.0,,,,,,,,,,,
354,PT11M10.00S,2023-12-02T01:57:23.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,26.62614980289093,87.00980392156863,1610612738,71,75,2023-12-02T01:57:31Z,3440000,False,-185.0,198.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,Brown,J. Brown,,,27.08,Missed,,,,,,,,,,,,,,,
355,PT11M10.00S,2023-12-02T01:57:23.3Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,71,75,2023-12-02T01:57:31Z,3450000,False,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,Melton,D. Melton,,,,,,,,,354.0,3.0,2.0,1.0,,,,,,,
356,PT11M00.00S,2023-12-02T01:57:33.9Z,3,REGULAR,3pt,Jump Shot,[],1629001,71.17279894875165,81.37254901960785,1610612755,71,75,2023-12-02T01:59:07Z,3460000,False,157.0,218.0,1,right,MISS D. Melton 26' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,,Melton,D. Melton,,,26.9,Missed,,,,,,,,,,,,,,,
357,PT10M59.00S,2023-12-02T01:57:34.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,71,75,2023-12-02T01:57:39Z,3470000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,Brown,J. Brown,,,,,,,,,356.0,2.0,2.0,0.0,,,,,,,
359,PT10M43.00S,2023-12-02T01:57:53.0Z,3,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612738,71,75,2023-12-02T01:58:06Z,3480000,False,,,0,,D. Melton shooting personal FOUL (3 PF) (Tatum 2 FT),"[1629001, 1628369]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Melton,D. Melton,,,,,,,,,,,,,,,1627963.0,3.0,0.0,Tatum,1628369.0
361,PT10M43.00S,2023-12-02T01:58:17.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,72,75,2023-12-02T01:58:17Z,3500000,False,,,0,,J. Tatum Free Throw 1 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,Made,16.0,,,,,,,,,,,,,,
362,PT10M43.00S,2023-12-02T01:58:31.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,73,75,2023-12-02T01:58:31Z,3510000,False,,,0,,J. Tatum Free Throw 2 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,Made,17.0,,,,,,,,,,,,,,
363,PT10M24.00S,2023-12-02T01:58:52.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201976,86.02168199737189,44.6078431372549,1610612755,73,77,2023-12-02T01:58:56Z,3520000,False,-27.0,79.0,1,right,P. Beverley 8' turnaround Hook (18 PTS),[201976],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,,Beverley,P. Beverley,,,8.34,Made,18.0,,,,,,,,,,,,,,
364,PT10M08.00S,2023-12-02T01:59:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,10.726018396846255,55.63725490196079,1610612738,75,77,2023-12-02T01:59:15Z,3530000,False,-28.0,48.0,1,left,J. Holiday cutting Layup (8 PTS) (A. Horford 2 AST),"[201950, 201143]",1610612738.0,BOS,cutting,,,,,,In The Paint (Non-RA),0-8 Center,,Holiday,J. Holiday,,,5.59,Made,8.0,A. Horford,201143.0,2.0,,,,,,,,,,,
366,PT09M44.00S,2023-12-02T01:59:32.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,90.75229960578186,45.34313725490196,1610612755,75,77,2023-12-02T01:59:38Z,3550000,False,-23.0,34.0,1,right,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,4.15,Missed,,,,,,,,,,,,,,,
367,PT09M43.00S,2023-12-02T01:59:33.4Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,75,77,2023-12-02T01:59:38Z,3560000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,Holiday,J. Holiday,,,,,,,,,366.0,3.0,3.0,0.0,,,,,,,
368,PT09M33.00S,2023-12-02T01:59:42.1Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,75,77,2023-12-02T01:59:46Z,3570000,False,,,0,,J. Tatum lost ball TURNOVER (6 TO),"[1628369, 201976]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Left,6.0,Tatum,J. Tatum,Beverley,201976.0,,,,,,,,,,,,,,,,,
369,PT09M33.00S,2023-12-02T01:59:42.1Z,3,REGULAR,steal,,[],201976,,,1610612755,75,77,2023-12-02T01:59:43Z,3580000,False,,,0,,P. Beverley STEAL (2 STL),[201976],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,
370,PT09M29.00S,2023-12-02T01:59:46.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629001,74.19513797634691,8.57843137254902,1610612755,75,77,2023-12-02T01:59:53Z,3590000,False,-207.0,190.0,1,right,MISS D. Melton 28' running pullup 3PT,[1629001],1610612755.0,PHI,running pullup,,,,,,Above the Break 3,24+ Left Center,,Melton,D. Melton,,,28.11,Missed,,,,,,,,,,,,,,,
371,PT09M27.00S,2023-12-02T01:59:48.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,75,77,2023-12-02T01:59:53Z,3600000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,Tatum,J. Tatum,,,,,,,,,370.0,6.0,6.0,0.0,,,,,,,
372,PT09M16.00S,2023-12-02T01:59:59.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.623521681997373,45.588235294117645,1610612738,77,77,2023-12-02T02:00:03Z,3610000,False,22.0,29.0,1,left,J. Tatum cutting Layup (19 PTS) (D. White 3 AST),"[1628369, 1628401]",1610612738.0,BOS,cutting,,,,,,Restricted Area,0-8 Center,,Tatum,J. Tatum,,,3.61,Made,19.0,D. White,1628401.0,3.0,,,,,,,,,,,
374,PT08M50.00S,2023-12-02T02:00:25.8Z,3,REGULAR,3pt,Jump Shot,[],201976,71.96123521681997,80.63725490196079,1610612755,77,77,2023-12-02T02:00:32Z,3630000,False,153.0,211.0,1,right,MISS P. Beverley 26' step back 3PT,[201976],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,,Beverley,P. Beverley,,,26.08,Missed,,,,,,,,,,,,,,,
375,PT08M49.00S,2023-12-02T02:00:26.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,77,77,2023-12-02T02:00:32Z,3640000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,White,D. White,,,,,,,,,374.0,3.0,2.0,1.0,,,,,,,
376,PT08M41.00S,2023-12-02T02:00:34.6Z,3,REGULAR,3pt,Jump Shot,[],201950,30.831143232588698,21.07843137254902,1610612738,77,77,2023-12-02T02:00:40Z,3650000,False,145.0,237.0,1,left,MISS J. Holiday 27' 3PT,[201950],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,Holiday,J. Holiday,,,27.79,Missed,,,,,,,,,,,,,,,
377,PT08M40.00S,2023-12-02T02:00:35.6Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,77,77,2023-12-02T02:00:40Z,3660000,False,,,0,,P. Reed REBOUND (Off:0 Def:3),[1630194],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,Reed,P. Reed,,,,,,,,,376.0,3.0,3.0,0.0,,,,,,,
378,PT08M25.00S,2023-12-02T02:00:50.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,86.02168199737189,54.41176470588235,1610612755,77,77,2023-12-02T02:00:55Z,3670000,False,22.0,79.0,1,right,MISS P. Reed 8' turnaround Shot,[1630194],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,,Reed,P. Reed,,,8.19,Missed,,,,,,,,,,,,,,,
379,PT08M23.00S,2023-12-02T02:00:52.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,77,77,2023-12-02T02:00:55Z,3680000,False,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,Horford,A. Horford,,,,,,,,,378.0,5.0,3.0,2.0,,,,,,,
380,PT08M12.00S,2023-12-02T02:01:04.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.411957950065702,54.166666666666664,1610612738,77,77,2023-12-02T02:01:08Z,3690000,False,-21.0,36.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,Brown,J. Brown,,,4.16,Missed,,,,,,,,,,,,,,,
381,PT08M10.00S,2023-12-02T02:01:06.5Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,77,77,2023-12-02T02:01:08Z,3700000,False,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,,,,,,,380.0,3.0,2.0,1.0,,,,,,,
382,PT08M02.00S,2023-12-02T02:01:13.6Z,3,REGULAR,turnover,lost ball,[],1630194,,,1610612755,77,77,2023-12-02T02:01:17Z,3710000,False,,,0,,P. Reed lost ball TURNOVER (1 TO),"[1630194, 201143]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,1.0,Reed,P. Reed,Horford,201143.0,,,,,,,,,,,,,,,,,
383,PT08M02.00S,2023-12-02T02:01:13.6Z,3,REGULAR,steal,,[],201143,,,1610612738,77,77,2023-12-02T02:01:15Z,3720000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
384,PT07M53.00S,2023-12-02T02:01:22.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,9.411957950065702,97.30392156862744,1610612738,80,77,2023-12-02T02:01:28Z,3730000,False,-237.0,36.0,1,left,J. Brown 3PT  (11 PTS) (D. White 4 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,Brown,J. Brown,,,23.92,Made,11.0,D. White,1628401.0,4.0,,,,,,,,,,,
386,PT07M45.00S,2023-12-02T02:01:35.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,80,77,2023-12-02T02:01:35Z,3750000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M45.00S,2023-12-02T02:04:40.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612755,80,77,2023-12-02T02:04:47Z,3760000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
388,PT07M45.00S,2023-12-02T02:04:40.8Z,3,REGULAR,substitution,in,[],1630573,,,1610612755,80,77,2023-12-02T02:04:47Z,3770000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,
389,PT07M29.00S,2023-12-02T02:05:16.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,83.13074901445466,51.470588235294116,1610612755,80,77,2023-12-02T02:05:19Z,3780000,False,7.0,106.0,1,right,MISS T. Harris 10' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,,Harris,T. Harris,,,10.64,Missed,,,,,,,,,,,,,,,
390,PT07M28.00S,2023-12-02T02:05:17.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,80,77,2023-12-02T02:05:19Z,3790000,False,,,0,,A. Horford REBOUND (Off:2 Def:4),[201143],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,Horford,A. Horford,,,,,,,,,389.0,6.0,4.0,2.0,,,,,,,
391,PT07M20.00S,2023-12-02T02:05:25.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201950,13.87976346911958,45.83333333333333,1610612738,80,77,2023-12-02T02:05:32Z,3800000,False,21.0,78.0,1,left,MISS J. Holiday 8' driving Hook,[201950],1610612738.0,BOS,driving,,,,,,In The Paint (Non-RA),8-16 Center,,Holiday,J. Holiday,,,8.07,Missed,,,,,,,,,,,,,,,
392,PT07M18.00S,2023-12-02T02:05:27.3Z,3,REGULAR,rebound,defensive,[],202694,,,1610612755,80,77,2023-12-02T02:05:32Z,3810000,False,,,0,,M. Morris Sr. REBOUND (Off:1 Def:5),[202694],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,Morris Sr.,M. Morris Sr.,,,,,,,,,391.0,6.0,5.0,1.0,,,,,,,
393,PT07M03.00S,2023-12-02T02:05:41.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,91.01511169513797,47.794117647058826,1610612755,80,79,2023-12-02T02:06:22Z,3820000,False,-11.0,32.0,1,right,P. Reed finger roll Layup (12 PTS),[1630194],1610612755.0,PHI,finger roll,,,,,,Restricted Area,0-8 Center,,Reed,P. Reed,,,3.38,Made,12.0,,,,,,,,,,,,,,
394,PT06M46.00S,2023-12-02T02:05:59.7Z,3,REGULAR,2pt,Jump Shot,[],1627759,21.107095926412615,30.637254901960787,1610612738,80,79,2023-12-02T02:06:05Z,3830000,False,97.0,146.0,1,left,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,,,,Mid-Range,16-24 Right Center,,Brown,J. Brown,,,17.51,Missed,,,,,,,,,,,,,,,
395,PT06M45.00S,2023-12-02T02:06:00.7Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612755,80,79,2023-12-02T02:06:05Z,3840000,False,,,0,,P. Reed REBOUND (Off:0 Def:4),[1630194],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,Reed,P. Reed,,,,,,,,,394.0,4.0,4.0,0.0,,,,,,,
396,PT06M23.00S,2023-12-02T02:06:22.2Z,3,REGULAR,2pt,Jump Shot,[],202694,89.56964520367937,15.931372549019606,1610612755,80,79,2023-12-02T02:06:46Z,3850000,False,-170.0,46.0,1,right,MISS M. Morris Sr. 17' step back Shot,[202694],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Left,,Morris Sr.,M. Morris Sr.,,,17.63,Missed,,,,,,,,,,,,,,,
397,PT06M20.00S,2023-12-02T02:06:25.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,80,79,2023-12-02T02:06:46Z,3860000,False,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Left,,White,D. White,,,,,,,,,396.0,4.0,3.0,1.0,,,,,,,
398,PT06M14.00S,2023-12-02T02:06:32.3Z,3,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612738,80,79,2023-12-02T02:06:58Z,3870000,False,,,0,,D. Melton shooting personal FOUL (4 PF) (White 2 FT),"[1629001, 1628401]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,Melton,D. Melton,,,,,,,,,,,,,,,202007.0,4.0,0.0,White,1628401.0
400,PT06M14.00S,2023-12-02T02:07:02.5Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,81,79,2023-12-02T02:07:02Z,3890000,False,,,0,,D. White Free Throw 1 of 2 (14 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,Made,14.0,,,,,,,,,,,,,,
401,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,out,[],201950,,,1610612738,81,79,2023-12-02T02:07:22Z,3900000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,
402,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,out,[],201143,,,1610612738,81,79,2023-12-02T02:07:22Z,3910000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
403,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,out,[],202694,,,1610612738,81,79,2023-12-02T02:07:22Z,3920000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612755.0,PHI,,,,,,,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,
404,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,out,[],1629001,,,1610612738,81,79,2023-12-02T02:07:22Z,3930000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
405,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,out,[],1630194,,,1610612738,81,79,2023-12-02T02:07:22Z,3940000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,
406,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,81,79,2023-12-02T02:07:22Z,3950000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,
407,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,in,[],1630625,,,1610612738,81,79,2023-12-02T02:07:22Z,3960000,False,,,0,,SUB in: D. Banton,[1630625],1610612738.0,BOS,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,
408,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,in,[],1628964,,,1610612738,81,79,2023-12-02T02:07:22Z,3970000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,,,,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,
409,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,in,[],1627788,,,1610612738,81,79,2023-12-02T02:07:22Z,3980000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,
410,PT06M14.00S,2023-12-02T02:07:06.5Z,3,REGULAR,substitution,in,[],203496,,,1610612738,81,79,2023-12-02T02:07:22Z,3990000,False,,,0,,SUB in: R. Covington,[203496],1610612755.0,PHI,,,,,,,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,
411,PT06M14.00S,2023-12-02T02:07:42.8Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,82,79,2023-12-02T02:07:42Z,4000000,False,,,0,,D. White Free Throw 2 of 2 (15 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,Made,15.0,,,,,,,,,,,,,,
412,PT05M59.00S,2023-12-02T02:08:00.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,86.5473061760841,39.46078431372549,1610612755,82,79,2023-12-02T02:08:06Z,4010000,False,-53.0,74.0,1,right,MISS R. Covington 9' driving floating Shot,[203496],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,,Covington,R. Covington,,,9.08,Missed,,,,,,,,,,,,,,,
413,PT05M57.00S,2023-12-02T02:08:02.8Z,3,REGULAR,rebound,defensive,[],1630625,,,1610612738,82,79,2023-12-02T02:14:11Z,4020000,False,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Left,,Banton,D. Banton,,,,,,,,,412.0,2.0,1.0,1.0,,,,,,,
414,PT05M53.00S,2023-12-02T02:08:07.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,8.360709592641262,56.127450980392155,1610612738,84,79,2023-12-02T02:08:12Z,4030000,False,-31.0,26.0,1,left,J. Brown running Layup (13 PTS),[1627759],1610612738.0,BOS,running,,,,,,Restricted Area,0-8 Center,,Brown,J. Brown,,,4.02,Made,13.0,,,,,,,,,,,,,,
415,PT05M33.00S,2023-12-02T02:08:29.9Z,3,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,84,79,2023-12-02T02:16:14Z,4040000,False,,,0,,T. Harris bad pass out-of-bounds TURNOVER (2 TO),[202699],1610612755.0,PHI,bad pass,,,,,,Mid-Range,16-24 Right,2.0,Harris,T. Harris,,,,,,,,,,,,,,,1627963.0,,,,
416,PT05M24.00S,2023-12-02T02:08:40.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628401,20.71287779237845,35.294117647058826,1610612738,84,79,2023-12-02T02:08:46Z,4050000,False,74.0,142.0,1,left,MISS D. White 16' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,,,,Mid-Range,8-16 Center,,White,D. White,,,16.01,Missed,,,,,,,,,,,,,,,
417,PT05M22.00S,2023-12-02T02:08:42.2Z,3,REGULAR,rebound,defensive,[],201976,,,1610612755,84,79,2023-12-02T02:08:46Z,4060000,False,,,0,,P. Beverley REBOUND (Off:1 Def:3),[201976],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Center,,Beverley,P. Beverley,,,,,,,,,416.0,4.0,3.0,1.0,,,,,,,
418,PT05M18.00S,2023-12-02T02:08:48.7Z,3,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612755,84,79,2023-12-02T02:09:04Z,4070000,False,,,0,,D. Banton shooting personal FOUL (1 PF) (Covington 2 FT),"[1630625, 203496]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,Banton,D. Banton,,,,,,,,,,,,,,,202007.0,1.0,0.0,Covington,203496.0
420,PT05M18.00S,2023-12-02T02:09:13.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203496,,,1610612755,84,80,2023-12-02T02:09:13Z,4090000,False,,,0,,R. Covington Free Throw 1 of 2 (11 PTS),[203496],1610612755.0,PHI,,,,,,,,,,Covington,R. Covington,,,,Made,11.0,,,,,,,,,,,,,,
421,PT05M18.00S,2023-12-02T02:09:32.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203496,,,1610612755,84,81,2023-12-02T02:09:32Z,4100000,False,,,0,,R. Covington Free Throw 2 of 2 (12 PTS),[203496],1610612755.0,PHI,,,,,,,,,,Covington,R. Covington,,,,Made,12.0,,,,,,,,,,,,,,
422,PT05M05.00S,2023-12-02T02:09:47.4Z,3,REGULAR,2pt,Jump Shot,[],1627759,23.603810775295663,71.32352941176471,1610612738,84,81,2023-12-02T02:09:52Z,4110000,False,-107.0,169.0,1,left,MISS J. Brown 20' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,,,,Mid-Range,16-24 Left Center,,Brown,J. Brown,,,20.01,Missed,,,,,,,,,,,,,,,
