actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
422,PT05M47.00S,2025-02-08T02:08:12.1Z,3,REGULAR,foul,personal,[],1631213,,,1610612748,62,68,2025-02-08T02:08:21Z,4160000,False,,,0,,T. Martin personal FOUL (2 PF),"[1631213, 1629639]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,202007.0,2.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
424,PT05M47.00S,2025-02-08T02:08:24.4Z,3,REGULAR,substitution,out,[],1642276,,,1610612748,62,68,2025-02-08T02:08:30Z,4180000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M47.00S,2025-02-08T02:08:24.4Z,3,REGULAR,substitution,in,[],1631107,,,1610612748,62,68,2025-02-08T02:08:30Z,4190000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M33.00S,2025-02-08T02:08:53.0Z,3,REGULAR,3pt,Jump Shot,[],1629130,80.23981603153744,93.38235294117648,1610612748,62,68,2025-02-08T02:08:57Z,4200000,False,217.0,133.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,25.45,Missed,,,,,,,,,,,,,
427,PT05M31.00S,2025-02-08T02:08:55.0Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,62,68,2025-02-08T02:16:00Z,4210000,False,,,0,,N. Claxton REBOUND (Off:2 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,426.0,5.0,3.0,2.0,,,,,,,
428,PT05M15.00S,2025-02-08T02:09:10.1Z,3,REGULAR,3pt,Jump Shot,[],1629661,31.35676741130092,70.83333333333334,1610612751,65,68,2025-02-08T02:09:15Z,4220000,False,-104.0,242.0,1,left,C. Johnson 26' 3PT  (14 PTS) (T. Watford 3 AST),"[1629661, 1630570]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,26.38,Made,,,,,,,14.0,T. Watford,1630570.0,3.0,,,
430,PT04M59.00S,2025-02-08T02:09:27.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,87.51642575558475,59.267769607843135,1610612748,65,70,2025-02-08T02:16:32Z,4240000,False,46.0,65.0,1,right,T. Herro 7' driving floating Jump Shot (13 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.96,Made,,,,,,,13.0,,,,,,
431,PT04M49.00S,2025-02-08T02:09:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,8.804204993429693,59.24862132352941,1610612751,67,70,2025-02-08T02:16:50Z,4250000,False,-46.0,30.0,1,left,C. Johnson driving Layup (16 PTS),[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.52,Made,,,,,,,16.0,,,,,,
432,PT04M34.00S,2025-02-08T02:09:53.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.83705650459922,39.43780637254902,1610612748,67,70,2025-02-08T02:17:17Z,4260000,False,-53.0,99.0,1,right,MISS B. Adebayo 11' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.26,Missed,,,,,,,,,,,,,
433,PT04M32.00S,2025-02-08T02:09:55.7Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,67,70,2025-02-08T02:17:17Z,4270000,False,,,0,,C. Johnson REBOUND (Off:2 Def:3),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,432.0,5.0,3.0,2.0,,,,,,,
434,PT04M11.00S,2025-02-08T02:10:16.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641787,15.374507227332458,48.01623774509803,1610612751,67,70,2025-02-08T02:17:43Z,4280000,False,10.0,92.0,1,left,MISS T. Evbuomwan 9' driving floating Shot,[1641787],1610612751.0,BKN,driving floating,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.25,Missed,,,,,,,,,,,,,
435,PT04M10.00S,2025-02-08T02:10:17.2Z,3,REGULAR,rebound,defensive,[],1629312,,,1610612748,67,70,2025-02-08T02:17:43Z,4290000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:3),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,434.0,3.0,3.0,0.0,,,,,,,
436,PT04M00.00S,2025-02-08T02:10:26.9Z,3,REGULAR,2pt,Jump Shot,[],1629639,94.34954007884363,18.849571078431367,1610612748,67,70,2025-02-08T02:18:01Z,4300000,False,-156.0,1.0,1,right,MISS T. Herro 15' step back Shot,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,15.58,Missed,,,,,,,,,,,,,
437,PT03M58.00S,2025-02-08T02:10:28.9Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,67,70,2025-02-08T02:18:01Z,4310000,False,,,0,,N. Claxton REBOUND (Off:2 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,,,,436.0,6.0,4.0,2.0,,,,,,,
438,PT03M52.00S,2025-02-08T02:10:35.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630570,9.855453350854134,44.856770833333336,1610612751,67,70,2025-02-08T02:18:37Z,4320000,False,26.0,40.0,1,left,MISS T. Watford running reverse Layup - blocked,"[1630570, 1629312]",1610612751.0,BKN,running reverse,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.76,Missed,Highsmith,1629312.0,,,,,,,,,,,
439,PT03M52.00S,2025-02-08T02:10:35.3Z,3,REGULAR,block,,[],1629312,,,1610612751,67,70,2025-02-08T02:14:41Z,4330000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
440,PT03M49.00S,2025-02-08T02:10:38.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,67,70,2025-02-08T02:18:37Z,4340000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,438.0,7.0,6.0,1.0,,,,,,,
441,PT03M47.00S,2025-02-08T02:10:42.2Z,3,REGULAR,foul,personal,[],1629661,,,1610612748,67,70,2025-02-08T02:18:57Z,4350000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 1629639]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
443,PT03M47.00S,2025-02-08T02:11:03.9Z,3,REGULAR,substitution,out,[],1629661,,,1610612748,67,70,2025-02-08T02:11:15Z,4370000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M47.00S,2025-02-08T02:11:03.9Z,3,REGULAR,substitution,out,[],1629651,,,1610612748,67,70,2025-02-08T02:11:15Z,4380000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M47.00S,2025-02-08T02:11:03.9Z,3,REGULAR,substitution,out,[],1629312,,,1610612748,67,70,2025-02-08T02:11:15Z,4390000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M47.00S,2025-02-08T02:11:03.9Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,67,70,2025-02-08T02:11:15Z,4400000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M47.00S,2025-02-08T02:11:03.9Z,3,REGULAR,substitution,in,[],1630549,,,1610612748,67,70,2025-02-08T02:11:15Z,4410000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M47.00S,2025-02-08T02:11:03.9Z,3,REGULAR,substitution,in,[],1630592,,,1610612748,67,70,2025-02-08T02:11:15Z,4420000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M47.00S,2025-02-08T02:11:03.9Z,3,REGULAR,substitution,in,[],1631170,,,1610612748,67,70,2025-02-08T02:11:15Z,4430000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M47.00S,2025-02-08T02:11:03.9Z,3,REGULAR,substitution,in,[],1626179,,,1610612748,67,70,2025-02-08T02:11:15Z,4440000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M36.00S,2025-02-08T02:11:28.0Z,3,REGULAR,turnover,bad pass,[],1631107,,,1610612748,67,70,2025-02-08T02:19:48Z,4450000,False,,,0,,N. Jović bad pass TURNOVER (2 TO),"[1631107, 1630570]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Watford,1630570.0
452,PT03M36.00S,2025-02-08T02:11:28.0Z,3,REGULAR,steal,,[],1630570,,,1610612751,67,70,2025-02-08T02:11:30Z,4460000,False,,,0,,T. Watford STEAL (1 STL),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
453,PT03M21.00S,2025-02-08T02:11:41.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630592,30.091984231274637,80.36917892156862,1610612751,67,70,2025-02-08T02:20:09Z,4470000,False,-152.0,230.0,1,left,MISS J. Wilson 27' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,,27.59,Missed,,,,,,,,,,,,,
454,PT03M17.00S,2025-02-08T02:11:45.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,67,70,2025-02-08T02:20:09Z,4480000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,453.0,,,,,,,,,,
455,PT03M17.00S,2025-02-08T02:11:48.4Z,3,REGULAR,foul,personal,[],1630549,,,1610612748,67,70,2025-02-08T02:20:28Z,4490000,False,,,0,,D. Sharpe loose ball personal FOUL (2 PF),"[1630549, 1628389]",1610612751.0,BKN,loose ball,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,202007.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
457,PT03M07.00S,2025-02-08T02:12:11.2Z,3,REGULAR,3pt,Jump Shot,[],1629639,92.85479632063075,95.34313725490196,1610612748,67,70,2025-02-08T02:20:48Z,4510000,False,227.0,15.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,22.72,Missed,,,,,,,,,,,,,
459,PT03M06.00S,2025-02-08T02:12:12.2Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,67,70,2025-02-08T02:20:48Z,4530000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,,,457.0,3.0,2.0,1.0,,,,,,,
460,PT02M56.00S,2025-02-08T02:12:23.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,12.746386333771355,54.48452818627451,1610612751,67,70,2025-02-08T02:21:26Z,4540000,False,-22.0,67.0,1,left,MISS T. Watford 7' driving Layup,[1630570],1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.09,Missed,,,,,,,,,,,,,
461,PT02M54.00S,2025-02-08T02:12:25.5Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,67,70,2025-02-08T02:21:26Z,4550000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,460.0,4.0,2.0,2.0,,,,,,,
462,PT02M54.00S,2025-02-08T02:12:25.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,6.521024967148489,46.568627450980394,1610612751,67,70,2025-02-08T02:21:37Z,4560000,False,17.0,9.0,1,left,MISS D. Sharpe putback Layup - blocked,"[1630549, 1628389]",1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,1.93,Missed,Adebayo,1628389.0,,,,,,,,,,,
463,PT02M54.00S,2025-02-08T02:12:25.6Z,3,REGULAR,block,,[],1628389,,,1610612751,67,70,2025-02-08T02:12:27Z,4570000,False,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
464,PT02M53.00S,2025-02-08T02:12:26.6Z,3,REGULAR,rebound,offensive,[],1630592,,,1610612751,67,70,2025-02-08T02:21:37Z,4580000,False,,,0,,J. Wilson REBOUND (Off:3 Def:0),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,,,,,462.0,3.0,0.0,3.0,,,,,,,
465,PT02M47.00S,2025-02-08T02:12:31.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641787,22.552562417871222,88.72549019607843,1610612751,67,70,2025-02-08T02:21:53Z,4590000,False,-194.0,159.0,1,left,MISS T. Evbuomwan 25' 3PT,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Left Center,,,,,,25.08,Missed,,,,,,,,,,,,,
466,PT02M44.00S,2025-02-08T02:12:34.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,67,70,2025-02-08T02:21:53Z,4600000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,465.0,,,,,,,,,,
468,PT02M44.00S,2025-02-08T02:12:41.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,67,70,2025-02-08T02:12:41Z,4620000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M23.00S,2025-02-08T02:15:51.0Z,3,REGULAR,3pt,Jump Shot,[],1631170,89.22470433639947,4.388786764705884,1610612748,67,73,2025-02-08T02:22:07Z,4630000,False,-228.0,49.0,1,right,J. Jaquez Jr. 3PT  (3 PTS) (N. Jović 3 AST),"[1631170, 1631107]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,,,,,,23.33,Made,,,,,,,3.0,N. Jović,1631107.0,3.0,,,
471,PT02M05.00S,2025-02-08T02:16:10.6Z,3,REGULAR,3pt,Jump Shot,[],1641787,5.469776609724048,94.85294117647058,1610612751,67,73,2025-02-08T02:22:23Z,4650000,False,-224.0,-1.0,1,left,MISS T. Evbuomwan 3PT,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Left Corner 3,24+ Left,,,,,,22.43,Missed,,,,,,,,,,,,,
472,PT02M02.00S,2025-02-08T02:16:13.6Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612748,67,73,2025-02-08T02:22:23Z,4660000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,,,,,,,471.0,2.0,2.0,0.0,,,,,,,
473,PT01M50.00S,2025-02-08T02:16:25.4Z,3,REGULAR,2pt,Jump Shot,[],1626179,76.16622864651774,30.14705882352941,1610612748,67,73,2025-02-08T02:22:38Z,4670000,False,-99.0,172.0,1,right,MISS T. Rozier 19' step back Shot,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,,,,,,19.82,Missed,,,,,,,,,,,,,
474,PT01M48.00S,2025-02-08T02:16:27.4Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612751,67,73,2025-02-08T02:22:38Z,4680000,False,,,0,,T. Watford REBOUND (Off:0 Def:4),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,473.0,4.0,4.0,0.0,,,,,,,
476,PT01M29.00S,2025-02-08T02:16:55.4Z,3,REGULAR,substitution,out,[],1630570,,,1610612751,67,73,2025-02-08T02:16:59Z,4700000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M29.00S,2025-02-08T02:16:55.4Z,3,REGULAR,substitution,in,[],1626156,,,1610612751,67,73,2025-02-08T02:16:59Z,4710000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M25.00S,2025-02-08T02:17:14.7Z,3,REGULAR,3pt,Jump Shot,[],1630592,29.040735873850196,83.80055147058823,1610612751,67,73,2025-02-08T02:23:12Z,4720000,False,-169.0,220.0,1,left,MISS J. Wilson 27' pullup 3PT,[1630592],1610612751.0,BKN,pullup,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,,27.78,Missed,,,,,,,,,,,,,
479,PT01M20.00S,2025-02-08T02:17:19.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,67,73,2025-02-08T02:23:12Z,4730000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,478.0,,,,,,,,,,
480,PT01M20.00S,2025-02-08T02:17:23.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612751,67,73,2025-02-08T02:23:29Z,4740000,False,,,0,,T. Rozier loose ball personal FOUL (2 PF) (Wilson 2 FT),"[1626179, 1630592]",1610612748.0,MIA,loose ball,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,1628172.0,2.0,0.0,Wilson,1630592.0,,,,,,,,,,,,,,,
482,PT01M20.00S,2025-02-08T02:17:50.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630592,,,1610612751,67,73,2025-02-08T02:17:50Z,4760000,False,,,0,,MISS J. Wilson Free Throw 1 of 2,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
483,PT01M20.00S,2025-02-08T02:17:50.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,67,73,2025-02-08T02:17:50Z,4770000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,482.0,,,,,,,,,,
484,PT01M20.00S,2025-02-08T02:18:04.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630592,,,1610612751,68,73,2025-02-08T02:18:04Z,4780000,False,,,0,,J. Wilson Free Throw 2 of 2 (6 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,Made,,,,,,,6.0,,,,,,
485,PT01M00.00S,2025-02-08T02:18:28.4Z,3,REGULAR,2pt,Jump Shot,[],1628389,95.0065703022339,21.055453431372555,1610612748,68,75,2025-02-08T02:23:50Z,4790000,False,-145.0,-6.0,1,right,B. Adebayo 14' pullup Jump Shot (16 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,14.48,Made,,,,,,,16.0,,,,,,
486,PT00M55.20S,2025-02-08T02:18:37.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612751,68,75,2025-02-08T02:18:45Z,4800000,False,,,0,,T. Rozier personal FOUL (3 PF) (Russell 2 FT),"[1626179, 1626156]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,2534.0,3.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
488,PT00M55.20S,2025-02-08T02:19:06.1Z,3,REGULAR,freethrow,1 of 2,[],1626156,,,1610612751,68,75,2025-02-08T02:19:06Z,4820000,False,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
489,PT00M55.20S,2025-02-08T02:19:06.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,68,75,2025-02-08T02:19:06Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,
491,PT00M55.20S,2025-02-08T02:19:24.2Z,3,REGULAR,freethrow,2 of 2,[],1626156,,,1610612751,69,75,2025-02-08T02:19:24Z,4840000,False,,,0,,D. Russell Free Throw 2 of 2 (11 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,Made,,,,,,,11.0,,,,,,
492,PT00M37.30S,2025-02-08T02:19:47.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,90.40735873850197,58.306525735294116,1610612748,69,77,2025-02-08T02:24:07Z,4850000,False,42.0,38.0,1,right,T. Herro driving Layup (15 PTS) (J. Jaquez Jr. 3 AST),"[1629639, 1631170]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.61,Made,,,,,,,15.0,J. Jaquez Jr.,1631170.0,3.0,,,
494,PT00M32.10S,2025-02-08T02:19:55.8Z,3,REGULAR,3pt,Jump Shot,[],1626156,15.719448094612352,5.147058823529411,1610612751,69,77,2025-02-08T02:24:27Z,4870000,False,224.0,95.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,24.37,Missed,,,,,,,,,,,,,
495,PT00M29.80S,2025-02-08T02:19:58.1Z,3,REGULAR,rebound,offensive,[],1641787,,,1610612751,69,77,2025-02-08T02:24:27Z,4880000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:2),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,494.0,3.0,2.0,1.0,,,,,,,
496,PT00M28.00S,2025-02-08T02:19:59.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631213,26.49474375821288,86.76470588235294,1610612751,69,77,2025-02-08T02:24:45Z,4890000,False,-184.0,197.0,1,left,MISS T. Martin 26' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,26.91,Missed,,,,,,,,,,,,,
497,PT00M25.30S,2025-02-08T02:20:02.4Z,3,REGULAR,rebound,offensive,[],1630592,,,1610612751,69,77,2025-02-08T02:24:45Z,4900000,False,,,0,,J. Wilson REBOUND (Off:4 Def:0),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,496.0,4.0,0.0,4.0,,,,,,,
498,PT00M24.10S,2025-02-08T02:20:04.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630592,6.8105289093298325,54.26623774509804,1610612751,71,77,2025-02-08T02:24:52Z,4910000,False,-21.0,12.0,1,left,J. Wilson putback Layup (8 PTS),[1630592],1610612751.0,BKN,putback,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,2.42,Made,,,,,,,8.0,,,,,,
499,PT00M05.00S,2025-02-08T02:20:25.1Z,3,REGULAR,foul,personal,[],1626156,,,1610612748,71,77,2025-02-08T02:25:10Z,4920000,False,,,0,,D. Russell take personal FOUL (2 PF),"[1626156, 1629639]",1610612751.0,BKN,take,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,202007.0,2.0,1.0,Herro,1629639.0,,,,,,,,,,,,,,,
501,PT00M05.00S,2025-02-08T02:20:33.8Z,3,REGULAR,substitution,out,[],1626156,,,1610612748,71,77,2025-02-08T02:20:42Z,4940000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M05.00S,2025-02-08T02:20:33.8Z,3,REGULAR,substitution,out,[],1631170,,,1610612748,71,77,2025-02-08T02:20:42Z,4950000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M05.00S,2025-02-08T02:20:33.8Z,3,REGULAR,substitution,in,[],1630553,,,1610612748,71,77,2025-02-08T02:20:42Z,4960000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M05.00S,2025-02-08T02:20:33.8Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,71,77,2025-02-08T02:20:42Z,4970000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M04.30S,2025-02-08T02:20:56.4Z,3,REGULAR,2pt,Jump Shot,[],1629639,92.77266754270697,17.133884803921575,1610612748,71,77,2025-02-08T02:25:34Z,4980000,False,-164.0,15.0,1,right,MISS T. Herro 16' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left,,,,,,16.5,Missed,,,,,,,,,,,,,
