actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
518,PT12M00.00S,2024-01-03T04:43:43.2Z,4,REGULAR,substitution,in,['startperiod'],1641733,,,1610612758,78,75,2024-01-03T04:45:27Z,5020000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2024-01-03T04:43:43.2Z,4,REGULAR,substitution,in,['startperiod'],1628998,,,1610612758,78,75,2024-01-03T04:45:27Z,5030000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2024-01-03T04:45:32.1Z,4,REGULAR,period,start,[],0,,,1610612766,78,75,2024-01-03T04:45:32Z,5040000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT11M45.00S,2024-01-03T04:45:46.2Z,4,REGULAR,2pt,Jump Shot,[],1626179,86.67871222076215,65.93137254901961,1610612766,78,75,2024-01-03T04:45:57Z,5050000,False,80.0,73.0,1,right,MISS T. Rozier 10' driving floating bank Shot,[1626179],1610612766.0,CHA,driving floating bank,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,10.79,Missed,,,,,,,,,,,,,,,
523,PT11M44.00S,2024-01-03T04:45:47.2Z,4,REGULAR,rebound,defensive,[],203458,,,1610612758,78,75,2024-01-03T04:45:57Z,5060000,False,,,0,,A. Len REBOUND (Off:0 Def:4),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,Mid-Range,8-16 Right,,,,,,,,522.0,4.0,4.0,0.0,,,,,,,,,
525,PT11M30.00S,2024-01-03T04:46:22.9Z,4,REGULAR,violation,kicked ball,[],1641877,,,1610612758,78,75,2024-01-03T04:46:59Z,5080000,False,,,0,,N. Mensah kicked ball VIOLATION,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,1628953.0,,,,,,,
526,PT11M17.00S,2024-01-03T04:46:51.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,10.988830486202366,49.50980392156863,1610612758,80,75,2024-01-03T04:46:56Z,5090000,False,2.0,51.0,1,left,D. Fox pullup Jump Shot (20 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,5.09,Made,,,,,,,20.0,,,,,,,,
527,PT11M03.00S,2024-01-03T04:47:06.8Z,4,REGULAR,foul,personal,['2freethrow'],203458,,,1610612766,80,75,2024-01-03T04:47:15Z,5100000,False,,,0,,A. Len shooting personal FOUL (2 PF) (Rozier 2 FT),"[203458, 1626179]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,2.0,0.0,,,,Rozier,1626179.0
529,PT11M03.00S,2024-01-03T04:47:36.5Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,80,76,2024-01-03T04:47:59Z,5120000,False,,,0,,T. Rozier Free Throw 1 of 2 (21 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,21.0,,,,,,,,
531,PT11M03.00S,2024-01-03T04:47:36.5Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,80,76,2024-01-03T04:47:59Z,5130000,False,,,0,,MISS T. Rozier Free Throw 2 of 2,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
532,PT10M59.00S,2024-01-03T04:47:40.5Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612758,80,76,2024-01-03T04:47:59Z,5140000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,531.0,2.0,2.0,0.0,,,,,,,,,
533,PT10M44.00S,2024-01-03T04:48:13.6Z,4,REGULAR,foul,personal,['2freethrow'],1641877,,,1610612758,80,76,2024-01-03T04:48:23Z,5150000,False,,,0,,N. Mensah shooting personal FOUL (4 PF) (Len 2 FT),"[1641877, 203458]",1610612766.0,CHA,shooting,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627524.0,4.0,0.0,,,,Len,203458.0
535,PT10M44.00S,2024-01-03T04:48:39.2Z,4,REGULAR,freethrow,1 of 2,[],203458,,,1610612758,80,76,2024-01-03T04:48:39Z,5170000,False,,,0,,MISS A. Len Free Throw 1 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
536,PT10M44.00S,2024-01-03T04:48:39.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,80,76,2024-01-03T04:48:39Z,5180000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,
537,PT10M44.00S,2024-01-03T04:48:55.8Z,4,REGULAR,freethrow,2 of 2,[],203458,,,1610612758,81,76,2024-01-03T04:48:55Z,5190000,False,,,0,,A. Len Free Throw 2 of 2 (3 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
538,PT10M25.00S,2024-01-03T04:49:16.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,82.7365308804205,50.0,1610612766,81,78,2024-01-03T04:59:39Z,5200000,False,0.0,110.0,1,right,T. Rozier 10' driving floating Jump Shot (23 PTS) (P. Washington 3 AST),"[1626179, 1629023]",1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,10.98,Made,,,,,,,23.0,,,,P. Washington,1629023.0,3.0,,
540,PT10M14.00S,2024-01-03T04:49:28.1Z,4,REGULAR,3pt,Jump Shot,[],1628989,6.521024967148489,3.431372549019608,1610612758,81,78,2024-01-03T04:49:33Z,5220000,False,233.0,9.0,1,left,MISS K. Huerter 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,23.3,Missed,,,,,,,,,,,,,,,
541,PT10M10.00S,2024-01-03T04:49:32.1Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,81,78,2024-01-03T04:49:33Z,5230000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,,,540.0,2.0,2.0,0.0,,,,,,,,,
542,PT10M03.00S,2024-01-03T04:49:39.7Z,4,REGULAR,3pt,Jump Shot,[],1629023,68.54467805519053,31.61764705882353,1610612766,81,81,2024-01-03T04:49:45Z,5240000,False,-92.0,243.0,1,right,P. Washington 26' 3PT  (13 PTS) (T. Rozier 5 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,26.0,Made,,,,,,,13.0,,,,T. Rozier,1626179.0,5.0,,
544,PT09M47.00S,2024-01-03T04:49:55.0Z,4,REGULAR,3pt,Jump Shot,[],1626168,8.360709592641262,3.9215686274509802,1610612758,84,81,2024-01-03T04:50:01Z,5260000,False,230.0,26.0,1,left,T. Lyles 3PT  (9 PTS) (M. Monk 2 AST),"[1626168, 1628370]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,,,,23.19,Made,,,,,,,9.0,,,,M. Monk,1628370.0,2.0,,
546,PT09M18.00S,2024-01-03T04:50:25.0Z,4,REGULAR,2pt,Jump Shot,[],1628998,86.94152431011827,69.85294117647058,1610612766,84,83,2024-01-03T04:50:29Z,5280000,False,99.0,70.0,1,right,C. Martin 12' pullup Jump Shot (7 PTS),[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,12.16,Made,,,,,,,7.0,,,,,,,,
547,PT09M02.00S,2024-01-03T04:50:40.7Z,4,REGULAR,3pt,Jump Shot,[],1626168,15.456636005256241,94.85294117647058,1610612758,84,83,2024-01-03T04:50:53Z,5290000,False,-224.0,93.0,1,left,MISS T. Lyles 24' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left,,,,24.27,Missed,,,,,,,,,,,,,,,
548,PT09M02.00S,2024-01-03T04:50:40.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,84,83,2024-01-03T04:50:53Z,5300000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left,,,,,,,,547.0,,,,,,,,,,,,
550,PT09M02.00S,2024-01-03T04:50:51.0Z,4,REGULAR,substitution,out,[],203458,,,1610612758,84,83,2024-01-03T04:50:56Z,5320000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M02.00S,2024-01-03T04:50:51.0Z,4,REGULAR,substitution,in,[],1627734,,,1610612758,84,83,2024-01-03T04:50:56Z,5330000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT09M02.00S,2024-01-03T04:50:58.0Z,4,REGULAR,substitution,out,[],1641877,,,1610612758,84,83,2024-01-03T04:51:06Z,5340000,False,,,0,,SUB out: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT09M02.00S,2024-01-03T04:50:58.0Z,4,REGULAR,substitution,in,[],1630208,,,1610612758,84,83,2024-01-03T04:51:06Z,5350000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M55.00S,2024-01-03T04:51:24.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,30.831143232588698,65.44117647058823,1610612758,84,83,2024-01-03T05:01:04Z,5360000,False,-77.0,237.0,1,left,MISS D. Fox 24' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,24.95,Missed,,,,,,,,,,,,,,,
555,PT08M54.00S,2024-01-03T04:51:25.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,84,83,2024-01-03T04:51:33Z,5370000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,554.0,,,,,,,,,,,,
557,PT08M41.00S,2024-01-03T04:51:56.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,5.995400788436268,50.73529411764706,1610612758,86,83,2024-01-03T05:01:29Z,5390000,False,-4.0,4.0,1,left,D. Sabonis cutting Layup (21 PTS) (T. Lyles 1 AST),"[1627734, 1626168]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,0.54,Made,,,,,,,21.0,,,,T. Lyles,1626168.0,1.0,,
559,PT08M25.00S,2024-01-03T04:52:11.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,82.34231274638634,49.754901960784316,1610612766,86,85,2024-01-03T04:52:17Z,5410000,False,-1.0,113.0,1,right,P. Washington 11' pullup Jump Shot (15 PTS) (T. Rozier 6 AST),"[1629023, 1626179]",1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,11.35,Made,,,,,,,15.0,,,,T. Rozier,1626179.0,6.0,,
560,PT08M18.00S,2024-01-03T04:52:22.0Z,4,REGULAR,foul,personal,['2freethrow'],1628998,,,1610612758,86,85,2024-01-03T04:52:29Z,5420000,False,,,0,,C. Martin shooting personal FOUL (2 PF) (Fox 2 FT),"[1628998, 1628368]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627524.0,2.0,0.0,,,,Fox,1628368.0
562,PT08M18.00S,2024-01-03T04:52:49.4Z,4,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,87,85,2024-01-03T04:52:49Z,5440000,False,,,0,,D. Fox Free Throw 1 of 2 (21 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,,,,,,,21.0,,,,,,,,
563,PT08M18.00S,2024-01-03T04:52:49.9Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,87,85,2024-01-03T04:53:03Z,5450000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M18.00S,2024-01-03T04:52:49.9Z,4,REGULAR,substitution,out,[],1626168,,,1610612758,87,85,2024-01-03T04:53:03Z,5460000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M18.00S,2024-01-03T04:52:49.9Z,4,REGULAR,substitution,out,[],1629023,,,1610612758,87,85,2024-01-03T04:53:03Z,5470000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M18.00S,2024-01-03T04:52:49.9Z,4,REGULAR,substitution,in,[],1630537,,,1610612758,87,85,2024-01-03T04:53:03Z,5480000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M18.00S,2024-01-03T04:52:49.9Z,4,REGULAR,substitution,in,[],1631099,,,1610612758,87,85,2024-01-03T04:53:03Z,5490000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M18.00S,2024-01-03T04:52:49.9Z,4,REGULAR,substitution,in,[],1628970,,,1610612758,87,85,2024-01-03T04:53:03Z,5500000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT08M18.00S,2024-01-03T04:53:13.6Z,4,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,88,85,2024-01-03T04:53:13Z,5510000,False,,,0,,D. Fox Free Throw 2 of 2 (22 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,,,,,,,22.0,,,,,,,,
570,PT08M00.00S,2024-01-03T04:53:33.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,91.27792378449409,39.705882352941174,1610612766,88,87,2024-01-03T04:53:51Z,5520000,False,-51.0,29.0,1,right,N. Richards turnaround Hook (6 PTS) (M. Bridges 3 AST),"[1630208, 1628970]",1610612766.0,CHA,turnaround,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,5.94,Made,,,,,,,6.0,,,,M. Bridges,1628970.0,3.0,,
571,PT07M49.00S,2024-01-03T04:53:44.3Z,4,REGULAR,3pt,Jump Shot,[],1630537,5.075558475689881,96.56862745098039,1610612758,91,87,2024-01-03T04:53:53Z,5530000,False,-233.0,-5.0,1,left,C. Duarte 3PT  (12 PTS) (D. Sabonis 3 AST),"[1630537, 1627734]",1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,,,,23.28,Made,,,,,,,12.0,,,,D. Sabonis,1627734.0,3.0,,
574,PT07M25.00S,2024-01-03T04:54:10.4Z,4,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612766,91,87,2024-01-03T04:55:02Z,5550000,False,,,0,,K. Huerter shooting personal FOUL (3 PF) (Richards 2 FT),"[1628989, 1630208]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627524.0,3.0,0.0,,,,Richards,1630208.0
576,PT07M25.00S,2024-01-03T04:54:38.4Z,4,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,91,87,2024-01-03T04:54:38Z,5570000,False,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
577,PT07M25.00S,2024-01-03T04:54:38.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,91,87,2024-01-03T04:54:38Z,5580000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,576.0,,,,,,,,,,,,
578,PT07M25.00S,2024-01-03T04:54:40.0Z,4,REGULAR,substitution,out,[],1628368,,,1610612766,91,87,2024-01-03T04:54:46Z,5590000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M25.00S,2024-01-03T04:54:40.0Z,4,REGULAR,substitution,out,[],1626179,,,1610612766,91,87,2024-01-03T04:54:46Z,5600000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M25.00S,2024-01-03T04:54:40.0Z,4,REGULAR,substitution,in,[],1630558,,,1610612766,91,87,2024-01-03T04:54:46Z,5610000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M25.00S,2024-01-03T04:54:40.0Z,4,REGULAR,substitution,in,[],202397,,,1610612766,91,87,2024-01-03T04:54:46Z,5620000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M25.00S,2024-01-03T04:54:58.1Z,4,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,91,88,2024-01-03T04:54:58Z,5630000,False,,,0,,N. Richards Free Throw 2 of 2 (7 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
583,PT07M08.00S,2024-01-03T04:55:24.1Z,4,REGULAR,foul,offensive,[],1627734,,,1610612758,91,88,2024-01-03T04:57:20Z,5640000,False,,,0,,D. Sabonis offensive FOUL (5 PF),"[1627734, 1628970]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,5.0,1.0,,,,Bridges,1628970.0
585,PT07M08.00S,2024-01-03T04:55:24.1Z,4,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,91,88,2024-01-03T04:55:24Z,5660000,False,,,0,,D. Sabonis offensive foul TURNOVER (10 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,10.0,,,,,,,,,,,,204059.0,,,,,,,
586,PT06M42.00S,2024-01-03T04:56:02.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628998,80.6340341655716,93.62745098039215,1610612766,91,88,2024-01-03T05:08:21Z,5670000,False,218.0,130.0,1,right,MISS C. Martin 25' turnaround fadeaway 3PT,[1628998],1610612766.0,CHA,turnaround fadeaway,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,25.36,Missed,,,,,,,,,,,,,,,
587,PT06M42.00S,2024-01-03T04:56:02.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,91,88,2024-01-03T04:56:11Z,5680000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,586.0,,,,,,,,,,,,
590,PT06M42.00S,2024-01-03T04:56:08.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612766,91,88,2024-01-03T04:56:54Z,5690000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627524.0,,,,,,,
589,PT06M42.00S,2024-01-03T04:56:15.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,91,88,2024-01-03T04:57:06Z,5700000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M42.00S,2024-01-03T04:57:17.6Z,4,REGULAR,substitution,out,[],1628989,,,1610612758,91,88,2024-01-03T04:58:59Z,5710000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M42.00S,2024-01-03T04:57:17.6Z,4,REGULAR,substitution,in,[],1628370,,,1610612758,91,88,2024-01-03T04:58:59Z,5720000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M28.00S,2024-01-03T04:59:18.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,5.601182654402102,94.36274509803921,1610612758,94,88,2024-01-03T04:59:24Z,5730000,False,-222.0,0.0,1,left,D. Mitchell 3PT  (4 PTS) (K. Murray 2 AST),"[1630558, 1631099]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,22.18,Made,,,,,,,4.0,,,,K. Murray,1631099.0,2.0,,
595,PT06M08.00S,2024-01-03T04:59:40.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.85479632063075,47.05882352941176,1610612766,94,90,2024-01-03T05:09:46Z,5750000,False,-15.0,15.0,1,right,M. Bridges driving reverse Layup (22 PTS),[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,2.08,Made,,,,,,,22.0,,,,,,,,
596,PT06M08.00S,2024-01-03T04:59:43.9Z,4,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612766,94,90,2024-01-03T05:00:02Z,5760000,False,,,0,,K. Murray shooting personal FOUL (4 PF) (Bridges 1 FT),"[1631099, 1628970]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,4.0,0.0,,,,Bridges,1628970.0
598,PT06M08.00S,2024-01-03T04:59:52.5Z,4,REGULAR,substitution,out,[],1628998,,,1610612766,94,90,2024-01-03T05:00:01Z,5780000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M08.00S,2024-01-03T04:59:52.5Z,4,REGULAR,substitution,in,[],1631121,,,1610612766,94,90,2024-01-03T05:00:01Z,5790000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M08.00S,2024-01-03T05:00:16.5Z,4,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,94,91,2024-01-03T05:00:16Z,5800000,False,,,0,,M. Bridges Free Throw 1 of 1 (23 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,,23.0,,,,,,,,
601,PT05M54.00S,2024-01-03T05:00:33.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,8.754927726675426,42.15686274509804,1610612758,94,91,2024-01-03T05:10:43Z,5810000,False,39.0,30.0,1,left,MISS M. Monk driving Layup - blocked,"[1628370, 1641733]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,4.92,Missed,Smith Jr.,1641733.0,,,,,,,,,,,,,
602,PT05M54.00S,2024-01-03T05:00:33.7Z,4,REGULAR,block,,[],1641733,,,1610612758,94,91,2024-01-03T05:00:40Z,5820000,False,,,0,,N. Smith Jr. BLOCK (1 BLK),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
603,PT05M54.00S,2024-01-03T05:00:33.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,94,91,2024-01-03T05:10:56Z,5830000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,601.0,,,,,,,,,,,,
658,PT05M47.00S,2024-01-03T05:01:13.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628370,11.613009198423129,64.70588235294117,1610612758,94,91,2024-01-03T05:12:33Z,5855000,False,-74.0,57.0,1,left,MISS M. Monk 9' driving floating Shot - blocked,"[1628370, 1641733]",1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Left,,,,9.28,Missed,Smith Jr.,1641733.0,,,,,,,,,,,,,
659,PT05M47.00S,2024-01-03T05:01:13.3Z,4,REGULAR,block,,[],1641733,,,1610612758,94,91,2024-01-03T05:12:33Z,5857500,False,,,0,,N. Smith Jr. BLOCK (2 BLK),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
660,PT05M46.00S,2024-01-03T05:01:14.3Z,4,REGULAR,rebound,offensive,[],1628370,,,1610612758,94,91,2024-01-03T05:12:33Z,5858750,False,,,0,,M. Monk REBOUND (Off:1 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,658.0,3.0,2.0,1.0,,,,,,,,,
651,PT05M46.00S,2024-01-03T05:01:21.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,94,91,2024-01-03T05:11:38Z,5860000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT05M42.00S,2024-01-03T05:04:28.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612758,94,91,2024-01-03T05:04:38Z,5880000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,,,,,,,
609,PT05M25.00S,2024-01-03T05:04:55.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,71.82982917214193,81.86274509803921,1610612766,94,91,2024-01-03T05:16:18Z,5890000,False,159.0,212.0,1,right,MISS M. Bridges 26' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,26.54,Missed,,,,,,,,,,,,,,,
