actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
431,PT03M40.00S,2023-02-04T02:42:26.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,79,90,2023-02-04T02:42:31Z,4180000,False,,,0,,J. Embiid REBOUND (Off:0 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,430.0,8.0,8.0,0.0,,,,,,,,,
432,PT03M39.00S,2023-02-04T02:42:30.7Z,3,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612755,79,90,2023-02-04T02:42:39Z,4190000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629640, 203954]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,1628159.0,,,,,,,,,,,1.0,0.0,Embiid,203954.0,,
434,PT03M39.00S,2023-02-04T02:42:58.8Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,79,91,2023-02-04T02:42:58Z,4210000,False,,,0,,J. Embiid Free Throw 1 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,27.0,,,,,,,,,,,,,
435,PT03M39.00S,2023-02-04T02:43:03.4Z,3,REGULAR,substitution,out,[],1626196,,,1610612755,79,91,2023-02-04T02:43:06Z,4220000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M39.00S,2023-02-04T02:43:03.4Z,3,REGULAR,substitution,in,[],203926,,,1610612755,79,91,2023-02-04T02:43:06Z,4230000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M39.00S,2023-02-04T02:43:27.2Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,79,92,2023-02-04T02:43:27Z,4240000,False,,,0,,J. Embiid Free Throw 2 of 2 (28 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,28.0,,,,,,,,,,,,,
438,PT03M25.00S,2023-02-04T02:43:43.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,6.521024967148489,44.85294117647059,1610612759,81,92,2023-02-04T02:44:14Z,4250000,False,26.0,9.0,1,left,S. Johnson driving Layup (2 PTS) (D. McDermott 1 AST),"[1626169, 203926]",1610612759.0,SAS,driving,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,,,,,2.72,Made,2.0,,,,,D. McDermott,203926.0,1.0,,,,,,
440,PT03M01.00S,2023-02-04T02:44:06.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.46057818659659,51.9607843137255,1610612755,81,94,2023-02-04T02:44:35Z,4270000,False,10.0,18.0,1,right,J. Embiid driving Layup (30 PTS) (G. Niang 2 AST),"[203954, 1627777]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,2.08,Made,30.0,,,,,G. Niang,1627777.0,2.0,,,,,,
442,PT02M51.00S,2023-02-04T02:44:16.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626169,6.258212877792378,64.70588235294117,1610612759,83,94,2023-02-04T02:44:25Z,4290000,False,-74.0,6.0,1,left,S. Johnson 7' floating Jump Shot (4 PTS) (D. McDermott 2 AST),"[1626169, 203926]",1610612759.0,SAS,floating,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.38,Made,4.0,,,,,D. McDermott,203926.0,2.0,,,,,,
444,PT02M34.00S,2023-02-04T02:44:33.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,82.86793692509855,44.11764705882353,1610612755,83,94,2023-02-04T02:44:37Z,4310000,False,-29.0,109.0,1,right,MISS T. Harris 11' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.24,Missed,,,,,,,,,,,,,,
445,PT02M32.00S,2023-02-04T02:44:35.6Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,83,94,2023-02-04T02:44:37Z,4320000,False,,,0,,Z. Collins REBOUND (Off:0 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,444.0,4.0,4.0,0.0,,,,,,,,,
446,PT02M24.00S,2023-02-04T02:44:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,5.863994743758213,45.83333333333333,1610612759,85,94,2023-02-04T02:44:48Z,4330000,False,21.0,3.0,1,left,Z. Collins Layup (5 PTS) (K. Johnson 3 AST),"[1628380, 1629640]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,2.1,Made,5.0,,,,,K. Johnson,1629640.0,3.0,,,,,,
448,PT02M07.00S,2023-02-04T02:44:59.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,91.93495400788436,54.166666666666664,1610612755,85,96,2023-02-04T02:45:42Z,4350000,False,21.0,23.0,1,right,T. Maxey driving floating bank Jump Shot (15 PTS),[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,3.12,Made,15.0,,,,,,,,,,,,,
449,PT02M01.00S,2023-02-04T02:45:09.2Z,3,REGULAR,foul,personal,[],1629003,,,1610612759,85,96,2023-02-04T02:45:16Z,4360000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1629640]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Mid-Range,16-24 Right Center,,,,1626302.0,,,,,,,,,,,1.0,0.0,Johnson,1629640.0,,
451,PT02M01.00S,2023-02-04T02:45:14.8Z,3,REGULAR,substitution,out,[],1631103,,,1610612759,85,96,2023-02-04T02:45:22Z,4380000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M01.00S,2023-02-04T02:45:14.8Z,3,REGULAR,substitution,out,[],202699,,,1610612759,85,96,2023-02-04T02:45:22Z,4390000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M01.00S,2023-02-04T02:45:14.8Z,3,REGULAR,substitution,out,[],203954,,,1610612759,85,96,2023-02-04T02:45:22Z,4400000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M01.00S,2023-02-04T02:45:14.8Z,3,REGULAR,substitution,in,[],1631104,,,1610612759,85,96,2023-02-04T02:45:22Z,4410000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M01.00S,2023-02-04T02:45:14.8Z,3,REGULAR,substitution,in,[],1629680,,,1610612759,85,96,2023-02-04T02:45:22Z,4420000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M01.00S,2023-02-04T02:45:14.8Z,3,REGULAR,substitution,in,[],1626149,,,1610612759,85,96,2023-02-04T02:45:22Z,4430000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M53.00S,2023-02-04T02:45:47.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631104,13.091327201051248,51.225490196078425,1610612759,85,96,2023-02-04T02:45:51Z,4440000,False,-6.0,71.0,1,left,MISS B. Wesley 7' floating Shot,[1631104],1610612759.0,SAS,floating,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.09,Missed,,,,,,,,,,,,,,
458,PT01M51.00S,2023-02-04T02:45:49.4Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612755,85,96,2023-02-04T02:45:51Z,4450000,False,,,0,,M. Harrell REBOUND (Off:2 Def:2),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,457.0,4.0,2.0,2.0,,,,,,,,,
459,PT01M38.00S,2023-02-04T02:46:01.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629680,92.59198423127464,48.529411764705884,1610612755,85,96,2023-02-04T02:46:44Z,4460000,False,-7.0,17.0,1,right,MISS M. Thybulle driving Hook,[1629680],1610612755.0,PHI,driving,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,1.86,Missed,,,,,,,,,,,,,,
460,PT01M37.00S,2023-02-04T02:46:02.4Z,3,REGULAR,rebound,offensive,[],1629680,,,1610612755,85,96,2023-02-04T02:46:44Z,4470000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,459.0,1.0,0.0,1.0,,,,,,,,,
461,PT01M35.00S,2023-02-04T02:46:05.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629680,92.90407358738501,63.399969362745104,1610612755,85,98,2023-02-04T02:46:11Z,4480000,False,67.0,14.0,1,right,M. Thybulle 6' floating Jump Shot (4 PTS),[1629680],1610612755.0,PHI,floating,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.85,Made,4.0,,,,,,,,,,,,,
462,PT01M21.00S,2023-02-04T02:46:19.7Z,3,REGULAR,turnover,bad pass,[],1631104,,,1610612759,85,98,2023-02-04T02:46:26Z,4490000,False,,,0,,B. Wesley bad pass TURNOVER (1 TO),"[1631104, 1629680]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Center,1.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,
463,PT01M21.00S,2023-02-04T02:46:19.7Z,3,REGULAR,steal,,[],1629680,,,1610612755,85,98,2023-02-04T02:46:22Z,4500000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
464,PT01M19.00S,2023-02-04T02:46:26.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,92.19776609724047,49.754901960784316,1610612755,85,100,2023-02-04T02:47:59Z,4510000,False,-1.0,21.0,1,right,T. Maxey running Layup (17 PTS) (M. Thybulle 1 AST),"[1630178, 1629680]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,2.08,Made,17.0,,,,,M. Thybulle,1629680.0,1.0,,,,,,
466,PT01M08.00S,2023-02-04T02:46:32.3Z,3,REGULAR,turnover,bad pass,[],1631104,,,1610612759,85,100,2023-02-04T02:46:42Z,4530000,False,,,0,,B. Wesley bad pass TURNOVER (2 TO),"[1631104, 1630178]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Center,2.0,Maxey,1630178.0,,,,,,,,,,,,,,,,,
467,PT01M08.00S,2023-02-04T02:46:32.3Z,3,REGULAR,steal,,[],1630178,,,1610612755,85,100,2023-02-04T02:46:35Z,4540000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
468,PT01M03.00S,2023-02-04T02:46:36.5Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630178,73.01248357424441,12.254901960784313,1610612755,85,103,2023-02-04T02:48:46Z,4550000,False,-189.0,201.0,1,right,T. Maxey 27' 3PT running pullup (20 PTS),[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,27.58,Made,20.0,,,,,,,,,,,,,
469,PT00M51.10S,2023-02-04T02:46:49.1Z,3,REGULAR,2pt,Jump Shot,[],203926,27.913518396846257,68.38618259803921,1610612759,85,103,2023-02-04T02:50:21Z,4560000,False,-92.0,210.0,1,left,MISS D. McDermott 22' Jump Shot,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Left Center,,,,,22.91,Missed,,,,,,,,,,,,,,
470,PT00M48.50S,2023-02-04T02:46:51.7Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,85,103,2023-02-04T02:46:56Z,4570000,False,,,0,,T. Maxey REBOUND (Off:2 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,469.0,3.0,1.0,2.0,,,,,,,,,
471,PT00M43.70S,2023-02-04T02:46:57.5Z,3,REGULAR,3pt,Jump Shot,[],1627777,91.01511169513797,96.81372549019608,1610612755,85,106,2023-02-04T02:47:02Z,4580000,False,234.0,32.0,1,right,G. Niang 3PT  (8 PTS) (T. Maxey 4 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,,,23.63,Made,8.0,,,,,T. Maxey,1630178.0,4.0,,,,,,
473,PT00M24.20S,2023-02-04T02:47:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.178055190538765,44.6078431372549,1610612759,87,106,2023-02-04T02:47:28Z,4600000,False,27.0,15.0,1,left,K. Johnson driving Layup (18 PTS) (S. Johnson 2 AST),"[1629640, 1626169]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,3.09,Made,18.0,,,,,S. Johnson,1626169.0,2.0,,,,,,
475,PT00M00.00S,2023-02-04T02:47:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.06636005256242,51.71568627450981,1610612755,87,106,2023-02-04T02:47:54Z,4620000,False,9.0,22.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,2.37,Missed,,,,,,,,,,,,,,
476,PT00M00.00S,2023-02-04T02:47:47.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,87,106,2023-02-04T02:47:54Z,4630000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,475.0,,,,,,,,,,,,
477,PT00M00.00S,2023-02-04T02:47:53.4Z,3,REGULAR,period,end,[],0,,,1610612755,87,106,2023-02-04T02:47:53Z,4640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2023-02-04T02:50:07.4Z,4,REGULAR,substitution,out,['startperiod'],1629640,,,1610612755,87,106,2023-02-04T02:50:28Z,4650000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-02-04T02:50:07.4Z,4,REGULAR,substitution,in,['startperiod'],1628966,,,1610612755,87,106,2023-02-04T02:50:28Z,4660000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-02-04T02:50:33.8Z,4,REGULAR,period,start,[],0,,,1610612755,87,106,2023-02-04T02:50:33Z,4670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT11M38.00S,2023-02-04T02:51:12.8Z,4,REGULAR,turnover,bad pass,[],1629003,,,1610612755,87,106,2023-02-04T02:51:19Z,4690000,False,,,0,,S. Milton bad pass TURNOVER (1 TO),"[1629003, 1628966]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,1.0,Bates-Diop,1628966.0,,,,,,,,,,,,,,,,,
483,PT11M38.00S,2023-02-04T02:51:12.8Z,4,REGULAR,steal,,[],1628966,,,1610612759,87,106,2023-02-04T03:06:25Z,4700000,False,,,0,,K. Bates-Diop STEAL (2 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
484,PT11M28.00S,2023-02-04T02:51:23.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628380,19.136005256241788,36.76470588235294,1610612759,87,106,2023-02-04T02:51:28Z,4710000,False,66.0,127.0,1,left,MISS Z. Collins 14' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.36,Missed,,,,,,,,,,,,,,
485,PT11M24.00S,2023-02-04T02:51:27.2Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612755,87,106,2023-02-04T02:51:28Z,4720000,False,,,0,,M. Harrell REBOUND (Off:2 Def:3),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,484.0,5.0,3.0,2.0,,,,,,,,,
486,PT11M16.00S,2023-02-04T02:51:34.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,92.72339027595268,53.431372549019606,1610612755,87,106,2023-02-04T02:51:39Z,4730000,False,17.0,16.0,1,right,MISS M. Harrell Layup,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,2.34,Missed,,,,,,,,,,,,,,
487,PT11M14.00S,2023-02-04T02:51:36.5Z,4,REGULAR,rebound,defensive,[],1626169,,,1610612759,87,106,2023-02-04T02:51:39Z,4740000,False,,,0,,S. Johnson REBOUND (Off:1 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,486.0,2.0,1.0,1.0,,,,,,,,,
488,PT11M06.00S,2023-02-04T02:51:44.1Z,4,REGULAR,turnover,lost ball,[],1628380,,,1610612759,87,106,2023-02-04T02:51:52Z,4750000,False,,,0,,Z. Collins lost ball TURNOVER (2 TO),"[1628380, 1629680]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Right,2.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,
489,PT11M06.00S,2023-02-04T02:51:44.1Z,4,REGULAR,steal,,[],1629680,,,1610612755,87,106,2023-02-04T02:51:49Z,4760000,False,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
490,PT10M49.00S,2023-02-04T02:52:00.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,80.50262812089356,63.48039215686274,1610612755,87,106,2023-02-04T02:52:05Z,4770000,False,67.0,131.0,1,right,MISS T. Maxey 14' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.71,Missed,,,,,,,,,,,,,,
491,PT10M46.00S,2023-02-04T02:52:03.8Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,87,106,2023-02-04T02:52:05Z,4780000,False,,,0,,Z. Collins REBOUND (Off:0 Def:5),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,490.0,5.0,5.0,0.0,,,,,,,,,
492,PT10M40.00S,2023-02-04T02:52:10.7Z,4,REGULAR,3pt,Jump Shot,[],203926,29.38567674113009,75.49019607843137,1610612759,87,106,2023-02-04T02:52:16Z,4790000,False,-127.0,224.0,1,left,MISS D. McDermott 25' pullup 3PT,[203926],1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,,25.75,Missed,,,,,,,,,,,,,,
493,PT10M35.00S,2023-02-04T02:52:15.7Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,87,106,2023-02-04T02:52:16Z,4800000,False,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,492.0,3.0,3.0,0.0,,,,,,,,,
494,PT10M27.00S,2023-02-04T02:52:25.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,91.93495400788436,45.588235294117645,1610612755,87,108,2023-02-04T02:52:34Z,4810000,False,-22.0,23.0,1,right,S. Milton driving Layup (10 PTS),[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,3.21,Made,10.0,,,,,,,,,,,,,
495,PT10M27.00S,2023-02-04T02:52:33.8Z,4,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612755,87,108,2023-02-04T02:52:55Z,4820000,False,,,0,,Z. Collins shooting personal FOUL (4 PF) (Milton 1 FT),"[1628380, 1629003]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,,,,,,4.0,0.0,Milton,1629003.0,,
497,PT10M27.00S,2023-02-04T02:52:48.0Z,4,REGULAR,substitution,out,[],203926,,,1610612755,87,108,2023-02-04T02:52:53Z,4840000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT10M27.00S,2023-02-04T02:52:48.0Z,4,REGULAR,substitution,in,[],1629676,,,1610612755,87,108,2023-02-04T02:52:53Z,4850000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT10M27.00S,2023-02-04T02:53:01.5Z,4,REGULAR,freethrow,1 of 1,[],1629003,,,1610612755,87,108,2023-02-04T02:53:04Z,4860000,False,,,0,,MISS S. Milton Free Throw 1 of 1,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
500,PT10M24.00S,2023-02-04T02:53:04.5Z,4,REGULAR,rebound,defensive,[],1628966,,,1610612759,87,108,2023-02-04T02:53:04Z,4870000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,499.0,4.0,3.0,1.0,,,,,,,,,
501,PT10M17.00S,2023-02-04T02:53:10.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631104,15.982260183968464,49.754901960784316,1610612759,87,108,2023-02-04T02:53:16Z,4880000,False,1.0,98.0,1,left,MISS B. Wesley 9' pullup Shot,[1631104],1610612759.0,SAS,pullup,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Center,,,,,9.77,Missed,,,,,,,,,,,,,,
502,PT10M13.00S,2023-02-04T02:53:14.4Z,4,REGULAR,rebound,defensive,[],1626149,,,1610612755,87,108,2023-02-04T02:53:16Z,4890000,False,,,0,,M. Harrell REBOUND (Off:2 Def:4),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,501.0,6.0,4.0,2.0,,,,,,,,,
504,PT09M56.00S,2023-02-04T02:53:32.0Z,4,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612755,87,108,2023-02-04T02:54:21Z,4910000,False,,,0,,I. Roby shooting personal FOUL (1 PF) (Milton 2 FT),"[1629676, 1629003]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,In The Paint (Non-RA),8-16 Center,,,,1628159.0,,,,,,,,,,,1.0,0.0,Milton,1629003.0,,
506,PT09M56.00S,2023-02-04T02:54:06.6Z,4,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,87,109,2023-02-04T02:54:32Z,4930000,False,,,0,,S. Milton Free Throw 1 of 2 (11 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
507,PT09M56.00S,2023-02-04T02:54:06.6Z,4,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,87,110,2023-02-04T02:54:32Z,4940000,False,,,0,,S. Milton Free Throw 2 of 2 (12 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
508,PT09M42.00S,2023-02-04T02:54:42.0Z,4,REGULAR,3pt,Jump Shot,[],1631104,24.52365308804205,11.519607843137255,1610612759,90,110,2023-02-04T02:54:47Z,4950000,False,192.0,178.0,1,left,B. Wesley 26' 3PT  (5 PTS) (Z. Collins 2 AST),"[1631104, 1628380]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,,,,,26.21,Made,5.0,,,,,Z. Collins,1628380.0,2.0,,,,,,
510,PT09M29.00S,2023-02-04T02:54:57.7Z,4,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,90,110,2023-02-04T02:55:08Z,4970000,False,,,0,,S. Milton bad pass out-of-bounds TURNOVER (2 TO),[1629003],1610612755.0,PHI,bad pass,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,1626302.0,,,,,,,,,,,,,,,,
511,PT09M21.00S,2023-02-04T02:55:06.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629676,25.969119579500656,13.23529411764706,1610612759,90,110,2023-02-04T02:55:14Z,4980000,False,184.0,192.0,1,left,MISS I. Roby 26' 3PT,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Right Center,,,,,26.55,Missed,,,,,,,,,,,,,,
512,PT09M17.00S,2023-02-04T02:55:10.6Z,4,REGULAR,rebound,offensive,[],1628966,,,1610612759,90,110,2023-02-04T02:55:10Z,4990000,False,,,0,,K. Bates-Diop REBOUND (Off:2 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,,,,,,,,511.0,5.0,3.0,2.0,,,,,,,,,
513,PT09M13.00S,2023-02-04T02:55:14.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628966,9.937582128777924,51.9607843137255,1610612759,92,110,2023-02-04T02:55:24Z,5000000,False,-10.0,41.0,1,left,K. Bates-Diop Layup (13 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,4.21,Made,13.0,,,,,,,,,,,,,
