actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
597,PT02M56.00S,2023-01-20T05:16:10.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,94.43166885676742,51.9607843137255,1610612755,88,97,2023-01-20T05:16:16Z,5850000,False,10.0,0.0,1,right,T. Maxey running Layup (15 PTS) (J. Harden 14 AST),"[1630178, 201935]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,,,,,,15.0,J. Harden,201935.0,14.0
599,PT02M47.00S,2023-01-20T05:16:19.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.178055190538765,46.07843137254902,1610612757,88,97,2023-01-20T05:21:42Z,5870000,False,20.0,15.0,1,left,MISS J. Nurkic cutting finger roll Layup,[203994],1610612757.0,POR,cutting finger roll,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
600,PT02M46.00S,2023-01-20T05:16:20.4Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,88,97,2023-01-20T05:16:25Z,5880000,False,,,0,,J. Harden REBOUND (Off:0 Def:9),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,599.0,9.0,9.0,0.0,,,,,,,,,,,,,,
601,PT02M44.00S,2023-01-20T05:16:24.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629014,,,1610612755,88,97,2023-01-20T05:16:34Z,5890000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Melton 2 FT),"[1629014, 1629001]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,1627526.0,1.0,0.0,Melton,1629001.0,,,,,,,,,
603,PT02M44.00S,2023-01-20T05:16:55.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629001,,,1610612755,88,98,2023-01-20T05:16:55Z,5910000,False,,,0,,D. Melton Free Throw 1 of 2 (4 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
604,PT02M44.00S,2023-01-20T05:17:08.6Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629001,,,1610612755,88,99,2023-01-20T05:17:08Z,5920000,False,,,0,,D. Melton Free Throw 2 of 2 (5 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
605,PT02M32.00S,2023-01-20T05:17:30.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612757,88,99,2023-01-20T05:17:36Z,5930000,False,,,0,,J. Harden personal FOUL (3 PF) (Hart 2 FT),"[201935, 1628404]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,3.0,0.0,Hart,1628404.0,,,,,,,,,
607,PT02M32.00S,2023-01-20T05:17:54.4Z,4,REGULAR,freethrow,1 of 2,[],1628404,,,1610612757,89,99,2023-01-20T05:17:54Z,5950000,False,,,0,,J. Hart Free Throw 1 of 2 (7 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
629,PT02M32.00S,2023-01-20T05:17:54.4Z,4,REGULAR,violation,lane,[],1630178,,,1610612757,89,99,2023-01-20T05:23:45Z,5955000,False,,,0,,T. Maxey lane VIOLATION,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M32.00S,2023-01-20T05:17:54.4Z,4,REGULAR,freethrow,2 of 2,[],1628404,,,1610612757,90,99,2023-01-20T05:18:51Z,5960000,False,,,0,,J. Hart Free Throw 2 of 2 (8 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
609,PT02M10.00S,2023-01-20T05:19:09.0Z,4,REGULAR,2pt,Jump Shot,[],203954,79.31997371879106,58.82352941176471,1610612755,90,101,2023-01-20T05:19:14Z,5970000,False,44.0,142.0,1,right,J. Embiid 14' fadeaway Jump Shot (30 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,14.86,Made,,,,,,,,,,,,,,,30.0,,,
610,PT01M53.00S,2023-01-20T05:19:25.0Z,4,REGULAR,3pt,Jump Shot,[],203081,31.61957950065703,28.921568627450984,1610612757,90,101,2023-01-20T05:25:23Z,5980000,False,105.0,245.0,1,left,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
611,PT01M50.00S,2023-01-20T05:19:28.0Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,90,101,2023-01-20T05:25:23Z,5990000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,610.0,2.0,2.0,0.0,,,,,,,,,,,,,,
612,PT01M42.00S,2023-01-20T05:19:37.1Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612755,90,101,2023-01-20T05:19:47Z,6000000,False,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 203994]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,5.0,Nurkic,203994.0,,,,
613,PT01M42.00S,2023-01-20T05:19:37.1Z,4,REGULAR,steal,,[],203994,,,1610612757,90,101,2023-01-20T05:19:38Z,6010000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
614,PT01M35.00S,2023-01-20T05:19:43.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203081,35.56176084099869,29.411764705882355,1610612757,93,101,2023-01-20T05:19:53Z,6020000,False,103.0,282.0,1,left,D. Lillard 30' 3PT pullup (23 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,30.0,Made,,,,,,,,,,,,,,,23.0,,,
615,PT01M12.00S,2023-01-20T05:20:12.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,93.24901445466492,49.01960784313725,1610612755,93,103,2023-01-20T05:20:16Z,6030000,False,-5.0,11.0,1,right,J. Harden driving floating Jump Shot (16 PTS) (J. Embiid 2 AST),"[201935, 203954]",1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,,,,,,,,,,,16.0,J. Embiid,203954.0,2.0
616,PT01M07.00S,2023-01-20T05:20:24.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203081,6.783837056504599,47.05882352941176,1610612757,95,103,2023-01-20T05:20:31Z,6040000,False,15.0,11.0,1,left,D. Lillard driving DUNK (25 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,,,,,,,,,,,25.0,,,
618,PT00M51.00S,2023-01-20T05:20:44.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612755,95,103,2023-01-20T05:20:53Z,6050000,False,,,0,,J. Nurkic personal FOUL (5 PF) (Embiid 2 FT),"[203994, 203954]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,201245.0,5.0,0.0,Embiid,203954.0,,,,,,,,,
620,PT00M51.00S,2023-01-20T05:21:09.2Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,95,104,2023-01-20T05:21:09Z,6070000,False,,,0,,J. Embiid Free Throw 1 of 2 (31 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,,,31.0,,,
621,PT00M51.00S,2023-01-20T05:21:30.8Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,95,105,2023-01-20T05:21:30Z,6080000,False,,,0,,J. Embiid Free Throw 2 of 2 (32 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,,,32.0,,,
622,PT00M39.30S,2023-01-20T05:21:46.1Z,4,REGULAR,3pt,Jump Shot,[],1628404,7.30946123521682,95.58823529411765,1610612757,95,105,2023-01-20T05:21:53Z,6090000,False,-228.0,16.0,1,left,MISS J. Hart 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
623,PT00M36.50S,2023-01-20T05:21:48.9Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,95,105,2023-01-20T05:21:53Z,6100000,False,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,,,622.0,3.0,3.0,0.0,,,,,,,,,,,,,,
624,PT00M13.50S,2023-01-20T05:22:12.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,95,105,2023-01-20T05:22:23Z,6110000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,201245.0,,,,,,,,,,,,,
625,PT00M05.40S,2023-01-20T05:22:33.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203924,30.305519053876477,17.401960784313726,1610612757,95,105,2023-01-20T05:22:39Z,6120000,False,163.0,232.0,1,left,MISS J. Grant 28' pullup 3PT,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,28.39,Missed,,,,,,,,,,,,,,,,,,
626,PT00M04.10S,2023-01-20T05:22:35.1Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,95,105,2023-01-20T05:22:42Z,6130000,False,,,0,,J. Harden REBOUND (Off:0 Def:10),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,625.0,10.0,10.0,0.0,,,,,,,,,,,,,,
627,PT00M00.00S,2023-01-20T05:22:44.3Z,4,REGULAR,period,end,[],0,,,1610612755,95,105,2023-01-20T05:22:44Z,6140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M00.00S,2023-01-20T05:22:46.4Z,4,REGULAR,game,end,[],0,,,0,95,105,2023-01-20T05:22:46Z,6150000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
