actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
535,PT06M25.00S,2022-01-20T02:04:46.0Z,4,REGULAR,foul,personal,[],1627777,,,1610612753,113,86,2022-01-20T02:17:16Z,5239375,,,0,,G. Niang take personal FOUL (2 PF),"[1627777, 1630591]",1610612755.0,PHI,take,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Suggs,1630591.0,
627,PT06M25.00S,2022-01-20T02:04:59.6Z,4,REGULAR,substitution,out,[],203954,,,1610612753,113,86,2022-01-20T02:28:36Z,5297343,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT06M25.00S,2022-01-20T02:04:59.6Z,4,REGULAR,substitution,in,[],203083,,,1610612753,113,86,2022-01-20T02:28:36Z,5323671,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT06M08.00S,2022-01-20T02:05:13.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,13.32128777923785,49.50980392156863,1610612753,113,86,2022-01-20T02:17:05Z,5350000,2.0,73.0,1,left,MISS J. Suggs 7' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,7.27,Missed,,,,,,,,,,,,,,,,,,,
539,PT06M04.00S,2022-01-20T02:05:16.3Z,4,REGULAR,rebound,defensive,[],203083,,,1610612755,113,86,2022-01-20T02:05:16Z,5355000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,537.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
542,PT05M44.00S,2022-01-20T02:05:37.1Z,4,REGULAR,3pt,Jump Shot,[],203552,70.22010512483574,28.431372549019613,1610612755,113,86,2022-01-20T02:05:49Z,5390000,-108.0,227.0,1,right,MISS S. Curry 25' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
543,PT05M44.00S,2022-01-20T02:05:37.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,113,86,2022-01-20T02:05:49Z,5400000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,542.0,,,,,,,,,,,,,,,,,,
544,PT05M44.00S,2022-01-20T02:05:45.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,113,86,2022-01-20T02:06:24Z,5410000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,202027.0,,,,,
545,PT05M44.00S,2022-01-20T02:05:49.9Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,113,86,2022-01-20T02:05:54Z,5420000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT05M44.00S,2022-01-20T02:05:49.9Z,4,REGULAR,substitution,in,[],1629643,,,1610612753,113,86,2022-01-20T02:05:54Z,5430000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT05M33.00S,2022-01-20T02:06:08.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630181,19.628777923784497,73.77450980392157,1610612753,113,88,2022-01-20T02:15:09Z,5440000,-119.0,132.0,1,left,R. Hampton 17' pullup Jump Shot (2 PTS) (J. Suggs 5 AST),"[1630181, 1630591]",1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,17.77,Made,,,,,2.0,,,,,,J. Suggs,1630591.0,5.0,,,,,,
549,PT05M11.00S,2022-01-20T02:06:29.8Z,4,REGULAR,3pt,Jump Shot,[],203552,67.7233902759527,35.5392156862745,1610612755,113,88,2022-01-20T02:06:41Z,5460000,-72.0,251.0,1,right,MISS S. Curry 26' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
550,PT05M11.00S,2022-01-20T02:06:29.8Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,113,88,2022-01-20T02:06:41Z,5470000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,549.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
551,PT05M04.00S,2022-01-20T02:06:42.2Z,4,REGULAR,foul,personal,[],203083,,,1610612753,113,88,2022-01-20T02:06:52Z,5480000,,,0,,A. Drummond personal FOUL (2 PF),"[203083, 1630181]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Hampton,1630181.0,
553,PT05M04.00S,2022-01-20T02:06:50.5Z,4,REGULAR,substitution,out,[],202699,,,1610612753,113,88,2022-01-20T02:07:04Z,5500000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M04.00S,2022-01-20T02:06:50.5Z,4,REGULAR,substitution,out,[],203552,,,1610612753,113,88,2022-01-20T02:07:04Z,5510000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M04.00S,2022-01-20T02:06:50.5Z,4,REGULAR,substitution,out,[],1630532,,,1610612753,113,88,2022-01-20T02:07:04Z,5520000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M04.00S,2022-01-20T02:06:50.5Z,4,REGULAR,substitution,in,[],1629718,,,1610612753,113,88,2022-01-20T02:07:04Z,5530000,,,0,,SUB in: C. Brown Jr.,[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M04.00S,2022-01-20T02:06:50.5Z,4,REGULAR,substitution,in,[],1630198,,,1610612753,113,88,2022-01-20T02:07:04Z,5540000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M04.00S,2022-01-20T02:06:50.5Z,4,REGULAR,substitution,in,[],1629649,,,1610612753,113,88,2022-01-20T02:07:04Z,5550000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M00.00S,2022-01-20T02:07:09.2Z,4,REGULAR,3pt,Jump Shot,[],1629643,29.61563731931669,81.61764705882354,1610612753,113,91,2022-01-20T02:07:15Z,5560000,-158.0,226.0,1,left,C. Okeke 27' 3PT  (12 PTS) (R. Hampton 2 AST),"[1629643, 1630181]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,27.57,Made,,,,,12.0,,,,,,R. Hampton,1630181.0,2.0,,,,,,
563,PT04M52.00S,2022-01-20T02:07:23.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,113,91,2022-01-20T02:07:59Z,5580000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT04M52.00S,2022-01-20T02:10:08.6Z,4,REGULAR,substitution,out,[],1630181,,,1610612755,113,91,2022-01-20T02:10:12Z,5590000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT04M52.00S,2022-01-20T02:10:08.6Z,4,REGULAR,substitution,in,[],1629678,,,1610612755,113,91,2022-01-20T02:10:12Z,5600000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT04M38.00S,2022-01-20T02:10:41.7Z,4,REGULAR,3pt,Jump Shot,[],1627777,67.85479632063075,69.8529411764706,1610612755,113,91,2022-01-20T02:10:47Z,5610000,99.0,250.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
568,PT04M34.00S,2022-01-20T02:10:45.7Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,113,91,2022-01-20T02:10:47Z,5620000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,567.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
569,PT04M25.00S,2022-01-20T02:10:55.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629649,6.619579500657039,55.3921568627451,1610612753,113,93,2022-01-20T02:11:08Z,5630000,-27.0,10.0,1,left,I. Brazdeikis driving bank Hook (2 PTS),[1629649],1610612753.0,ORL,driving bank,,,Brazdeikis,I. Brazdeikis,,,,,2.87,Made,,,,,2.0,,,,,,,,,,,,,,
571,PT04M04.00S,2022-01-20T02:11:15.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,81.52102496714849,51.22549019607843,1610612755,115,93,2022-01-20T02:11:19Z,5650000,6.0,121.0,1,right,T. Maxey 12' driving floating Jump Shot (14 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,12.14,Made,,,,,14.0,,,,,,,,,,,,,,
572,PT03M46.00S,2022-01-20T02:11:35.9Z,4,REGULAR,foul,personal,[],203083,,,1610612753,115,93,2022-01-20T02:25:22Z,5660000,,,0,,A. Drummond personal FOUL (3 PF),"[203083, 1629649]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,1628954.0,3.0,0.0,Brazdeikis,1629649.0,
574,PT03M46.00S,2022-01-20T02:11:45.6Z,4,REGULAR,substitution,out,[],1630178,,,1610612753,115,93,2022-01-20T02:11:50Z,5680000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M46.00S,2022-01-20T02:11:45.6Z,4,REGULAR,substitution,out,[],203083,,,1610612753,115,93,2022-01-20T02:11:50Z,5690000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M46.00S,2022-01-20T02:11:45.6Z,4,REGULAR,substitution,in,[],1629619,,,1610612753,115,93,2022-01-20T02:11:50Z,5700000,,,0,,SUB in: M. Powell,[1629619],1610612755.0,PHI,,,,Powell,M. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M46.00S,2022-01-20T02:11:45.6Z,4,REGULAR,substitution,in,[],1629646,,,1610612753,115,93,2022-01-20T02:11:50Z,5710000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M40.00S,2022-01-20T02:12:05.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612753,115,93,2022-01-20T02:12:10Z,5720000,,,0,,C. Bassey personal FOUL (1 PF) (Brazdeikis 2 FT),"[1629646, 1629649]",1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Brazdeikis,1629649.0,
580,PT03M40.00S,2022-01-20T02:12:35.0Z,4,REGULAR,freethrow,1 of 2,[],1629649,,,1610612753,115,94,2022-01-20T02:12:35Z,5740000,,,0,,I. Brazdeikis Free Throw 1 of 2 (3 PTS),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
581,PT03M40.00S,2022-01-20T02:12:51.8Z,4,REGULAR,freethrow,2 of 2,[],1629649,,,1610612753,115,95,2022-01-20T02:12:51Z,5750000,,,0,,I. Brazdeikis Free Throw 2 of 2 (4 PTS),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
582,PT03M29.00S,2022-01-20T02:13:05.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629678,,,1610612755,115,95,2022-01-20T02:13:10Z,5760000,,,0,,A. Schofield shooting personal FOUL (1 PF) (Niang 2 FT),"[1629678, 1627777]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Niang,1627777.0,
584,PT03M29.00S,2022-01-20T02:13:29.2Z,4,REGULAR,freethrow,1 of 2,[],1627777,,,1610612755,116,95,2022-01-20T02:13:29Z,5780000,,,0,,G. Niang Free Throw 1 of 2 (6 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
585,PT03M29.00S,2022-01-20T02:13:31.4Z,4,REGULAR,substitution,out,[],1630591,,,1610612755,116,95,2022-01-20T02:13:38Z,5790000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M29.00S,2022-01-20T02:13:31.4Z,4,REGULAR,substitution,in,[],201577,,,1610612755,116,95,2022-01-20T02:13:38Z,5800000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT03M29.00S,2022-01-20T02:13:54.1Z,4,REGULAR,freethrow,2 of 2,[],1627777,,,1610612755,117,95,2022-01-20T02:13:54Z,5810000,,,0,,G. Niang Free Throw 2 of 2 (7 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
588,PT03M10.00S,2022-01-20T02:14:14.3Z,4,REGULAR,3pt,Jump Shot,[],201577,11.613009198423129,98.03921568627452,1610612753,117,98,2022-01-20T02:14:21Z,5820000,-240.0,57.0,1,left,R. Lopez 24' 3PT step back (3 PTS) (C. Okeke 1 AST),"[201577, 1629643]",1610612753.0,ORL,step back,,,Lopez,R. Lopez,,,,,24.68,Made,,,,,3.0,,,,,,C. Okeke,1629643.0,1.0,,,,,,
590,PT02M58.00S,2022-01-20T02:14:26.4Z,4,REGULAR,3pt,Jump Shot,[],1627777,66.27792378449408,68.38235294117646,1610612755,120,98,2022-01-20T02:14:33Z,5840000,92.0,264.0,1,right,G. Niang 28' 3PT step back (10 PTS) (C. Bassey 1 AST),"[1627777, 1629646]",1610612755.0,PHI,step back,,,Niang,G. Niang,,,,,28.0,Made,,,,,10.0,,,,,,C. Bassey,1629646.0,1.0,,,,,,
592,PT02M42.00S,2022-01-20T02:14:42.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.145203679369246,52.69607843137255,1610612753,120,98,2022-01-20T02:14:53Z,5860000,-13.0,15.0,1,left,MISS M. Wagner finger roll Layup,[1629021],1610612753.0,ORL,finger roll,,,Wagner,M. Wagner,,,,,2.0,Missed,,,,,,,,,,,,,,,,,,,
593,PT02M41.00S,2022-01-20T02:14:43.5Z,4,REGULAR,rebound,defensive,[],1629646,,,1610612755,120,98,2022-01-20T02:14:53Z,5870000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,592.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
594,PT02M36.00S,2022-01-20T02:14:48.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,69.1688567674113,72.05882352941177,1610612755,120,98,2022-01-20T02:14:58Z,5880000,110.0,237.0,1,right,MISS I. Joe 26' pullup 3PT,[1630198],1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
595,PT02M33.00S,2022-01-20T02:14:51.4Z,4,REGULAR,rebound,defensive,[],1629678,,,1610612753,120,98,2022-01-20T02:14:58Z,5890000,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,594.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
596,PT02M21.00S,2022-01-20T02:15:04.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,6.093955321944804,51.22549019607843,1610612753,120,100,2022-01-20T02:15:10Z,5900000,-6.0,5.0,1,left,M. Wagner cutting DUNK (4 PTS) (I. Brazdeikis 1 AST),"[1629021, 1629649]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,0.78,Made,,,,,4.0,,,,,,I. Brazdeikis,1629649.0,1.0,,,,,,
598,PT02M07.00S,2022-01-20T02:15:17.5Z,4,REGULAR,3pt,Jump Shot,[],1629718,68.77463863337714,74.01960784313725,1610612755,123,100,2022-01-20T02:15:22Z,5920000,120.0,241.0,1,right,C. Brown Jr. 26' 3PT  (3 PTS) (I. Joe 1 AST),"[1629718, 1630198]",1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,26.93,Made,,,,,3.0,,,,,,I. Joe,1630198.0,1.0,,,,,,
600,PT01M48.00S,2022-01-20T02:15:38.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,5.831143232588701,55.88235294117647,1610612753,123,102,2022-01-20T02:23:45Z,5940000,-29.0,2.0,1,left,M. Wagner driving Layup (6 PTS) (I. Brazdeikis 2 AST),"[1629021, 1629649]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,2.95,Made,,,,,6.0,,,,,,I. Brazdeikis,1629649.0,2.0,,,,,,
602,PT01M35.00S,2022-01-20T02:15:52.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629619,91.63929040735874,50.49019607843137,1610612755,123,102,2022-01-20T02:24:09Z,5960000,2.0,26.0,1,right,MISS M. Powell driving Layup,[1629619],1610612755.0,PHI,driving,,,Powell,M. Powell,,,,,2.62,Missed,,,,,,,,,,,,,,,,,,,
603,PT01M34.00S,2022-01-20T02:15:53.6Z,4,REGULAR,rebound,defensive,[],1629678,,,1610612753,123,102,2022-01-20T02:15:57Z,5970000,,,0,,A. Schofield REBOUND (Off:0 Def:2),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,602.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
604,PT01M29.00S,2022-01-20T02:15:58.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629643,31.192509855453352,73.2843137254902,1610612753,123,105,2022-01-20T02:16:06Z,5980000,-116.0,241.0,1,left,C. Okeke 26' 3PT running pullup (15 PTS),[1629643],1610612753.0,ORL,running pullup,,,Okeke,C. Okeke,,,,,26.74,Made,,,,,15.0,,,,,,,,,,,,,,
605,PT01M18.00S,2022-01-20T02:16:14.1Z,4,REGULAR,3pt,Jump Shot,[],1630198,67.7233902759527,50.73529411764706,1610612755,123,105,2022-01-20T02:16:20Z,5990000,4.0,251.0,1,right,MISS I. Joe 25' step back 3PT,[1630198],1610612755.0,PHI,step back,,,Joe,I. Joe,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
606,PT01M16.00S,2022-01-20T02:16:16.1Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,123,105,2022-01-20T02:16:20Z,6000000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,605.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
607,PT01M01.00S,2022-01-20T02:16:33.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612753,123,105,2022-01-20T02:16:38Z,6010000,,,0,,C. Bassey shooting personal FOUL (2 PF) (Schofield 2 FT),"[1629646, 1629678]",1610612755.0,PHI,shooting,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Schofield,1629678.0,
609,PT01M01.00S,2022-01-20T02:17:01.0Z,4,REGULAR,freethrow,1 of 2,[],1629678,,,1610612753,123,106,2022-01-20T02:17:01Z,6030000,,,0,,A. Schofield Free Throw 1 of 2 (1 PTS),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
610,PT01M01.00S,2022-01-20T02:17:16.8Z,4,REGULAR,freethrow,2 of 2,[],1629678,,,1610612753,123,107,2022-01-20T02:17:16Z,6040000,,,0,,A. Schofield Free Throw 2 of 2 (2 PTS),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
611,PT00M50.00S,2022-01-20T02:17:30.4Z,4,REGULAR,3pt,Jump Shot,[],1627777,92.16491458607096,6.127450980392155,1610612755,123,107,2022-01-20T02:17:38Z,6050000,-219.0,21.0,1,right,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.04,Missed,,,,,,,,,,,,,,,,,,,
612,PT00M48.30S,2022-01-20T02:17:32.9Z,4,REGULAR,rebound,offensive,[],1627777,,,1610612755,123,107,2022-01-20T02:17:32Z,6060000,,,0,,G. Niang REBOUND (Off:1 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,611.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
613,PT00M46.90S,2022-01-20T02:17:34.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,91.90210249671485,5.882352941176478,1610612755,123,107,2022-01-20T02:17:41Z,6070000,-221.0,24.0,1,right,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
614,PT00M43.60S,2022-01-20T02:17:37.5Z,4,REGULAR,rebound,defensive,[],1629649,,,1610612753,123,107,2022-01-20T02:17:41Z,6080000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,613.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
615,PT00M36.40S,2022-01-20T02:17:44.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629649,7.145203679369246,49.754901960784316,1610612753,123,107,2022-01-20T02:17:50Z,6090000,1.0,15.0,1,left,MISS I. Brazdeikis driving floating Shot,[1629649],1610612753.0,ORL,driving floating,,,Brazdeikis,I. Brazdeikis,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,,
616,PT00M34.90S,2022-01-20T02:17:46.2Z,4,REGULAR,rebound,offensive,[],1629649,,,1610612753,123,107,2022-01-20T02:17:46Z,6100000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,615.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
617,PT00M32.60S,2022-01-20T02:17:48.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629643,29.352825229960573,83.57843137254902,1610612753,123,110,2022-01-20T02:17:53Z,6110000,-168.0,223.0,1,left,C. Okeke 27' 3PT  (18 PTS) (I. Brazdeikis 3 AST),"[1629643, 1629649]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,27.95,Made,,,,,18.0,,,,,,I. Brazdeikis,1629649.0,3.0,,,,,,
621,PT00M15.50S,2022-01-20T02:18:09.0Z,4,REGULAR,3pt,Jump Shot,[],1629646,66.80354796320631,48.28431372549019,1610612755,123,110,2022-01-20T02:18:16Z,6130000,-9.0,260.0,1,right,MISS C. Bassey 25' 3PT,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
622,PT00M11.50S,2022-01-20T02:18:13.1Z,4,REGULAR,rebound,offensive,[],1630198,,,1610612755,123,110,2022-01-20T02:18:13Z,6140000,,,0,,I. Joe REBOUND (Off:1 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,621.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
623,PT00M00.00S,2022-01-20T02:18:26.0Z,4,REGULAR,period,end,[],0,,,1610612755,123,110,2022-01-20T02:18:26Z,6150000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M00.00S,2022-01-20T02:18:29.7Z,4,REGULAR,game,end,[],0,,,0,123,110,2022-01-20T02:18:29Z,6160000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
