actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
542,PT06M00.00S,2022-02-16T02:39:22.9Z,4,REGULAR,2pt,Jump Shot,[],1630202,21.0742444152431,33.57843137254902,1610612738,70,119,2022-02-16T02:39:28Z,5400000,82.0,146.0,1,left,P. Pritchard 16' pullup Jump Shot (5 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,,,16.72,Made,5.0,,,,,,,,,,,,
543,PT05M36.00S,2022-02-16T02:39:46.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200794,91.90210249671485,48.28431372549019,1610612755,70,119,2022-02-16T02:39:57Z,5410000,-9.0,24.0,1,right,MISS P. Millsap driving reverse Layup,[200794],1610612755.0,PHI,driving reverse,,,Millsap,P. Millsap,,,,,,,,,,2.51,Missed,,,,,,,,,,,,,
544,PT05M36.00S,2022-02-16T02:39:46.9Z,4,REGULAR,rebound,offensive,[],1629646,,,1610612755,70,119,2022-02-16T02:39:57Z,5420000,,,0,,C. Bassey REBOUND (Off:2 Def:0),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,543.0,2.0,0.0,2.0,,,,,
545,PT05M36.00S,2022-02-16T02:39:53.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629646,94.40999984741211,50.0,1610612755,72,119,2022-02-16T02:39:53Z,5430000,0.0,0.0,1,right,C. Bassey tip DUNK (2 PTS),[1629646],1610612755.0,PHI,tip,,,Bassey,C. Bassey,,,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,
546,PT05M36.00S,2022-02-16T02:39:54.5Z,4,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612755,72,119,2022-02-16T02:40:03Z,5440000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Bassey 1 FT),"[1630174, 1629646]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,204058.0,3.0,1.0,Bassey,1629646.0,,,,,,,,,,,,,,,
548,PT05M36.00S,2022-02-16T02:40:15.2Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1629646,,,1610612755,73,119,2022-02-16T02:40:15Z,5460000,,,0,,C. Bassey Free Throw 1 of 1 (3 PTS),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
549,PT05M24.00S,2022-02-16T02:40:29.0Z,4,REGULAR,2pt,Jump Shot,[],1630174,15.292378449408673,27.205882352941174,1610612738,73,119,2022-02-16T02:40:36Z,5470000,114.0,91.0,1,left,MISS A. Nesmith 14' pullup Shot,[1630174],1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,,,,,,14.6,Missed,,,,,,,,,,,,,
550,PT05M19.00S,2022-02-16T02:40:34.2Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612738,73,119,2022-02-16T02:40:34Z,5480000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,549.0,2.0,1.0,1.0,,,,,
551,PT05M19.00S,2022-02-16T02:40:37.9Z,4,REGULAR,foul,personal,[],200794,,,1610612738,73,119,2022-02-16T02:40:48Z,5490000,,,0,,P. Millsap personal FOUL (1 PF),"[200794, 1630174]",1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,204058.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
553,PT05M19.00S,2022-02-16T02:41:11.7Z,4,REGULAR,substitution,out,[],1627788,,,1610612738,73,119,2022-02-16T02:41:14Z,5510000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M19.00S,2022-02-16T02:41:11.7Z,4,REGULAR,substitution,in,[],1629718,,,1610612738,73,119,2022-02-16T02:41:14Z,5520000,,,0,,SUB in: C. Brown Jr.,[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M06.00S,2022-02-16T02:41:33.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628436,18.577529566360056,57.84313725490196,1610612738,73,119,2022-02-16T02:41:41Z,5530000,-39.0,122.0,1,left,MISS L. Kornet 12' floating Shot,[1628436],1610612738.0,BOS,floating,,,Kornet,L. Kornet,,,,,,,,,,12.82,Missed,,,,,,,,,,,,,
556,PT05M02.00S,2022-02-16T02:41:37.3Z,4,REGULAR,rebound,defensive,[],1629718,,,1610612755,73,119,2022-02-16T02:41:41Z,5540000,,,0,,C. Brown Jr. REBOUND (Off:0 Def:1),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,555.0,1.0,1.0,0.0,,,,,
557,PT04M56.00S,2022-02-16T02:41:42.6Z,4,REGULAR,3pt,Jump Shot,[],1629003,66.14651773981603,68.13725490196079,1610612755,73,119,2022-02-16T02:41:51Z,5550000,91.0,266.0,1,right,MISS S. Milton 28' pullup 3PT,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,,,28.08,Missed,,,,,,,,,,,,,
558,PT04M55.00S,2022-02-16T02:41:46.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,73,119,2022-02-16T02:41:46Z,5560000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,557.0,,,,,,,,
559,PT04M55.00S,2022-02-16T02:41:47.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,73,119,2022-02-16T02:41:47Z,5570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT04M50.00S,2022-02-16T02:42:03.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630198,77.05321944809461,64.95098039215686,1610612755,73,119,2022-02-16T02:42:08Z,5580000,75.0,163.0,1,right,MISS I. Joe 17' pullup Shot,[1630198],1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,,,,,,17.95,Missed,,,,,,,,,,,,,
561,PT04M46.00S,2022-02-16T02:42:07.1Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,73,119,2022-02-16T02:42:08Z,5590000,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,560.0,2.0,2.0,0.0,,,,,
562,PT04M41.00S,2022-02-16T02:42:10.9Z,4,REGULAR,turnover,lost ball,[],1630271,,,1610612738,73,119,2022-02-16T02:42:15Z,5600000,,,0,,B. Thomas lost ball TURNOVER (1 TO),"[1630271, 1630198]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,1.0,Joe,1630198.0
563,PT04M41.00S,2022-02-16T02:42:10.9Z,4,REGULAR,steal,,[],1630198,,,1610612755,73,119,2022-02-16T02:42:13Z,5610000,,,0,,I. Joe STEAL (1 STL),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
564,PT04M36.00S,2022-02-16T02:42:18.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630271,,,1610612755,73,119,2022-02-16T02:42:23Z,5620000,,,0,,B. Thomas personal FOUL (2 PF) (Brown Jr. 2 FT),"[1630271, 1629718]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,204058.0,2.0,0.0,Brown Jr.,1629718.0,,,,,,,,,,,,,,,
566,PT04M36.00S,2022-02-16T02:42:40.0Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629718,,,1610612755,74,119,2022-02-16T02:42:40Z,5640000,,,0,,C. Brown Jr. Free Throw 1 of 2 (1 PTS),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
567,PT04M36.00S,2022-02-16T02:43:00.4Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629718,,,1610612755,75,119,2022-02-16T02:43:00Z,5650000,,,0,,C. Brown Jr. Free Throw 2 of 2 (2 PTS),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
568,PT04M26.00S,2022-02-16T02:43:11.8Z,4,REGULAR,3pt,Jump Shot,[],1630573,34.8718791064389,37.745098039215684,1610612738,75,122,2022-02-16T02:43:19Z,5660000,61.0,275.0,1,left,S. Hauser 28' 3PT  (9 PTS) (P. Pritchard 5 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,28.2,Made,9.0,P. Pritchard,1630202.0,5.0,,,,,,,,,
570,PT04M08.00S,2022-02-16T02:43:29.0Z,4,REGULAR,turnover,bad pass,[],1630198,,,1610612755,75,122,2022-02-16T02:43:33Z,5680000,,,0,,I. Joe bad pass TURNOVER (2 TO),"[1630198, 1628436]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,2.0,Kornet,1628436.0
571,PT04M08.00S,2022-02-16T02:43:29.0Z,4,REGULAR,steal,,[],1628436,,,1610612738,75,122,2022-02-16T02:43:31Z,5690000,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M03.00S,2022-02-16T02:43:35.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630174,8.590670170827863,54.16666666666667,1610612738,75,124,2022-02-16T02:43:42Z,5700000,-21.0,28.0,1,left,A. Nesmith running Layup (12 PTS) (P. Pritchard 6 AST),"[1630174, 1630202]",1610612738.0,BOS,running,,,Nesmith,A. Nesmith,,,,,,,,,,3.51,Made,12.0,P. Pritchard,1630202.0,6.0,,,,,,,,,
574,PT03M52.00S,2022-02-16T02:43:46.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200794,92.69053876478318,50.49019607843137,1610612755,75,124,2022-02-16T02:43:55Z,5720000,2.0,16.0,1,right,MISS P. Millsap driving Layup,[200794],1610612755.0,PHI,driving,,,Millsap,P. Millsap,,,,,,,,,,1.64,Missed,,,,,,,,,,,,,
575,PT03M48.00S,2022-02-16T02:43:50.0Z,4,REGULAR,rebound,offensive,[],200794,,,1610612755,75,124,2022-02-16T02:43:50Z,5730000,,,0,,P. Millsap REBOUND (Off:3 Def:0),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,574.0,3.0,0.0,3.0,,,,,
576,PT03M48.00S,2022-02-16T02:43:50.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200794,94.40999984741211,50.0,1610612755,77,124,2022-02-16T02:43:50Z,5740000,0.0,0.0,1,right,P. Millsap tip Layup (9 PTS),[200794],1610612755.0,PHI,tip,,,Millsap,P. Millsap,,,,,,,,,,0.0,Made,9.0,,,,,,,,,,,,
577,PT03M35.00S,2022-02-16T02:44:02.3Z,4,REGULAR,3pt,Jump Shot,[],1630174,27.513140604467807,90.93137254901961,1610612738,77,127,2022-02-16T02:44:08Z,5750000,-205.0,206.0,1,left,A. Nesmith 29' 3PT  (15 PTS) (L. Kornet 1 AST),"[1630174, 1628436]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,29.05,Made,15.0,L. Kornet,1628436.0,1.0,,,,,,,,,
579,PT03M18.00S,2022-02-16T02:44:19.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629646,79.81274638633377,63.48039215686275,1610612755,79,127,2022-02-16T02:44:27Z,5770000,67.0,137.0,1,right,C. Bassey 15' floating Jump Shot (5 PTS) (C. Brown Jr. 1 AST),"[1629646, 1629718]",1610612755.0,PHI,floating,,,Bassey,C. Bassey,,,,,,,,,,15.3,Made,5.0,C. Brown Jr.,1629718.0,1.0,,,,,,,,,
581,PT03M04.00S,2022-02-16T02:44:35.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.750985545335084,57.1078431372549,1610612738,79,129,2022-02-16T02:44:43Z,5790000,-36.0,11.0,1,left,A. Nesmith driving Layup (17 PTS) (S. Hauser 2 AST),"[1630174, 1630573]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,,,,,,3.72,Made,17.0,S. Hauser,1630573.0,2.0,,,,,,,,,
583,PT03M04.00S,2022-02-16T02:44:38.3Z,4,REGULAR,foul,personal,['1freethrow'],1629646,,,1610612738,79,129,2022-02-16T02:44:45Z,5810000,,,0,,C. Bassey shooting personal FOUL (1 PF) (Nesmith 1 FT),"[1629646, 1630174]",1610612755.0,PHI,shooting,,,Bassey,C. Bassey,,,,,204058.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
585,PT03M04.00S,2022-02-16T02:44:53.2Z,4,REGULAR,substitution,out,[],200794,,,1610612738,79,129,2022-02-16T02:45:09Z,5830000,,,0,,SUB out: P. Millsap,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M04.00S,2022-02-16T02:44:53.2Z,4,REGULAR,substitution,in,[],1630194,,,1610612738,79,129,2022-02-16T02:45:09Z,5840000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
587,PT03M04.00S,2022-02-16T02:45:02.5Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612738,79,129,2022-02-16T02:45:09Z,5850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M04.00S,2022-02-16T02:45:38.0Z,4,REGULAR,freethrow,1 of 1,[],1630174,,,1610612738,79,130,2022-02-16T02:45:38Z,5860000,,,0,,A. Nesmith Free Throw 1 of 1 (18 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,Made,18.0,,,,,,,,,,,,
589,PT02M52.00S,2022-02-16T02:45:55.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630271,,,1610612755,79,130,2022-02-16T02:46:02Z,5870000,,,0,,B. Thomas personal FOUL (3 PF) (Milton 2 FT),"[1630271, 1629003]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,2714.0,3.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,,
591,PT02M52.00S,2022-02-16T02:46:05.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,79,130,2022-02-16T02:46:05Z,5890000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT02M52.00S,2022-02-16T02:49:26.8Z,4,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,80,130,2022-02-16T02:49:26Z,5900000,,,0,,S. Milton Free Throw 1 of 2 (7 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
593,PT02M52.00S,2022-02-16T02:49:38.9Z,4,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,81,130,2022-02-16T02:49:38Z,5910000,,,0,,S. Milton Free Throw 2 of 2 (8 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
594,PT02M37.00S,2022-02-16T02:49:56.0Z,4,REGULAR,3pt,Jump Shot,[],1630573,5.699737187910642,99.26470588235294,1610612738,81,130,2022-02-16T02:50:02Z,5920000,-246.0,1.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,24.63,Missed,,,,,,,,,,,,,
595,PT02M32.00S,2022-02-16T02:50:01.0Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,81,130,2022-02-16T02:50:02Z,5930000,,,0,,P. Reed REBOUND (Off:2 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,594.0,4.0,2.0,2.0,,,,,
596,PT02M25.00S,2022-02-16T02:50:06.6Z,4,REGULAR,3pt,Jump Shot,[],1630198,67.06636005256242,46.07843137254902,1610612755,81,130,2022-02-16T02:50:13Z,5940000,-20.0,257.0,1,right,MISS I. Joe 25' step back 3PT,[1630198],1610612755.0,PHI,step back,,,Joe,I. Joe,,,,,,,,,,25.78,Missed,,,,,,,,,,,,,
597,PT02M22.00S,2022-02-16T02:50:09.6Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,81,130,2022-02-16T02:50:13Z,5950000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,596.0,2.0,1.0,1.0,,,,,
598,PT02M19.00S,2022-02-16T02:50:13.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630271,6.750985545335084,51.96078431372549,1610612738,81,132,2022-02-16T02:50:22Z,5960000,-10.0,11.0,1,left,B. Thomas running DUNK (2 PTS) (P. Pritchard 7 AST),"[1630271, 1630202]",1610612738.0,BOS,running,,,Thomas,B. Thomas,,,,,,,,,,1.47,Made,2.0,P. Pritchard,1630202.0,7.0,,,,,,,,,
600,PT01M58.00S,2022-02-16T02:50:34.1Z,4,REGULAR,3pt,Jump Shot,[],1630198,67.59198423127464,65.68627450980392,1610612755,84,132,2022-02-16T02:50:39Z,5980000,78.0,252.0,1,right,I. Joe 26' 3PT  (3 PTS) (S. Milton 4 AST),"[1630198, 1629003]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,26.4,Made,3.0,S. Milton,1629003.0,4.0,,,,,,,,,
602,PT01M48.00S,2022-02-16T02:50:47.7Z,4,REGULAR,turnover,bad pass,[],1630202,,,1610612738,84,132,2022-02-16T02:50:54Z,6000000,,,0,,P. Pritchard bad pass TURNOVER (2 TO),"[1630202, 1629646]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,2.0,Bassey,1629646.0
603,PT01M48.00S,2022-02-16T02:50:47.7Z,4,REGULAR,steal,,[],1629646,,,1610612755,84,132,2022-02-16T02:50:51Z,6010000,,,0,,C. Bassey STEAL (1 STL),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M44.00S,2022-02-16T02:50:54.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630271,,,1610612755,84,132,2022-02-16T02:51:05Z,6020000,,,0,,B. Thomas shooting personal FOUL (4 PF) (Reed 2 FT),"[1630271, 1630194]",1610612738.0,BOS,shooting,,,Thomas,B. Thomas,,,,,204058.0,4.0,0.0,Reed,1630194.0,,,,,,,,,,,,,,,
606,PT01M44.00S,2022-02-16T02:51:19.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630194,,,1610612755,85,132,2022-02-16T02:51:37Z,6040000,,,0,,P. Reed Free Throw 1 of 2 (3 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
607,PT01M44.00S,2022-02-16T02:51:19.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630194,,,1610612755,85,132,2022-02-16T02:51:37Z,6050000,,,0,,MISS P. Reed Free Throw 2 of 2,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,Missed,,,,,,,,,,,,,
608,PT01M42.00S,2022-02-16T02:51:21.8Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,85,132,2022-02-16T02:51:37Z,6060000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,607.0,3.0,2.0,1.0,,,,,
609,PT01M28.00S,2022-02-16T02:51:49.4Z,4,REGULAR,3pt,Jump Shot,[],1630271,27.513140604467807,85.5392156862745,1610612738,85,135,2022-02-16T02:51:55Z,6070000,-178.0,206.0,1,left,B. Thomas 27' 3PT  (5 PTS) (S. Hauser 3 AST),"[1630271, 1630573]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,27.21,Made,5.0,S. Hauser,1630573.0,3.0,,,,,,,,,
611,PT01M16.00S,2022-02-16T02:52:05.3Z,4,REGULAR,2pt,Jump Shot,[],1629718,75.34494086727989,48.774509803921575,1610612755,85,135,2022-02-16T02:52:13Z,6090000,-6.0,179.0,1,right,MISS C. Brown Jr. 17' pullup Shot,[1629718],1610612755.0,PHI,pullup,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,17.94,Missed,,,,,,,,,,,,,
612,PT01M13.00S,2022-02-16T02:52:08.3Z,4,REGULAR,rebound,defensive,[],1630271,,,1610612738,85,135,2022-02-16T02:52:13Z,6100000,,,0,,B. Thomas REBOUND (Off:0 Def:1),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,611.0,1.0,1.0,0.0,,,,,
613,PT01M06.00S,2022-02-16T02:52:15.1Z,4,REGULAR,turnover,lost ball,[],1630174,,,1610612738,85,135,2022-02-16T02:52:19Z,6110000,,,0,,A. Nesmith lost ball TURNOVER (3 TO),"[1630174, 1629718]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,3.0,Brown Jr.,1629718.0
614,PT01M06.00S,2022-02-16T02:52:15.1Z,4,REGULAR,steal,,[],1629718,,,1610612755,85,135,2022-02-16T02:52:17Z,6120000,,,0,,C. Brown Jr. STEAL (1 STL),[1629718],1610612755.0,PHI,,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
615,PT01M03.00S,2022-02-16T02:52:19.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629718,90.71944809461235,51.22549019607843,1610612755,87,135,2022-02-16T02:52:29Z,6130000,6.0,35.0,1,right,C. Brown Jr. running finger roll Layup (4 PTS),[1629718],1610612755.0,PHI,running finger roll,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,3.52,Made,4.0,,,,,,,,,,,,
616,PT00M48.30S,2022-02-16T02:52:35.9Z,4,REGULAR,3pt,Jump Shot,[],1630202,33.163600525624176,58.57843137254902,1610612738,87,135,2022-02-16T02:52:40Z,6140000,-43.0,259.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,26.27,Missed,,,,,,,,,,,,,
617,PT00M45.70S,2022-02-16T02:52:38.5Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,87,135,2022-02-16T02:52:40Z,6150000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,616.0,1.0,1.0,0.0,,,,,
618,PT00M34.80S,2022-02-16T02:52:49.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629718,85.46320630749014,46.81372549019608,1610612755,87,135,2022-02-16T02:52:56Z,6160000,-16.0,84.0,1,right,MISS C. Brown Jr. 8' driving floating Shot - blocked,"[1629718, 1630174]",1610612755.0,PHI,driving floating,,,Brown Jr.,C. Brown Jr.,,,,,,,,,,8.56,Missed,,,,,,,,,Nesmith,1630174.0,,,
619,PT00M34.80S,2022-02-16T02:52:49.8Z,4,REGULAR,block,,[],1630174,,,1610612755,87,135,2022-02-16T02:52:52Z,6170000,,,0,,A. Nesmith BLOCK (2 BLK),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M31.60S,2022-02-16T02:52:53.0Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,87,135,2022-02-16T02:52:56Z,6180000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,618.0,1.0,1.0,0.0,,,,,
621,PT00M10.40S,2022-02-16T02:53:13.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,87,135,2022-02-16T02:53:29Z,6190000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M00.00S,2022-02-16T02:53:37.8Z,4,REGULAR,period,end,[],0,,,1610612755,87,135,2022-02-16T02:53:37Z,6200000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M00.00S,2022-02-16T02:53:40.2Z,4,REGULAR,game,end,[],0,,,0,87,135,2022-02-16T02:53:40Z,6210000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
