actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
512,PT00M31.20S,2023-12-13T02:51:41.9Z,3,REGULAR,3pt,Jump Shot,[],1631124,30.699737187910642,26.47058823529412,1610612743,78,90,2023-12-13T02:52:03Z,5050000,False,118.0,236.0,1,left,J. Strawther 26' 3PT  (8 PTS) (R. Jackson 4 AST),"[1631124, 202704]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,26.38,Made,8.0,R. Jackson,202704.0,4.0,,,,,,,,,,,,,,
514,PT00M12.20S,2023-12-13T02:52:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.72339027595268,59.55882352941176,1610612741,78,90,2023-12-13T02:52:18Z,5070000,False,48.0,16.0,1,right,MISS D. DeRozan driving Layup - blocked,"[201942, 201599]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,Jordan,201599.0,,
515,PT00M12.20S,2023-12-13T02:52:05.8Z,3,REGULAR,block,,[],201599,,,1610612741,78,90,2023-12-13T02:52:11Z,5080000,False,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
516,PT00M12.10S,2023-12-13T02:52:05.9Z,3,REGULAR,rebound,defensive,[],201599,,,1610612743,78,90,2023-12-13T02:52:18Z,5090000,False,,,0,,D. Jordan REBOUND (Off:3 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,514.0,5.0,2.0,3.0,,,,,,,,,
517,PT00M12.10S,2023-12-13T02:52:13.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612743,78,90,2023-12-13T02:52:44Z,5100000,False,,,0,,D. DeRozan personal FOUL (4 PF) (Strawther 2 FT),"[201942, 1631124]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,,,,,4.0,0.0,Strawther,1631124.0,,,,,
519,PT00M12.10S,2023-12-13T02:52:45.4Z,3,REGULAR,freethrow,1 of 2,[],1631124,,,1610612743,78,91,2023-12-13T02:52:45Z,5120000,False,,,0,,J. Strawther Free Throw 1 of 2 (9 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
520,PT00M12.10S,2023-12-13T02:52:47.0Z,3,REGULAR,substitution,out,[],202704,,,1610612743,78,91,2023-12-13T02:52:53Z,5130000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT00M12.10S,2023-12-13T02:52:47.0Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,78,91,2023-12-13T02:52:53Z,5140000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT00M12.10S,2023-12-13T02:52:59.5Z,3,REGULAR,freethrow,2 of 2,[],1631124,,,1610612743,78,92,2023-12-13T02:52:59Z,5150000,False,,,0,,J. Strawther Free Throw 2 of 2 (10 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
523,PT00M00.50S,2023-12-13T02:53:18.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,94.03745072273325,50.73529411764706,1610612741,80,92,2023-12-13T02:53:23Z,5160000,False,4.0,4.0,1,right,A. Drummond DUNK (4 PTS) (D. DeRozan 4 AST),"[203083, 201942]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.51,Made,4.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,
525,PT00M00.00S,2023-12-13T02:53:24.4Z,3,REGULAR,period,end,[],0,,,1610612743,80,92,2023-12-13T02:53:24Z,5180000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2023-12-13T02:55:07.7Z,4,REGULAR,substitution,out,['startperiod'],1631128,,,1610612743,80,92,2023-12-13T02:56:00Z,5190000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2023-12-13T02:55:07.7Z,4,REGULAR,substitution,in,['startperiod'],202704,,,1610612743,80,92,2023-12-13T02:56:00Z,5200000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2023-12-13T02:56:05.2Z,4,REGULAR,period,start,[],0,,,1610612743,80,92,2023-12-13T02:56:05Z,5210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M41.00S,2023-12-13T02:56:22.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,8.492115637319317,51.225490196078425,1610612743,80,94,2023-12-13T02:57:07Z,5220000,False,-6.0,27.0,1,left,J. Strawther driving floating Jump Shot (12 PTS) (R. Jackson 5 AST),"[1631124, 202704]",1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,2.8,Made,12.0,R. Jackson,202704.0,5.0,,,,,,,,,,,,,,
531,PT11M32.00S,2023-12-13T02:56:34.5Z,4,REGULAR,foul,personal,[],202704,,,1610612741,80,94,2023-12-13T02:56:40Z,5240000,False,,,0,,R. Jackson personal FOUL (4 PF),"[202704, 201942]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,1628159.0,,,,,4.0,0.0,DeRozan,201942.0,,,,,
533,PT11M25.00S,2023-12-13T02:56:56.7Z,4,REGULAR,2pt,Jump Shot,[],201942,91.67214191852825,28.676470588235293,1610612741,80,94,2023-12-13T02:57:47Z,5260000,False,-107.0,26.0,1,right,MISS D. DeRozan 10' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,10.97,Missed,,,,,,,,,,,,,,,,,,
534,PT11M23.00S,2023-12-13T02:56:58.7Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,80,94,2023-12-13T02:57:02Z,5270000,False,,,0,,D. Jordan REBOUND (Off:3 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,,533.0,6.0,3.0,3.0,,,,,,,,,
535,PT11M16.00S,2023-12-13T02:57:08.4Z,4,REGULAR,turnover,out-of-bounds,[],1631212,,,1610612743,80,94,2023-12-13T02:57:16Z,5280000,False,,,0,,P. Watson lost ball out-of-bounds TURNOVER (1 TO),[1631212],1610612743.0,DEN,lost ball,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,,,,,,,,1.0,,,,
536,PT11M16.00S,2023-12-13T02:57:15.8Z,4,REGULAR,substitution,out,[],1628975,,,1610612741,80,94,2023-12-13T02:57:18Z,5290000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M16.00S,2023-12-13T02:57:15.8Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,80,94,2023-12-13T02:57:18Z,5300000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT10M59.00S,2023-12-13T02:57:35.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628470,88.25558475689881,51.225490196078425,1610612741,80,94,2023-12-13T02:59:05Z,5310000,False,6.0,58.0,1,right,MISS T. Craig floating Shot,[1628470],1610612741.0,CHI,floating,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,,,,,,,,,,
539,PT10M57.00S,2023-12-13T02:57:37.5Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,80,94,2023-12-13T02:58:48Z,5320000,False,,,0,,D. Jordan REBOUND (Off:3 Def:4),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,538.0,7.0,4.0,3.0,,,,,,,,,
540,PT10M46.00S,2023-12-13T02:57:49.0Z,4,REGULAR,turnover,lost ball,[],1631124,,,1610612743,80,94,2023-12-13T02:57:52Z,5330000,False,,,0,,J. Strawther lost ball TURNOVER (2 TO),"[1631124, 203083]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,,,Drummond,203083.0
541,PT10M46.00S,2023-12-13T02:57:49.0Z,4,REGULAR,steal,,[],203083,,,1610612741,80,94,2023-12-13T02:58:15Z,5340000,False,,,0,,A. Drummond STEAL (2 STL),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
542,PT10M39.00S,2023-12-13T02:57:55.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,94.1688567674113,2.696078431372549,1610612741,83,94,2023-12-13T02:59:51Z,5350000,False,-237.0,2.0,1,right,A. Dosunmu 3PT  (7 PTS) (C. White 5 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.65,Made,7.0,C. White,1629632.0,5.0,,,,,,,,,,,,,,
544,PT10M11.00S,2023-12-13T02:58:23.5Z,4,REGULAR,turnover,bad pass,[],202704,,,1610612743,83,94,2023-12-13T02:58:33Z,5370000,False,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 201942]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,,,DeRozan,201942.0
545,PT10M11.00S,2023-12-13T02:58:23.5Z,4,REGULAR,steal,,[],201942,,,1610612741,83,94,2023-12-13T02:58:33Z,5380000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
546,PT10M04.00S,2023-12-13T02:58:30.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,81.02825229960578,93.13725490196079,1610612741,83,94,2023-12-13T03:00:49Z,5390000,False,216.0,126.0,1,right,MISS C. White 24' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
547,PT10M02.00S,2023-12-13T02:58:32.9Z,4,REGULAR,rebound,defensive,[],1631124,,,1610612743,83,94,2023-12-13T02:58:32Z,5400000,False,,,0,,J. Strawther REBOUND (Off:0 Def:6),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,,,,,,,,546.0,6.0,6.0,0.0,,,,,,,,,
548,PT09M44.00S,2023-12-13T02:58:51.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201599,5.995400788436268,51.9607843137255,1610612743,83,96,2023-12-13T02:58:55Z,5410000,False,-10.0,4.0,1,left,D. Jordan cutting Layup (8 PTS) (R. Jackson 6 AST),"[201599, 202704]",1610612743.0,DEN,cutting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.05,Made,8.0,R. Jackson,202704.0,6.0,,,,,,,,,,,,,,
550,PT09M32.00S,2023-12-13T02:59:05.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,94.03745072273325,53.18627450980392,1610612741,85,96,2023-12-13T03:03:14Z,5430000,False,16.0,4.0,1,right,A. Drummond driving Layup (6 PTS) (C. White 6 AST),"[203083, 1629632]",1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.63,Made,6.0,C. White,1629632.0,6.0,,,,,,,,,,,,,,
552,PT09M32.00S,2023-12-13T02:59:10.1Z,4,REGULAR,foul,personal,['1freethrow'],201599,,,1610612741,85,96,2023-12-13T02:59:38Z,5450000,False,,,0,,D. Jordan shooting personal FOUL (3 PF) (Drummond 1 FT),"[201599, 203083]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,,,,3.0,0.0,Drummond,203083.0,,,,,
554,PT09M32.00S,2023-12-13T02:59:21.2Z,4,REGULAR,substitution,out,[],201942,,,1610612741,85,96,2023-12-13T02:59:51Z,5470000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M32.00S,2023-12-13T02:59:21.2Z,4,REGULAR,substitution,out,[],1628470,,,1610612741,85,96,2023-12-13T02:59:51Z,5480000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M32.00S,2023-12-13T02:59:21.2Z,4,REGULAR,substitution,out,[],202704,,,1610612741,85,96,2023-12-13T02:59:51Z,5490000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M32.00S,2023-12-13T02:59:21.2Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,85,96,2023-12-13T02:59:51Z,5500000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT09M32.00S,2023-12-13T02:59:21.2Z,4,REGULAR,substitution,in,[],1630172,,,1610612741,85,96,2023-12-13T02:59:51Z,5510000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT09M32.00S,2023-12-13T02:59:21.2Z,4,REGULAR,substitution,in,[],1631128,,,1610612741,85,96,2023-12-13T02:59:51Z,5520000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M32.00S,2023-12-13T02:59:39.8Z,4,REGULAR,freethrow,1 of 1,[],203083,,,1610612741,86,96,2023-12-13T02:59:39Z,5530000,False,,,0,,A. Drummond Free Throw 1 of 1 (7 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
561,PT09M21.00S,2023-12-13T02:59:58.1Z,4,REGULAR,foul,personal,[],1630245,,,1610612743,86,96,2023-12-13T03:00:02Z,5540000,False,,,0,,A. Dosunmu personal FOUL (4 PF),"[1630245, 1631124]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,,,,,200834.0,,,,,4.0,0.0,Strawther,1631124.0,,,,,
563,PT09M10.00S,2023-12-13T03:00:25.7Z,4,REGULAR,3pt,Jump Shot,[],1631124,32.670827858081466,24.754901960784316,1610612743,86,96,2023-12-13T03:00:31Z,5560000,False,126.0,255.0,1,left,MISS J. Strawther 28' pullup 3PT,[1631124],1610612743.0,DEN,pullup,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,28.42,Missed,,,,,,,,,,,,,,,,,,
564,PT09M06.00S,2023-12-13T03:00:29.7Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,86,96,2023-12-13T03:00:31Z,5570000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,563.0,4.0,3.0,1.0,,,,,,,,,
565,PT09M00.00S,2023-12-13T03:00:35.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.51182654402102,47.794117647058826,1610612741,88,96,2023-12-13T03:04:28Z,5580000,False,-11.0,8.0,1,right,C. White driving Layup (25 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,1.39,Made,25.0,,,,,,,,,,,,,,,,,
566,PT08M39.00S,2023-12-13T03:01:02.1Z,4,REGULAR,violation,kicked ball,[],1630245,,,1610612743,88,96,2023-12-13T03:01:18Z,5590000,False,,,0,,A. Dosunmu kicked ball VIOLATION,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,
567,PT08M39.00S,2023-12-13T03:01:05.2Z,4,REGULAR,substitution,out,[],1631212,,,1610612743,88,96,2023-12-13T03:01:08Z,5600000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M39.00S,2023-12-13T03:01:05.2Z,4,REGULAR,substitution,in,[],203932,,,1610612743,88,96,2023-12-13T03:01:08Z,5610000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT08M24.00S,2023-12-13T03:01:36.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631128,8.754927726675426,42.64705882352941,1610612743,88,98,2023-12-13T03:01:48Z,5620000,False,37.0,30.0,1,left,C. Braun driving bank Jump Shot (13 PTS),[1631128],1610612743.0,DEN,driving bank,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,4.74,Made,13.0,,,,,,,,,,,,,,,,,
570,PT08M15.00S,2023-12-13T03:01:49.3Z,4,REGULAR,foul,personal,['2freethrow'],203200,,,1610612741,88,98,2023-12-13T03:01:58Z,5630000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Drummond 2 FT),"[203200, 203083]",1610612743.0,DEN,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,2.0,0.0,Drummond,203083.0,,,,,
572,PT08M15.00S,2023-12-13T03:02:13.9Z,4,REGULAR,freethrow,1 of 2,[],203083,,,1610612741,89,98,2023-12-13T03:02:37Z,5650000,False,,,0,,A. Drummond Free Throw 1 of 2 (8 PTS),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
573,PT08M15.00S,2023-12-13T03:02:13.9Z,4,REGULAR,freethrow,2 of 2,[],203083,,,1610612741,89,98,2023-12-13T03:02:37Z,5660000,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
574,PT08M12.00S,2023-12-13T03:02:16.9Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,89,98,2023-12-13T03:02:37Z,5670000,False,,,0,,D. Jordan REBOUND (Off:3 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,573.0,8.0,5.0,3.0,,,,,,,,,
575,PT08M07.00S,2023-12-13T03:02:41.3Z,4,REGULAR,foul,personal,[],203083,,,1610612743,89,98,2023-12-13T03:02:55Z,5680000,False,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 1631124]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,1628159.0,,,,,1.0,0.0,Strawther,1631124.0,,,,,
577,PT07M57.00S,2023-12-13T03:03:06.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,6.258212877792378,51.225490196078425,1610612743,89,98,2023-12-13T03:03:11Z,5700000,False,-6.0,6.0,1,left,MISS J. Strawther driving floating Shot,[1631124],1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
578,PT07M55.00S,2023-12-13T03:03:09.2Z,4,REGULAR,rebound,defensive,[],1630172,,,1610612741,89,98,2023-12-13T03:03:09Z,5710000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,577.0,2.0,2.0,0.0,,,,,,,,,
579,PT07M50.00S,2023-12-13T03:03:17.8Z,4,REGULAR,turnover,3-second-violation,[],203083,,,1610612741,89,98,2023-12-13T03:03:26Z,5720000,False,,,0,,A. Drummond 3-second-violation TURNOVER (1 TO),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,,,,,,,,,1.0,,,,
580,PT07M23.00S,2023-12-13T03:03:59.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203932,16.113666228646515,50.0,1610612743,89,98,2023-12-13T03:04:09Z,5730000,False,0.0,99.0,1,left,MISS A. Gordon 9' turnaround fadeaway Shot - blocked,"[203932, 1630245]",1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,9.9,Missed,,,,,,,,,,,,,,,Dosunmu,1630245.0,,
581,PT07M23.00S,2023-12-13T03:03:59.5Z,4,REGULAR,block,,[],1630245,,,1610612743,89,98,2023-12-13T03:04:03Z,5740000,False,,,0,,A. Dosunmu BLOCK (1 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
582,PT07M21.00S,2023-12-13T03:04:01.5Z,4,REGULAR,rebound,offensive,[],201599,,,1610612743,89,98,2023-12-13T03:04:09Z,5750000,False,,,0,,D. Jordan REBOUND (Off:4 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,580.0,9.0,5.0,4.0,,,,,,,,,
583,PT07M21.00S,2023-12-13T03:04:06.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,5.590000152587891,50.0,1610612743,89,98,2023-12-13T03:04:06Z,5760000,False,0.0,0.0,1,left,MISS D. Jordan tip Layup,[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
584,PT07M21.00S,2023-12-13T03:04:06.8Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,89,98,2023-12-13T03:04:06Z,5770000,False,,,0,,A. Gordon REBOUND (Off:5 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,583.0,7.0,2.0,5.0,,,,,,,,,
585,PT07M12.00S,2023-12-13T03:04:46.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631124,13.87976346911958,48.03921568627451,1610612743,89,100,2023-12-13T03:04:51Z,5780000,False,10.0,78.0,1,left,J. Strawther 7' Jump Shot (14 PTS) (C. Braun 2 AST),"[1631124, 1631128]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,14.0,C. Braun,1631128.0,2.0,,,,,,,,,,,,,,
586,PT06M55.00S,2023-12-13T03:05:10.8Z,4,REGULAR,foul,personal,[],201599,,,1610612741,89,100,2023-12-13T03:05:16Z,5790000,False,,,0,,D. Jordan personal FOUL (4 PF),"[201599, 203083]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,,,,,4.0,0.0,Drummond,203083.0,,,,,
588,PT06M55.00S,2023-12-13T03:05:19.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,89,100,2023-12-13T03:05:19Z,5810000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M55.00S,2023-12-13T03:07:37.4Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,89,100,2023-12-13T03:07:57Z,5820000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M55.00S,2023-12-13T03:07:37.4Z,4,REGULAR,substitution,out,[],203083,,,1610612741,89,100,2023-12-13T03:07:57Z,5830000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M55.00S,2023-12-13T03:07:37.4Z,4,REGULAR,substitution,out,[],1631124,,,1610612741,89,100,2023-12-13T03:07:57Z,5840000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M55.00S,2023-12-13T03:07:37.4Z,4,REGULAR,substitution,in,[],201942,,,1610612741,89,100,2023-12-13T03:07:57Z,5850000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M55.00S,2023-12-13T03:07:37.4Z,4,REGULAR,substitution,in,[],202696,,,1610612741,89,100,2023-12-13T03:07:57Z,5860000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M55.00S,2023-12-13T03:07:37.4Z,4,REGULAR,substitution,in,[],1629008,,,1610612741,89,100,2023-12-13T03:07:57Z,5870000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M40.00S,2023-12-13T03:08:41.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612741,89,100,2023-12-13T03:09:23Z,5885000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,,,,,,,,,,,,,
596,PT06M31.00S,2023-12-13T03:08:55.4Z,4,REGULAR,foul,offensive,[],1631128,,,1610612743,89,100,2023-12-13T03:09:03Z,5890000,False,,,0,,C. Braun charge offensive FOUL (1 PF),"[1631128, 1631207]",1610612743.0,DEN,charge,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200834.0,,,,,1.0,0.0,Terry,1631207.0,,,,,
