actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
578,PT04M35.00S,2025-01-09T04:42:26.5Z,4,REGULAR,substitution,out,[],1629018,,,1610612759,115,91,2025-01-09T04:42:34Z,5690000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M35.00S,2025-01-09T04:42:26.5Z,4,REGULAR,substitution,in,[],1631260,,,1610612759,115,91,2025-01-09T04:42:34Z,5700000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M28.00S,2025-01-09T04:42:49.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642264,66.70499342969777,56.61764705882353,1610612759,115,91,2025-01-09T04:42:54Z,5710000,False,33.0,260.0,1,right,MISS S. Castle 26' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,Missed,,26.26,,,,,,,,,,,,,,
581,PT04M25.00S,2025-01-09T04:42:52.9Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,115,91,2025-01-09T04:42:54Z,5720000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:13),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,580.0,16.0,13.0,3.0,,,,,,,,,,
582,PT04M09.00S,2025-01-09T04:43:09.8Z,4,REGULAR,3pt,Jump Shot,[],201572,31.779730617608408,18.895526960784316,1610612749,115,91,2025-01-09T04:43:16Z,5730000,False,156.0,246.0,1,left,MISS B. Lopez 29' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,Missed,,29.12,,,,,,,,,,,,,,
583,PT04M05.00S,2025-01-09T04:43:13.8Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,115,91,2025-01-09T04:43:16Z,5740000,False,,,0,,D. Vassell REBOUND (Off:0 Def:9),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,582.0,9.0,9.0,0.0,,,,,,,,,,
584,PT03M55.00S,2025-01-09T04:43:22.9Z,4,REGULAR,2pt,Jump Shot,[],101108,78.26872536136662,56.372549019607845,1610612759,115,93,2025-01-09T04:43:27Z,5750000,False,32.0,152.0,1,right,C. Paul 15' pullup Jump Shot (18 PTS),[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,,,,Made,18.0,15.51,,,,,,,,,,,,,,
585,PT03M35.00S,2025-01-09T04:43:42.3Z,4,REGULAR,3pt,Jump Shot,[],1631260,5.732588699080158,95.58823529411765,1610612749,115,93,2025-01-09T04:43:47Z,5760000,False,-228.0,1.0,1,left,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,,Missed,,22.79,,,,,,,,,,,,,,
586,PT03M32.00S,2025-01-09T04:43:45.3Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,115,93,2025-01-09T04:43:47Z,5770000,False,,,0,,V. Wembanyama REBOUND (Off:4 Def:6),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,,,585.0,10.0,6.0,4.0,,,,,,,,,,
587,PT03M24.00S,2025-01-09T04:43:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.19776609724047,50.245098039215684,1610612759,115,95,2025-01-09T04:44:02Z,5780000,False,1.0,21.0,1,right,K. Johnson driving Layup (21 PTS) (C. Paul 7 AST),"[1629640, 101108]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,Made,21.0,2.08,,,,,,,,,,C. Paul,101108.0,7.0,,
589,PT03M03.00S,2025-01-09T04:44:14.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,19.44809461235217,41.693474264705884,1610612749,117,95,2025-01-09T04:44:23Z,5800000,False,42.0,130.0,1,left,G. Antetokounmpo 13' fadeaway Jump Shot (25 PTS),[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,Made,25.0,13.67,,,,,,,,,,,,,,
590,PT02M48.00S,2025-01-09T04:44:38.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612759,117,95,2025-01-09T04:48:12Z,5810000,False,,,0,,B. Lopez personal FOUL (3 PF) (Johnson 2 FT),"[201572, 1629640]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Center,1204.0,3.0,1.0,,,,,,,,,,,,,,,,Johnson,1629640.0
592,PT02M48.00S,2025-01-09T04:44:52.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,117,95,2025-01-09T04:44:52Z,5830000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,out,[],203081,,,1610612759,117,95,2025-01-09T04:47:53Z,5840000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,out,[],201572,,,1610612759,117,95,2025-01-09T04:47:53Z,5850000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,out,[],1627752,,,1610612759,117,95,2025-01-09T04:47:53Z,5860000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,out,[],203507,,,1610612759,117,95,2025-01-09T04:47:53Z,5870000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,out,[],1641705,,,1610612759,117,95,2025-01-09T04:47:53Z,5880000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,out,[],101108,,,1610612759,117,95,2025-01-09T04:47:53Z,5890000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,out,[],1642264,,,1610612759,117,95,2025-01-09T04:47:53Z,5900000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,out,[],1630170,,,1610612759,117,95,2025-01-09T04:47:53Z,5910000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,in,[],1641857,,,1610612759,117,95,2025-01-09T04:47:53Z,5920000,False,,,0,,SUB in: L. Robbins,[1641857],1610612749.0,MIL,,,,Robbins,L. Robbins,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,in,[],1630649,,,1610612759,117,95,2025-01-09T04:47:53Z,5930000,False,,,0,,SUB in: S. Umude,[1630649],1610612749.0,MIL,,,,Umude,S. Umude,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,in,[],1631157,,,1610612759,117,95,2025-01-09T04:47:53Z,5940000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,in,[],1630699,,,1610612759,117,95,2025-01-09T04:47:53Z,5950000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,in,[],1628380,,,1610612759,117,95,2025-01-09T04:47:53Z,5960000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,in,[],1631104,,,1610612759,117,95,2025-01-09T04:47:53Z,5970000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,in,[],1631103,,,1610612759,117,95,2025-01-09T04:47:53Z,5980000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M48.00S,2025-01-09T04:46:39.1Z,4,REGULAR,substitution,in,[],1630572,,,1610612759,117,95,2025-01-09T04:47:53Z,5990000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT02M48.00S,2025-01-09T04:48:17.4Z,4,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,117,96,2025-01-09T04:48:17Z,6000000,False,,,0,,K. Johnson Free Throw 1 of 2 (22 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
610,PT02M48.00S,2025-01-09T04:48:30.8Z,4,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,117,97,2025-01-09T04:48:30Z,6010000,False,,,0,,K. Johnson Free Throw 2 of 2 (23 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
611,PT02M33.00S,2025-01-09T04:48:46.0Z,4,REGULAR,2pt,Jump Shot,[],1631260,20.318659658344284,68.13725490196079,1610612749,117,97,2025-01-09T04:48:54Z,6020000,False,-91.0,138.0,1,left,MISS A. Green 16' pullup Shot,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Mid-Range,16-24 Left Center,,,,Missed,,16.56,,,,,,,,,,,,,,
612,PT02M30.00S,2025-01-09T04:48:49.0Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,117,97,2025-01-09T04:48:54Z,6030000,False,,,0,,K. Johnson REBOUND (Off:4 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,611.0,10.0,6.0,4.0,,,,,,,,,,
613,PT02M24.00S,2025-01-09T04:48:56.2Z,4,REGULAR,turnover,bad pass,[],1628380,,,1610612759,117,97,2025-01-09T04:49:03Z,6040000,False,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1631157]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Rollins,1631157.0,,,,,,,
614,PT02M24.00S,2025-01-09T04:48:56.2Z,4,REGULAR,steal,,[],1631157,,,1610612749,117,97,2025-01-09T04:51:50Z,6050000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
615,PT02M14.00S,2025-01-09T04:49:06.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631260,18.610381077529567,3.431372549019608,1610612749,117,97,2025-01-09T04:49:15Z,6060000,False,233.0,122.0,1,left,MISS A. Green 26' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,Missed,,26.3,,,,,,,,,,,,,,
616,PT02M10.00S,2025-01-09T04:49:10.7Z,4,REGULAR,rebound,defensive,[],1631104,,,1610612759,117,97,2025-01-09T04:49:15Z,6070000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,,,,,,,615.0,1.0,1.0,0.0,,,,,,,,,,
617,PT02M10.00S,2025-01-09T04:49:13.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631157,,,1610612759,117,97,2025-01-09T04:49:28Z,6080000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631157, 1629640]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,202027.0,1.0,0.0,,,,,,,,,,,,,,,,Johnson,1629640.0
619,PT02M10.00S,2025-01-09T04:49:35.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,117,97,2025-01-09T04:49:35Z,6100000,False,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
620,PT02M10.00S,2025-01-09T04:49:35.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,117,97,2025-01-09T04:49:35Z,6110000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,619.0,,,,,,,,,,,,,
621,PT02M10.00S,2025-01-09T04:49:50.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,117,98,2025-01-09T04:49:50Z,6120000,False,,,0,,K. Johnson Free Throw 2 of 2 (24 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
622,PT01M45.00S,2025-01-09T04:50:15.2Z,4,REGULAR,2pt,Jump Shot,[],1630699,26.10052562417871,68.38235294117648,1610612749,117,98,2025-01-09T04:50:20Z,6130000,False,-92.0,193.0,1,left,MISS M. Beauchamp 21' step back Shot,[1630699],1610612749.0,MIL,step back,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,16-24 Left Center,,,,Missed,,21.36,,,,,,,,,,,,,,
623,PT01M42.00S,2025-01-09T04:50:18.9Z,4,REGULAR,rebound,defensive,[],1631104,,,1610612759,117,98,2025-01-09T04:50:18Z,6140000,False,,,0,,B. Wesley REBOUND (Off:0 Def:2),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Left Center,,,,,,,622.0,2.0,2.0,0.0,,,,,,,,,,
624,PT01M35.00S,2025-01-09T04:50:26.0Z,4,REGULAR,3pt,Jump Shot,[],1630572,68.28186596583443,66.66666666666666,1610612759,117,98,2025-01-09T04:50:36Z,6150000,False,83.0,246.0,1,right,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,Missed,,25.94,,,,,,,,,,,,,,
625,PT01M32.00S,2025-01-09T04:50:29.0Z,4,REGULAR,rebound,defensive,[],1641857,,,1610612749,117,98,2025-01-09T04:50:36Z,6160000,False,,,0,,L. Robbins REBOUND (Off:0 Def:1),[1641857],1610612749.0,MIL,,,,Robbins,L. Robbins,,,,,Above the Break 3,24+ Right Center,,,,,,,624.0,1.0,1.0,0.0,,,,,,,,,,
626,PT01M15.00S,2025-01-09T04:50:46.3Z,4,REGULAR,3pt,Jump Shot,[],1631157,32.14520367936925,32.84313725490196,1610612749,117,98,2025-01-09T04:53:17Z,6170000,False,86.0,250.0,1,left,MISS R. Rollins 26' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,Missed,,26.4,,,,,,,,,,,,,,
627,PT01M13.00S,2025-01-09T04:50:48.5Z,4,REGULAR,rebound,offensive,[],1630699,,,1610612749,117,98,2025-01-09T04:50:48Z,6180000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:0),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,,,,,,,626.0,1.0,0.0,1.0,,,,,,,,,,
628,PT01M13.00S,2025-01-09T04:50:49.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630699,4.812746386333772,52.20588235294118,1610612749,119,98,2025-01-09T04:50:58Z,6190000,False,-11.0,-7.0,1,left,M. Beauchamp driving finger roll Layup (2 PTS),[1630699],1610612749.0,MIL,driving finger roll,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,,,,Made,2.0,1.32,,,,,,,,,,,,,,
629,PT01M04.00S,2025-01-09T04:50:59.8Z,4,REGULAR,3pt,Jump Shot,[],1628380,67.7562417871222,66.66666666666666,1610612759,119,98,2025-01-09T04:51:05Z,6200000,False,83.0,251.0,1,right,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,,Missed,,26.41,,,,,,,,,,,,,,
630,PT01M00.00S,2025-01-09T04:51:03.5Z,4,REGULAR,rebound,offensive,[],1629640,,,1610612759,119,98,2025-01-09T04:51:03Z,6210000,False,,,0,,K. Johnson REBOUND (Off:5 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,629.0,11.0,6.0,5.0,,,,,,,,,,
631,PT00M58.30S,2025-01-09T04:51:08.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641857,,,1610612759,119,98,2025-01-09T04:51:33Z,6220000,False,,,0,,L. Robbins shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[1641857, 1630572]",1610612749.0,MIL,shooting,,,Robbins,L. Robbins,,,,,Restricted Area,0-8 Center,201639.0,1.0,0.0,,,,,,,,,,,,,,,,Mamukelashvili,1630572.0
633,PT00M58.30S,2025-01-09T04:51:38.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630572,,,1610612759,119,99,2025-01-09T04:51:38Z,6240000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (1 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
634,PT00M58.30S,2025-01-09T04:51:40.1Z,4,REGULAR,substitution,out,[],1629640,,,1610612759,119,99,2025-01-09T04:51:45Z,6250000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M58.30S,2025-01-09T04:51:40.1Z,4,REGULAR,substitution,in,[],1629646,,,1610612759,119,99,2025-01-09T04:51:45Z,6260000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M58.30S,2025-01-09T04:51:38.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630572,,,1610612759,119,99,2025-01-09T04:51:56Z,6270000,False,,,0,,MISS S. Mamukelashvili Free Throw 2 of 2,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
637,PT00M56.00S,2025-01-09T04:51:40.5Z,4,REGULAR,rebound,defensive,[],1630649,,,1610612749,119,99,2025-01-09T04:51:56Z,6280000,False,,,0,,S. Umude REBOUND (Off:0 Def:1),[1630649],1610612749.0,MIL,,,,Umude,S. Umude,,,,,,,,,,,,,636.0,1.0,1.0,0.0,,,,,,,,,,
638,PT00M49.90S,2025-01-09T04:52:01.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,17.559132720105126,37.5,1610612749,121,99,2025-01-09T04:52:08Z,6290000,False,62.0,113.0,1,left,R. Rollins 12' pullup Jump Shot (2 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,Made,2.0,12.88,,,,,,,,,,,,,,
639,PT00M36.50S,2025-01-09T04:52:17.4Z,4,REGULAR,turnover,bad pass,[],1631104,,,1610612759,121,99,2025-01-09T04:52:28Z,6300000,False,,,0,,B. Wesley bad pass TURNOVER (1 TO),"[1631104, 1630649]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,Umude,1630649.0,,,,,,,
640,PT00M36.50S,2025-01-09T04:52:17.4Z,4,REGULAR,steal,,[],1630649,,,1610612749,121,99,2025-01-09T04:54:35Z,6310000,False,,,0,,S. Umude STEAL (1 STL),[1630649],1610612749.0,MIL,,,,Umude,S. Umude,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
641,PT00M32.90S,2025-01-09T04:52:21.4Z,4,REGULAR,turnover,bad pass,[],1641857,,,1610612749,121,99,2025-01-09T04:52:32Z,6320000,False,,,0,,L. Robbins bad pass TURNOVER (1 TO),"[1641857, 1630572]",1610612749.0,MIL,,,,Robbins,L. Robbins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Mamukelashvili,1630572.0,,,,,,,
642,PT00M32.90S,2025-01-09T04:52:21.4Z,4,REGULAR,steal,,[],1630572,,,1610612759,121,99,2025-01-09T04:52:23Z,6330000,False,,,0,,S. Mamukelashvili STEAL (1 STL),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
643,PT00M32.90S,2025-01-09T04:52:24.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630572,93.9060446780552,50.0,1610612759,121,101,2025-01-09T04:52:44Z,6340000,False,0.0,5.0,1,right,S. Mamukelashvili driving finger roll Layup (3 PTS),[1630572],1610612759.0,SAS,driving finger roll,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,Made,3.0,0.48,,,,,,,,,,,,,,
644,PT00M32.90S,2025-01-09T04:52:28.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630649,,,1610612759,121,101,2025-01-09T04:52:47Z,6350000,False,,,0,,S. Umude shooting personal FOUL (1 PF) (Mamukelashvili 1 FT),"[1630649, 1630572]",1610612749.0,MIL,shooting,,,Umude,S. Umude,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,,,,,,,,,,,,,,,,Mamukelashvili,1630572.0
646,PT00M32.90S,2025-01-09T04:52:48.0Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630572,,,1610612759,121,102,2025-01-09T04:52:48Z,6370000,False,,,0,,S. Mamukelashvili Free Throw 1 of 1 (4 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
647,PT00M08.90S,2025-01-09T04:53:16.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612749,121,102,2025-01-09T04:53:28Z,6380000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Right,201639.0,,,,,,,,,,,,,,,,,,,
648,PT00M03.90S,2025-01-09T04:53:27.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630572,75.57900788436268,9.826899509803921,1610612759,121,105,2025-01-09T04:53:35Z,6390000,False,-201.0,177.0,1,right,S. Mamukelashvili 26' 3PT  (7 PTS) (Z. Collins 1 AST),"[1630572, 1628380]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,Made,7.0,26.78,,,,,,,,,,Z. Collins,1628380.0,1.0,,
650,PT00M00.00S,2025-01-09T04:53:40.3Z,4,REGULAR,period,end,[],0,,,1610612749,121,105,2025-01-09T04:53:40Z,6410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M00.00S,2025-01-09T04:53:43.0Z,4,REGULAR,game,end,[],0,,,0,121,105,2025-01-09T04:53:43Z,6420000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
