actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
422,PT05M50.00S,2025-01-05T03:08:47.1Z,3,REGULAR,foul,personal,['1freethrow'],1641744,,,1610612744,77,69,2025-01-05T03:08:52Z,4190000,False,,,0,,Z. Edey shooting personal FOUL (2 PF) (Wiggins 1 FT),"[1641744, 203952]",1610612763.0,MEM,shooting,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1629178.0,,,,2.0,0.0,Wiggins,203952.0,,
425,PT05M50.00S,2025-01-05T03:08:58.9Z,3,REGULAR,substitution,out,[],1630590,,,1610612744,77,69,2025-01-05T03:09:40Z,4210000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M50.00S,2025-01-05T03:08:58.9Z,3,REGULAR,substitution,out,[],1628991,,,1610612744,77,69,2025-01-05T03:09:40Z,4220000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M50.00S,2025-01-05T03:08:58.9Z,3,REGULAR,substitution,out,[],1641744,,,1610612744,77,69,2025-01-05T03:09:40Z,4230000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M50.00S,2025-01-05T03:08:58.9Z,3,REGULAR,substitution,in,[],1629634,,,1610612744,77,69,2025-01-05T03:09:40Z,4240000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M50.00S,2025-01-05T03:08:58.9Z,3,REGULAR,substitution,in,[],1631222,,,1610612744,77,69,2025-01-05T03:09:40Z,4250000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M50.00S,2025-01-05T03:08:58.9Z,3,REGULAR,substitution,in,[],1630643,,,1610612744,77,69,2025-01-05T03:09:40Z,4260000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M50.00S,2025-01-05T03:09:29.7Z,3,REGULAR,freethrow,1 of 1,[],203952,,,1610612744,78,69,2025-01-05T03:09:29Z,4270000,False,,,0,,A. Wiggins Free Throw 1 of 1 (15 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
432,PT05M39.00S,2025-01-05T03:09:42.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,7.966491458607096,61.029411764705884,1610612763,78,71,2025-01-05T03:13:13Z,4280000,False,-55.0,22.0,1,left,J. LaRavia driving floating Jump Shot (15 PTS),[1631222],1610612763.0,MEM,driving floating,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,15.0,,,,,,,,,,,,,,,,,
433,PT05M14.00S,2025-01-05T03:10:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,91.01511169513797,39.46078431372549,1610612744,78,71,2025-01-05T03:10:11Z,4290000,False,-53.0,32.0,1,right,MISS T. Jackson-Davis 6' Layup - blocked,"[1631218, 1630643]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,Huff,1630643.0
434,PT05M14.00S,2025-01-05T03:10:07.5Z,3,REGULAR,block,,[],1630643,,,1610612744,78,71,2025-01-05T03:10:09Z,4300000,False,,,0,,J. Huff BLOCK (3 BLK),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
435,PT05M14.00S,2025-01-05T03:10:07.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,78,71,2025-01-05T03:10:11Z,4310000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,433.0,,,,,,,,,,
437,PT05M14.00S,2025-01-05T03:10:13.3Z,3,REGULAR,substitution,out,[],203471,,,1610612744,78,71,2025-01-05T03:10:17Z,4330000,False,,,0,,SUB out: D. Schröder,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M14.00S,2025-01-05T03:10:13.3Z,3,REGULAR,substitution,in,[],1630311,,,1610612744,78,71,2025-01-05T03:10:17Z,4340000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M12.00S,2025-01-05T03:10:29.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631218,79.31997371879106,21.07843137254902,1610612744,78,71,2025-01-05T03:10:36Z,4350000,False,-145.0,142.0,1,right,MISS T. Jackson-Davis 20' Jump Shot,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,16-24 Left Center,20.26,Missed,,,,,,,,,,,,,,,,,,
441,PT05M08.00S,2025-01-05T03:10:31.9Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,78,71,2025-01-05T03:10:31Z,4360000,False,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,439.0,,4.0,4.0,0.0,,,,,,
442,PT05M02.00S,2025-01-05T03:10:38.9Z,3,REGULAR,turnover,bad pass,[],1630217,,,1610612763,78,71,2025-01-05T03:10:43Z,4370000,False,,,0,,D. Bane bad pass TURNOVER (7 TO),"[1630217, 1631218]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,7.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,
443,PT05M02.00S,2025-01-05T03:10:38.9Z,3,REGULAR,steal,,[],1631218,,,1610612744,78,71,2025-01-05T03:10:41Z,4380000,False,,,0,,T. Jackson-Davis STEAL (3 STL),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
444,PT04M56.00S,2025-01-05T03:10:44.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203952,71.96123521681997,82.1078431372549,1610612744,81,71,2025-01-05T03:16:00Z,4390000,False,161.0,211.0,1,right,A. Wiggins 26' 3PT running (18 PTS) (B. Hield 3 AST),"[203952, 1627741]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.52,Made,18.0,,,,B. Hield,1627741.0,3.0,,,,,,,,,,,
446,PT04M55.00S,2025-01-05T03:10:50.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,81,71,2025-01-05T03:10:50Z,4410000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M41.00S,2025-01-05T03:14:04.3Z,3,REGULAR,3pt,Jump Shot,[],1630643,29.517082785808146,72.79411764705883,1610612763,81,74,2025-01-05T03:14:08Z,4420000,False,-114.0,225.0,1,left,J. Huff 25' 3PT  (9 PTS) (D. Bane 7 AST),"[1630643, 1630217]",1610612763.0,MEM,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,25.22,Made,9.0,,,,D. Bane,1630217.0,7.0,,,,,,,,,,,
450,PT04M24.00S,2025-01-05T03:14:20.7Z,3,REGULAR,3pt,Jump Shot,[],1627741,87.20433639947439,96.07843137254902,1610612744,84,74,2025-01-05T03:14:24Z,4440000,False,230.0,68.0,1,right,B. Hield 24' 3PT step back (14 PTS) (T. Jackson-Davis 4 AST),"[1627741, 1631218]",1610612744.0,GSW,step back,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,24.02,Made,14.0,,,,T. Jackson-Davis,1631218.0,4.0,,,,,,,,,,,
452,PT04M07.00S,2025-01-05T03:14:39.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,11.12023653088042,50.73529411764706,1610612763,84,74,2025-01-05T03:14:51Z,4460000,False,-4.0,52.0,1,left,MISS B. Clarke driving Layup - blocked,"[1629634, 1630311]",1610612763.0,MEM,driving,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,Spencer,1630311.0
453,PT04M07.00S,2025-01-05T03:14:39.9Z,3,REGULAR,block,,[],1630311,,,1610612763,84,74,2025-01-05T03:14:43Z,4470000,False,,,0,,P. Spencer BLOCK (1 BLK),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT04M07.00S,2025-01-05T03:14:39.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,84,74,2025-01-05T03:14:51Z,4480000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,452.0,,,,,,,,,,
456,PT04M06.00S,2025-01-05T03:15:00.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,3.892904073587385,96.56862745098039,1610612763,84,77,2025-01-05T03:15:06Z,4500000,False,-233.0,-16.0,1,left,D. Bane 3PT  (17 PTS) (J. LaRavia 4 AST),"[1630217, 1631222]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.33,Made,17.0,,,,J. LaRavia,1631222.0,4.0,,,,,,,,,,,
458,PT03M43.00S,2025-01-05T03:15:23.7Z,3,REGULAR,3pt,Jump Shot,[],203937,69.72733245729303,25.0,1610612744,84,77,2025-01-05T03:15:27Z,4520000,False,-125.0,232.0,1,right,MISS K. Anderson 26' 3PT,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
459,PT03M40.00S,2025-01-05T03:15:26.7Z,3,REGULAR,rebound,offensive,[],1630311,,,1610612744,84,77,2025-01-05T03:15:27Z,4530000,False,,,0,,P. Spencer REBOUND (Off:2 Def:0),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,458.0,,2.0,0.0,2.0,,,,,,
460,PT03M37.00S,2025-01-05T03:15:30.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,79.58278580814718,92.15686274509804,1610612744,84,77,2025-01-05T03:15:35Z,4540000,False,211.0,139.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
461,PT03M33.00S,2025-01-05T03:15:33.8Z,3,REGULAR,rebound,offensive,[],1631218,,,1610612744,84,77,2025-01-05T03:15:33Z,4550000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:4),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,460.0,,6.0,4.0,2.0,,,,,,
462,PT03M32.00S,2025-01-05T03:15:34.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,91.14651773981603,39.705882352941174,1610612744,84,77,2025-01-05T03:15:38Z,4560000,False,-51.0,31.0,1,right,MISS T. Jackson-Davis 6' putback Layup - blocked,"[1631218, 1629634]",1610612744.0,GSW,putback,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,Clarke,1629634.0
463,PT03M32.00S,2025-01-05T03:15:34.7Z,3,REGULAR,block,,[],1629634,,,1610612744,84,77,2025-01-05T03:15:37Z,4570000,False,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
464,PT03M29.00S,2025-01-05T03:15:37.7Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,84,77,2025-01-05T03:15:38Z,4580000,False,,,0,,B. Clarke REBOUND (Off:2 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,462.0,,5.0,3.0,2.0,,,,,,
465,PT03M22.00S,2025-01-05T03:15:44.7Z,3,REGULAR,turnover,lost ball,[],1642377,,,1610612763,84,77,2025-01-05T03:15:47Z,4590000,False,,,0,,J. Wells lost ball TURNOVER (1 TO),"[1642377, 203937]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right Center,,,,1.0,Anderson,203937.0,,,,,,,,,,,,,,
466,PT03M22.00S,2025-01-05T03:15:44.7Z,3,REGULAR,steal,,[],203937,,,1610612744,84,77,2025-01-05T03:15:46Z,4600000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
467,PT03M19.00S,2025-01-05T03:15:48.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,92.46057818659659,50.49019607843137,1610612744,86,77,2025-01-05T03:16:06Z,4610000,False,2.0,18.0,1,right,A. Wiggins running DUNK (20 PTS),[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.86,Made,20.0,,,,,,,,,,,,,,,,,
468,PT03M05.00S,2025-01-05T03:16:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.389618922470433,58.57843137254902,1610612763,86,79,2025-01-05T03:16:11Z,4620000,False,-43.0,8.0,1,left,D. Bane driving Layup (19 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,4.36,Made,19.0,,,,,,,,,,,,,,,,,
469,PT02M53.00S,2025-01-05T03:16:20.2Z,3,REGULAR,3pt,Jump Shot,[],203937,88.91261498028909,95.58823529411765,1610612744,89,79,2025-01-05T03:16:24Z,4630000,False,228.0,52.0,1,right,K. Anderson 3PT  (3 PTS) (P. Spencer 2 AST),"[203937, 1630311]",1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,23.37,Made,3.0,,,,P. Spencer,1630311.0,2.0,,,,,,,,,,,
471,PT02M42.00S,2025-01-05T03:16:34.6Z,3,REGULAR,foul,personal,[],1627741,,,1610612763,89,79,2025-01-05T03:16:40Z,4650000,False,,,0,,B. Hield personal FOUL (2 PF),"[1627741, 1642377]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202007.0,,,,2.0,0.0,Wells,1642377.0,,
473,PT02M42.00S,2025-01-05T03:16:40.5Z,3,REGULAR,substitution,out,[],1627741,,,1610612763,89,79,2025-01-05T03:17:02Z,4670000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M42.00S,2025-01-05T03:16:40.5Z,3,REGULAR,substitution,out,[],1631218,,,1610612763,89,79,2025-01-05T03:17:02Z,4680000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M42.00S,2025-01-05T03:16:40.5Z,3,REGULAR,substitution,out,[],1642377,,,1610612763,89,79,2025-01-05T03:17:02Z,4690000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M42.00S,2025-01-05T03:16:40.5Z,3,REGULAR,substitution,out,[],1630643,,,1610612763,89,79,2025-01-05T03:17:02Z,4700000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M42.00S,2025-01-05T03:16:40.5Z,3,REGULAR,substitution,in,[],203110,,,1610612763,89,79,2025-01-05T03:17:02Z,4710000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M42.00S,2025-01-05T03:16:40.5Z,3,REGULAR,substitution,in,[],1630541,,,1610612763,89,79,2025-01-05T03:17:02Z,4720000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M42.00S,2025-01-05T03:16:40.5Z,3,REGULAR,substitution,in,[],1628991,,,1610612763,89,79,2025-01-05T03:17:02Z,4730000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M42.00S,2025-01-05T03:16:40.5Z,3,REGULAR,substitution,in,[],1642285,,,1610612763,89,79,2025-01-05T03:17:02Z,4740000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M31.00S,2025-01-05T03:17:14.6Z,3,REGULAR,3pt,Jump Shot,[],1630217,18.610381077529567,5.88235294117647,1610612763,89,79,2025-01-05T03:17:19Z,4750000,False,221.0,122.0,1,left,MISS D. Bane 25' fadeaway 3PT,[1630217],1610612763.0,MEM,fadeaway,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
482,PT02M27.00S,2025-01-05T03:17:18.6Z,3,REGULAR,rebound,defensive,[],1630311,,,1610612744,89,79,2025-01-05T03:17:19Z,4760000,False,,,0,,P. Spencer REBOUND (Off:2 Def:1),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,481.0,,3.0,1.0,2.0,,,,,,
483,PT02M17.00S,2025-01-05T03:17:28.3Z,3,REGULAR,3pt,Jump Shot,[],203952,69.72733245729303,13.725490196078432,1610612744,89,79,2025-01-05T03:17:33Z,4770000,False,-181.0,232.0,1,right,MISS A. Wiggins 29' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,29.46,Missed,,,,,,,,,,,,,,,,,,
484,PT02M14.00S,2025-01-05T03:17:31.3Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,89,79,2025-01-05T03:17:33Z,4780000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,483.0,,5.0,5.0,0.0,,,,,,
485,PT02M05.00S,2025-01-05T03:17:43.2Z,3,REGULAR,foul,personal,[],203937,,,1610612763,89,79,2025-01-05T03:17:48Z,4790000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 1628991]",1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,,,1.0,0.0,Jackson Jr.,1628991.0,,
487,PT02M05.00S,2025-01-05T03:17:52.4Z,3,REGULAR,substitution,out,[],203952,,,1610612763,89,79,2025-01-05T03:18:01Z,4810000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT02M05.00S,2025-01-05T03:17:52.4Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,89,79,2025-01-05T03:18:01Z,4820000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M05.00S,2025-01-05T03:17:52.4Z,3,REGULAR,substitution,in,[],1630322,,,1610612763,89,79,2025-01-05T03:18:01Z,4830000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M05.00S,2025-01-05T03:17:52.4Z,3,REGULAR,substitution,in,[],1630590,,,1610612763,89,79,2025-01-05T03:18:01Z,4840000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT01M54.00S,2025-01-05T03:18:21.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,8.09789750328515,41.42156862745098,1610612763,89,81,2025-01-05T03:18:28Z,4850000,False,43.0,24.0,1,left,B. Clarke driving floating Jump Shot (6 PTS) (J. LaRavia 5 AST),"[1629634, 1631222]",1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,6.0,,,,J. LaRavia,1631222.0,5.0,,,,,,,,,,,
493,PT01M38.00S,2025-01-05T03:18:36.4Z,3,REGULAR,3pt,Jump Shot,[],203937,92.46057818659659,3.1862745098039214,1610612744,89,81,2025-01-05T03:18:40Z,4870000,False,-234.0,18.0,1,right,MISS K. Anderson 3PT,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
494,PT01M36.00S,2025-01-05T03:18:38.4Z,3,REGULAR,rebound,defensive,[],1642285,,,1610612763,89,81,2025-01-05T03:18:40Z,4880000,False,,,0,,C. Spencer REBOUND (Off:0 Def:1),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Left Corner 3,24+ Left,,,,,,,,,,493.0,,1.0,1.0,0.0,,,,,,
495,PT01M28.00S,2025-01-05T03:18:46.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,6.783837056504599,43.627450980392155,1610612763,89,83,2025-01-05T03:18:49Z,4890000,False,32.0,11.0,1,left,B. Clarke DUNK (8 PTS) (J. LaRavia 6 AST),"[1629634, 1631222]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,3.38,Made,8.0,,,,J. LaRavia,1631222.0,6.0,,,,,,,,,,,
497,PT01M02.00S,2025-01-05T03:19:13.3Z,3,REGULAR,3pt,Jump Shot,[],1630541,76.42904073587385,88.97058823529412,1610612744,92,83,2025-01-05T03:19:17Z,4910000,False,195.0,169.0,1,right,M. Moody 25' 3PT  (8 PTS) (D. Green 3 AST),"[1630541, 203110]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.8,Made,8.0,,,,D. Green,203110.0,3.0,,,,,,,,,,,
499,PT00M47.30S,2025-01-05T03:19:28.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,5.519053876478318,57.13082107843137,1610612763,92,83,2025-01-05T03:19:36Z,4930000,False,-36.0,-1.0,1,left,MISS S. Pippen Jr. Layup - blocked,"[1630590, 1630322]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,Waters III,1630322.0
500,PT00M47.30S,2025-01-05T03:19:28.9Z,3,REGULAR,block,,[],1630322,,,1610612763,92,83,2025-01-05T03:19:30Z,4940000,False,,,0,,L. Waters III BLOCK (1 BLK),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
501,PT00M44.50S,2025-01-05T03:19:31.7Z,3,REGULAR,rebound,offensive,[],1630590,,,1610612763,92,83,2025-01-05T03:19:36Z,4950000,False,,,0,,S. Pippen Jr. REBOUND (Off:4 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,499.0,,5.0,1.0,4.0,,,,,,
502,PT00M42.70S,2025-01-05T03:19:33.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,25.969119579500656,80.63725490196079,1610612763,92,83,2025-01-05T03:19:40Z,4960000,False,-153.0,192.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,24.53,Missed,,,,,,,,,,,,,,,,,,
503,PT00M41.80S,2025-01-05T03:19:34.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,92,83,2025-01-05T03:19:40Z,4970000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,502.0,,,,,,,,,,
505,PT00M41.80S,2025-01-05T03:19:39.8Z,3,REGULAR,substitution,out,[],1630311,,,1610612744,92,83,2025-01-05T03:19:42Z,4990000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M41.80S,2025-01-05T03:19:39.8Z,3,REGULAR,substitution,in,[],203471,,,1610612744,92,83,2025-01-05T03:19:42Z,5000000,False,,,0,,SUB in: D. Schröder,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M33.50S,2025-01-05T03:20:05.4Z,3,REGULAR,3pt,Jump Shot,[],203110,67.23061760840999,37.745098039215684,1610612744,92,83,2025-01-05T03:20:09Z,5010000,False,-61.0,256.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.28,Missed,,,,,,,,,,,,,,,,,,
508,PT00M30.30S,2025-01-05T03:20:08.6Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,92,83,2025-01-05T03:20:09Z,5020000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,507.0,,6.0,6.0,0.0,,,,,,
