actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
440,PT05M32.00S,2025-10-25T01:12:33.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,94.40999984741211,50.0,1610612751,70,86,2025-10-25T01:12:33Z,4340000,False,0.0,0.0,1,right,N. Claxton tip Layup (8 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,,,,,8.0,,,,,,,,,
441,PT05M26.00S,2025-10-25T01:12:40.3Z,3,REGULAR,turnover,bad pass,[],1630241,,,1610612739,70,86,2025-10-25T01:12:48Z,4350000,False,,,0,,S. Merrill bad pass TURNOVER (4 TO),"[1630241, 1629651]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,4.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,
442,PT05M26.00S,2025-10-25T01:12:40.3Z,3,REGULAR,steal,,[],1629651,,,1610612751,70,86,2025-10-25T01:12:42Z,4360000,False,,,0,,N. Claxton STEAL (3 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
443,PT05M22.00S,2025-10-25T01:12:44.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,92.19776609724047,49.26470588235294,1610612751,72,86,2025-10-25T01:13:10Z,4370000,False,-4.0,21.0,1,right,N. Claxton running Layup (10 PTS) (C. Thomas 8 AST),"[1629651, 1630560]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,2.11,Made,,,,,10.0,C. Thomas,1630560.0,8.0,,,,,,
445,PT05M22.00S,2025-10-25T01:12:49.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,72,86,2025-10-25T01:12:49Z,4390000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M22.00S,2025-10-25T01:13:03.7Z,3,REGULAR,substitution,out,[],1629611,,,1610612739,72,86,2025-10-25T01:15:47Z,4400000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M22.00S,2025-10-25T01:13:03.7Z,3,REGULAR,substitution,out,[],1630241,,,1610612739,72,86,2025-10-25T01:15:47Z,4410000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M22.00S,2025-10-25T01:13:03.7Z,3,REGULAR,substitution,in,[],1630533,,,1610612739,72,86,2025-10-25T01:15:47Z,4420000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M22.00S,2025-10-25T01:13:03.7Z,3,REGULAR,substitution,in,[],1641854,,,1610612739,72,86,2025-10-25T01:15:47Z,4430000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M10.00S,2025-10-25T01:16:14.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,18.084756898817346,49.01960784313725,1610612739,72,86,2025-10-25T01:16:23Z,4440000,False,5.0,117.0,1,left,MISS E. Mobley 11' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.76,Missed,,,,,,,,,,,,,,
453,PT05M09.00S,2025-10-25T01:16:15.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,72,86,2025-10-25T01:16:23Z,4450000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,452.0,,,,,,,,,,,,,
454,PT05M09.00S,2025-10-25T01:16:20.5Z,3,REGULAR,foul,personal,[],1629651,,,1610612739,72,86,2025-10-25T01:16:30Z,4460000,False,,,0,,N. Claxton loose ball personal FOUL (4 PF),"[1629651, 1628366]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,202056.0,,,,,,,,,,,4.0,0.0,Ball,1628366.0,,
456,PT05M04.00S,2025-10-25T01:16:40.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641854,30.56833114323259,67.8921568627451,1610612739,72,89,2025-10-25T01:30:17Z,4480000,False,-89.0,235.0,1,left,C. Porter Jr. 25' 3PT pullup (8 PTS) (E. Mobley 3 AST),"[1641854, 1630596]",1610612739.0,CLE,pullup,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,25.13,Made,,,,,8.0,E. Mobley,1630596.0,3.0,,,,,,
458,PT04M40.00S,2025-10-25T01:17:05.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,93.77463863337714,3.9215686274509802,1610612751,72,89,2025-10-25T01:17:10Z,4500000,False,-230.0,6.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,23.05,Missed,,,,,,,,,,,,,,
459,PT04M36.00S,2025-10-25T01:17:09.5Z,3,REGULAR,rebound,offensive,[],1630533,,,1610612751,72,89,2025-10-25T01:17:10Z,4510000,False,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,,,458.0,2.0,1.0,1.0,,,,,,,,,,
460,PT04M36.00S,2025-10-25T01:17:10.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630533,94.03745072273325,51.71568627450981,1610612751,74,89,2025-10-25T01:17:13Z,4520000,False,9.0,4.0,1,right,Z. Williams putback Layup (14 PTS),[1630533],1610612751.0,BKN,putback,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,0.93,Made,,,,,14.0,,,,,,,,,
461,PT04M25.00S,2025-10-25T01:17:20.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641854,6.652431011826544,47.794117647058826,1610612739,74,91,2025-10-25T01:32:09Z,4530000,False,11.0,10.0,1,left,C. Porter Jr. cutting DUNK (10 PTS) (E. Mobley 4 AST),"[1641854, 1630596]",1610612739.0,CLE,cutting,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,1.49,Made,,,,,10.0,E. Mobley,1630596.0,4.0,,,,,,
463,PT04M10.00S,2025-10-25T01:17:35.5Z,3,REGULAR,3pt,Jump Shot,[],1630533,90.88370565045992,5.637254901960785,1610612751,74,91,2025-10-25T01:17:43Z,4550000,False,-222.0,33.0,1,right,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,22.43,Missed,,,,,,,,,,,,,,
464,PT04M08.00S,2025-10-25T01:17:37.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,74,91,2025-10-25T01:17:43Z,4560000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,463.0,,,,,,,,,,,,,
465,PT04M08.00S,2025-10-25T01:17:42.3Z,3,REGULAR,foul,personal,[],1630596,,,1610612751,74,91,2025-10-25T01:18:03Z,4570000,False,,,0,,E. Mobley loose ball personal FOUL (1 PF),"[1630596, 1629651]",1610612739.0,CLE,loose ball,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,202056.0,,,,,,,,,,,1.0,0.0,Claxton,1629651.0,,
467,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,out,[],1629651,,,1610612751,74,91,2025-10-25T01:18:07Z,4590000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,out,[],1642879,,,1610612751,74,91,2025-10-25T01:18:07Z,4600000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,out,[],1630596,,,1610612751,74,91,2025-10-25T01:18:07Z,4610000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,out,[],1642281,,,1610612751,74,91,2025-10-25T01:18:07Z,4620000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,in,[],1630549,,,1610612751,74,91,2025-10-25T01:18:07Z,4630000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,in,[],1641730,,,1610612751,74,91,2025-10-25T01:18:07Z,4640000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,in,[],1628386,,,1610612751,74,91,2025-10-25T01:18:07Z,4650000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,in,[],1628378,,,1610612751,74,91,2025-10-25T01:18:07Z,4660000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,out,[],1629008,,,1610612751,74,91,2025-10-25T01:18:44Z,4665000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M08.00S,2025-10-25T01:17:49.7Z,3,REGULAR,substitution,in,[],1642856,,,1610612751,74,91,2025-10-25T01:18:44Z,4667500,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M04.00S,2025-10-25T01:18:20.5Z,3,REGULAR,foul,personal,[],1628378,,,1610612751,74,91,2025-10-25T01:18:46Z,4670000,False,,,0,,D. Mitchell personal FOUL (2 PF),"[1628378, 1642856]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,,,,200832.0,,,,,,,,,,,2.0,0.0,Dëmin,1642856.0,,
479,PT03M57.00S,2025-10-25T01:18:51.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630560,66.04796320630749,45.588235294117645,1610612751,74,91,2025-10-25T01:18:56Z,4690000,False,-22.0,267.0,1,right,MISS C. Thomas 26' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,,,,,26.75,Missed,,,,,,,,,,,,,,
480,PT03M52.00S,2025-10-25T01:18:56.0Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,74,91,2025-10-25T01:18:56Z,4700000,False,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,479.0,4.0,4.0,0.0,,,,,,,,,,
481,PT03M46.00S,2025-10-25T01:19:01.0Z,3,REGULAR,3pt,Jump Shot,[],1628378,25.18068331143233,82.84313725490196,1610612739,74,91,2025-10-25T01:19:08Z,4710000,False,-164.0,184.0,1,left,MISS D. Mitchell 24' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,24.68,Missed,,,,,,,,,,,,,,
482,PT03M44.00S,2025-10-25T01:19:03.0Z,3,REGULAR,rebound,defensive,[],1642856,,,1610612751,74,91,2025-10-25T01:19:08Z,4720000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:2),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,,,,481.0,2.0,2.0,0.0,,,,,,,,,,
483,PT03M36.00S,2025-10-25T01:19:12.2Z,3,REGULAR,2pt,Jump Shot,[],1630560,91.40932982917214,30.14705882352941,1610612751,76,91,2025-10-25T01:19:16Z,4730000,False,-99.0,28.0,1,right,C. Thomas 10' pullup Jump Shot (18 PTS) (E. Dëmin 2 AST),"[1630560, 1642856]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,,,,,10.33,Made,,,,,18.0,E. Dëmin,1642856.0,2.0,,,,,,
485,PT03M19.00S,2025-10-25T01:19:28.4Z,3,REGULAR,2pt,Jump Shot,[],1641854,25.57490144546649,49.26470588235294,1610612739,76,93,2025-10-25T01:20:02Z,4750000,False,4.0,188.0,1,left,C. Porter Jr. 18' step back Jump Shot (12 PTS) (L. Ball 5 AST),"[1641854, 1628366]",1610612739.0,CLE,step back,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,18.79,Made,,,,,12.0,L. Ball,1628366.0,5.0,,,,,,
487,PT02M57.00S,2025-10-25T01:19:50.4Z,3,REGULAR,2pt,Jump Shot,[],1630560,78.53153745072274,21.07843137254902,1610612751,76,93,2025-10-25T01:19:57Z,4770000,False,-145.0,149.0,1,right,MISS C. Thomas 20' turnaround Shot,[1630560],1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,,,,,20.78,Missed,,,,,,,,,,,,,,
488,PT02M57.00S,2025-10-25T01:19:50.4Z,3,REGULAR,rebound,offensive,[],1642856,,,1610612751,76,93,2025-10-25T01:19:57Z,4780000,False,,,0,,E. Dëmin REBOUND (Off:1 Def:2),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Left Center,,,,,,,487.0,3.0,2.0,1.0,,,,,,,,,,
489,PT02M47.00S,2025-10-25T01:20:01.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630560,69.99014454664915,25.735294117647058,1610612751,79,93,2025-10-25T01:35:57Z,4790000,False,-121.0,230.0,1,right,C. Thomas 25' 3PT pullup (21 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,25.97,Made,,,,,21.0,,,,,,,,,
490,PT02M30.00S,2025-10-25T01:20:17.8Z,3,REGULAR,3pt,Jump Shot,[],1629731,3.235873850197109,96.32352941176471,1610612739,79,96,2025-10-25T01:20:21Z,4800000,False,-232.0,-22.0,1,left,D. Wade 3PT  (3 PTS) (L. Ball 6 AST),"[1629731, 1628366]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,23.27,Made,,,,,3.0,L. Ball,1628366.0,6.0,,,,,,
492,PT02M19.00S,2025-10-25T01:20:28.7Z,3,REGULAR,2pt,Jump Shot,[],1630560,92.46057818659659,12.990196078431374,1610612751,81,96,2025-10-25T01:20:32Z,4820000,False,-185.0,18.0,1,right,C. Thomas 18' pullup Jump Shot (23 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left,,,,,18.59,Made,,,,,23.0,,,,,,,,,
493,PT02M09.00S,2025-10-25T01:20:39.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.1268068331143235,45.34313725490196,1610612739,81,98,2025-10-25T01:20:42Z,4830000,False,23.0,5.0,1,left,D. Mitchell driving finger roll Layup (21 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,2.39,Made,,,,,21.0,,,,,,,,,
494,PT02M07.00S,2025-10-25T01:20:45.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,81,98,2025-10-25T01:20:45Z,4840000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M53.00S,2025-10-25T01:22:40.1Z,3,REGULAR,3pt,Jump Shot,[],1630560,66.96780551905388,58.08823529411765,1610612751,84,98,2025-10-25T01:22:45Z,4850000,False,40.0,258.0,1,right,C. Thomas 26' 3PT pullup (26 PTS) (D. Sharpe 2 AST),"[1630560, 1630549]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,,,,,26.11,Made,,,,,26.0,D. Sharpe,1630549.0,2.0,,,,,,
497,PT01M38.00S,2025-10-25T01:22:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,5.863994743758213,46.81372549019608,1610612739,84,100,2025-10-25T01:23:04Z,4870000,False,16.0,3.0,1,left,C. Porter Jr. driving reverse Layup (14 PTS) (J. Allen 4 AST),"[1641854, 1628386]",1610612739.0,CLE,driving reverse,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,1.61,Made,,,,,14.0,J. Allen,1628386.0,4.0,,,,,,
499,PT01M25.00S,2025-10-25T01:23:08.7Z,3,REGULAR,3pt,Jump Shot,[],1630560,71.56701708278581,22.794117647058822,1610612751,84,100,2025-10-25T01:23:15Z,4890000,False,-136.0,215.0,1,right,MISS C. Thomas 25' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,25.42,Missed,,,,,,,,,,,,,,
500,PT01M25.00S,2025-10-25T01:23:08.7Z,3,REGULAR,rebound,offensive,[],1641730,,,1610612751,84,100,2025-10-25T01:23:23Z,4900000,False,,,0,,N. Clowney REBOUND (Off:1 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,,499.0,4.0,3.0,1.0,,,,,,,,,,
501,PT01M19.00S,2025-10-25T01:23:15.0Z,3,REGULAR,turnover,bad pass,[],1641730,,,1610612751,84,100,2025-10-25T01:23:19Z,4910000,False,,,0,,N. Clowney bad pass TURNOVER (4 TO),"[1641730, 1641854]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,4.0,Porter Jr.,1641854.0,,,,,,,,,,,,,,,,,
502,PT01M19.00S,2025-10-25T01:23:15.0Z,3,REGULAR,steal,,[],1641854,,,1610612739,84,100,2025-10-25T01:23:17Z,4920000,False,,,0,,C. Porter Jr. STEAL (1 STL),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
503,PT01M15.00S,2025-10-25T01:23:18.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,6.521024967148489,49.50980392156863,1610612739,84,102,2025-10-25T01:23:27Z,4930000,False,2.0,9.0,1,left,J. Allen running Layup (18 PTS) (C. Porter Jr. 2 AST),"[1628386, 1641854]",1610612739.0,CLE,running,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,0.91,Made,,,,,18.0,C. Porter Jr.,1641854.0,2.0,,,,,,
505,PT00M58.80S,2025-10-25T01:23:36.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,92.59198423127464,55.63725490196079,1610612751,86,102,2025-10-25T01:23:40Z,4950000,False,28.0,17.0,1,right,D. Sharpe driving Layup (2 PTS),[1630549],1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,3.3,Made,,,,,2.0,,,,,,,,,
506,PT00M43.40S,2025-10-25T01:23:54.2Z,3,REGULAR,3pt,Jump Shot,[],1628378,28.86005256241787,74.26470588235294,1610612739,86,105,2025-10-25T01:23:59Z,4960000,False,-121.0,219.0,1,left,D. Mitchell 25' 3PT pullup (24 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,25.02,Made,,,,,24.0,,,,,,,,,
507,PT00M28.40S,2025-10-25T01:24:12.9Z,3,REGULAR,turnover,lost ball,[],1630549,,,1610612751,86,105,2025-10-25T01:24:16Z,4970000,False,,,0,,D. Sharpe lost ball TURNOVER (2 TO),"[1630549, 1628386]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,2.0,Allen,1628386.0,,,,,,,,,,,,,,,,,
508,PT00M28.40S,2025-10-25T01:24:12.9Z,3,REGULAR,steal,,[],1628386,,,1610612739,86,105,2025-10-25T01:24:15Z,4980000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
509,PT00M11.50S,2025-10-25T01:24:29.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,12.959921156373195,4.6568627450980395,1610612739,86,105,2025-10-25T01:24:33Z,4990000,False,227.0,69.0,1,left,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,,,23.71,Missed,,,,,,,,,,,,,,
510,PT00M08.90S,2025-10-25T01:24:32.4Z,3,REGULAR,rebound,offensive,[],1629731,,,1610612739,86,105,2025-10-25T01:24:32Z,5000000,False,,,0,,D. Wade REBOUND (Off:1 Def:4),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,,,,,509.0,5.0,4.0,1.0,,,,,,,,,,
511,PT00M08.20S,2025-10-25T01:24:34.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629731,6.652431011826544,53.92156862745098,1610612739,86,107,2025-10-25T01:24:58Z,5010000,False,-20.0,10.0,1,left,D. Wade driving reverse Layup (5 PTS),[1629731],1610612739.0,CLE,driving reverse,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,2.2,Made,,,,,5.0,,,,,,,,,
512,PT00M08.20S,2025-10-25T01:24:38.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630533,,,1610612739,86,107,2025-10-25T01:24:45Z,5020000,False,,,0,,Z. Williams shooting personal FOUL (2 PF) (Wade 1 FT),"[1630533, 1629731]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,200832.0,,,,,,,,,,,2.0,0.0,Wade,1629731.0,,
514,PT00M08.20S,2025-10-25T01:24:55.8Z,3,REGULAR,substitution,out,[],1628366,,,1610612739,86,107,2025-10-25T01:25:30Z,5040000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M08.20S,2025-10-25T01:24:55.8Z,3,REGULAR,substitution,out,[],1641854,,,1610612739,86,107,2025-10-25T01:25:30Z,5050000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M08.20S,2025-10-25T01:24:55.8Z,3,REGULAR,substitution,in,[],1630596,,,1610612739,86,107,2025-10-25T01:25:30Z,5060000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M08.20S,2025-10-25T01:24:55.8Z,3,REGULAR,substitution,in,[],1642281,,,1610612739,86,107,2025-10-25T01:25:30Z,5070000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M08.20S,2025-10-25T01:25:22.3Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629731,,,1610612739,86,108,2025-10-25T01:25:22Z,5080000,False,,,0,,D. Wade Free Throw 1 of 1 (6 PTS),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
519,PT00M00.60S,2025-10-25T01:25:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,91.93495400788436,40.44117647058824,1610612751,86,108,2025-10-25T01:26:03Z,5090000,False,-48.0,23.0,1,right,MISS Z. Williams driving Layup - blocked,"[1630533, 1630596]",1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.32,Missed,,,,,,,,,,,,,Mobley,1630596.0
520,PT00M00.60S,2025-10-25T01:25:41.0Z,3,REGULAR,block,,[],1630596,,,1610612751,86,108,2025-10-25T01:25:44Z,5100000,False,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
521,PT00M00.60S,2025-10-25T01:25:41.0Z,3,REGULAR,rebound,defensive,[],1642281,,,1610612739,86,108,2025-10-25T01:46:31Z,5110000,False,,,0,,J. Tyson REBOUND (Off:1 Def:3),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,519.0,4.0,3.0,1.0,,,,,,,,,,
522,PT00M00.00S,2025-10-25T01:25:47.7Z,3,REGULAR,heave,,[],0,,,1610612739,86,108,2025-10-25T01:26:30Z,5120000,False,,,0,,CLE Heave,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,60.51,,,,,,,,,,,,,,,
523,PT00M00.00S,2025-10-25T01:25:47.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,86,108,2025-10-25T01:26:30Z,5130000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,522.0,,,,,,,,,,,,,
524,PT00M00.00S,2025-10-25T01:25:51.3Z,3,REGULAR,period,end,[],0,,,1610612739,86,108,2025-10-25T01:26:30Z,5140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
